漢字	IPA	注释
廉	lim2	
帘	lim2	
脸	lim3	
楝	lim6	
蔹	lim6	
涟	lin2	
莲	lin2	
怜	lin2	
连	lin2	
链	lin6	
炼	lin6	
练	lin6	
猎	lip8	
裂	lit8	
烈	lit8	
列	lit8	
燎	liu2	
寮	liu2	
潦	liu2	
寥	liu2	
聊	liu2	
疗	liu2	
辽	liu2	
嫽	liu3	
溜	liu1	
廖	liu6	
料	liu6	
摞	lo2	
螺	lo2	
骡	lo2	
箩	lo2	
锣	lo2	
萝	lo2	
罗	lo2	
裸	lo3	
颗	lo3	
硒	loi2	
镭	loi2	
擂	loi2	
雷	loi2	
徕	loi2	
来	loi2	
垒	loi3	
耒	loi6	
睐	loi6	
麓	lok7a	
辘	lok7a	
摝	lok7a	
碌	lok7a	
绿	lok8	
戮	lok8	
漉	lok8	
禄	lok8	
鹿	lok8	
录	lok8	
陆	lok8	
六	lok8	
鸾	lɵn2	
联	lɵn2	
卵	lɵn3	
恋	lɵn3	
乱	lɵn6	
隆	loŋ2	
笼	loŋ2	
聋	loŋ2	
栊	loŋ2	
泷	loŋ2	
茏	loŋ2	
龙	loŋ2	
垄	loŋ3	
拢	loŋ3	
陇	loŋ3	
窿	loŋ1	
劣	lɵt7b	
流	lu2	白，流失
柳	lu2	白
榴	lu2	白
馏	lu2	白
琉	lu2	白
留	lu2	白
刘	lu2	白
橹	lu2	
鲁	lu2	
虏	lu2	
卤	lu2	
炉	lu2	
庐	lu2	
芦	lu2	
卢	lu2	
瘤	lu2	
硫	lu2	
浏	lu2	
流	lu1	白，流水
骝	lu1	
露	lu6	
鹭	lu6	
璐	lu6	
路	lu6	
赂	lu6	
履	ly2	
缕	ly2	
屡	ly2	
铝	ly2	
旅	ly2	
侣	ly2	
吕	ly2	
闾	ly2	
驴	ly2	
里	ly2	
蕾	ly3	
滤	ly6	
虑	ly6	
戾	ly6	
累	ly6	
类	ly6	
泪	ly6	
唔	m2	
蚂	ma2	
码	ma2	
玛	ma2	
犸	ma2	
马	ma2	
嫲	ma2	
痳	ma2	
麻	ma2	
孖	ma1	
吗	ma1	
妈	ma1	
买	mai2	
霾	mai2	
埋	mai2	
米	mɐi2	
谜	mɐi2	
迷	mɐi2	
眯	mɐi5	
迈	mai6	
默	mak8	
墨	mak8	
陌	mak8	
脉	mak8	
麦	mak8	
晚	man2	
蛮	man2	
吻	mɐn2	
刎	mɐn2	
雯	mɐn2	
闻	mɐn2	
纹	mɐn2	
酩	mɐn2	
铭	mɐn2	
冥	mɐn2	
茗	mɐn2	
鸣	mɐn2	
明	mɐn2	
名	mɐn2	
敏	mɐn2	
悯	mɐn2	
闽	mɐn2	
皿	mɐn2	
民	mɐn2	
氓	mɐn2	
璺	mɐn5	
焖	mɐn1	
万	man6	
慢	man6	
漫	man6	
蔓	man6	
曼	man6	
鳗	man6	
馒	man6	
问	mɐn6	
命	mɐn6	
盟	mɐŋ2	
萌	mɐŋ2	
盲	mɐŋ2	
蜢	mɐŋ3	
孟	mɐŋ6	
袜	mat8	
物	mɐt8	
勿	mɐt8	
蜜	mɐt8	
谧	mɐt8	
幂	mɐt8	
密	mɐt8	
觅	mɐt8	
牡	mau2	
铆	mau2	
昴	mau2	
卯	mau2	
锚	mau2	
茅	mau2	
矛	mau2	
亩	mɐu2	
某	mɐu2	
谋	mɐu2	
冇	mɐu2	
矛	mɐu2	
毛	mɐu2	
貌	mau6	
缪	mɐu6	
眸	mɐu6	
谬	mɐu6	
帽	mɐu6	
贸	mɐu6	
冒	mɐu6	
茂	mɐu6	
幕	mɔk7b	
膜	mɔk7b	
剥	mɔk7b	
寞	mɔk8	
莫	mɔk8	
忘	mɔŋ2	
妄	mɔŋ2	
魍	mɔŋ2	
惘	mɔŋ2	
网	mɔŋ2	
亡	mɔŋ2	
蟒	mɔŋ2	
莽	mɔŋ2	
茫	mɔŋ2	
忙	mɔŋ2	
虻	mɔŋ1	
忙	mɔŋ1	
望	mɔŋ6	
娓	mi2	
尾	mi2	
薇	mi2	
微	mi2	
靡	mi2	
媚	mi2	
镁	mi2	
美	mi2	
楣	mi2	
嵋	mi2	
眉	mi2	
溦	mi1	
眯	mi1	
味	mi6	
未	mi6	
魅	mi6	
寐	mi6	
缅	min2	
冕	min2	
娩	min2	
勉	min2	
免	min2	
棉	min2	
绵	min2	
眠	min2	
抿	min3	
面	min6	
瘪	mit7b	
篾	mit8	
蔑	mit8	
灭	mit8	
渺	miu2	
瞄	miu2	
描	miu2	
苗	miu2	
藐	miu3	
秒	miu3	
喵	miu1	
猫	miu1	
庙	miu6	
妙	miu6	
蘑	mo2	
摸	mo3	
魔	mo1	
嬷	mo1	
摩	mo1	
馍	mo1	
摸	mo1	
么	mo1	
侮	moi2	
每	moi2	
煤	moi2	
媒	moi2	
脢	moi2	
梅	moi2	
莓	moi2	
枚	moi2	
穆	mok8	
睦	mok8	
钼	mok8	
牧	mok8	
苜	mok8	
沐	mok8	
目	mok8	
木	mok8	
门	mɵn2	
螨	mɵn2	
满	mɵn2	
瞒	mɵn2	
闷	mɵn6	
朦	moŋ2	
蒙	moŋ2	
懵	moŋ3	
瞢	moŋ3	
梦	moŋ6	
沫	mɵt8	
末	mɵt8	
没	mɵt8	
鹉	mu2	
武	mu2	
毋	mu2	
无	mu2	
诬	mu2	
巫	mu2	
拇	mu2	
母	mu2	
模	mu2	
摹	mu2	
舞	mu3	
雾	mu6	
骛	mu6	
婺	mu6	
务	mu6	
戊	mu6	
暮	mu6	
慕	mu6	
墓	mu6	
募	mu6	
嗱	na2	
哪	na2	
拿	na2	
姆	na3	
那	na6	
氖	nai2	
乃	nai2	
昵	nɐi2	
怩	nɐi2	
泥	nɐi2	
尼	nɐi2	
妮	nɐi2	
腻	nɐi6	
腩	nam2	
楠	nam2	
南	nam2	
男	nam2	
柠	nɐn2	
狞	nɐn2	
宁	nɐn2	
佞	nɐn3	
能	nɐŋ2	
粒	nɐp7a	
凹	nɐp7a	
捺	nap8	
纳	nap8	
溺	nɐt7a	
匿	nɐt7a	
脑	nɐu2	
恼	nɐu2	
娆	nau3	
妞	nɐu3	
闹	nau6	
诺	nɔk8	
瓤	nɔŋ2	
囊	nɔŋ2	
裆	nɔŋ6	白
昵	ni2	
你	ni2	
弥	ni2	
鲶	nim2	
稔	nim1	
黏	nim1	
拈	nim1	
念	nim6	
年	nin2	
撵	nin3	
辇	nin3	
镍	nip7b	
涅	nip7b	
聂	nip7b	
捏	nip7b	
孽	nip8	
袅	niu2	
鸟	niu2	
尿	niu6	
挪	no2	
娜	no2	
糯	no6	
懦	no6	
内	noi6	
奈	noi6	
暖	nɵn2	
嫩	nɵn6	
秾	noŋ2	
脓	noŋ2	
浓	noŋ2	
侬	noŋ2	
农	noŋ2	
弩	nu2	
努	nu2	
奴	nu2	
纽	nu2	
杻	nu3	
忸	nu3	
扭	nu3	
怒	nu6	
女	ny2	
雅	ŋa2	
衙	ŋa2	
蚜	ŋa2	
蚜	ŋa2	
芽	ŋa2	
牙	ŋa2	
瓦	ŋa2	
讶	ŋa6	
捱	ŋai2	
蚁	ŋɐi2	
巍	ŋɐi2	
危	ŋɐi2	
毅	ŋɐi6	
羿	ŋɐi6	
诣	ŋɐi6	
呓	ŋɐi6	
艺	ŋɐi6	
魏	ŋɐi6	
伪	ŋɐi6	
鲵	ŋɐi6	
倪	ŋɐi6	
额	ŋak8	
岩	ŋam2	
啱	ŋam1	
眼	ŋan2	
颜	ŋan2	
顽	ŋan2	
龈	ŋɐn2	
银	ŋɐn2	
垠	ŋɐn2	
研	ŋan3	白，动词，轧，滚压，碾压
赝	ŋan6	
雁	ŋan6	
硬	ŋɐŋ6	
屹	ŋɐt8	
兀	ŋɐt8	
逆	ŋɐt8	
仡	ŋɐt8	
咬	ŋau2	
肴	ŋau2	
爻	ŋau2	
淆	ŋau2	
藕	ŋɐu2	
偶	ŋɐu2	
牛	ŋɐu2	
钩	ŋɐu1	
勾	ŋɐu1	
傲	ŋɐu6	
熬	ŋɐu6	
岳	ŋɔk8	
乐	ŋɔk8	
鳄	ŋɔk8	
颚	ŋɔk8	
锷	ŋɔk8	
腭	ŋɔk8	
愕	ŋɔk8	
萼	ŋɔk8	
鄂	ŋɔk8	
昂	ŋɔŋ2	
戆	ŋɔŋ6	
我	ŋo2	
蛾	ŋo2	
鹅	ŋo2	
娥	ŋo2	
峨	ŋo2	
俄	ŋo2	
讹	ŋo2	
柯	ŋo1	
卧	ŋo6	
饿	ŋo6	
外	ŋoi6	
碍	ŋoi6	
岸	ŋɵn6	
屙	o1	
凯	oi3	
霭	oi3	
蔼	oi3	
皑	oi3	
媛	oi5	
爱	oi5	
埃	oi1	
哀	oi1	
屋	ok7a	
案	ɵn5	
按	ɵn5	
鞍	ɵn1	
氨	ɵn1	
桉	ɵn1	
安	ɵn1	
忤	oŋ2	
仵	oŋ2	
伍	oŋ2	
午	oŋ2	
五	oŋ2	
蜈	oŋ2	
梧	oŋ2	
吴	oŋ2	
瓮	oŋ5	
悟	oŋ6	
误	oŋ6	
靶	pa3	
把	pa3	
吧	pa5	
霸	pa5	
坝	pa5	
爸	pa1	
粑	pa1	
笆	pa1	
疤	pa1	
芭	pa1	
叭	pa1	
巴	pa1	
罢	pa6	
摆	pai3	
湃	pai5	
拜	pai5	
蔽	pɐi5	
敝	pɐi5	
闭	pɐi5	
败	pai6	
弊	pɐi6	
毙	pɐi6	
陛	pɐi6	
毖	pɐi6	
币	pɐi6	
稗	pɐi6	
伯	pak7a	
北	pak7a	
佰	pak7a	
百	pak7a	
卜	pak8	
帛	pak8	
白	pak8	
版	pan3	
板	pan3	
扳	pan3	
禀	pɐn3	
炳	pɐn3	
饼	pɐn3	
秉	pɐn3	
丙	pɐn3	
柄	pɐn5	
鬓	pɐn5	
殡	pɐn5	
㿀	pan1	
斑	pan1	
颁	pan1	
班	pan1	
兵	pɐn1	
冰	pɐn1	
槟	pɐn1	
滨	pɐn1	
斌	pɐn1	
彬	pɐn1	
宾	pɐn1	
奔	pɐn1	
瓣	pan6	
扮	pan6	
办	pan6	
病	pɐn6	
笨	pɐn6	
蹦	pɐŋ1	
绷	pɐŋ1	
崩	pɐŋ1	
捌	pat7b	
八	pat7b	
不	pɐt7a	
璧	pɐt7a	
壁	pɐt7a	
碧	pɐt7a	
愎	pɐt7a	
筚	pɐt7a	
毕	pɐt7a	
笔	pɐt7a	
逼	pɐt7a	
拔	pat8	
弼	pɐt8	
饱	pau3	
褓	pɐu3	
堡	pɐu3	
葆	pɐu3	
保	pɐu3	
宝	pɐu3	
爆	pau5	
豹	pau5	
趵	pau5	
报	pɐu5	
鲍	pau1	
胞	pau1	
苞	pau1	
包	pau1	
褒	pɐu1	
煲	pɐu1	
龅	pau6	
曝	pɐu6	
暴	pɐu6	
膊	pɔk7b	
搏	pɔk7b	
博	pɔk7b	
驳	pɔk7b	
泊	pɔk8	
簿	pɔk8	
礴	pɔk8	
铂	pɔk8	
薄	pɔk8	
榜	pɔŋ3	
绑	pɔŋ3	
浜	pɔŋ1	
帮	pɔŋ1	
邦	pɔŋ1	
谤	pɔŋ6	
啤	pɛ1	
琶	pʰa2	
爬	pʰa2	
杷	pʰa2	
耙	pʰa2	
钯	pʰa2	
扒	pʰa2	
怕	pʰa5	
葩	pʰa1	
趴	pʰa1	
牌	pʰai2	
排	pʰai2	
批	pʰɐi1	
魄	pʰak7a	
珀	pʰak7a	
泊	pʰak7a	
拍	pʰak7a	
柏	pʰak7a	
平	pʰɐn2	文
萍	pʰɐn2	
瓶	pʰɐn2	
屏	pʰɐn2	
坪	pʰɐn2	
评	pʰɐn2	
频	pʰɐn2	
贫	pʰɐn2	
品	pʰɐn3	
盼	pʰan5	
聘	pʰɐn5	
姘	pʰɐn5	
拼	pʰɐn5	
喷	pʰɐn5	
攀	pʰan1	
娉	pʰɐn1	
凭	pʰɐŋ2	
膨	pʰɐŋ2	
澎	pʰɐŋ2	
鹏	pʰɐŋ2	
硼	pʰɐŋ2	
棚	pʰɐŋ2	
彭	pʰɐŋ2	
朋	pʰɐŋ2	
棒	pʰɐŋ2	
烹	pʰɐŋ1	
抨	pʰɐŋ1	
僻	pʰɐt7a	
辟	pʰɐt7a	
癖	pʰɐt7a	
匹	pʰɐt7a	
霹	pʰɐt7a	
劈	pʰɐt7a	
汃	pʰat8	
匏	pʰau2	
庖	pʰau2	
刨	pʰau2	
袍	pʰɐu2	
抱	pʰɐu2	
跑	pʰau3	
炮	pʰau5	
奅	pʰau5	
疱	pʰau1	
抛	pʰau1	
孢	pʰau1	
璞	pʰɔk7b	
扑	pʰɔk7b	
螃	pʰɔŋ2	
旁	pʰɔŋ2	
庞	pʰɔŋ2	
滂	pʰɔŋ2	
蚌	pʰɔŋ2	
貔	pʰi2	
蜱	pʰi2	
脾	pʰi2	
琵	pʰi2	
疲	pʰi2	
枇	pʰi2	
皮	pʰi2	
婢	pʰi2	
鄙	pʰi3	
彼	pʰi3	
屁	pʰi5	
铍	pʰi1	
砒	pʰi1	
披	pʰi1	
坯	pʰi1	
纰	pʰi1	
丕	pʰi1	
胚	pʰi1	
呸	pʰi6	
平	pʰiaŋ2	白
骗	pʰin5	
片	pʰin5	
遍	pʰin5	
翩	pʰin1	
篇	pʰin1	
偏	pʰin1	
蝙	pʰin1	
编	pʰin1	
撇	pʰit7b	
瓢	pʰiu2	
嫖	pʰiu2	
票	pʰiu5	
飘	pʰiu1	
婆	pʰo2	
蒌	pʰo2	
叵	pʰo3	
颇	pʰo3	
破	pʰo5	
棵	pʰo1	
裴	pʰoi2	
赔	pʰoi2	
培	pʰoi2	
陪	pʰoi2	
徘	pʰoi2	
倍	pʰoi2	
配	pʰoi5	
佩	pʰoi5	
沛	pʰoi5	
盆	pʰɵn2	
蹒	pʰɵn2	
盘	pʰɵn2	
伴	pʰɵn2	
泮	pʰɵn5	
判	pʰɵn5	
潘	pʰɵn1	
番	pʰɵn1	
篷	pʰoŋ2	
蓬	pʰoŋ2	
捧	pʰoŋ3	
碰	pʰoŋ5	
泼	pʰɵt7b	
蒲	pʰu2	
葡	pʰu2	
匍	pʰu2	
谱	pʰu3	
普	pʰu3	
浦	pʰu3	
蒲	pʰu3	
脯	pʰu3	
譬	pi3	
毗	pi3	
髀	pi3	
畀	pi3	
妣	pi3	
比	pi3	
秘	pi5	
泌	pi5	
臂	pi5	
痹	pi5	
蓖	pi5	
庇	pi5	
匕	pi5	
碑	pi1	
悲	pi1	
卑	pi1	
陂	pi1	
避	pi6	
鼻	pi6	
惫	pi6	
备	pi6	
辫	pin1	
鞭	pin1	
边	pin1	
辩	pin6	
辨	pin6	
汴	pin6	
弁	pin6	
卞	pin6	
蹩	pit7b	
鳖	pit7b	
铋	pit7b	
必	pit7b	
别	pit8	
裱	piu3	
焱	piu1	
飚	piu1	
镖	piu1	
骠	piu1	
彪	piu1	
标	piu1	
啵	po5	
播	po5	
坡	po1	
菠	po1	
玻	po1	
波	po1	
褙	poi5	
辈	poi5	
背	poi5	
狈	poi5	
贝	poi5	
杯	poi1	
悖	poi6	
蹼	pok8	
濮	pok8	
雹	pok8	
苯	pɵn3	
本	pɵn3	
搬	pɵn1	
般	pɵn1	
胖	pɵn6	
畔	pɵn6	
叛	pɵn6	
绊	pɵn6	
拌	pɵn6	
伴	pɵn6	
钵	pɵt7b	
拨	pɵt7b	
渤	pɵt8	
脖	pɵt8	
勃	pɵt8	
饽	pɵt8	
荸	pɵt8	
补	pu3	
埔	pu5	
怖	pu5	
布	pu5	
簿	pu6	
部	pu6	
步	pu6	
捕	pu6	
耍	sa3	
洒	sa3	
鲨	sa1	
裟	sa1	
痧	sa1	
莎	sa1	
砂	sa1	
纱	sa1	
沙	sa1	
杪	sa1	
徙	sai3	
玺	sai3	
使	sɐi3	白
洗	sɐi3	
驶	sɐi3	
晒	sai5	
婿	sɐi5	
细	sɐi5	
势	sɐi5	
世	sɐi5	
犀	sɐi1	
西	sɐi1	
筛	sɐi1	
噬	sɐi6	
誓	sɐi6	
逝	sɐi6	
忱	sɐm2	
岑	sɐm2	
婶	sɐm3	
审	sɐm3	
渗	sɐm5	
沁	sɐm5	
衫	sam1	
叁	sam1	
三	sam1	
心	sɐm1	
深	sɐm1	
森	sɐm1	
甚	sɐm6	
什	sɐm6	
葚	sɐm6	
绳	sɐn2	
肾	sɐn2	
神	sɐn2	
娠	sɐn2	
醇	sɐn2	
脣	sɐn2	
纯	sɐn2	
乘	sɐn2	
城	sɐn2	
承	sɐn2	
诚	sɐn2	
丞	sɐn2	
成	sɐn2	
晨	sɐn2	
辰	sɐn2	
臣	sɐn2	
醒	sɐn3	
榫	sɐn3	
笋	sɐn3	
疝	san5	
篡	san5	
迅	sɐn5	
汛	sɐn5	
讯	sɐn5	
姓	sɐn5	
性	sɐn5	
信	sɐn5	
舜	sɐn5	
胜	sɐn5	
圣	sɐn5	
拴	san1	
闩	san1	
珊	san1	
删	san1	
山	san1	
殉	sɐn1	
询	sɐn1	
腥	sɐn1	
惺	sɐn1	
猩	sɐn1	
星	sɐn1	
薪	sɐn1	
新	sɐn1	
辛	sɐn1	
声	sɐn1	
升	sɐn1	
莘	sɐn1	
身	sɐn1	
伸	sɐn1	
申	sɐn1	
顺	sɐn6	
剩	sɐn6	
盛	sɐn6	
慎	sɐn6	
乘	sɐn6	
省	sɐŋ3	
擤	sɐŋ5	
甥	sɐŋ1	
笙	sɐŋ1	
牲	sɐŋ1	
生	sɐŋ1	
霎	sap7b	
圾	sap7b	
湿	sɐp7a	
拾	sɐp8	
十	sɐp8	
刹	sat7b	
杀	sat7b	
萨	sat7b	
撒	sat7b	
媳	sɐt7a	
膝	sɐt7a	
熄	sɐt7a	
蜥	sɐt7a	
锡	sɐt7a	
皙	sɐt7a	
晰	sɐt7a	
悉	sɐt7a	
息	sɐt7a	
析	sɐt7a	
昔	sɐt7a	
蟀	sɐt7a	
释	sɐt7a	
轼	sɐt7a	
适	sɐt7a	
饰	sɐt7a	
式	sɐt7a	
识	sɐt7a	
虱	sɐt7a	
失	sɐt7a	
啬	sɐt7a	
色	sɐt7a	
蚀	sɐt8	白～：白癜风
硕	sɐt8	
述	sɐt8	
术	sɐt8	
食	sɐt8	
实	sɐt8	
石	sɐt8	
稍	sau3	
叟	sɐu3	
嫂	sɐu3	
潴	sau5	
哨	sau5	
瘦	sɐu5	
艄	sau1	
梢	sau1	
捎	sau1	
搜	sɐu1	
骚	sɐu1	
索	sɔk7b	
塑	sɔk7b	
槊	sɔk7b	
朔	sɔk7b	
床	sɔŋ2	
爽	sɔŋ3	
孀	sɔŋ1	
霜	sɔŋ1	
双	sɔŋ1	
嗓	sɔŋ1	
桑	sɔŋ1	
佘	se2	
畲	se2	
赦	se5	
社	sɛ2	
蛇	sɛ2	
写	sɛ3	
卸	sɛ5	
些	sɛ1	
赊	sɛ1	
麝	sɛ6	
射	sɛ6	
柿	si2	
市	si2	
时	si2	
使	si3	文，～命
死	si3	
屎	si3	
史	si3	
肆	si5	
驷	si5	
四	si5	
嗜	si5	
谥	si5	
弑	si5	
试	si5	
嘶	si1	
撕	si1	
厮	si1	
斯	si1	
思	si1	
私	si1	
丝	si1	
司	si1	
施	si1	
狮	si1	
诗	si1	
师	si1	
尸	si1	
是	si6	
视	si6	
侍	si6	
事	si6	
仕	si6	
示	si6	
氏	si6	
士	si6	
伺	si6	
削	siak7b	
烁	siak7b	
嫦	siaŋ2	
偿	siaŋ2	
常	siaŋ2	
尝	siaŋ2	
想	siaŋ3	
赏	siaŋ3	
镶	siaŋ1	
襄	siaŋ1	
箱	siaŋ1	
湘	siaŋ1	
厢	siaŋ1	
觞	siaŋ1	
商	siaŋ1	
殇	siaŋ1	
伤	siaŋ1	
尚	siaŋ6	
蟾	sim2	
蝉	sim2	
禅	sim2	
陕	sim3	
闪	sim3	
鳝	sin2	
癣	sin3	
藓	sin3	
冼	sin3	
铣	sin3	
腺	sin5	
线	sin5	
扇	sin5	
鲜	sin1	
籼	sin1	
先	sin1	
仙	sin1	
羡	sin6	
嬗	sin6	
膳	sin6	
擅	sin6	
缮	sin6	
善	sin6	
楔	sip7b	
慑	sip7b	
摄	sip7b	
薛	sit7b	
燮	sit7b	
屑	sit7b	
泄	sit7b	
涉	sit7b	
窃	sit7b	
舌	sit8	
小	siu3	
笑	siu5	
霄	siu1	
箫	siu1	
销	siu1	
硝	siu1	
萧	siu1	
宵	siu1	
消	siu1	
梢	siu1	
烧	siu1	
肇	siu6	
绍	siu6	
韶	siu6	
锁	so3	
唢	so3	
所	so3	
蓑	so3	
嗦	so1	
梭	so1	
娑	so1	
唆	so1	
蔬	so1	
疏	so1	
梳	so1	
傻	so6	文
傻	sœ6	
碎	soi5	
衰	soi1	
鳃	soi1	
腮	soi1	
缩	sok7a	
粟	sok7a	
肃	sok7a	
夙	sok7a	
叔	sok7a	
蜀	sok8	
属	sok8	
熟	sok8	
塾	sok8	
赎	sok8	
孰	sok8	
淑	sok8	
悚	soŋ3	
耸	soŋ3	
怂	soŋ3	
送	soŋ5	
宋	soŋ5	
嵩	soŋ1	
淞	soŋ1	
擞	su3	
狩	su3	
首	su3	
守	su3	
手	su3	
绣	su5	
秀	su5	
素	su5	
诉	su5	
嗽	su5	
漱	su5	
兽	su5	
须	su1	
馐	su1	
羞	su1	
修	su1	
稣	su1	
酥	su1	
苏	su1	
收	su1	
授	su6	
受	su6	
寿	su6	
絮	sy2	
绪	sy2	
薯	sy2	
殊	sy2	
谁	sy2	
粹	sy2	
垂	sy2	
水	sy3	
鼠	sy3	
黍	sy3	
暑	sy3	
岁	sy5	
税	sy5	
帅	sy5	
庶	sy5	
恕	sy5	
戍	sy5	
秽	sy5	
需	sy1	
须	sy1	
绥	sy1	
虽	sy1	
输	sy1	
舒	sy1	
纾	sy1	
抒	sy1	
书	sy1	
穗	sy6	
燧	sy6	
隧	sy6	
遂	sy6	
睡	sy6	
竖	sy6	
树	sy6	
瑞	sy6	
旋	syn2	
吮	syn2	
船	syn2	
选	syn3	
损	syn3	
逊	syn5	
算	syn5	
蒜	syn5	
喧	syn1	
萱	syn1	
宣	syn1	
孙	syn1	
酸	syn1	
篆	syn6	
雪	syt7b	
袖	syt7b	
说	syt7b	
傣	tai3	
歹	tai3	
砥	tɐi3	
底	tɐi3	
抵	tɐi3	
诋	tɐi3	
邸	tɐi3	
戴	tai5	
带	tai5	
缔	tɐi5	
蒂	tɐi5	
帝	tɐi5	
低	tɐi1	
大	tai6	
隶	tɐi6	
棣	tɐi6	
第	tɐi6	
递	tɐi6	
弟	tɐi6	
逮	tɐi6	
德	tak7a	
得	tak7a	
特	tak8	
胆	tam3	
髡	tɐm5	
耽	tam1	
眈	tam1	
趸	tɐn3	
鼎	tɐn3	
顶	tɐn3	
诞	tan5	
旦	tan5	
丹	tan1	
钉	tɐn1	文
汀	tɐn1	
墩	tɐn1	
敦	tɐn1	
吨	tɐn1	
盯	tɐn1	
叮	tɐn1	
蛋	tan6	
蛋	tan6	
惮	tan6	
但	tan6	
遁	tɐn6	
顿	tɐn6	
炖	tɐn6	
沌	tɐn6	
定	tɐn6	
噔	tɐŋ2	
等	tɐŋ3	
凳	tɐŋ5	
蹬	tɐŋ1	
登	tɐŋ1	
灯	tɐŋ1	
邓	tɐŋ6	
蹬	tɐŋ6	
瘩	tap7b	
答	tap7b	
搭	tap7b	
踏	tap8	
笪	tat7b	
鞑	tat8	
达	tat8	
哒	tat8	
突	tɐt8	
凸	tɐt8	
笛	tɐt8	
敌	tɐt8	
籴	tɐt8	
迪	tɐt8	
狄	tɐt8	
陡	tɐu3	
抖	tɐu3	
捣	tɐu3	
岛	tɐu3	
蠹	tɐu5	
到	tɐu5	
兜	tɐu1	
叨	tɐu1	
刀	tɐu1	
逗	tɐu6	
豆	tɐu6	
稻	tɐu6	
道	tɐu6	
悼	tɐu6	
盗	tɐu6	
蹈	tɐu6	
导	tɐu6	
踱	tɔk8	
铎	tɔk8	
党	tɔŋ3	
挡	tɔŋ3	
档	tɔŋ5	
裆	tɔŋ1	
铛	tɔŋ1	
荡	tɔŋ6	
宕	tɔŋ6	
嘀	tek7a	
的	tek7a	
滴	tek8	
嗲	tɛ3	
爹	tɛ1	
悌	tʰɐi2	
蹄	tʰɐi2	
醍	tʰɐi2	
题	tʰɐi2	
啼	tʰɐi2	
提	tʰɐi2	
娣	tʰɐi2	
堤	tʰɐi2	
体	tʰɐi3	
睇	tʰɐi3	
泰	tʰai5	
钛	tʰai5	
态	tʰai5	
汰	tʰai5	
太	tʰai5	
贷	tʰai5	
嚏	tʰɐi5	
替	tʰɐi5	
涕	tʰɐi5	
剃	tʰɐi5	
屉	tʰɐi5	
锑	tʰɐi1	
梯	tʰɐi1	
燂	tʰam2	
潭	tʰam2	
谭	tʰam2	
探	tʰam5	
贪	tʰam1	
檀	tʰan2	
坛	tʰan2	
艇	tʰɐn2	文
臀	tʰɐn2	
霆	tʰɐn2	
婷	tʰɐn2	
蜓	tʰɐn2	
停	tʰɐn2	
庭	tʰɐn2	
亭	tʰɐn2	
廷	tʰɐn2	
盾	tʰɐn2	
毯	tʰan3	
坦	tʰan3	
疸	tʰan3	
妲	tʰan3	
挺	tʰɐn3	
碳	tʰan5	
炭	tʰan5	
叹	tʰan5	
听	tʰɐn5	
瘫	tʰan1	
滩	tʰan1	
摊	tʰan1	
坍	tʰan1	
吞	tʰɐn1	
厅	tʰɐn1	
藤	tʰɐŋ2	
誊	tʰɐŋ2	
腾	tʰɐŋ2	
塔	tʰap7b	
塌	tʰap7b	
遢	tʰat7b	
惕	tʰɐt7a	
踢	tʰɐt7a	
剔	tʰɐt7a	
投	tʰɐu2	
头	tʰɐu2	
淘	tʰɐu2	
萄	tʰɐu2	
陶	tʰɐu2	
桃	tʰɐu2	
逃	tʰɐu2	
涛	tʰɐu2	
㪗	tʰɐu3	
讨	tʰɐu3	
祷	tʰɐu3	
透	tʰɐu5	
套	tʰɐu5	
偷	tʰɐu1	
滔	tʰɐu1	
瑙	tʰɐu1	
托	tʰɔk7b	
螳	tʰɔŋ2	
糖	tʰɔŋ2	
膛	tʰɔŋ2	
塘	tʰɔŋ2	
棠	tʰɔŋ2	
堂	tʰɔŋ2	
唐	tʰɔŋ2	
躺	tʰɔŋ3	
傥	tʰɔŋ3	
倘	tʰɔŋ3	
烫	tʰɔŋ5	
汤	tʰɔŋ1	
艇	tʰiaŋ2	白
舔	tʰim2	
甜	tʰim2	
添	tʰim1	
田	tʰin2	
天	tʰin1	
帖	tʰip7b	
铁	tʰit7b	
跌	tʰit7b	
窕	tʰiu2	
条	tʰiu2	
跳	tʰiu5	
粜	tʰiu5	
眺	tʰiu5	
挑	tʰiu1	
佻	tʰiu1	
椭	tʰo2	
妥	tʰo2	
酡	tʰo2	
鸵	tʰo2	
砣	tʰo2	
驼	tʰo2	
陀	tʰo2	
舵	tʰo2	
拖	tʰo1	
苔	tʰoi2	
抬	tʰoi2	
台	tʰoi2	
殆	tʰoi2	
蜕	tʰoi5	
退	tʰoi5	
推	tʰoi1	
胎	tʰoi1	
秃	tʰok7a	
哭	tʰok7a	
断	tʰɵn2	文，～线
豚	tʰɵn2	
团	tʰɵn2	
囤	tʰɵn2	
筒	tʰoŋ2	
瞳	tʰoŋ2	
橦	tʰoŋ2	
潼	tʰoŋ2	
僮	tʰoŋ2	
童	tʰoŋ2	
铜	tʰoŋ2	
桐	tʰoŋ2	
佟	tʰoŋ2	
同	tʰoŋ2	
桶	tʰoŋ3	
捅	tʰoŋ3	
统	tʰoŋ3	
铳	tʰoŋ3	
痛	tʰoŋ5	
疼	tʰoŋ5	
通	tʰoŋ1	
囱	tʰoŋ1	
脱	tʰɵt7b	
屠	tʰu2	
涂	tʰu2	
途	tʰu2	
徒	tʰu2	
