	注释：-白读，=文读
k	[1]官棺观{参～}冠{衣～}关倌鰥[3]管馆莞[5]惯贯灌罐观{寺～}冠{～军}
#aŋ	
p	[1]浜[2]□{拔，拉}□{a35lou35～，哑巴}
pʰ	[1]□{吹}[2]彭膨棚[3]□{涉水}[5]□{内部中空}冇{内部中空}
m	[1]猛[2]盲虻□{没有}
t	[1]□{mu21mu21～～，做事不停歇，总找事做}[2]澄{日头～～金}[5]瞪
tʰ	[3]□{徙sai44～，挪地方}
n	[5]□{踩}□{用力}
ŋ	[3]硬
l	[2]铃伶晾{～衫，挂衣服}
k	[1]更{～换}庚羹粳耕经{地名用}[3]哽{骨哽在喉}埂耿[5]径陉□{～倒，跌倒}
kʰ	[1]坑
h	[2]行{～为}
ts	[1]㬹{脚跟}争{单字音；～tit5，差点}
tsʰ	[1]撑撐[2]□{刺目}[3]□{大口吃}[5]衬
s	[1]生-{形容词，生的}[3]省{节～}
tʃ	[1]正-{～月}[3]整-{～屋}[5]正-{～好}
tʃʰ	[2]橙橙[3]郑
ʃ	[1]声[2]成城诚[5]□{说话比较冲}
ʒ	[1]□{一捆线}[2]赢营萤[3]影
v	[2]横{～直}桁[3]□{摔倒}
∅	[1]罂{瓶子}[2]□{～古，指小孩愚钝}
#oŋ	
p	[1]帮邦乓[3]榜绑[5]谤棒□{～～，双脚蹦跶发出的声音}
pʰ	[1]滂蚌□{～派，菜肴丰盛}[2]旁螃庞[5]胖肨
m	[2]忙芒茫亡[3]妄望莽蟒[5]忘
f	[1]荒慌方芳[2]肪妨房防[3]谎晃仿纺仿访[5]放=
t	[1]当{～时}[2]□{肿块或者是实物凸起处}[3]党挡抖□{被竹竿捅档}[5]当荡宕
tʰ	[1]汤盪{～碗，洗碗}[2]堂棠螳唐糖塘[3]倘躺[5]熨盪烫趟
n	[1]曩[2]囊[5]浪{～费}
ŋ	[1]昂[2]□{用棍子打}[5]□{狗叫声}
l	[2]郎廊狼蜋[3]朗浪{浪花}[5]□{裤～}□{～soŋ51，打扰别人做事}
k	[1]冈岗刚纲钢缸罁光江豇肛罡扛{扛，掮}[2]□{头拿～，头晕}[3]广讲港[5]杠逛降{下～}
kʰ	[1]康糠匡筐眶腔[2]狂扛{又音}[3]慷况[5]抗炕囥{藏}旷矿
h	[1]□{～帕，背}[2]行{～行}航杭降{投～}[3]项巷[5]□{起床}
ts	[1]赃髒庄樁[5]葬壮
tsʰ	[1]仓苍疮[2]藏床[3]臟闯状撞[5]创
s	[1]桑丧{～礼}霜孀[3]嗓爽[5]丧{～失}□{loŋ51～，打扰别人做事}
tʃ	[1]张装章樟丈{～量}[3]长{生～}涨仗掌[5]杖帐账胀障瘴
tʃʰ	[1]丈{姑～}昌菖[2]长{～短}肠场常尝裳偿[3]厂[5]畅唱倡
ʃ	[1]商伤上{～山}□{指人，尤其是小孩，调皮捣蛋}[3]赏晌尚上{～面}□{～美，臭美}
ʒ	[1]瓤穰央秧殃养痒氧泱[2]羊洋烊杨阳扬疡炴[3]壤攘嚷样映
v	[1]汪往□{用手掌打人}[2]黄簧皇蝗王[3]枉旺
∅	[1]□{～a35，婴儿}[3]□{小憩}
#uŋ	
pʰ	[1]烹蜂[2]篷蓬凭{文～}冯[3]捧缝{一条～}[5]碰{～运气}
m	[1]懵[2]蒙[3]梦朦
f	[1]烘风枫疯丰封锋峰[2]虹红洪鸿逢缝{～衣服}[3]凤奉俸讽
t	[1]东冬□{～面帕，盖}中[3]董懂岽{老虎岽}[5]冻栋
tʰ	[1]通动[2]同铜桐筒童瞳[3]桶捅洞统[5]痛
n	[2]农脓檬[3]齈{多涕鼻疾}[5]□{钻}
l	[1]拢垄[2]聋隆[5]□{分开间距}
k	[1]公蚣工功攻躬龚[2]汞[3]拱巩供{～养}[5]贡
kʰ	[1]空{～洞}孔[3]恐□{～kiau21，调皮好动}[5]控空{～缺}
h	[1]轰揈{揈出去}
ts	[1]棕鬃宗综{～合；织布机上的综}踪鬃枞[3]总[5]粽纵
tsʰ	[1]窗聪匆葱囱冲{～水}[2]丛
s	[1]双鬆松嵩[2]鳙{鱼类名}[3]㩳{推}[5]送宋
tʃ	[1]中{当～}忠终钟盅舂{～米}衷[3]冢种{～类}肿[5]中{射～}众种{～树}仲
tʃʰ	[1]充憧翀衝重{轻～}冲{～锋}[2]虫崇重{重～}[3]宠[5]冲{说话语气不好}
ʒ	[1]雍甬拥庸俑邕[2]戎绒融熊{～猫}茸容蓉镕[3]永泳咏勇涌用蛹恿踊
v	[1]翁[5]瓮壅{覆土}蕹{通心菜}
#iaŋ	
p	[1]□{特指掌掴脸颊}[3]丙饼[5]柄
pʰ	[1]□{如皮肤上的一大片}[2]平-{平地}坪[3]病
m	[1]□{打巴掌}[2]名明[3]命-{生～}
ŋ	[2]迎
l	[1]领岭[5]靓{漂亮}
k	[1]惊-[2]□{～～样，趾高气扬的样子}[3]颈[5]镜
kʰ	[1]轻{年～}[3]俭[5]勥
h	[2]型{～号}
ts	[1]精{特指人漂亮}[3]井阱
tsʰ	[1]青清{～明}[2]晴情{又音，亲～，亲戚}[3]醒净请
s	[2]醒{清～}[3]省{反～}[5]姓性-{发～，闹别扭}
#ioŋ	
p	[1]枋{木板}[5]放-
m	[3]网
n	[2]娘[3]酿
ŋ	[1]仰
l	[1]两{几～几钱}[2]良凉量{丈～}粮梁粱[3]两{～个}亮谅辆量{数～}
k	[1]疆僵礓{礓石}缰姜薑
kʰ	[1]羌框[2]强{勉～}
h	[1]香乡[3]享响饷[5]向
ts	[1]将{～来}浆[3]蒋奖桨[5]酱将{大～}匠
tsʰ	[1]枪[2]墙[3]抢[5]像
s	[1]相{互～}箱厢湘襄镶[2]详祥[3]想橡象[5]相{～片}
#iuŋ	
ŋ	[2]浓{单字音；树木茂盛之意}[5]让
l	[1]陇笼垅[2]龙
k	[1]弓宫恭供{～给}
kʰ	[2]琼穷[3]共
h	[1]兄胸凶[2]熊{黑～}雄
ts	[1]纵{～横}踪[5]纵{放～}
tsʰ	[2]从松
s	[3]怂[5]诵颂讼
#uaŋ	
k	[3]梗{菜～}
#ap	
t	[7]溻答搭□{打}[8]贴
tʰ	[7]塔榻搨獭遢[8]塌踏蹋□{舂}
n	[8]纳□{果实成熟的状态}
ŋ	[8]□{骗人}
l	[7]□{套}[8]腊蜡镴{锡镴}
k	[7]匣甲胛鸽合{～得来}荚钾□{～草粄，做凉粉}[8]□{桶里的水摇晃溢出}
kʰ	[8]磕
h	[8]合{～作}盒狭洽
ts	[7]铡札紮扎□{指人身体扎实}
tsʰ	[7]插[8]杂
s	[7]圾{垃～，垃圾}[8]□{～地豆}
tʃ	[7]折褶执
ʃ	[7]眨
ʒ	[7]腌□{凹陷}[8]叶页
∅	[7]鸭押压轧
#ep	
n	[7]□{人长得胖}
t	[8]掷
tʰ	[8]塌{倒～}
ts	[7]□{一～，一撮}
s	[7]涩{果实未成熟；困乏，想睡觉}啬虱[8]□{～水，渗水}
#ip	
n	[7]□{挤出来}
ŋ	[8]入
l	[7]粒立
k	[7]急给[8]□{～风，打轮胎气}
kʰ	[7]吸级[8]及
tsʰ	[8]籍藉集辑□{～面粉}
s	[7]习袭席
tʃ	[7]执汁
ʃ	[7]湿[8]十什拾
#iap	
tʰ	[7]帖贴[8]叠碟牒蝶谍
ŋ	[7]聂姓镊蹑业□{凹陷}[8]摄
l	[7]□{火烧火～，指情况紧急}[8]猎
k	[7]挟劫[8]夹裌
kʰ	[8]辖峡窄谐
h	[7]腋□{～铁，磁铁}[8]协胁
ts	[7]接
tsʰ	[8]捷婕
s	[7]□{插入缝隙中}[8]涉
#iep	
k	[7]□{～粄，揉搓面粉的动作}
kʰ	[7]□{盖盖子的动作}
#at	
p	[7]八钵缽[8]芭
pʰ	[7]泼[8]拨拔{～河}
m	[7]沫末[8]抹袜
f	[7]发法[8]活伐筏罚乏
tʰ	[8]达
n	[8]□{被小火苗烫伤}
ŋ	[7]啮□{齿状形}
l	[7]□{易上火的食物}[8]辣
kʰ	[7]刻{用刀刻}□{骂人}[8]□{卡住}
h	[7]瞎[8]□{肿块}□{打～tsʰiu35}
ts	[8]扎{扎实}
tsʰ	[7]擦{～伤}察
s	[7]杀□{～tit21，赶紧}煞刹
tʃ	[7]浙哲
tʃʰ	[8]彻撤
ʃ	[7]设[8]舌蚀
ʒ	[7]剜挖乙穵[8]悦阅越曰粤
v	[7]剜挖[8]滑猾
∅	[7]□{发～，生气}
#et	
p	[7]憋閉北逼迫[8]帛
pʰ	[7]碧[8]别{～人}
m	[7]□{～玩具，玩}[8]密蜜墨默陌
f	[8]或惑
t	[7]得德
tʰ	[7]踢忒[8]□{在，疑问句时用}
n	[7]捏
l	[7]□{刺}[8]歴{历史}曆{日历}沥
h	[7]□{在，肯定句时用}核[8]黑
ts	[7]则侧
tsʰ	[7]测策[8]贼泽择{选～}宅
s	[7]色虱塞息{指孙子的儿子}
tʃ	[8]□{聊天说话}
v	[7]域获
#it	
p	[7]笔毕必□{kap1～，行李箱}[8]弼□{～～跳，指鱼活蹦乱跳}
pʰ	[7]匹[8]□{～pou35，蝙蝠}
f	[7]□{～出去，扔出去}
t	[7]的{目～}滴嫡[8]□{～sik5，调戏}□{争tsaŋ44～，差点}
tʰ	[8]特敌狄
k	[7]吉橘桔击激[8]□{说话结巴；东西被卡住，运作不顺畅}
kʰ	[8]极□{番薯～，块状}
ŋ	[7]日
l	[8]笠栗肋勒力
ts	[7]即鲫责积绩寂[8]□{按}
tsʰ	[7]七漆膝[8]疾{疼痛}
s	[7]悉息熄析释{解～}
tʃ	[7]秩质织职执
tʃʰ	[8]直值殖植侄稙
ʃ	[7]失室识式饰释{～放}[8]实食{吃}蚀适
ʒ	[7]一忆亿抑[8]逸翼亦译液疫役
#ot	
p	[7]發{～大水}
t	[7]掇{端}
tʰ	[7]脱{～衫}[8]脱{～离}夺唾
l	[8]捋{～袖}
k	[7]割葛擖{用刀刮}
kʰ	[7]渴
h	[8]□{累}
ts	[7]啜{吮吸}[8]□{～到，被酸到身体发生的反应}
tsʰ	[8]撮{～把戏，耍把戏}
s	[8]涮刷
ʃ	[7]说{～话}
#ut	
p	[7]不[8]勃□{～出来，液体喷射出来}
m	[7]□{树枝腐朽}[8]没{沉～}
f	[7]忽[8]佛核
tʰ	[7]秃凸[8]突
n	[7]□{用手指将两页黏在一起的纸分开的动作}[8]□{思考}
l	[7]□{～开，指连合在一起的东西突然分开，掉下来}[8]律率{速～}
k	[7]骨[8]□{喝水}
kʰ	[7]窟掘[8]□{块}
ts	[7]撮{一～米}□{塞进嘴巴的动作}[8]卒
tsʰ	[7]捽{擦}猝{～不及防}
s	[8]术述秫
tʃʰ	[7]出[8]□{～药；～气，特指高压锅解压时喷出气体}
v	[7]□{～到，缠在一起}窟{屎～，屁股}[8]物勿
#iet	
p	[7]鳖
pʰ	[7]撇[8]别{区～}
m	[8]灭
t	[7]跌{单字音；掉}跕
tʰ	[7]铁忒
ŋ	[8]月热
l	[8]列烈裂劣洌
k	[7]揭结洁厥决诀格{～式}革
kʰ	[7]缺乞咳欬刻{时～}克[8]杰竭□{跑；骑自行车骑得很快}蹶
h	[7]蝎血歇[8]穴
ts	[7]节截
tsʰ	[7]切[8]绝
s	[7]薛泄雪屑楔鳕
#uat	
k	[7]刮{～台风}[8]刮{用刀～}
kʰ	[7]括阔[8]聒{～耳朵}
uet	
k	[7]国[8]□{肚屎～～，大腹便便的样子}
#ak	
p	[7]百柏伯擘{～目珠，睁眼}
pʰ	[7]魄[8]白
m	[7]脉□{生菜}物{～个，什么}[8]麦
f	[8]□{侃侃而谈}
t	[7]□{煮饭ti35～，过家家}□{～球，乒乓球}□{打开}
tʰ	[7]□{扎头发}
n	[7]□{掐的动作}
l	[7]□{摘下}□{缝隙}[8]□{从中间划开}
k	[7]格隔
kʰ	[7]客[8]掐
h	[7]吓赫
ts	[7]摘□{～年，过年时的习俗}笮{压}
tsʰ	[7]拆册□{～中药}[8]□{隔开}
s	[8]□{咬到～～样，拟音词}
tʃ	[7]隻{量词}炙
tʃʰ	[7]赤斥尺
ʃ	[8]石
ʒ	[7]益[8]□{～手，招手}
v	[8]划
∅	[7]扼轭[8]鈪
#ik	
s	[7]戌恤{体～}[8]□{tit1～，挑衅；挑逗}
#ok	
p	[7]博剥驳[8]饽泊□{～烟，抽烟}
pʰ	[7]薄{～荷；面～}雹[8]拍
m	[7]寞[8]莫膜
f	[7]□{说谎骗人}
t	[7]剁[8]□{～桌}铎踱
tʰ	[7]择{～菜}[8]讬托{手承物}拓
n	[8]诺若喏
ŋ	[7]□{～上～落，发呆到处乱逛，没有目的}□{发～，发呆}[8]鳄鄂岳嶽颚萼腭愕
l	[7]□{菜煮熟了；身上衣服湿透了}□{～骰，甩}[8]落烙骆酪洛络乐
k	[7]各阁搁胳郭觉{知～}角[8]□{膝盖碰撞到桌角处}
kʰ	[7]扩廓霍藿确壳□{～饼，烙}[8]搉{～门，击}
h	[8]鹤学
ts	[7]桌卓琢涿捉作
tsʰ	[8]凿
s	[7]索{绳～}朔[8]□{～水，渗水}
tʃ	[7]着{～衣；附～}
tʃʰ	[7]着{正确}[8]□{～上～落，到处乱逛}
ʃ	[7]勺芍□{kʰet1～，骂人话}杓[8]□{掴}
ʒ	[7]约跃□{～奶，小孩子吐奶}[8]药
v	[7]握[8]镬{锅}沃
∅	[7]恶{～心}[8]□{吐，～奶，特指婴儿吐奶}
#uk	
p	[7]讣卜[8]复{～杂}
pʰ	[7]樸朴仆{倒}□{～鸪山，地名}[8]□{被蚊子咬后成的包}
m	[7]目木穆牧幕
f	[7]福幅蝠腹複[8]復{～兴；～原}斛覆服伏
t	[7]啄戳笃督[8]□{水湿}□{指实物上的顶尖部分}
tʰ	[8]独读毒
n	[7]□{用筷子将食物分开}
l	[7]□{将水和其他固体或者液体搅和均匀}摝[8]鹿禄□{被火烫到；触电}睩逯菉鹭
k	[7]谷焗[8]□{戳，用针～}
kʰ	[8]□{呛，被烟～到}
ts	[7]足{～够}
tsʰ	[7]促□{被水～到，呛}[8]族□{咳嗽}
s	[7]速肃缩束
tʃ	[7]竹筑祝粥烛嘱竺
tʃʰ	[7]触[8]□{逛的动作}逐轴出
ʃ	[7]叔淑庶塾孰[8]熟{煮～}赎蜀属
ʒ	[7]郁育[8]辱褥欲慾
v	[7]屋
#iak	
p	[7]璧壁[8]□{～直，笔直}
pʰ	[7]僻劈□{从自行车上甩出去}[8]辟
tʰ	[8]□{～开，将纽扣打开，特指那种金属片纽扣}
n	[7]逆
ŋ	[8]额
l	[7]叻{能干}
k	[7]□{快}
kʰ	[7]剧[8]屐
ts	[7]迹
tsʰ	[7]刺{织，～毛衣}[8]蓆{簟}
s	[7]惜锡□{面粉}
iok	
pʰ	[7]□{～皮带}
ŋ	[8]虐疟弱
l	[8]略掠
k	[7]脚䦆{䦆头，大锄}[8]□{把水泥～得融融}
kʰ	[7]却
ts	[7]爵雀跩
tsʰ	[8]鹊
s	[7]削{剥～}
#iuk	
ŋ	[7]肉[8]玉狱
l	[7]六[8]绿录陆
kʰ	[7]屈菊掬{一捧}曲[8]局
ts	[7]足{手～口病}
tsʰ	[7]刺
s	[7]宿畜{～牧}粟[8]俗续
h	[7]蓄{～水池}畜{又音，～牧}
#m̩	
∅	[2]唔{不}毋{不}
#ŋ̍	
∅	[1]五伍午女[2]吴蜈梧鱼渔
