"kɤ"	"5"	"51"	"盖-购够构锯[~子:锯子]"	""	""
"kɤ"	"7"	"224"	"格=隔=革"	""	""
"kʰɤ"	"1"	"44"	"开"	""	""
"kʰɤ"	"5"	"51"	"刻[时~]扣="	""	""
"kʰɤ"	"7"	"224"	"刻-[用刀~]克咳客=揢[夹住]"	""	""
"xɤ"	"1"	"44"	"黑嘿"	""	""
"xɤ"	"7"	"224"	"嚇[恐~]核[审~]核[~桃]"	""	""
"ɣɤ"	"2"	"213"	"吼猴喉侯"	""	""
"ɣɤ"	"3"	"21"	"厚后-[~天]"	""	""
"ɣɤ"	"5"	"51"	"候後后=[~面]"	""	""
"Øɤ"	"2"	"213"	"儿而="	""	""
"Øɤ"	"3"	"21"	"尔=耳饵呕二-恶[~死了:脏死了]恶[~心]"	""	""
"Øɤ"	"5"	"51"	"二=贰叶-燕-"	""	""
"Øɤ"	"7"	"224"	"额=[金~]"	""	""
"piɤ"	"1"	"44"	"标彪飙飚镖"	""	""
"piɤ"	"3"	"21"	"表裱婊"	""	""
"pʰiɤ"	"1"	"44"	"飘漂[~流]"	""	""
"pʰiɤ"	"3"	"21"	"漂[~白]"	"瞥剖-"	""
"pʰiɤ"	"5"	"51"	"漂[~亮]票[车~]"	""	""
"ɓiɤ"	"2"	"213"	"瓢鳔嫖"	""	""
"miɤ"	"1"	"44"	"庙-喵[猫叫]"	""	""
"miɤ"	"2"	"213"	"描苗瞄谋-"	""	""
"miɤ"	"3"	"21"	"渺秒藐亩-某-牡-"	""	""
"miɤ"	"5"	"51"	"妙谬茂贸庙="	""	""
"tiɤ"	"1"	"44"	"叼刁貂雕兜逗碉凋"	""	""
"tiɤ"	"3"	"21"	"斗[量词]陡抖扚[踹，《广韵》上声都了切:~去]屌"	""	""
"tiɤ"	"5"	"51"	"钓掉调[音~]吊斗[决~]"	""	""
"tiɤ"	"7"	"224"	"鸟[~仔,小鸟]"	""	""
"tʰiɤ"	"1"	"44"	"偷挑"	""	""
"tʰiɤ"	"3"	"21"	"调[~动]"	""	""
"tʰiɤ"	"5"	"51"	"跳透"	""	""
"ɗiɤ"	"1"	"44"	"□[~回:将来]头-[鼻~:鼻子]□[~出去:扔出去]"	""	""
"ɗiɤ"	"2"	"213"	"条调[~和]头=投"	""	""
"ɗiɤ"	"3"	"21"	"豆-"	""	""
"ɗiɤ"	"5"	"51"	"豆=涕[鼻~]"	""	""
"ɗiɤ"	"7"	"224"	"头-"	""	""
"liɤ"	"1"	"44"	"□[~人，吵人]漏-料-撩"	""	""
"liɤ"	"2"	"213"	"辽疗燎潦僚聊楼娄寥[~~无几]撩[开玩笑]"	""	""
"liɤ"	"3"	"21"	"了[~结]了[~解]搂篓"	""	""
"liɤ"	"5"	"51"	"漏=料=寥[姓]陋掠"	""	""
"liɤ"	"7"	"224"	"略"	""	""
"ʨiɤ"	"1"	"44"	"交郊胶焦蕉椒招骄娇勾-钩沟邹浇朝[今~]昭跤="	""	""
"ʨiɤ"	"3"	"21"	"走[(跑之意)]-狗-狡绞搅=剿矫侥饺枸苟缴"	""	""
"ʨiɤ"	"5"	"51"	"教[~育]照叫诏觉="	""	""
"ʨiɤ"	"7"	"224"	"皱绉"	""	""
"ʨʰiɤ"	"1"	"44"	"悄超翘[~板]敲=叩[~头]撬[~开]"	""	""
"ʨʰiɤ"	"3"	"21"	"口巧"	""	""
"ʨʰiɤ"	"5"	"51"	"俏窍嚼雀[麻~]翘[动词]鹊寇扣-[~子]"	""	""
"ɕiɤ"	"1"	"44"	"消宵霄硝销梢捎削烧嚣箫萧馊搜"	""	""
"ɕiɤ"	"3"	"21"	"小少[多~]晓"	""	""
"ɕiɤ"	"5"	"51"	"笑邵少[~年]瘦哮酵绍孝="	""	""
"ʑiɤ"	"1"	"44"	"轿"	""	""
"ʑiɤ"	"2"	"213"	"桥乔侨荞愁淆瞧樵潮韶[~关]朝[~代]"	""	""
"ʑiɤ"	"3"	"21"	"扰绕[圈~]"	""	""
"ʑiɤ"	"5"	"51"	"较效校赵召兆"	""	""
"Øiɤ"	"1"	"44"	"妖邀腰要[~求]尿-吆[~喝]"	""	""
"Øiɤ"	"2"	"213"	"摇遥谣姚窑尧肴"	""	""
"Øiɤ"	"3"	"21"	"舀[~水]鸟=杳藕偶咬"	""	""
"Øiɤ"	"5"	"51"	"耀要[重~]尿=跃"	""	""
"Øiɤ"	"7"	"224"	"□[多水、粘稠状]"	""	""
"kuɤ"	"1"	"44"	"龟闺规归骨-[~头]"	""	""
"kuɤ"	"3"	"21"	"鬼轨诡癸"	""	""
"kuɤ"	"5"	"51"	"桂贵鳜[~鱼]柜="	""	""
"kuɤ"	"7"	"224"	"国-"	""	""
"kʰuɤ"	"1"	"44"	"盔亏窥魁"	""	""
"kʰuɤ"	"3"	"21"	"跪傀[~儡]"	""	""
"kʰuɤ"	"5"	"51"	"愧柜-溃"	""	""
"Øuɤ"	"1"	"44"	"煨微威未萎外-[~甥]"	""	""
"Øuɤ"	"2"	"213"	"回-危为[~什么]为[作~]唯惟维违围"	""	""
"Øuɤ"	"3"	"21"	"猥伪委伟苇纬尾="	""	""
"Øuɤ"	"5"	"51"	"卫位味=喂=魏慰畏胃猬谓尉"	""	""
"Øuɤ"	"7"	"224"	"喂-"	""	""
"pæ"	"1"	"44"	"𨃅[足跛]"	""	""
"pæ"	"3"	"21"	"摆"	""	""
"pæ"	"5"	"51"	"拜"	""	""
"pʰæ"	"3"	"21"	"□[用扁担一头扛物]"	""	""
"pʰæ"	"5"	"51"	"□[~赖:很脏]"	""	""
"ɓæ"	"2"	"213"	"排牌"	""	""
"ɓæ"	"3"	"21"	"稗"	""	""
"ɓæ"	"5"	"51"	"败派"	""	""
"ɓæ"	"7"	"224"	"坡-"	""	""
"mæ"	"1"	"44"	"卖-"	""	""
"mæ"	"2"	"213"	"埋"	""	""
"mæ"	"3"	"21"	"买"	""	""
"mæ"	"5"	"51"	"卖="	""	""
"væ"	"2"	"213"	"怀槐淮"	""	""
"væ"	"3"	"21"	"坏-"	""	""
"væ"	"5"	"51"	"坏="	""	""
"væ"	"7"	"224"	"或惑"	""	""
"tæ"	"1"	"44"	"呆"	""	""
"tæ"	"5"	"51"	"戴带"	""	""
"tʰæ"	"1"	"44"	"胎"	""	""
"tʰæ"	"5"	"51"	"泰态"	""	""
"tʰæ"	"7"	"224"	"太"	""	""
"ɗæ"	"1"	"44"	"大-[~细;大小]"	""	""
"ɗæ"	"2"	"213"	"台抬=苔"	""	""
"ɗæ"	"3"	"21"	"□[乖~:漂亮]"	""	""
"ɗæ"	"5"	"51"	"怠殆待贷代袋大[~夫]"	""	""
"læ"	"1"	"44"	"赖-奈-"	""	""
"læ"	"2"	"213"	"来="	""	""
"læ"	"3"	"21"	"乃哪[~个]奶=[牛~]"	""	""
"læ"	"5"	"51"	"赖=奈=耐癞㸊[物体烫;用开水~了一下]"	""	""
"læ"	"7"	"224"	"奶-[吃~]"	""	""
"tsæ"	"1"	"44"	"灾=斋哉"	""	""
"tsæ"	"3"	"21"	"宰崽载[年~]"	""	""
"tsæ"	"5"	"51"	"债寨再载[~重]载[满~]"	""	""
"tsʰæ"	"1"	"44"	"钗=猜差[出~]"	""	""
"tsʰæ"	"3"	"21"	"踩=彩采睬"	""	""
"tsʰæ"	"5"	"51"	"菜蔡"	""	""
"sæ"	"1"	"44"	"筛摔衰"	""	""
"sæ"	"3"	"21"	"甩"	""	""
"sæ"	"5"	"51"	"晒帅率蟋赛"	""	""
"zæ"	"1"	"44"	"在"	""	""
"zæ"	"2"	"213"	"才财材豺柴裁="	""	""
"zæ"	"3"	"21"	"□[身子发软往下缩]"	""	""
"zæ"	"5"	"51"	"在="	""	""
"kæ"	"1"	"44"	"该阶街皆"	""	""
"kæ"	"3"	"21"	"改解[~开]解[姓]解[晓也]"	""	""
"kæ"	"5"	"51"	"戒届丐械界介诫疥盖=□[追]"	""	""
"kʰæ"	"1"	"44"	"揩"	""	""
"kʰæ"	"3"	"21"	"楷凯"	""	""
"kʰæ"	"5"	"51"	"概溉慨"	""	""
"xæ"	"1"	"44"	"咍"	""	""
"xæ"	"3"	"21"	"海蟹"	""	""
"ɣæ"	"1"	"44"	"害-"	""	""
"ɣæ"	"3"	"21"	"还[~有]鞋孩而-"	""	""
"ɣæ"	"5"	"51"	"亥害=骇"	""	""
"Øæ"	"1"	"44"	"哀埃挨[~近]"	""	""
"Øæ"	"2"	"213"	"崖捱[~打]癌岩"	""	""
"Øæ"	"3"	"21"	"矮蔼[和~]"	""	""
"Øæ"	"5"	"51"	"爱碍艾隘"	""	""
"Øæ"	"7"	"224"	"哎[~呀]"	""	""
"kuæ"	"1"	"44"	"乖"	""	""
"kuæ"	"3"	"21"	"拐拐=[~弯]"	""	""
"kuæ"	"5"	"51"	"怪"	""	""
"kuæ"	"7"	"224"	"拐-[扭动身体]"	""	""
"kʰuæ"	"3"	"21"	"撅[~断:折断]块-"	""	""
"kʰuæ"	"5"	"51"	"块=会[~计]侩快筷刽"	""	""
"Øuæ"	"1"	"44"	"歪"	""	""
"Øuæ"	"3"	"21"	"崴[~脚，折]"	""	""
"Øuæ"	"5"	"51"	"外="	""	""
"pɔ"	"1"	"44"	"包胞褒"	""	""
"pɔ"	"3"	"21"	"保堡宝饱"	""	""
"pɔ"	"5"	"51"	"报鲍豹龅[~牙]"	""	""
"pɔ"	"7"	"224"	"抱"	""	""
"pʰɔ"	"1"	"44"	"抛藨[莓类野果]"	""	""
"pʰɔ"	"3"	"21"	"泡[灯~]跑=脬[尿~:膀胱]"	""	""
"pʰɔ"	"5"	"51"	"炮暴爆曝□[十个]"	""	""
"pʰɔ"	"7"	"224"	"泡[~在水里]"	""	""
"ɓɔ"	"7"	"224"	"菢[~小鸡]"	""	""
"ɓɔ"	"2"	"213"	"袍浮-刨=[~地]咆[叫~哩:不停地大声喊叫]"	""	""
"ɓɔ"	"3"	"21"	"刨-[~子]"	""	""
"mɔ"	"1"	"44"	"帽-猫=冇"	""	""
"mɔ"	"2"	"213"	"毛=茅矛"	""	""
"mɔ"	"3"	"21"	"铆[~钉]"	""	""
"mɔ"	"5"	"51"	"帽=冒貌"	""	""
"mɔ"	"7"	"224"	"毛-"	""	""
"tɔ"	"1"	"44"	"刀叨"	""	""
"tɔ"	"3"	"21"	"祷岛倒[打~]导="	""	""
"tɔ"	"5"	"51"	"到倒[~水]"	""	""
"tɔ"	"7"	"224"	"□[动词:刺]"	""	""
"tʰɔ"	"1"	"44"	"涛滔掏"	""	""
"tʰɔ"	"3"	"21"	"讨"	""	""
"tʰɔ"	"5"	"51"	"套"	""	""
"ɗɔ"	"1"	"44"	"道-[~理]"	""	""
"ɗɔ"	"2"	"213"	"桃=[~子]逃淘陶萄绹[绳索:牛~，牵牛的绳子]"	""	""
"ɗɔ"	"5"	"51"	"稻盗导-[领~]道=[~路]"	""	""
"ɗɔ"	"7"	"224"	"桃-[单独用]"	""	""
"lɔ"	"1"	"44"	"唠捞孬朥[~气]老[~皮:锅巴]蹘[跷腿或抄手,《集韵》平声交的力交切:""走也，一曰足相交]痨[~药:毒药;~人:使人中毒]□[那~;那里]"	""	""
"lɔ"	"2"	"213"	"劳牢痨[~病:肺结核的通俗说法]"	""	""
"lɔ"	"3"	"21"	"脑老恼佬姥瑙"	""	""
"lɔ"	"5"	"51"	"闹涝[旱~]"	""	""
"lɔ"	"7"	"224"	"□[~上:山头]□[困]"	""	""
"tsɔ"	"1"	"44"	"糟遭□[~烂;皮肤干燥裂开]䐬[食物干脆的样子]"	""	""
"tsɔ"	"3"	"21"	"早枣蚤沼澡找爪=[~子]"	""	""
"tsɔ"	"5"	"51"	"灶罩"	""	""
"tsɔ"	"7"	"224"	"凿=爪-[~子]"	""	""
"tsʰɔ"	"1"	"44"	"操抄钞"	""	""
"tsʰɔ"	"3"	"21"	"草吵炒騲[~猪，母猪]"	""	""
"tsʰɔ"	"5"	"51"	"躁燥噪糙□[~动;翻动]"	""	""
"sɔ"	"1"	"44"	"骚稍臊瘙"	""	""
"sɔ"	"3"	"21"	"扫[~地]嫂"	""	""
"sɔ"	"5"	"51"	"扫[~把]潲[猪~,猪食]"	""	""
"sɔ"	"7"	"224"	"□[赶经牲畜的竹棍]"	""	""
"zɔ"	"1"	"44"	"错-皂-[用水冲洗]"	""	""
"zɔ"	"2"	"213"	"曹槽巢䐬[肚~哩:肚子饿了，《集韵》平声豪韵财劳切:脆也，一曰腹鸣]"	""	""
"zɔ"	"3"	"21"	"皂="	""	""
"zɔ"	"5"	"51"	"造[建~]"	""	""
"kɔ"	"1"	"44"	"高羔膏糕搅-跤-茭[~笋]□[看~哩:看遍了]"	""	""
"kɔ"	"3"	"21"	"稿搞"	""	""
"kɔ"	"5"	"51"	"告窖教-[~书]觉[睏~]叫[~花子]"	""	""
"kʰɔ"	"1"	"44"	"敲-"	""	""
"kʰɔ"	"3"	"21"	"烤考"	""	""
"kʰɔ"	"5"	"51"	"靠犒铐"	""	""
"xɔ"	"1"	"44"	"蒿"	""	""
"xɔ"	"3"	"21"	"好[~坏]"	""	""
"xɔ"	"5"	"51"	"好[喜~]孝-[~布]"	""	""
"ɣɔ"	"1"	"44"	"号-[名字]"	""	""
"ɣɔ"	"2"	"213"	"号[呼~]毫豪"	""	""
"ɣɔ"	"5"	"51"	"号=[~数]浩耗"	""	""
"Øɔ"	"1"	"44"	"爊[~白菜]扷-[量，《集韵》去声号韵於到切：量也]"	""	""
"Øɔ"	"2"	"213"	"熬翱嗷"	""	""
"Øɔ"	"3"	"21"	"袄□[狗吠]䐿[~盐:加盐浸渍，或者接触激性的东西使人疼痛或使物受腐，《广韵》上声晧韵乌皓切:藏肉]"	""	""
"Øɔ"	"5"	"51"	"傲懊[~恼]澳奥怄[~气]拗[山~]扷="	""	""
"təu"	"1"	"44"	"都"	""	""
"təu"	"3"	"21"	"堵赌"	""	""
"təu"	"5"	"51"	"督毒-"	""	""
"təu"	"7"	"224"	"独=读=毒=笃"	""	""
"tʰəu"	"1"	"44"	"秃="	""	""
"tʰəu"	"3"	"21"	"土"	""	""
"tʰəu"	"5"	"51"	"吐=兔读-独-"	""	""
"tʰəu"	"7"	"224"	"突秃-"	""	""
"ɗəu"	"2"	"213"	"徒屠途涂图"	""	""
"ɗəu"	"3"	"21"	"肚"	""	""
"ɗəu"	"5"	"51"	"度渡镀杜妒"	""	""
"ləu"	"1"	"44"	"路-鹿"	""	""
"ləu"	"2"	"213"	"奴芦炉鸬庐驴卢攎[收到一起;抱]"	""	""
"ləu"	"3"	"21"	"努鲁虏卤橹"	""	""
"ləu"	"5"	"51"	"赂露鹭禄陆麓碌怒路="	""	""
"ləu"	"7"	"224"	"录六-"	""	""
"tsəu"	"1"	"44"	"租"	""	""
"tseu"	"3"	"21"	"祖组阻"	""	""
"tsəu"	"5"	"51"	"做奏揍"	""	""
"tsəu"	"7"	"224"	"足卒[兵~]"	""	""
"tsʰəu"	"1"	"44"	"粗初"	""	""
"tsʰəu"	"3"	"21"	"楚础"	""	""
"tsʰəu"	"5"	"51"	"醋凑促"	""	""
"tsʰəu"	"7"	"224"	"族猝[仓~]措-[~施]"	""	""
"səu"	"1"	"44"	"苏梳蔬疏酥"	""	""
"səu"	"3"	"21"	"数[动词]"	""	""
"səu"	"5"	"51"	"素诉=数[名词]漱[~口]速肃续嗽[咳~]粟"	""	""
"səu"	"7"	"224"	"宿俗诉-"	""	""
"zəu"	"2"	"213"	"锄"	""	""
"zəu"	"5"	"51"	"助"	""	""
"liəu"	"1"	"44"	"溜绿壘[形容词前缀:~壮，很胖]"	""	""
"liəu"	"2"	"213"	"流刘留硫[~磺]馏"	""	""
"liəu"	"3"	"21"	"吕旅榴[石~]柳铝侣"	""	""
"liəu"	"5"	"51"	"六=滤律率[效~]"	""	""
"liəu"	"7"	"224"	"□[~软:很软]"	""	""
"ʨiəu"	"1"	"44"	"纠阉鸠粥竹-周州洲舟□[~倒:塞住]□[~圞：很圆]"	""	""
"ʨiəu"	"3"	"21"	"久酒韭灸九肘嘴-"	""	""
"ʨiəu"	"5"	"51"	"帚救烛宄柩咒昼筑宙醉-□[拧，~瓶盖子]"	""	""
"ʨiəu"	"7"	"224"	"祝菊-嘱鞠竹="	""	""
"ʨʰiəu"	"1"	"44"	"秋抽丘趋"	""	""
"ʨʰiəu"	"3"	"21"	"取丑"	""	""
"ʨʰiəu"	"5"	"51"	"臭"	""	""
"ʨʰiəu"	"7"	"224"	"畜[牲~]触束曲[歌~]逐轴□[擦]"	""	""
"ɕiəu"	"1"	"44"	"修羞收休需-须-戌"	""	""
"ɕiəu"	"3"	"21"	"手首守朽"	""	""
"ɕiəu"	"5"	"51"	"绣秀锈袖熟兽絮赎"	""	""
"ɕiəu"	"7"	"224"	"叔淑蓄"	""	""
"ʑiəu"	"1"	"44"	"就-旧-"	""	""
"ʑiəu"	"2"	"213"	"囚泅稠绸筹仇酬柔揉求球"	""	""
"ʑiəu"	"3"	"21"	"舅-储辱褥"	""	""
"ʑiəu"	"5"	"51"	"受授聚序叙寿骤绪售舅=旧=就=[成~]"	""	""
"ʑiəu"	"7"	"224"	"肉="	""	""
"Øiəu"	"1"	"44"	"优忧幽悠"	""	""
"Øiəu"	"2"	"213"	"尤牛=油=邮由游犹鱿"	""	""
"Øiəu"	"3"	"21"	"有友酉扭纽又-"	""	""
"Øiəu"	"5"	"51"	"诱又=右佑柚幼育-□[清洗衣物]"	""	""
"Øiəu"	"7"	"224"	"油-浴-狱-欲-"	""	""
"pən"	"1"	"44"	"奔绷锛[用锤子敲打]"	""	""
"pən"	"3"	"21"	"本="	""	""
"pən"	"5"	"51"	"笨蹦"	""	""
"pən"	"7"	"224"	"抱-"	""	""
"pʰən"	"1"	"44"	"喷[~水]喷[~香]烹"	""	""
"pʰən"	"3"	"21"	"捧嘭[象声词]"	""	""
"pʰən"	"5"	"51"	"碰"	""	""
"ɓən"	"2"	"213"	"朋彭膨[~胀]棚蓬篷盆=稝[植物非常密和拥挤《集韵》平声庚的蒲庚切:禾密也]"	""	""
"mən"	"1"	"44"	"梦-闷-焖"	""	""
"mən"	"2"	"213"	"朦檬蒙门="	""	""
"mən"	"3"	"21"	"猛懵[~懂]"	""	""
"mən"	"5"	"51"	"孟梦=闷="	""	""
"fən"	"1"	"44"	"分芬纷荤风枫疯丰封峰蜂锋昏婚"	""	""
"fən"	"3"	"21"	"粉讽"	""	""
"fən"	"5"	"51"	"粪奋愤"	""	""
"vən"	"1"	"44"	"问-"	""	""
"vən"	"2"	"213"	"坟焚冯逢缝[~衣服]魂文-横-"	""	""
"vən"	"5"	"51"	"奉俸凤混份缝[一条~]"	""	""
"tən"	"1"	"44"	"蹲登冬东灯=中-[~间]"	""	""
"tən"	"3"	"21"	"等=懂董"	""	""
"tən"	"5"	"51"	"瞪[-眼]冻栋炖凳="	""	""
"tən"	"7"	"224"	"□[抖]"	""	""
"tʰən"	"1"	"44"	"通"	""	""
"tʰən"	"3"	"21"	"桶捅统"	""	""
"tʰən"	"5"	"51"	"痛"	""	""
"ɗən"	"2"	"213"	"豚疼同铜童瞳腾囤屯筒=藤=挏[套，《集韵》平声东韵徒东切:推复引也]"	""	""
"ɗən"	"3"	"21"	"动-"	""	""
"ɗən"	"5"	"51"	"饨[馄~]洞邓=盾=动="	""	""
"ɗən"	"7"	"224"	"筒-"	""	""
"lən"	"1"	"44"	"聋-"	""	""
"lan"	"2"	"213"	"论=[~语]伦=轮=沦=仑=聋=浓=笼[~头]农脓隆龙能"	""	""
"lən"	"3"	"21"	"拢陇垅笼[~统]"	""	""
"lən"	"5"	"51"	"论=[议~]嫩=弄愣笼[鸡~]"	""	""
"tsən"	"1"	"44"	"针=珍=真=遵=尊=增=征=蒸=睁=侦=征=筝=争=贞棕宗综踪□[性格执拗]"	""	""
"tsən"	"3"	"21"	"枕=诊疹拯整总"	""	""
"tsən"	"5"	"51"	"振=震=镇=俊证正症政粽赠"	""	""
"tsʰən"	"1"	"44"	"参[~差]村称[~重量]撑聪匆葱囱[烟~]"	""	""
"tsʰən"	"3"	"21"	"揿-[按]"	""	""
"tsʰən"	"5"	"51"	"寸=秤=衬=趁=称=[相~]蹭呛[~人]炝[~水]"	""	""
"sən"	"1"	"44"	"森=深=身=孙=升=牲=声=申=伸=绅=生=僧=松=[~柏树:松树]嵩松[~动]"	""	""
"sən"	"3"	"21"	"沈=审=损=笋=省=[~长]省=[节~]耸=怂搡[猛推]"	""	""
"sən"	"5"	"51"	"肾=慎=胜=圣=甚=送宋颂诵讼□[形容词前缀:~白，很白]"	""	""
"sən"	"7"	"224"	"耸-"	""	""
"zən"	"1"	"44"	"认=剩=阵="	""	""
"zən"	"2"	"213"	"沉=陈=尘=神=存=晨=层=澄=惩=臣=橙=乘=绳=承=丞=呈=程=成=城=诚=人=仍=辰=曾[~经]丛崇从松-[~树]怂[~相:长得丑陋]"	""	""
"zən"	"3"	"21"	"忍="	""	""
"zən"	"5"	"51"	"纵纫[缝~]任="	""	""
"kən"	"1"	"44"	"公蚣工功攻弓躬宫恭供耕跟根更[~正]"	""	""
"kən"	"3"	"21"	"耿汞拱巩"	""	""
"kən"	"5"	"51"	"供贡更[~加]"	""	""
"kən"	"7"	"224"	"羾[人或动物穿越某种障碍，钻进去]"	""	""
"kʰən"	"1"	"44"	"空[~虚]□[倒掉]"	""	""
"kʰən"	"3"	"21"	"肯=孔恐恳垦"	""	""
"kʰən"	"5"	"51"	"控空[~缺]"	""	""
"xən"	"1"	"44"	"轰烘哼亨"	""	""
"xən"	"3"	"21"	"很狠哄[~骗]"	""	""
"ɣən"	"2"	"213"	"痕=恒弘衡宏红洪鸿虹=横="	""	""
"ɣən"	"3"	"21"	"蕻[~子:菜苔]痕-"	""	""
"ɣən"	"5"	"51"	"共恨"	""	""
"Øən"	"1"	"44"	"恩"	""	""
"Øən"	"7"	"224"	"□[低声哭泣声]"	""	""
"pin"	"1"	"44"	"冰兵槟滨宾殡缤彬崩斌"	""	""
"pin"	"3"	"21"	"本-丙秉禀柄摒饼="	""	""
"pin"	"5"	"51"	"并"	""	""
"pʰin"	"1"	"44"	"拼乒"	""	""
"pʰin"	"3"	"21"	"品"	""	""
"pʰin"	"5"	"51"	"聘"	""	""
"ɓin"	"2"	"213"	"贫频凭评瓶屏萍平=坪=苹盆-"	""	""
"ɓin"	"5"	"51"	"病="	""	""
"min"	"1"	"44"	"眯蚊-"	""	""
"min"	"2"	"213"	"民门-明=铭鸣名=盟萌迷-[~信]缗[~钱;中央有方孔的铜钱]"	""	""
"min"	"3"	"21"	"米-敏抿皿闽悯"	""	""
"min"	"5"	"51"	"命=[~令]密-蜜-"	""	""
"min"	"7"	"224"	"谜-"	""	""
"tin"	"1"	"44"	"丁盯敦[~固]钉=[~子]"	""	""
"tin"	"3"	"21"	"顶鼎="	""	""
"tin"	"5"	"51"	"订=[~书针]吨盾-顿钉=[~住]敦[竖：~起放]"	""	""
"tin"	"7"	"224"	"踮"	""	""
"tʰin"	"1"	"44"	"吞厅="	""	""
"tʰin"	"3"	"21"	"挺=艇"	""	""
"tʰin"	"5"	"51"	"听="	""	""
"ɗin"	"1"	"44"	"钝"	""	""
"ɗin"	"2"	"213"	"亭停庭廷婷霆蜓[蜻~]"	""	""
"ɗin"	"5"	"51"	"订-[约~]定"	""	""
"lin"	"1"	"44"	"嫩-"	""	""
"lin"	"2"	"213"	"论-[~语]伦-轮-沦-仑-泥-林淋琳临麟鳞磷燐粼邻零=凌陵菱宁灵铃龄凝"	""	""
"lin"	"3"	"21"	"领=岭冷凛"	""	""
"lin"	"5"	"51"	"吝[~啬]令另论-[议~]"	""	""
"ʨin"	"1"	"44"	"今金矜津斤巾筋经精惊京鲸晶睛荆襟噤侦-贞-珍-筝-征-真-针-蒸-尊-遵-睁-禁-[~不住]"	""	""
"ʨin"	"3"	"21"	"锦仅紧谨瑾景警井=颈=枕-拯-"	""	""
"ʨin"	"5"	"51"	"浸禁=[~止]进劲镜竞竟径晋镇-震-振-正-政-症-证-"	""	""
"ʨʰin"	"1"	"44"	"侵钦亲蜻氢称-[~重量]清=青=轻="	""	""
"ʨʰin"	"3"	"21"	"寝倾=请=揿=[按]顉[~起脑壳:低着头,《广韵]上声寝韵欽錦切:曲颐之貌]"	""	""
"ʨʰin"	"5"	"51"	"亲[~家]庆寸-秤-衬-趁-称-[相~]"	""	""
"ʨʰin"	"7"	"224"	"清[水冷]"	""	""
"ɕin"	"1"	"44"	"心辛薪新欣兴[~旺]馨星=腥=孙-身-申-伸-绅-升-深-"	""	""
"ɕin"	"3"	"21"	"醒=损-笋-沈-审-省-[~长]省-[反~]"	""	""
"ɕin"	"5"	"51"	"信杏幸性姓衅兴[高~]甚-肾-慎-胜-圣-焮[重新加热饭菜]"	""	""
"ʑin"	"1"	"44"	"认-剩-阵-"	""	""
"ʑin"	"2"	"213"	"寻琴禽擒秦行情形型刑勤芹仁擎睛=沉-陈-尘-神-晨-辰-丞-臣-存-橙-惩-澄-乘-绳-承-仍-人-成-城-诚-呈-程-"	""	""
"ʑin"	"3"	"21"	"近-忍-"	""	""
"ʑin"	"5"	"51"	"尽静境靖敬近=净=任-[责~]"	""	""
"ʑin"	"7"	"224"	"肫[~肝]"	""	""
"Øin"	"1"	"44"	"音阴茵荫因姻应[~该]鹰鹦婴樱缨莺英殷肉-"	""	""
"Øin"	"2"	"213"	"淫银迎吟寅赢=赢蝇牛-盈"	""	""
"Øin"	"3"	"21"	"引饮隐颖蚓瘾影=[~响]"	""	""
"Øin"	"5"	"51"	"印映硬=应=[~对]"	""	""
"Øin"	"7"	"224"	"□[腻]□[痒]"	""	""
"kuən"	"3"	"21"	"滚"	""	""
"kuən"	"5"	"51"	"棍"	""	""
"kʰuən"	"1"	"44"	"昆坤崐鲲崑"	""	""
"kʰuən"	"3"	"21"	"捆菌"	""	""
"kʰuən"	"5"	"51"	"困睏[~觉;睡觉]"	""	""
"Øuən"	"1"	"44"	"温瘟翁嗡晕"	""	""
"Øuən"	"2"	"213"	"文=蚊=纹雯闻玟"	""	""
"Øuən"	"3"	"21"	"稳吻刎"	""	""
"Øuən"	"5"	"51"	"问=酝蕴揾[淹,《集韵》去声慁韵乌困切,《说文》没也]"	""	""
"ʨyən"	"1"	"44"	"均忠中[当~]终钟衷君军钧"	""	""
"ʨyən"	"3"	"21"	"准种[~类]肿囧炯迥窘"	""	""
"ʨyən"	"5"	"51"	"中[射~]种[~树]众圳郡骏"	""	""
"ʨʰyən"	"1"	"44"	"椿春春充冲[~锋枪]"	""	""
"ʨʰyən"	"3"	"21"	"蠢宠倾-"	""	""
"ʨʰyən"	"5"	"51"	"冲[发~:生气]"	""	""
"ɕyən"	"1"	"44"	"兄=胸凶汹匈熏薰勋"	""	""
"ɕyən"	"5"	"51"	"嗅瞬舜顺="	""	""
"ʑyən"	"1"	"44"	"闰-□[习惯]"	""	""
"ʑyən"	"2"	"213"	"询旬循巡唇醇纯穷琼穹雄熊群裙虫=重[~复]"	""	""
"ʑyən"	"3"	"21"	"重-[轻~]"	""	""
"ʑyən"	"5"	"51"	"迅顺训润重=[~量]"	""	""
"ʑyən"	"7"	"224"	"虫-"	""	""
"Øyən"	"1"	"44"	"雍庸用-"	""	""
"Øyən"	"2"	"213"	"匀云雲荣戎绒融容蓉茸熔溶浓-营莹萤="	""	""
"Øyən"	"3"	"21"	"永泳咏勇涌冗拥允"	""	""
"Øyən"	"5"	"51"	"闰=润=用=熨韵运孕佣"	""	""
"pã"	"1"	"44"	"班斑颁扳"	""	""
"pã"	"3"	"21"	"版板=[黑~]"	""	""
"pã"	"5"	"51"	"扮霸[~蛮]绊[~禾:打禾]跘[~跤]"	""	""
"pã"	"7"	"224"	"板-"	""	""
