	注释：-白读，=文读
ɕ	[1]辛欣乡箱厢兴{～旺}鉎{锈}□{～猪：种公猪}□{～□tsɛe0：火铲}□{～书师傅：私塾先生}[3]想享响杏{银～}幸姓=兴{高～}[5]相{～貌}型刑形[7]醒=
∅	[1]音英阴因姻秧莺鹦婴缨[3]应={对～}映[5]淫寅迎盈[7]影{电～}颖引
#uẽ	
t	[1]敦[3]盾
d	[5]屯
n	[5]崘伦轮=
ts	[1]尊遵
dz	[1]存
s	[3]舜[5]纯[7]损
kʰ	[1]昆崑坤
x	[1]婚
#yẽ	
tɕ	[1]均钧君[3]郡
tɕʰ	[1]倾
dʑ	[5]群
ɕ	[1]勋薰[3]讯逊迅训[5]殉旬巡循
∅	[3]韵孕[5]荣营[7]永
#ɑŋ	
p	[1]帮邦崩浜[3]蚌{～壳油：蛤蜊油}傍绑棒□{油～□tuei212：蜥蜴}[5]□{□mɐ55～：乳房}[7]□{～～：小的野生的棘胸蛙}榜[0]蚌{～埠}
pʰ	[3]胖□{发抖}
b	[5]旁庞
m	[1]媒忙[5]芒茫盲梦[7]蟒莽
f	[1]芳[5]防妨[7]纺=仿访
v	[3]望={希～}[5]亡
t	[1]灯-[3]荡当={～铺}等-{～一～}[5]□{岩～：台阶}[7]党[0]鼎{铁～：烧饭的锅}
tʰ	[3]趟[7]搪
d	[5]□{袋子}
n	[5]囊郎廊[7]朗
ts	[1]赃章樟蒸瘴升{量器}[2]□{□pʰɔu55～：背篓}[3]葬臟{心～}藏{西～}仗障[7]掌长{生～}
tsʰ	[1]苍昌菖称{～重量}[3]畅倡[5]秤[7]厂
dz	[2]盛{～饭}成-{几～把握}层[9]塍[5]□{□pɛe33～：诽谤}常
s	[3]上{～校}[5]丧{～失}[7]嗓赏[0]生={学～}
z	[2]□{～口xɑŋ53：别人}[5]瓤剩
k	[1]纲=缸冈[3]讲□{松～：松明}[7]岗港□{凌～：冰、冰块}[0]□{鼻～：鼻子}
kʰ	[3]抗肯□{～□xɑŋ0：地方}[7]慷
ɡ	[9]扛
ŋ	[5]昂
x	[2]含[3]项[5]杭航行{银～}[7]□{□zɑŋ212～：别人}擤[0]□{□kʰɑŋ35～：地方}
∅	[1]淹[3]饮[5]应-{～答}
#iɑŋ	
n	[3]量{测～；数～}谅[5]良凉凌[7]辆
tɕ	[1]刚将{～来}疆僵姜{姓}江[3]强{脾气～}将{大～}降{下～}[7]蒋奖桨
tɕʰ	[1]枪羌腔[7]强{勉～}
dʑ	[5]详祥强={～大}[9]像
ȵ	[2]□{鱼～：鱼饵}□{小}[3]□{～朵：耳朵}□{□tɕiou212～：蜻蜓}
ɕ	[1]相{～信}湘襄[3]橡[5]降{投～}[7]饷
∅	[1]央殃鹰[5]阳={阴～}扬={表～}杨={～树}疡洋={太平～}
#uɑŋ	
ts	[1]装庄=[3]壮状={～元}
tsʰ	[1]疮=[3]创[7]闯
s	[7]爽
k	[1]光{～线}[5]光{～脑牯：秃头}[7]桄广□{～棍：拐杖}□{啄木～：啄木鸟}
kʰ	[1]匡眶框[3]旷况矿
ɡ	[5]狂
x	[3]晃-[5]簧[7]晃=
∅	[1]汪[3]旺[5]枉[7]往
#əŋ	
p	[1]搬[2]盘螃[3]板[5]□{～年：拜年}扮半
m	[1]瞒[3]满[5]忘望-
f	[1]枋{～崽料：棺材板}方[3]纺-[5]放{～气：叹气}
v	[2]□{～三朝：回门}坊房放{解～}[3]网[5]还{～原}
t	[1]当-{～军：当兵}□{～脑牯：头顶}[2]团{～鱼：鳖；一～纸}糰堂唐[3]胆
tʰ	[1]摊滩-汤[3]断{～绝}[5]□{鐾}炭
d	[2]潭[3]淡[5]□{湮}
n	[1]栏拦难{～易}[2]圞{圆形的}糖[5]浪[7]难{～为：谢谢}[0]□{□moŋ55～：目翳}
ts	[1]庄-{做～}桩[2]床[3]撞
tsʰ	[1]仓娼猖疮-状-{告～}窗[3]上{～山}尚{和～}[5]□{～□tsuo35：作揖}唱
dz	[3]懒痒[5]乱□{～月：十二月}□{着tʰu55～：得瘟病}藤
s	[1]桑丧{～事}霜商伤双松{～□mo53树：柏树}[3]伞磉晌[5]散{分～}算蒜
z	[2]□{～□po53：篱笆}园羊洋-杨-{姓}阳-□{～□pi35豆：鱼篓}[3]养[5]扬-样□{浮}
k	[1]甘泔肝竿□{鸡～：鸡蛋}间{中～}官冠{鸡～}钢纲-{～索：提网的总绳}豇{～豆：一种豆，只吃里面的豆子}[3]杠[5]更{三～}[0]□{眼～：眼泪}
kʰ	[1]乾{～湿}[3]坎
x	[1]欢荒慌[3]谎
∅	[2]蝗黄皇王□{□mo35～：虹}[3]入-{～里：进入}碗旱-五午[5]汗□{苋菜}岸
#oŋ	
p	[1]般班[5]柄
pʰ	[1]攀[5]□{～手腕：扳手腕}绊
b	[5]彭膨蓬
m	[1]□{～□nəŋ0：目翳}饭[3]孟晚{～～：婶婶}[5]命-慢漫萌明{～朝：明天}[7]猛懵
f	[1]丰峰锋[2]坪平[3]奉俸[5]病冯逢[7]讽
t	[1]耽钉{～崽：钉子；～钉子}端{过～：过端午}[2]痰檀[3]顶-{室～头：屋顶}栋[5]担{名词、量词}[7]董
tʰ	[1]厅听[7]捅统
d	[3]凼[5]停-童定
n	[1]南蓝铃零-{～散：零食}□{～□tʰẽ55：连枷}[5]农隆[7]陇垅
ts	[1]争宗综终踪忠[3]仲粽中{～奖}众纵[7]总
tsʰ	[1]撑匆充冲{韶山～}[3]錾[5]铛{～崽：有耳的锅}衬橕[7]宠
dz	[3]□{～□kuo53：蝗虫}[5]从{～容；跟～}重{～复}丛
s	[1]闩生-{夹～；～日}牲嵩[3]颂诵讼[5]崇涮鬆{～苗：间苗}[0]□{茅～：厕所}
z	[5]绒戎茸
k	[1]柑更{五～}攻功弓躬宫恭蚣[3]贡供共[7]拱巩□{“各人”的合音}
kʰ	[1]坑[3]□{咳嗽}控[5]孔
ŋ	[5]硬
x	[5]唤鼾宏鸿虹[7]轰
∅	[1]豌弯□{那}翁[2]行{～路：走路}桁[5]壅{把肥料埋在土里}
#ioŋ	
tɕʰ	[7]恐
ɕ	[1]凶{吉～；～恶}[5]熊雄{英～}
∅	[1]雍[3]用={作～}[5]容蓉镕庸[7]拥勇涌
#ŋ̍	
∅	[2]二[5]人[7]日
