	注释：-白读，=文读
p	[7]匾
t	[3]店[7]电
tɕ	[1]奸{汉～}尖={～兵：指某些集体经济组织中做事厉害，冲在前面的人}
tɕʰ	[1]铅{～笔}[3]欠
ȵ	[5]□{～□tʰiã-21：脾脏}
ɕ	[1]先={祖～}[5]玄{～孙}[7]县{～里}
∅	[2]燕{～～：燕子}
#uã	
t	[7]断={～决关系}
ts	[7]钻{～头：木工用的钻子}
tsʰ	[1]汆
dz	[5]传{～瓦：一人接着一人排队传递瓦片}
s	[1]酸
k	[7]管
#yã	
dʑ	[5]全
ɕ	[5]闲{谈～：聊天}
∅	[5]丸{肉～子：肉丸}铅{～笔}
#ẽ	
p	[3]奔{～出去：离开家乡出去工作}
m	[1]眉□{lo55～豆角：眉豆}[2]妹□{□luo212～子：蚂蚁}
t	[1]张{姓；～水：用容器或手捧着接水}[2]长{～脚雨：接连多日下雨}定[3]长{～得好}邓{姓}[5]帐账胀
tʰ	[3]丈{有一～长}
d	[2]长{～□tɕʰiɑ55：长短}场{逐～：赶集}[5]亭
l	[1]梁[2]肠肋{边～骨：排骨}□{圆}[3]两{有几～重}[5]亮零陵{沅～：地名}
ts	[1]簪□{mai212□li55-21～：小插花头饰}曾{姓}[2]整{～病：治病}[3]镇掌{～倒：扶着}[7]诊{～病：治病}阵{～火：突然生的病}
tsʰ	[3]撞{～车}
s	[5]姓[7]省{～家：节省}
z	[1]□{～倒浮头：浮在水面}
#in	
p	[1]蓖槟冰={～棒：冰棍}
m	[7]敏
l	[5]银{～石皮：杜仲}□{有～滑：有点儿滑}[7]□{～头：里面}
tɕ	[1]姜京={北～}经={～常}精{喷～：鱼的精子}[2]墙{土～坡：地名}强{好～}□{～□kɑŋ212虫：天牛}[3]劲攒{暗～：偷偷使劲}[5]酱{～辣子：西红柿}[7]警{～察}
tɕʰ	[1]自{～□kɑŋ35-55：自己}香{菜好～}[3]抢[5]呛{倒～：皮肤上起的倒刺儿}
dʑ	[2]象{下～棋}□{假装不认识}□{说不实在的话(与“实在”相对)}[5]情{～义}匠{手艺工人}
ȵ	[2]娘{母亲，背称}[5]让
ɕ	[1]箱香{～猪：种公猪}乡兴{不～：不流行}相{河～叉：两条河流相叉交汇}□{～□tsai212：火铲}[3]想[5]行{品～}鉎{物品连接或缝隙处生的锈}□{骨～□pɑu55：膝盖}
∅	[1]秧阴应□{□mo212～刀刀：螳螂}[7]影
#uẽ	
tʰ	[1]□{□luŋ55～：连枷}
ts	[7]准
x	[1]婚[7]混
#yn	
dʑ	[5]裙
ɕ	[7]训{光～：人名}
∅	[7]永
#ɑŋ	
p	[1]帮□{～伢儿：小产}[3]板{手～：手掌}绑{～拢来：捆起来}[7]□{～～：小的野生的棘胸蛙}
pʰ	[5]魄[3]胖□{□kʰuɑ35～：发抖}□{肥～□ti-21：形容非常胖}
b	[5]旁
m	[1]媒忙□{～子树：杏树}[5]梦{做～}芒={～种}□{家～：外祖母}
f	[1]芳
t	[1]灯登{～时～月：产妇预产期到了}苔挡{～虺：五月初五，在屋前屋后洒朱砂、雄黄等，防止蛇进房屋}[3]赌{～咒：发誓}[5]□{台阶}□{岩～：地名}
tʰ	[3]挡{～道：挡路}[5]幐{～头：担子两头的货物一样重；两个亲家能力差不多}趟[7]□{～日头：遮挡太阳光}
d	[5]袋{布～：鸡的子宫}停{～雪}□{□ʑiəɯ33□kɑ55～□tɕʰio53：秋千}
l	[1]□{～倒去：斜着身子过(狭窄的地方)}
ts	[1]章={盖～}樟={～木}升{量米的工具}蒸{～糜：蒸饭}[2]曾{不～熟：还未成熟}□{□pʰɑu55～：背篓}[5]甑{蒸笼}[7]斩{不齐～：不整齐}
tsʰ	[1]称[5]秤[7]厂={～里}
dz	[2]层盛
s	[1]生{2后～家：小伙子}咙{喉～}[3]磉
z	[1]瓤={～毛：绒毛}[2]□{～□xɑŋ33-21：人家；别人}[5]剩□{女子～：未结婚的女孩}
k	[1]缸钢[2]□{□tɕin212～虫：天牛}[3]讲{～儿事：背地里说人是非}□{自～：自己}□{松～：松树枝的油脂}[5]灌{～汁：溃脓}杠{～油：树枝被雷打或被风雪压损后慢慢长出的油脂}[7]□{鼻～虫：蛞蝓(鼻涕虫)}
kʰ	[3]肯{～啼：爱哭}□{～□xɑŋ55-21：地方}
x	[2]擤{～鼻：擤鼻涕}[3]项{～圈：戴在脖子上的银圈}[5]行={划～：划行距(插秧)}□{□zɑŋ212～：人家；别人}□{□kʰɑŋ35～：地方}
∅	[1]□{～倒水里头：泡在水里}□{～死：溺水}[3]饮{～酒：喝酒}[5]应{你不～：你没答应}
#iɑŋ	
l	[5]良={～心}凝{～了：开始结冰}
tɕ	[1]浆={豆～}江={沅～}□{～□xu-21：俊俏；乖}[3]强{肯～：小孩不愿意大人抱，爱挣脱}[7]蒋={～介石}奖=桨=
tɕʰ	[3]锵□{kʰuɑ35～子：打钹}
dʑ	[3]像
ȵ	[2]耳儿{3大～：大小}泥{疲～：泥巴}[5]饵{鱼饵}娘{爹～：父母，面称}粮{～包：鸡嗉子}
∅	[1]鹰{磨～：老鹰}[3]样[5]阳={～间：迷信的人认为活人待的地方}洋{～火：火柴}
#uɑŋ	
k	[1]光[5]广□{～棍：拐棍}□{啄木～：啄木鸟}
kʰ	[2]矿
ɡ	[5]狂{轻～：得意}
#əŋ	
p	[1]搬[2]盘
m	[1]蒙{～倒你：瞒着你}芒-{～索：芭茅开花，从花往下数第一片叶子做成的绳子}[3]满[5]忘望
f	[1]方枋{～子料：做棺材的木料}[2]坪{古□tsɑ55～：旧称古丈县}[3]纺[5]放
v	[2]还{～来：回来}[3]网房
t	[1]当□{～脑牯：头顶}[3]池{鱼～：鱼塘}胆氹{水～：水坑；水井；填～：插秧时两边的人比自己插得快，自己关在里面}[5]淡
tʰ	[1]滩摊汤厅[3]断-{搞～：弄断}[5]炭
d	[2]弹{～珠珠：一种游戏，用手弹弹珠}
l	[1]拦[2]糖荡□{～桶：存放粮食的圆形的桶}[5]浪
ts	[1]装桩{九道～：银环蛇}[5]□{土～虫：地老虎}
tsʰ	[1]仓谷仓疮状[3]尚[5]上{～街：去街上；去城里}唱
dz	[2]痒[3]懒[5]乱双{一～袜}藤
s	[1]沙{～□mu53□ti-21：爱叮人的、细小的蚊子}双{～～：双胞胎}三{～伏天}桑霜伤松{～子油：松香}[3]散晌{食～：吃午饭}伞[5]涮算散{～场：散集}
z	[1]仰{～脑牯：(鱼)浮头}扬□{～雀儿：杜鹃}[2]篱{～笆}羊杨阳-{～沟：接屋檐水的小水沟}□{～脚：小蝗虫}□{～□pi33□sɿ53：蝙蝠}□{～场里：地名}[3]养
k	[1]甘肝官冠更岗□{鸡～：鸡蛋}[5]杠{岩门～：村霸}扛□{眼～：眼泪}
kʰ	[1]干[3]坎
x	[1]欢荒慌[3]谎
ɣ	[2]黄王[5]岸汗苋
∅	[1]人仁{眼～子：瞳孔}樱{～□tuŋ55-21树：樱桃树}□{岩～铺：地名}[2]入{～室来：邀请人进屋}[3]五[5]晏二{～十块}[7]日{～头：太阳}木{～姜子}
#iuŋ	
ɕ	[5]熊={～娘家婆：民间传说人物，哄骗小孩此人物会“吃”小孩的手指甲、脚指甲}
∅	[5]荣
#uŋ	
p	[1]班[3]板{～□tsɿ33：板凳}□{～得好重：摔得很重}[5]柄{斗～：两个东西相接}□{斗～：讲坏话}把{犁～子：犁把}欛{器物的把儿}
pʰ	[5]襻□{～手劲：扳手腕}
m	[1]糜{饭，《广韵》支韵糜为切，粥。古丈乡话把干饭、稀饭分别叫作“糜”“疲糜”。止摄开口三等支脂韵“尼”“篱”二字也有读鼻音尾韵的现象}[5]慢命明{～朝}[7]猛
f	[1]兄[2]平坪{晒谷～：晒粮食的场地}评[5]病
t	[1]端耽登□{～出去：(手能拿起来的东西)向上抛物}钉{～～子}□{樱～树：樱桃树}[2]痰[5]担{～～子：挑担}
tʰ	[1]听
d	[5]停{～雪}佃{～钱：押金}
l	[1]难{搞～□ti-21：干累了}蓝零{～散田：零星散布的田}□{～□tʰuẽ55：连枷}[5]□{萎～□pi212□tsɿ53：要死不活的样子}
ts	[1]簪{钗}争[2]馋{口～：爱吃}
tsʰ	[1]铛[5]撑牚
s	[1]生{3～疮}闩拴
z	[5]绒
k	[1]柑[5]界{～子：界线}[7]各{～□lɑŋ-21：各人}
kʰ	[1]坑{碓～：碓臼}[3]謦{咳嗽，《广韵》上声迥韵去挺切，謦欬也}□{水～：水井}
x	[5]唤虹
ɣ	[5]硬
∅	[1]安弯湾樱{～□tuŋ55树：樱桃树}豌[2]行-{～道：走路}□{鸡啼头～：凌晨2-3点，公鸡第一次打鸣}[5]□{□bi53□lɑŋ-21搞，～□bi53□lɑŋ-21搞：这样做，那样做}
