汉字	音标	注释
协	hɛi²¹▲	
法	fie⁴	
泛	fœn²²▲	
凡	fœn⁴⁵	
范	fœn²¹	
犯	fœn²²	
禀	paŋ³²⁴	
品	pʰaŋ³²⁴	
林	laŋ⁴⁵	
临	laŋ⁴⁵	
立	lai⁴⁴	
笠	lai⁴⁴	
粒	la⁴	
浸	tsaŋ⁴⁴	
侵	tsʰaŋ⁵¹	
寝	tsʰaŋ³²⁴	
集	tsʰai⁴⁴	
心	saŋ⁵¹	
寻	tsʰaŋ⁴⁵	
习	tsʰai⁴⁴	
沉	tsʰaŋ⁴⁵	
森	saŋ⁵¹	
参	saŋ⁵¹	人~
针	tsaŋ⁵¹	
枕	tsaŋ³²⁴	~头
执	tsi⁴	
汁	tsi²¹	
深	saŋ⁵¹	
沈	saŋ³²⁴	
审	saŋ³²⁴	
湿	si²¹	
十	si⁴⁴	
壬	ɡaŋ⁴⁵	
任	ɡaŋ²²▲	姓氏
入	ɡai⁴⁴	
今	kaŋ⁵¹	
金	kaŋ⁵¹	
锦	kaŋ³²⁴	
禁	kaŋ⁴⁴	~止
急	kai²¹	
级	kʰai⁴▲	
琴	kʰaŋ⁴⁵	
及	kʰai⁴	
吸	kʰai⁴	
音	jaŋ⁵¹	
阴	jaŋ⁵¹	
饮	jaŋ³²⁴	~酒
丹	œn⁵¹	
单	œn⁵¹	
单	œn⁴药~	
旦	œn³²⁴▲	
摊	tʰœn⁵¹	
滩	tʰœn⁵¹	
坦	tʰœn²¹▲	
炭	tʰœn⁴	
弹	tœn⁴⁵	~琴
但	tœn²²	
但	tʰœn²²	
弹	tʰœn⁴	子~
达	tʰie⁴⁴	
难	lœn⁴⁵	~易
难	lœn²²	患~
捺	lu⁵¹▲	撇~
兰	lœn⁴⁵	
栏	lœn⁴⁵	
懒	lœn²¹	
烂	lœn²²	
辣	lu⁴⁴	~椒
赞	tsœn⁴⁴	
餐	tsʰœn⁵¹	
灿	tsʰœn⁴⁴	
擦	tsʰu²¹	
残	tsʰœn⁴⁵	
散	sœn³²⁴	~开
伞	sœn⁴⁴	
散	sœn⁴⁴	分~
干	kœn⁵¹	~湿
肝	kvœn⁵¹	
秆	/	
干	kvœn²¹	~活
割	kvu²¹	
刊	kʰœn³²⁴▲	
岸	ɡœn²²	
汉	hœn⁴⁴	
鼾	/	
寒	hœn⁴⁵	
韩	hœn⁴⁵	
旱	hœn²¹	
汗	hœn²²	
安	œn⁵¹	
案	œn⁴⁴	
扮	pœn⁴⁴	
八	pie²¹	
盼	pʰœn⁴⁴	
办	pʰœn²²	
拔	/	
抹	bu²¹▲	~布
盏	tsœn³²⁴	
铲	tsʰœn³²⁴	
察	tsʰie²¹	
山	sœn⁵¹	
产	tsʰœn³²⁴▲	
杀	sie²¹	
艰	kœn⁵¹	
间	kœn⁵¹量词	
间	kœn⁴中~	
简	kœn³²⁴	
拣	kœn³²⁴	
眼	ɡœn²¹	
眼	ɡœn⁴龙~	
闲	hœn⁴⁵	
限	hœn²²	
苋	hœn²²	
班	pœn⁵¹	
扳	pœn⁵¹动词	
扳	pœn³²⁴名词▲	
板	pœn³²⁴	
攀	pʰœn⁵¹	
蛮	bœn⁴⁵	
慢	bœn²²	
铡	tsʰie²¹▲	~刀
删	sœn⁵¹	
奸	kœn⁵¹	
谏	kœn³²⁴▲	
颜	ɡœn⁴⁵	
雁	ɡœn²²	
瞎	hie²¹	
辖	hie²¹▲	
晏	œn⁴⁴	晚
鞭	pɛn⁵¹	
编	pʰɛn⁵¹▲	
变	pɛn⁴⁴	
篇	pʰɛn⁵¹	
偏	pʰɛn⁵¹	
骗	pʰɛn⁴⁴	
便	pɛn⁴⁵	~宜
辩	pɛn²²	
便	pɛn²²	方~
别	pʰɛi⁴⁴	离~
棉	bɛn⁴⁵	
免	bɛn²¹	
面	bɛn²²	脸~
面	bɛn⁴	对~
灭	bɛi⁴⁴	
碾	ɡɛn³²⁴话音	
碾	tsɛn³²⁴字音▲	
连	lɛn⁴⁵	
联	lyẽ⁴⁵~衣	
联	lɛn⁴⁵	
列	lɛi⁴	
烈	lɛi⁴	
裂	lɛi²¹暴~▲	
裂	lɛi⁴分~	
煎	tsɛn⁵¹	
剪	tsɛn³²⁴	
箭	tsɛn⁴⁴	
迁	tsʰɛn⁵¹	
浅	tsʰɛn³²⁴	
钱	tsʰɛn⁴⁵	kʰei⁵¹~
钱	tsʰɛn⁴	
践	tsʰɛn³²⁴▲	
贱	tsʰɛn²²	
仙	sɛn⁵¹	
鲜	sɛn⁵¹	新~
癣	sɛn³²⁴	
线	sɛn⁴⁴	
线	sɛn⁴禾~	
薛	sɛi⁴	
展	tsɛn³²⁴	
哲	tsɛi²¹	
撤	tsʰɛi²¹	
彻	tsʰɛi²¹	
缠	tsʰɛn⁴⁵	
战	tsɛn⁴⁴	
折	tsɛi²¹	~断
舌	sɛi⁴⁴	
舌	sɛi⁴	lɔu⁵¹~
扇	sɛn⁴⁴▲	~动
扇	sɛn⁴	~子
设	sɛi²¹	
蝉	syẽ⁴	
善	sɛn²²	
折	sɛi⁴⁴	~本
然	jɛn⁴⁵	
燃	jɛn⁴⁵	
热	ɡɛi⁴⁴	
热	ɡɛi⁴眼~	
乾	kʰɛn⁴⁵	~坤
件	kʰɛn⁵¹一~事	
件	kʰɛn³²⁴一~衣▲	
杰	kɛi⁴⁴▲	
孽	ɡɛi⁴⁴	
延	ɡɛn⁴⁵▲	
演	jɛn³²⁴	
建	kyẽ⁴⁴	
揭	kʰøy²¹▲	
健	kyẽ⁴⁴▲	
言	ɡɛn⁴⁵	
掀	hɛn⁵¹	
宪	hɛn⁴⁴	
献	hɛn⁴⁴	
歇	hɛi²¹	
边	pɛn⁵¹	
边	pœn⁴侧~	
扁	pœn³²⁴	
遍	pʰɛn⁴⁴▲	
片	pʰɛn⁴⁴	
撇	pʰɛi²¹	~捺
辫	pɛn⁴▲	
眠	bɛn⁴⁵	
面	bɛn²²	~条
篾	bie⁴	
颠	ɛn⁵¹	
典	ɛn³²⁴	
天	tʰɛn⁵¹	
铁	tʰɛi²¹	
田	tɛn⁴⁵	
填	tɛn⁴⁵	
电	tɛn²²	
垫	tʰœn²¹▲	
年	lɛn⁴⁵	
捏	lɛi⁴⁴	
怜	lɛn⁴⁵	
莲	lɛn⁴⁵	
练	lɛn²²	
荐	tsɛn⁴⁴	
节	tsɛi²¹	
节	tsɛi⁴五月~	
千	tsʰɛn⁵¹	
切	tsʰɛi²¹	
前	tsʰɛn⁴⁵	
截	tsʰɛi²¹▲	
先	sɛn⁵¹	
屑	sɛi²¹	木~
屑	sɛi⁴	碎~
肩	kœn⁵¹	
坚	kɛn⁵¹	
见	kɛn⁴⁴	
结	kɛi²¹	
结	kɛi⁴死~	
洁	kɛi²¹	
牵	hɛn⁵¹	
研	ɡɛn⁴⁵	
显	hɛn³²⁴	
贤	hɛn⁴⁵	
现	hɛn²²	
烟	jɛn⁵¹	
燕	jɛn⁴	~子
宴	jɛn⁴⁴	
般	pœn⁵¹	
搬	pœn⁵¹	
半	pœn⁴⁴	
钵	pu⁴	
拨	pʰu²¹▲	
潘	pʰœn⁵¹	
拼	pʰaŋ⁴⁴▲	~命
判	pʰœn⁴⁴	
泼	pʰu²¹	
盘	pœn⁴⁵~点	
盘	pœn⁴	
伴	pœn⁴⁴▲	
叛	pʰœn⁴⁴▲	
馒	bœn²²▲	
满	bœn²¹	
漫	bœn²²	
末	bu⁴	
端	œn⁵¹	
短	œn³²⁴	
锻	tœn²²▲	~炼
脱	tʰu²¹	
团	tœn⁴⁵	
断	tʰœn²¹	~绝
段	tœn²²	
缎	tœn²²	
夺	tʰu²¹▲	
暖	lœn²¹	
卵	lœn⁴	
乱	lœn²²	
钻	tsœn⁴⁴▲	~洞
钻	tsœn⁴	~子
窜	tsʰœn⁴⁴	
酸	sœn⁵¹	
算	sœn⁴⁴	
蒜	sœn⁴⁴	
官	kvœn⁵¹	
观	kvœn⁵¹	参~
管	kvœn³²⁴	
馆	kvœn³²⁴	
灌	kvœn⁴⁴	
冠	kvœn⁴⁴	~军
罐	kvœn⁴⁴	
括	kʰvu²¹▲	包~
宽	kʰvœn⁵¹	
款	kʰvœn³²⁴	
阔	kʰvu²¹	
欢	kʰvœn⁵¹	
唤	hœn²²▲	
完	jyẽ⁴⁵	
丸	jyẽ⁴	
缓	hœn²²	
换	hœn²²	
活	fu⁴⁴	
碗	vœn³²⁴	
顽	ɡœn⁴⁵	
幻	vœn²²	
滑	vie⁴⁴	
猾	vie⁴⁴	
挖	vie²¹	
篡	tsʰyẽ⁴⁴	
闩	sœn⁵¹动词	
闩	sœn⁴名词	
刷	tsʰu²¹~牙▲	
关	kvœn⁵¹	
惯	kvœn⁴⁴	
刮	kvie²¹	
刮	kvie⁴镰~	
还	vœn⁴⁵	~原
环	vœn⁴⁵	
患	vœn²²	
弯	vœn⁵¹	
恋	lœn⁴⁵▲	
劣	løy⁴⁴	
全	tsʰyẽ⁴⁵	
泉	tsʰyẽ⁴⁵	
绝	tsʰøy⁴⁴	
宣	syẽ⁵¹	
选	syẽ³²⁴	
雪	søy²¹	
旋	tsʰyẽ²²	头发~
转	tsyẽ³²⁴▲	~圈
传	tsʰyẽ⁴⁵	~达
传	tsʰyẽ⁴	~话
专	tsyẽ⁵¹	
砖	tsyẽ⁵¹	
穿	tsʰyẽ⁵¹	
串	tsʰyẽ⁴⁴	
船	syẽ⁴⁵火~	
船	syẽ⁴	
说	søy²¹	
软	ɡyẽ²¹	
卷	kyẽ³²⁴	~起
卷	kyẽ³²⁴▲	考~
圈	kʰyẽ⁵¹走一~	
圈	kʰyẽ⁴画~	
拳	kʰyẽ⁴⁵	
权	kʰyẽ⁴⁵	
倦	kʰyẽ²²▲	
圆	jyẽ⁴⁵	
圆	jyẽ⁴汤~	
员	jyẽ⁴⁵	
院	jyẽ³²⁴~长▲	
院	jyẽ⁴~子	
缘	jyẽ⁴⁵	
铅	jyẽ⁴⁵	
沿	jyẽ⁴⁵	
阅	jøy⁴	
反	fœn³²⁴	
贩	fœn⁴	
发	fu²¹	
翻	fœn⁵¹	
烦	fœn⁴⁵	
饭	fœn²²	
罚	fu⁴⁴	
晚	bœn²¹~崽	
晚	bœn⁴三十~	
万	bœn²²	
袜	bu⁴⁴	
劝	kʰyẽ⁴⁴	
元	jyẽ⁴⁵	
原	ɡyẽ⁴⁵	
愿	ɡyẽ²²	
月	ɡøy⁴	
冤	jyẽ⁵¹	
袁	jyẽ⁴⁵	
园	jyẽ⁴⁵	
园	vœn⁴菜~	
远	jyẽ²¹	
越	jøy⁴	
粤	jøy⁴	
决	kʰøy²¹▲	
诀	køy²¹	
缺	kʰøy²¹	
缺	kʰøy⁴断~砖	
血	høy²¹	
悬	jyẽ⁴⁵▲	
玄	jyẽ⁴⁵▲	
县	jyẽ²²▲	
穴	jøy⁴▲	
渊	jyẽ⁵¹	
吞	tʰœn⁵¹	
根	kyẽ⁵¹	
跟	kvaŋ⁵¹~斗	
跟	kaŋ⁵¹	
垦	kʰaŋ³²⁴	
痕	hiẽ⁴⁵	
很	hiẽ³²⁴▲	
恨	hiẽ²²	
恩	yẽ⁵¹	
宾	paŋ⁵¹	
笔	pai⁴	
毕	pai⁴	
必	pai²¹	
匹	pʰai⁴	
贫	paŋ⁴⁵	
频	paŋ⁴⁵	
民	baŋ⁴⁵	
敏	baŋ³²⁴	
密	bai⁴⁴	
蜜	bai⁴⁴	
邻	laŋ⁴⁵	
鳞	laŋ⁴⁵	
栗	løy⁴	
津	tsaŋ⁵¹	
进	tsaŋ⁴⁴	
亲	tsʰaŋ⁵¹	~戚
七	tsʰai²¹	
漆	tsʰai²¹	
秦	tsʰaŋ⁴⁵	
尽	tsʰaŋ²²	
疾	tsʰai⁴⁴	
辛	saŋ⁵¹	
新	saŋ⁵¹	
信	saŋ⁴⁴动词	
信	saŋ⁴名词	
讯	saŋ⁴⁴	
悉	sa²¹▲	
膝	tsʰai²¹▲	
珍	tsaŋ⁵¹	
镇	tsaŋ⁴⁴	
陈	tsʰaŋ⁴⁵	
尘	tsʰaŋ⁴⁵	
阵	tsʰaŋ²²	
侄	tsʰi⁴⁴	
衬	tsʰaŋ⁴⁴	
虱	søy²¹	
真	tsaŋ⁵¹	
诊	tsaŋ³²⁴	
振	tsaŋ⁴	
震	tsaŋ⁴⁴	
震	tsaŋ⁴打硬~	
质	tsi²¹	
神	saŋ⁴⁵	
实	si⁴⁴	
身	saŋ⁵¹	
申	saŋ⁵¹	
伸	saŋ⁵¹	
失	si²¹	
室	si²¹	
晨	saŋ⁴⁵	
臣	saŋ⁴⁵	
肾	saŋ²²	
慎	saŋ²²	
人	ɡaŋ⁴⁵	
人	ɡaŋ⁴老大~	
仁	ɡaŋ⁴⁵	
仁	ɡaŋ⁴眼~	
忍	ɡaŋ²¹	
认	ɡaŋ²²	
日	ɡai⁴⁴~子	
日	ɡai⁴第二~	
巾	kaŋ⁵¹	
紧	kaŋ³²⁴	
吉	kai²¹	
仅	kaŋ³²⁴▲	
银	ɡaŋ⁴▲	
因	jaŋ⁵¹	
印	jaŋ⁴⁴	
印	jaŋ⁴	
乙	jøy⁴	
一	ji²¹	
引	jaŋ³²⁴	
引	jaŋ⁴~火线	
逸	ji⁴⁴	
斤	kaŋ⁵¹	
筋	kaŋ⁵¹	
谨	kaŋ³²⁴	
劲	kaŋ⁴⁴	
勤	kʰaŋ⁴⁵	
芹	kʰaŋ⁴⁵	
近	kʰyẽ²²远~▲	
近	kʰaŋ²²最~	
欣	saŋ⁵¹▲	
殷	jaŋ⁵¹	
隐	jaŋ³²⁴	
奔	paŋ⁵¹	
本	paŋ³²⁴	
不	pu²¹	
盆	paŋ⁴	
笨	paŋ⁴⁴▲	
勃	pu²¹▲	
门	bœn⁴	
闷	baŋ⁴⁵	
没	bau⁴⁴	沉~
墩	aŋ⁵¹	
顿	aŋ⁴⁴	
盾	tʰaŋ³²⁴▲	
钝	tʰaŋ²¹▲	
突	tʰa⁴⁴▲	
嫩	laŋ²²	
论	laŋ²²	议~
尊	tsyẽ⁵¹▲	
卒	tsau⁴	
村	tsʰaŋ⁵¹	
寸	tsʰaŋ⁴⁴	
存	tsʰaŋ⁴⁵	
孙	saŋ⁵¹	
损	saŋ³²⁴	
昆	kʰvaŋ⁵¹▲	
滚	kvaŋ³²⁴	
棍	kvaŋ⁴	
骨	kvu²¹	
坤	kʰvaŋ⁵¹	
捆	kʰvaŋ³²⁴	
困	kʰvaŋ⁴⁴	
窟	fu⁴	
昏	faŋ⁵¹	
婚	faŋ⁵¹	
忽	/	
魂	faŋ⁴⁵	
浑	faŋ⁴⁵	
混	vaŋ²²	相~
温	vaŋ⁵¹	
瘟	vaŋ⁵¹	
稳	vaŋ³²⁴	
伦	laŋ⁴⁵	
轮	laŋ⁴看一~	
轮	laŋ⁴⁵车~	
律	løy⁴⁴	
遵	tsyẽ⁵¹▲	
俊	tsaŋ⁴⁴	
笋	saŋ³²⁴	
迅	saŋ²²▲	
戌	sy⁴⁴	
恤	søy²¹	
旬	saŋ⁴⁵	
巡	tsʰaŋ⁴⁵	
殉	saŋ⁴⁵▲	
准	tsaŋ³²⁴	
春	tsʰaŋ⁵¹~季	
春	tsʰaŋ⁴鸡~	
蠢	tsʰaŋ³²⁴	
出	tsʰy²¹	
唇	saŋ⁴⁵	
顺	saŋ²²	
术	søy⁴	
述	søy⁴	
舜	saŋ⁴⁴	
纯	saŋ⁴⁵	
闰	jaŋ²²	
均	kvaŋ⁵¹	
橘	kiẽ⁴▲	
菌	kʰvaŋ³²⁴细~	
菌	kʰvaŋ⁴蘑菇	
匀	jaŋ⁴⁵	
允	jaŋ³²⁴	
分	faŋ⁵¹	
粉	faŋ³²⁴	
奋	faŋ⁴⁴	
粪	faŋ⁴⁴	
纷	faŋ⁵¹	
坟	faŋ⁴⁵	
愤	faŋ²²	
份	faŋ²²	
佛	fu⁴	
文	baŋ⁴⁵	
闻	baŋ⁴⁵	
蚊	baŋ⁴⁵~帐	
蚊	baŋ⁴	
问	baŋ²²	
物	bau⁴	
君	kvaŋ⁵¹	
军	kvaŋ⁵¹	
屈	vu²¹▲	
群	kʰvaŋ⁴⁵	
裙	kʰvaŋ⁴⁵围~	
裙	kʰvaŋ⁴	
掘	kye²¹▲	
熏	faŋ⁵¹	
勋	faŋ⁵¹	
训	faŋ⁴⁴	
云	jaŋ⁴⁵	
运	jaŋ²²	
晕	jaŋ⁴⁵▲	
帮	poŋ⁵¹	
榜	poŋ³²⁴	
博	pou²¹	
旁	poŋ⁴⁵	
傍	poŋ⁴⁴▲	
薄	pʰou⁴⁴	
忙	boŋ⁴⁵	
蟒	boŋ⁴⁵▲	
莫	bou⁴⁴	
莫	bou²¹约~▲	
膜	bou⁴	
幕	bou⁴⁴	
幕	bou⁴	
当	oŋ⁵¹	
党	oŋ³²⁴	
汤	tʰoŋ⁵¹	
烫	tʰoŋ⁴⁴	
托	tʰou²¹	委~
托	tʰou²¹	~运
堂	toŋ⁴⁵	
唐	toŋ⁴⁵	
糖	toŋ⁴⁵	
塘	toŋ⁴	
荡	toŋ²²	
诺	lou⁴⁴	
郎	loŋ⁴⁵	
郎	loŋ⁴新~	
狼	loŋ⁴⁵	
廊	loŋ⁴⁵	
朗	loŋ³²⁴	
浪	loŋ²²	
落	lou⁴⁴	
落	lou²¹角~头▲	
洛	lou⁴⁴	
乐	lou⁴⁴	快~
络	lou⁴⁴	
脏	tsoŋ⁵¹	肮~
葬	tsoŋ⁴⁴	
作	tsou²¹	
仓	tsʰoŋ⁵¹	
藏	tsʰoŋ⁴⁵	躲
藏	tsʰoŋ²²	西~
脏	tsʰoŋ²²	内~
凿	tsʰou⁴⁴动词	
凿	tsʰou⁴名词	
昨	tsʰoŋ⁴⁵▲	
桑	soŋ⁵¹	
嗓	soŋ³²⁴	
丧	soŋ⁴⁴	~失
索	sou²¹	
刚	koŋ⁵¹	
缸	koŋ⁵¹	
纲	koŋ⁵¹	
钢	koŋ⁴	
各	kou²¹	
阁	kou²¹	
康	kʰoŋ⁵¹	
糠	hoŋ⁵¹	
抗	kʰoŋ⁴⁴	
昂	ɡoŋ³²⁴▲	
行	hoŋ⁴⁵	
行	hoŋ⁴一~字	
航	hoŋ⁴⁵	
鹤	hou⁴⁴	
鹤	hou⁴白~	
恶	ou²¹	凶~
娘	lœn⁴⁵舅~	
娘	lœn⁴酒~	
凉	lœn⁴⁵	
良	lœn⁴⁵	
量	lœn⁴⁵	丈~
粮	lœn⁴⁵	
两	lœn²¹▲	~尺
两	lœn³²⁴▲	二~
亮	lœn²²	
量	lœn²²	重~
略	løy⁴	
将	tsœn⁵¹	~来
浆	tsœn⁵¹	
蒋	tsœn³²⁴	
奖	tsœn³²⁴	
酱	tsœn⁴⁴	
将	tsœn⁴⁴	大~
爵	tsœy⁴	
雀	tsœy⁴	
枪	tsʰœn⁵¹	
抢	tsʰœn³²⁴	
墙	tsʰœn⁴⁵	
匠	tsʰœn²²	
相	sœn⁵¹	互~
箱	sœn⁵¹	
想	sœn³²⁴	
相	sœn⁴⁴	~片
削	sœy²¹	
详	tsʰœn⁴⁵	
祥	tsʰœn⁴⁵	
象	tsʰœn²²	
像	tsʰœn²²	
张	œn⁵¹装	
张	tsœn⁵¹	
长	tsœn³²⁴	成~
涨	œn⁴⁴凸	
涨	tsœn⁴⁴	
帐	tsœn⁴	
账	tsœn⁴⁴	
胀	œn⁴⁴	
着	œy²¹	~衣
畅	tsʰœn⁴⁴	
长	tœn⁴⁵	~短
肠	tsʰoŋ²²▲	
场	tsʰœn⁴⁵	
丈	tsʰœn²²	
仗	tsʰœn²²	
杖	tsʰœn²²	
着	tsʰœy⁴⁴	睡~
庄	tsoŋ⁵¹	
装	tsoŋ⁵¹	
壮	tsoŋ⁴⁴	
疮	tsʰoŋ⁵¹	
闯	tsʰoŋ³²⁴	
创	tsʰoŋ⁴⁴	
床	tsʰoŋ⁴⁵	
状	tsʰoŋ²²	
霜	soŋ⁵¹	
爽	soŋ³²⁴	
章	tsœn⁵¹	
樟	tsœn⁵¹	
掌	tsœn³²⁴	
障	tsœn⁴⁴	
昌	tsʰœn⁵¹	
厂	tsʰœn³²⁴	
唱	tsʰœn⁴⁴	
倡	tsʰœn⁵¹▲	
商	sœn⁵¹	
伤	sœn⁵¹	
赏	sœn³²⁴	
常	sœn⁴⁵	
尝	sœn⁴⁵	
上	sœn²¹	~山
尚	sœn²²高~	
尚	sœn⁴⁴和~	
上	sœn²²	~山
壤	jœn²²	
让	ɡœn²²	
若	jœy⁴⁴	
弱	ɡœy⁴⁴	
疆	kœn⁵¹	
姜	kœn⁵¹	生~
姜	kœn⁵¹	姓~
脚	kœy²¹	
脚	kœy⁴残汁	
却	kʰœy²¹	
强	kʰœn⁴⁵	~大
强	kʰœn³²⁴	勉~
仰	ɡɔŋ³²⁴▲	
虐	lœy⁴▲	
香	hœn⁵¹	
乡	hœn⁵¹	
响	hœn³²⁴	
享	hœn³²⁴	
向	hœn⁴⁴	
央	jœn⁵¹	
秧	jœn⁵¹	bai³²⁴~
秧	jœn⁴	菜~
约	jœy²¹~定	
约	jœy⁴条~	
羊	jœn⁴⁵发~倜	
羊	jœn⁴	
洋	jœn⁴⁵	
杨	jœn⁴⁵	
阳	jœn⁴⁵	
养	jœn²¹	
痒	jœn²¹	
样	jœn²²一~	
样	jœy⁴模~	
药	jœy⁴⁴	
跃	jœy²¹▲	
光	koŋ⁵¹	
广	koŋ³²⁴	
郭	kou²¹	
旷	kʰoŋ⁴⁴	
扩	kʰoŋ⁴⁴▲	
荒	foŋ⁵¹	
慌	foŋ⁵¹	
谎	foŋ⁵¹	
霍	kʰou²¹	
黄	voŋ⁴⁵	
皇	voŋ⁴⁵	
晃	foŋ³²⁴▲	
镬	vou⁴	锅
汪	voŋ⁵¹	姓氏
方	foŋ⁵¹	
放	foŋ⁴⁴	
芳	foŋ⁵¹	
妨	foŋ³²⁴▲	
纺	foŋ³²⁴	
仿	foŋ³²⁴	
访	foŋ³²⁴	
房	foŋ⁴	
防	foŋ⁴⁵	
亡	boŋ⁴⁵	
网	boŋ³²⁴▲	
忘	boŋ⁴⁵▲	
望	boŋ²²	
匡	kʰoŋ⁵¹	
筐	kʰoŋ⁵¹	
狂	kʰoŋ⁴⁵	
况	kʰoŋ⁴⁴	
枉	voŋ³²⁴	
王	voŋ⁴⁵	
往	voŋ³²⁴▲	
旺	voŋ²²	
邦	poŋ⁵¹	
绑	poŋ³²⁴	
剥	pou²¹	
驳	pou²¹	
胖	pʰoŋ⁴⁴	
朴	pʰou²¹	
庞	poŋ⁴⁵	
棒	pʰoŋ³²⁴	
蚌	/	
雹	pʰo⁴▲	
桩	tsoŋ⁵¹	
桌	tsou⁴	
卓	tsʰœy²¹▲	
琢	tsœy²¹▲	
戳	tsʰœy²¹	
撞	tsʰoŋ²²	
浊	tsʰou⁴⁴	
捉	tsou²¹	
窗	tsʰyẽ⁴▲	
镯	tsʰou⁴	
双	soŋ⁵¹	
朔	sou²¹	
江	koŋ⁵¹	
讲	koŋ³²⁴	
港	kaŋ³²⁴	
降	koŋ⁴⁴	下~
觉	kou²¹	感~
角	kou²¹	
角	kou⁴豆~	
腔	kʰoŋ⁵¹	
确	kʰou²¹	
壳	kʰou²¹早~	
壳	kʰou⁴头脑~	
岳	ɡou⁴	
乐	ɡou⁴	音~
降	koŋ⁴⁴▲	投~
项	hoŋ²²	
巷	hoŋ²²	
学	hou⁴⁴~堂	
学	hou⁴放~	
握	ɡie²¹▲	
崩	paŋ⁵¹	
北	pa²¹	
朋	pʰoŋ⁴⁵▲	
墨	bai⁴	
默	bai⁴⁴	
登	aŋ⁵¹	
灯	aŋ⁵¹	
等	aŋ³²⁴	
凳	aŋ⁴	
得	ai²¹	
德	a⁴	
腾	taŋ⁴⁵	
藤	taŋ⁴⁵	
邓	taŋ²²	
特	tʰa⁴⁴	
能	laŋ⁴⁵	
肋	la⁴⁴	
勒	lie⁴⁴▲	~紧
曾	tsaŋ⁵¹	姓~
增	tsaŋ⁵¹	
则	tsa²¹	
曾	tsʰaŋ⁴⁵	~经
层	tsʰaŋ⁴⁵	
赠	tsaŋ⁴⁴▲	
贼	tsʰa⁴⁴	
僧	tsaŋ⁵¹▲	
塞	sa²¹	~住
肯	kʰaŋ³²⁴	
刻	kʰa²¹	
克	kʰa²¹	
黑	ha²¹	
恒	hiẽ⁴⁵▲	
冰	paŋ⁵¹	
逼	pa²¹	
凭	paŋ⁴⁵	
凌	laŋ⁴⁵	
菱	laŋ⁴⁵	
陵	laŋ⁴⁵	
力	la⁴⁴	
即	tsai²¹	
鲫	tsai²¹	
息	sa²¹	
息	sa⁴重孙	
熄	sa²¹	
征	tsaŋ⁵¹	~求
澄	tsʰaŋ⁴⁵	
惩	tsʰaŋ⁴⁵	
直	tsʰa⁴⁴	
值	tsʰa⁴⁴价~	
值	tsʰai⁴⁴~日	
侧	tsa²¹	
测	tsʰai²¹	
色	sa⁴	
蒸	tsaŋ⁵¹	
证	tsaŋ⁴⁴	
症	tsaŋ⁴⁴	
织	tsa²¹	
职	tsa⁴	
称	tsʰaŋ⁵¹	~呼
秤	tsʰaŋ⁴	
乘	saŋ⁴⁵	
绳	saŋ⁴	
剩	saŋ²²	
食	sai⁴⁴	
蚀	sai⁴⁴	
升	saŋ⁵¹	
胜	saŋ⁴⁴	~败
识	sa²¹	
式	sa⁴	
饰	sa⁴	
承	saŋ⁴⁵	
丞	saŋ⁴⁵	
殖	tsʰai⁴⁴▲	
植	tsʰai⁴⁴▲	
扔	in⁵¹▲	
极	kʰai⁴	
兴	haŋ⁵¹	~旺
兴	haŋ⁴⁴	高~
应	jaŋ⁵¹	~该
鹰	jaŋ⁵¹	
应	jaŋ⁴⁴	答~
忆	ji⁴	
亿	ji⁴	
蝇	jaŋ⁴	
孕	jaŋ³²⁴▲	
翼	jei⁴▲	
国	kva⁴	
弘	hoŋ⁴⁵	
或	fa⁴⁴	
域	jøy⁴▲	
百	pi²¹	
柏	pi⁴	
伯	pi⁴	
迫	pa²¹▲	
拍	pʰu²¹	
魄	pʰi²¹	
彭	pʰin⁴⁵	
白	pʰi⁴⁴	
盲	bin⁴⁵	
猛	bin²¹	
孟	baŋ³²⁴▲	
打	ɔu³²⁴▲	
冷	lin⁴⁴	
撑	tsʰin⁴⁴▲	
撑	/	~儿
拆	tsʰi²¹	~开
泽	tsʰi⁴⁴	
择	tsʰi⁴⁴	
窄	tsie²¹	
生	sin⁵¹学~	
生	sin⁴后~	
牲	sin⁵¹	
甥	sin⁵¹	
省	saŋ³²⁴	~长
省	saŋ³²⁴	节~
更	kin⁵¹	五~
粳	kin⁵¹	
庚	kin⁵¹	
哽	kin³²⁴	
梗	kvin³²⁴	
更	kin⁴⁴	~加
格	ki²¹~外	
格	ki⁴及~	
坑	hin⁵¹	
客	kʰi²¹	
硬	ɡin²²	
额	ɡi⁴	
吓	hi²¹	恐~
行	haŋ⁴⁵	~为
衡	haŋ⁴⁵	
杏	/	
掰	bɛi²¹	
棚	poŋ⁴⁵▲	
萌	baŋ⁴⁵	
麦	bi⁴	
脉	bi⁴⁴	
摘	tsi²¹	
橙	tsʰin⁴⁴	~子
争	tsin⁵¹	
睁	tsin⁵¹	
责	tsi⁴	
策	tsʰi⁴	
册	tsʰi⁴	
耕	kin⁵¹	
耿	kaŋ³²⁴	
革	ki²¹	
隔	ki²¹	
幸	haŋ²²	
核	vu⁴▲	果~
鹦	jaŋ⁵¹	
轭	ji²¹	牛~
兵	paŋ⁵¹	
丙	paŋ³²⁴	
柄	pin⁴	
碧	pi²¹	
平	pin⁴⁵~地	
平	paŋ⁴⁵和~	
坪	pin⁴	
评	paŋ⁴⁵	
病	pin²²	
