ID	IPA	simp	trad	detail	piŋyiŋ	调类
	ȵy⁴⁵	女	女			ȵy3
	ɕy⁵³	书	書			ɕy1
	ɕy⁵³	舒	舒			ɕy1
	ɕy⁵³	嘘	噓			ɕy1
	ɕy⁵³	虚	虛			ɕy1
	ɕy⁵³	输	輸	～贏		ɕy1
	ɕy⁵³	戍	戍			ɕy1
	ɕy⁵³	输	輸	運～		ɕy1
	ɕy⁴⁵	暑	暑			ɕy3
	ɕy⁴⁵	庶	庶			ɕy3
	ʑy²¹³	汝	汝			ʑy6
	ɕy⁴⁵	许	許			ɕy3
	ɕy⁴⁵	水	水			ɕy3
	ɕy⁴³⁴	恕	恕			ɕy5A
	ʑy²⁴	署	署			ʑy6
	ʑy²⁴	薯	薯			ʑy6
	si⁴⁵	荽	荽	芫～菜：香菜		si3
	ʑy³¹	如	如			ʑy2
	ʑy³¹	儒	儒			ʑy2
	ʑy²⁴	竖	豎			ʑy6
	ʑy²⁴	竖	竪			ʑy6
	ʑy²⁴	树	樹			ʑy6
	ʑy²⁴	乳	乳			ʑy6
	ɦy³¹	鱼	魚			ɦy2
	ɦy³¹	渔	漁			ɦy2
	ɦy³¹	于	于	鳳凰～飛，單～		ɦy2
	ɦy³¹	于	亏			ɦy2
	ɦy³¹	于	於			ɦy2
	ɦy³¹	俞	俞			ɦy2
	ɦy³¹	俞	兪			ɦy2
	ɦy³¹	余	余	姓		ɦy2
	ɦy³¹	余	餘			ɦy2
	ɦy³¹	愚	愚			ɦy2
	ɦy³¹	虞	虞			ɦy2
	ɦy³¹	娱	娛			ɦy2
	ɦy³¹	迂	迂			ɦy2
	ɦy³¹	盂	盂			ɦy2
	ɦy³¹	榆	榆			ɦy2
	ɦy³¹	逾	逾			ɦy2
	ɦy³¹	愉	愉			ɦy2
	ɦy³¹	予	予			ɦy2
	ɦy²⁴	御	御			ɦy6
	ɦy²⁴	御	禦	防～		ɦy6
	ɦy²⁴	与	與			ɦy6
	ɦy²⁴	豫	豫			ɦy6
	ɦy²⁴	预	預			ɦy6
	ɦy²⁴	誉	譽			ɦy6
	ɦy²⁴	遇	遇			ɦy6
	ɦy²⁴	寓	寓			ɦy6
	ɦy²⁴	芋	芋			ɦy6
	ɦy²⁴	愈	愈			ɦy6
	ɦy²⁴	愈	癒			ɦy6
	ɦy²⁴	喻	喻			ɦy6
	ɦy²⁴	裕	裕			ɦy6
	y⁴³⁴	喂	餵	～媽媽：餵奶		y5A
	y⁵³	於	於	姓		y1
	y⁵³	淤	淤			y1
	y⁴⁵	语	語			y3
	y⁴⁵	雨	雨			y3
	y⁴⁵	宇	宇			y3
	y⁴⁵	禹	禹			y3
	y⁴⁵	羽	羽			y3
	pɪ⁵³	蓖	蓖	～麻		pɪ1
	pɪ⁵³	篦	篦	～几：梳頭用的篦子		pɪ1
	pɪ⁵³	鞭	鞭			pɪ1
	pɪ⁵³	编	編			pɪ1
	pɪ⁵³	边	邊			pɪ1
	pɪ⁵³	边	邉			pɪ1
	pɪ⁵³	蝙	蝙			pɪ1
	pɪ⁴⁵	贬	貶			pɪ3
	pɪ⁴⁵	扁	扁			pɪ3
	pɪ⁴⁵	匾	匾			pɪ3
	pɪ⁴³⁴	变	變			pɪ5A
	pʰɪ⁵³	篇	篇			pʰɪ1
	pʰɪ⁵³	偏	偏			pʰɪ1
	pʰɪ³¹²	骗	騙			pʰɪ5B
	pʰɪ³¹²	遍	遍	普～		pʰɪ5B
	pɪ⁴³⁴	遍	遍	一～		pɪ5A
	pʰɪ³¹²	片	片			pʰɪ5B
	bɪ³¹	便	便	～宜		bɪ2
	bɪ²⁴	辨	辨			bɪ6
	bɪ²⁴	辩	辯			bɪ6
	bɪ²⁴	汴	汴			bɪ6
	bɪ²⁴	便	便	方～		bɪ6
	bɪ²⁴	辫	辮			bɪ6
	mɪ³¹	棉	棉			mɪ2
	mɪ³¹	绵	綿			mɪ2
	mɪ³¹	绵	緜			mɪ2
	mɪ³¹	眠	眠			mɪ2
	mɪ⁴⁵	免	免			mɪ3
	mɪ⁴⁵	免	免			mɪ3
	mɪ⁴⁵	勉	勉			mɪ3
	mɪ⁴⁵	娩	娩			mɪ3
	mɪ⁴⁵	腼	腼	～腆		mɪ3
	mɪ⁴⁵	䩄	靦	～覥		mɪ3
	mɪ²⁴	面	面	～子，揩～		mɪ6
	mɪ²⁴	面	麪	～條		mɪ6
	mɪ²⁴	面	麵	～條		mɪ6
	mɪ²⁴	缅	緬			mɪ6
	tɪ⁵³	掂	掂			tɪ1
	tɪ⁵³	巔	巔			tɪ1
	tɪ⁵³	巔	巓			tɪ1
	tɪ⁵³	颠	顛			tɪ1
	tɪ⁵³	癫	癲			tɪ1
	tɪ⁴⁵	点	點			tɪ3
	tɪ⁴⁵	典	典			tɪ3
	tɪ⁴³⁴	店	店			tɪ5A
	tʰɪ⁵³	添	添			tʰɪ1
	tʰɪ⁵³	天	天			tʰɪ1
	tʰɪ⁴⁵	觍	覥	靦～		tʰɪ3
	tʰɪ⁴⁵	腆	腆	腼～		tʰɪ3
	tʰɪ⁴⁵	舔	舔			tʰɪ3
	tʰɪ³¹²	掭	掭	～毛筆		tʰɪ5B
	dɪ³¹	甜	甜			dɪ2
	dɪ³¹	田	田			dɪ2
	dɪ³¹	填	填			dɪ2
	dɪ³¹	填	塡			dɪ2
	dɪ²⁴	电	電			dɪ6
	dɪ²⁴	殿	殿			dɪ6
	dɪ²⁴	奠	奠			dɪ6
	dɪ²⁴	垫	墊			dɪ6
	dɪ²⁴	淀	淀			dɪ6
	dɪ²⁴	淀	澱			dɪ6
	diŋ²⁴	淀	澱	（又）～粉		diŋ6
	dɪ²⁴	靛	靛			dɪ6
	lɪ³¹	廉	廉			lɪ2
	lɪ³¹	镰	鐮			lɪ2
	lɪ³¹	镰	鎌			lɪ2
	lɪ³¹	帘	簾			lɪ2
	lɪ³¹	连	連			lɪ2
	lɪ³¹	联	聯			lɪ2
	lɪ³¹	鲢	鰱			lɪ2
	lɪ³¹	怜	憐			lɪ2
	lɪ³¹	怜	怜			lɪ2
	lɪ³¹	莲	蓮			lɪ2
	lɪ⁴⁵	殓	殮			lɪ3
	lɪ⁴⁵	脸	臉			lɪ3
	lɪ²⁴	敛	斂			lɪ6
	lɪ²⁴	练	練			lɪ6
	lɪ²⁴	炼	煉			lɪ6
	lɪ²⁴	炼	鍊			lɪ6
	lɪ²⁴	链	鍊			lɪ6
	lɪ²⁴	链	鏈			lɪ6
	lɪ²⁴	楝	楝			lɪ6
	lɪ²⁴	恋	戀			lɪ6
	tsɪ⁵³	尖	尖			tsɪ1
	tsɪ⁵³	煎	煎			tsɪ1
	tsɪ⁴⁵	剪	剪			tsɪ3
	tsɪ⁴³⁴	箭	箭			tsɪ5A
	tsɪ⁴³⁴	荐	荐			tsɪ5A
	tsɪ⁴³⁴	荐	薦			tsɪ5A
	tsʰɪ⁵³	歼	殲			tsʰɪ1
	tsʰɪ⁵³	签	簽	～名		tsʰɪ1
	tsʰɪ⁵³	签	籤	書～		tsʰɪ1
	tsʰɪ⁵³	纤	纖	～維		tsʰɪ1
	tsʰɪ⁵³	千	千			tsʰɪ1
	tsʰɪ⁵³	千	韆	鞦～		tsʰɪ1
	tsʰɪ⁵³	迁	遷			tsʰɪ1
	tsʰɪ⁴⁵	浅	淺			tsʰɪ3
	zɪ³¹	潜	潛			zɪ2
	zɪ³¹	钱	錢			zɪ2
	zɪ³¹	全	全			zɪ2
	zɪ³¹	泉	泉			zɪ2
	zɪ²⁴	渐	漸			zɪ6
	zɪ²⁴	践	踐			zɪ6
	zɪ²⁴	贱	賤			zɪ6
	zɪ²⁴	饯	餞			zɪ6
	sɪ⁵³	仙	仙			sɪ1
	sɪ⁵³	仙	僊			sɪ1
	sɪ⁵³	跹	躚	翩～		sɪ1
	sɪ⁵³	鲜	鮮			sɪ1
	sɪ⁵³	先	先			sɪ1
	sɪ⁵³	宣	宣			sɪ1
	ɕiɤ⁵³	喧	喧			ɕiɤ1
	sɪ⁴⁵	癣	癬			sɪ3
	sɪ⁴⁵	选	選			sɪ3
	sɪ⁴³⁴	线	線			sɪ5A
	sɪ⁴³⁴	线	綫			sɪ5A
	sɪ⁴³⁴	腺	腺			sɪ5A
	zɪ³¹	前	前			zɪ2
	zɪ³¹	旋	旋	～鑿：螺絲刀		zɪ2
	zɪ²⁴	贱	賤			zɪ6
	zɪ²⁴	羡	羨			zɪ6
	ɪ⁴⁵	呕	嘔	又		ɪ3
	ɪ⁴³⁴	怄	慪	又		ɪ5A
	tɕiɪ⁵³	兼	兼			tɕiɪ1
	tɕiɪ⁵³	搛	搛	～菜		tɕiɪ1
	tɕiɪ⁵³	间	間	中～，～隔		tɕiɪ1
	tɕiɪ⁵³	间	閒	中～，～隔		tɕiɪ1
	tɕiɪ⁵³	艰	艱			tɕiɪ1
	tɕiɪ⁵³	奸	奸			tɕiɪ1
	tɕiɪ⁵³	奸	姦			tɕiɪ1
	tɕiɪ⁵³	涧	澗			tɕiɪ1
	tɕiɪ⁵³	涧	㵎			tɕiɪ1
	tɕiɪ⁵³	肩	肩			tɕiɪ1
	tɕiɪ⁵³	坚	堅			tɕiɪ1
	tɕiɪ⁵³	鉴	鑒			tɕiɪ1
	tɕiɪ⁵³	鉴	鑑			tɕiɪ1
	tɕiɪ⁴⁵	检	檢			tɕiɪ3
	tɕiɪ⁴⁵	简	簡			tɕiɪ3
	tɕiɪ⁴⁵	简	𥳑			tɕiɪ3
	tɕiɪ⁴⁵	柬	柬			tɕiɪ3
	tɕiɪ⁴⁵	茧	繭			tɕiɪ3
	tɕiɪ⁴⁵	趼	趼	足底硬皮		tɕiɪ3
	tɕiɪ⁴³⁴	剑	劍			tɕiɪ5A
	tɕiɪ⁴³⁴	剑	劎			tɕiɪ5A
	tɕiɪ⁴³⁴	剑	劒			tɕiɪ5A
	tɕiɪ⁴³⁴	剑	劔			tɕiɪ5A
	tɕiɪ⁴³⁴	谏	諫			tɕiɪ5A
	tɕiɪ⁴³⁴	锏	鐧	殺手～		tɕiɪ5A
	tɕiɪ⁴³⁴	锏	鐗	殺手～		tɕiɪ5A
	tɕiɪ⁴³⁴	建	建			tɕiɪ5A
	tɕiɪ⁴³⁴	见	見			tɕiɪ5A
	tɕʰiɪ⁵³	谦	謙			tɕʰiɪ1
	tɕʰiɪ⁵³	牵	牽			tɕʰiɪ1
	tɕʰiɪ⁴⁵	遣	遣			tɕʰiɪ3
	tɕʰiɪ³¹²	纤	縴	～繩		tɕʰiɪ5B
	tɕʰiɪ³¹²	芡	芡			tɕʰiɪ5B
	tɕʰiɪ³¹²	欠	欠			tɕʰiɪ5B
	tɕʰiɪ³¹²	舰	艦			tɕʰiɪ5B
	tɕʰiɪ³¹²	歉	歉			tɕʰiɪ5B
	dʑiɪ³¹	钳	鉗			dʑiɪ2
	dʑiɪ³¹	乾	乾			dʑiɪ2
	dʑiɪ³¹	虔	虔			dʑiɪ2
	dʑiɪ³¹	掮	掮			dʑiɪ2
	dʑiɪ²⁴	俭	儉			dʑiɪ6
	dʑiɪ²⁴	件	件			dʑiɪ6
	dʑiɪ²⁴	犍	犍			dʑiɪ6
	dʑiɪ²⁴	键	鍵			dʑiɪ6
	dʑiɪ²⁴	健	健			dʑiɪ6
	ȵiɪ⁵³	拈	拈			ȵiɪ1
	ȵiɪ³¹	黏	黏			ȵiɪ2
	ȵiɪ³¹	粘	粘			ȵiɪ2
	ȵiɪ³¹	严	嚴			ȵiɪ2
	ȵiɪ³¹	鲇	鮎			ȵiɪ2
	ȵiɪ³¹	鲇	鯰			ȵiɪ2
	ȵiɪ³¹	年	年			ȵiɪ2
	ȵiɪ³¹	妍	妍			ȵiɪ2
	ȵiɪ³¹	妍	姸			ȵiɪ2
	ȵiɪ³¹	研	研			ȵiɪ2
	ȵiɪ³¹	研	硏			ȵiɪ2
	ȵiɪ³¹	岩	巖	《夢遊天姥吟留別》千巖萬轉路不定		ȵiɪ2
	ȵiɪ³¹	岩	岩			ȵiɪ2
	ȵiɪ⁴⁵	撚	撚	《琵琶行》輕攏慢撚撥復挑		ȵiɪ3
	ȵiɪ⁴⁵	碾	碾			ȵiɪ3
	ȵiɪ⁴⁵	捻	捻			ȵiɪ3
	ȵiɪ⁴⁵	撵	攆			ȵiɪ3
	ȵiɪ⁴⁵	染	染			ȵiɪ3
	ȵiɪ²⁴	验	驗			ȵiɪ6
	ȵiɪ²⁴	俨	儼			ȵiɪ6
	ȵiɪ²⁴	廿	廿	～二：二十二		ȵiɪ6
	ȵiɪ²⁴	念	念			ȵiɪ6
	ȵiɪ²⁴	念	唸	～書		ȵiɪ6
	ȵiɪ²⁴	砚	硯			ȵiɪ6
	ɕiɪ⁵³	轩	軒			ɕiɪ1
	ɕiɪ⁵³	掀	掀			ɕiɪ1
	ɕiɪ⁴⁵	险	險			ɕiɪ3
	ɕiɪ⁴⁵	显	顯			ɕiɪ3
	ɕiɪ⁴⁵	蚬	蜆			ɕiɪ3
	ɕiɪ⁴³⁴	宪	憲			ɕiɪ5A
	ɕiɪ⁴³⁴	献	獻			ɕiɪ5A
	ɦiɪ³¹	炎	炎			ɦiɪ2
	ɦiɪ³¹	芫	芫	～荽菜：香菜		ɦiɪ2
	ɦiɪ³¹	盐	鹽			ɦiɪ2
	ɦiɪ³¹	檐	簷			ɦiɪ2
	ɦiɪ³¹	檐	檐			ɦiɪ2
	ɦiɪ³¹	闫	閆			ɦiɪ2
	ɦiɪ³¹	阎	閻			ɦiɪ2
	ɦiɪ³¹	嫌	嫌			ɦiɪ2
	ɦiɪ³¹	涎	涎			ɦiɪ2
	ɦiɪ³¹	延	延			ɦiɪ2
	ɦiɪ³¹	筵	筵			ɦiɪ2
	ɦiɪ³¹	衍	衍			ɦiɪ2
	ɦiɪ³¹	言	言			ɦiɪ2
	ɦiɪ³¹	贤	賢			ɦiɪ2
	ɦiɪ³¹	弦	弦			ɦiɪ2
	ɦiɪ³¹	弦	絃			ɦiɪ2
	ɦiɪ³¹	舷	舷			ɦiɪ2
	ɦiɪ³¹	沿	沿			ɦiɪ2
	ɦiɪ³¹	咸	咸	～陽		ɦiɪ2
	ɦiɪ³¹	陷	陷			ɦiɪ2
	ɦiɪ³¹	衔	銜			ɦiɪ2
	ɦiɪ³¹	颜	顏			ɦiɪ2
	ɦiɪ³¹	颜	顔			ɦiɪ2
	ɦiɪ²⁴	艳	艷			ɦiɪ6
	ɦiɪ²⁴	艳	豔			ɦiɪ6
	ɦiɪ²⁴	焰	焰			ɦiɪ6
	ɦiɪ²⁴	彦	彥			ɦiɪ6
	ɦiɪ²⁴	谚	諺			ɦiɪ6
	ɦiɪ²⁴	现	現			ɦiɪ6
	iɪ⁵³	咽	咽	～喉		iɪ1
	iɪ⁵³	淹	淹			iɪ1
	iɪ⁵³	腌	醃			iɪ1
	iɪ⁵³	烟	烟			iɪ1
	iɪ⁵³	烟	煙			iɪ1
	iɪ⁵³	烟	菸	香～		iɪ1
	iɪ⁵³	胭	胭			iɪ1
	iɪ⁵³	蔫	蔫	花～落個哩：花枯萎了		iɪ1
	iɪ⁴⁵	演	演			iɪ3
	iɪ⁴⁵	魇	魘	夢～		iɪ3
	iɪ⁴³⁴	厌	厭			iɪ5A
	iɪ⁴³⁴	堰	堰			iɪ5A
	iɪ⁵³	燕	燕	～京		iɪ1
	iɪ⁴³⁴	燕	燕	～子		iɪ5A
	iɪ⁴³⁴	咽	咽			iɪ5A
	iɪ⁴³⁴	咽	嚥			iɪ5A
	iɪ⁴³⁴	宴	宴			iɪ5A
	iɪ⁴³⁴	雁	雁			iɪ5A
	iɪ⁴³⁴	赝	贗			iɪ5A
	iɪ⁴³⁴	赝	贋			iɪ5A
	pai⁵³	贝	貝			pai1
	pai⁵³	杯	杯			pai1
	pai⁵³	杯	盃			pai1
	pai⁵³	背	背	～書包（動詞）		pai1
	pai⁵³	背	揹	～書包（動詞）		pai1
	pai⁵³	碑	碑			pai1
	pai⁵³	卑	卑			pai1
	pai⁵³	悲	悲			pai1
	pai⁴³⁴	辈	輩			pai5A
	pai⁴³⁴	背	背	後～（名詞）		pai5A
	pai⁴³⁴	臂	臂	手～		pai5A
	pi⁴³⁴	臂	臂	又		pi5A
	pʰai⁵³	胚	胚			pʰai1
	pʰai⁵³	坯	坯			pʰai1
	pʰei⁵³	剖	剖			pʰei1
	pʰəɯ⁵³	剖	剖			pʰəɯ1
	pʰai³¹²	配	配			pʰai5B
	bai³¹	培	培			bai2
	bai³¹	陪	陪			bai2
	bai³¹	赔	賠			bai2
	bai³¹	裴	裴			bai2
	bai³¹	裴	裵			bai2
	bai²⁴	倍	倍			bai6
	bai²⁴	佩	佩			bai6
	bai²⁴	背	背	～誦（動詞）		bai6
	bai²⁴	焙	焙			bai6
	bai²⁴	痱	痱			bai6
	mai³¹	眉	眉			mai2
	mai³¹	梅	梅			mai2
	mai³¹	枚	枚			mai2
	mai³¹	玫	玫			mai2
	mai³¹	媒	媒			mai2
	mai³¹	煤	煤			mai2
	mai³¹	莓	莓			mai2
	mai³¹	楣	楣	倒～，門～		mai2
	mai³¹	霉	霉	～雨		mai2
	mai³¹	霉	黴	發～		mai2
	mei³¹	谋	謀			mei2
	mai⁴⁵	每	每			mai3
	mai⁴⁵	美	美			mai3
	mei⁴⁵	某	某			mei3
	mai²⁴	妹	妹			mai6
	mai²⁴	魅	魅			mai6
	mai²⁴	昧	昧			mai6
	mai²⁴	媚	媚			mai6
	mai²⁴	寐	寐			mai6
	mei²⁴	茂	茂			mei6
	mei²⁴	贸	貿			mei6
	fei⁴⁵	否	否			fei3
	vei³¹	浮	浮	形容詞，浮躁：～尸（指辦事不穩重的人）		vei2
	tai⁵³	堆	堆			tai1
	tei⁵³	兜	兜			tei1
	tei⁵³	丢	丟			tei1
	tei⁴⁵	抖	抖			tei3
	tei⁴⁵	陡	陡			tei3
	tai⁴³⁴	对	對			tai5A
	tei⁴⁵	斗	斗	抽～		tei3
	tei⁴³⁴	斗	鬥	爭～		tei5A
	tei⁴³⁴	斗	鬭	爭～		tei5A
	tei⁴³⁴	斗	鬬	爭～		tei5A
	tei⁴³⁴	斗	鬪	爭～		tei5A
	tʰai⁵³	推	推			tʰai1
	tʰei⁵³	偷	偷			tʰei1
	tʰai⁴⁵	腿	腿			tʰai3
	tʰai³¹²	退	退			tʰai5B
	dai³¹	颓	頹			dai2
	dai³¹	颓	頽			dai2
	tʰai³¹²	蜕	蛻			tʰai5B
	tʰei³¹²	透	透			tʰei5B
	dei³¹	头	頭			dei2
	dei³¹	投	投			dei2
	dai²⁴	队	隊			dai6
	dai²⁴	兑	兌			dai6
	dei²⁴	豆	豆			dei6
	dei²⁴	逗	逗			dei6
	dei²⁴	痘	痘			dei6
	nai²⁴	内	內			nai6
	zai²⁴	芮	芮			zai6
	lei⁵³	溜	溜			lei1
	lei⁵³	溜	澑			lei1
	lei³¹	流	流	又		lei2
	lei³¹	刘	劉			lei2
	lei³¹	留	留			lei2
	lei³¹	留	畱			lei2
	lei³¹	榴	榴			lei2
	lei³¹	榴	橊			lei2
	lei³¹	硫	硫			lei2
	lei³¹	琉	琉			lei2
	lai³¹	雷	雷			lai2
	lai³¹	擂	擂			lai2
	lei³¹	楼	樓			lei2
	lei⁴⁵	柳	柳	又		lei3
	lei⁴⁵	柳	桺			lei3
	lai⁴⁵	儡	儡			lai3
	lai⁴⁵	垒	壘			lai3
	lei⁴⁵	搂	摟			lei3
	lei²⁴	馏	餾			lei6
	lei²⁴	馏	𩞷			lei6
	lai²⁴	类	類			lai6
	lei²⁴	漏	漏	～落（不小心遺失了，弄丟了）		lei6
	lei²⁴	陋	陋			lei6
	tsai⁵³	追	追			tsai1
	tsai⁵³	锥	錐			tsai1
	tsei⁵³	昼	晝			tsei1
	tsei⁵³	邹	鄒			tsei1
	tsei⁵³	周	周			tsei1
	tsei⁵³	周	週			tsei1
	tsei⁵³	舟	舟			tsei1
	tsei⁵³	州	州			tsei1
	tsei⁵³	洲	洲			tsei1
	tsi⁴⁵	嘴	嘴			tsi3
	tsei⁴⁵	走	走			tsei3
	tsai⁴³⁴	缀	綴			tsai5A
	tsai⁴³⁴	赘	贅			tsai5A
	tsai⁴³⁴	醉	醉	又		tsai5A
	tsei⁴³⁴	奏	奏			tsei5A
	tsei⁴³⁴	皱	皺			tsei5A
	tsei⁴³⁴	绉	縐	～巴巴		tsei5A
	tsei⁴³⁴	咒	咒			tsei5A
	tsei⁴³⁴	咒	呪			tsei5A
	tsei⁴⁵	帚	帚	苕～		tsei3
	tsai⁴³⁴	最	最			tsai5A
	tsʰei⁵³	催	催			tsʰei1
	tsʰei⁵³	崔	崔			tsʰei1
	tsʰai⁵³	吹	吹	（文）		tsʰai1
	tsʰai⁵³	炊	炊			tsʰai1
	tsʰei⁵³	抽	抽			tsʰei1
	tsʰei⁴⁵	丑	丑	小～		tsʰei3
	tsʰei⁴⁵	丑	醜			tsʰei3
	tsʰai³¹²	脆	脆			tsʰai5B
	tsʰi³¹²	脆	脆			tsʰi5B
	tsʰai³¹²	翠	翠			tsʰai5B
	tsʰei³¹²	凑	湊			tsʰei5B
	tsʰei³¹²	臭	臭			tsʰei5B
	zai³¹	垂	垂	又		zai2
	zi³¹	垂	垂	～下來		zi2
	dzai³¹	槌	槌			dzai2
	dzai³¹	锤	錘			dzai2
	zai³¹	谁	誰			zai2
	dzei³¹	绸	綢			dzei2
	dzei³¹	稠	稠			dzei2
	dzei³¹	筹	籌			dzei2
	dzei³¹	仇	讎			dzei2
	dzei³¹	仇	讐			dzei2
	dzei³¹	仇	仇			dzei2
	dzei³¹	酬	酬			dzei2
	dzei³¹	柔	柔			dzei2
	dzai²⁴	罪	罪	犯～		dzai6
	dzai²⁴	罪	辠	犯～		dzai6
	zai²⁴	罪	罪	～過人：可憐		zai6
	zai²⁴	罪	辠	～過人：可憐		zai6
	zai²⁴	睡	睡			zai6
	zai²⁴	瑞	瑞			zai6
	zai²⁴	遂	遂			zai6
	zai²⁴	隧	隧			zai6
	zai²⁴	穗	穗			zai6
	zai²⁴	坠	墜			zai6
	zei²⁴	纣	紂			zei6
	zei²⁴	宙	宙			zei6
	dzei²⁴	冑	冑	甲～		dzei6
	dzei²⁴	胄	胄	～裔，貴～		dzei6
	dzei²⁴	骤	驟			dzei6
	sai⁵³	虽	雖			sai1
	si⁵³	尿	尿			si1
	sei⁵³	搜	搜			sei1
	sei⁵³	飕	颼			sei1
	sei⁵³	馊	餿			sei1
	sei⁵³	收	收			sei1
	sei⁴⁵	手	手			sei3
	sei⁴⁵	首	首			sei3
	sei⁴⁵	守	守			sei3
	sai⁴³⁴	碎	碎			sai5A
	sai⁴³⁴	岁	歲			sai5A
	sai⁴³⁴	岁	歳			sai5A
	sai⁴³⁴	税	稅			sai5A
	sai⁴³⁴	锐	銳	～角		sai5A
	sai⁴³⁴	锐	鋭	～角		sai5A
	zai²⁴	锐	銳	～氣		zai6
	zai²⁴	锐	鋭	～氣		zai6
	huai⁴³⁴	秽	穢			huai5A
	ɦuai²⁴	秽	穢			ɦuai6
	sei⁴³⁴	艘	艘			sei5A
	zai⁴³⁴	粹	粹			zai6
	sei⁴³⁴	嗽	嗽			sei5A
	sei⁴³⁴	瘦	瘦			sei5A
	sei⁴³⁴	漱	漱	咳～		sei5A
	sei⁴³⁴	兽	獸			sei5A
	zai³¹	随	隨			zai2
	zai³¹	隋	隋			zai2
	zei³¹	愁	愁			zei2
	zei²⁴	受	受			zei6
	zei²⁴	寿	壽			zei6
	zei²⁴	授	授			zei6
	zei²⁴	售	售			zei6
	kei⁵³	沟	溝			kei1
	kei⁵³	勾	勾	～當，～銷		kei1
	kei⁵³	勾	句			kei1
	kei⁵³	钩	鉤			kei1
	kei⁵³	钩	鈎			kei1
	kei⁴⁵	狗	狗			kei3
	kei⁴⁵	苟	苟			kei3
	kei⁴³⁴	够	夠			kei5A
	kei⁴³⁴	构	構			kei5A
	kei⁴³⁴	购	購			kei5A
	kʰei⁵³	抠	摳			kʰei1
	kʰei⁴⁵	口	口			kʰei3
	tɕʰi³¹²	去	去	（白）		tɕʰi5B
	kʰei³¹²	扣	扣			kʰei5B
	kʰei³¹²	寇	寇			kʰei5B
	ɡei²⁴	厚	厚			ɡei6
	ŋei⁴⁵	藕	藕			ŋei3
	ŋei⁴⁵	偶	偶	配～，～然		ŋei3
	hei⁴³⁴	鲎	鱟	彩虹		hei5A
	ɦʰei³¹	侯	侯			ɦʰei2
	ɦʰei³¹	喉	喉			ɦʰei2
	ɦʰei³¹	猴	猴			ɦʰei2
	ɦʰei³¹	瘊	瘊			ɦʰei2
	ɦʰei²⁴	后	后	皇～		ɦʰei6
	ɦʰei²⁴	后	後	～底：後面		ɦʰei6
	ɦʰei²⁴	候	候			ɦʰei6
	ei⁵³	欧	歐			ei1
	ei⁵³	鸥	鷗			ei1
	ei⁵³	殴	毆			ei1
	ei⁴⁵	呕	嘔	當表示嘔吐時，申港衹單說嘔，不說嘔吐。		ei3
	ei⁴³⁴	怄	慪			ei5A
	kuai⁵³	圭	圭			kuai1
	kuai⁵³	闺	閨			kuai1
	kuai⁵³	规	規			kuai1
	kuai⁵³	龟	龜			kuai1
	kuai⁵³	归	歸			kuai1
	kuai⁴⁵	诡	詭			kuai3
	kuai⁴⁵	轨	軌			kuai3
	kuai⁴⁵	鬼	鬼			kuai3
	kuai⁴³⁴	会	會	～計		kuai5A
	kuai⁴³⁴	刽	劊			kuai5A
	kuai⁴³⁴	桂	桂			kuai5A
	kuai⁴³⁴	贵	貴			kuai5A
	kʰuai⁵³	盔	盔			kʰuai1
	kʰuai⁵³	魁	魁			kʰuai1
	kʰuai⁵³	傀	傀			kʰuai1
	kʰuai⁵³	奎	奎			kʰuai1
	kʰuai⁵³	亏	虧			kʰuai1
	kʰuai³¹²	块	塊			kʰuai5B
	kʰuai³¹²	喟	喟	～嘆		kʰuai5B
	ɡuai³¹	癸	癸			ɡuai2
	ɡuai³¹	逵	逵			ɡuai2
	ɡuai³¹	葵	葵	又		ɡuai2
	ɡuai²⁴	溃	潰			ɡuai6
	ɡuai²⁴	跪	跪			ɡuai6
	ɡuai²⁴	柜	櫃			ɡuai6
	huai⁵³	恢	恢			huai1
	huai⁵³	灰	灰			huai1
	huai⁵³	麾	麾			huai1
	huai⁵³	挥	揮			huai1
	huai⁵³	辉	輝			huai1
	huai⁵³	晖	暉			huai1
	huai⁵³	徽	徽			huai1
	huai⁴⁵	悔	悔			huai3
	huai⁴⁵	毁	毀			huai3
	huai⁴⁵	毁	燬			huai3
	huai⁴⁵	毁	譭			huai3
	huai⁴⁵	毁	䛼			huai3
	huai⁴³⁴	晦	晦			huai5A
	ɦuai³¹	桅	桅			ɦuai2
	bai³¹	徘	徘	～徊		bai2
	ɦuai³¹	徊	徊	徘～		ɦuai2
	ɦuai³¹	回	回	一～		ɦuai2
	ɦuai³¹	回	囘			ɦuai2
	ɦuai³¹	回	迴	～轉		ɦuai2
	ɦuai³¹	回	廻	～轉		ɦuai2
	ɦuai³¹	茴	茴			ɦuai2
	ɦuai³¹	危	危			ɦuai2
	ɦuai³¹	为	爲	行～		ɦuai2
	ɦuai³¹	为	為			ɦuai2
	ɦuai³¹	违	違			ɦuai2
	ɦuai³¹	围	圍			ɦuai2
	ɦuai²⁴	汇	匯	～合		ɦuai6
	ɦuai²⁴	汇	滙	～合		ɦuai6
	ɦuai²⁴	汇	彙	詞～		ɦuai6
	ɦuai²⁴	会	會			ɦuai6
	ɦuai²⁴	绘	繪			ɦuai6
	ɦuai²⁴	卫	衛			ɦuai6
	ɦuai²⁴	卫	衞			ɦuai6
	ɦuai²⁴	卫	䘙			ɦuai6
	ɦuai²⁴	彗	彗			ɦuai6
	ɦuai²⁴	惠	惠			ɦuai6
