	注释：-白读，=文读
ɕ	[55]辛欣乡箱厢兴{～旺}鉎{锈}□{～猪：种公猪}□{～□tsɛe0：火铲}□{～书师傅：私塾先生}[35]想享响杏{银～}幸姓=兴{高～}[33]相{～貌}型刑形[53]醒=
∅	[55]音英阴因姻秧莺鹦婴缨[35]应={对～}映[33]淫寅迎盈[53]影{电～}颖引
#uẽ	
t	[55]敦[35]盾
d	[33]屯
n	[33]崘伦轮=
ts	[55]尊遵
dz	[33]存[35]舜[33]纯[53]损
kʰ	[55]昆崑坤
x	[55]婚
#yẽ	
tɕ	[55]均钧君[35]郡
tɕʰ	[55]倾
dʑ	[33]群
ɕ	[55]勋薰[35]讯逊迅训[33]殉旬巡循
∅	[35]韵孕[33]荣营[53]永
#ɑŋ	
p	[55]帮邦崩浜[35]蚌{～壳油：蛤蜊油}傍绑棒□{油～□tuei212：蜥蜴}[33]□{□mɐ55～：乳房}[53]□{～～：小的野生的棘胸蛙}榜[0]蚌{～埠}
pʰ	[35]胖□{发抖}
b	[33]旁庞
m	[55]媒忙[33]芒茫盲梦[53]蟒莽
f	[55]芳[33]防妨[53]纺=仿访
v	[35]望={希～}[33]亡
t	[53]灯-[35]荡当={～铺}等-{～一～}[33]□{岩～：台阶}[53]党[0]鼎{铁～：烧饭的锅}
tʰ	[35]趟[53]搪
d	[33]□{袋子}
n	[33]囊郎廊[53]朗
ts	[55]赃章樟蒸瘴升{量器}[212]□{□pʰɔu55～：背篓}[35]葬臟{心～}藏{西～}仗障[53]掌长{生～}
tsʰ	[55]苍昌菖称{～重量}[35]畅倡[33]秤[53]厂
dz	[212]盛{～饭}成-{几～把握}层[353]塍[33]□{□pɛe33～：诽谤}常
s	[35]上{～校}[33]丧{～失}[53]嗓赏[0]生={学～}
z	[212]□{～口xɑŋ53：别人}[33]瓤剩
k	[55]纲=缸冈[35]讲□{松～：松明}[53]岗港□{凌～：冰、冰块}[0]□{鼻～：鼻子}
kʰ	[35]抗肯□{～□xɑŋ0：地方}[53]慷
ɡ	[353]扛
ŋ	[33]昂
x	[212]含[35]项[33]杭航行{银～}[53]□{□zɑŋ212～：别人}擤[0]□{□kʰɑŋ35～：地方}
∅	[55]淹[35]饮[33]应-{～答}
#iɑŋ	
n	[35]量{测～；数～}谅[33]良凉凌[53]辆
tɕ	[55]刚将{～来}疆僵姜{姓}江[35]强{脾气～}将{大～}降{下～}[53]蒋奖桨
tɕʰ	[53]枪羌腔[53]强{勉～}
dʑ	[33]详祥强={～大}[353]像
ȵ	[212]□{鱼～：鱼饵}□{小}[35]□{～朵：耳朵}□{□tɕiou212～：蜻蜓}
ɕ	[55]相{～信}湘襄[35]橡[33]降{投～}[53]饷
∅	[55]央殃鹰[33]阳={阴～}扬={表～}杨={～树}疡洋={太平～}
#uɑŋ	
ts	[55]装庄=[35]壮状={～元}
tsʰ	[55]疮=[35]创[53]闯
s	[53]爽
k	[55]光{～线}[33]光{～脑牯：秃头}[53]桄广□{～棍：拐杖}□{啄木～：啄木鸟}
kʰ	[55]匡眶框[35]旷况矿
ɡ	[33]狂
x	[35]晃-[33]簧[53]晃=
∅	[55]汪[35]旺[33]枉[53]往
#əŋ	
p	[55]搬[212]盘螃[35]板[33]□{～年：拜年}扮半
m	[55]瞒[35]满[33]忘望-
f	[55]枋{～崽料：棺材板}方[35]纺-[33]放{～气：叹气}
v	[212]□{～三朝：回门}坊房放{解～}[35]网[33]还{～原}
t	[55]当-{～军：当兵}□{～脑牯：头顶}[212]团{～鱼：鳖；一～纸}糰堂唐[35]胆
tʰ	[55]摊滩-汤[35]断{～绝}[33]□{鐾}炭
d	[212]潭[35]淡[33]□{湮}
n	[55]栏拦难{～易}[212]圞{圆形的}糖[33]浪[53]难{～为：谢谢}[0]□{□moŋ55～：目翳}
ts	[55]庄-{做～}桩[212]床[35]撞
tsʰ	[55]仓娼猖疮-状-{告～}窗[35]上{～山}尚{和～}[33]□{～□tsuo35：作揖}唱
dz	[35]懒痒[33]乱□{～月：十二月}□{□tʰu55～：得瘟病}藤
s	[55]桑丧{～事}霜商伤双松{～□mo53树：柏树}[35]伞磉晌[33]散{分～}算蒜
z	[212]□{～□po53：篱笆}园羊洋-杨-{姓}阳-□{～□pi35豆：鱼篓}[35]养[33]扬-样□{浮}
k	[55]甘泔肝竿□{鸡～：鸡蛋}间{中～}官冠{鸡～}钢纲-{～索：提网的总绳}豇{～豆：一种豆，只吃里面的豆子}[35]杠[33]更{三～}[0]□{眼～：眼泪}
kʰ	[55]乾{～湿}[35]坎
x	[55]欢荒慌[35]谎
∅	[212]蝗黄皇王□{□mo35～：虹}[35]入-{～里：进入}碗旱-五午[33]汗□{苋菜}岸
#oŋ	
p	[55]般班[33]柄
pʰ	[55]攀[33]□{～手腕：扳手腕}绊
b	[33]彭膨蓬
m	[55]□{～□nəŋ0：目翳}饭[35]孟晚{～～：婶婶}[33]命-慢漫萌明{～朝：明天}[53]猛懵
f	[55]丰峰锋[212]坪平[35]奉俸[33]病冯逢[53]讽
t	[55]耽钉{～崽：钉子；～钉子}端{过～：过端午}[212]痰檀[35]顶-{室～头：屋顶}栋[33]担{名词、量词}[53]董
tʰ	[55]厅听[53]捅统
d	[35]凼[33]停-童定
n	[55]南蓝铃零-{～散：零食}□{～□tʰẽ55：连枷}[33]农隆[53]陇垅
ts	[55]争宗综终踪忠[35]仲粽中{～奖}众纵[53]总
tsʰ	[55]撑匆充冲{韶山～}[35]錾[33]铛{～崽：有耳的锅}衬橕[53]宠
dz	[35]□{～□kuo53：蝗虫}[33]从{～容；跟～}重{～复}丛
s	[55]闩生-{夹～；～日}牲嵩[35]颂诵讼[33]崇涮鬆{～苗：间苗}[0]□{茅～：厕所}
z	[33]绒戎茸
k	[55]柑更{五～}攻功弓躬宫恭蚣[35]贡供共[53]拱巩□{“各人”的合音}
kʰ	[55]坑[35]□{咳嗽}控[33]孔
ŋ	[33]硬
x	[33]唤鼾宏鸿虹[53]轰
∅	[55]豌弯□{那}翁[212]行{～路：走路}桁[33]壅{把肥料埋在土里}
#ioŋ	
tɕʰ	[53]恐
ɕ	[55]凶{吉～；～恶}[33]熊雄{英～}[55]雍[35]用={作～}[33]容蓉镕庸[53]拥勇涌
#ŋ̍	
∅	[212]二[33]人[53]日
