	注释：-白读，=文读
tsʰ	[1]纤歼签□{～针：打针}[2]□{刺}[5]僭
s	[1]□{偷拿}[2]蟾寻{两臂张开的长度}蝉{新读}禅橙{训}[3]陕闪[5]渗
k	[1]兼[2]鹹[3]碱减检[5]剑
kʰ	[1]谦俭[3]歉[5]欠
ɡ	[2]岩=阎严[5]验
h	[1]□{臭～～}[2]嫌[3]险[5]□{叫唤}
∅	[1]淹=奄阉[2]炎盐=[3]掩[5]厌艳焰炎
#in	
p	[1]彬斌宾滨缤槟扁-[2]屏贫频凭[3]禀□{～针}[5]篦{樵～}殡膑鬓
pʰ	[2]□{～～：酒醉貌}[3]品
b	[2]眠-闽=民明{～仔日：明天}面{又音}[3]悯敏抿[5]面
t	[1]津珍[2]陈=尘=藤-[3]振[5]镇阵=
tʰ	[2]滕{～茶：倒茶}[5]媵{许配}
l	[1]奶{训}[2]怜邻麟磷鳞=人仁[3]□{人称代词，你们}[5]认□{旋转}
ts	[1]真甄升-尽[2]秦绳-{凝视}[3]诊疹振赈震[5]进晋尽
tsʰ	[1]亲[5]称-秤-凊
s	[1]辛新薪身申伸=[2]神辰晨臣承-蝇-绳-乘-[3]锌[5]信汛讯慎迅囟剩-肾-
k	[1]今{～仔日：今天}[3]紧仅谨□{～仔：小孩子}[5]绢-□{马～:缝纫机}
kʰ	[1]轻-[3]肯-□{浅}
ɡ	[2]凝-{凝视}
h	[2]眩-
∅	[1]因姻裀{～裳}□{～线：绕线}□{人称代词：他们}[2]寅[3]引[5]印应-孕
#un	
p	[1]分-笨[2]㖹{吹}[3]本[5]粪-畚
pʰ	[1]奔潘-{泔水}[2]盆[3]□{鸡在地上翻滚}[5]喷
b	[2]门=文汶纹雯闻[3]刎[5]闷问=
t	[1]敦墩吨钝[2]唇[3]盾[5]顿=沌炖
tʰ	[1]椿吞[2]豚尘-[3]□{糟蹋}蠢{又音}[5]填-{《集韵》堂练切}
l	[1]□{伸}[2]论伦沦轮仑[3]忍-轮{又音}碾-□{塗～：蚯蚓}[5]嫩韧-崙{大～：石狮地名}论润闰
ts	[1]尊樽遵□{拧}[2]前-{～年}船-存[3]准準撙{节～：节制}[5]俊骏浚圳阵-颤{颤抖}
tsʰ	[1]伸-村春剩{训}[2]存{尊～}[3]蠢[5]寸
s	[1]孙[2]荀询旬循巡纯鹑醇[3]损笋=[5]逊顺舜瞬
k	[1]跟根巾斤筋均钧君军近[2]拳-群裙焄{煮}[3]滚衮[5]棍郡
kʰ	[1]昆崑琨堃坤□{刮}[2]勤芹蜷-{绕}□{草～：草垛}[3]恳垦捆菌[5]困睏
ɡ	[2]银[3]阮{俗字，人称代词，我们}
h	[1]昏婚分芬纷氛汾吩=熏勋熏{烟草}薰荤[2]痕魂浑焚坟雲[3]粉狠[5]粪=奋愤训恨混分份楦-{鞋～：造鞋的模型}
∅	[1]恩殷温瘟酝冤-{～屈}[2]匀云□{游玩}[3]隐稳允尹□{～痀：驼背}[5]韵运揾{蘸}
#an	
p	[1]班斑颁扳[2]瓶-[3]板舨版坂=[5]扮瓣办□{侬～：一表人才之人}
pʰ	[1]攀[5]盼
b	[2]蛮闽-[3]挽-[5]曼慢漫幔蔓万
t	[1]丹单=郸钉-叮-瘅{瘦小}[2]弹=亭-陈-𦗀{响声}[3]等-[5]旦诞钉-盯-但蛋
tʰ	[1]蛏-瘫[2]檀[3]毯坦=挺-{～横}[5]叹趁-
l	[1]卵-{男阴}膦{男阴}[2]难澜阑兰拦=栏=鳞-零-[3]咱{训，人称代词，咱们}□{～像：好像}[5]难烂=
ts	[1]曾-罾{牵～}[2]残层-□{刺}[5]赞栈
tsʰ	[1]餐呻-[2]塍[5]灿衬-
s	[1]珊姍删山=星-{零～}鉎{生～：生锈}[3]产=㾪{《集韵》所景切，瘦}[5]散=
k	[1]肝=乾干艰间=奸□{瓶子}[2]□{量词，瓶}[3]简拣=嫺{俗字，～婢：婢女}□{～仔：小孩}[5]幹间=
kʰ	[1]刊牵-[5]看=
ɡ	[2]颜凝{冰冷}[3]眼=[5]雁谚{《集韵》鱼旰切}
h	[1]番-限[2]樊-{～梨花}寒=韩闲=旱=[3]罕[5]汉岸=旱=汗=瀚翰捍焊
∅	[1]安=氨[2]恒-{紧}縆{紧}[3]□{词头，～公：爷爷的背称}□{～□an55-24li33：这样}[5]按桉案
#ian	
p	[1]鞭=编{又音}边=[3]贬蝙扁=匾[5]变=遍{又音}卞汴辨辩便
pʰ	[1]编篇=偏=[5]骗遍片=
b	[2]绵=棉=眠=[3]免勉娩缅冕[5]面=
t	[1]颠癫巅[2]畑田填=[3]展典碘[5]电甸殿奠佃垫
tʰ	[1]天=
l	[1]蔫[2]连=涟鲢莲=联然燃=年=[3]碾=辇剪-撵{捏}[5]练炼链荔
ts	[1]煎=[2]前=□{就这样}[3]剪=[5]战荐践贱饯
tsʰ	[1]迁千=□{～～：碰巧}[2]延-{拖沓}[3]铲浅
s	[1]仙身{量词，尊}先={劳累}羡{欣～}[2]蝉[3]鲜癣[5]羡{新读}搧扇=善膳缮肾-
k	[1]肩=坚胘{鸡～：鸡胃}肾{鸡～：鸡胃}□{凝结}[5]建键健腱毽见=
kʰ	[1]牵=[2]乾虔[3]遣谴犬[5]□{量词，次}□{～芳：炒熟香料}
ɡ	[2]言[3]研□{女子姣好貌、身手矫健}[5]□{喜好}谚{鱼变切}
h	[1]轩掀[2]贤弦玄眩=悬=[3]显□{摇晃}[5]宪献□{羊骚味}现
∅	[1]焉烟渊姻-咽胭[2]延筵缘沿铅捐芫{～荽}[3]演衍偃{摔跤、推倒}[5]燕堰宴
#uan	
p	[1]般=搬=[5]半=
pʰ	[1]潘=伴=[2]盘=[5]绊判=叛=
b	[3]满=晚=挽=
t	[1]端=断={徒管切}[2]传=[3]短=[5]锻缎段=断={丁贯切}传
tʰ	[2]团[5]锻{又音}篆
l	[2]峦鸾銮恋[3]暖卵=软=[5]乱
ts	[1]专颛撰{拧}[2]全=泉=□{就这样}[3]转=[5]钻=撰□{这么}
tsʰ	[1]川=穿=村-[2]□{作弄}[3]喘[5]窜串=闯{李～王}篡
s	[1]酸=拴栓宣[2]旋□{～仔：芒果}[3]选[5]算=蒜=□{～石：钻石}
k	[1]官=棺=观冠关=捐娟鹃[2]权[3]管馆卷=[5]贯=灌罐冠惯=眷倦券
kʰ	[1]宽=[2]环[3]款=[5]劝=
ɡ	[2]元原源[5]愿
h	[1]欢=藩翻番吩=□{～头：回头}犯{旧读}范{旧读}[2]凡桓还烦繁猿[3]反=返[5]泛唤焕痪涣幻宦贩=范{新读}犯{新读}患梵□{那么}
∅	[1]弯湾鸳冤援缓[2]完丸=湾{台～}圆=员袁辕园=[3]苑皖晚{新读}阮宛婉腕远=玩顽[5]怨
#aŋ	
p	[1]帮=方-枋-崩-邦蚌[2]房-庞-冯-[3]绑[5]放-
pʰ	[1]芳-蜂-[2]帆{俗字，本字为“篷”}篷-捧-缝-[3]纺-[5]胖缝-
b	[1]网-□{“毋通”的合音}[2]忙芒-茫-[3]蟒-蠓-[5]望-梦-
t	[1]当-东-冬-动-重-[2]同-铜-筒-童-□{骹～骨：胫骨}[3]董-[5]当冻□{用手指掐人皮肉}栋-
tʰ	[1]窗-通-{可以}□{火～：取暖用的火炉}[2]桐-虫-[3]桶-统-[5]痛-
l	[1]通-{又音}笼{箸～}[2]笼-聋-砻-脓-侬-[3]笼-拢-{～裤}桶{又音}[5]弄-□{留空}
ts	[1]棕-鬃-[2]丛-□{冲水}[3]总-[5]粽-
tsʰ	[1]葱-[5]□{头发竖起来}
s	[1]双-松-[2]□{相同}[3]𢱤{推}[5]送-
k	[1]冈岗刚纲江公-蚣-工-功-[3]讲-港□{牛～：公牛}[5]降共-
kʰ	[1]空-[3]孔-[5]空-□{用指甲挖}
h	[1]夯烘-项□{～鱼：蝠鲼}[2]行=航杭降絎{缝纫针法之一}[3]哄-[5]巷□{发炎肿大}
∅	[1]翁-[2]红-洪-[5]瓮-
#iaŋ	
p	[1]□{撞}
pʰ	[2]苹-{又音}[5]□{～开：爆裂开}
l	[2]凉-[5]亮-
tsʰ	[2]肠-□{～～滚：沸腾}[5]唱-
s	[2]□{谁}
kʰ	[3]讲-[5]勥{俗字，有本事}
h	[3]饷-
#uaŋ	
h	[1]风-□{薄荷味}
#iŋ	
p	[1]冰兵崩=並{比～}[2]朋平=瓶=屏=[3]秉炳[5]并
pʰ	[1]崩={又音}[2]膨评坪=萍苹=鹏硼[5]并{又音}迸姘拼聘
b	[2]萌鸣明=盟名=铭冥暝=[3]猛皿[5]孟命=
t	[1]登灯邓丁叮[2]澄廷霆庭=重-[3]等=顶鼎=戥{厘～}[5]钉=订盯=镫中-定=
tʰ	[1]汀[2]呈=程=亭=停=婷腾[3]艇挺=[5]听
l	[1]□{伤痕}[2]能{又音}陵凌绫菱仍宁灵零羚聆铃玲伶龄翎龙-[3]冷领-□{心存感念}[5]令另□{松}
ts	[1]征蒸精=晶=睛贞侦徵锺-盅-舂-漳-众-{《集韵》之戎切，～生}□{～□tsiŋ33tsoʔ24：奔波}□{冲撞}静=靖[2]情=晴松-榕-曾={又音}[3]井=整种-肿-[5]证症正=政众-种-
tsʰ	[1]称清=青=蜻[3]请=□{单脚跳}[5]称=铳-冲-□{穿}
s	[1]升声=星=腥=牲{又音}伤{～风}恿{宠溺}[2]乘=绳=承=丞成=诚=城=[3]省醒=[5]剩=胜性姓=圣=盛
k	[1]耕荆惊=鲸经=弓-宫-供-{口供}[2]穷-[3]耿龚境景拱-[5]警敬竟镜=竞颈劲径
kʰ	[1]筐-眶-卿倾框-虹-[2]琼穷-{穷尽清点}[3]顷[5]庆罄
ɡ	[1]□{～～仔：铃铛}[2]凝=迎=
h	[1]兴兄=胸-[2]行-衡恒形型刑雄-[5]兴杏行幸
∅	[1]应鹰莺鹦樱英婴=缨轰{尘土飞扬}[2]盈=赢=荣营=萤=荧莹蓉-[3]影=永泳咏涌-[5]应映蕹-{空心菜}壅-用-
#ɔŋ	
p	[1]磅{重量单位}镑□{～门：撞门}[2]旁房-{文～}彷[3]榜=[5]谤{吹嘘}
pʰ	[2]篷=蓬[5]胖碰
b	[1]摸{忙}[2]芒=忙=茫=亡蒙檬朦盲□{螳～：螳螂}[3]莽蟒=辋懵□{姑且}[5]忘妄望=梦=
t	[1]当=东=冬=荡=动=[2]堂=棠螳唐=同=铜=桐=童=瞳=[3]党董=懂[5]挡档当=冻=栋洞中-{～用}
tʰ	[1]汤=通=[3]捅=统=[5]痛=
l	[1]□{直～□tit24-11lɔŋ33sɔŋ33：瘦长}[2]郎=廊=狼聋=农脓=侬=浓隆囊[3]琅{施～：历史人物}朗拢=□{姑且、总共}[5]浪弄=
ts	[1]庄=装=宗综踪妆=[2]藏丛=崇[3]总=[5]葬臓壮奘藏状=
tsʰ	[1]仓=沧苍聪匆[5]创
s	[1]桑=丧霜=孀双=[2]□{土气}[3]爽[5]丧送=宋诵{新读}颂{新读}
k	[1]光=公=工=功=攻[2]狂[3]广=讲=□{管子}[5]赣贡□{扔}
kʰ	[1]康匡空=□{～～颠kʰɔŋ33-11kʰɔŋ33-11tian33}[3]慷孔=[5]抗旷矿控炕{～汤：煲汤}
ɡ	[5]怣{俗字，傻呆}
h	[1]荒=慌谎方=芳=肪轰风=疯讽丰封峰锋烽[2]黄=簧癀皇煌蝗徨隍凰妨防房=虹=红=弘宏洪=鸿逢缝=[3]晃仿纺=访况汞[5]放=凤奉俸
∅	[1]汪翁=[2]王[3]枉往[5]旺
#iɔŋ	
t	[1]张=中忠重=丈=[2]长=肠=场=重=[3]长=[5]涨=胀=中=仲长=
tʰ	[1]仗杖衷[2]虫=[3]冢宠[5]畅
l	[2]狼{又音，～狈}良凉=量=粮=梁=粱=戎绒龙=隆茸[3]两=辆壤攘嚷[5]亮=谅量让=
ts	[1]将章=樟=漳=障彰瘴终鐘=鍾[2]崇{又音，～武：地名}从[3]蒋=奖=掌种=□{这样}[5]将众=种=状{又音，～元}
tsʰ	[1]昌=菖娼猖充冲[2]墙=[3]抢=[5]唱=倡纵
s	[1]相=箱=厢=湘襄镶象=像=商伤=嵩[2]详祥翔瘍-{～～：脏兮兮}常嫦尝裳=松=□{～公：城隍公，□siɔŋ24是“城隍siŋ24hɔŋ24”的合音}[3]想=赏=偿[5]象{新读}像{新读}诵{旧读}相颂{旧读}讼尚=上=
k	[1]疆僵弓=躬宫=恭供[2]强=穷=[3]强拱[5]共=
kʰ	[1]姜={～子牙}羌[3]巩恐
h	[1]香=乡=胸=凶匈[2]雄=[3]享响□{那样}[5]向
∅	[1]央=殃泱[2]羊=洋=烊=杨=阳=扬=疡=融容蓉=榕=溶庸[3]仰养=氧甬踊俑勇涌=[5]雍恙佣拥样=用=
#iʔ	
p	[7]鳖-□{挽起柚子}
pʰ	[7]□{慢慢地削}
b	[7]覕{躲藏}物-{□～sia24bi？：什么}[8]篾-
t	[7]滴-□{～□tiʔ5tauʔ24：拟声词}[8]碟-挃{要}
tʰ	[7]剃-铁-
l	[7]蹑{踮起脚尖}□{眨眼}□{耀眼}□{～□liʔ5lue55：女子行为泼辣}[8]裂-捏-
ts	[7]接-摺-{～衫裤}渍{～汁：啰嗦}[8]舌-折-
tsʰ	[7]薛-□{～爁tsʰiʔ5la31：闪电}□{向前～倒：跌倒}[8]蠘{一种蟹类}蠞{一种蟹类}□{按、压}
s	[7]□{～秀：零嘴}[8]蚀
k	[7]□{～～叫}□{一～：一成}[8]□{掐}
kʰ	[7]缺-[8]□{黏住}
h	[7]□{～□hiʔ5hiauʔ5：举止轻浮}
∅	[7]□{～～□□iʔ5iʔ5ɔʔ24-11ɔʔ24：口齿不清}
#uʔ	
p	[7]□{～芽：发芽}□{～薰：吸烟}[8]□{放～：放屁}
pʰ	[8]□{}□～{ham31-55pʰuʔ24：浮肿}
b	[7]□{打}
t	[7]□{点头}[8]□{戳、刺}
tʰ	[7]托[8]□{傻}
l	[7]□{～骹：跛脚}
ts	[7]□{稍微停留}
tsʰ	[7]□{轻触}
s	[7]嗍{吮吸}
k	[7]□{大口喝水}
kʰ	[7]□{咳嗽}[8]□{熬煮}
∅	[7]□{～烧：取暖}
#aʔ	
p	[7]百-
pʰ	[7]拍-
b	[7]肉{训}□{肉}
t	[7]答-搭-贴-□{即=～：这里}□{～慑taʔ5liaʔ5}[8]踏-□{傻愣愣}
tʰ	[7]塔-[8]沓-
l	[7]凹{俗字}□{阿～：估计}[8]腊-蜡-猎-曆-
ts	[7]扎-{赞助支持}□{～样：怎样}[8]闸-截铡-
tsʰ	[7]插-
s	[7]□{紧紧抱住}□{天热时突然淋水受凉}[8]煠-{以水煮物}
k	[7]甲-胛-教-{差使}盖{～被：盖被子}□{～仔：背心}夹-合-□{副词，相当于普通话的“得”}[8]屐-揭-{拿、举}□{～□kaʔ24-11tsuaʔ24：蟑螂}
kʰ	[7]卡-□{相较起来更加}阖-{～门：虚掩门}籗-{竹制鱼篓}[8]屐-{又音}□{牵～：交涉}
h	[7]□{炎热逼人}哈-[8]合-□{迈步}
∅	[7]鸭-押-压-[8]盒-
#iaʔ	
p	[7]壁-檗{～谷：地名}
pʰ	[7]僻-辟-{～日：避阳}癖-甓-{屋顶的一种瓦片}[8]癖-{麻疹}□{大～：大片}
t	[7]摘-□{又音，即=～：这里}[8]籴-
tʰ	[7]拆-
l	[7]迹-□{眼睛睁开}慑{□～：taʔ5liaʔ5}[8]掠□{拇指和小指之间的距离}
ts	[7]只-迹-{又音}脊-则-雀-睫-[8]食-
tsʰ	[7]赤-刺-[8]斜-{又音}
s	[7]削-[8]勺-席-石-
k	[8]屐-{又音}
kʰ	[7]隙-{～口}
ɡ	[8]额-
h	[7]□{拿衣服}福{～埔：地名}[8]额-
∅	[7]挖益-[8]页-□{～仔：飞蛾}
#uaʔ	
p	[7]钵-拨-[8]钹-跋-{跌倒，赌博}
pʰ	[7]泼-撇[8]□{披挂}
b	[7]抹-[8]沫-
t	[7]□{抖动、赌气貌}
tʰ	[7]屉-獭-脱-
l	[7]□{训斥}[8]辣-热-捋-{～头毛}
ts	[7]□{这么}□{液体摇晃洒出来}[8]□{□～kaʔ24-11tsuaʔ24：蟑螂}□{扭伤}□{无～：无差别}
tsʰ	[7]泄{屎尿失禁}掣{发抖、猛拉}礤{菜～}[8]□{歪～；不正}
s	[7]煞-{～尾}杀-撒-{～喙尾}
k	[7]割-葛-括-刮-
kʰ	[7]渴-阔-
h	[7]喝-□{那么}
∅	[8]活-
#eʔ	
p	[7]□{爬}百-柏-伯-擘-{掰开}□{小儿惊风}[8]白-帛-
pʰ	[8]□{泡沫}
b	[7]□{要}[8]袜-麦-脉-
t	[7]硩{重压}□{啄米}[8]□{水～：退潮}
tʰ	[7]澈[8]宅-
l	[7]□{以手捏取}□{过秤时重量不足}[8]裂-
ts	[7]叔-仄-□{～脱：糟蹋}[8]绝-
tsʰ	[7]册-啜{小口呷喝}砌{～砖}[8]□{小钹}
s	[7]雪-刷-说-□{掉落}[8]踅-{旋转、游逛}
k	[7]郭-格-隔-[8]□{塞住}
kʰ	[7]缺-客-[8]□{～～：有隔阂貌}
ɡ	[8]月-
h	[7]□{～性：定下决心}□{～过力：用力过度}
∅	[7]□{～酸水：吐酸水}[8]□{应～：打嗝}
#ueʔ	
p	[7]八-[8]拔-
pʰ	[7]□{}□{～～liau24-11pʰueʔ5pʰueʔ5：皱巴巴}
t	[8]□{折叠衣物}
tʰ	[7]□{鞋～}[8]□{拿}
l	[7]□{苟延残喘}[8]笠-
ts	[7]节-[8]截-
tsʰ	[7]切-{啜泣}
s	[7]楔-{塞}
k	[7]□{一～：一把}洁-{澈～：干净}䥛-{镰刀}
kʰ	[7]□{挤}□{闭眼}□{小盒子}[8]□{侬～}□{狭缝}
ɡ	[7]夹-荚-[8]挟-
h	[7]□{眨眼}[8]穴-{龙～：地名}
∅	[8]画-狭-划-
#oʔ	
p	[7]□{抱着侥幸心理去做无准备的尝试}[8]薄-泊-
pʰ	[7]朴-粕-
b	[8]莫-膜-
t	[7]桌-卓-[8]着-
tʰ	[8]□{天～：不加管束，放肆}
l	[8]落-洛-
ts	[7]作-[8]昨-□{四处奔走}
tsʰ	[7]□{骂人}
s	[7]索-[8]镯-
k	[7]各-阁-胳-□{再}
h	[7]□{久煮}[8]鹤-
∅	[7]恶-[8]学-
#ioʔ	
t	[7]擢-{提拔、拉、提}[8]着-
l	[8]略-□{□～ba31-11lioʔ24：寻找}
ts	[7]借-炙-襀-{棉～：棉被}[8]石-
tsʰ	[7]尺-螫-{咬}□{～水：浸少量水}[8]席-
s	[7]惜-[8]勺-芍-液-□{乏味无聊}
k	[7]脚-
kʰ	[7]□{拣}
ɡ	[8]□{讥讽以挑逗}
h	[7]歇-[8]箬-{叶子}鹗-{老～：老鹰}
∅	[7]约-□{晃动}[8]药-钥-{～门：锁门}
#ɔʔ	
b	[7]□{击打}□{老～～：老而干瘪}□{紧贴}[8]□{傻气}
∅	[8]呕□{□□～～iʔ5iʔ5ɔʔ24-11ɔʔ24：口齿不清}
#uiʔ	
p	[7]□{一～仔：一小撮}
k	[7]刮-
ɡ	[7]刮-{又音}
h	[7]血-
∅	[7]挖-[8]□{缝合处裂开}
#iuʔ	
t	[7]□{猛的一拉}
l	[7]□{掉落}
ts	[7]□{暗～～：很暗}□{水受挤压而溅出来}□{拟声词，鸟叫}
k	[7]□{软～～：软绵绵}□{收缩：～肠～肚}
kʰ	[7]□{死的戏谑说法}
h	[8]□{心里隐隐的想念}
#aiʔ	
k	[8]□{大～：大个儿}
h	[7]□{后悔}
#uaiʔ	
s	[8]□{拟声词}
kʰ	[8]□{吃}
∅	[8]□{摇晃}
#auʔ	
p	[7]□{～齿：龅牙}[8]□{如数全部买下}□{～～念：絮絮叨叨}
pʰ	[7]炮-□{～□pʰauʔ5lauʔ5：婴孩肥胖}
b	[7]□{瘪嘴}
t	[7]□{橂～：坚硬}罩{老鼠～：捕鼠器、指甲～：指甲剪、～仔：纽扣}[8]□{～～来：慢慢来}
l	[7]□{□～pʰauʔ5lauʔ5：婴孩肥胖}□{咬}
tsʰ	[7]□{茹～～：乱糟糟}
s	[8]□{～～念：絮叨}□{芋头不松}
k	[7]窖{～肥：沤肥}[8]□{软～～：软绵绵}
kʰ	[7]□{压}
h	[7]□{松动剥落}[8]□{芋头不松}
ɡ	[8]□{念叨}
∅	[7]□{～纸：折纸}[8]□{叫}
#iauʔ	
l	[7]□{不实在}[8]□{□～kaʔ24-11liauʔ24：掉落}
tsʰ	[7]□{剪掉}[8]□{好说话}
k	[7]饺-□{挑动}
kʰ	[7]□{死}
ɡ	[7]□{挑逗}[8]□{蠕动：～～动}
h	[7]□{□～hiʔ5hiauʔ5：举止轻浮}
#ip	
l	[7]□{稍欠}[8]立入
ts	[7]□{追逐}执[8]集籍寂□{吮吸}
tsʰ	[7]辑楫缉□{污垢}
s	[7]湿[8]习袭十=什=拾
k	[7]急给[8]及
kʰ	[7]级吸汲[8]□{紧紧抓住}
h	[7]翕{闷热}
#ap	
t	[7]答=[8]□{故意捉弄}
tʰ	[7]榻塌
l	[7]□{用脚踩}垃塌{又音}[8]纳衲
ts	[7]汁-[8]杂十-什-
tsʰ	[7]插=
s	[7]圾[8]□{雨点密集}
k	[7]合{～药：配药}蛤鸽夹={照顾小孩}[8]□{粘稠}□{傻里傻气}□{□～kap24-11kui33：蝌蚪}
kʰ	[7]恰[8]磕
h	[7]翕-{拍照}[8]合=
∅	[7]押=压=[8]盒=
#iap	
t	[8]碟=牒蝶谍□{打～}
tʰ	[7]帖贴=[8]叠=
l	[7]聂摄慑=捏[8]粒-捏廿猎=
ts	[7]接=[8]捷
tsʰ	[7]妾窃
s	[7]涩-卅[8]涉泄
k	[7]夹=峡侠挟劫
kʰ	[7]怯㾀{～势：难看}
ɡ	[8]业
h	[8]胁协
∅	[7]□{藏}[8]叶
#it	
p	[7]笔毕必□{裂}[8]帛-弼
pʰ	[7]匹
b	[8]密蜜
t	[7]得-的-[8]侄直值
tʰ	[7]□{玩耍}
l	[8]日
ts	[7]质即-鲫织职织帜积-职责-脊绩-□{这}[8]疾一{训}蜀{一}
tsʰ	[7]七柒漆=拭-
s	[7]失息-熄穑{作～：耕作}[8]殖植实=食=蚀翼-席=夕
kʰ	[7]乞=[8]□{木钉子}
h	[7]□{那}[8]□{摇曳}
∅	[7]一壹乙忆-
#ut	
p	[7]不柫{扒土}[8]佛-
pʰ	[8]□{～～跳}
b	[8]没物勿□{鞭打}
t	[8]突
tʰ	[7]□{厚～～}□{～□tʰut5-24tʰŋ33：错位}[8]秃□{一～：一个}
l	[7]□{下降、脱落、摩擦}[8]律率捋-
ts	[7]卒[8]□{乱抹}朮{金兀～：历史人物}秫{～：糯米}
tsʰ	[7]出
s	[7]屑-戌恤率摔{抽打}蟀□{眨眼}[8]术述
k	[7]骨[8]滑猾掘
kʰ	[7]窟屈倔[8]□{大衣}
ɡ	[8]兀{金～朮：历史人物}
h	[7]忽弗拂佛{仿～}□{击打}[8]核佛=□{甩}
∅	[7]熨鬱尉□{～断：拗断}
#at	
p	[7]八=捌[8]别
b	[8]墨-密-
t	[8]达值-
tʰ	[7]窒踢
l	[8]力-栗
ts	[7]札扎=节-[8]实-贼{又音，墨～}
tsʰ	[7]擦察漆-□{“差不多”中前两字的合音}[8]贼-
s	[7]撒刹萨杀=虱-栉{～篦：齿密的梳子}
k	[7]葛=结-割=□{塗～：土块}
kʰ	[7]渴=刻-克-□{舀取}
h	[7]喝=辖[8]乏-核-{牵～：淋巴肿大}
∅	[7]遏扼-{折}[8]□{到液体时候挡住渣滓或浸泡物的动作}
#iat	
p	[7]□{解签诗}[8]别=
pʰ	[7]□{碟子}撇[8]□{劈}□{鸟类扑翅}
b	[8]灭篾=
t	[7]哲[8]秩
tʰ	[7]彻撤铁=
l	[8]列烈裂=热=
ts	[7]折=浙节=[8]截捷{新读}
tsʰ	[7]砌切
s	[7]设[8]舌=
k	[7]结=洁=吉橘[8]杰桀
kʰ	[7]揭[8]□{～～：瘦小}
ɡ	[7]□{夹住}[8]孽
h	[7]血=[8]穴=
∅	[7]悦谒阅[8]曳{摇动}
#uat	
p	[8]渤勃跋=拔=
pʰ	[7]泼=撇
b	[8]末=没{又音}
t	[8]夺
tʰ	[7]脱=
l	[7]劣
ts	[8]绝=
s	[7]雪=说=
k	[7]括=刮=决诀[8]□{大口喝水}□{甩巴掌}
kʰ	[7]括{又音}厥阙缺=[8]□{用力搅拌}
ɡ	[8]月=
h	[7]法髮发[8]乏=阀伐筏活=罚
∅	[7]挖=斡[8]活=越曰粤
#ak	
p	[7]剥-驳-北幅-腹-[8]缚-
pʰ	[7]仆-覆-[8]曝-
b	[7]毣{《集韵》墨角切，沾水}[8]墨-木-目-□{～头：商标}
t	[7]□{争斗打架}[8]毒-浊-逐-卜{萝～}
tʰ	[7]剔{拨动、拨拉使其分离}[8]读-
l	[7]落□{巴～：蓝圆鲹}□{打孔}[8]六-陆搦{抓、揉洗}勒{又音，肥～爷：弥勒佛}
ts	[7]则龊-迹□{纠缠}[8]□{着加～：呛到}
tsʰ	[7]戳-□{长画卷}[8]凿-
s	[7]□{推搡}□{～拍sak5-24pʰaʔ5：做事果决、性子直爽}
k	[7]觉角-桷-穀-菊-[8]□{～□kʰioʔ5kak24：做人不成器}
kʰ	[7]确壳麯
ɡ	[8]岳嶽乐狱-
h	[8]学=礐{厕所}
∅	[7]握-沃-龌-{～龊：天气引起的烦躁}
#iak	
p	[7]逼百=柏=伯=迫壁-□{裂开}[8]白=□{踢}
pʰ	[7]拍=伯={又音，梁山～}魄碧辟霹闢璧劈[8]□{使劲摔打}
b	[8]麦=墨=默陌
t	[7]得=德的=嫡竹-[8]蛰特迪泽择敌狄轴-笛□{弹玻璃珠}□{长幅布}
tʰ	[7]惕剔斥□{漂亮}
l	[7]□{劳累}勒肋[8]勒力=歷曆=绿-入{又音}
ts	[7]则即=责=积=迹{又音}绩=寂=叔-烛-□{～齿膏：挤牙膏}
tsʰ	[7]侧测策册=赤=尺=戚粟-七-□{改变距离，使其变短}□{比中指}[8]□{抖动}
s	[7]悉蟋室息=熄=媳色识式饰昔适释锡析宿-{成熟}[8]石=硕=熟-
k	[7]格=革戟击激[8]极剧-局-
kʰ	[7]刻=克=客=吃{～亏}曲-□{火～：打火机}[8]□{～血：咯血}
ɡ	[8]逆玉-
h	[7]黑赫吓[8]域获划=肉-或惑浴-
∅	[7]忆=亿抑益=溢□{～狗：失语者}[8]逸翼=亦奕译易液=疫役
#ɔk	
p	[7]驳=卜搏暴爆[8]缚=爆曝=瀑薄
pʰ	[7]博朴扑仆[8]□{拍～仔：鼓掌}□{～～□pʰɔk24-11pʰɔk24-11tsʰui55：跳动}
b	[7]□{大口喝水}□{陷落}[8]莫=寞沐睦木=目=穆牧
t	[7]琢卓=笃督□{敲打}□{剁}[8]独毒=渎铎
tʰ	[7]托[8]读=牍
l	[7]□{袋子}漉[8]诺落=烙骆洛=络乐鹿禄
ts	[7]作=[8]族浊=
tsʰ	[7]错=
s	[7]塑朔速肃宿缩束
k	[7]各郭=国穀=谷[8]□{扔掉}
kʰ	[7]扩{～头：额头突出}酷□{盒子}□{击打}[8]□{久煮}□{木鱼}
ɡ	[8]鳄□{～喙：漱口}
h	[7]霍藿福幅=蝠複腹=覆=[8]服伏復
∅	[7]恶=握=屋沃=
#iɔk	
t	[7]竹=筑[8]着=逐=
tʰ	[7]畜蓄搐
l	[8]略=若弱虐溺六=陆肉=绿=录辱褥
ts	[7]爵酌祝足嘱烛=
tsʰ	[7]雀鹊促触[8]□{跳跃}
s	[7]宿{旧读}叔=淑[8]熟=塾俗续赎蜀属
k	[7]菊=鞠[8]剧=局=
kʰ	[7]却=曲=
