	注释：-白读，=文读
#ɛp	
t	[8]碟牒蝶谍
tʰ	[7]帖贴
n	[7]□{凹陷}
ts	[7]汁
s	[7]涩[8]十拾
k	[8]峡夹{～住}
ŋ	[8]业
x	[8]狭叶
#ep	
n	[7]捏
ts	[7]脊[8]捷睫
s	[7]湿
k	[7]给=
kʰ	[7]泣
ŋ	[7]吸级
x	[7]熻{～饭：焖饭}[8]穴协胁
#ip	
l	[8]力立笠
ts	[7]接摺[8]缉辑集籍
tsʰ	[7]切妾窃
s	[8]翼
k	[7]劫[8]及
kʰ	[7]歉
ŋ	[8]入
#iɛp	
n	[7]聂摄镊蹑
l	[7]趿{鞋～}
k	[7]挟-{～菜}[8]挟=峡
x	[8]狭=
#aʔ	
p	[7]百-伯-擘檗柏[8]白-
pʰ	[7]拍-
m	[8]脉麦
t	[7]笮{压}[8]□{食物在温水中保温}
tʰ	[7]澈{干净}
n	[7]□{凹下}
ts	[7]窄仄
tsʰ	[7]册
k	[7]格-隔-骼[8]□{交叉}
kʰ	[7]客-
#ɛʔ	
p	[7]□{掌打}
pʰ	[8]□{用力坐下}
m	[7]□{凹下}[8]□{澜～～}□{踩}
n	[7]□{酒～}
l	[8]□{中指指人，不礼貌动作}
ŋ	[8]□{开门声}
#œʔ	
k	[8]□{丢出}
kʰ	[8]□{死，眨称}
∅	[7]□{吐气}
#ɔʔ	
p	[7]□{骂}[8]薄-泊舶箔□{扶着}
pʰ	[7]粕
m	[8]膜莫-
t	[7]桌[8]择{拧下来，～菜}
tʰ	[7]托-託-
n	[7]乇{东西}[8]□{糊弄}
l	[7]□{套入}□{仵～}[8]落
ts	[7]□{堵}□{坐罪}
s	[7]索-□{吸}[8]镯
∅	[7]□{乖背}[8]学-
#iʔ	
ts	[7]□{水溢出}
tsʰ	[7]吃
s	[7]□{水射出}
k	[7]□{刺}
#iaʔ	
pʰ	[8]□{山～}
t	[8]籴
n	[8]搦{捉}
l	[8]□{竹器}
s	[8]食-
ŋ	[8]额
#iɛʔ	
p	[7]壁-
pʰ	[7]僻-□{避开}
t	[7]摘-
ts	[7]只迹
tsʰ	[7]赤-
x	[7]吓
∅	[7]益-
#uaʔ	
ts	[8]□{不顾}
∅	[8]划{笔～}
#uoʔ	
p	[7]剥{～皮}[8]缚
pʰ	[8]曝{晒}
l	[8]绿-录
tsʰ	[8]□{把底部东西翻上来}
ŋ	[8]玉狱
#yøʔ	
t	[7]□{把食物装在碗里}[8]着
l	[8]□{扫地}
ts	[7]借[8]嚼
tsʰ	[7]尺-[8]蓆-{草～}□{理睬}
s	[7]□{吻}[8]石-蜀{一}□{跃上}
n	[8]□{扭一下}
∅	[8]药
#ak	
p	[7]啪{响声}[8]拔=跋=钹
t	[7]笪妲[8]达挞
l	[7]癞痢[8]辣捋
ts	[7]炸{油～}轧{～钢}窄
tsʰ	[7]察擦
s	[7]萨杀撒
k	[7]割葛夹{～袄}[8]□{黏住}
kʰ	[7]渴咳拾
x	[7]喝{～彩}瞎[8]辖
#ɛk	
p	[7]八柏-[8]拔-白=别{离～}
pʰ	[7]迫魄[8]获
m	[8]默密-篾灭脉=
t	[7]得德[8]泽择特跌秩辄
tʰ	[8]忒
l	[8]肋勒列烈裂
ts	[7]则责节
tsʰ	[7]拆=侧测恻策[8]贼
s	[7]塞色啬[8]涉舌十拾{十}
k	[7]格=隔=革结-[8]杰揭竭
kʰ	[7]刻客=克
ŋ	[8]孽逆
x	[7]黑血赫[8]划=侠穴
∅	[7]扼厄轭[8]热
#ek	
p	[7]逼笔别{～针}壁=必毕
pʰ	[7]璧辟僻=疋匹碧
t	[7]滴的{目～}嫡
tʰ	[7]饬踢剔惕
ts	[7]稷织积职
tsʰ	[7]戚拭七漆膝尺=
s	[7]式蚀识饰息媳昔释锡
k	[7]吉诘桔激击急
kʰ	[7]隙
∅	[7]抑乙邑一益=壹噎
#œk	
p	[7]北
m	[8]墨目-
t	[8]浊{水～}夺
tʰ	[8]读
l	[8]鹿辘六-陆-漉
tsʰ	[8]凿
s	[7]摔
k	[7]角
kʰ	[7]壳
x	[8]或惑
∅	[7]哕{乾～}
#øk	
t	[7]竹
ts	[7]祝粥叔-足嘱
tsʰ	[7]促触
s	[7]宿肃夙叔=淑
k	[7]菊
kʰ	[7]曲=乞
ŋ	[7]讫屹
x	[7]畜蓄旭
∅	[7]郁聿
#ɔk	
p	[7]驳博
pʰ	[7]朴璞摸扑
m	[7]幕漠
t	[7]啄涿掇[8]铎度{揣～}突
tʰ	[7]脱托=託=
n	[8]诺箬{叶子}
l	[8]落=骆洛络略乐{快～}掠
ts	[7]作[8]着{衣～}绝凿{确～}
tsʰ	[7]错{～杂}
s	[7]索{～性}缩朔刷
k	[7]骨[8]滑-
kʰ	[7]磕壑确窟[8]橛
ŋ	[7]颚鳄[8]鄂月
x	[8]鹤霍镬学=劾核获=斛
∅	[7]恶{善～}[8]越樾粤
#ok	
p	[7]腹-
pʰ	[8]瀑
t	[7]督笃
l	[8]绿=
ts	[7]缀
s	[7]束速粟
k	[7]豁郭廓谷国[8]局
kʰ	[7]哭酷厥阙
x	[7]腹=福复{反～}幅蝠
∅	[7]屋握沃=
#ik	
p	[7]鳖憋[8]域鼻=
pʰ	[7]撇瞥
m	[8]密=蜜觅
t	[8]植直值侄殖笛敌狄迪
tʰ	[7]拆=铁
n	[8]匿日溺蛰{惊～}
l	[8]力栗历
ts	[7]即鲫执折{～扣}[8]疾寂
tsʰ	[8]吃
s	[7]薛亵泄设[8]食=实习席硕石=
k	[7]黠结洁=[8]极及
kʰ	[8]缺-
∅	[8]翼=疫役{差～}逸佚弋易{交～}液腋译
#uk	
p	[7]剥=不发{长出}[8]仆
m	[8]木目=穆沐牧没{沉～}
t	[8]独毒
tʰ	[8]秃读=牍
l	[8]律率{效～}
ts	[7]烛[8]族
tsʰ	[7]粟{谷子}
s	[7]削-说戌雪[8]术秫述
k	[8]掘
kʰ	[7]曲{～折}
x	[7]髪{头～}弗拂佛[8]伏服復{～原}
∅	[7]沃{浇水}[8]勿物
#yk	
t	[8]逐轴
n	[8]肉
l	[8]禄陆=
ts	[7]爵酌
tsʰ	[7]雀鹊绰{宽～}勺芍
s	[7]削=[8]熟{煮～}俗续赎蜀属
k	[7]决诀抉
kʰ	[7]怯脚却缺=
ŋ	[8]玉=
x	[7]歇
∅	[7]约谒遏[8]育辱褥欲慾浴
#iak	
t	[8]□{臭气薰人}
tʰ	[8]宅=
kʰ	[8]屐{木～}
#iɛk	
tʰ	[7]獭{水～}
tsʰ	[7]礤{～番薯米}
x	[7]胁
#uak	
x	[8]乏滑=伐猾罚
∅	[8]袜活
#uok	
p	[7]钵拨
pʰ	[7]泼
m	[7]抹
k	[7]刮括
kʰ	[7]扩阔
x	[7]法发
∅	[7]挖
#yok	
kʰ	[8]剧
ŋ	[8]虐疟
∅	[8]若弱钥跃
