字	音	注
狸	lᴇi[2]	1狐～
薺	lᴇi[2]	□mu55～：荸薺
利	lᴇi[6]	2鋒利
痢	lᴇi[6]	病赤～：患赤痢
吏	lᴇi[6]	
字	tʃᴇi[6]	
市	tʃʰᴇi[6]	
糍	θᴇi[2]	
時	θᴇi[2]	
鷀	θᴇi[2]	
是	θᴇi[6]	
氏	θᴇi[6]	
示	θᴇi[6]	
視	θᴇi[6]	
寺	θᴇi[6]	
奇	kᴇi[2]	
祁	kᴇi[2]	
其	kᴇi[2]	
棋	kᴇi[2]	
期	kᴇi[2]	
旗	kᴇi[2]	
祈	kᴇi[2]	
葵	kᴇi[2]	赤肉～：向日葵
忌	kᴇi[6]	
騎	kʰᴇi[2]	
蟣	kʰᴇi[2]	渠希切，螞蟥
柿	kʰᴇi[6]	
宜	ŋᴇi[2]	2
儀	ŋᴇi[2]	
誼	ŋᴇi[2]	2
疑	ŋᴇi[2]	
耳	ŋᴇi[6]	
□	ŋᴇi[6]	□tɕiŋ33～：自己
兒	∅ᴇi[2]	3
爾	∅ᴇi[2]	2
夷	∅ᴇi[2]	
姨	∅ᴇi[2]	
而	∅ᴇi[2]	
飴	∅ᴇi[2]	
□	∅ᴇi[2]	□□nam11i34～：螢火蟲
易	∅ᴇi[6]	容～
異	∅ᴇi[6]	
謀	mᴇu[2]	
茂	mᴇu[6]	
貿	mᴇu[6]	
條	tᴇu[2]	
愁	tᴇu[2]	
吊	tᴇu[5]	
鬥	tᴇu[5]	
抖	tᴇu[6]	發抖
□	tʰᴇu[5]	～水：引水；竹～：筧
樓	lᴇu[2]	2
寮	lᴇu[2]	草～：棚子
料	lᴇu[6]	
廖	lᴇu[6]	力吊切
了	lᴇu[0]	2助詞
奏	tʃᴇu[5]	
皺	tʃᴇu[5]	
湊	tʃʰᴇu[5]	
□	θᴇu[2]	均勻；～～：常常
構	kᴇu[5]	
購	kᴇu[5]	
□	kᴇu[5]	掛
叩	kʰᴇu[5]	
扣	kʰᴇu[5]	
寇	kʰᴇu[5]	
扣	kʰᴇu[5]	
蔻	kʰᴇu[5]	豆～
□	kʰᴇu[5]	土豆～：一種粉條兒
侯	hᴇu[2]	
□	hᴇu[2]	男女之間不正經
後	hᴇu[6]	2落～
后	hᴇu[6]	皇～
候	hᴇu[6]	
□	pɔ[1]	哄
婆	pɔ[2]	
□	pɔ[2]	□pi11～□ik5：蝙蝠
播	pɔ[5]	
報	pɔ[5]	
暴	pɔ[5]	
爆	pɔ[5]	
保	pɔ[6]	
堡	pɔ[6]	
寶	pɔ[6]	
抱	pɔ[6]	
□	pɔ[9]	～□lɔt3：撫摸
波	pʰɔ[1]	
菠	pʰɔ[1]	
頗	pʰɔ[1]	
坡	pʰɔ[1]	
玻	pʰɔ[1]	
袍	pʰɔ[2]	
破	pʰɔ[5]	2讀字
□	pʰɔ[5]	～李：李子
□	mɔ[1]	蚊子咬成的疙瘩
藨	mɔ[1]	桑～：桑葚
魔	mɔ[2]	1閻～王：閻王
毛	mɔ[2]	1拔雞～
無	mɔ[2]	無，沒有。本書中寫作「無」
□	mɔ[5]	起～：起霧
播	mɔ[5]	廣～
磨	mɔ[6]	名詞
冒	mɔ[6]	
帽	mɔ[6]	
母	mɔ[6]	1豬～：母豬，虱～：虱子
拇	mɔ[6]	指頭～：大拇指
□	mɔ[6]	大～：大概
多	tɔ[1]	
刀	tɔ[1]	
駝	tɔ[2]	
馱	tɔ[2]	拿
舵	tɔ[2]	
逃	tɔ[2]	～難：避難
掏	tɔ[2]	
淘	tɔ[2]	
陶	tɔ[2]	
萄	tɔ[2]	
□	tɔ[2]	霜冰～：冰塊
到	tɔ[5]	
□	tɔ[5]	～去：回去
惰	tɔ[6]	
島	tɔ[6]	
倒	tɔ[6]	跋～：摔倒
搗	tɔ[6]	
道	tɔ[6]	2
稻	tɔ[6]	
盜	tɔ[6]	
導	tɔ[6]	
滔	tʰɔ[1]	
桃	tʰɔ[2]	
濤	tʰɔ[2]	
套	tʰɔ[5]	
討	tʰɔ[6]	
□	tʰɔ[6]	～□mɔ11：大概
挪	nɔ[2]	
□	nɔ[2]	擰
糯	nɔ[6]	
腦	nɔ[6]	後～：後腦勺子
惱	nɔ[6]	
羅	lɔ[2]	
鑼	lɔ[2]	
蘿	lɔ[2]	2刺～：絲瓜，菠～
邏	lɔ[2]	
勞	lɔ[2]	
撈	lɔ[2]	
牢	lɔ[2]	
癆	lɔ[2]	
□	lɔ[2]	汆
□	lɔ[2]	秤□ni55～：大秤
□	lɔ[5]	□tʃɔ44～：幫忙
老	lɔ[6]	2～鴉：烏鴉
栳	lɔ[6]	笸籮，裝東西用，□kui33頭～：針綫筐
了	lɔ[0]	1助詞。常讀得接近[lə0]
□	lɔ[9]	～□lei33：穿山甲
□	tʃɔ[1]	～□lɔ55：幫忙
曹	tʃɔ[2]	
做	tʃɔ[5]	則箇切
操	tʃɔ[5]	1曹～
造	tʃɔ[5]	
躁	tʃɔ[5]	
左	tʃɔ[6]	
佐	tʃɔ[6]	
坐	tʃɔ[6]	2
座	tʃɔ[6]	
棗	tʃɔ[6]	
澡	tʃɔ[6]	
□	tʃɔ[10]	無～□ma11：不穩
臊	tʃʰɔ[1]	食～：吃葷
銼	tʃʰɔ[5]	
錯	tʃʰɔ[5]	算～
燥	tʃʰɔ[5]	讀字
糙	tʃʰɔ[5]	
草	tʃʰɔ[6]	2～頭：草字頭
□	tʃʰɔ[6]	食用碱
梭	θɔ[1]	
嗦	θɔ[1]	囉～
槽	θɔ[2]	
□	θɔ[2]	鴨子啄物
燥	θɔ[5]	先到切，雨～了：雨停了
鎖	θɔ[6]	
瑣	θɔ[6]	
嫂	θɔ[6]	兄～：嫂子
歌	kɔ[1]	
哥	kɔ[1]	1哥哥
戈	kɔ[1]	
高	kɔ[1]	
膏	kɔ[1]	
篙	kɔ[1]	
羔	kɔ[1]	
糕	kɔ[1]	
□	kɔ[1]	～□lɔt5：刮掉。「刮」的分音詞
□	kɔ[2]	一種圓形的捕魚器具
個	kɔ[5]	4
告	kɔ[5]	
稿	kɔ[6]	
搞	kɔ[6]	
□	kɔ[0]	～□lɔn11隻：整個
胳	kɔ[9]	1～□lɔʔ5下：腋下
可	kʰɔ[6]	
考	kʰɔ[6]	
烤	kʰɔ[6]	
銬	kʰɔ[5]	
靠	kʰɔ[5]	2
薧	kʰɔ[5]	蝦米～：蝦皮
蛾	ŋɔ[2]	
俄	ŋɔ[2]	
熬	ŋɔ[2]	
我	ŋɔ[6]	2
餓	ŋɔ[6]	
傲	ŋɔ[6]	
鏊	ŋɔ[6]	平底鍋
何	hɔ[2]	
荷	hɔ[2]	～花
荷	hɔ[2]	薄～
豪	hɔ[2]	
壕	hɔ[2]	
毫	hɔ[2]	
耗	hɔ[5]	
賀	hɔ[6]	
好	hɔ[6]	形容詞
浩	hɔ[6]	
皓	hɔ[6]	
好	hɔ[6]	愛～
號	hɔ[6]	幾～
哥	∅ɔ[1]	2內兄。面稱
河	∅ɔ[2]	園□nin23～：畦溝
奧	∅ɔ[5]	
澳	∅ɔ[5]	三都～：地名
襖	∅ɔ[6]	
皂	∅ɔ[9]	胰～：肥皂
簸	puɔ[5]	動詞
破	pʰuɔ[5]	1～柴：劈柴
魔	muɔ[2]	2～術
磨	muɔ[2]	動詞
摩	muɔ[2]	
麻	muɔ[2]	1草名
痲	muɔ[2]	
□	muɔ[6]	解～：右邊
大	tuɔ[6]	1形容詞
道	tuɔ[10]	1～士
拖	tʰuɔ[1]	
籮	luɔ[2]	
瀨	luɔ[5]	富～：地名
抓	tʃuɔ[1]	2讀字
□	tʃuɔ[5]	這麼，如，～□θᴇ11：這麼多
沙	θuɔ[1]	1
鯊	θuɔ[1]	
耍	θuɔ[6]	
過	kuɔ[1]	古禾切，菜老
瓜	kuɔ[1]	
蝸	kuɔ[1]	1
芥	kuɔ[1]	1～菜
掛	kuɔ[5]	
卦	kuɔ[5]	
寡	kuɔ[6]	
剮	kuɔ[6]	
蝸	kʰuɔ[1]	2
誇	kʰuɔ[1]	
垮	kʰuɔ[1]	
跨	kʰuɔ[1]	
靠	kʰuɔ[5]	1
花	huɔ[1]	
華	huɔ[2]	中～
化	huɔ[5]	
□	huɔ[5]	那麼，如，～□θᴇ11：那麼多
蛙	∅uɔ[1]	
挖	∅uɔ[1]	
夥	∅uɔ[6]	若～：多少
瓦	∅uɔ[6]	
畫	∅uɔ[6]	名詞
話	∅uɔ[6]	
對	tɔi[5]	
□	tɔi[5]	哪裡
□	tɔi[5]	柴～：火柴
□	tɔi[5]	塊，量詞；□ten33～：地方
代	tɔi[6]	1第幾～
袋	tɔi[6]	
兌	tɔi[6]	
□	tɔi[6]	用肘撞人
退	tʰɔi[5]	
蛻	tʰɔi[5]	
□	tʰɔi[5]	門囝～：較小的窗戶，犬～：狗洞
內	nɔi[6]	
□	nɔi[9]	～鳥：陰莖
螺	lɔi[2]	
腡	lɔi[2]	
雷	lɔi[2]	2姓
擂	lɔi[2]	～舂臼：擂鉢
□	lɔi[2]	擰
臺	lɔi[2]	1燭～
□	lɔi[6]	～空：鑽孔。陽去
□	lɔi[6]	褪隻～：光著膀子
晬	tʃɔi[5]	做～：做一周歲
最	tʃɔi[5]	
罪	tʃɔi[6]	
莝	tʃʰɔi[5]	砍
碎	tʃʰɔi[5]	
賽	θɔi[5]	
帥	θɔi[5]	
坐	θɔi[6]	1
□	hɔi[2]	揪住頭髮
愛	∅ɔi[5]	1要
妹	muəi[5]	
乖	kuəi[1]	
怪	kuəi[5]	責怪；奇～
會	kʰuəi[1]	～計
塊	kʰuəi[5]	
快	kʰuəi[5]	3
愧	kʰuəi[5]	
危	ŋuəi[2]	
懷	huəi[2]	
槐	huəi[2]	
淮	huəi[2]	
壞	huəi[6]	
歪	∅uəi[1]	
□	pœ[2]	聲□hap5～：嗓子啞
□	pœ[0]	～□lœk4鑽：木工鑽
□	mœ[1]	～～：糊塗
苧	tœ[6]	
驢	lœ[2]	
犁	lœ[2]	一種農具，洋～：理髮推剪
璃	lœ[2]	玻～
厘	lœ[2]	
蹄	lœ[2]	2曲～：漁民
鑢	lœ[5]	銼
□	lœ[6]	培土
黍	lœ[6]	長骹～：高粱
助	tʃœ[6]	
搓	tʃʰœ[1]	
初	tʃʰœ[1]	
妻	tʃʰœ[1]	
凄	tʃʰœ[1]	
□	tʃʰœ[2]	～水：倒水
粞	tʃʰœ[5]	米磨的粉
□	tʃʰœ[5]	擦
楚	tʃʰœ[6]	1國名
礎	tʃʰœ[6]	
梳	θœ[1]	
疏	θœ[1]	
蔬	θœ[1]	
□	θœ[5]	耖
□	kœ[1]	雞～□lœk5：母雞下蛋時叫
□	kʰœ[2]	傻，愚蠢
哈	hœ[2]	張口呼氣
喉	hœ[2]	～嚨
□	hœ[6]	吵架
□	∅œ[6]	躺
□	∅œ[9]	～□lœʔ34：噯氣
去	kʰyə[5]	1
標	piəu[1]	
彪	piəu[1]	
飄	pʰiəu[1]	
薸	pʰiəu[2]	浮萍
票	pʰiəu[5]	
苗	miəu[2]	
描	miəu[2]	
廟	miəu[6]	
妙	miəu[6]	
謬	miəu[6]	
繆	miəu[6]	姓
刁	tiəu[1]	
朝	tiəu[2]	唐～
潮	tiəu[2]	
調	tiəu[2]	～羹，～整
趙	tiəu[6]	
兆	tiəu[6]	
調	tiəu[6]	～動
紂	tiəu[6]	
挑	tʰiəu[1]	～選
超	tʰiəu[1]	1
堯	niəu[2]	
燎	liəu[2]	
療	liəu[2]	
聊	liəu[2]	
遼	liəu[2]	
寥	liəu[2]	
□	liəu[2]	□tʰa55～：玩兒
韶	θiəu[2]	
紹	θiəu[2]	介～
邵	θiəu[2]	
樵	tɕiəu[2]	
驕	kiəu[1]	
嬌	kiəu[1]	
瘸	kʰiəu[2]	～骹：瘸子
奶	ne[1]	2乳房，乳汁
□	ke[0]	～□leu322：蜷曲
比	pei[3]	1
□	pei[3]	用手指指
皮	pʰei[3]	2刁～：頑皮
疕	pʰei[3]	痂
鄙	pʰei[3]	
匪	pʰei[3]	土～
否	pʰei[3]	1
米	mei[3]	
美	mei[3]	
□	tei[53]	剛
李	lei[3]	□pʰɔ55～：李子；姓
里	lei[3]	距離單位
理	lei[3]	
鯉	lei[3]	
□	lei[3]	壘
□	lei[3]	□lɔ33～：穿山甲
姊	tʃei[3]	1～妹哥：姊妹，～夫：姐夫
旨	tʃei[3]	聖～
指	tʃei[3]	3手～：戒指
子	tʃei[3]	2日～
籽	tʃei[3]	
□	tʃei[3]	這裡
死	θei[3]	
麂	kei[3]	
己	kei[3]	天干之一
啓	kʰei[3]	
齒	kʰei[3]	
起	kʰei[3]	起牀
豈	kʰei[3]	
喜	hei[3]	1歡～
□	hei[3]	那裡
蟢	∅ei[3]	老～：蜘蛛
姊	∅ei[53]	2姐姐
雕	teu[1]	
櫥	teu[2]	碗櫥，雞～：雞舍
綢	teu[2]	
住	teu[6]	
宙	teu[6]	
□	teu[6]	接觸在一起
粙	teu[6]	稻子。本書中寫作「粙」
籌	tʰeu[2]	
丑	tʰeu[3]	地支之一
柱	tʰeu[6]	
餿	neu[1]	臭～
紐	neu[3]	2
扭	neu[3]	
流	leu[2]	2
榴	leu[2]	
硫	leu[2]	
琉	leu[2]	
瘤	leu[2]	
□	leu[2]	□ke0～：蜷曲
柳	leu[3]	
就	tʃeu[6]	
艘	θeu[1]	
搜	θeu[1]	
□	θeu[1]	歪，帽戴～了
囚	θeu[2]	
泅	θeu[2]	～潭：游泳
仇	θeu[2]	～恨
酬	θeu[2]	
售	θeu[2]	
首	θeu[6]	
守	θeu[6]	
受	θeu[6]	
壽	θeu[6]	
授	θeu[6]	
求	keu[2]	
球	keu[2]	
裘	keu[2]	
久	keu[3]	
韭	keu[3]	
咎	keu[3]	
柩	keu[3]	
餃	keu[3]	
舊	keu[6]	2
毆	∅eu[1]	
柔	∅eu[2]	
尤	∅eu[2]	
郵	∅eu[2]	
由	∅eu[2]	
油	∅eu[2]	
游	∅eu[2]	
猶	∅eu[2]	
悠	∅eu[2]	
魷	∅eu[2]	
有	∅eu[3]	3
友	∅eu[3]	2
酉	∅eu[3]	2
又	∅eu[3]	2
右	∅eu[3]	2
佑	∅eu[3]	2
釉	∅eu[3]	2
有	∅eu[6]	2
友	∅eu[6]	1
酉	∅eu[6]	1
又	∅eu[6]	1
右	∅eu[6]	1
佑	∅eu[6]	1
釉	∅eu[6]	1
菩	po[2]	
匏	po[2]	白～：瓠子，～頭：水瓢
炮	po[2]	薄交切，煨
□	po[2]	駝～：駝子
斧	po[5]	～頭
腐	po[6]	1腐朽
伏	po[6]	扶富切，孵
浮	pʰo[2]	
□	pʰo[2]	用油炸
霧	mo[6]	
婦	mo[6]	1新～：兒媳婦
徒	to[2]	
塗	to[2]	2動詞
屠	to[2]	
途	to[2]	
圖	to[2]	
廚	to[2]	～師父：廚師
杜	to[6]	
肚	to[6]	豬～
妒	to[6]	
度	to[6]	
鍍	to[6]	
塗	tʰo[2]	1泥土
奴	no[2]	～才
努	no[6]	
怒	no[6]	
□	no[6]	～草：牛倒噍草
盧	lo[2]	
爐	lo[2]	
蘆	lo[2]	
鸕	lo[2]	
廬	lo[2]	
鹵	lo[6]	
露	lo[6]	2老□tɕi35～：精液
□	lo[6]	□ko33～：蹲
瓷	tʃo[2]	
茲	tʃo[2]	
滋	tʃo[2]	
慈	tʃo[2]	
磁	tʃo[2]	
自	tʃo[6]	
辭	θo[2]	
詞	θo[2]	
祠	θo[2]	
嗣	θo[2]	
飼	θo[2]	2
似	θo[6]	
祀	θo[6]	
巳	θo[6]	
士	θo[6]	2相～：看相；棋子之一
仕	θo[6]	
事	θo[6]	
侍	θo[6]	
狐	ko[2]	～狸
糊	ko[2]	1糨糊
舅	ko[6]	
舊	ko[6]	1
□	ko[9]	～□lo33：蹲
臼	kʰo[6]	
吳	ŋo[2]	
吾	ŋo[2]	
梧	ŋo[2]	
牛	ŋo[2]	1
五	ŋo[6]	
伍	ŋo[6]	
蜈	ŋo[9]	～蚣
胡	ho[2]	姓
湖	ho[2]	
壺	ho[2]	
葫	ho[2]	
糊	ho[2]	2～塗
符	ho[2]	
芙	ho[2]	～蓉
禍	ho[6]	3
戶	ho[6]	
滬	ho[6]	
互	ho[6]	
護	ho[6]	
扶	ho[6]	2攙
腑	ho[6]	
父	ho[6]	
腐	ho[6]	2豆～
輔	ho[6]	
婦	ho[6]	2
負	ho[6]	
阜	ho[6]	
□	ho[6]	～脈：號脈
無	∅o[2]	
巫	∅o[2]	
誣	∅o[2]	
務	∅o[6]	
有	∅o[6]	1
肥	poi[2]	
吠	poi[6]	
堆	toi[1]	
捶	toi[2]	～門：敲門
□	toi[2]	扔
隊	toi[6]	
墜	toi[6]	冰～：冰柱
推	tʰoi[1]	～刀：刨子
錘	tʰoi[2]	
槌	tʰoi[2]	
□	noi[2]	踩，跺
□	noi[6]	鼻～：鼻尖
累	loi[6]	積～
累	loi[6]	連～
類	loi[6]	
淚	loi[6]	
催	tʃʰoi[1]	
崔	tʃʰoi[1]	
衰	θoi[1]	瘦；倒霉
摔	θoi[1]	
髓	θoi[2]	讀字
隨	θoi[2]	
隋	θoi[2]	
垂	θoi[2]	
誰	θoi[2]	
瑞	θoi[6]	
遂	θoi[6]	
隧	θoi[6]	
逵	koi[2]	
馗	koi[2]	
跪	koi[6]	～下來
櫃	koi[6]	
盔	kʰoi[1]	
魁	kʰoi[1]	
奎	kʰoi[1]	
□	kʰoi[1]	謎語
□	kʰoi[1]	拍～：拾子兒
為	∅oi[2]	行～
為	∅oi[2]	介詞
微	∅oi[2]	2稍～
違	∅oi[2]	
圍	∅oi[2]	
衛	∅oi[6]	
位	∅oi[6]	
胃	∅oi[6]	
謂	∅oi[6]	
渭	∅oi[6]	
殕	pʰou[3]	生～：發黴；冬瓜表皮上的白霜
某	mou[3]	
戊	mou[3]	1
賭	tou[3]	
肚	tou[3]	腹～：肚子
□	lou[53]	老虎。「老虎」的合音
子	tʃou[3]	1地支之一
酒	tʃou[3]	
此	tʃʰou[3]	
手	tʃʰou[3]	1
古	kou[3]	1
股	kou[3]	
鼓	kou[3]	
牯	kou[3]	犬～：公狗
苦	kʰou[3]	
午	ŋou[3]	
虎	hou[3]	
府	hou[3]	1知～
除	tø[2]	
箸	tø[6]	筷子
鋤	tʰø[2]	
慮	lø[6]	
濾	lø[6]	2
聚	tʃø[6]	
徐	θø[2]	
𧄔	θø[2]	山藥
殊	θø[2]	
□	θø[2]	～尿：把尿
序	θø[6]	
敘	θø[6]	
緒	θø[6]	
嶼	θø[6]	三～：地名
樹	θø[6]	2
渠	kø[2]	
瞿	kø[2]	
衢	kø[2]	
巨	kø[6]	
拒	kø[6]	
距	kø[6]	
俱	kø[6]	
具	kø[6]	
懼	kø[6]	
傀	kø[0]	1～儡囝：小孩兒。本書中寫作「傀」
魚	ŋø[2]	
漁	ŋø[2]	
愚	ŋø[2]	
虞	ŋø[2]	
娛	ŋø[2]	
遇	ŋø[6]	
如	∅ø[2]	
余	∅ø[2]	
餘	∅ø[2]	
儒	∅ø[2]	
愉	∅ø[2]	
榆	∅ø[2]	
俞	∅ø[2]	
譽	∅ø[6]	
預	∅ø[6]	
豫	∅ø[6]	
喻	∅ø[6]	
裕	∅ø[6]	
□	∅ø[6]	～底睏：仰面睡
每	møy[3]	
尾	møy[3]	
短	tøy[3]	
腿	tʰøy[3]	2狗～：走狗
□	tʰøy[3]	痲瘋病
屢	løy[3]	
銳	løy[3]	
蕊	løy[3]	
儡	løy[3]	1傀～囝：小孩兒。本書中寫作「儡」，另同原文單字音
沝	tʃøy[3]	水。本書中一般寫作「水」
水	tʃøy[3]	
裹	køy[3]	～粽：包粽子
餜	køy[3]	1油□lᴇk5～：油條
幾	køy[3]	～歲
蟣	køy[3]	虱～
詭	køy[3]	
軌	køy[3]	
鬼	køy[3]	
果	køy[5]	1～子：水果
跪	kʰøy[3]	去委切，～壽：祝壽
傀	kʰøy[5]	～儡
火	høy[3]	
夥	høy[3]	～計
毀	høy[3]	
委	∅øy[3]	
偉	∅øy[3]	
葦	∅øy[3]	
杯	pui[1]	
飛	pui[1]	1
培	pui[2]	
陪	pui[2]	
賠	pui[2]	
裴	pui[2]	
貝	pui[5]	
輩	pui[5]	
背	pui[5]	2用背馱
褙	pui[5]	裱糊
浿	pui[5]	虎～：地名
痱	pui[5]	
沸	pui[5]	沸騰，～湯：開水
□	pui[5]	水～：田間的水溝
倍	pui[6]	
背	pui[6]	背誦
焙	pui[6]	
胚	pʰui[1]	
坯	pʰui[1]	磚～
皮	pʰui[2]	1
沛	pʰui[5]	
配	pʰui[5]	
佩	pʰui[5]	
屁	pʰui[5]	
□	pʰui[5]	從嘴裡往外吐
被	pʰui[6]	被子
梅	mui[2]	
枚	mui[2]	
媒	mui[2]	
煤	mui[2]	
黴	mui[2]	
莓	mui[2]	
□	mui[2]	猜～：劃拳
未	mui[6]	1沒有，副詞
追	tui[1]	
衣	nui[1]	1囝～：胎盤
□	nui[5]	傳遞
椎	tʃui[1]	栗子。較小
醉	tʃui[5]	
翠	tʃui[5]	
吹	tʃʰui[1]	
炊	tʃʰui[1]	
脆	tʃʰui[5]	
喙	tʃʰui[5]	1嘴。本書中寫作「喙」
雖	θui[1]	
歲	θui[5]	2萬～
稅	θui[5]	
穗	θui[5]	
閨	kui[1]	
饑	kui[1]	1餓
規	kui[1]	
龜	kui[1]	
歸	kui[1]	當～
髻	kui[5]	雞～：雞冠
癸	kui[5]	
貴	kui[5]	
□	kui[9]	～頭栳：針綫筐
開	kʰui[1]	1～門
虧	kʰui[1]	
窺	kʰui[1]	
潰	kʰui[5]	
檜	ŋui[5]	秦～
外	ŋui[6]	3～國
偽	ŋui[6]	
魏	ŋui[6]	
恢	hui[1]	
灰	hui[1]	石灰，洋～：水泥
揮	hui[1]	
輝	hui[1]	
徽	hui[1]	
回	hui[2]	
茴	hui[2]	
蛔	hui[2]	
悔	hui[5]	荒內切，後悔
歲	hui[5]	1幾～
諱	hui[5]	
緯	hui[5]	
匯	hui[6]	
會	hui[6]	開～
威	∅ui[1]	
機	∅ui[1]	1□ka44～：織布機
穢	∅ui[5]	
餵	∅ui[5]	讀字
畏	∅ui[5]	～寒：發冷
慰	∅ui[5]	
杮	∅ui[5]	柴～：刨花，木柴碎片
丟	tiu[1]	
釣	tiu[5]	
晝	tiu[5]	2
□	tiu[5]	絎
超	tʰiu[1]	2～度
抽	tʰiu[1]	
跳	tʰiu[5]	
尿	niu[6]	
若	niu[10]	1～夥：多少
鬚	liu[1]	喙～：鬍子
溜	liu[5]	
□	liu[5]	～囝：扒手
□	liu[6]	攪拌
消	θiu[1]	
宵	θiu[1]	
霄	θiu[1]	
硝	θiu[1]	
銷	θiu[1]	
燒	θiu[1]	
蕭	θiu[1]	
簫	θiu[1]	
修	θiu[1]	
羞	θiu[1]	
收	θiu[1]	
鞘	θiu[5]	
肖	θiu[5]	～兔：屬兔
秀	θiu[5]	
綉	θiu[5]	
銹	θiu[5]	
獸	θiu[5]	
□	θiu[5]	窩
□	θiu[6]	羡慕
珠	tɕiu[1]	1目～：眼睛
蕉	tɕiu[1]	
椒	tɕiu[1]	胡～：胡椒，兼指辣椒
昭	tɕiu[1]	
招	tɕiu[1]	
周	tɕiu[1]	
舟	tɕiu[1]	
州	tɕiu[1]	
洲	tɕiu[1]	
照	tɕiu[5]	
咒	tɕiu[5]	
灸	tɕiu[5]	針～
鳥	tɕiu[5]	1～囝：鳥
揪	ɕiu[1]	
秋	ɕiu[1]	春夏～冬
秋	ɕiu[1]	～千
鰍	ɕiu[1]	
鍬	ɕiu[1]	
休	ɕiu[1]	
樹	ɕiu[5]	1
笑	ɕiu[5]	
嗅	ɕiu[5]	許救切，聞
手	ɕiu[5]	2～指：戒指
繰	ɕiu[6]	
糾	kiu[1]	～正
喬	kiu[2]	
僑	kiu[2]	
橋	kiu[2]	
蕎	kiu[2]	
叫	kiu[5]	鳥鳴，公雞叫
救	kiu[5]	
究	kiu[5]	
枸	kiu[5]	～籽：枸杞
轎	kiu[6]	
丘	kʰiu[1]	2
邱	kʰiu[1]	
竅	kʰiu[5]	
翹	kʰiu[5]	頭髮等竪起；秤尾高
牛	ŋiu[2]	2～郎
妖	∅iu[1]	
邀	∅iu[1]	
腰	∅iu[1]	後～：脊背
憂	∅iu[1]	
優	∅iu[1]	
幽	∅iu[1]	
搖	∅iu[2]	
謠	∅iu[2]	
窑	∅iu[2]	
姚	∅iu[2]	
要	∅iu[5]	重～
耀	∅iu[5]	
幼	∅iu[5]	嫩
鷂	∅iu[6]	紙～：風箏
躍	∅iu[6]	
□	tim[1]	甜
□	tim[5]	2～農嫌：討人嫌
□	tim[6]	滿
添	tʰim[1]	
黏	nim[2]	
鮎	nim[2]	～魚
𡳞	nim[9]	～脬袋：陰囊
廉	lim[2]	
鐮	lim[2]	
簾	lim[2]	
閻	lim[2]	～魔王：閻王
林	lim[2]	2姓
淋	lim[2]	
臨	lim[2]	
□	lim[5]	桔子的瓣；用於墨的量詞
心	θim[1]	
芯	θim[1]	
鹽	θim[2]	名詞
檐	θim[2]	屋檐
蟬	θim[2]	
鹽	θim[5]	以贍切，醃製
□	θim[6]	尖
尖	tɕim[1]	
櫼	tɕim[1]	2楔子
詹	tɕim[1]	
占	tɕim[5]	～領
浸	tɕim[5]	
殲	ɕim[1]	
簽	ɕim[1]	
深	ɕim[1]	
嫌	ɕim[2]	
□	ɕim[5]	再加熱
今	kim[1]	3
金	kim[1]	
劍	kim[5]	
襟	kim[5]	
禁	kim[5]	～止
□	kim[6]	～喙：忌口
兼	kʰim[1]	
謙	kʰim[1]	
欽	kʰim[1]	
欠	kʰim[5]	
歉	kʰim[5]	
殮	ŋim[6]	併～：收殮
驗	ŋim[6]	
淹	∅im[1]	
閹	∅im[1]	
掩	∅im[1]	捂
音	∅im[1]	
陰	∅im[1]	2
炎	∅im[2]	
厭	∅im[5]	
擔	tam[1]	動詞
擔	tam[1]	2柴～，扁～
談	tam[2]	
痰	tam[2]	
澹	tam[2]	濕
膽	tam[3]	
擔	tam[5]	1名詞。單說
淡	tam[6]	
貪	tʰam[1]	
坍	tʰam[1]	
潭	tʰam[2]	
毯	tʰam[3]	
坦	tʰam[3]	1
探	tʰam[5]	
坦	tʰam[5]	2
南	nam[2]	
男	nam[2]	
楠	nam[2]	
□	nam[2]	～□□i34ᴇi433：螢火蟲
□	lam[1]	□ka0～吞：囫圇吞
藍	lam[2]	
籃	lam[2]	
林	lam[2]	1柴～：樹林
覽	lam[3]	
攬	lam[3]	擁抱
欖	lam[3]	橄～
簪	tʃam[1]	
斬	tʃam[3]	1
𩟗	tʃam[3]	淡
暫	tʃam[6]	
鏨	tʃam[6]	
斬	tʃam[6]	2
站	tʃam[6]	車～
參	tʃʰam[1]	～觀
摻	tʃʰam[1]	
慘	tʃʰam[3]	
三	θam[1]	
杉	θam[1]	
衫	θam[1]	
甘	kam[1]	
柑	kam[1]	
含	kam[2]	1在嘴裡含
銜	kam[2]	1
感	kam[3]	
㔶	kam[3]	蓋子；蓋上，～瓦：蓋瓦
敢	kam[3]	
監	kam[5]	1～督
鑒	kam[5]	
勘	kʰam[1]	1
刊	kʰam[1]	
坎	kʰam[3]	1
砍	kʰam[3]	
艦	kʰam[3]	
磡	kʰam[5]	地窖
坎	kʰam[5]	2
勘	kʰam[5]	2
岩	ŋam[2]	2際～里：地名
賢	ŋam[2]	2興～：地名
蚶	ham[1]	
含	ham[2]	2
函	ham[2]	
涵	ham[2]	
咸	ham[2]	1～豐
銜	ham[2]	2軍～
喊	ham[5]	呼陷切
餡	ham[6]	
□	ham[9]	～□mi55：打哈欠
庵	∅am[1]	
泔	∅am[1]	米～：洗過米的水
飲	∅am[3]	1米湯
