// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	f	v	t	tʰ	l	ʦ	ʦʰ	s	ʂ	ʧ	ʧʰ	ʃ	ʒ	k	kʰ	x	Ø
@FIN	a
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
ʃ	ə	上聲	所
x	ə	輕聲	□{表處所，奧~、紐~(指我們家、你們家)}
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	f	v	t	l	ʦ	ʦʰ	s	ʧ	ʧʰ	ʃ	ʒ	k	kʰ	x
@FIN	əi
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	əi	平聲	卑{~鄙} 掰{~爛} 背{~糞} 膊{胳~} 悲= 北 白= 柏{~樹兒} 百 伯{~父} 迫{~逼無奈}
p	əi	上聲	□{阿~子(親屬關係)}
p	əi	去聲	輩 背{~面} □{~埂塄} 焙乾 貝
pʰ	əi	平聲	杯 胚 坯{磚~子} 陪 培{栽~} 賠 裴 披 拍 白-
pʰ	əi	上聲	佩 沛 □{~質(訓斥、罵人)}
pʰ	əi	去聲	背-{~書} 背{耳朵~} 培{~養} 倍 配
m	əi	平聲	梅 煤 謀{~著做某事} 墨 脈{揣~} 麥 默 霉 沫{唾~}
m	əi	上聲	每 美 鎂
m	əi	去聲	妹 昧 媚 魅 袂
f	əi	平聲	非 飛 妃 肥 □{~蜜(用油將蜂蜜熬熟)}
f	əi	上聲	吠 匪 翡
f	əi	去聲	廢 肺 費
v	əi	平聲	桅 危 為{~人處事} 偽{虛~} 維 惟 唯 微 威 違 圍 偉 韋 葦 緯
v	əi	上聲	□{~炕(填炕)} 委 萎 尾= 偽{~裝}
v	əi	去聲	為{~啥} 衛 位 未 味 魏 畏 慰 胃 謂
t	əi	平聲	得 德
l	əi	平聲	勒 肋
ʦ	əi	平聲	塞{~進去} 賊=
ʦʰ	əi	平聲	賊-
s	əi	平聲	塞{~住}
ʧ	əi	平聲	追 錐 窄
ʧ	əi	去聲	綴 贅 墜= □{執意給，硬讓，~著著我吃飯哩}
ʧʰ	əi	平聲	吹 炊 錘 捶{~背} 拆{~房} 槌{鼓~兒}
ʧʰ	əi	去聲	垂 墜-
ʃ	əi	平聲	誰 澀{~巴巴} 色 虱
ʃ	əi	上聲	水
ʃ	əi	去聲	睡 稅
ʒ	əi	去聲	瑞 銳 蕊
k	əi	平聲	格 革 隔 耕-{~地}
k	əi	去聲	給
kʰ	əi	平聲	客 刻{時~}
kʰ	əi	上聲	客{麥~子}
x	əi	平聲	黑 嘿
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	Ø
@FIN	ər
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
Ø	ər	平聲	兒= 日= 而
Ø	ər	上聲	耳= 爾 餌
Ø	ər	去聲	二= 貳=
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	t	tʰ	ʦ	ʦʰ	s	ʧ	ʧʰ	ʃ	ʒ	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	əu
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
t	əu	平聲	都
t	əu	上聲	陡 斗{~包} 蚪
t	əu	去聲	斗 豆 痘 逗 竇
tʰ	əu	平聲	偷= 頭 投
tʰ	əu	上聲	抖{顫抖，抖動} □{弄壞}
tʰ	əu	去聲	透
ʦ	əu	上聲	走
ʦ	əu	去聲	奏 揍
ʦʰ	əu	去聲	湊
s	əu	上聲	叟 □{蟲吃衣物、木質等，衣裳著蟲~了}
s	əu	去聲	嗽{咳~}
ʧ	əu	平聲	鄒 □{~~(蜘蛛)}
ʧ	əu	上聲	掫{舉，抬}
ʧ	əu	去聲	皺 驟
ʧʰ	əu	平聲	愁 □{~子(戴在牲口嘴上防止吃東西)} □{把各家~地起(自高自大)}
ʧʰ	əu	上聲	瞅
ʃ	əu	平聲	搜
ʃ	əu	去聲	瘦
ʒ	əu	平聲	柔 揉
ʒ	əu	上聲	蹂{踩踏}
tʂ	əu	平聲	周 州 洲 舟 喌{喚雞聲} 粥
tʂ	əu	上聲	肘 □{架子大，高傲}
tʂ	əu	去聲	紂{~王} 晝 宙 咒
tʂʰ	əu	平聲	抽 稠 綢 酬 疇 籌 仇=
tʂʰ	əu	上聲	丑{~時}
tʂʰ	əu	去聲	臭{~氣}
ʂ	əu	平聲	仇- 收
ʂ	əu	上聲	手 首 守
ʂ	əu	去聲	受 授 獸 壽 售
ʐ	əu	去聲	肉
k	əu	平聲	勾 鉤 溝
k	əu	上聲	苟 狗 垢{~圿} 枸{~杞子}
k	əu	去聲	夠 構 購 呴{打~}
kʰ	əu	平聲	摳 扣{將容器等口朝下倒立，把缸~哈}
kʰ	əu	上聲	口
kʰ	əu	去聲	扣{~押，~除} 扣{紐~} 叩 寇
ŋ	əu	平聲	歐 鷗
ŋ	əu	上聲	藕 偶{配~} 偶{偶然，奇~} 嘔 毆
ŋ	əu	去聲	漚{~麻} 慪{~腔}
x	əu	平聲	候{時~} 侯 喉{咽~} 猴 瘊{~子} 齁{~拉人(食物味道太重時喉嚨不舒服)}
x	əu	上聲	吼
x	əu	去聲	候{等} 後 厚
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	f	v	t	tʰ	l	ʦ	ʦʰ	s	ʧ	ʧʰ	ʃ	ʒ	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	əŋ
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	əŋ	平聲	奔 蹦 崩 繃
p	əŋ	上聲	本{~子} 本{~來}
p	əŋ	去聲	碰{~老了(斧子等碰到硬物變鈍或損壞)} 笨= 苯
pʰ	əŋ	平聲	噴 盆 朋 鵬 棚 烹 彭 膨 篷 蓬
pʰ	əŋ	上聲	砰 怦 抨 捧
pʰ	əŋ	去聲	笨- 噴{~嚏} 碰{撞}
m	əŋ	平聲	門 們 捫 蒙 萌 盟
m	əŋ	上聲	猛
m	əŋ	去聲	悶 孟 懵{笨} 夢
f	əŋ	平聲	分 芬 紛 焚 墳 風 瘋 豐 鋒 峰 逢 蜂 馮 封 縫{~補}
f	əŋ	上聲	粉 諷
f	əŋ	去聲	憤 忿 糞 奮 份 楓 鳳 縫{~子} 奉 俸
v	əŋ	平聲	溫 瘟{~疫} 文 雯 紋 蚊 聞 吻 刎 翁 璺{沒~~子(沒辦法，不奏效)}
v	əŋ	上聲	穩
v	əŋ	去聲	問 甕{老~子(大缸)}
t	əŋ	平聲	登 蹬 凳 燈
t	əŋ	上聲	等{~候，~級} 等{測量} 戥{~子} 稻=
t	əŋ	去聲	扽{拉，扯} 鄧 瞪 凳 鐙
tʰ	əŋ	平聲	吞{豬~食} 疼 騰 藤 謄
tʰ	əŋ	上聲	稻-
tʰ	əŋ	去聲	□{延遲，往後挪，往後~刻子} 道{巷~，撒了一~}
l	əŋ	平聲	塄{埂~} 能 稜
l	əŋ	上聲	冷{天氣~，~子} □{傻，笨}
l	əŋ	去聲	愣{~爭子(呆)} 能{寧可}
ʦ	əŋ	平聲	曾 增 □{厲害，牛}
ʦ	əŋ	上聲	怎
ʦ	əŋ	去聲	憎 贈 箏
ʦʰ	əŋ	平聲	岑 參{~差} 曾{~經} 層
s	əŋ	平聲	僧
ʧ	əŋ	平聲	爭 睜 中 終 鐘 忠 盅{~子} 衷
ʧ	əŋ	上聲	准 仲{伯~} 種{配~} 腫 踵
ʧ	əŋ	去聲	掙{~著吃上些，~錢} 中{~狀元} 眾 種{~麥，~子} 重={文，~要} 道={~理}
ʧʰ	əŋ	平聲	椿{~樹} 春 唇= 純 醇 淳 重{~複} 撐 充 沖 蟲 崇 □{小孩淘、調皮}
ʧʰ	əŋ	上聲	蠢 寵
ʧʰ	əŋ	去聲	重-{白，輕~} 襯
ʃ	əŋ	平聲	□{難看，醜} 森 參{人~} 生 牲 笙 甥 唇-
ʃ	əŋ	上聲	瞬 省{~市，節~}
ʃ	əŋ	去聲	滲{~出} 順 舜
ʒ	əŋ	平聲	仍 絨{~衣} 茸{鹿~}
ʒ	əŋ	上聲	□{嫩，細，易斷}
ʒ	əŋ	去聲	閏 潤
tʂ	əŋ	平聲	針 珍 臻 真 診 疹 貞 偵 徵 蒸 拯 正{~月}
tʂ	əŋ	上聲	枕 振 震 整
tʂ	əŋ	去聲	鎮 陣 正{~式，~確} 證 症 政
tʂʰ	əŋ	平聲	沉 陳 塵 辰 晨= 臣 稱{~一哈} 拯 澄 懲 橙 成 城 誠 呈 程 承{~認} 丞 騁
tʂʰ	əŋ	上聲	稱{~呼，對~}
tʂʰ	əŋ	去聲	鄭- 秤{一桿~} 乘 逞 趁
ʂ	əŋ	平聲	深 申 伸 紳 神 身 莘 繩 升 聲 承{以器皿等接，~滴檐水}
ʂ	əŋ	上聲	晨{早~間} 審 嬸
ʂ	əŋ	去聲	甚 腎 慎 勝 剩 聖 盛
ʐ	əŋ	平聲	人 壬 任{姓} 仁
ʐ	əŋ	上聲	忍 韌 紉 扔=
ʐ	əŋ	去聲	刃 任 認
k	əŋ	平聲	跟 根 庚 耕= 更{三~半夜}
k	əŋ	上聲	埂{~塄} 羹{調~子} 耿
k	əŋ	去聲	更{~加}
kʰ	əŋ	平聲	坑 鏗 墾
kʰ	əŋ	上聲	肯 懇 啃=
ŋ	əŋ	平聲	恩 嗯{開口說話，不~不喘}
ŋ	əŋ	上聲	襖 □{我們}
x	əŋ	平聲	痕 橫{一~一豎} 恆 衡
x	əŋ	上聲	很 □{老人身體還硬朗} 橫{態度蠻橫}
x	əŋ	去聲	恨 亨
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	v	t	tʰ	l	ʦ	ʦʰ	s	ʧ	ʧʰ	ʃ	k	kʰ	ŋ	x
@FIN	ɛ
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	ɛ	平聲	□{不要}
p	ɛ	上聲	擺
p	ɛ	去聲	拜 敗=
pʰ	ɛ	平聲	排 牌 徘
pʰ	ɛ	上聲	魄{三魂七~}
pʰ	ɛ	去聲	派{幫~} 派{委~} 敗-{茶~了}
m	ɛ	平聲	埋 霾
m	ɛ	上聲	買
m	ɛ	去聲	邁 賣
v	ɛ	平聲	歪
v	ɛ	上聲	□{那}
v	ɛ	去聲	外
t	ɛ	平聲	呆 的{我~}
t	ɛ	上聲	殆{葉子~（心狠手辣）} 歹
t	ɛ	去聲	待 怠 戴 貸 代 袋 黛 帶 大{~夫}
tʰ	ɛ	平聲	台 胎 苔{舌~} 抬 特 □{孬，沒本事，~地吼哩}
tʰ	ɛ	去聲	太 泰 態
l	ɛ	平聲	來 萊
l	ɛ	上聲	奶 乃
l	ɛ	去聲	耐 奈 賴 癩
ʦ	ɛ	平聲	災 栽 則{原~}
ʦ	ɛ	上聲	宰 載 這-{~個}
ʦ	ɛ	去聲	在= 再
ʦʰ	ɛ	平聲	才 材 財 裁
ʦʰ	ɛ	上聲	採 彩 睬 踩
ʦʰ	ɛ	去聲	在- 菜 蔡
s	ɛ	平聲	腮 鰓 塞{鼻子~}
s	ɛ	去聲	賽
ʧ	ɛ	平聲	齋 宅 摘 翟 責{~任} 嚌{啃，吃} □{把聶聶~了}
ʧ	ɛ	上聲	□{~搭（推讓）} 拽{扽}
ʧ	ɛ	去聲	寨 債
ʧʰ	ɛ	平聲	猜 柴 豺 釵 差{出~} 廁{~所} 側{~面} 測{~量} 策{政~} 冊
ʧʰ	ɛ	上聲	揣{摸}
ʧʰ	ɛ	去聲	□{擦，抹}
ʃ	ɛ	平聲	衰
ʃ	ɛ	上聲	率 蟀 摔 甩 篩{抄~兒}
ʃ	ɛ	去聲	帥 曬
k	ɛ	平聲	該{應~} 該{欠} 街{~道裡}
k	ɛ	上聲	改 解{~開}
k	ɛ	去聲	概 溉 蓋 丐 芥{~末子}
kʰ	ɛ	平聲	開 揩{擦} 刻{時~} 刻{~章} 克 客{人來~去}
kʰ	ɛ	上聲	凱 鎧 楷 慨
ŋ	ɛ	平聲	哀 埃 挨{~打} 挨{~著一搭} 唉 癌 崖{花石~} 額{~顱}
ŋ	ɛ	上聲	礙 藹 □{~住（因面子等而不得不）} 隘 矮 靄
ŋ	ɛ	去聲	艾{~蒿} 愛 曖
x	ɛ	平聲	孩 核{~對} 鞋-
x	ɛ	上聲	海
x	ɛ	去聲	亥 害{~人} 害{~病，~娃娃（孕婦嘴饞）} 駭
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	f	v	t	tʰ	l	ʦ	ʦʰ	s	tʂ	tʂʰ	ʂ	ʐ	ʧ	ʧʰ	ʃ	ʒ	k	kʰ	ŋ	x
@FIN	ɛ̃
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	ɛ̃	平聲	班 斑 頒 扳 般 搬
p	ɛ̃	上聲	扮{打~} 板 版
p	ɛ̃	去聲	辦= 半 □{摔，跌著地下~爛了} 絆 跘{~跤} 畔={~個(旁邊)}
pʰ	ɛ̃	平聲	盤 潘 攀 磐
pʰ	ɛ̃	上聲	□{挖}
pʰ	ɛ̃	去聲	辦-{~出月} 辦{折磨，折騰} 盼 伴 拌 畔-{~裏} 襻{手~子，~籠}
m	ɛ̃	平聲	蠻 瞞 饅 □{將布、皮革等裹在上面縫住，~鼓}
m	ɛ̃	上聲	滿
m	ɛ̃	去聲	慢 謾 漫
f	ɛ̃	平聲	凡 帆 藩 翻 番 煩 繁 梵
f	ɛ̃	上聲	反 返
f	ɛ̃	去聲	範 犯 泛 飯 販 樊
v	ɛ̃	平聲	玩 完 丸 豌 剜 頑 彎{~曲} 灣
v	ɛ̃	上聲	皖 碗 晚 挽 宛
v	ɛ̃	去聲	腕 彎{不捷近，~路} 萬 蔓
t	ɛ̃	平聲	耽 擔{水~，~任} 擔{挑~} 彈= 單 丹
t	ɛ̃	上聲	膽 誕
t	ɛ̃	去聲	擔{一~水} 誕 旦 但 蛋= 淡= □{~煙灰兒}
tʰ	ɛ̃	平聲	貪 潭 譚 談 痰 灘 壇 彈{~琴} 檀 攤{~軟氏子(類似煎餅)}
tʰ	ɛ̃	上聲	毯 坦 □{推遲}
tʰ	ɛ̃	去聲	探 淡 談{~戀愛} 炭 碳 嘆 蛋-{~雞}
l	ɛ̃	平聲	南 楠 男 藍 籃 難{困~} 蘭 攔 欄
l	ɛ̃	上聲	覽 攬 纜 欖 懶
l	ɛ̃	去聲	難{~中，~舛} 爛{破舊，破裂}
ʦ	ɛ̃	平聲	□{麥~(牛虻)} □{吃，美美的~了一頓} 簪
ʦ	ɛ̃	上聲	攢{~錢} □{~勁}
ʦ	ɛ̃	去聲	濽{濺} 贊 □{好，~地很}
ʦʰ	ɛ̃	平聲	參 蠶 鵮{鳥啄物} 餐 殘
ʦʰ	ɛ̃	上聲	慘 慚 燦
ʦʰ	ɛ̃	去聲	□{打}
s	ɛ̃	平聲	三
s	ɛ̃	上聲	傘 糝{~飯}
s	ɛ̃	去聲	散
tʂ	ɛ̃	平聲	沾 粘 瞻
tʂ	ɛ̃	上聲	展
tʂ	ɛ̃	去聲	佔 戰 顫{發抖}
tʂʰ	ɛ̃	平聲	纏 蟾 闡 潺 禪
ʂ	ɛ̃	平聲	□{易哭，易傷} 蟬 嬋 羶{~氣}
ʂ	ɛ̃	上聲	陝 閃
ʂ	ɛ̃	去聲	單{姓} 善 膳 扇 騸{閹割，~牲口}
ʐ	ɛ̃	平聲	然 燃 繎
ʐ	ɛ̃	上聲	染
ʐ	ɛ̃	去聲	□{~了一仗}
ʧ	ɛ̃	平聲	專 磚 綻{裂}
ʧ	ɛ̃	上聲	斬 盞 轉{傳送，~磚}
ʧ	ɛ̃	去聲	暫{~時} 暫{~親戚，~哈(住下)} 站 賺 蘸 撰 轉{轉動} 篆 傳{~記}
ʧʰ	ɛ̃	平聲	饞 讒 攙 傳{~達} 椽 川 穿 船 摻
ʧʰ	ɛ̃	上聲	產 鏟 喘{言~} □{根本，徹底}
ʧʰ	ɛ̃	去聲	串 □{解開} 舛{難~} □{孤獨、害怕} □{~子(房頂椽上擺的小木條)}
ʃ	ɛ̃	平聲	杉 衫 刪 山 拴 栓 篅{~子}
ʃ	ɛ̃	去聲	涮{洗著~了} □{使撲空} 閂{鍘~}
ʒ	ɛ̃	上聲	阮 軟
ʒ	ɛ̃	去聲	□{緝，~鞋口子}
k	ɛ̃	平聲	甘 柑 尷{~尬} 乾{~濕} 杆{電~} 肝 竿{竹~}
k	ɛ̃	上聲	感 敢 橄 杆{秤~} 稈{麻~子} 擀{~飯} 趕
k	ɛ̃	去聲	幹{~活} □{無聊，~地吆喝哩}
kʰ	ɛ̃	平聲	□{~起} 堪 刊 勘 檻 侃 勘
kʰ	ɛ̃	上聲	砍 坎
kʰ	ɛ̃	去聲	看
ŋ	ɛ̃	平聲	庵 安 鞍 洝{~水，燒~了}
ŋ	ɛ̃	上聲	揞{~住} 暗{不明}
ŋ	ɛ̃	去聲	暗{背地} 岸 按 案
x	ɛ̃	平聲	含 函 □{~水(涎)} 憨 寒 咸- 韓 還{~有}
x	ɛ̃	上聲	撼 憾 喊 罕
x	ɛ̃	去聲	酣 鼾{拉~睡} 旱 漢 汗 焊 翰
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	ʦ	ʦʰ	s
@FIN	ɿ
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
ʦ	ɿ	平聲	資 姿 茲 滋
ʦ	ɿ	上聲	紫 子 梓
ʦ	ɿ	去聲	姊{~妹兒} 這(茲){~搭兒(這兒)}
ʦʰ	ɿ	平聲	雌 庛 賜 咨 瓷 慈 辭= 詞
ʦʰ	ɿ	去聲	此 刺{挑~} 次 自 字 伺
s	ɿ	平聲	斯 廝 撕 私 司 絲 思 辭- 祠 巳 飼
s	ɿ	上聲	死
s	ɿ	去聲	四 肆 寺 似{相~} 祀 嗣
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	tʂ	tʂʰ	ʂ	ʐ	ʧ	ʧʰ	ʃ	ʒ
@FIN	ʅ
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
tʂ	ʅ	平聲	知 蜘{~蛛} 執 汁 秩 質 直= 織 職 殖= 植= 隻{一~子鞋}
tʂ	ʅ	上聲	滯 只{~要}
tʂ	ʅ	去聲	制 智 致 稚 置 治
tʂʰ	ʅ	平聲	池= 馳 持 侄{~兒} 直- 殖- 植- 尺 吃 痴 適{合~}
tʂʰ	ʅ	上聲	侈 恥 嗤{~笑} 赤 斥
ʂ	ʅ	平聲	矢 濕 十 什{~子裡(莊名)} 拾 實 食 蝕 識 式 飾= 釋 石
ʂ	ʅ	去聲	世 勢 誓 逝
ʐ	ʅ	平聲	日-{~子} □{肏}
ʧ	ʅ	平聲	豬 諸 誅 朱 硃 珠 鑄 支 枝 肢 之 芝 趾 竹 築 逐 祝 燭 觸
ʧ	ʅ	上聲	止 址 主 紙 只- 脂 旨 指 至 拄{~棍} 煮
ʧ	ʅ	去聲	志 □{~驗} 誌 痣 助 駐 註 住 注 蛀 著 痔
ʧʰ	ʅ	平聲	除 儲 初 鋤 廚 遲 帚{調~，掃~} 軸 出 池{水~~}
ʧʰ	ʅ	上聲	處{~所} 礎 楚 杵{~子} 碡{碌~} 處 翅 齒 畜{~牲} 指-{六~兒}
ʧʰ	ʅ	去聲	柱{~子} □{停下來}
ʃ	ʅ	平聲	梳 疏 蔬 書 舒 黍 恕 樞 輸 殊 輸{運~} 施 匙{藥~} 氏 師 獅 屍 詩 時 術 述 飾-{~首} 叔 熟{煮~，~悉} 淑 贖 束 屬
ʃ	ʅ	上聲	暑 鼠 庶 署 薯 數{~一下} 蜀 屎 使 史 駛 始
ʃ	ʅ	去聲	豎 樹 是 示 視 士 仕 柿 事 市 試 侍 數{~字} 戍
ʒ	ʅ	平聲	如 儒 入 褥 兒-{兒~，~子}
ʒ	ʅ	上聲	扔- 汝 乳 辱 耳-
ʒ	ʅ	去聲	二- 貳-
