繁體	简体	吳拼	備注
貼	贴	tʰieʔ⁵	
鐵	铁	tʰieʔ⁵	
笛	笛	dieʔ²	
敵	敌	dieʔ²	
糴	籴	dieʔ²	
疊	叠	dieʔ²	
牒	牒	dieʔ²	
蝶	蝶	dieʔ²	
諜	谍	dieʔ²	
碟	碟	dieʔ²	
滌	涤	dieʔ²	
迪	迪	dieʔ²	
狄	狄	dieʔ²	
迭	迭	dieʔ²	
略	略	lieʔ²	
掠	掠	lieʔ²	
力	力	lieʔ²	
歷	历	lieʔ²	
立	立	lieʔ²	
笠	笠	lieʔ²	
列	列	lieʔ²	
裂	裂	lieʔ²	
烈	烈	lieʔ²	
慄	栗	lieʔ²	
栗	栗	lieʔ²	
律	律	lieʔ²	
粒	粒	lieʔ²	
瀝	沥	lieʔ²	
率	率	lieʔ²	效率
劣	劣	lieʔ²	
爵	爵	tɕieʔ⁵	
酌	酌	tɕieʔ⁵	
即	即	tɕieʔ⁵	
腳	脚	tɕieʔ⁵	
脚	脚	tɕieʔ⁵	
織	织	tɕieʔ⁵	
職	职	tɕieʔ⁵	
積	积	tɕieʔ⁵	
跡	迹	tɕieʔ⁵	
脊	脊	tɕieʔ⁵	
績	绩	tɕieʔ⁵	
擊	击	tɕieʔ⁵	
激	激	tɕieʔ⁵	
接	接	tɕieʔ⁵	
秸	秸	tɕieʔ⁵	
摺	摺	tɕieʔ⁵	
褶	褶	tɕieʔ⁵	
劫	劫	tɕieʔ⁵	
執	执	tɕieʔ⁵	
汁	汁	tɕieʔ⁵	
急	急	tɕieʔ⁵	
級	级	tɕieʔ⁵	
揭	揭	tɕieʔ⁵	
節	节	tɕieʔ⁵	
結	结	tɕieʔ⁵	
潔	洁	tɕieʔ⁵	
吉	吉	tɕieʔ⁵	
騭	骘	tɕieʔ⁵	傷陰騭
莢	荚	tɕieʔ⁵	豆莢
戟	戟	tɕieʔ⁵	畫戟
着	着	tɕieʔ⁵	衣着
只	只	tɕieʔ⁵	白讀 只有
給	给	tɕieʔ⁵	供給
甲	甲	tɕieʔ⁵	文讀 甲乙丙丁
頰	颊	tɕieʔ⁵	面頰巴
鵲	鹊	tɕʰieʔ⁵	
雀	雀	tɕʰieʔ⁵	
卻	却	tɕʰieʔ⁵	
戚	戚	tɕʰieʔ⁵	
怯	怯	tɕʰieʔ⁵	
妾	妾	tɕʰieʔ⁵	
輯	辑	tɕʰieʔ⁵	
緝	缉	tɕʰieʔ⁵	
泣	泣	tɕʰieʔ⁵	
切	切	tɕʰieʔ⁵	
七	七	tɕʰieʔ⁵	
訖	讫	tɕʰieʔ⁵	
乞	乞	tɕʰieʔ⁵	
迄	迄	tɕʰieʔ⁵	
隙	隙	tɕʰieʔ⁵	
挈	挈	tɕʰieʔ⁵	挈匣
尺	尺	tɕʰieʔ⁵	白讀
綽	绰	tɕʰieʔ⁵	文讀 綽號
赤	赤	tɕʰieʔ⁵	文讀
漆	漆	tɕʰieʔ⁵	文讀
喫	吃	tɕʰieʔ⁵	文讀
斥	斥	tɕʰieʔ⁵	文讀
恰	恰	tɕʰieʔ⁵	
直	直	dʑieʔ²	
值	值	dʑieʔ²	
殖	殖	dʑieʔ²	
植	植	dʑieʔ²	
極	极	dʑieʔ²	
劇	剧	dʑieʔ²	
屐	屐	dʑieʔ²	
擲	掷	dʑieʔ²	
寂	寂	dʑieʔ²	
捷	捷	dʑieʔ²	
涉	涉	dʑieʔ²	
蟄	蛰	dʑieʔ²	
及	及	dʑieʔ²	
傑	杰	dʑieʔ²	
疾	疾	dʑieʔ²	
侄	侄	dʑieʔ²	
秩	秩	dʑieʔ²	
竭	竭	dʑieʔ²	
睫	睫	dʑieʔ²	
朮	术	dʑieʔ²	白朮
着	着	dʑieʔ²	火着
習	习	dʑieʔ²	
虐	虐	ȵieʔ²	
瘧	疟	ȵieʔ²	
逆	逆	ȵieʔ²	
聶	聂	ȵieʔ²	
鑷	镊	ȵieʔ²	
躡	蹑	ȵieʔ²	
業	业	ȵieʔ²	
熱	热	ȵieʔ²	
孽	孽	ȵieʔ²	
捏	捏	ȵieʔ²	
鎳	镍	ȵieʔ²	
匿	匿	ȵieʔ²	
箬	箬	ȵieʔ²	
溺	溺	ȵieʔ²	
日	日	ȵieʔ²	白讀
削	削	ɕieʔ⁵	
息	息	ɕieʔ⁵	
熄	熄	ɕieʔ⁵	
媳	媳	ɕieʔ⁵	
識	识	ɕieʔ⁵	
式	式	ɕieʔ⁵	
惜	惜	ɕieʔ⁵	
昔	昔	ɕieʔ⁵	
適	适	ɕieʔ⁵	
釋	释	ɕieʔ⁵	
錫	锡	ɕieʔ⁵	
析	析	ɕieʔ⁵	
攝	摄	ɕieʔ⁵	
脅	胁	ɕieʔ⁵	
溼	湿	ɕieʔ⁵	
吸	吸	ɕieʔ⁵	
薛	薛	ɕieʔ⁵	
歇	歇	ɕieʔ⁵	
蠍	蝎	ɕieʔ⁵	
屑	屑	ɕieʔ⁵	
悉	悉	ɕieʔ⁵	
膝	膝	ɕieʔ⁵	
飾	饰	ɕieʔ⁵	
晰	晰	ɕieʔ⁵	
淅	淅	ɕieʔ⁵	
嚼	嚼	ʑieʔ²	
弱	弱	ʑieʔ²	
食	食	ʑieʔ²	
舌	舌	ʑieʔ²	
蝕	蚀	ʑieʔ²	
藉	藉	ʑieʔ²	
席	席	ʑieʔ²	
蓆	席	ʑieʔ²	
夕	夕	ʑieʔ²	
射	射	ʑieʔ²	
籍	籍	ʑieʔ²	
汐	汐	ʑieʔ²	
襲	袭	ʑieʔ²	
石	石	ʑieʔ²	石花
截	截	ʑieʔ²	截斷
該	该	kieʔ⁵	這
藥	药	ɦieʔ²	
鑰	钥	ɦieʔ²	
躍	跃	ɦieʔ²	
翼	翼	ɦieʔ²	
亦	亦	ɦieʔ²	
譯	译	ɦieʔ²	
液	液	ɦieʔ²	
腋	腋	ɦieʔ²	
洽	洽	ɦieʔ²	
協	协	ɦieʔ²	
葉	叶	ɦieʔ²	
頁	页	ɦieʔ²	
逸	逸	ɦieʔ²	
易	易	ɦieʔ²	交易
峽	峡	ɦieʔ²	
乙	乙	ieʔ⁵	
約	约	ieʔ⁵	
抑	抑	ieʔ⁵	
益	益	ieʔ⁵	
揖	揖	ieʔ⁵	
壹	壹	ieʔ⁵	
噎	噎	ieʔ⁵	
一	一	ieʔ⁵	
溢	溢	ieʔ⁵	
邑	邑	ieʔ⁵	
億	亿	ieʔ⁵	
憶	忆	ieʔ⁵	
臆	臆	ieʔ⁵	
隘	隘	ieʔ⁵	狹隘
菊	菊	tɕyeʔ⁵	
拙	拙	tɕyeʔ⁵	
決	决	tɕyeʔ⁵	
訣	诀	tɕyeʔ⁵	
桔	桔	tɕyeʔ⁵	
抉	抉	tɕyeʔ⁵	
鞠	鞠	tɕyeʔ⁵	
覺	觉	tɕyeʔ⁵	文讀 覺悟
缺	缺	tɕʰyeʔ⁵	
曲	曲	tɕʰyeʔ⁵	
屈	屈	tɕʰyeʔ⁵	
確	确	tɕʰyeʔ⁵	
榷	榷	tɕʰyeʔ⁵	
畜	畜	tɕʰyeʔ⁵	畜牲
掘	掘	dʑyeʔ²	
倔	倔	dʑyeʔ²	
局	局	dʑyeʔ²	
軸	轴	dʑyeʔ²	
鐲	镯	dʑyeʔ²	
截	截	dʑyeʔ²	半截
血	血	ɕyeʔ⁵	
蓄	蓄	ɕyeʔ⁵	
旭	旭	ɕyeʔ⁵	
恤	恤	ɕyeʔ⁵	
畜	畜	ɕyeʔ⁵	畜牧
疫	疫	ɦyeʔ²	
役	役	ɦyeʔ²	
育	育	ɦyeʔ²	
悅	悦	ɦyeʔ²	
悦	悦	ɦyeʔ²	
閱	阅	ɦyeʔ²	
月	月	ɦyeʔ²	
越	越	ɦyeʔ²	
粵	粤	ɦyeʔ²	
穴	穴	ɦyeʔ²	
域	域	ɦyeʔ²	
浴	浴	ɦyeʔ²	文讀
欲	欲	ɦyeʔ²	
樂	乐	ɦyeʔ²	音樂
鬱	郁	yeʔ⁵	
博	博	poʔ⁵	
剝	剥	poʔ⁵	
卜	卜	poʔ⁵	
北	北	poʔ⁵	
搏	搏	poʔ⁵	
膊	膊	poʔ⁵	
駁	驳	poʔ⁵	
縛	缚	poʔ⁵	文讀
樸	朴	pʰoʔ⁵	
撲	扑	pʰoʔ⁵	
帕	帕	pʰoʔ⁵	
仆	仆	pʰoʔ⁵	前仆後繼
薄	薄	boʔ²	
雹	雹	boʔ²	
瀑	瀑	boʔ²	
泊	泊	boʔ²	
箔	箔	boʔ²	
舶	舶	boʔ²	
匐	匐	boʔ²	
礴	礴	boʔ²	
袱	袱	boʔ²	白讀
伏	伏	boʔ²	白讀
僕	仆	boʔ²	僕人
魄	魄	boʔ²	落魄
摸	摸	moʔ²	
墨	墨	moʔ²	
木	木	moʔ²	
目	目	moʔ²	
穆	穆	moʔ²	
牧	牧	moʔ²	
寞	寞	moʔ²	
漠	漠	moʔ²	
膜	膜	moʔ²	
睦	睦	moʔ²	
麼	么	moʔ²	
莫	莫	moʔ²	
福	福	foʔ⁵	
幅	幅	foʔ⁵	
腹	腹	foʔ⁵	
覆	覆	foʔ⁵	
輻	辐	foʔ⁵	
蝠	蝠	foʔ⁵	
複	复	foʔ⁵	重複
服	服	voʔ²	
伏	伏	voʔ²	文讀
復	复	voʔ²	復原
篤	笃	toʔ⁵	
督	督	toʔ⁵	
陡	陡	toʔ⁵	白讀
託	托	tʰoʔ⁵	
庹	庹	tʰoʔ⁵	一庹
拓	拓	tʰoʔ⁵	開拓
鐸	铎	doʔ²	
獨	独	doʔ²	
讀	读	doʔ²	
牘	牍	doʔ²	
毒	毒	doʔ²	
犢	犊	doʔ²	
踱	踱	doʔ²	
諾	诺	noʔ²	
喏	喏	noʔ²	
落	落	loʔ²	
烙	烙	loʔ²	
駱	骆	loʔ²	
洛	洛	loʔ²	
絡	络	loʔ²	
酪	酪	loʔ²	
鹿	鹿	loʔ²	
祿	禄	loʔ²	
六	六	loʔ²	
陸	陆	loʔ²	
綠	绿	loʔ²	
錄	录	loʔ²	
碌	碌	loʔ²	
戮	戮	loʔ²	殺戮
賂	赂	loʔ²	
麓	麓	loʔ²	
樂	乐	loʔ²	快樂
摝	摝	ʔloʔ⁵	摝鈴
作	作	tʃoʔ⁵	
桌	桌	tʃoʔ⁵	
卓	卓	tʃoʔ⁵	
琢	琢	tʃoʔ⁵	
啄	啄	tʃoʔ⁵	
竹	竹	tʃoʔ⁵	
築	筑	tʃoʔ⁵	
祝	祝	tʃoʔ⁵	
粥	粥	tʃoʔ⁵	
足	足	tʃoʔ⁵	
燭	烛	tʃoʔ⁵	
矚	瞩	tʃoʔ⁵	
捉	捉	tʃoʔ⁵	
囑	嘱	tʃoʔ⁵	
𠛢	𠛢	tʃoʔ⁵	𠛢柴
促	促	tʃʰoʔ⁵	
簇	簇	tʃʰoʔ⁵	
觸	触	tʃʰoʔ⁵	
戳	戳	tʃʰoʔ⁵	刺入
濁	浊	dʒoʔ²	
族	族	dʒoʔ²	
逐	逐	dʒoʔ²	
俗	俗	dʒoʔ²	
續	续	dʒoʔ²	
蜀	蜀	dʒoʔ²	
屬	属	dʒoʔ²	
絕	绝	dʒoʔ²	
昨	昨	dʒoʔ²	文讀 昨天
索	索	ʃoʔ⁵	
速	速	ʃoʔ⁵	
肅	肃	ʃoʔ⁵	
縮	缩	ʃoʔ⁵	
叔	叔	ʃoʔ⁵	文讀
粟	粟	ʃoʔ⁵	
束	束	ʃoʔ⁵	
朔	朔	ʃoʔ⁵	
宿	宿	ʃoʔ⁵	宿夜
鑿	凿	ʒoʔ²	
勺	勺	ʒoʔ²	
熟	熟	ʒoʔ²	
淑	淑	ʒoʔ²	
辱	辱	ʒoʔ²	
芍	芍	ʒoʔ²	
孰	孰	ʒoʔ²	
褥	褥	ʒoʔ²	
昨	昨	ʒoʔ²	白讀 昨日
各	各	koʔ⁵	
閣	阁	koʔ⁵	
郭	郭	koʔ⁵	
廓	廓	koʔ⁵	
角	角	koʔ⁵	
國	国	koʔ⁵	
谷	谷	koʔ⁵	
穀	谷	koʔ⁵	
覺	觉	koʔ⁵	白讀 覺渡
擱	搁	koʔ⁵	
擴	扩	kʰoʔ⁵	
殼	壳	kʰoʔ⁵	
哭	哭	kʰoʔ⁵	
酷	酷	kʰoʔ⁵	
擱	搁	ɡoʔ²	
鄂	鄂	ŋoʔ²	
鶴	鹤	ŋoʔ²	
嶽	岳	ŋoʔ²	
鱷	鳄	ŋoʔ²	
齶	腭	ŋoʔ²	
諤	谔	ŋoʔ²	
樂	乐	ŋoʔ²	姓
霍	霍	hoʔ⁵	
藿	藿	hoʔ⁵	
鑊	镬	ɦoʔ²	
學	学	ɦoʔ²	
或	或	ɦoʔ²	
惑	惑	ɦoʔ²	
獲	获	ɦoʔ²	
斛	斛	ɦoʔ²	
沃	沃	oʔ⁵	
握	握	oʔ⁵	
齷	龌	oʔ⁵	
惡	恶	oʔ⁵	惡劣
屋	屋	oʔ⁵	房屋
屋	屋	uoʔ⁵	屋裏 家裏
喫	吃	tɕʰyoʔ⁵	
肉	肉	ȵyoʔ²	
玉	玉	ȵyoʔ²	
揉	揉	ȵyoʔ²	
褥	褥	ȵyoʔ²	
浴	浴	ȵyoʔ²	白讀
欲	欲	ɦyoʔ²	
浴	浴	ɦyoʔ²	文讀
而	而	l̩²²¹	
爾	尔	l̩²²¹	
兒	儿	l̩²²¹	文讀
耳	耳	l̩¹³	文讀
二	二	l̩¹³	文讀
姆	姆	m̩²²¹	
畝	亩	m̩²²¹	白讀
拇	拇	m̩²²¹	
姆	姆	ʔm̩⁴⁴	姆姆
無	无	ʔm̩⁴⁴	白讀 無賬得算
芋	芋	ŋ̍¹³	芋艿
你	你	ŋ̍¹³	白讀
魚	鱼	ŋ̍²²¹	白讀
吳	吴	ŋ̍²²¹	白讀
五	五	ŋ̍²²¹	白讀
兒	儿	ŋ̍²²¹	白讀
孲	孲	ʔŋ̍⁴⁴	孲𤘅
㕶	㕶	ʔŋ̍⁴⁴	兒語屎
