繁體	简体	吳拼	備注
嗎	吗	mo²²¹	
螞	蚂	mo²²¹	
馬	马	mo¹³	
碼	码	mo¹³	
瑪	玛	mo¹³	
罵	骂	mo¹³	
媽	妈	ʔmo⁴⁴	
垛	垛	to⁵³	
朵	朵	to³⁵	
躲	躲	to³⁵	
剁	剁	to⁴⁴	
跖	跖	tʰo³⁵	跖鞋底
大	大	do¹³	大家
孥	孥	no²²¹	兒孥
女	女	no²²¹	兒女
拿	拿	no¹³	
挪	挪	no¹³	
遮	遮	tso⁵³	
渣	渣	tso⁵³	
蔗	蔗	tso⁴⁴	
詐	诈	tso⁴⁴	
榨	榨	tso⁴⁴	
炸	炸	tso⁴⁴	
乍	乍	tso⁴⁴	忽然
柞	柞	tso⁴⁴	
抓	抓	tso⁴⁴	
叉	叉	tsʰo⁵³	
杈	杈	tsʰo⁵³	
釵	钗	tsʰo⁵³	白讀
差	差	tsʰo⁵³	差別
車	车	tsʰo⁵³	
扯	扯	tsʰo³⁵	
岔	岔	tsʰo⁴⁴	
茶	茶	dzo²²¹	
搽	搽	dzo²²¹	
查	查	dzo²²¹	
乍	乍	dzo²²¹	乍浦
賒	赊	so⁵³	
沙	沙	so⁵³	
紗	纱	so⁵³	
莎	莎	so⁵³	
蓑	蓑	so⁵³	
痧	痧	so⁵³	
所	所	so³⁵	
赦	赦	so³⁵	
捨	舍	so³⁵	白讀 捨棄
舍	舍	so⁴⁴	白讀 鄰舍
蛇	蛇	zo²²¹	
佘	佘	zo²²¹	姓
社	社	zo¹³	
惹	惹	zo¹³	
麝	麝	zo¹³	
加	加	ko⁵³	
家	家	ko⁵³	白讀
嘉	嘉	ko⁵³	白讀
賈	贾	ko³⁵	
假	假	ko³⁵	真假
架	架	ko⁴⁴	
嫁	嫁	ko⁴⁴	
價	价	ko⁴⁴	
駕	驾	ko⁴⁴	
稼	稼	ko⁴⁴	
假	假	ko⁴⁴	放假
抲	抲	kʰo⁴⁴	捉
跨	跨	ɡo²²¹	白讀 跨過去
牙	牙	ŋo²²¹	
芽	芽	ŋo²²¹	
衙	衙	ŋo²²¹	
鬍	胡	ŋo²²¹	鬍須
瓦	瓦	ŋo¹³	
砑	砑	ŋo¹³	砑光
我	我	ŋo¹³	
蝦	虾	ho³⁵	
呵	呵	ho⁴⁴	呵癢
下	下	ɦo¹³	
夏	夏	ɦo¹³	
廈	厦	ɦo¹³	
丫	丫	o⁵³	丫頭
椏	桠	o⁵³	椏杈
阿	阿	o⁵³	阿彌陀佛
啞	哑	o³⁵	
鴉	鸦	o³⁵	白讀 老鴉
鵶	鸦	o³⁵	白讀 老鵶
掗	掗	o⁴⁴	掗賣豆腐
彪	彪	pio⁵³	
鏢	镖	pio⁵³	
鑣	镳	pio⁵³	
飆	飙	pio⁵³	
膘	膘	pio⁵³	
標	标	pio⁵³	
表	表	pio³⁵	
婊	婊	pio³⁵	
裱	裱	pio³⁵	
飄	飘	pʰio⁵³	
漂	漂	pʰio⁵³	漂浮
漂	漂	pʰio³⁵	漂白
票	票	pʰio⁴⁴	
瓢	瓢	bio²²¹	
嫖	嫖	bio²²¹	
剽	剽	bio²²¹	
鰾	鳔	bio¹³	
苗	苗	mio²²¹	
描	描	mio²²¹	
瞄	瞄	mio²²¹	
謬	谬	mio²²¹	
藐	藐	mio¹³	
渺	渺	mio¹³	
秒	秒	mio¹³	
廟	庙	mio¹³	
妙	妙	mio¹³	
繆	缪	mio¹³	姓
刁	刁	tio⁵³	
貂	貂	tio⁵³	
雕	雕	tio⁵³	
鳥	鸟	tio³⁵	白讀
窵	窎	tio³⁵	窵角
釣	钓	tio⁴⁴	
吊	吊	tio⁴⁴	
凋	凋	tio⁴⁴	
碉	碉	tio⁴⁴	
挑	挑	tʰio⁵³	
糶	粜	tʰio⁵³	
跳	跳	tʰio⁴⁴	
條	条	dio²²¹	
迢	迢	dio²²¹	
掉	掉	dio¹³	
調	调	dio¹³	
燎	燎	lio²²¹	
遼	辽	lio²²¹	
寥	寥	lio²²¹	白讀
療	疗	lio²²¹	
僚	僚	lio²²¹	
鐐	镣	lio²²¹	
了	了	lio²²¹	來了
聊	聊	lio¹³	
撩	撩	lio¹³	水中撈物
蹽	蹽	lio¹³	抄近路
瞭	了	lio¹³	明瞭
焦	焦	tɕio⁵³	
蕉	蕉	tɕio⁵³	
椒	椒	tɕio⁵³	
昭	昭	tɕio⁵³	
招	招	tɕio⁵³	
嬌	娇	tɕio⁵³	
驕	骄	tɕio⁵³	
郊	郊	tɕio⁵³	
澆	浇	tɕio⁵³	
矯	矫	tɕio⁵³	
沼	沼	tɕio⁵³	
繳	缴	tɕio⁵³	
狡	狡	tɕio⁵³	
礁	礁	tɕio⁵³	
釗	钊	tɕio⁵³	
蛟	蛟	tɕio⁵³	
姣	姣	tɕio⁵³	
皎	皎	tɕio⁵³	
交	交	tɕio⁵³	文讀
膠	胶	tɕio⁵³	文讀
茭	茭	tɕio⁵³	文讀
覺	觉	tɕio⁵³	文讀 睡覺
朝	朝	tɕio⁵³	明朝
餃	饺	tɕio³⁵	
絞	绞	tɕio³⁵	文讀
鉸	铰	tɕio³⁵	文讀
照	照	tɕio⁴⁴	
詔	诏	tɕio⁴⁴	
醮	醮	tɕio⁴⁴	
較	较	tɕio⁴⁴	
教	教	tɕio⁴⁴	文讀
叫	叫	tɕio⁴⁴	
校	校	tɕio⁴⁴	文讀 校對
超	超	tɕʰio⁵³	
俏	俏	tɕʰio⁵³	
敲	敲	tɕʰio⁵³	文讀
巧	巧	tɕʰio³⁵	
竅	窍	tɕʰio⁴⁴	
蹺	跷	tɕʰio⁴⁴	
翹	翘	tɕʰio⁴⁴	
喬	乔	dʑio²²¹	
僑	侨	dʑio²²¹	
橋	桥	dʑio²²¹	
蕎	荞	dʑio²²¹	
憔	憔	dʑio²²¹	
潮	潮	dʑio²²¹	
嘲	嘲	dʑio²²¹	
朝	朝	dʑio²²¹	朝代
轎	轿	dʑio¹³	
趙	赵	dʑio¹³	
撬	撬	dʑio¹³	
堯	尧	ȵio²²¹	
饒	饶	ȵio²²¹	
繞	绕	ȵio¹³	
鳥	鸟	ȵio¹³	文讀
銷	销	ɕio⁵³	
消	消	ɕio⁵³	
宵	宵	ɕio⁵³	
霄	霄	ɕio⁵³	
硝	硝	ɕio⁵³	
燒	烧	ɕio⁵³	
蕭	萧	ɕio⁵³	
簫	箫	ɕio⁵³	
肖	肖	ɕio⁵³	
嘯	啸	ɕio⁵³	
筱	筱	ɕio⁵³	
囂	嚣	ɕio⁵³	
瀟	潇	ɕio⁵³	
哨	哨	ɕio⁵³	
哮	哮	ɕio⁵³	文讀
𢳚	𫽐	ɕio⁵³	𢳚蓋子
曉	晓	ɕio³⁵	
小	小	ɕio³⁵	
少	少	ɕio³⁵	
笑	笑	ɕio⁴⁴	
孝	孝	ɕio⁴⁴	文讀
韶	韶	ʑio²²¹	
樵	樵	ʑio²²¹	
召	召	ʑio¹³	
邵	邵	ʑio¹³	
紹	绍	ʑio¹³	
兆	兆	ʑio¹³	
擾	扰	ʑio¹³	
肇	肇	ʑio¹³	
搖	摇	ɦio²²¹	
遙	遥	ɦio²²¹	
謠	谣	ɦio²²¹	
窯	窑	ɦio²²¹	
窑	窑	ɦio²²¹	
瑤	瑶	ɦio²²¹	
耀	耀	ɦio²²¹	
姚	姚	ɦio¹³	
餚	肴	ɦio¹³	
淆	淆	ɦio¹³	
鷂	鹞	ɦio¹³	
效	效	ɦio¹³	文讀
校	校	ɦio¹³	學校
妖	妖	io⁵³	
邀	邀	io⁵³	
腰	腰	io⁵³	
幺	幺	io⁵³	幺二三
夭	夭	io⁵³	
舀	舀	io³⁵	
要	要	io⁴⁴	
杳	杳	io⁴⁴	
僥	侥	io⁴⁴	
吆	吆	io⁴⁴	吆喝
瓜	瓜	kuo⁵³	
寡	寡	kuo⁵³	
剮	剐	kuo³⁵	
掛	挂	kuo⁴⁴	
褂	褂	kuo⁴⁴	
卦	卦	kuo⁴⁴	
誇	夸	kʰuo⁵³	
誇	夸	kʰuo⁵³	
胯	胯	kʰuo⁵³	
垮	垮	kʰuo⁵³	
訛	讹	ʔŋuo⁵³	訛詐
花	花	huo⁵³	
化	化	huo⁴⁴	
華	华	ɦuo²²¹	
畫	画	ɦuo¹³	
話	话	ɦuo¹³	
霞	霞	ɦuo¹³	霞浦漲
蛙	蛙	uo⁵³	
划	划	uo⁵³	划船
包	包	pɔ⁵³	
胞	胞	pɔ⁵³	
堡	堡	pɔ³⁵	
飽	饱	pɔ³⁵	
保	保	pɔ³⁵	
寶	宝	pɔ³⁵	
鴇	鸨	pɔ³⁵	
褒	褒	pɔ³⁵	
報	报	pɔ⁴⁴	
豹	豹	pɔ⁴⁴	
苞	苞	pɔ⁴⁴	
葆	葆	pɔ⁴⁴	
爆	爆	pɔ⁴⁴	爆裂
泡	泡	pʰɔ⁵³	
拋	抛	pʰɔ⁵³	
脬	脬	pʰɔ⁵³	
炮	炮	pʰɔ⁴⁴	
袍	袍	bɔ²²¹	
跑	跑	bɔ²²¹	
刨	刨	bɔ¹³	
褓	褓	bɔ¹³	
抱	抱	bɔ¹³	
鮑	鲍	bɔ¹³	姓
暴	暴	bɔ¹³	
庖	庖	bɔ¹³	
咆	咆	bɔ¹³	
爆	爆	bɔ¹³	爆炸
毛	毛	mɔ²²¹	
茅	茅	mɔ²²¹	
貌	貌	mɔ²²¹	
矛	矛	mɔ²²¹	
貓	猫	mɔ²²¹	
卯	卯	mɔ¹³	
冒	冒	mɔ¹³	
帽	帽	mɔ¹³	
錨	锚	mɔ¹³	
莫	莫	ʔmɔ⁴⁴	不要
刀	刀	tɔ⁵³	
島	岛	tɔ⁵³	
禱	祷	tɔ³⁵	
搗	捣	tɔ³⁵	
倒	倒	tɔ³⁵	倒塌
到	到	tɔ⁴⁴	
倒	倒	tɔ⁴⁴	倒立
滔	滔	tʰɔ⁵³	
韜	韬	tʰɔ⁵³	
討	讨	tʰɔ³⁵	
套	套	tʰɔ⁴⁴	
叨	叨	tʰɔ⁴⁴	叨光
桃	桃	dɔ²²¹	
逃	逃	dɔ²²¹	
淘	淘	dɔ²²¹	
陶	陶	dɔ²²¹	
萄	萄	dɔ²²¹	
濤	涛	dɔ²²¹	
道	道	dɔ¹³	
稻	稻	dɔ¹³	
蹈	蹈	dɔ¹³	
盜	盗	dɔ¹³	
導	导	dɔ¹³	
悼	悼	dɔ¹³	
腦	脑	nɔ¹³	
惱	恼	nɔ¹³	
鬧	闹	nɔ¹³	
撓	挠	nɔ¹³	
勞	劳	lɔ²²¹	
牢	牢	lɔ²²¹	
蘿	萝	lɔ²²¹	白讀
老	老	lɔ¹³	
佬	佬	lɔ¹³	
撈	捞	ʔlɔ⁴⁴	
澇	涝	ʔlɔ⁴⁴	
遭	遭	tsɔ⁵³	
糟	糟	tsɔ⁵³	
搔	搔	tsɔ⁵³	
澡	澡	tsɔ⁵³	
蚤	蚤	tsɔ⁵³	
藻	藻	tsɔ⁵³	
早	早	tsɔ³⁵	
棗	枣	tsɔ³⁵	
爪	爪	tsɔ³⁵	
找	找	tsɔ³⁵	
躁	躁	tsɔ⁴⁴	
竈	灶	tsɔ⁴⁴	
罩	罩	tsɔ⁴⁴	
操	操	tsʰɔ⁵³	
抄	抄	tsʰɔ⁵³	
鈔	钞	tsʰɔ⁵³	
草	草	tsʰɔ³⁵	
炒	炒	tsʰɔ³⁵	
吵	吵	tsʰɔ³⁵	
糙	糙	tsʰɔ⁴⁴	
曹	曹	dzɔ²²¹	
巢	巢	dzɔ²²¹	
燥	燥	sɔ⁵³	
臊	臊	sɔ⁵³	
嫂	嫂	sɔ³⁵	
掃	扫	sɔ³⁵	掃地
梢	梢	sɔ⁴⁴	
稍	稍	sɔ⁴⁴	
騷	骚	sɔ⁴⁴	
掃	扫	sɔ⁴⁴	掃帚
槽	槽	zɔ²²¹	
皁	皂	zɔ²²¹	
造	造	zɔ¹³	
漕	漕	zɔ¹³	池塘
高	高	kɔ⁵³	
膏	膏	kɔ⁵³	
交	交	kɔ⁵³	白讀
膠	胶	kɔ⁵³	白讀
茭	茭	kɔ⁵³	白讀 茭白
篙	篙	kɔ³⁵	
稿	稿	kɔ³⁵	
絞	绞	kɔ³⁵	白讀
鉸	铰	kɔ³⁵	白讀
羔	羔	kɔ⁴⁴	
糕	糕	kɔ⁴⁴	
告	告	kɔ⁴⁴	
教	教	kɔ⁴⁴	白讀
酵	酵	kɔ⁴⁴	白讀
覺	觉	kɔ⁴⁴	白讀 睏覺
叫	叫	kɔ⁴⁴	叫化子
校	校	kɔ⁴⁴	白讀 校場
敲	敲	kʰɔ⁵³	白讀
考	考	kʰɔ³⁵	
拷	拷	kʰɔ³⁵	
靠	靠	kʰɔ⁴⁴	
犒	犒	kʰɔ⁴⁴	
銬	铐	kʰɔ⁴⁴	
烤	烤	kʰɔ⁴⁴	
攪	搅	ɡɔ¹³	攪七廿三
傲	傲	ŋɔ²²¹	
熬	熬	ŋɔ²²¹	
敖	敖	ŋɔ²²¹	
螯	螯	ŋɔ²²¹	
鰲	鳌	ŋɔ²²¹	
嗷	嗷	ŋɔ²²¹	
遨	遨	ŋɔ²²¹	
翱	翱	ŋɔ²²¹	
咬	咬	ŋɔ¹³	
好	好	hɔ³⁵	
蒿	蒿	hɔ⁴⁴	
耗	耗	hɔ⁴⁴	
孝	孝	hɔ⁴⁴	白讀
哮	哮	hɔ⁴⁴	白讀
豪	豪	ɦɔ²²¹	
壕	壕	ɦɔ²²¹	
毫	毫	ɦɔ²²¹	
浩	浩	ɦɔ²²¹	
嚎	嚎	ɦɔ²²¹	
濠	濠	ɦɔ²²¹	
號	号	ɦɔ¹³	
效	效	ɦɔ¹³	白讀 效氣
襖	袄	ɔ³⁵	
拗	拗	ɔ³⁵	拗斷
奧	奥	ɔ⁴⁴	
懊	懊	ɔ⁴⁴	
澳	澳	ɔ⁴⁴	
凹	凹	ɔ⁴⁴	
鏖	鏖	ɔ⁴⁴	
嶴	岙	ɔ⁴⁴	
拗	拗	ɔ⁴⁴	拗攪，拗猛江
班	班	pɛ⁵³	
斑	斑	pɛ⁵³	
扳	扳	pɛ⁵³	
般	般	pɛ⁵³	
頒	颁	pɛ⁵³	
瘢	瘢	pɛ⁵³	
掰	掰	pɛ⁵³	掰開
板	板	pɛ³⁵	
版	版	pɛ³⁵	
阪	阪	pɛ³⁵	
坂	坂	pɛ³⁵	田坂
扮	扮	pɛ⁴⁴	
絆	绊	pɛ⁴⁴	絆一跌
攀	攀	pʰɛ⁵³	
襻	襻	pʰɛ⁵³	紐襻
帕	帕	pʰɛ⁵³	兒化變讀 絹帕
盼	盼	pʰɛ⁴⁴	
牌	牌	bɛ²²¹	兒化變讀 麻雀牌
瓣	瓣	bɛ¹³	
辦	办	bɛ¹³	
爿	爿	bɛ¹³	
曼	曼	mɛ²²¹	
蔓	蔓	mɛ²²¹	
邁	迈	mɛ²²¹	
埋	埋	mɛ²²¹	文讀
漫	漫	mɛ²²¹	文讀
蠻	蛮	mɛ²²¹	野蠻
貓	猫	mɛ²²¹	兒化變讀
爿	爿	mɛ²²¹	
慢	慢	mɛ¹³	
萬	万	mɛ¹³	白讀 萬子
晚	晚	mɛ¹³	白讀 晚娘
蠻	蛮	ʔmɛ⁴⁴	蠻好
翻	翻	fɛ⁵³	
番	番	fɛ⁵³	
髮	发	fɛ⁵³	兒化變讀 看髮 劉海
反	反	fɛ³⁵	
返	返	fɛ³⁵	
泛	泛	fɛ⁴⁴	
販	贩	fɛ⁴⁴	
帆	帆	vɛ²²¹	
藩	藩	vɛ²²¹	
煩	烦	vɛ²²¹	
繁	繁	vɛ²²¹	
樊	樊	vɛ²²¹	
礬	矾	vɛ²²¹	
蕃	蕃	vɛ²²¹	
凡	凡	vɛ¹³	
範	范	vɛ¹³	
飯	饭	vɛ¹³	
犯	犯	vɛ¹³	
萬	万	vɛ¹³	文讀
晚	晚	vɛ¹³	文讀
丹	丹	tɛ⁵³	
單	单	tɛ⁵³	
擔	担	tɛ⁵³	擔任
兜	兜	tɛ⁵³	兒化變讀 飯兜
膽	胆	tɛ³⁵	
撣	掸	tɛ³⁵	
疸	疸	tɛ³⁵	
耽	耽	tɛ⁴⁴	
旦	旦	tɛ⁴⁴	
擔	担	tɛ⁴⁴	挑擔
坍	坍	tʰɛ⁵³	
灘	滩	tʰɛ⁵³	
攤	摊	tʰɛ⁵³	
癱	瘫	tʰɛ⁵³	
坦	坦	tʰɛ³⁵	
毯	毯	tʰɛ³⁵	
炭	炭	tʰɛ⁴⁴	
嘆	叹	tʰɛ⁴⁴	
談	谈	dɛ²²¹	
痰	痰	dɛ²²¹	
檀	檀	dɛ²²¹	
壇	坛	dɛ²²¹	
誕	诞	dɛ²²¹	
譚	谭	dɛ²²¹	
潭	潭	dɛ²²¹	文讀
燂	燂	dɛ²²¹	燒水
彈	弹	dɛ²²¹	彈性
頭	头	dɛ²²¹	兒化變讀 馬蘭頭
但	但	dɛ¹³	
淡	淡	dɛ¹³	
蛋	蛋	dɛ¹³	
彈	弹	dɛ¹³	彈子
難	难	nɛ²²¹	困難
乃	乃	nɛ¹³	
難	难	nɛ¹³	難民
奈	奈	nɛ¹³	文讀
籃	篮	lɛ²²¹	
藍	蓝	lɛ²²¹	
蘭	兰	lɛ²²¹	
闌	阑	lɛ²²¹	
讕	谰	lɛ²²¹	
瀾	澜	lɛ²²¹	
欖	榄	lɛ²²¹	
攔	拦	lɛ²²¹	文讀
欄	栏	lɛ²²¹	文讀
纜	缆	lɛ¹³	
覽	览	lɛ¹³	
攬	揽	lɛ¹³	
懶	懒	lɛ¹³	
濫	滥	lɛ¹³	
爛	烂	lɛ¹³	
賴	赖	lɛ¹³	文讀
贊	赞	tsɛ⁴⁴	
讚	赞	tsɛ⁴⁴	
斬	斩	tsɛ⁴⁴	
盞	盏	tsɛ⁴⁴	
濺	溅	tsɛ⁴⁴	
餐	餐	tsʰɛ⁵³	
攙	搀	tsʰɛ⁵³	
羼	羼	tsʰɛ⁵³	
參	参	tsʰɛ⁵³	參加
菜	菜	tsʰɛ⁵³	兒化變讀 花臉菜 薺菜
慘	惨	tsʰɛ³⁵	
產	产	tsʰɛ³⁵	
鏟	铲	tsʰɛ³⁵	
燦	灿	tsʰɛ⁴⁴	
懺	忏	tsʰɛ⁴⁴	拜懺
慚	惭	dzɛ²²¹	
殘	残	dzɛ²²¹	
讒	谗	dzɛ²²¹	
饞	馋	dzɛ²²¹	
暫	暂	dzɛ¹³	
綻	绽	dzɛ¹³	
棧	栈	dzɛ¹³	
站	站	dzɛ¹³	
賺	赚	dzɛ¹³	
三	三	sɛ⁵³	
杉	杉	sɛ⁵³	
衫	衫	sɛ⁵³	
珊	珊	sɛ⁵³	
山	山	sɛ⁵³	
傘	伞	sɛ⁵³	
刪	删	sɛ⁵³	
散	散	sɛ³⁵	
散	散	sɛ⁴⁴	
柴	柴	zɛ²²¹	兒化變讀 草柴
涎	涎	zɛ²²¹	
尷	尴	kɛ⁵³	
奸	奸	kɛ⁵³	
橄	橄	kɛ³⁵	
減	减	kɛ³⁵	
揀	拣	kɛ³⁵	
鹼	碱	kɛ³⁵	
襉	裥	kɛ³⁵	
襇	裥	kɛ³⁵	
柬	柬	kɛ³⁵	白讀
監	监	kɛ⁴⁴	
間	间	kɛ⁴⁴	白讀
堪	堪	kʰɛ⁵³	
嵌	嵌	kʰɛ⁵³	
坎	坎	kʰɛ⁵³	
砍	砍	kʰɛ⁵³	
艦	舰	kʰɛ⁵³	
勘	勘	kʰɛ⁵³	
刊	刊	kʰɛ⁵³	
鉛	铅	kʰɛ⁵³	
檻	槛	kʰɛ⁵³	門檻
戡	戡	kʰɛ⁵³	
龕	龛	kʰɛ⁵³	神龕
諫	谏	ɡɛ¹³	白讀 諫嘴
巖	岩	ŋɛ²²¹	
岩	岩	ŋɛ²²¹	
銜	衔	ŋɛ²²¹	
癌	癌	ŋɛ²²¹	
顏	颜	ŋɛ²²¹	白讀
岸	岸	ŋɛ²²¹	白讀
雁	雁	ŋɛ²²¹	白讀
眼	眼	ŋɛ¹³	
瞎	瞎	hɛ⁵³	兒化變讀 算命瞎子
喊	喊	hɛ³⁵	
莧	苋	hɛ⁴⁴	莧菜
鹹	咸	ɦɛ²²¹	鹹淡
閒	闲	ɦɛ²²¹	
閑	闲	ɦɛ²²¹	
盒	盒	ɦɛ²²¹	兒化變讀 撲粉盒
濠	濠	ɦɛ²²¹	兒化變讀 濠河頭
限	限	ɦɛ⁴⁴	
餡	馅	ɦɛ⁴⁴	
陷	陷	ɦɛ⁴⁴	白讀
鴨	鸭	ɛ³⁵	兒化變讀
晏	晏	ɛ⁴⁴	遲
矮	矮	ɛ⁴⁴	兒化變讀 稱呼矮子
鰥	鳏	kuɛ⁵³	
關	关	kuɛ⁵³	
関	关	kuɛ⁵³	
慣	惯	kuɛ⁴⁴	
筷	筷	kʰuɛ⁵³	兒化變讀
摜	掼	ɡuɛ¹³	
甩	甩	ɡuɛ¹³	
乖	乖	huɛ⁵³	
環	环	ɦuɛ²²¹	
玩	玩	ɦuɛ²²¹	
頑	顽	ɦuɛ²²¹	
幻	幻	ɦuɛ²²¹	
還	还	ɦuɛ²²¹	還是 歸還
患	患	ɦuɛ²²¹	
宦	宦	ɦuɛ²²¹	
淮	淮	ɦuɛ²²¹	
壞	坏	ɦuɛ²²¹	文讀
懷	怀	ɦuɛ²²¹	文讀
槐	槐	ɦuɛ²²¹	
彎	弯	uɛ⁵³	
灣	湾	uɛ⁵³	
娃	娃	uɛ⁵³	兒化變讀 小娃
挽	挽	uɛ³⁵	
𧟰	𧟰	fᴇ⁵³	不要
覅	𧟰	fᴇ⁵³	不要
𡠍	𧟰	fᴇ⁵³	不要
𫸻	𧟰	fᴇ⁵³	不要
戴	戴	tᴇ⁵³	文讀
胎	胎	tʰᴇ⁵³	
台	台	tʰᴇ⁵³	台州
苔	苔	tʰᴇ⁵³	舌苔
梯	梯	tʰᴇ⁵³	路梯
態	态	tʰᴇ⁴⁴	
擡	抬	dᴇ²²¹	
貸	贷	dᴇ²²¹	
臺	台	dᴇ²²¹	戲臺
苔	苔	dᴇ²²¹	苔條
待	待	dᴇ¹³	
怠	怠	dᴇ¹³	
殆	殆	dᴇ¹³	
代	代	dᴇ¹³	
袋	袋	dᴇ¹³	
耐	耐	nᴇ¹³	
念	念	nᴇ¹³	
廿	廿	nᴇ¹³	
驗	验	nᴇ¹³	
騐	验	nᴇ¹³	
奶	奶	ʔnᴇ⁴⁴	兒化變讀 奶奶脯
來	来	lᴇ²²¹	
災	灾	tsᴇ⁵³	
栽	栽	tsᴇ⁵³	
宰	宰	tsᴇ⁵³	
哉	哉	tsᴇ⁵³	
再	再	tsᴇ⁴⁴	
載	载	tsᴇ⁴⁴	載重
猜	猜	tsʰᴇ⁵³	
釵	钗	tsʰᴇ⁵³	文讀
且	且	tsʰᴇ³⁵	
採	采	tsʰᴇ³⁵	
采	采	tsʰᴇ³⁵	
彩	彩	tsʰᴇ³⁵	
綵	彩	tsʰᴇ³⁵	
睬	睬	tsʰᴇ³⁵	
菜	菜	tsʰᴇ⁴⁴	
才	才	dzᴇ²²¹	
財	财	dzᴇ²²¹	
材	材	dzᴇ²²¹	木材
在	在	dzᴇ¹³	
腮	腮	sᴇ⁵³	
鰓	鳃	sᴇ⁵³	
衰	衰	sᴇ⁵³	
帥	帅	sᴇ⁵³	
賽	赛	sᴇ⁴⁴	
裁	裁	zᴇ²²¹	
載	载	zᴇ²²¹	載子
材	材	zᴇ²²¹	棺材
改	改	kᴇ³⁵	
該	该	kᴇ³⁵	
開	开	kʰᴇ⁵³	
凱	凯	kʰᴇ⁵³	
慨	慨	kʰᴇ⁴⁴	
戤	戤	ɡᴇ¹³	斜靠
䬵	䬵	ɡᴇ¹³	打嗝
呆	呆	ŋᴇ²²¹	
礙	碍	ŋᴇ¹³	
艾	艾	ŋᴇ¹³	
海	海	hᴇ³⁵	
孩	孩	ɦᴇ²²¹	
亥	亥	ɦᴇ¹³	
害	害	ɦᴇ¹³	
哀	哀	ᴇ⁵³	
愛	爱	ᴇ³⁵	
藹	蔼	ᴇ³⁵	
爹	爹	tiᴇ⁵³	文讀
皆	皆	tɕiᴇ⁵³	
階	阶	tɕiᴇ⁵³	文讀
介	介	tɕiᴇ⁴⁴	文讀
屆	届	tɕiᴇ⁴⁴	文讀
茄	茄	dʑiᴇ¹³	兒化變讀
驗	验	ȵiᴇ¹³	
騐	验	ȵiᴇ¹³	
耶	耶	ɦiᴇ²²¹	
械	械	ɦiᴇ²²¹	
爺	爷	ɦiᴇ²²¹	文讀
椰	椰	ɦiᴇ¹³	
也	也	ɦiᴇ¹³	文讀
夜	夜	ɦiᴇ¹³	文讀
野	野	ɦiᴇ¹³	文讀
外	外	ɦuᴇ¹³	文讀
搬	搬	pø⁵³	
巴	巴	pø⁵³	兒化變讀 尾巴
半	半	pø⁴⁴	
判	判	pʰø⁴⁴	
潘	潘	pʰø⁴⁴	姓
伴	伴	bø²²¹	
盤	盘	bø²²¹	
磐	磐	bø²²¹	
畔	畔	bø²²¹	
蟠	蟠	bø²²¹	
婆	婆	bø²²¹	兒化變讀 老太婆
耙	耙	bø²²¹	兒化變讀 拉草耙
叛	叛	bø¹³	
拌	拌	bø¹³	
瞞	瞒	mø²²¹	
饅	馒	mø²²¹	
鰻	鳗	mø²²¹	
幔	幔	mø²²¹	
漫	漫	mø²²¹	白讀 漫白
馬	马	mø²²¹	兒化變讀 泥馬
滿	满	mø¹³	
端	端	tø⁵³	
短	短	tø³⁵	
鍛	锻	tø⁴⁴	
斷	断	tø⁴⁴	決斷
疃	疃	tʰø⁵³	一疃路
團	团	dø²²¹	
段	段	dø¹³	
緞	缎	dø¹³	
斷	断	dø¹³	斷開
女	女	nø²²¹	兒化變讀 現作囡
囡	囡	nø²²¹	
暖	暖	nø¹³	
巒	峦	lø²²¹	
孿	孪	lø²²¹	
臠	脔	lø²²¹	
灤	滦	lø²²¹	
鸞	鸾	lø²²¹	
螺	螺	lø²²¹	兒化變讀 蜓蚰螺
裸	裸	lø²²¹	兒化變讀 赤裸
鑼	锣	lø²²¹	兒化變讀 宕鑼
亂	乱	lø¹³	
卵	卵	lø¹³	卵袋
專	专	tʃø⁵³	
磚	砖	tʃø⁵³	
詹	詹	tʃø⁵³	
瞻	瞻	tʃø⁵³	
鑽	钻	tʃø⁵³	鑽洞
轉	转	tʃø³⁵	轉變
戰	战	tʃø⁴⁴	
轉	转	tʃø⁴⁴	轉圈
鑽	钻	tʃø⁴⁴	鑽子
川	川	tʃʰø⁵³	
穿	穿	tʃʰø⁵³	
車	车	tʃʰø⁵³	兒化變讀 坐車
喘	喘	tʃʰø³⁵	
竄	窜	tʃʰø⁴⁴	
篡	篡	tʃʰø⁴⁴	
串	串	tʃʰø⁴⁴	
全	全	dʒø²²¹	
泉	泉	dʒø²²¹	
痊	痊	dʒø²²¹	
篆	篆	dʒø²²¹	
椽	椽	dʒø²²¹	
傳	传	dʒø²²¹	傳布
纏	缠	dʒø²²¹	文讀 纏足
纂	纂	dʒø¹³	
傳	传	dʒø¹³	傳念
酸	酸	ʃø⁵³	
閂	闩	ʃø⁵³	
宣	宣	ʃø⁵³	
喧	喧	ʃø⁵³	
諠	喧	ʃø⁵³	
疝	疝	ʃø⁵³	
舍	舍	ʃø⁵³	文讀 宿舍
奢	奢	ʃø³⁵	
捨	舍	ʃø³⁵	文讀 捨去
算	算	ʃø⁴⁴	
蒜	蒜	ʃø⁴⁴	
船	船	ʒø²²¹	
蟾	蟾	ʒø²²¹	
纏	缠	ʒø²²¹	文讀 盤纏
善	善	ʒø¹³	
羨	羡	ʒø¹³	
然	然	ʒø¹³	
燃	燃	ʒø¹³	
