聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	注释	聲母	韻母	聲調	IPA	次 聲母	次 韻母	次 聲調	新註
泥	開	一	泰	去	端	蟹	奈	0	1	0		n	ɔi	213	nɔi213				
來	開	一	泰	去	來	蟹	籟	0	2	0									
來	開	一	泰	去	來	蟹	賴	0	0	0		l	ai	213	lai213				
來	開	一	泰	去	來	蟹	癩	0	1	0		l	ai	213	lai213				
精	合	一	泰	去	精	蟹	最	0	0	0		t	ui	35	tui35				
清	開	一	泰	去	精	蟹	蔡	0	2	0		tʰ	ɔi	35	tʰɔi35				
見	開	一	泰	去	見	蟹	蓋	1	0	1	杯蓋	k	ɔi	35	kɔi35				
見	開	一	泰	去	見	蟹	蓋	1	0	1	覆蓋								
見	合	一	泰	去	見	蟹	膾	0	2	0									
見	合	一	泰	去	見	蟹	檜	0	2	0		kʰ	ui	35	kʰui35				
見	開	一	泰	去	見	蟹	丐	0	1	0		k	ɔi	35	kɔi35				
							丐					k	ai	35	kai35				
溪	開	一	泰	去	見	蟹	磕	0	1	0		ŋ	ɐk	2	ŋɐk2				
溪	開	一	泰	去	見	蟹	轄	0	1	0		h	ɐt	2	hɐt2				
疑	合	一	泰	去	見	蟹	外	0	0	0		ŋ	ɔi	213	ŋɔi213				
							外					m	ɔi	213	mɔi213				
疑	開	一	泰	去	見	蟹	艾	0	1	0		ŋ	ɔi	213	ŋɔi213				
曉	合	一	泰	去	影	蟹	渙	0	1	0									
匣	合	一	泰	去	影	蟹	會	1	0	1	會面	v	ui	213	vui213				
見	合	一	泰	去	見	蟹	會	1	0	1	會計	kʰ	uai	35	kʰuai35				
							會	1	0	1	會游泳	v	ui	24	vui24				
匣	合	一	泰	去	影	蟹	繪	0	0	0		kʰ	ui	35	kʰui35				
							繪					v	ui	213	vui213				
匣	開	一	泰	去	影	蟹	害	0	0	0		h	ɔi	213	hɔi213				
影	開	一	泰	去	影	蟹	藹	0	1	0		ŋ	ai	44	ŋai44				
幫	開	一	泰	去	幫	蟹	貝	0	0	0		p	ui	35	pui35				
幫	開	一	泰	去	幫	蟹	沛	0	1	0		pʰ	ui	35	pʰui35				
幫	開	一	泰	去	幫	蟹	狽	0	1	0									
明	開	一	泰	去	幫	蟹	沫	0	0	0		m	ut	2	mut2				
曉	合	三	廢	去	影	蟹	喙	0	2	0									
影	合	三	廢	去	影	蟹	穢	0	1	0		v	ɐi	35	vɐi35				
幫	合	三	廢	去	幫	蟹	廢	0	0	0		f	i	35	fi35				
並	合	三	廢	去	幫	蟹	吠	0	1	0		p	ui	213	pui213				
							吠					f	i	35	fi35				
滂	合	三	廢	去	幫	蟹	肺	0	0	0		f	i	35	fi35				
崇	開	二	夬	去	莊	蟹	寨	0	0	0		tʃ	ai	213	tʃai213				
溪	合	二	夬	去	見	蟹	快	0	0	0		f	ai	35	fai35				
匣	合	二	夬	去	影	蟹	話	0	0	0		v	a	213	va213				
影	開	二	夬	去	影	蟹	喝	0	0	0		h	ɔt	34	hɔt34				
並	開	二	夬	去	幫	蟹	敗	0	0	0		p	ai	213	pai213				
明	開	二	夬	去	幫	蟹	邁	0	0	0		m	ai	213	mai213				
初	開	二	佳	平	莊	蟹	叉	0	0	0		tʃʰ	a	52	tʃʰa52				
崇	開	二	麻	平	莊	假	查	1	0	1	檢查	tʃ	a	231	tʃa231				
							查	1	0	1	查姓								
崇	開	二	佳	平	莊	蟹	柴	0	0	0		tʃ	ai	231	tʃai231				
							柴					ʃ	ai	231	ʃai231				
見	合	二	佳	平	見	蟹	蝸	0	1	0		k	ɔ	52	kɔ52				
見	開	二	佳	平	見	蟹	佳	0	0	0		k	ai	52	kai52				
見	開	二	佳	平	見	蟹	街	0	0	0		k	ai	52	kai52				
見	合	二	佳	平	見	蟹	媧	0	2	0									
匣	開	二	佳	平	影	蟹	鞋	0	0	0		h	ai	231	hai231				
影	合	二	佳	平	影	蟹	蛙	0	0	0		v	a	52	va52				
影	開	二	佳	平	影	蟹	哇	0	2	0									
影	開	二	佳	平	影	蟹	娃	0	0	0									
並	開	二	佳	平	幫	蟹	牌	0	0	0		p	ai	231	pai231				
見	合	二	佳	上	見	蟹	枴	0	0	0									
匣	合	二	佳	上	影	蟹	夥	0	0	0		f	ɔ	44	fɔ44				
見	開	二	佳	上	見	蟹	解	1	0	1	解決	k	ai	44	kai44				
見	開	二	佳	去	見	蟹	解	1	0	1	解款	k	ai	35	kai35				
匣	開	二	佳	去	影	蟹	解	1	0	1	解姓	h	ai	24	hai24				
匣	開	二	佳	上	影	蟹	蟹	0	1	0		h	ai	24	hai24				
影	開	二	佳	上	影	蟹	矮	0	0	0			ai	44	ʔai44				
幫	開	二	佳	上	幫	蟹	擺	0	0	0		p	ai	44	pai44				
明	開	二	佳	上	幫	蟹	買	0	0	0		m	ai	213	mai213				
群	開	二	佳	上	見	蟹	拐	0	0	0		kʰ	uai	44	kʰuai44				
莊	開	二	佳	去	莊	蟹	債	0	0	0		tʃ	ai	35	tʃai35				
見	合	二	佳	去	見	蟹	掛	0	0	0		k	ua	35	kua35				
見	開	二	佳	去	見	蟹	懈	0	1	0		h	ai	24	hai24				
見	合	二	佳	去	見	蟹	卦	0	1	0		k	ua	35	kua35				
匣	開	二	佳	去	影	蟹	邂	0	2	0									
匣	合	二	佳	去	影	蟹	畫	1	0	1	圖畫	v	a	213	va213				
匣	合	二	耕	入	影	梗	畫	1	0	1	畫圖								
明	開	二	佳	去	幫	蟹	賣	0	0	0		m	ai	213	mai213				
滂	開	二	佳	去	幫	蟹	派	0	0	0		pʰ	ai	35	pʰai35				
莊	開	二	皆	平	莊	蟹	齋	0	1	0		tʃ	ai	52	tʃai52				
見	開	二	皆	平	見	蟹	階	0	0	0		k	ai	52	kai52				
見	開	二	皆	平	見	蟹	楷	1	1	1	楷書	kʰ	ai	44	kʰai44				
溪	開	二	皆	上	見	蟹	楷	1	1	1	楷樹								
見	開	二	皆	平	見	蟹	偕	0	2	0									
見	開	二	皆	平	見	蟹	皆	0	0	0		k	ai	52	kai52				
見	合	二	皆	平	見	蟹	乖	0	0	0		kʰ	uai	52	kʰuai52				
溪	合	二	皆	平	見	蟹	匯	0	0	0		v	ui	213	vui213				
匣	開	二	皆	平	影	蟹	骸	0	2	0		h	ai	231	hai231				
匣	合	二	皆	平	影	蟹	淮	0	1	0		v	ai	231	vai231				
匣	合	二	皆	平	影	蟹	槐	0	0	0		v	ai	231	vai231				
匣	合	二	皆	平	影	蟹	懷	0	0	0		v	ai	231	vai231				
匣	開	二	皆	平	影	蟹	諧	0	1	0		h	ai	24	hai24				
並	開	二	皆	平	幫	蟹	排	0	0	0		p	ai	231	pai231				
明	開	二	皆	平	幫	蟹	霾	0	2	0									
明	開	二	皆	平	幫	蟹	埋	0	0	0		m	ai	231	mai231				
匣	開	二	皆	上	影	蟹	駭	0	1	0		h	ai	24	hai24				
影	開	二	皆	上	影	蟹	挨	0	0	0		ŋ	ɛ	35	ŋɛ35				
							挨						ai	52	ʔai52				
生	開	二	山	入	莊	山	殺	1	0	1	殺敵	ʃ	at	34	ʃat34				
生	開	二	皆	去	莊	蟹	殺	1	0	1	殺哀								
見	開	二	皆	去	見	蟹	介	0	0	0		k	ai	35	kai35				
見	開	二	皆	去	見	蟹	誡	0	1	0									
見	合	二	皆	去	見	蟹	壞	0	0	0		v	ai	213	vai213				
見	合	二	皆	去	見	蟹	怪	0	0	0		kʰ	uai	35	kʰuai35				
見	開	二	皆	去	見	蟹	屆	0	0	0		k	ai	35	kai35				
見	開	二	皆	去	見	蟹	芥	0	1	0		k	ai	35	kai35				
見	開	二	皆	去	見	蟹	尬	0	2	0		k	ai	35	kai35				
見	開	二	皆	去	見	蟹	界	0	0	0		k	ai	35	kai35				
見	開	二	皆	去	見	蟹	戒	0	0	0		k	ai	35	kai35				
溪	開	二	皆	去	見	蟹	劾	0	2	0									
匣	開	二	皆	去	影	蟹	械	0	0	0		k	ai	35	kai35				
幫	開	二	皆	去	幫	蟹	拜	0	0	0		p	ai	35	pai35				
							扒	1	0	1	扒飯	p	a	231	pa231				
							扒	1	0	1	扒皮								
並	開	二	皆	去	幫	蟹	憊	0	1	0									
滂	開	二	皆	去	幫	蟹	湃	0	1	0									
來	開	三	祭A	去	來	蟹	厲	0	0	0		l	i	213	li213				
來	開	三	祭A	去	來	蟹	例	0	0	0		l	ɐi	213	lɐi213				
來	開	三	祭A	去	來	蟹	蠣	0	2	0									
來	開	三	祭A	去	來	蟹	勵	0	0	0		l	ɐi	213	lɐi213				
精	開	三	祭A	去	精	蟹	際	0	0	0		t	ɐi	35	tɐi35				
精	開	三	祭A	去	精	蟹	祭	0	1	0		t	ɐi	35	tɐi35				
清	合	三	祭A	去	精	蟹	脆	0	0	0		tʰ	ui	35	tʰui35				
心	合	三	祭A	去	精	蟹	歲	0	0	0		θ	ui	35	θui35				
章	開	三	祭A	去	章	蟹	制	0	0	0		tʃ	ɐi	35	tʃɐi35				
章	合	三	祭A	去	章	蟹	贅	0	1	0		tʃ	ui	35	tʃui35				
章	開	三	祭A	去	章	蟹	製	0	0	0		tʃ	ɐi	35	tʃɐi35				
昌	開	三	祭A	去	章	蟹	掣	0	2	0									
常	開	三	祭A	去	章	蟹	逝	0	0	0		ʃ	ɐi	213	ʃɐi213				
常	開	三	祭A	去	章	蟹	噬	0	2	0									
常	開	三	祭A	去	章	蟹	誓	0	0	0		ʃ	ɐi	213	ʃɐi213				
書	合	三	仙A	入	章	山	說	1	0	0		ʃ	ut	5	ʃut5				
書	合	三	祭A	去	章	蟹	說	1	0	0		ʃ	ui	35	ʃui35				
以	合	三	仙A	入	以	山	說	1	0	0									
書	開	三	祭A	去	章	蟹	世	0	0	0		ʃ	ɐi	35	ʃɐi35				
							世					ʃ	i	35	ʃi35				
書	合	三	祭A	去	章	蟹	蛻	0	1	0		tʰ	ut	5	tʰut5				
書	合	三	祭A	去	章	蟹	稅	0	0	0		ʃ	ui	35	ʃui35				
書	開	三	祭A	去	章	蟹	勢	0	0	0		ʃ	ɐi	35	ʃɐi35				
日	合	三	祭A	去	日	蟹	鈉	0	1	0		n	ap	212	nap212				
疑	開	三	祭A	去	見	蟹	藝	0	0	0		ŋ	ɐi	213	ŋɐi213				
							洩	1	0	1	排洩	θ	it	5	θit5				
以	開	三	祭A	去	以	蟹	洩	1	0	1	洩洩								
以	合	三	祭A	去	以	蟹	銳	0	0	0		j	ui	213	jui213				
以	開	三	祭A	去	以	蟹	曳	0	2	0									
以	開	三	祭A	去	以	蟹	泄	0	0	0									
以	開	三	祭A	去	以	蟹	裔	0	2	0									
幫	開	三	祭A	去	幫	蟹	蔽	0	0	0		p	i	213	pi213				
幫	開	三	祭A	去	幫	蟹	彆	0	0	0									
並	開	三	祭A	去	幫	蟹	敝	0	2	0		p	i	213	pi213				
並	開	三	祭A	去	幫	蟹	斃	0	0	0		p	i	35	pi35				
並	開	三	祭A	去	幫	蟹	弊	0	0	0		p	i	213	pi213				
並	開	三	祭A	去	幫	蟹	幣	0	0	0		p	i	213	pi213				
知	合	三	祭B	去	知	蟹	輟	0	2	0									
知	合	三	祭B	去	知	蟹	啜	0	2	0		tʃ	ut	5	tʃut5				
知	合	三	祭B	去	知	蟹	綴	1	1	1	點綴								
知	合	三	仙B	入	知	山	綴	1	1	1	綴足	tʃ	ut	5	tʃut5				
澄	開	三	祭B	去	知	蟹	滯	0	1	0		tʃ	ɐi	213	tʃɐi213				
見	合	三	祭B	去	見	蟹	鱖	0	2	0		k	ut	34	kut34				
							鱖					kʰ	ut	34	kʰut34				
溪	開	三	祭B	去	見	蟹	憩	0	2	0									
溪	開	三	祭B	去	見	蟹	揭	0	0	0		kʰ	it	5	kʰit5				
云	合	三	祭B	去	影	蟹	衛	0	0	0		v	ɐi	24	vɐi24				
端	開	四	齊	平	端	蟹	柢	0	2	0									
端	開	四	齊	平	端	蟹	低	0	0	0		t	ɐi	52	tɐi52				
透	開	四	齊	平	端	蟹	梯	0	0	0		tʰ	ɐi	52	tʰɐi52				
定	開	四	齊	平	端	蟹	蹄	0	0	0		t	ɐi	231	tɐi231				
定	開	四	齊	平	端	蟹	啼	0	1	0		t	ɐi	231	tɐi231				
定	開	四	齊	平	端	蟹	締	0	1	0									
定	開	四	齊	平	端	蟹	題	0	0	0		t	ɐi	231	tɐi231				
章	開	三	仙A	入	章	山	折	1	0	1	骨折	tʃ	it	5	tʃit5				
常	開	三	仙A	入	章	山	折	1	0	1	折本	ʃ	it	2	ʃit2				
泥	開	四	齊	平	端	蟹	泥	1	0	1	泥土	n	ɐi	231	nɐi231				
泥	開	四	齊	去	端	蟹	泥	1	0	1	拘泥								
來	開	四	齊	平	來	蟹	犁	0	0	0		l	ɐi	231	lɐi231				
來	開	四	齊	平	來	蟹	黎	0	0	0		l	ɐi	231	lɐi231				
精	開	四	齊	平	精	蟹	擠	0	0	0		tʃ	i	44	tʃi44				
							擠					t	ɐi	35	tɐi35				
清	開	四	齊	平	精	蟹	妻	0	0	0		tʰ	ɐi	52	tʰɐi52				
清	開	四	齊	平	精	蟹	萋	0	2	0									
清	開	四	齊	平	精	蟹	淒	0	1	0		tʰ	ɐi	52	tʰɐi52				
清	開	四	齊	平	精	蟹	悽	0	1	0									
從	開	四	齊	平	精	蟹	齊	1	0	1	整齊	θ	ɐi	231	θɐi231				
							齊	1	0	1	齊衰								
從	開	四	齊	平	精	蟹	臍	0	1	0		θ	ɐi	231	θɐi231				
心	開	四	齊	平	精	蟹	棲	0	1	0		tʰ	ɐi	52	tʰɐi52				
心	開	四	齊	平	精	蟹	犀	0	1	0		θ	ɐi	52	θɐi52				
心	開	四	齊	平	精	蟹	撕	0	0	0		θ	i	52	θi52				
心	開	四	齊	平	精	蟹	西	0	0	0		θ	ɐi	52	θɐi52				
心	開	四	齊	平	精	蟹	嘶	0	1	0									
見	合	四	齊	平	見	蟹	圭	0	2	0		k	uɐi	231	kuɐi231				
見	開	四	齊	平	見	蟹	雞	0	0	0		k	ɐi	52	kɐi52				
見	合	四	齊	平	見	蟹	閨	0	1	0		k	uɐi	231	kuɐi231				
見	合	四	齊	平	見	蟹	鮭	0	2	0									
見	開	四	齊	平	見	蟹	稽	1	1	1	無稽之談	kʰ	ɐi	52	kʰɐi52				
溪	開	四	齊	上	見	蟹	稽	1	1	1	稽首								
溪	開	四	齊	平	見	蟹	溪	0	0	0		kʰ	ɐi	52	kʰɐi52				
溪	合	四	齊	平	見	蟹	睽	0	2	0									
溪	開	四	齊	平	見	蟹	谿	0	3	0									
疑	開	四	齊	平	見	蟹	霓	0	2	0		n	ɐi	231	nɐi231				文讀
							霓					ȵ	i	231	ȵi231				白讀
疑	開	四	齊	平	見	蟹	倪	0	2	0		n	ɐi	231	nɐi231				文讀
							倪					ȵ	i	231	ȵi231				白讀
匣	開	四	齊	平	影	蟹	奚	0	2	0		kʰ	ɐi	52	kʰɐi52				
							奚					h	i	52	hi52				
匣	合	四	齊	平	影	蟹	攜	0	0	0		k	uɐi	231	kuɐi231				
匣	開	四	齊	平	影	蟹	兮	0	2	0		h	i	52	hi52				
匣	合	四	齊	平	影	蟹	畦	0	1	0		k	uɐi	231	kuɐi231				
明	開	四	齊	平	幫	蟹	迷	0	0	0		m	i	231	mi231				
滂	開	四	齊	平	幫	蟹	批	0	0	0		pʰ	ɐi	52	pʰɐi52				
端	開	四	齊	上	端	蟹	抵	0	0	0		t	ɐi	44	tɐi44				
端	開	四	齊	上	端	蟹	牴	0	3	0		t	ɐi	44	tɐi44				
端	開	四	齊	上	端	蟹	底	0	0	0		t	ɐi	44	tɐi44				
端	開	四	齊	上	端	蟹	邸	0	2	0									
透	開	四	齊	上	端	蟹	涕	0	1	0		tʰ	ɐi	35	tʰɐi35				
透	開	四	齊	上	端	蟹	體	0	0	0		tʰ	ɐi	44	tʰɐi44				
定	開	四	齊	上	端	蟹	遞	0	0	0		t	ɐi	213	tɐi213				
定	開	四	齊	上	端	蟹	弟	0	0	0		t	ɐi	24	tɐi24				
來	開	四	齊	上	來	蟹	豊	0	3	0									
來	開	四	齊	上	來	蟹	禮	0	0	0		l	ɐi	24	lɐi24				
精	開	四	齊	上	精	蟹	濟	1	0	1	人才濟濟	t	ɐi	35	tɐi35				
精	開	四	齊	去	精	蟹	濟	1	0	1	救濟	t	ɐi	35	tɐi35				
心	開	四	齊	上	精	蟹	洗	0	0	0		θ	ɐi	44	θɐi44				
並	開	四	齊	上	幫	蟹	陛	0	2	0		p	ɐi	213	pɐi213				
明	開	四	齊	上	幫	蟹	米	0	0	0		m	ɐi	24	mɐi24				
端	開	四	齊	去	端	蟹	帝	0	0	0		t	ɐi	35	tɐi35				
端	開	四	齊	去	端	蟹	嚏	0	2	0		t	ɐi	231	tɐi231				
端	開	四	齊	去	端	蟹	諦	0	2	0									
透	開	四	齊	去	端	蟹	剃	0	0	0		tʰ	ɐi	35	tʰɐi35				
透	開	四	齊	去	端	蟹	替	0	0	0		tʰ	ɐi	35	tʰɐi35				
定	開	四	齊	去	端	蟹	逮	0	0	0		t	ɐi	213	tɐi213				
定	開	四	齊	去	端	蟹	第	0	0	0		t	ɐi	213	tɐi213				
來	開	四	齊	去	來	蟹	捩	1	3	1	琵琶撥法								
來	開	四	先	入	來	山	捩	1	3	1	捩手								
來	開	四	齊	去	來	蟹	隸	0	0	0		t	ɐi	213	tɐi213				
來	開	四	齊	去	來	蟹	戾	0	2	0									
清	開	四	齊	去	精	蟹	砌	0	0	0		tʰ	i	35	tʰi35				
清	開	四	齊	去	精	蟹	切	1	0	1	一切								
清	開	四	先	入	精	山	切	1	0	1	急切	tʰ	it	5	tʰit5				
心	開	四	齊	去	精	蟹	細	0	0	0		θ	ɐi	35	θɐi35				
見	開	四	齊	去	見	蟹	髻	0	2	0		k	ɐi	35	kɐi35				
見	合	四	齊	去	見	蟹	桂	0	0	0		k	uɐi	35	kuɐi35				
見	開	四	齊	去	見	蟹	計	0	0	0		k	ɐi	35	kɐi35				
匣	開	四	齊	去	影	蟹	繫	1	0	1	聯繫	h	ɐi	213	hɐi213				
見	開	四	齊	去	見	蟹	繫	1	0	1	繫鞋帶								
見	開	四	齊	去	見	蟹	繼	0	0	0		k	ɐi	35	kɐi35				
見	開	四	齊	去	見	蟹	係	0	0	0									
溪	開	四	齊	去	見	蟹	契	1	1	1	契約	kʰ	ɐi	35	kʰɐi35				
溪	開	三	欣	入	見	臻	契	1	1	1	契丹								
溪	開	四	先	入	見	山	契	1	1	1	殷商的始祖								
疑	開	四	齊	去	見	蟹	羿	0	2	0									
匣	合	四	齊	去	影	蟹	蕙	0	2	0									
匣	開	四	齊	去	影	蟹	系	0	0	0		h	i	35	hi35				
匣	合	四	齊	去	影	蟹	惠	0	0	0		j	ui	213	jui213				
匣	合	四	齊	去	影	蟹	慧	0	0	0		j	ui	213	jui213				
幫	開	四	齊	去	幫	蟹	閉	0	0	0		p	ɐi	35	pɐi35				
明	開	四	齊	去	幫	蟹	謎	0	0	0		m	i	231	mi231				
滂	開	四	齊	去	幫	蟹	媲	0	2	0									
透	開	一	咍	平	端	蟹	胎	0	1	0		tʰ	ɔi	52	tʰɔi52				
定	開	一	咍	平	端	蟹	臺	0	0	0		t	ɔi	231	tɔi231				
定	開	一	咍	平	端	蟹	檯	0	0	0									
定	開	一	咍	平	端	蟹	苔	1	1	1	青苔	t	ɔi	231	tɔi231				
定	開	一	咍	平	端	蟹	苔	1	1	1	舌苔	tʰ	ɔi	52	tʰɔi52				
泥	開	一	咍	平	端	蟹	能	0	0	0		n	ɐŋ	231	nɐŋ231				
來	開	一	咍	平	來	蟹	來	0	0	0		l	ɔi	231	lɔi231				
來	開	一	咍	平	來	蟹	萊	0	1	0									
精	開	一	咍	平	精	蟹	災	0	0	0		t	ɔi	52	tɔi52				
精	開	一	咍	平	精	蟹	哉	0	2	0									
精	開	一	咍	平	精	蟹	栽	0	0	0		θ	ɔi	231	θɔi231				
清	開	一	咍	平	精	蟹	猜	0	0	0		tʰ	ɔi	52	tʰɔi52				
從	開	一	咍	平	精	蟹	材	0	0	0		θ	ɔi	231	θɔi231				
從	開	一	咍	平	精	蟹	財	0	0	0		θ	ɔi	231	θɔi231				
從	開	一	咍	平	精	蟹	裁	0	0	0		θ	ɔi	231	θɔi231				
從	開	一	咍	平	精	蟹	才	0	0	0		θ	ɔi	231	θɔi231				
心	開	一	咍	平	精	蟹	鰓	0	2	0		θ	ɔi	52	θɔi52				
見	開	一	咍	平	見	蟹	該	0	0	0		k	ɔi	52	kɔi52				
見	開	一	咍	平	見	蟹	賅	0	2	0									
溪	開	一	咍	平	見	蟹	開	0	0	0		h	ɔi	52	hɔi52				
疑	開	一	咍	平	見	蟹	皚	0	2	0									
匣	開	一	咍	平	影	蟹	孩	0	0	0		h	ɔi	231	hɔi231				
							咳	1	0	1	咳嗽	kʰ	ɐt	5	kʰɐt5				
匣	開	一	咍	平	影	蟹	咳	1	0	1	小兒笑								
影	開	一	咍	平	影	蟹	唉	0	0	0									
影	開	一	咍	平	影	蟹	哀	0	0	0			ɔi	52	ʔɔi52				
影	開	一	咍	平	影	蟹	埃	0	1	0			ai	52	ʔai52				
影	開	一	咍	上	影	蟹	欸	1	3	0									
							欸	1	3	0									
端	開	一	咍	上	端	蟹	等	0	0	0		t	ɐŋ	44	tɐŋ44				
定	開	一	咍	上	端	蟹	怠	0	0	0		t	ɔi	24	tɔi24				
定	開	一	咍	上	端	蟹	待	0	0	0		t	ɔi	24	tɔi24				
定	開	一	咍	上	端	蟹	殆	0	2	0		t	ɔi	24	tɔi24				
泥	開	一	咍	上	端	蟹	迺	0	2	0									
泥	開	一	咍	上	端	蟹	乃	0	0	0		n	ai	24	nai24				
精	開	一	咍	上	精	蟹	載	1	0	1	一年半載	t	ɔi	44	tɔi44				
精	開	一	咍	去	精	蟹	載	1	0	1	記載	t	ɔi	35	tɔi35				
精	開	一	咍	上	精	蟹	宰	0	0	0		t	ɔi	44	tɔi44				
清	開	一	咍	上	精	蟹	採	0	0	0		tʰ	ɔi	44	tʰɔi44				
清	開	一	咍	上	精	蟹	采	0	0	0		tʰ	ɔi	44	tʰɔi44				
清	開	一	咍	上	精	蟹	彩	0	0	0		tʰ	ɔi	44	tʰɔi44				
清	開	一	咍	上	精	蟹	綵	0	0	0									
從	開	一	咍	上	精	蟹	在	0	0	0		θ	ɔi	24	θɔi24				
見	開	一	咍	上	見	蟹	改	0	0	0		k	ɔi	44	kɔi44				
溪	開	一	咍	上	見	蟹	凱	0	0	0		kʰ	ai	44	kʰai44				
曉	開	一	咍	上	影	蟹	海	0	0	0		h	ɔi	44	hɔi44				
匣	開	一	咍	上	影	蟹	亥	0	1	0		h	ɔi	24	hɔi24				
端	開	一	咍	去	端	蟹	戴	0	0	0		t	ai	35	tai35				
透	開	一	咍	去	端	蟹	態	0	0	0		tʰ	ai	35	tʰai35				
透	開	一	咍	去	端	蟹	貸	0	2	0		t	ɔi	24	tɔi24				
定	開	一	咍	去	端	蟹	岱	0	2	0									
定	開	一	咍	去	端	蟹	代	0	0	0		t	ɔi	213	tɔi213				
定	開	一	咍	去	端	蟹	袋	0	0	0		t	ɔi	213	tɔi213				
定	開	一	咍	去	端	蟹	黛	0	2	0									
泥	開	一	咍	去	端	蟹	耐	0	0	0		n	ɔi	213	nɔi213				
來	開	一	咍	去	來	蟹	睞	0	2	0									
精	開	一	咍	去	精	蟹	再	0	0	0		t	ɔi	35	tɔi35				
清	開	一	咍	去	精	蟹	菜	0	0	0		tʰ	ɔi	35	tʰɔi35				
心	開	一	登	入	精	曾	塞	1	0	1	塞車	θ	ɐk	5	θɐk5				
心	開	一	咍	去	精	蟹	塞	1	0	1	塞外								
心	開	一	咍	去	精	蟹	賽	0	0	0		θ	ɔi	35	θɔi35				
見	開	一	咍	去	見	蟹	概	0	0	0		kʰ	ai	35	kʰai35				
溪	開	一	咍	去	見	蟹	慨	0	0	0		kʰ	ai	35	kʰai35				
疑	開	一	咍	去	見	蟹	礙	0	0	0		ŋ	ɔi	213	ŋɔi213				
影	開	一	咍	去	影	蟹	愛	0	0	0			ɔi	35	ʔɔi35				
							愛					ŋ	ai	35	ŋai35				
端	合	一	灰	平	端	蟹	搥	0	3	0									
端	合	一	灰	平	端	蟹	堆	0	0	0		t	ui	52	tui52				
端	合	一	灰	平	端	蟹	敦	0	1	0		t	ɐn	52	tɐn52				
定	合	一	灰	平	端	蟹	頹	0	1	0		tʰ	ok	5	tʰok5				
來	合	一	灰	平	來	蟹	雷	0	0	0		l	ui	231	lui231				
來	合	一	灰	平	來	蟹	儡	0	1	0		l	ui	24	lui24				
來	合	一	灰	平	來	蟹	鐳	0	2	0		l	ui	52	lui52				
清	合	一	灰	平	精	蟹	崔	0	1	0		tʰ	ui	52	tʰui52				
清	合	一	灰	平	精	蟹	催	0	0	0		tʰ	ui	52	tʰui52				
從	合	一	灰	平	精	蟹	摧	0	0	0									
心	合	一	灰	平	精	蟹	蓑	0	2	0		θ	ɔ	52	θɔ52				
							蓑					ʃ	ɔ	52	ʃɔ52				
溪	合	一	灰	上	見	蟹	傀	1	1	1	傀儡	kʰ	uɐi	44	kʰuɐi44				
見	合	一	灰	平	見		傀	1	1	1	傀偉								
溪	合	一	灰	平	見	蟹	恢	0	0	0		f	ui	52	fui52				
溪	合	一	灰	平	見	蟹	魁	0	1	0		kʰ	uɐi	52	kʰuɐi52				
							魁					kʰ	ui	52	kʰui52				
溪	合	一	灰	平	見	蟹	盔	0	1	0		f	ui	52	fui52				
疑	合	一	灰	平	見	蟹	桅	0	1	0		ŋ	uɐi	231	ŋuɐi231				
疑	合	一	灰	平	見	蟹	嵬	0	2	0									
曉	合	一	灰	平	影	蟹	灰	0	0	0		f	ui	52	fui52				
匣	合	一	灰	平	影	蟹	回	0	0	0		v	ui	231	vui231				
匣	合	一	灰	平	影	蟹	瑰	1	1	1	玫瑰	kʰ	uɐi	35	kʰuɐi35				
見	合	一	灰	平	見	蟹	瑰	1	1	1	瑰麗								
匣	合	一	灰	平	影	蟹	洄	0	2	0									
匣	合	一	灰	平	影	蟹	迴	0	0	0		v	ui	231	vui231				
匣	合	一	灰	平	影	蟹	徊	0	1	0									
影	合	一	灰	平	影	蟹	偎	0	1	0									
幫	合	一	灰	平	幫	蟹	杯	0	0	0		p	ui	52	pui52				
幫	合	一	灰	平	幫	蟹	盃	0	0	0									
並	合	一	灰	平	幫	蟹	陪	0	0	0		p	ui	231	pui231				
並	合	一	灰	平	幫	蟹	徘	0	1	0									
並	合	一	灰	平	幫	蟹	培	0	0	0		p	ui	24	pui24				
明	合	一	灰	平	幫	蟹	媒	0	1	0		m	ui	231	mui231				
明	合	一	灰	平	幫	蟹	莓	0	2	0		m	ui	231	mui231				
明	合	一	灰	平	幫	蟹	梅	0	0	0		m	ui	231	mui231				
明	合	一	灰	平	幫	蟹	枚	0	1	0		m	ui	231	mui231				
明	合	一	灰	平	幫	蟹	煤	0	0	0		m	ui	231	mui231				
透	合	一	灰	上	端	蟹	腿	0	0	0		tʰ	ui	44	tʰui44				
泥	合	一	灰	上	端	蟹	餒	0	1	0									
來	合	一	灰	上	來	蟹	蕾	0	1	0		l	ui	231	lui231				
清	合	一	灰	上	精	蟹	璀	0	2	0									
從	合	一	灰	上	精	蟹	罪	0	0	0		θ	ui	24	θui24				
曉	合	一	灰	上	影	蟹	悔	0	0	0		f	ui	44	fui44				
曉	合	一	灰	上	影	蟹	賄	0	0	0		f	ui	44	fui44				
							賄					j	ɐu	35	jɐu35				
並	合	一	灰	上	幫	蟹	蓓	0	2	0									
並	合	一	灰	上	幫	蟹	倍	0	0	0		p	ui	24	pui24				
明	合	一	灰	上	幫	蟹	每	0	0	0		m	ui	24	mui24				
