聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	注释	聲母	韻母	聲調	IPA	次 聲母	次 韻母	次 聲調	新註
娘	開	三	鹽B	平	知	咸	黏	0	2	0		n	im	52	nim52				
知	開	三	鹽B	平	知	咸	沾	0	0	0		tʃ	im	52	tʃim52				
影	開	三	鹽B	平	影	咸	淹	0	0	0		j	im	35	jim35				
影	開	三	鹽B	平	影	咸	醃	0	1	0		j	im	213	jim213				
云	開	三	鹽B	平	影	咸	炎	0	0	0		ȵ	im	213	ȵim213				
群	開	三	鹽B	平	見	咸	拑	0	3	0									
群	開	三	鹽B	平	見	咸	鉗	0	0	0		k	ɛm	231	kɛm231				
徹	開	三	鹽B	上	知	咸	諂	0	2	0									
見	開	三	鹽B	上	見	咸	檢	0	0	0		k	im	44	kim44				
							檢					k	ɛm	44	kɛm44				
見	開	三	鹽B	上	見	咸	瞼	0	2	0									
疑	開	三	鹽B	上	見	咸	广	0	0	0									
曉	開	三	鹽B	上	影	咸	險	0	0	0		h	im	44	him44				
影	開	三	鹽B	上	影	咸	掩	0	0	0		j	im	44	jim44				
							奄	1	1	1	奄奄一息								
影	開	三	鹽B	上	影	咸	奄	1	1	1	奄有								
幫	開	三	鹽B	上	幫	咸	貶	0	1	0		p	ɛn	44	pɛn44				
群	開	三	鹽B	上	見	咸	儉	0	0	0		k	im	24	kim24				
群	開	三	鹽B	上	見	咸	芡	0	3	0									
疑	開	三	鹽B	去	見	咸	驗	0	0	0		n	im	213	nim213				
影	開	三	鹽B	去	影	咸	俺	0	1	0									
娘	開	三	鹽B	入	知	咸	躡	0	2	0		n	ip	5	nip5				
娘	開	三	鹽B	入	知	咸	聶	0	1	0		n	ip	5	nip5				
知	開	三	鹽B	入	知	咸	輒	0	2	0									
生	開	三	鹽B	入	莊	咸	霎	0	1	0		ʃ	ap	34	ʃap34				
端	開	四	添	平	端	咸	佔	0	0	0		tʃ	im	52	tʃim52				
透	開	四	添	平	端	咸	添	0	0	0		tʰ	im	52	tʰim52				
定	開	四	添	平	端	咸	恬	0	1	0									
定	開	四	添	平	端	咸	甜	0	0	0		t	im	231	tim231				
泥	開	四	添	平	端	咸	拈	1	2	1	拈花惹草	n	im	52	nim52				
							拈	1	2	1	拈線								
見	開	四	添	平	見	咸	兼	0	0	0		k	im	52	kim52				
溪	開	四	添	平	見	咸	謙	0	0	0		kʰ	im	52	kʰim52				
匣	開	四	添	平	影	咸	嫌	0	0	0		h	im	52	him52				
端	開	四	添	上	端	咸	玷	0	1	0									
端	開	四	添	上	端	咸	點	0	0	0		t	im	44	tim44				
溪	開	四	添	上	見	咸	歉	0	0	0		j	im	35	jim35				
端	開	四	添	去	端	咸	店	0	0	0		t	im	35	tim35				
端	開	四	添	去	端	咸	墊	0	0	0		t	im	213	tim213				
泥	開	四	添	去	端	咸	念	0	0	0		n	im	213	nim213				
透	開	四	添	入	端	咸	帖	0	0	0		tʰ	ip	5	tʰip5				
透	開	四	添	入	端	咸	蝶	0	0	0		t	ip	2	tip2				
透	開	四	添	入	端	咸	貼	0	0	0		tʰ	ip	5	tʰip5				
定	開	四	添	入	端	咸	疊	0	0	0		t	ip	2	tip2				
定	開	四	添	入	端	咸	喋	0	2	0									
精	開	四	添	入	精	咸	浹	0	2	0									
見	開	四	添	入	見	咸	頰	0	1	0									
見	開	四	添	入	見	咸	莢	0	1	0									
溪	開	四	添	入	見	咸	愜	0	2	0									
匣	開	四	添	入	影	咸	挾	0	1	0		k	ap	212	kap212				
							挾					h	ap	212	hap212				
匣	開	四	添	入	影	咸	俠	0	1	0		h	ap	212	hap212				
匣	開	四	添	入	影	咸	協	0	0	0		h	ip	5	hip5				
端	開	一	覃	平	端	咸	耽	0	0	0		t	am	52	tam52				
透	開	一	覃	平	端	咸	探	0	0	0		tʰ	am	35	tʰam35				
透	開	一	覃	平	端	咸	貪	0	0	0		tʰ	am	52	tʰam52				
定	開	一	覃	平	端	咸	譚	0	1	0		t	am	231	tam231				
定	開	一	覃	平	端	咸	眈	0	2	0									
定	開	一	覃	平	端	咸	潭	0	1	0		t	am	231	tam231				
泥	開	一	覃	平	端	咸	南	0	0	0		n	am	231	nam231				
泥	開	一	覃	平	端	咸	楠	0	2	0									
泥	開	一	覃	平	端	咸	男	0	0	0		n	am	231	nam231				
來	開	一	覃	平	來	咸	嵐	0	2	0									
來	開	一	覃	平	來	咸	婪	0	2	0									
從	開	一	覃	平	精	咸	蠶	0	0	0		θ	am	231	θam231				
見	開	一	覃	平	見	咸	弇	0	3	0									
溪	開	一	覃	平	見	咸	堪	0	0	0		h	ɔm	52	hɔm52				
溪	開	一	覃	平	見	咸	龕	0	2	0		h	ɔm	52	hɔm52				
匣	開	一	覃	平	影	咸	函	0	1	0		h	ɔm	231	hɔm231				
匣	開	一	覃	平	影	咸	涵	0	1	0									
匣	開	一	覃	平	影	咸	含	0	0	0		h	ɔm	231	hɔm231				
影	開	一	覃	平	影	咸	庵	0	1	0		h	ɔm	52	hɔm52				
影	開	一	覃	平	影	咸	諳	0	2	0									
來	開	一	覃	上	來	咸	纜	0	1	0		l	am	213	lam213				
清	開	一	覃	上	精	咸	慘	0	0	0		tʰ	am	44	tʰam44				
見	開	一	覃	上	見	咸	感	0	0	0		k	ɔm	44	kɔm44				
溪	開	一	覃	上	見	咸	坎	0	1	0		h	ɔm	35	hɔm35				
匣	開	一	覃	上	影	咸	撼	0	1	0		k	ɔm	44	kɔm44				
溪	開	一	覃	去	見	咸	勘	0	1	0		h	ɔm	35	hɔm35				
匣	開	一	覃	去	影	咸	憾	0	1	0		k	ɔm	44	kɔm44				
影	開	一	覃	去	影	咸	暗	0	0	0			ɔm	35	ʔɔm35				
端	開	一	覃	入	端	咸	答	0	0	0		t	ap	34	tap34				
透	開	一	覃	入	端	咸	踏	0	0	0		t	ap	212	tap212				
定	開	一	覃	入	端	咸	沓	0	2	0		t	ap	212	tap212				
泥	開	一	覃	入	端	咸	納	0	0	0		n	ap	212	nap212				
來	開	一	覃	入	來	咸	摺	0	0	0		tʃ	ip	5	tʃip5				
來	開	一	覃	入	來	咸	拉	0	0	0		l	ai	52	lai52				
從	開	一	覃	入	精	咸	雜	0	0	0		θ	ap	212	θap212				
心	開	一	覃	入	精	咸	卅	0	2	0		θ	a	52	θa52				
見	開	一	覃	入	見	咸	鴿	0	0	0		k	ɔp	5	kɔp5				
							閤	1	0	1	閤眼								
							閤	1	0	1	閤樓								
見	開	一	覃	入	見	咸	閤	1	0	1	邊門								
見	開	一	覃	入	見	咸	蛤	1	1	1	圓蛤	k	ɔp	5	kɔp5				
							蛤	1	1	1	蛤蟆								
疑	開	一	覃	入	見	咸	哈	0	0	0		h	a	52	ha52				
匣	開	一	覃	入	影	咸	盒	0	0	0		h	ɔp	5	hɔp5				
匣	開	一	覃	入	影	咸	合	1	0	1	合格	h	ɔp	2	hɔp2				
見	開	一	覃	入	見	咸	合	1	0	1	一合	k	ɔp	5	kɔp5				
-	-	-	-	-	-	-	圇	0	2	0									
-	-	-	-	-	-	-	圾	0	0	0		tʃʰ	ap	34	tʃʰap34				
-	-	-	-	-	-	-	歹	0	1	0									
-	-	-	-	-	-	-	圳	0	2	0		tʃ	ɐn	35	tʃɐn35				
-	-	-	-	-	-	-	劍	0	0	0		k	im	35	kim35				
-	-	-	-	-	-	-	享	0	0	0		h	ɛŋ	44	hɛŋ44				
-	-	-	-	-	-	-	踩	0	0	0		tʃʰ	ai	44	tʃʰai44				
-	-	-	-	-	-	-	踮	0	2	0		t	im	35	tim35				
-	-	-	-	-	-	-	螂	0	2	0		l	ɔŋ	231	lɔŋ231				
-	-	-	-	-	-	-	踴	0	1	0		j	oŋ	44	joŋ44				
-	-	-	-	-	-	-	鴕	0	1	0		t	ɔ	231	tɔ231				
-	-	-	-	-	-	-	糕	0	0	0		k	ou	52	kou52				
-	-	-	-	-	-	-	柿	0	0	0		tʃ	ɐi	24	tʃɐi24				
-	-	-	-	-	-	-	糬	0	3	0									
-	-	-	-	-	-	-	糯	0	1	0		n	ɔ	213	nɔ213				
-	-	-	-	-	-	-	妞	0	2	0									
-	-	-	-	-	-	-	焙	0	1	0		p	ui	213	pui213				
-	-	-	-	-	-	-	妳	0	3	0		n	i	24	ni24				
-	-	-	-	-	-	-	妮	0	2	0									
-	-	-	-	-	-	-	歪	0	0	0		v	ai	52	vai52				
-	-	-	-	-	-	-	疤	0	0	0		p	a	52	pa52				
-	-	-	-	-	-	-	污	0	0	0									
-	-	-	-	-	-	-	汽	0	0	0		h	i	35	hi35				
-	-	-	-	-	-	-	粑	0	2	0		p	a	52	pa52				
-	-	-	-	-	-	-	桕	0	2	0									
-	-	-	-	-	-	-	棕	0	0	0		t	oŋ	52	toŋ52				
-	-	-	-	-	-	-	撇	0	0	0		pʰ	it	5	pʰit5				
-	-	-	-	-	-	-	撒	0	0	0		θ	at	34	θat34				
-	-	-	-	-	-	-	撐	0	0	0		tʃʰ	aŋ	35	tʃʰaŋ35				
							撐					tʃʰ	eŋ	52	tʃʰeŋ52				
-	-	-	-	-	-	-	囫	0	2	0									
-	-	-	-	-	-	-	囡	0	2	0									
-	-	-	-	-	-	-	砸	0	1	0									
-	-	-	-	-	-	-	砲	0	3	0									
-	-	-	-	-	-	-	饈	0	3	0									
-	-	-	-	-	-	-	掙	1	0	1	掙脫								
							掙	1	0	1	掙錢								
-	-	-	-	-	-	-	砍	0	0	0		kʰ	an	44	kʰan44				
-	-	-	-	-	-	-	聯	0	0	0		l	un	231	lun231				
-	-	-	-	-	-	-	棋	0	0	0		k	i	231	ki231				
-	-	-	-	-	-	-	蹦	0	0	0									
-	-	-	-	-	-	-	週	0	0	0									
-	-	-	-	-	-	-	她	0	0	0		tʰ	a	52	tʰa52				
-	-	-	-	-	-	-	奶	0	0	0		n	ai	24	nai24				
-	-	-	-	-	-	-	剷	0	0	0									
-	-	-	-	-	-	-	闆	0	0	0									
-	-	-	-	-	-	-	剎	0	1	0		ʃ	at	34	ʃat34				
-	-	-	-	-	-	-	磁	0	0	0		θ	i	231	θi231				
-	-	-	-	-	-	-	骷	0	2	0									
-	-	-	-	-	-	-	嘩	0	0	0									
-	-	-	-	-	-	-	磚	0	0	0		tʃ	un	52	tʃun52				
-	-	-	-	-	-	-	躲	0	0	0		t	ɔ	44	tɔ44				
-	-	-	-	-	-	-	磺	0	1	0									
-	-	-	-	-	-	-	躺	0	0	0		tʰ	ɔŋ	44	tʰɔŋ44				
-	-	-	-	-	-	-	罕	0	1	0		h	ɔn	44	hɔn44				
-	-	-	-	-	-	-	耙	0	1	0		p	a	231	pa231				
-	-	-	-	-	-	-	嘴	0	0	0		t	ui	44	tui44				
-	-	-	-	-	-	-	瑪	0	1	0									
-	-	-	-	-	-	-	間	1	0	1	空間	k	an	52	kan52				
							間	1	0	1	間接	k	an	35	kan35				
-	-	-	-	-	-	-	籽	0	1	0		t	i	44	ti44				
-	-	-	-	-	-	-	瑙	0	2	0									
-	-	-	-	-	-	-	啤	0	1	0									
-	-	-	-	-	-	-	餃	0	0	0		k	au	44	kau44				
-	-	-	-	-	-	-	揪	0	0	0									
-	-	-	-	-	-	-	餵	0	0	0		v	ɐi	35	vɐi35				
-	-	-	-	-	-	-	揍	0	1	0									
-	-	-	-	-	-	-	餡	0	0	0		h	am	213	ham213				
-	-	-	-	-	-	-	淌	0	1	0									
-	-	-	-	-	-	-	嶄	0	0	0									
-	-	-	-	-	-	-	淘	0	0	0		t	ou	231	tou231				
-	-	-	-	-	-	-	釉	0	2	0		j	ɐu	213	jɐu213				
-	-	-	-	-	-	-	擤	0	2	0									
-	-	-	-	-	-	-	擦	0	0	0		tʃʰ	at	34	tʃʰat34				
-	-	-	-	-	-	-	嚕	0	2	0		l	u	231	lu231				
-	-	-	-	-	-	-	嚐	0	0	0									
-	-	-	-	-	-	-	擱	0	0	0		kʰ	ɔk	34	kʰɔk34				
-	-	-	-	-	-	-	嚎	0	1	0		h	ou	231	hou231				
-	-	-	-	-	-	-	擂	0	1	0		l	ui	231	lui231				
-	-	-	-	-	-	-	桿	0	0	0		k	ɔn	44	kɔn44				
-	-	-	-	-	-	-	胸	0	0	0		j	oŋ	52	joŋ52				
-	-	-	-	-	-	-	刨	0	1	0		p	au	213	pau213				
-	-	-	-	-	-	-	胚	0	1	0		pʰ	ui	52	pʰui52				
-	-	-	-	-	-	-	挖	0	0	0		v	at	34	vat34				
							挖					v	ɛt	5	vɛt5				
-	-	-	-	-	-	-	碗	0	0	0		v	un	44	vun44				
-	-	-	-	-	-	-	碟	0	1	0		t	ip	2	tip2				
-	-	-	-	-	-	-	碘	0	1	0									
-	-	-	-	-	-	-	碳	0	1	0		tʰ	an	35	tʰan35				
-	-	-	-	-	-	-	碰	0	0	0		pʰ	oŋ	35	pʰoŋ35				
-	-	-	-	-	-	-	觔	0	3	0									
-	-	-	-	-	-	-	熔	0	0	0		j	oŋ	231	joŋ231				
-	-	-	-	-	-	-	颳	0	0	0									
-	-	-	-	-	-	-	琉	0	1	0		l	ɐu	231	lɐu231				
-	-	-	-	-	-	-	嗖	0	2	0									
-	-	-	-	-	-	-	榕	0	1	0		j	oŋ	231	joŋ231				
-	-	-	-	-	-	-	缽	0	2	0		p	ut	5	put5				
-	-	-	-	-	-	-	您	0	0	0									
-	-	-	-	-	-	-	搧	0	2	0		ʃ	in	35	ʃin35				
-	-	-	-	-	-	-	搬	0	0	0		p	un	52	pun52				
-	-	-	-	-	-	-	噹	0	0	0									
-	-	-	-	-	-	-	噸	0	0	0		t	ɐn	35	tɐn35				
-	-	-	-	-	-	-	搗	0	1	0		t	ou	44	tou44				
-	-	-	-	-	-	-	跺	0	1	0									
-	-	-	-	-	-	-	褂	0	1	0									
-	-	-	-	-	-	-	搞	0	0	0		k	au	44	kau44				
-	-	-	-	-	-	-	舔	0	1	0		tʰ	ɛn	44	tʰɛn44				
-	-	-	-	-	-	-	鞍	0	1	0			ɔn	52	ʔɔn52				
-	-	-	-	-	-	-	捱	0	0	0		ŋ	ai	231	ŋai231				
-	-	-	-	-	-	-	捆	0	0	0		kʰ	ɐn	44	kʰɐn44				
							捆					kʰ	uɐn	44	kʰuɐn44				
-	-	-	-	-	-	-	癱	0	1	0		tʰ	an	52	tʰan52				
-	-	-	-	-	-	-	灶	0	0	0		t	ou	35	tou35				
-	-	-	-	-	-	-	峰	0	0	0		f	oŋ	52	foŋ52				
-	-	-	-	-	-	-	壟	0	0	0		l	oŋ	44	loŋ44				
-	-	-	-	-	-	-	肇	0	2	0		ʃ	iu	213	ʃiu213				
-	-	-	-	-	-	-	摹	0	1	0									
-	-	-	-	-	-	-	嘀	0	1	0									
-	-	-	-	-	-	-	摀	0	3	0									
-	-	-	-	-	-	-	嘟	0	2	0									
-	-	-	-	-	-	-	嘛	0	2	1	喇嘛								
-	-	-	-	-	-	-	摔	0	0	0									
-	-	-	-	-	-	-	腺	0	1	0		θ	in	35	θin35				
-	-	-	-	-	-	-	槓	0	0	0		k	ɔŋ	35	kɔŋ35				
-	-	-	-	-	-	-	輛	0	0	0		l	ɛŋ	44	lɛŋ44				
-	-	-	-	-	-	-	騙	0	0	0		pʰ	in	35	pʰin35				
-	-	-	-	-	-	-	筷	0	1	0		kʰ	uai	35	kʰuai35				文讀
-	-	-	-	-	-	-	惦	0	1	0		t	im	35	tim35				
-	-	-	-	-	-	-	霉	0	0	0		m	ui	231	mui231				
-	-	-	-	-	-	-	瀟	0	2	0									
-	-	-	-	-	-	-	瀕	0	1	0									
-	-	-	-	-	-	-	籐	0	3	0									
-	-	-	-	-	-	-	鋁	0	1	0		l	y	24	ly24				
-	-	-	-	-	-	-	錶	0	0	0		p	iu	52	piu52				
-	-	-	-	-	-	-	崑	0	0	0		kʰ	ɐn	52	kʰɐn52				
							崑					kʰ	uɐn	52	kʰuɐn52				
-	-	-	-	-	-	-	崙	0	1	0		l	ɐn	231	lɐn231				
-	-	-	-	-	-	-	崁	0	3	0									
-	-	-	-	-	-	-	簑	0	2	0									
-	-	-	-	-	-	-	群	0	0	0		k	ɐn	231	kɐn231				
							群					k	uɐn	231	kuɐn231				
-	-	-	-	-	-	-	怎	0	0	0									
-	-	-	-	-	-	-	嗨	0	2	0									
-	-	-	-	-	-	-	嗯	0	2	0									
-	-	-	-	-	-	-	嗡	0	1	0									
-	-	-	-	-	-	-	嗦	0	1	0		θ	ɔ	52	θɔ52				
-	-	-	-	-	-	-	嗶	0	2	0									
-	-	-	-	-	-	-	嗎	1	0	1	是嗎								
							嗎	1	0	1	嗎啡								
-	-	-	-	-	-	-	嗆	1	1	1	食急氣逆								
							嗆	1	1	1	嗆鼻	tʰ	ɛŋ	35	tʰɛŋ35				
-	-	-	-	-	-	-	嗅	0	1	0		tʃ	ɐu	35	tʃɐu35				
-	-	-	-	-	-	-	齣	0	0	0									
-	-	-	-	-	-	-	嗓	0	0	0		θ	ɔŋ	52	θɔŋ52				
-	-	-	-	-	-	-	獗	0	2	0									
-	-	-	-	-	-	-	峇	0	3	0									
-	-	-	-	-	-	-	鱷	0	1	0									
-	-	-	-	-	-	-	舺	0	3	0									
-	-	-	-	-	-	-	溯	0	1	0									
-	-	-	-	-	-	-	峪	0	2	0									
-	-	-	-	-	-	-	塭	0	3	0									
-	-	-	-	-	-	-	烤	0	0	0		kʰ	au	44	kʰau44				
-	-	-	-	-	-	-	烯	0	2	0									
-	-	-	-	-	-	-	烷	0	2	0									
-	-	-	-	-	-	-	烹	0	1	0		h	ɐŋ	52	hɐŋ52				
-	-	-	-	-	-	-	塌	0	0	0		tʰ	ap	34	tʰap34				
-	-	-	-	-	-	-	膛	0	0	0									
-	-	-	-	-	-	-	篛	0	3	0									
-	-	-	-	-	-	-	辣	0	0	0		l	at	212	lat212				
-	-	-	-	-	-	-	匆	0	0	0		tʰ	oŋ	52	tʰoŋ52				
-	-	-	-	-	-	-	睬	0	0	0		tʰ	ɔi	44	tʰɔi44				
-	-	-	-	-	-	-	銲	0	3	0									
-	-	-	-	-	-	-	睏	0	0	0		kʰ	ɐn	35	kʰɐn35				
							睏					kʰ	uɐn	35	kʰuɐn35				
-	-	-	-	-	-	-	謊	0	0	0		f	ɔŋ	52	fɔŋ52				
-	-	-	-	-	-	-	裡	0	0	0		l	y	24	ly24				
來	開	三	之	上	來	止	裏	0	0	0		l	y	24	ly24				
-	-	-	-	-	-	-	儘	1	0	1	儘管	θ	ɐn	24	θɐn24				
							儘	1	0	1	儘量	θ	ɐn	24	θɐn24				
-	-	-	-	-	-	-	岔	0	0	0		tʃʰ	a	35	tʃʰa35				
-	-	-	-	-	-	-	滾	0	0	0		k	ɐn	44	kɐn44				
							滾					k	uɐn	44	kuɐn44				
-	-	-	-	-	-	-	岩	0	0	0		ŋ	ai	231	ŋai231				
-	-	-	-	-	-	-	喲	0	1	0									
-	-	-	-	-	-	-	喳	0	1	0		tʃ	a	52	tʃa52				
							喳					tʃ	a	213	tʃa213				
-	-	-	-	-	-	-	喂	0	0	0		v	ɐi	231	vɐi231				
-	-	-	-	-	-	-	喇	1	0	1	喇嘛								
							喇	1	0	1	喇叭								
-	-	-	-	-	-	-	臟	0	0	0		θ	ɔŋ	213	θɔŋ213				
-	-	-	-	-	-	-	罈	0	0	0									
-	-	-	-	-	-	-	迤	1	2	1	斜行延伸								
							迤	1	2	1	逶迤								
-	-	-	-	-	-	-	蛋	0	0	0		t	an	213	tan213				
-	-	-	-	-	-	-	僱	0	1	0		k	u	35	ku35				
-	-	-	-	-	-	-	魂	0	0	0		v	ɐn	231	vɐn231				
-	-	-	-	-	-	-	魷	0	2	0		j	ɐu	231	jɐu231				
-	-	-	-	-	-	-	啦	0	0	0									
影	開	二	麻	去	影	假	亞	0	0	0			a	44	ʔa44				
-	-	-	-	-	-	-	啃	0	1	0		h	ɐŋ	52	hɐŋ52				
-	-	-	-	-	-	-	啟	0	0	0		kʰ	ɐi	44	kʰɐi44				
溪	開	四	齊	上	見	蟹	啓	0	0	0									
-	-	-	-	-	-	-	矽	0	2	0									
-	-	-	-	-	-	-	鈾	0	2	0									
-	-	-	-	-	-	-	孢	0	2	0									
-	-	-	-	-	-	-	蹧	0	3	0									
-	-	-	-	-	-	-	屜	0	1	0		tʰ	ɐi	35	tʰɐi35				
-	-	-	-	-	-	-	忑	0	2	0									
-	-	-	-	-	-	-	忐	0	2	0									
-	-	-	-	-	-	-	唷	0	2	0									
-	-	-	-	-	-	-	唔	0	2	0									
-	-	-	-	-	-	-	蝴	0	0	0			u	231	vu231				
-	-	-	-	-	-	-	鬍	0	0	0			u	231	vu231				
-	-	-	-	-	-	-	懂	0	0	0		t	oŋ	44	toŋ44				
-	-	-	-	-	-	-	鏽	0	0	0		θ	ɐu	35	θɐu35				
-	-	-	-	-	-	-	糰	0	0	0		t	un	231	tun231				
-	-	-	-	-	-	-	傢	0	0	0		k	a	35	ka35				
-	-	-	-	-	-	-	伙	0	0	0		f	ɔ	44	fɔ44				
-	-	-	-	-	-	-	櫥	0	1	0		tʃ	y	231	tʃy231				
-	-	-	-	-	-	-	湧	0	0	0		j	oŋ	44	joŋ44				
-	-	-	-	-	-	-	燙	0	0	0		tʰ	ɔŋ	35	tʰɔŋ35				
-	-	-	-	-	-	-	尷	0	2	0		k	am	35	kam35				
-	-	-	-	-	-	-	愣	0	2	0									
-	-	-	-	-	-	-	哼	1	1	1	哼歌	h	ɐŋ	52	hɐŋ52				
							哼	1	1	1	感歎詞	h	ɐŋ	52	hɐŋ52				
-	-	-	-	-	-	-	哪	1	0	1	哪裡	n	a	35	na35				
							哪	1	0	1	天哪								
							哪	1	0	1	哪吒								
-	-	-	-	-	-	-	哩	1	1	1	英哩								
							哩	1	1	1	哩嚕								
-	-	-	-	-	-	-	勾	1	0	1	勾劃	k	ɐu	52	kɐu52				
							勾					ŋ	ɐu	52	ŋɐu52				
							勾	1	0	1	勾當								
-	-	-	-	-	-	-	哞	0	2	0									
-	-	-	-	-	-	-	瞄	0	1	0		m	iu	231	miu231				
-	-	-	-	-	-	-	瞌	0	2	0									
-	-	-	-	-	-	-	瞧	0	0	0		t	ɛu	231	tɛu231				
-	-	-	-	-	-	-	靛	0	2	0		t	in	213	tin213				
-	-	-	-	-	-	-	嬤	0	3	0									
-	-	-	-	-	-	-	耍	0	0	0		ʃ	a	44	ʃa44				
-	-	-	-	-	-	-	稿	0	0	0		k	ou	44	kou44				
-	-	-	-	-	-	-	另	0	0	0		l	eŋ	213	leŋ213				
-	-	-	-	-	-	-	叭	0	1	0									
-	-	-	-	-	-	-	茉	0	1	0		m	ut	2	mut2				
-	-	-	-	-	-	-	叼	0	0	0		t	iu	52	tiu52				
-	-	-	-	-	-	-	覷	0	2	0									
-	-	-	-	-	-	-	茼	0	3	0		t	oŋ	231	toŋ231				
-	-	-	-	-	-	-	茲	1	2	1	在茲	t	i	52	ti52				
							茲	1	2	1	龜茲，國名								
-	-	-	-	-	-	-	螞	1	0	1	螞蟻	m	a	231	ma231				
							螞	1	0	1	螞蚱								
							螞	1	0	1	螞螂								
-	-	-	-	-	-	-	艙	0	0	0		tʰ	ɔŋ	52	tʰɔŋ52				
-	-	-	-	-	-	-	你	0	0	0		n	i	24	ni24				
-	-	-	-	-	-	-	佣	0	0	0									
-	-	-	-	-	-	-	樣	0	0	0		j	ɛŋ	213	jɛŋ213				
疑	合	三	支B	去	見	止	僞	0	0	0		ŋ	uɐi	213	ŋuɐi213				
-	-	-	-	-	-	-	票	0	0	0		pʰ	iu	35	pʰiu35				
-	-	-	-	-	-	-	祂	0	3	0									
-	-	-	-	-	-	-	颱	0	0	0									
-	-	-	-	-	-	-	嘿	1	1	1	嘿嘿								
							嘿	1	1	1	通「默」								
-	-	-	-	-	-	-	燜	0	2	0		m	ɐn	52	mɐn52				
-	-	-	-	-	-	-	褲	0	0	0		f	u	35	fu35				
-	-	-	-	-	-	-	癌	0	1	0		ŋ	am	231	ŋam231				
-	-	-	-	-	-	-	癒	0	0	0									
-	-	-	-	-	-	-	蠕	0	1	0									
-	-	-	-	-	-	-	蠔	0	3	0		h	ou	231	hou231				
-	-	-	-	-	-	-	嫦	0	2	0									
-	-	-	-	-	-	-	嫻	0	2	0									
-	-	-	-	-	-	-	倆	0	0	0		l	ɛŋ	24	lɛŋ24				
-	-	-	-	-	-	-	橛	1	2	0	木橛子	k	ɐt	2	kɐt2				白讀
							橛					k	uɐt	2	kuɐt2				文讀
-	-	-	-	-	-	-	橛	1	2	1	兩橛								
-	-	-	-	-	-	-	倘	0	0	0		tʰ	ɔŋ	44	tʰɔŋ44				
-	-	-	-	-	-	-	們	0	0	0		m	un	231	mun231				
-	-	-	-	-	-	-	濾	0	0	0		l	y	213	ly213				
-	-	-	-	-	-	-	厘	0	0	0									
-	-	-	-	-	-	-	咱	0	0	0									
-	-	-	-	-	-	-	咯	1	2	1	助詞								
							咯	1	2	1	咯咯笑								
							咯	1	2	1	咯血								
-	-	-	-	-	-	-	咩	0	2	0		m	ɛ	44	mɛ44				
-	-	-	-	-	-	-	咪	0	1	0									
-	-	-	-	-	-	-	咕	0	1	0		k	u	44	ku44				
-	-	-	-	-	-	-	咖	0	1	0									
-	-	-	-	-	-	-	咐	0	0	0		f	u	35	fu35				
-	-	-	-	-	-	-	咒	0	1	0		tʃ	ɐu	35	tʃɐu35				
-	-	-	-	-	-	-	咚	0	2	0									
-	-	-	-	-	-	-	喵	0	3	0									
-	-	-	-	-	-	-	緡	0	3	0									
-	-	-	-	-	-	-	癮	0	1	0		j	ɐn	24	jɐn24				
-	-	-	-	-	-	-	瘋	0	0	0		f	oŋ	52	foŋ52				
-	-	-	-	-	-	-	腮	0	1	0		θ	ɔi	52	θɔi52				
-	-	-	-	-	-	-	簽	0	0	0									
-	-	-	-	-	-	-	嚷	0	0	0		ŋ	ɛŋ	44	ŋɛŋ44				
-	-	-	-	-	-	-	媳	0	1	0		θ	ek	5	θek5				
-	-	-	-	-	-	-	賠	0	0	0		p	ui	231	pui231				
-	-	-	-	-	-	-	窗	0	0	0		tʃʰ	ɔŋ	52	tʃʰɔŋ52				
-	-	-	-	-	-	-	賬	0	1	0		tʃ	ɛŋ	35	tʃɛŋ35				
-	-	-	-	-	-	-	賺	0	0	0		tʃ	an	213	tʃan213				
-	-	-	-	-	-	-	做	0	0	0		t	u	35	tu35				
-	-	-	-	-	-	-	窩	0	0	0		v	ɔ	52	vɔ52				
-	-	-	-	-	-	-	俐	0	1	0									
-	-	-	-	-	-	-	玫	0	1	0		m	ui	231	mui231				
-	-	-	-	-	-	-	鍘	0	1	0		tʃ	ap	212	tʃap212				
-	-	-	-	-	-	-	綁	0	0	0		p	ɔŋ	44	pɔŋ44				
-	-	-	-	-	-	-	綑	0	0	0									
-	-	-	-	-	-	-	埕	0	2	0		tʃ	eŋ	52	tʃeŋ52				
-	-	-	-	-	-	-	埔	0	2	0									
-	-	-	-	-	-	-	殼	0	0	0		h	ɔk	34	hɔk34				
-	-	-	-	-	-	-	埡	0	2	0									
-	-	-	-	-	-	-	埠	1	1	1	商埠，外埠	f	ou	213	fou213				
-	-	-	-	-	-	-	埠	1	1	1	船埠，埠頭								
-	-	-	-	-	-	-	抬	0	0	0		t	ɔi	231	tɔi231				
-	-	-	-	-	-	-	礁	0	1	0									
-	-	-	-	-	-	-	啪	0	2	0									
-	-	-	-	-	-	-	呃	0	2	0			ɐt	5	ʔɐt5				
-	-	-	-	-	-	-	呆	0	0	0		ŋ	ɔi	231	ŋɔi231				
-	-	-	-	-	-	-	錨	0	1	0		m	au	231	mau231				
-	-	-	-	-	-	-	婷	0	2	0									
-	-	-	-	-	-	-	婿	0	1	0		θ	ɐi	35	θɐi35				
-	-	-	-	-	-	-	袱	0	1	0									
-	-	-	-	-	-	-	漩	0	1	0									
