地点：浙江丽水景宁鹤溪 字表来源：《处州方言历史比较》《吴语处州方言的地理比较》 说明：部分字音补充自语保													
汉字	IPA	声调	备注								声调	调类	调值
协	ʒiɛʔ	8											
法	fɑʔ	8											
凡	vɑ	2											
帆	vɑ	2											
範	vɑ	3	模～										
范	vɑ	3	姓										
犯	vɑ	3											
乏	vɑʔ	8											
品	pʰiaŋ	3											
林	liaŋ	2											
淋	liaŋ	2											
立	liɐɯʔ	8											
笠	liɐɯʔ	8											
粒	lɐɯʔ	7											
浸	tsaŋ	5											
侵	tsʰaŋ	1											
寝	tsʰaŋ	3											
㓎	tsʰaŋ	5	冷										
集	zɐɯʔ	8											
辑	tsʰɐɯʔ	7											
蕈	zaŋ	3											
心	saŋ	1											
寻	zaŋ	2	文										
习	zɐɯʔ	8											
袭	ʒiɐɯʔ	8											
砧	taŋ	1											
沉	dzaŋ	2											
簪	tsə	1											
森	saŋ	1											
参	saŋ	1	人～										
渗	saŋ	5											
针	tsaŋ	1											
枕	tsaŋ	3											
执	tsɐɯʔ	7											
汁	tsɐɯʔ	7											
深	tsʰaŋ	1											
沈	saŋ	3											
审	saŋ	3											
婶	saŋ	3											
湿	sɐɯʔ	7	文										
十	zɐɯʔ	8											
任	ɲiaŋ	6											
纴	ɲiaŋ	6											
入	ɲiɐɯʔ	8											
今	kæi	1	～日、～年										
今	tʃiaŋ	1	读字音										
金	tʃiaŋ	1											
禁	tʃiaŋ	5											
急	tʃiɐɯʔ	7											
级	tʃiɐɯʔ	7											
琴	dʒiaŋ	2											
妗	dʒiaŋ	6											
及	dʒiɐɯʔ	8											
吸	tʃiɐɯʔ	7	吮吸										
吸	ʃiɐɯʔ	7	读字音										
音	iaŋ	1											
阴	iaŋ	1											
荫	iaŋ	1											
丹	tɑ	1											
单	tɑ	1											
掸	tɑ	3											
旦	tɑ	5											
摊	tʰɑ	1											
坦	tʰɑ	3											
叹	tʰɑ	5											
炭	tʰɑ	5											
坛	dɑ	2											
弹	dɑ	2	动词										
诞	dɑ	3											
但	dɑ	6											
弹	dɑ	6	名词										
蛋	dɑ	6											
达	dɑʔ	8											
难	nɑ	2	形容词										
难	nɑ	6	名词										
捺	nɑʔ	8											
兰	lɑ	2											
拦	lɑ	2											
栏	lɑ	2											
懒	lɑ	3											
烂	lɑ	6											
辣	lɑʔ	8											
瘌	lɑʔ	8											
餐	tsʰɑ	1											
擦	tsʰɑʔ	7											
散	sɑ	3	鞋带～										
伞	sɑ	3											
散	sɑ	5	～会										
撒	tsɑʔ	7											
萨	sɑʔ	7											
肝	kuə	1											
竿	kuə	1											
干	kuə	1	天～										
乾	kuə	1	～净										
杆	kuə	3											
秆	kuaŋ	3											
赶	kuə	3											
幹	kuə	5	～部										
割	kuəʔ	7											
看	kʰɑ	1	～守所										
刊	kʰɑ	1											
渴	kʰuəʔ	7											
岸	uə	6											
汉	xuə	5											
寒	uə	2											
韩	uə	2											
旱	uə	3											
汗	uə	6											
焊	uə	6											
安	uə	1											
鞍	uə	1											
按	uə	5											
案	uə	5											
扮	pɑ	5											
八	pɑʔ	7											
盼	pʰɑ	5											
办	bɑ	6											
拔	bɑʔ	8											
抹	mɔuʔ	8											
盏	tsɑ	3											
扎	tsɑʔ	7											
铲	tsʰɑ	3											
察	tsʰɑʔ	7											
山	sɑ	1											
产	sɑ	3											
杀	sɑʔ	7											
艰	kɑ	1											
间	kɑ	1											
简	kɑ	3											
拣	kɑ	3											
柬	kɑ	3											
眼	ŋɛ	3	～睛										
眼	ŋɑ	3	～泪										
闲	ɑ	2											
限	ɑ	3											
苋	ʃiɛ	5											
班	pɑ	1											
扳	pɑ	1											
板	pɑ	3											
版	pɑ	3											
攀	pʰɑ	1											
爿	bɑ	2											
蛮	mɑ	2											
慢	mɑ	6											
删	sɑ	1											
铡	zɑʔ	8											
奸	kɑ	1											
颜	ŋɑ	2											
雁	ŋɑ	6											
瞎	xɑʔ	7											
辖	xɑʔ	8											
编	piɛ	1											
鞭	piɛ	1											
变	piɛ	5											
别	biɛʔ	8	区～										
鳖	piɛʔ	7											
篇	pʰiɛ	1											
偏	pʰiɛ	1											
骗	pʰiɛ	5											
便	biɛ	2	～宜										
辨	biɛ	3											
辩	biɛ	3											
便	biɛ	6	方～										
别	biɛʔ	8	离～										
棉	miɛ	2											
免	miɛ	3											
面	miɛ	6	脸										
灭	miɛʔ	8											
搣	miaʔ	8											
碾	ɲiɛ	3											
连	liɛ	2											
联	liɛ	2											
列	liɛʔ	8											
裂	liaʔ	8											
烈	liɛʔ	8											
煎	tʃiɛ	1											
剪	tʃiɛ	3											
箭	tʃiɛ	5											
溅	tʃiɛ	5											
迁	tʃʰiɛ	1											
浅	tʃʰiɛ	3											
践	ʒiɛ	3											
贱	ʒiɛ	6											
仙	ʃiɛ	1											
鲜	ʃiɛ	1											
线	ʃiɛ	5											
薛	ʃiaʔ	7											
展	tʃiɛ	3											
哲	tʃiɛʔ	7											
撤	tʃʰiɛʔ	7											
缠	ʒiɛ	2	缠绕										
缠	dʒiɛ	2	盘～										
战	tʃiɛ	5											
折	tʃiɛʔ	7	～扣										
浙	tʃiɛʔ	7											
舌	dʒiɛʔ	8											
搧	ʃiɛ	5											
扇	ʃiɛ	5											
设	ʃiɛʔ	7											
蝉	ʒiɛ	2											
善	ʒiɛ	3											
鳝	ʒiɛ	3											
折	ʒiɛʔ	8	～本										
然	ʒiɛ	2											
热	ɲiɛʔ	8											
乾	dʒiɛ	2	～隆										
件	dʒiɛ	6											
杰	dʒiɛʔ	8											
焉	iɛ	1											
延	iɛ	2											
筵	iɛ	2											
演	iɛ	3											
建	tʃiɛ	5											
键	dʒiɛ	3											
健	dʒiɛ	6											
揭	tʃʰiɛʔ	7											
言	ɲiɛ	2											
锨	ʃiɛ	1											
宪	ʃiɛ	5											
献	ʃiɛ	5											
歇	ʃiɛʔ	7											
堰	iɛ	5											
边	piɛ	1											
蝙	piɛ	3											
扁	piɛ	3											
匾	piɛ	3											
遍	piɛ	5											
憋	piɛʔ	7											
片	pʰiɛ	5											
撇	pʰiaʔ	7											
辫	biɛ	3											
麵	miɛ	6	～粉										
篾	miɛʔ	8											
颠	tiɛ	1											
典	tiɛ	3											
天	tʰiɛ	1											
铁	tʰiaʔ	7											
田	diɛ	2											
填	diɛ	2											
电	diɛ	6											
殿	diɛ	6											
垫	diɛ	6											
年	ɲiɛ	2											
捏	ɲiaʔ	8											
怜	liɛ	2											
莲	liɛ	2											
练	liɛ	6											
炼	liɛ	6											
荐	tʃiɛ	5											
节	tʃiaʔ	7											
千	tʃʰiɛ	1											
切	tʃʰiaʔ	7											
前	ʒiɛ	2											
截	ʒiaʔ	8											
先	ʃiɛ	1											
筅	ʃiɛ	3											
肩	tʃiɛ	1											
坚	tʃiɛ	1											
茧	tʃiɛ	3											
笕	tʃiɛ	3											
见	tʃiɛ	5											
结	tʃiɛʔ	7											
洁	tʃiɛʔ	7											
䥛	tʃiɛ	3	稻～：镰刀										
牵	tʃʰiɛ	1											
研	ɲiɛ	2											
啮	ŋəʔ	8	咬										
显	ʃiɛ	3											
贤	iɛ	2											
弦	iɛ	2											
现	iɛ	6											
烟	iɛ	1											
燕	iɛ	5											
宴	iɛ	5											
搬	pə	1											
般	pə	1											
半	pə	5											
钵	pəʔ	7											
拨	pəʔ	7											
潘	pʰə	1											
拼	pʰiŋ	1											
判	pʰə	5											
泼	pʰəʔ	7											
盘	bə	2											
伴	bə	3											
拌	bə	3											
叛	bə	6											
瞒	mə	2											
馒	mə	2											
满	mə	3											
末	məʔ	8											
沫	məʔ	8											
端	tə	1											
短	tə	3											
断	tə	5	判～										
锻	də	6											
掇	təʔ	7	端、拿										
脱	tʰɐɯʔ	7	脱（衣服）										
团	də	2											
断	daŋ	3	～了										
断	də	3	～了										
段	daŋ	6	一～木										
段	də	6	阶～										
夺	dɐɯʔ	8											
暖	naŋ	3											
卵	laŋ	3	蛋，禽蛋										
乱	lə	6											
钻	tsə	1	动词										
钻	tsə	5	名词										
撮	tsʰɐɯʔ	7											
酸	sə	1											
算	sə	5											
蒜	sə	5											
官	kuɑ	1											
棺	kuɑ	1											
观	kuɑ	1	～音										
管	kuɑ	3											
馆	kuɑ	3											
贯	kuɑ	5											
冠	kuɑ	5											
观	kuɑ	1	道～										
灌	kuɑ	5											
罐	kuɑ	5											
括	kuaʔ	7											
宽	kʰuɑ	1											
款	kʰuɑ	3											
阔	kʰuɑʔ	7											
欢	xuɑ	1											
完	yə	2											
丸	yə	2											
换	uɑ	6											
活	uɑʔ	8											
豌	uɑ	3											
碗	uɑ	3											
腕	uɑ	3											
幻	uɑ	6											
滑	uɑʔ	8											
猾	uɑʔ	8											
挖	uaʔ	7											
刷	səʔ	7											
关	kaŋ	1	～门										
关	kuɑ	1	～系										
惯	kuɑ	5											
刮	kuaʔ	7											
还	uɑ	2	归～										
环	uɑ	2											
弯	uɑ	1											
湾	uɑ	1											
恋	liɛ	6											
劣	liɛʔ	8											
全	ʒyə	2											
泉	ʒyə	2											
绝	ʒyəʔ	8											
宣	ʃyə	1											
选	ʃyə	3											
雪	ʃyəʔ	7											
旋	ʒyə	6											
转	tʃyə	3											
传	dʒyə	2	动词										
椽	dʒyə	2											
传	dʒyə	6	名词										
专	tʃyə	1											
砖	tʃyə	1											
川	tʃʰyə	1											
穿	tʃʰyə	1											
喘	tʃʰyə	3											
串	tʃʰiaŋ	5	一～										
串	tʃʰyə	5	～联										
船	ʒyə	2											
说	ʃyəʔ	7	小～										
软	ɲyə	3											
捲	tʃyə	3	～起										
眷	tʃyə	5											
卷	tʃyə	5	考～										
圈	tʃʰyə	1											
权	dʒyə	2											
拳	dʒyə	2											
员	yə	2											
院	yə	6											
缘	yə	2											
沿	iɛ	2											
铅	iɛ	2	～笔										
铅	kʰɑ	1											
捐	tʃyə	1											
阅	yaʔ	8											
反	pɑ	3	翻动、用手翻找										
反	fɑ	3	～对										
贩	fɑ	5											
髪	fɑʔ	7	头～										
發	fɑʔ	7	～明										
翻	fɑ	1											
番	fɑ	1											
烦	vɑ	2											
繁	vɑ	2											
饭	vɑ	6											
伐	vɑʔ	8											
筏	vɑʔ	8											
罚	vɑʔ	8											
晚	mɑ	3											
万	mɑ	6											
袜	mɑʔ	8											
劝	tʃʰyə	5											
元	ɲyə	2											
原	ɲyə	2											
源	ɲyə	2											
阮	ɲyə	3											
愿	ɲyə	6											
月	ɲyəʔ	8											
冤	yə	1											
怨	yə	5											
袁	yə	2											
园	yə	2											
援	yə	2											
远	yə	3											
越	yaʔ	8											
粤	ɲyəʔ	8											
决	tʃyəʔ	7											
诀	tʃyəʔ	7											
犬	tʃʰyə	3	文										
缺	tʃʰyəʔ	7											
血	ʃyəʔ	7											
玄	yə	2											
县	yə	6											
穴	yaʔ	8											
渊	yə	1											
吞	tʰə	1											
根	kə	1											
跟	kə	1											
很	xaŋ	3											
狠	xaŋ	3											
恨	ə	6											
恩	ə	1											
彬	piaŋ	1											
宾	piŋ	1											
笔	piɐɯʔ	7											
毕	piɐɯʔ	7											
必	piɐɯʔ	7											
匹	pʰiʔ	7											
䏘	pʰiɐɯʔ	7	屄										
贫	biaŋ	2											
民	miŋ	2											
密	miʔ	8											
蜜	miɐɯʔ	8											
邻	liaŋ	2											
鳞	liŋ	2											
栗	liɐɯʔ	8											
津	tʃiaŋ	1											
进	tsaŋ	5											
晋	tsaŋ	5											
亲	tsʰaŋ	1	招～										
亲	tsʰaŋ	1	～家										
七	tsʰɐɯʔ	7											
漆	tsʰɐɯʔ	7											
秦	zaŋ	2											
尽	zaŋ	3											
疾	zɐɯʔ	8											
辛	saŋ	1											
新	saŋ	1											
薪	saŋ	1											
信	saŋ	5											
讯	saŋ	5											
悉	sɿʔ	7											
膝	tsʰɐɯʔ	7											
珍	tsaŋ	1											
镇	tsaŋ	5											
陈	dzaŋ	6	姓										
尘	dzaŋ	2											
阵	dzaŋ	6											
侄	dzɐɯʔ	8											
臻	tsaŋ	1											
衬	tsʰaŋ	5											
虱	sɐɯʔ	7											
真	tsaŋ	1											
诊	tsaŋ	3											
疹	tsaŋ	3											
振	tsaŋ	5											
震	tsaŋ	5											
质	tsɐɯʔ	7											
实	zɐɯʔ	8											
神	zaŋ	2											
身	saŋ	1											
申	saŋ	1											
伸	saŋ	1											
失	sɐɯʔ	7											
室	sɐɯʔ	7											
辰	zaŋ	2											
臣	zaŋ	2											
肾	zaŋ	3											
人	naŋ	2	人										
人	ɲiaŋ	2	丈～										
仁	ɲiaŋ	2											
忍	ɲiaŋ	3											
认	ɲiŋ	6											
日	nɛʔ	8											
巾	tʃiaŋ	1											
紧	tʃiaŋ	3											
吉	tʃiɐɯʔ	7											
羯	tʃiɛʔ	7	阉										
银	ɲiaŋ	2											
因	iaŋ	1											
姻	iaŋ	1											
印	iaŋ	5											
乙	iɐɯʔ	7											
一	iɐɯʔ	7	单念										
一	iʔ	7	词语中										
引	iŋ	3											
斤	tʃiaŋ	1											
筋	tʃiaŋ	1											
乞	kʰa	5	给、被										
勤	dʒiaŋ	2											
芹	dʒiaŋ	2											
近	dʒiaŋ	3											
䘆	xə	3	黄～：蚯蚓										
奔	pə	1											
本	pə	3											
喷	pʰaŋ	1	～水										
喷	pʰaŋ	5	～香										
盆	bə	2											
笨	baŋ	6											
勃	bəʔ	8											
门	maŋ	2											
闷	maŋ	6											
没	məʔ	8	文										
敦	tə	1											
墩	tə	1											
顿	tə	5											
褪	tʰaŋ	5	脱（帽子）、摘（手表）										
饨	daŋ	2	文										
臀	də	2											
盾	də	6											
钝	də	6											
突	dəʔ	8											
嫩	nə	6											
论	lə	6											
尊	tsə	1											
卒	tsɐɯʔ	7											
村	tsʰə	1											
忖	tsʰə	3	想										
寸	tsʰə	5											
存	zə	2											
孙	zə	1											
损	zə	3											
滚	kuaŋ	3											
骨	kuəʔ	7											
坤	kʰuə	1											
捆	kʰuaŋ	3											
困	kʰuaŋ	5											
睏	kʰuə	5											
窟	kʰuʔ	7											
𦜇	kʰuʔ	7	～臀：屁股										
昏	xuaŋ	1											
婚	xuə	1											
魂	uə	2											
馄	uaŋ	2	文										
混	uaŋ	6											
浑	uaŋ	2											
温	uə	1											
瘟	uə	1											
稳	uə	3											
轮	liaŋ	2											
率	liɐɯʔ	8	效～										
律	liɐɯʔ	8											
遵	tsə	1											
笋	ʃiaŋ	3											
迅	saŋ	5											
旬	ʒiaŋ	2											
巡	ʒiaŋ	2											
率	sæi	5	～领										
蟀	ʃiɐɯʔ	7	～～：蟋蟀										
肫	tʃiaŋ	1											
准	tʃiaŋ	3											
春	tʃʰiaŋ	1											
出	tʃʰyəʔ	7											
唇	ʒiaŋ	2											
顺	ʒiaŋ	6											
术	ʒiɐɯʔ	8											
纯	ʒiaŋ	2											
闰	iaŋ	6											
均	tʃiaŋ	1											
橘	tʃiɐɯʔ	7											
菌	tʃiaŋ	1											
匀	iaŋ	2											
允	iaŋ	3											
尹	iŋ	3											
分	faŋ	1											
粉	faŋ	3											
粪	pə	5	猪～										
粪	faŋ	5	读字音										
奋	faŋ	5											
弗	fuʔ	7											
芬	faŋ	1											
坟	vaŋ	2											
份	vaŋ	6											
佛	vɐɯʔ	8											
文	maŋ	2											
纹	maŋ	2											
蚊	maŋ	2											
闻	maŋ	2											
问	maŋ	6											
物	mɐɯʔ	8											
君	tʃiaŋ	1											
军	tʃiaŋ	1											
屈	kʰuɐɯʔ	7	身体、胳膊弯屈										
屈	tʃʰyəʔ	7	～服										
群	dʒiaŋ	2											
裙	dʒiaŋ	2											
掘	dʒiɐɯʔ	8											
熏	ʃiaŋ	1											
荤	xuə	1											
训	ʃiaŋ	5											
云	iaŋ	2											
韵	iaŋ	6											
运	iaŋ	6											
晕	iaŋ	6											
帮	pɔ̃	1											
榜	pɔ̃	3											
博	pɔuʔ	7											
旁	bɔ̃	2											
薄	bɔuʔ	8											
忙	mɔ̃	2											
芒	mɔ̃	2											
茫	mɔ̃	2											
莫	mɔuʔ	8											
膜	mɔuʔ	7											
幕	m	6											
摸	mɔuʔ	7											
当	tɔ̃	1	～官										
党	tɔ̃	3											
挡	tɔ̃	3											
当	tɔ̃	5	～铺										
汤	tʰɔ̃	1											
躺	tʰɔ̃	3											
烫	tʰɔ̃	5											
托	tʰɔuʔ	7											
堂	dɔ̃	2											
唐	dɔ̃	2											
糖	dɔ̃	2											
塘	dɔ̃	2											
螳	dɔ̃	2											
狼	lɔ̃	2											
廊	lɔ̃	2											
郎	lɔ̃	2											
螂	lɔ̃	2											
莨	lɔ̃	2											
浪	lɔ̃	6											
落	lɔuʔ	8											
洛	lɔuʔ	8											
络	lɔuʔ	8											
乐	lɔuʔ	8	快～										
葬	tsɔ̃	5											
作	tsɔuʔ	7											
仓	tsʰɔ̃	1											
苍	tsʰɔ̃	1											
藏	zɔ̃	2	躲～										
藏	zɔ̃	6	西～										
凿	zɔuʔ	8											
𧮙	zɔuʔ	8	骂										
昨	zɔuʔ	8											
桑	sɔ̃	1											
磉	sɔ̃	3											
索	sɔuʔ	7											
冈	kɔ̃	1											
刚	kɔ̃	1											
钢	kɔ̃	1											
缸	kɔ̃	1											
杠	kɔ̃	5											
各	kɔuʔ	7											
阁	kɔuʔ	7											
康	kʰɔ̃	1											
糠	kʰɔ̃	1											
抗	kʰɔ̃	5											
囥	kʰɔ̃	5	放、藏										
杭	ɔ̃	2											
航	ɔ̃	2											
行	ɔ̃	2	银～										
鹤	ŋɔuʔ	8											
恶	ɔuʔ	7											
娘	ɲiɛ	2	母亲（背称）、新～										
娘	ɲiɛ	5	姑妈										
酿	naŋ	6											
良	liɛ	2											
凉	liɛ	2											
量	liɛ	2	动词										
梁	liɛ	2											
粱	liɛ	2											
两	lɛ	3	数词										
两	liɛ	3	量词										
亮	liɛ	6											
辆	liɛ	6											
量	liɛ	6	名词										
谅	liɛ	6											
略	liɐɯʔ	8											
掠	liɐɯʔ	8											
将	tʃiɛ	1	～来										
浆	tʃiɛ	1											
蒋	tʃiɛ	3											
奖	tʃiɛ	3											
酱	tʃiɛ	5											
将	tʃiɛ	5	大～										
雀	tʃʰiaʔ	7											
枪	tʃʰiɛ	1											
抢	tʃʰiɛ	3											
鹊	ʃiaʔ	7											
墙	ʒiɛ	2											
匠	ʒiɛ	6											
嚼	ʒiaʔ	8											
相	ʃiɛ	1	互～										
厢	ʃiɛ	1											
湘	ʃiɛ	1											
镶	ʃiɛ	1											
箱	ʃiɛ	1											
想	ʃiɛ	3											
鲞	ʃiɛ	3											
相	ʃiɛ	5	看、照～										
削	tʃʰyəʔ	7											
详	ʒiɛ	2											
祥	ʒiɛ	2											
像	dʒiɛ	3											
象	ʒiɛ	3											
橡	ʒiɛ	3											
张	tiɛ	1											
涨	tiɛ	5											
帐	tiɛ	5											
账	tiɛ	5											
胀	tiɛ	5											
着	tɛʔ	7	穿										
长	daŋ	2	～短										
长	dʒiɛ	2	～征										
肠	dʒiɛ	2											
场	dʒiɛ	2											
丈	dʒiɛ	3											
杖	dʒiɛ	5											
仗	dʒiɛ	3											
仗	tʃiɛ	5											
着	dʒiaʔ	8	碰～										
庄	tsɔ̃	1											
装	tsɔ̃	1											
壮	tʃiɔ̃	5											
疮	tʃʰiɔ̃	1											
闯	tʃʰiɔ̃	3											
创	tsʰɔ̃	5											
床	ʒiɔ̃	2											
状	ʒiɔ̃	6											
霜	ʃiɔ̃	1											
爽	sɔ̃	3											
章	tʃiɛ	1											
樟	tʃiɛ	1											
掌	tʃiɛ	3											
障	tʃiɛ	5											
昌	tʃʰiɛ	1											
菖	tʃʰiɛ	1											
厂	tʃʰiɛ	3											
唱	tʃʰiɛ	5											
商	ʃiɛ	1											
伤	ʃiɛ	1											
常	ʒiɛ	2											
尝	ʒiɛ	2											
裳	ʒiɛ	2											
上	dʒiɛ	3	动词										
上	dʒiɛ	6	方位名词										
上	ʒiɛ	6	～海										
勺	ʒiaʔ	8											
让	ɲiɛ	6											
疆	tʃiɛ	1											
薑	tʃiɛ	1	生～										
姜	tʃiɛ	1	姓										
脚	tʃiaʔ	7											
强	dʒiɛ	2											
仰	ɲiɛ	3											
虐	ɲiaʔ	8											
香	ʃiɛ	1											
乡	ʃiɛ	1											
享	ʃiɛ	3											
响	ʃiɛ	3											
向	ʃiɛ	5											
央	iɛ	1											
秧	iɛ	1											
约	iaʔ	7											
羊	iɛ	2											
洋	iɛ	2											
烊	iɛ	2											
杨	iɛ	2											
阳	iɛ	2											
扬	iɛ	2											
养	iɔ̃	3											
痒	iɛ	3											
样	iɛ	6											
药	iaʔ	8											
光	kɔ̃	1											
广	kɔ̃	3											
郭	kɔuʔ	7											
扩	kʰɔuʔ	7											
荒	xɔ̃	1											
慌	xɔ̃	1											
谎	xɔ̃	3											
霍	xɔuʔ	7											
黄	ɔ̃	2											
簧	ɔ̃	2											
蝗	ɔ̃	2											
皇	ɔ̃	2											
镬	ɔuʔ	8	锅										
方	fɔ̃	1											
放	fɔ̃	5											
芳	fɔ̃	1											
纺	fɔ̃	3											
访	fɔ̃	3											
房	vɔ̃	2											
防	vɔ̃	2											
缚	bɔuʔ	8											
亡	mɔ̃	2											
忘	mɔ̃	2	文										
网	mɔ̃	3											
望	mɔ̃	6	～上走：往上走										
筐	kʰɔ̃	1											
况	ʃiɔ̃	5											
枉	iɔ̃	3											
王	iɔ̃	2											
往	iɔ̃	3											
旺	ɔ̃	6											
邦	pɔ̃	1											
剥	pɔuʔ	7											
胖	pʰɔ̃	5											
朴	pʰɔuʔ	7											
棒	bɔ̃	3											
雹	buʔ	8											
桩	tiɔ̃	1											
桌	tiɔuʔ	7											
啄	tɔuʔ	7											
戳	tʃʰiɔuʔ	7											
撞	dʒiɔ̃	6											
捉	tʃiɔuʔ	7											
窗	tʃʰiɔ̃	1											
龊	tʃʰiɔuʔ	7											
镯	dʒiɔuʔ	8											
双	ʃiɔ̃	1											
江	kɔ̃	1											
扛	kɔ̃	1											
豇	kɔ̃	1											
讲	kɔ̃	3											
港	kɔ̃	3											
降	kɔ̃	5	下～										
角	kɔuʔ	7											
饺	tʃiɑɔ	3											
腔	tʃʰiɛ	1											
确	kʰɔuʔ	7											
壳	kʰɔuʔ	7											
岳	ŋɔuʔ	8											
乐	lɔuʔ	8	音～										
降	ɔ̃	2	投～										
项	ɔ̃	3											
学	ɔuʔ	8											
握	uʔ	7											
龌	ɔuʔ	7											
崩	paŋ	1											
北	pɛʔ	7											
朋	baŋ	2											
墨	mɛʔ	8											
默	mɛʔ	8											
登	taŋ	1											
灯	taŋ	1											
等	taŋ	3											
凳	taŋ	5											
得	tɛʔ	7	动词										
得	tiʔ	0	吃～										
得	liʔ	0	吃～落：吃得下										
德	tɛʔ	7											
忒	tʰɛʔ	7											
藤	daŋ	2											
腾	daŋ	2											
邓	daŋ	6											
特	dɛʔ	8											
能	naŋ	2											
薐	liaŋ	2	菠～菜：菠菜										
肋	liɛʔ	8											
勒	lɐɯʔ	8											
曾	tsaŋ	1	姓										
增	tsaŋ	1											
则	tsɛʔ	7											
曾	zaŋ	2	～经										
层	zaŋ	2											
贼	zɛʔ	8											
僧	saŋ	1											
塞	tsʰɐɯʔ	7	～子										
塞	sɐɯʔ	7	～牢：塞住										
肯	kʰaŋ	3											
刻	kʰɛʔ	7											
克	kʰɛʔ	7											
黑	xɛʔ	7											
恒	uaŋ	2											
冰	piŋ	1											
逼	piʔ	7											
凭	biŋ	2											
匿	ɲiaʔ	8											
菱	liŋ	2											
陵	liŋ	2											
力	liʔ	8											
即	tsɿʔ	7											
鲫	tʃiʔ	7											
息	sɿʔ	7											
熄	sɿʔ	7											
媳	sɿʔ	7											
徵	tʃiŋ	1	～求										
澄	tiŋ	5											
直	dzɿʔ	8											
值	dzɿʔ	8											
侧	tsɛʔ	7											
测	tsʰɐɯʔ	7											
色	sɛʔ	7											
蒸	tʃiŋ	1											
证	tʃiŋ	5											
织	tsɿʔ	7											
职	tsɿʔ	7											
称	tʃʰiŋ	1											
秤	tʃʰiŋ	5											
乘	ʒiŋ	2											
绳	dʒiŋ	2											
塍	dʒiŋ	2	文										
剩	ʒiŋ	6											
食	zɿʔ	8											
蚀	zɿʔ	8											
升	ʃiŋ	1											
胜	ʃiŋ	5											
识	sɿʔ	7											
式	sɿʔ	7											
植	dzɿʔ	8											
极	dzɿʔ	8											
兴	ʃiŋ	1	～旺										
兴	ʃiŋ	5	高～										
应	iŋ	1	姓										
鹰	iŋ	1											
应	iŋ	5	答～										
忆	i	5											
亿	i	5											
蝇	iŋ	2											
孕	iaŋ	6											
翼	iʔ	8											
国	kuəʔ	7											
或	uəʔ	8											
域	yəʔ	8											
百	paʔ	7											
柏	paʔ	7											
伯	paʔ	7											
迫	paʔ	7											
拍	pʰaʔ	7											
𤖼	pʰaʔ	7	撕										
彭	bɛ	2											
白	baʔ	8											
盲	mɛ	2											
猛	mɛ	3											
蜢	mɛ	3											
陌	maʔ	8											
打	nɛ	3											
冷	lɛ	3	文										
撑	tsʰɛ	1											
坼	tsʰaʔ	7	木板或墙体开裂										
泽	dzaʔ	8											
择	dzaʔ	8											
宅	dzaʔ	8											
蚱	tʃiɛʔ	7											
生	sɛ	1											
牲	sɛ	1											
甥	sɛ	1											
省	sɛ	3	～长、节～										
更	kɛ	1	打～										
羹	kɛ	1											
梗	kuɛ	3											
更	kɛ	5											
格	kaʔ	7											
坑	kʰɛ	1											
客	kʰaʔ	7											
硬	ŋɛ	6											
额	ŋaʔ	8											
吓	xaʔ	7											
行	ɛ	2	～为										
杏	ŋa	3											
行	ɛ	2	品～										
棚	bɛ	2											
麦	maʔ	8											
脉	maʔ	8											
摘	tsaʔ	7											
橙	dʒiŋ	2											
争	tsɛ	1											
筝	tsɛ	1											
睁	tsɛ	1											
责	tsaʔ	7											
策	tsʰaʔ	7											
册	tsʰaʔ	7											
耕	kɛ	1											
革	kaʔ	7											
隔	kaʔ	7											
核	ŋəʔ	8	果～、～桃										
核	aʔ	8	审～										
樱	iŋ	1											
轭	ŋaʔ	7											
兵	piŋ	1											
丙	piŋ	3											
柄	pɛ	5											
碧	piʔ	7											
平	biŋ	2											
坪	biŋ	2											
评	biŋ	2											
病	biŋ	6											
鸣	miŋ	2											
明	mæi	2	～朝：明天、～年										
明	miŋ	2	清～										
命	miŋ	6											
京	tʃiŋ	1											
惊	tʃiŋ	1											
境	tʃiŋ	5											
景	tʃiŋ	3											
警	tʃiŋ	3											
敬	tʃiŋ	5											
镜	tʃiŋ	5											
庆	tʃʰiŋ	5											
剧	dzɿʔ	8											
迎	ɲiaŋ	2											
逆	ɲiʔ	8											
英	iŋ	1											
影	aŋ	3											
映	iŋ	5											
饼	piŋ	3											
并	piŋ	5	合～										
聘	pʰiŋ	5											
僻	pʰiʔ	7											
名	miŋ	2											
令	liŋ	6											
领	liŋ	3											
岭	liŋ	3											
精	tʃiŋ	1											
晶	tʃiŋ	1											
睛	tʃiŋ	1											
井	tʃiŋ	3											
积	tsɿʔ	7											
脊	tsɿʔ	7											
清	tʃʰiŋ	1											
请	tʃʰiŋ	3											
情	ʒiŋ	2											
晴	ʒiŋ	2											
静	ʒiŋ	3											
净	ʒiŋ	6											
籍	zɐɯʔ	8											
性	ʃiŋ	5											
姓	ʃiŋ	5											
惜	sɿʔ	7											
席	zɿʔ	8											
夕	zɿʔ	8											
程	dʒiŋ	2	姓										
郑	dʒiŋ	6											
正	tʃiŋ	1	～月										
征	tʃiŋ	1	长～										
整	tʃiŋ	3											
正	tʃiŋ	5	～副										
政	tʃiŋ	5											
隻	tsɐɯʔ	7	一～										
赤	tʃʰiʔ	7											
尺	tsʰɿʔ	7											
声	ʃiŋ	1											
适	sɿʔ	7											
释	sɿʔ	7											
城	ʒiŋ	2											
成	ʒiŋ	2											
诚	ʒiŋ	2											
