id	ini	fn	pt	middeng	middiao	midini	midkaihe	midshe	midyun	单字	IPA	注释
938	tʃ	ɐi	13	一	平	影	開		歌	似	tʃɐi13	相似
939	tʃ	ɐi	22	一	平	影	開		歌	祀	tʃɐi22	祭祀
940	tʃ	ɐi	22	一	平	影	開		歌	巳	tʃɐi22	地支第六
941	tʃ	ɐi	342	一	平	影	開		歌	寺	tʃɐi342	寺庙
942	tʃ	ɐi	342	一	平	影	開		歌	嗣	tʃɐi342	后嗣
943	tʃ	ɐi	342	一	平	影	開		歌	飼	tʃɐi342	饲养
944	tʃ	ɐi	33	一	平	影	開		歌	置	tʃɐi33	布置
945	tʃʰ	i	52	一	平	影	開		歌	癡	tʃʰi52	痴呆
946	tʃʰ	i	55	一	平	影	開		歌	耻	tʃʰi55	耻辱
947	tʃ	i	342	一	平	影	開		歌	持	tʃi342	坚持
948	tʃ	i	342	一	平	影	開		歌	痔	tʃi342	痔疮
949	tʃ	i	22	一	平	影	開		歌	治	tʃi22	治安
950	tʃʰ	i	33	一	平	影	開		歌	厠	tʃʰi33	厕所
951	ʃ	i	22	一	平	影	開		歌	士	ʃi22	士兵
952	ʃ	i	22	一	平	影	開		歌	仕	ʃi22	仕途
953	ʃ	i	13	一	平	影	開		歌	柿	ʃi13	柿子
954	ʃ	i	22	一	平	影	開		歌	事	ʃi22	事情
955	ʃ	i	55	一	平	影	開		歌	使	ʃi55	大使馆
956	ʃ	ai	55	一	平	影	開		歌	使	ʃai55	使用
957	ʃ	i	55	一	平	影	開		歌	史	ʃi55	历史
958	ʃ	i	55	一	平	影	開		歌	駛	ʃi55	驾驶
958	ʃ	ai	55	一	平	影	開		歌	駛	ʃai55	驾驶
959	tʃ	i	52	一	平	影	開		歌	之	tʃi52	之前
960	tʃ	i	52	一	平	影	開		歌	芝	tʃi52	灵芝
961	tʃ	i	55	一	平	影	開		歌	止	tʃi55	停止
962	tʃ	i	55	一	平	影	開		歌	趾	tʃi55	脚趾
963	tʃ	i	55	一	平	影	開		歌	址	tʃi55	地址
964	tʃ	i	33	一	平	影	開		歌	志	tʃi33	志气
965	tʃ	i	33	一	平	影	開		歌	誌	tʃi33	标志
966	tʃ	i	33	一	平	影	開		歌	痣	tʃi33	与胎记不同
967	tʃʰ	i	55	一	平	影	開		歌	齒	tʃʰi55	牙齿
968	ʃ	i	52	一	平	影	開		歌	詩	ʃi52	诗人
969	tʃʰ	i	55	一	平	影	開		歌	始	tʃʰi55	开始
970	ʃ	i	33	一	平	影	開		歌	試	ʃi33	考试
971	ʃ	i	342	一	平	影	開		歌	時	ʃi342	时间
972	ʃ	i	13	一	平	影	開		歌	市	ʃi13	市场
973	tʃ	i	342	一	平	影	開		歌	恃	tʃi342	有恃无恐，自恃
974	tʃ	i	22	一	平	影	開		歌	侍	tʃi22	服侍
975		i	13	一	平	影	開		歌	而	i13	而且
976		i	13	一	平	影	開		歌	耳	i13	耳朵
977		i	13	一	平	影	開		歌	餌	i13	钓饵
978	k	ɐi	52	一	平	影	開		歌	基	kɐi52	基本
979	k	ɐi	52	一	平	影	開		歌	箕	kɐi52	粪箕
980	k	ɐi	55	一	平	影	開		歌	己	kɐi55	自己
981	k	ɐi	33	一	平	影	開		歌	紀	kɐi33	纪律
982	k	ɐi	33	一	平	影	開		歌	紀	kɐi33	纪念
983	k	ɐi	33	一	平	影	開		歌	記	kɐi33	记号
984	h	i	52	一	平	影	開		歌	欺	hi52	欺负
985	h	ɐi	55	一	平	影	開		歌	起	hɐi55	起床
986	k	ɐi	55	一	平	影	開		歌	杞	kɐi55	枸杞
987	k	ɐi	342	一	平	影	開		歌	其	kɐi342	其他
988	k	ɐi	342	一	平	影	開		歌	棋	kɐi342	下棋
989	k	ɐi	342	一	平	影	開		歌	期	kɐi342	日期
990	k	ɐi	342	一	平	影	開		歌	旗	kɐi342	红旗
991	k	ɐi	22	一	平	影	開		歌	忌	kɐi22	禁忌
992		i	342	一	平	影	開		歌	疑	i342	怀疑
993		i	342	一	平	影	開		歌	擬	i342	拟人
994	h	i	52	一	平	影	開		歌	嬉	hi52	嬉戏
995	h	i	52	一	平	影	開		歌	熙	hi52	康熙
996	h	ɐi	55	一	平	影	開		歌	喜	hɐi55	喜欢
997		ɐi	52	一	平	影	開		歌	醫	ɐi52	医生
998		ɐi	33	一	平	影	開		歌	意	ɐi33	大意
1000		i	13	一	平	影	開		歌	已	i13	已经
1001		i	13	一	平	影	開		歌	以	i13	可以
1002		i	342	一	平	影	開		歌	異	i342	异同
1003	k	ɐi	52	一	平	影	開		歌	幾	kɐi52	几乎
1004	k	ɐi	52	一	平	影	開		歌	機	kɐi52	机器
1005	k	ɐi	52	一	平	影	開		歌	譏	kɐi52	讥笑
1006	k	ɐi	52	一	平	影	開		歌	饑	kɐi52	饥荒
1007	k	ɐi	55	一	平	影	開		歌	幾	kɐi55	几个
1008	k	ɐi	33	一	平	影	開		歌	既	kɐi33	既然
1009	h	ɐi	55	一	平	影	開		歌	豈	hɐi55	岂有此理
1010	h	i	33	一	平	影	開		歌	氣	hi33	空气
1011	h	i	33	一	平	影	開		歌	汽	hi33	汽车
1012	k	ɐi	342	一	平	影	開		歌	祈	kɐi342	祈祷
1013	ŋ	ai	22	一	平	影	開		歌	毅	ŋai22	毅力
1014	h	i	52	一	平	影	開		歌	希	hi52	希望
1015	h	i	52	一	平	影	開		歌	稀	hi52	稀有
1016		ɐi	52	一	平	影	開		歌	衣	ɐi52	衣服
1017		i	52	一	平	影	開		歌	依	i52	依靠
1018	l	oi	22	一	平	影	開		歌	累	loi22	累积
1019	l	oi	22	一	平	影	開		歌	累	loi22	连累
1020	tʃ	oi	55	一	平	影	開		歌	嘴	tʃoi55	嘴巴
1021	ʃ	oi	22	一	平	影	開		歌	髓	ʃoi22	骨髓
1022	ʃ	oi	22	一	平	影	開		歌	隨	ʃoi22	随便
1023	tʃʰ	oi	52	一	平	影	開		歌	吹	tʃʰoi52	吹牛
1024	tʃʰ	oi	52	一	平	影	開		歌	炊	tʃʰoi52	炊烟
1025	ʃ	oi	22	一	平	影	開		歌	垂	ʃoi22	下垂
1026	ʃ	oi	22	一	平	影	開		歌	睡	ʃoi22	午睡
1027	ʃ	oi	22	一	平	影	開		歌	瑞	ʃoi22	瑞雪
1028		ioi	55	一	平	影	開		歌	蕊	ioi55	花蕊
1029	kʰ	uɐi	52	一	平	影	開		歌	規	kʰuɐi52	规矩
1030	k	uɐi	55	一	平	影	開		歌	詭	kuɐi55	诡计
1031	kʰ	uɐi	52	一	平	影	開		歌	虧	kʰuɐi52	吃亏
1032	kʰ	uɐi	52	一	平	影	開		歌	窺	kʰuɐi52	偷窥
1033	k	uɐi	22	一	平	影	開		歌	跪	kuɐi22	下跪
1034	ŋ	ɐi	342	一	平	影	開		歌	危	ŋɐi342	危险
1035	ŋ	ai	342	一	平	影	開		歌	僞	ŋai342	虚伪
1036	kʰ	uai	55	一	平	影	開		歌	毁	kʰuai55	毁灭
1037		uɐi	55	一	平	影	開		歌	萎	uɐi55	枯萎
1038		uɐi	55	一	平	影	開		歌	委	uɐi55	委托
1039		uɐi	22	一	平	影	開		歌	爲	uɐi22	为什么
1040		uɐi	342	一	平	影	開		歌	爲	uɐi342	行为
1041	l	oi	22	一	平	影	開		歌	壘	loi22	堡垒
1042	l	oi	22	一	平	影	開		歌	類	loi22	分类
1043	l	oi	22	一	平	影	開		歌	淚	loi22	眼泪
1044	tʃ	oi	33	一	平	影	開		歌	醉	tʃoi33	喝醉
1046	ʃ	oi	52	一	平	影	開		歌	雖	ʃoi52	虽然
1047	ʃ	oi	33	一	平	影	開		歌	粹	ʃoi33	纯粹
1048	ʃ	oi	22	一	平	影	開		歌	遂	ʃoi22	未遂
1049	ʃ	oi	22	一	平	影	開		歌	隧	ʃoi22	隧道
1050	ʃ	oi	22	一	平	影	開		歌	穗	ʃoi22	谷穗
1051	tʃ	oi	52	一	平	影	開		歌	追	tʃoi52	追赶
1052	t	oi	342	一	平	影	開		歌	槌	toi342	棒槌
1053	t	oi	342	一	平	影	開		歌	錘	toi342	铁锤
1054	t	ɔ	22	一	平	影	開		歌	墜	tɔ22	下坠
1056	ʃ	ɐt	055	一	平	影	開		歌	摔	ʃɐt5	摔跤
1057	ʃ	oi	33	一	平	影	開		歌	帥	ʃoi33	元帅
1058		ioi	52	一	平	影	開		歌	錐	ioi52	圆锥
1059	ʃ	y	55	一	平	影	開		歌	水	ʃy55	水果
1060	ʃ	oi	342	一	平	影	開		歌	誰	ʃoi342	谁人
1061	k	uɐi	52	一	平	影	開		歌	龜	kuɐi52	乌龟
1062	k	uɐi	55	一	平	影	開		歌	軌	kuɐi55	铁轨
1063	k	uɐi	342	一	平	影	開		歌	癸	kuɐi342	天干第十
1064	kʰ	uɐi	13	一	平	影	開		歌	愧	kʰuɐi13	惭愧
1065	k	uɐi	33	一	平	影	開		歌	季	kuɐi33	四季
1066	k	uɐi	342	一	平	影	開		歌	逵	kuɐi342	李逵
1067	k	uɐi	342	一	平	影	開		歌	葵	kuɐi342	向日葵
1068	k	uɐi	22	一	平	影	開		歌	櫃	kuɐi22	柜台
1069		uɐi	22	一	平	影	開		歌	位	uɐi22	地位
1070		uɐi	22	一	平	影	開		歌	維	uɐi22	维持
1071		uɐi	22	一	平	影	開		歌	惟	uɐi22	惟一
1072		uɐi	22	一	平	影	開		歌	遺	uɐi22	遗失
1073		uɐi	22	一	平	影	開		歌	唯	uɐi22	唯有
1074	f	ɐi	52	一	平	影	開		歌	非	fɐi52	非常
1075	f	ɐi	52	一	平	影	開		歌	飛	fɐi52	飞机
1076	f	ɐi	13	一	平	影	開		歌	匪	fɐi13	土匪
1077	f	ɐi	13	一	平	影	開		歌	痱	fɐi13	痱子，热痱
1078	f	ɐi	33	一	平	影	開		歌	沸	fɐi33	沸腾
1079	f	ɐi	52	一	平	影	開		歌	妃	fɐi52	贵妃
1080	f	ɐi	33	一	平	影	開		歌	費	fɐi33	浪费
1081	f	ɐi	342	一	平	影	開		歌	肥	fɐi342	肥料
1082	f	ɐi	52	一	平	影	開		歌	翡	fɐi52	翡翠
1083	m	ɐi	342	一	平	影	開		歌	微	mɐi342	细微
1084	m	ɐi	55	一	平	影	開		歌	尾	mɐi55	尾巴
1085	m	ɐi	22	一	平	影	開		歌	未	mɐi22	未来
1086	m	ɐi	22	一	平	影	開		歌	味	mɐi22	味道
1087	k	uɐi	52	一	平	影	開		歌	歸	kuɐi52	回归
1088	k	uɐi	55	一	平	影	開		歌	鬼	kuɐi55	鬼神
1089	k	uɐi	33	一	平	影	開		歌	貴	kuɐi33	贵客
1090	ŋ	ɐi	342	一	平	影	開		歌	魏	ŋɐi342	魏国；姓
1091	f	ɐi	52	一	平	影	開		歌	揮	fɐi52	指挥
1092	f	ɐi	52	一	平	影	開		歌	輝	fɐi52	光辉
1093	f	ɐi	52	一	平	影	開		歌	徽	fɐi52	国徽
1094		uɐi	22	一	平	影	開		歌	諱	uɐi22	忌讳
1095		uɐi	52	一	平	影	開		歌	威	uɐi52	威风
1096		uɐi	33	一	平	影	開		歌	畏	uɐi33	畏罪
1097		uɐi	33	一	平	影	開		歌	慰	uɐi33	安慰
1098		uɐi	342	一	平	影	開		歌	違	uɐi342	违背
1099		uɐi	342	一	平	影	開		歌	圍	uɐi342	包围
1100		uɐi	55	一	平	影	開		歌	偉	uɐi55	伟大
1101		uɐi	55	一	平	影	開		歌	葦	uɐi55	芦苇
1102		uɐi	55	一	平	影	開		歌	緯	uɐi55	经纬
1103		uɐi	22	一	平	影	開		歌	胃	uɐi22	肠胃
1104		uɐi	22	一	平	影	開		歌	謂	uɐi22	所谓
1105		uɐi	33	一	平	影	開		歌	猬	uɐi33	刺猬
1106		ui	22	一	平	影	開		歌	匯	ui22	汇报
1107	p	o	52	一	平	影	開		歌	褒	po52	褒奖
1108	p	o	55	一	平	影	開		歌	保	po55	保护
1109	p	o	55	一	平	影	開		歌	堡	po55	碉堡
1110	p	o	55	一	平	影	開		歌	寶	po55	宝贝
1111	p	o	33	一	平	影	開		歌	報	po33	报告；日报
1112	p	o	342	一	平	影	開		歌	袍	po342	长袍
1113	p	o	13	一	平	影	開		歌	抱	po13	拥抱
1114	p	o	22	一	平	影	開		歌	暴	po22	暴露
1115	p	u	22	一	平	影	開		歌	菢	pu22	菢小鸡
1116	m	o	342	一	平	影	開		歌	毛	mo342	毛笔
1117	m	au	22	一	平	影	開		歌	冒	mau22	冒充
1118	m	o	22	一	平	影	開		歌	帽	mo22	草帽
1119	t	o	52	一	平	影	開		歌	刀	to52	菜刀
1120	tʰ	o	55	一	平	影	開		歌	禱	tʰo55	祈祷
1121	t	œ	55	一	平	影	開		歌	島	tœ55	海岛
1122	t	o	55	一	平	影	開		歌	搗	to55	捣乱
1123	t	o	55	一	平	影	開		歌	倒	to55	打倒
1124	t	o	33	一	平	影	開		歌	到	to33	来到
1125	t	o	55	一	平	影	開		歌	倒	to55	倒水
1126	tʰ	o	52	一	平	影	開		歌	滔	tʰo52	滔滔不绝
1127	tʰ	o	55	一	平	影	開		歌	討	tʰo55	讨好
1128	tʰ	o	33	一	平	影	開		歌	套	tʰo33	配套
1129	t	o	342	一	平	影	開		歌	桃	to342	桃花
1130	t	o	342	一	平	影	開		歌	逃	to342	逃难
1131	t	o	342	一	平	影	開		歌	淘	to342	淘米
1132	t	o	342	一	平	影	開		歌	陶	to342	陶瓷
1133	t	o	342	一	平	影	開		歌	萄	to342	葡萄
1134	t	o	342	一	平	影	開		歌	濤	to342	波涛
1135	t	o	22	一	平	影	開		歌	道	to22	道理
1136	t	o	22	一	平	影	開		歌	稻	to22	水稻
1137	t	o	22	一	平	影	開		歌	盗	to22	强盗
1138	t	o	22	一	平	影	開		歌	導	to22	领导
1139	l	o	13	一	平	影	開		歌	腦	lo13	大脑
1140	n	o	13	一	平	影	開		歌	惱	no13	恼火
1141	l	o	342	一	平	影	開		歌	勞	lo342	劳动
1142	l	au	52	一	平	影	開		歌	撈	lau52	打捞
1143	l	o	52	一	平	影	開		歌	撈	lo52	捞钱，捞面
1144	l	o	342	一	平	影	開		歌	牢	lo342	坐牢
1145	l	o	13	一	平	影	開		歌	老	lo13	老实
1146	l	o	342	一	平	影	開		歌	澇	lo342	洪涝
1147	tʃ	o	52	一	平	影	開		歌	遭	tʃo52	遭殃
1148	tʃ	o	52	一	平	影	開		歌	糟	tʃo52	糟糕
1149	tʃ	o	55	一	平	影	開		歌	早	tʃo55	早上
1150	tʃ	o	55	一	平	影	開		歌	棗	tʃo55	红枣
1151	tʃ	o	55	一	平	影	開		歌	蚤	tʃo55	跳蚤
1152	tʃʰ	o	33	一	平	影	開		歌	澡	tʃʰo33	洗澡
1153	tʃʰ	o	33	一	平	影	開		歌	躁	tʃʰo33	暴躁
1154	tʃ	o	33	一	平	影	開		歌	竈	tʃo33	灶神
1155	tʃʰ	o	52	一	平	影	開		歌	操	tʃʰo52	操作
1156	tʃʰ	o	55	一	平	影	開		歌	草	tʃʰo55	青草
1157	tʃʰ	o	33	一	平	影	開		歌	糙	tʃʰo33	粗糙，糙米
1158	tʃ	o	342	一	平	影	開		歌	曹	tʃo342	阴曹
1159	tʃ	o	342	一	平	影	開		歌	槽	tʃo342	猪槽
1160	tʃ	o	22	一	平	影	開		歌	皂	tʃo22	肥皂；皂角
1161	tʃ	o	22	一	平	影	開		歌	造	tʃo22	制造
1162	ʃ	o	52	一	平	影	開		歌	騷	ʃo52	风骚
1163	ʃ	o	52	一	平	影	開		歌	臊	ʃo52	羊臊气
1164	ʃ	o	33	一	平	影	開		歌	掃	ʃo33	扫把（名）
1165	ʃ	o	55	一	平	影	開		歌	嫂	ʃo55	大嫂
1166	ʃ	o	33	一	平	影	開		歌	掃	ʃo33	扫地（动）
1167	k	o	52	一	平	影	開		歌	高	ko52	跳高
1168	k	o	52	一	平	影	開		歌	膏	ko52	牙膏；膏药
1169	k	o	52	一	平	影	開		歌	篙	ko52	竹篙
1170	k	o	52	一	平	影	開		歌	羔	ko52	羊羔
1171	k	o	52	一	平	影	開		歌	糕	ko52	蛋糕
1172	k	o	55	一	平	影	開		歌	稿	ko55	草稿
1173	k	o	33	一	平	影	開		歌	告	ko33	报告
1174	h	au	55	一	平	影	開		歌	考	hau55	考试
1175	h	au	52	一	平	影	開		歌	烤	hau52	烧烤
1176	kʰ	au	33	一	平	影	開		歌	靠	kʰau33	可靠
1177	kʰ	au	33	一	平	影	開		歌	銬	kʰau33	手铐
1178	ŋ	au	22	一	平	影	開		歌	熬	ŋau22	难熬
1179	ŋ	au	22	一	平	影	開		歌	傲	ŋau22	骄傲
1180	h	o	52	一	平	影	開		歌	蒿	ho52	蓬蒿
1181	h	o	52	一	平	影	開		歌	薅	ho52	薅田（除田草）
1182	h	o	55	一	平	影	開		歌	好	ho55	好坏
1183	h	o	33	一	平	影	開		歌	好	ho33	爱好
1184	h	o	33	一	平	影	開		歌	耗	ho33	消耗
1185	h	o	342	一	平	影	開		歌	毫	ho342	毫厘
1186	h	o	342	一	平	影	開		歌	壕	ho342	战壕
1187	h	o	342	一	平	影	開		歌	豪	ho342	豪华
1188	h	o	22	一	平	影	開		歌	號	ho22	号叫，呼号（动）
1189	h	o	22	一	平	影	開		歌	浩	ho22	浩荡
1190	h	o	22	一	平	影	開		歌	號	ho22	号码（名）
1191		o	55	一	平	影	開		歌	襖	o55	棉襖
1192		o	33	一	平	影	開		歌	懊	o33	懊恼
1193		o	33	一	平	影	開		歌	奥	o33	奥妙
1194		o	33	一	平	影	開		歌	懊	o33	懊悔
1195		o	33	一	平	影	開		歌	澳	o33	澳门
1196	p	ɛu	52	一	平	影	開		歌	包	pɛu52	钱包
1197	p	ɛu	52	一	平	影	開		歌	胞	pɛu52	同胞
1198	p	ɛu	55	一	平	影	開		歌	飽	pɛu55	吃饱
1199	pʰ	ɛu	33	一	平	影	開		歌	豹	pʰɛu33	一种动物
1200	p	ɛu	33	一	平	影	開		歌	爆	pɛu33	爆炸
1201	pʰ	au	52	一	平	影	開		歌	泡	pʰau52	泡茶
1202	pʰ	ɛu	52	一	平	影	開		歌	抛	pʰɛu52	抛弃
1203	pʰ	ɛu	33	一	平	影	開		歌	炮	pʰɛu33	枪炮
1204	pʰ	au	52	一	平	影	開		歌	泡	pʰau52	水泡，泡沫
1205	pʰ	au	55	一	平	影	開		歌	跑	pʰau55	跑步
1206	p	ɛu	342	一	平	影	開		歌	刨	pɛu342	刨地，刨木
1207	p	ɛu	52	一	平	影	開		歌	鮑	pɛu52	鲍鱼
1208	p	ɛu	342	一	平	影	開		歌	鉋	pɛu342	刨子，瓜刨
1209	m	ɛu	342	一	平	影	開		歌	茅	mɛu342	茅草
1210	m	ɛu	33	一	平	影	開		歌	貓	mɛu33	花猫
1211	m	ɛu	342	一	平	影	開		歌	錨	mɛu342	抛锚
1212	m	ɛu	13	一	平	影	開		歌	卯	mɛu13	子丑寅卯
1213	m	au	22	一	平	影	開		歌	貌	mau22	礼貌
1214	l	au	22	一	平	影	開		歌	鬧	lau22	热闹
1215	tʃ	au	33	一	平	影	開		歌	罩	tʃau33	灯罩
1216	tʃ	a	52	一	平	影	開		歌	抓	tʃa52	抓牌
1217	tʃ	ɛu	55	一	平	影	開		歌	爪	tʃɛu55	脚爪
1218	tʃ	ɛu	55	一	平	影	開		歌	找	tʃɛu55	找东西
1219	tʃ	ɛu	55	一	平	影	開		歌	笊	tʃɛu55	笊籬（捞馄饨用）
1220	tʃʰ	ɛu	52	一	平	影	開		歌	抄	tʃʰɛu52	抄书
1221	tʃʰ	ɛu	52	一	平	影	開		歌	鈔	tʃʰɛu52	钞票
1222	tʃʰ	ɛu	55	一	平	影	開		歌	炒	tʃʰɛu55	炒股
1223	tʃʰ	ɛu	55	一	平	影	開		歌	吵	tʃʰɛu55	吵架
1224	tʃ	ɛu	342	一	平	影	開		歌	巢	tʃɛu342	雀巢
1225	tʃ	iu	52	一	平	影	開		歌	梢	tʃiu52	树梢
1226	ʃ	au	55	一	平	影	開		歌	稍	ʃau55	稍等
1227	ʃ	ɛu	33	一	平	影	開		歌	潲	ʃɛu33	猪食
1228	ʃ	au	33	一	平	影	開		歌	哨	ʃau33	口哨
1229	k	ɛu	52	一	平	影	開		歌	交	kɛu52	交通
1230	k	ɛu	52	一	平	影	開		歌	郊	kɛu52	郊区
1231	k	ɛu	52	一	平	影	開		歌	膠	kɛu52	胶水
1232	k	ɛu	33	一	平	影	開		歌	教	kɛu33	教书
1233	k	ɛu	52	一	平	影	開		歌	茭	kɛu52	茭笋，茭白
1235	k	ɛu	55	一	平	影	開		歌	狡	kɛu55	狡猾
1236	k	ɛu	55	一	平	影	開		歌	鉸	kɛu55	铰剪
1237	k	ɛu	55	一	平	影	開		歌	攪	kɛu55	搅拌
1238	k	ɛu	55	一	平	影	開		歌	搞	kɛu55	搞好
1239	k	ɛu	33	一	平	影	開		歌	教	kɛu33	教育
1240	h	ɛu	22	一	平	影	開		歌	校	hɛu22	上校
1241	k	au	33	一	平	影	開		歌	較	kau33	比较
1242	h	au	52	一	平	影	開		歌	酵	hau52	发酵
1243	k	ɛu	33	一	平	影	開		歌	窖	kɛu33	地窖
1244	k	ɛu	33	一	平	影	開		歌	覺	kɛu33	睡觉
1245	kʰ	ɛu	52	一	平	影	開		歌	敲	kʰɛu52	敲门
1246	h	au	55	一	平	影	開		歌	巧	hau55	碰巧
1247	ŋ	ɛu	13	一	平	影	開		歌	咬	ŋɛu13	咬人
1248	h	au	52	一	平	影	開		歌	哮	hau52	哮喘
1249	h	ɛu	33	一	平	影	開		歌	孝	hɛu33	孝顺
1251	ŋ	au	342	一	平	影	開		歌	淆	ŋau342	混淆
1252	h	ɛu	22	一	平	影	開		歌	效	hɛu22	效果
1253	h	ɛu	22	一	平	影	開		歌	校	hɛu22	校对
1254	h	ɛu	22	一	平	影	開		歌	校	hɛu22	学校
1255		ɛu	33	一	平	影	開		歌	坳	ɛu33	山坳
1256	p	iu	52	一	平	影	開		歌	膘	piu52	肥膘
1257	p	iu	52	一	平	影	開		歌	標	piu52	标志
1258	p	iu	55	一	平	影	開		歌	表	piu55	表示
1259	p	iu	52	一	平	影	開		歌	錶	piu52	手表
1260	pʰ	iu	52	一	平	影	開		歌	飄	pʰiu52	飘扬
1261	pʰ	iu	33	一	平	影	開		歌	漂	pʰiu33	漂白
1262	pʰ	iu	33	一	平	影	開		歌	票	pʰiu33	车票
1263	pʰ	iu	33	一	平	影	開		歌	漂	pʰiu33	漂亮
1264	p	ɛu	342	一	平	影	開		歌	嫖	pɛu342	嫖妓
1265	pʰ	ɛu	33	一	平	影	開		歌	鰾	pʰɛu33	鱼鳔（鱼泡）
1266	m	iu	342	一	平	影	開		歌	苗	miu342	火苗
1267	m	iu	342	一	平	影	開		歌	描	miu342	描写
1268	m	ɛu	33	一	平	影	開		歌	貓	mɛu33	猫咪
1269	m	au	22	一	平	影	開		歌	藐	mau22	藐视
1270	m	iu	13	一	平	影	開		歌	渺	miu13	渺小
1271	m	iu	13	一	平	影	開		歌	秒	miu13	一分一秒
1272	m	iu	22	一	平	影	開		歌	廟	miu22	庙会
1273	m	iu	22	一	平	影	開		歌	妙	miu22	妙计
1274	l	ɛu	342	一	平	影	開		歌	燎	lɛu342	火烧火燎
1275	l	ɛu	342	一	平	影	開		歌	燎	lɛu342	燎原
1276	l	ɛu	22	一	平	影	開		歌	療	lɛu22	治疗
1277	tʃ	iu	52	一	平	影	開		歌	焦	tʃiu52	焦作
1278	tʃ	iu	52	一	平	影	開		歌	蕉	tʃiu52	香蕉
1279	tʃ	iu	52	一	平	影	開		歌	椒	tʃiu52	辣椒
1280	tʃ	ɛu	13	一	平	影	開		歌	剿	tʃɛu13	围剿
1282	tʃʰ	ɐu	52	一	平	影	開		歌	鍬	tʃʰɐu52	铁锹
1283	ʃ	iu	52	一	平	影	開		歌	悄	ʃiu52	静悄悄
1284	tʃʰ	iu	33	一	平	影	開		歌	俏	tʃʰiu33	娇俏
1285	tʃ	iu	52	一	平	影	開		歌	樵	tʃiu52	打樵，樵夫
1287	ʃ	iu	52	一	平	影	開		歌	消	ʃiu52	消化
1288	ʃ	iu	52	一	平	影	開		歌	宵	ʃiu52	良宵
1289	ʃ	iu	52	一	平	影	開		歌	霄	ʃiu52	云霄
1290	ʃ	iu	52	一	平	影	開		歌	硝	ʃiu52	硝酸
1291	ʃ	iu	52	一	平	影	開		歌	銷	ʃiu52	供销社
1292	ʃ	iu	55	一	平	影	開		歌	小	ʃiu55	大小
1293	ʃ	iu	33	一	平	影	開		歌	笑	ʃiu33	笑话
1294	ʃ	iu	52	一	平	影	開		歌	肖	ʃiu52	生肖
1295	tʃ	iu	342	一	平	影	開		歌	朝	tʃiu342	今朝
1296	tʃʰ	iu	52	一	平	影	開		歌	超	tʃʰiu52	超过
1297	tʃ	iu	342	一	平	影	開		歌	朝	tʃiu342	朝代
1298	tʃ	iu	342	一	平	影	開		歌	潮	tʃiu342	潮水
1299	tʃ	iu	22	一	平	影	開		歌	趙	tʃiu22	赵国；姓
1300	tʃ	iu	22	一	平	影	開		歌	兆	tʃiu22	人名用字；预兆
1301	tʃ	iu	22	一	平	影	開		歌	召	tʃiu22	号召
1302	tʃʰ	iu	52	一	平	影	開		歌	昭	tʃʰiu52	王昭君
1303	tʃ	iu	52	一	平	影	開		歌	招	tʃiu52	招手
1304	tʃ	iu	22	一	平	影	開		歌	沼	tʃiu22	沼气
1305	tʃ	iu	33	一	平	影	開		歌	照	tʃiu33	照明
1306	ʃ	iu	52	一	平	影	開		歌	燒	ʃiu52	发烧
1307	ʃ	iu	55	一	平	影	開		歌	少	ʃiu55	多少
1308	ʃ	iu	33	一	平	影	開		歌	少	ʃiu33	少年，少爷
1309	ʃ	iu	22	一	平	影	開		歌	韶	ʃiu22	韶关
1310	ʃ	iu	22	一	平	影	開		歌	紹	ʃiu22	介绍
1311	ʃ	iu	22	一	平	影	開		歌	邵	ʃiu22	姓
1312		iu	342	一	平	影	開		歌	饒	iu342	求饶
1313		iu	55	一	平	影	開		歌	擾	iu55	打扰
1314		iu	55	一	平	影	開		歌	繞	iu55	绕线团
1315		iu	55	一	平	影	開		歌	繞	iu55	围绕
1316	k	iu	52	一	平	影	開		歌	驕	kiu52	骄傲
1317	k	iu	52	一	平	影	開		歌	嬌	kiu52	撒娇
1318	k	iu	55	一	平	影	開		歌	矯	kiu55	矫正
1319	k	iu	342	一	平	影	開		歌	喬	kiu342	姓
1320	k	iu	342	一	平	影	開		歌	僑	kiu342	华侨
1321	k	iu	342	一	平	影	開		歌	橋	kiu342	桥梁
1322	k	iu	342	一	平	影	開		歌	蕎	kiu342	荞麦
1323	k	iu	22	一	平	影	開		歌	轎	kiu22	抬轿
1324	h	iu	52	一	平	影	開		歌	囂	hiu52	嚣张
1325		iu	52	一	平	影	開		歌	妖	iu52	妖怪
1326		iu	52	一	平	影	開		歌	邀	iu52	邀请
1327		iu	52	一	平	影	開		歌	腰	iu52	腰疼
1328		iu	52	一	平	影	開		歌	要	iu52	要求
1329		iu	33	一	平	影	開		歌	要	iu33	重要
1330		iu	342	一	平	影	開		歌	摇	iu342	摇篮
1331		iu	342	一	平	影	開		歌	謡	iu342	民谣
1332		iu	342	一	平	影	開		歌	窑	iu342	官窑
1333		iu	342	一	平	影	開		歌	姚	iu342	姓
1334		iu	13	一	平	影	開		歌	舀	iu13	舀水
1335		iu	22	一	平	影	開		歌	耀	iu22	照耀
1336		iu	22	一	平	影	開		歌	鷂	iu22	纸鹞
1337	t	iu	52	一	平	影	開		歌	刁	tiu52	嘴刁
1338	t	iu	52	一	平	影	開		歌	貂	tiu52	貂皮
1339	t	iu	52	一	平	影	開		歌	雕	tiu52	雕塑；座山雕
