							#調值 [1]31 [2]24 [3]22 [5]554 [7]5
32229	一	∅	iʔ	5		入聲	
32230	弌	∅	iʔ	5		入聲	
32232	七	tɕʰ	iʔ	5		入聲	
31232	失	ʂ	ʅʔ	5		入聲	
31243	筆	p	iʔ	5		入聲	
31378	橘	tɕ	yʔ	5	橘子。	入聲	
31431	律	l	yʔ	5		入聲	
31458	出	tʂʰ	uʔ	5		入聲	
31588	吃	tsʰ	ʅʔ	5		入聲	
31603	月	∅	yeʔ	5		入聲	
31628	越	∅	yeʔ	5		入聲	
31687	發	f	aʔ	5	發達。	入聲	
31690	韤	v	aʔ	5		入聲	
31691	韈	v	aʔ	5		入聲	
31692	襪	v	aʔ	5		入聲	
31706	歇	ɕ	ieʔ	5		入聲	
31732	骨	k	uʔ	5		入聲	
31892	𣝗	x	uʔ	5	桃核。	入聲	
31959	辢	l	aʔ	5		入聲	
31973	渴	kʰ	əʔ	5		入聲	
31974	㵣	kʰ	əʔ	5		入聲	
31981	達	t	aʔ	5		入聲	
22019	攃	tsʰ	aʔ	5		入聲	
22026	末	m	əʔ	5		入聲	
22099	闊	kʰ	uəʔ	5		入聲	
23105	活	x	uəʔ	5		入聲	
23156	脫	tʰ	əʔ	5		入聲	
22322	拔	p	aʔ	5		入聲	
22226	滑	x	uaʔ	5		入聲	
22253	穵	v	aʔ	5		入聲	
22297	殺	ʂ	aʔ	5		入聲	
22245	瞎	ɕ	iaʔ	5		入聲	
22360	刮	k	uaʔ	5		入聲	
22377	刷	ʂ	uaʔ	5		入聲	
22397	𨰉	tʂ	aʔ	5		入聲	
22425	結	tɕ	ieʔ	5		入聲	
22440	節	tɕ	ieʔ	5		入聲	
22453	血	ɕ	yeʔ	5		入聲	
22467	缺	tɕʰ	yeʔ	5		入聲	
225541	鐵	tʰ	ieʔ	5		入聲	
225542	銕	tʰ	ieʔ	5		入聲	
22693	薛	ɕ	yeʔ	5		入聲	
22732	哲	tʂ	əʔ	5		入聲	
22733	悊	tʂ	əʔ	5		入聲	
22734	喆	tʂ	əʔ	5		入聲	
22724	嚞	tʂ	əʔ	5		入聲	
22737	傑	tɕ	ieʔ	5		入聲	
22751	熱	ʐ	əʔ	5		入聲	
22762	舌	ʂ	əʔ	5		入聲	
22779	滅	m	ieʔ	5		入聲	
22793	絕	tɕ	yeʔ	5		入聲	
22797	雪	ɕ	yeʔ	5		入聲	
22798	䨮	ɕ	yeʔ	5		入聲	
22817	說	ʂ	uəʔ	5		入聲	
22924	藥	∅	ieʔ	5		入聲	
22976	腳	tɕ	ieʔ	5		入聲	
22977	脚	tɕ	ieʔ	5		入聲	
23005	弱	ʐ	uəʔ	5		入聲	
23050	嚼	tɕ	iɔu	554		去聲	
23098	著	tʂ	uəʔ	5		入聲	
23104	著	tʂ	uəʔ	5		入聲	
23148	落	l	əʔ	5		入聲	
	角	k	əʔ	5		入聲	
23313	各	k	əʔ	5		入聲	
23261	惡	∅	əʔ	5	惡人。	入聲	
23262	𢙣	∅	əʔ	5	惡人。	入聲	
23268	薄	p	əʔ	5		入聲	
23288	索	s	əʔ	5		入聲	
23248	郭	k	uəʔ	5		入聲	
23249	𩫏	k	uəʔ	5		入聲	
23360	𨟍	k	uəʔ	5		入聲	
23424	白	p	əʔ	5		入聲	
23432	百	p	əʔ	5		入聲	
23464	窄	ts	əʔ	5		入聲	
23495	客	kʰ	əʔ	5		入聲	
22480	麥	m	əʔ	5		入聲	
22488	獲	x	uəʔ	5		入聲	
23641	策	tsʰ	əʔ	5		入聲	
23696	革	k	əʔ	5		入聲	
23707	摘	ts	əʔ	5		入聲	
23925	疫	∅	yʔ	5		入聲	
23950	碧	p	iʔ	5		入聲	
24222	踢	tʰ	iʔ	5		入聲	
24170	壁	p	iʔ	5		入聲	
24317	織	tʂ	ʅʔ	5		入聲	
24223	直	tʂ	ʅʔ	5		入聲	
24227	力	l	iʔ	5		入聲	
24255	息	ɕ	iʔ	5		入聲	
24293	極	tɕ	iʔ	5		入聲	
24323	色	s	əʔ	5		入聲	
24410	域	∅	yʔ	5		入聲	
24485	德	t	əʔ	5		入聲	
24486	惪	t	əʔ	5		入聲	
24515	刻	kʰ	əʔ	5		入聲	
24529	黑	x	əʔ	5		入聲	
245544	賊	ts	eɪ	24		陽平	
245545	𧵪	ts	eɪ	24		陽平	
24556	北	p	əʔ	5		入聲	
24571	或	x	uəʔ	5		入聲	
24576	國	k	uəʔ	5		入聲	
24598	十	ʂ	ʅʔ	5		入聲	
24631	集	tɕ	iʔ	5		入聲	
24630	入	ʐ	uʔ	5		入聲	
24676	急	tɕ	iʔ	5		入聲	
24789	答	t	aʔ	5		入聲	
24853	雜	ts	aʔ	5		入聲	
24881	納	n	aʔ	5		入聲	
24909	欱	x	əʔ	5	喝水。	入聲	
24975	塔	tʰ	aʔ	5		入聲	
25016	磕	kʰ	əʔ	5		入聲	
25031	葉	∅	ieʔ	5		入聲	
25041	接	tɕ	ieʔ	5		入聲	
25060	涉	ʂ	əʔ	5		入聲	
25061	𣻣	ʂ	əʔ	5		入聲	
25201	貼	tʰ	ieʔ	5		入聲	
25324	狹	ɕ	iaʔ	5	狹窄。	入聲	
25325	陜	ɕ	iaʔ	5	狹窄。	入聲	
25326	陿	ɕ	iaʔ	5	狹窄。	入聲	
25242	夾	tɕ	iaʔ	5	夾袄。	入聲	
25373	插	tʂʰ	aʔ	5		入聲	
255424	鴨	∅	iaʔ	5		入聲	
255430	甲	tɕ	iaʔ	5		入聲	
2554554	業	∅	ieʔ	5		入聲	
255455	㸣	∅	ieʔ	5		入聲	
255496	腌	∅	iᶽeɪ	31		陰平	
255497	䱒	∅	iᶽeɪ	31		陰平	
25520	法	f	aʔ	5		入聲	
25531	灋	f	aʔ	5		入聲	
