	注释：-白读，=文读
ts	[1]焦=礁朝{今～}昭招={打～呼}椒={～盐}钊[3]鸟
tsʰ	[1]锹樵[2]瞧朝{～代}[3]稍悄[5]俏□{厉害（贬义）}
s	[1]搜消宵霄硝销萧箫[2]溲{精液}潲{精液}[3]小痟{精神病患}[4]韶绍邵肖{唔～：不像}肇[5]数{动词；名词}少{～年}
z	[2]饶[3]爪扰[5]沼诏绕[6]趭{追赶}
k	[1]骄娇□{带（小孩等）}[3]搅=狡{～诈}缴饺[4]□{撬}
kʰ	[1]敲跷□{穷}[2]乔侨荞翘{银～}[5]窍翘
ŋ	[1]猫[2]尧[3]□{～鼠：老鼠}
h	[1]邀侥枭[3]晓
∅	[1]枵{饿；（袋子）空瘪}妖夭要{～求}幺吆[3]窈[2]摇谣瑶鹞[4]耀[5]要{重～}
#iauʔ	
t	[7]□{榨（油）}
ts	[7]雀-{麻～}□{目～～：眼睁不开貌}
s	[8]□{～～叫：窸窸窣窣}
z	[7]□{抓挠}
k	[7]□{对勾，或读}
ɡ	[7]□{对勾}
ŋ	[8]□{～～钻：虫子蠕动貌}
∅	[7]跃-{翻跟斗}
#uai	
tsʰ	[3]揣
k	[1]乖鲑{～鱼：河豚}□{蝌蚪}□{～～：圆鼓鼓}[3]拐[5]会{～计}刽桧绘怪脍
kʰ	[5]快筷
h	[2]怀槐淮[4]坏
∅	[1]歪[3]崴
#ã	
pʰ	[5]怕奅{膨大的}冇{膨大的}
t	[1]担{动词}[3]胆[4]淡掷[5]担{名词}呾{说}[6]赚{错}
s	[1]三-衫
k	[1]柑-橄[2]衔-{叼}[3]敢[5]酵
kʰ	[5]快-{～活}
h	[2]□{日～：黄昏}□{使（鸭群等）聚拢}[3]□{望}还-{～未}
∅	[1]揞{用手遮盖}[2]嬜{据为己有}[6]馅
#ẽ	
p	[1]□{扳，掰}[2]棚平-{路很～}坪[5]柄[6]病
pʰ	[2]彭膨澎
t	[2]□{挡住}[4]□{捏}[5]□{假装}[6]郑
tʰ	[1]撑[5]牚{撑起}
ts	[1]争□{这样}[2]晴[3]井阱[4]静
tsʰ	[1]生-{不熟}星青蜻[3]省{反～}醒[4]□{钹}
s	[1]些生-{～囝：生小孩}牲-{祭祀用的荤菜}[3]省{～会；节～}[5]性姓
k	[1]经{罗～：罗盘}更{五～}粳庚羹耕[3]哽埂梗[5]劲颈痉径
kʰ	[1]坑[2]□{扑克牌K}
h	[4]□{吧，疑问词，用于是非问句句末}[6]□{肯定应答语，是的}
∅	[2]桁楹
#ẽʔ	
h	[7]吓赫[8]□{期待}
∅	[8]扼{又音}厄{又音}
#ĩ	
p	[1]鞭边-辫[3]扁-[4]婢辫{编（辫子）}[5]变-
pʰ	[2]便-{便宜}[5]片-[6]鼻
t	[2]递{～进}缠[4]□{满}
tʰ	[1]天-添-[6]䋎{动词，缝}
ts	[1]支{～持}肢脂毡[2]钱[3]稚[5]挤箭
tsʰ	[1]鲜[2]□{（藤蔓等）攀爬}
s	[1]扇{名词，动词}势-{惯～}
k	[1]栀{肥皂}[2]舷-{边缘}[5]见-
kʰ	[2]□{缠着}
h	[2]舷={船～}弦[4]耳[5]□{甩}
∅	[2]丸{肉～}圆[3]倚=椅矣已以[4]夗{睡觉}[5]燕-
#ĩʔ	
h	[7]□{擤（鼻子）}
∅	[8]夗{睡觉，又音}
#õ	
h	[1]号-{哭}
∅	[5]奥澳□{仰头}
#iã	
p	[1]冰兵[2]□{转移内容物至另一容器}[3]丙饼[5]拼-
pʰ	[2]𩩍{～篱骨：肋骨}坪-{旁边}[5]聘-
t	[1]揨{碰}[2]庭-{空地，原文作“场”}[3]鼎[6]定
tʰ	[1]听厅[2]呈程[5]□{痛}
ts	[1]精-{狐狸～}晶正{～月}[2]成-{唔～：不成器}情-{亲～：亲戚}[3]整䭕{味淡}[5]正{不歪}
tsʰ	[2]□{修改}[3]且请
s	[1]声[2]成-{三～}城[5]圣[6]盛-{一种有盖竹编礼篮}
k	[1]京惊经-{～典}[2]行-[3]假{暑～}囝[4]件[5]镜[6]健-{轻～：（老人）身体好}
h	[1]兄[2]邢颜{姓}燃{煮}[6]艾-
∅	[1]□{晃眼}[2]赢营[3]影[4]□{背}
#iãʔ	
h	[7]□{～风：（食物等）因未密封而受潮}
#iẽ	
ts	[1]□{这样}
h	[1]□{那样}
#iõ	
t	[1]张-[2]场{广～}[4]丈-[5]钓帐账胀-
ts	[1]浆章-樟-[3]蒋桨掌[4]上-{～山}痒[5]酱
tsʰ	[1]枪[2]墙[3]抢[4]象{大～}像{好～}橡上-{～雪：果皮上长黑斑}
s	[1]箱镶厢-{车～}伤[2]常偿{补～，～还}尝[3]赏[4]想[5]相{面～}像{佛～}
k	[1]姜[2]强-{胜过}
kʰ	[1]腔[6]□{注意}
h	[1]香{上～}乡[5]向-
∅	[2]羊洋-烊{融化}蛘{蛀～：米虫}杨阳-{潮～，地名}融熔[3]养-[6]样
#iũ	
h	[1]休悠幽[3]朽[5]嗅
∅	[5]幼
#iũʔ	
h	[7]□{甩}
∅	[7]□{很小}
#uã	
p	[1]般搬=[2]搬-盘{单字音；骹～：脚面，原文作“蹯”}[4]□{甩}[5]半
pʰ	[1]潘番-{～禺}[4]伴
t	[1]单丹-{牡～}[2]坛弹-[4]懒{原文作“惰”}掸{～掉灰尘}[5]旦-{花～}[6]弹{打落}□{凿}
tʰ	[1]滩摊瘫[3]铲{～草：锄草}[5]炭碳
ts	[1]抓[2]泉[3]盏[6]贱
tsʰ	[1]□{木刺}[5]闩
s	[1]山汕{～头}[3]产散{散剂}[5]散伞线汕{～尾}
k	[1]乾-{豆～}肝杆官棺[2]寒-{受冻}[3]赶果{～真}[4]掼{提}[6]汗
kʰ	[1]宽-{慢}[5]旷-{宽阔}
h	[1]欢[2]鼾-{打鼾}[3]还-{～有，又音}[6]垾{田埂}□{扶住}
∅	[1]安-鞍[3]碗[4]旱[5]案晏-{晚}[6]换
#uẽ	
k	[1]关-
h	[2]横
#ãi	
p	[1]斑-[2]爿{一瓣，一边}[3]板-{黑～}反-{～过来：翻面}[6]办
pʰ	[6]□{喷溅}
t	[4]扂{门骹～：门槛}□{门骹～：门槛}[6]殿佃橂{坚硬}
ts	[2]前田-{成～，地名}[3]指-趾-
tsʰ	[1]猜千[2]蚕[3]彩采睬踩筅{鸡毛～：鸡毛掸子}
s	[1]先-
k	[1]间-{房～}肩[3]裥拣茧[5]间{～隔}
kʰ	[5]盖{动词，名词}
h	[1]□{呻吟}[2]还{归还}[3]蚬[4]□{掩（门）}[6]苋
∅	[1]□{揉（纸团）}[2]闲[3]眼-{肉～：龙眼}[5]爱
#ãu	
h	[3]好{爱～；同意}
∅	[1]□{臃肿}[3]□{吐字不清}[5]懊
#ãuʔ	
h	[8]□{（芋头等）口感不粉糯}
#õi	
t	[3]底
tʰ	[3]睇{看}
#õiʔ	
h	[8]□{由宽变窄}
∅	[7]□{～粟：中空的稻壳}
#õu	
h	[3]虎琥唬否
#ũi	
k	[1]悬-{高}[5]惯-{～势：习惯}[6]柜县
h	[1]□{转圈；圈}[2]悬-{无精打采貌}[3]毁匪榧{香～}
∅	[5]畏-{害怕}
#iãu	
h	[2]□{奇怪}
∅	[4]□{掀（盖子等）；翻（书）}
#iãuʔ	
h	[7]□{向后翻}
#uãi	
t	[6]□{黄～：黄皮果}
s	[6]檨{芒果}
k	[3]果{荔～：荔枝}
h	[3]□{说话有外地口音}
∅	[1]挖剜
#uãiʔ	
∅	[8]□{～～□tsuŋ35：扭来扭去}
#am	
t	[1]耽湛{精～，或读}[2]耽{湿}[5]癚{～□bai22：无能}
tʰ	[1]贪[2]谭潭谈痰檀昙[5]探
n	[1]□{披（外套）}[2]南楠男淋-{～豉油}蓝[3]览揽榄{～核}舰[4]滥[5]□{土路软烂貌}
ts	[1]簪针[3]斩崭[4]錾站
tsʰ	[1]参{～加}搀[2]惭谗馋[3]惨[5]渗
s	[1]三={～军}杉[3]糁{橄榄～：一种用盐和南姜加工的橄榄制品；～身粉：爽身粉}[5]□{下垂遮挡貌}
k	[1]甘泔柑={油～}尴监{～狱}[2]含-[3]感□{埋}[5]鉴监{～视}
kʰ	[1]堪龛坎{～坷}湛[3]坎{门～}槛砍嵌[5]勘
ŋ	[1]啱{恰好}[2]岩癌
h	[1]酣蚶憨[2]含=晗函衔=函涵邯[4]撼憾[3]喊[6]陷
∅	[1]庵[3]饮-{米汤}[4]唵{张嘴含住}颔{脖子}[5]暗
#ap	
t	[7]答
tʰ	[7]□{嵌合}[8]塌榻{床～}
n	[7]内□{软}[8]纳诺
l	[7]□{套上}
ts	[7]眨臜{腌～}汁[8]杂十什
tsʰ	[7]插{交往}
s	[7]圾-{垃-～}[8]刹
k	[7]蛤{花～}鸽合{混合}
kʰ	[7]恰□{倒扣}[8]磕
h	[7]□{茂盛}[8]合{闭合}峡{～山，地名}
∅	[7]腌{～臜}[8]盒匣合{～～撒：嘴巴一闭一合，形容贪吃}□{～钱：找零}
#im	
t	[1]郴琛□{加热（液体）}[2]沉=
tʰ	[2]沉-{浸没入水}[3]□{放入}
n	[1]啉{喝（酒）}[4]□{捏握}
l	[2]林淋临
ts	[1]斟[2]挦{探取}□{入～：（指甲等）掐进肉里}[3]寝{或读}枕{名词，动词}[5]浸
tsʰ	[1]深[2]侵寻[3]寝[5]□{用力搬起}
s	[1]心芯森参{人～}[2]□{考虑}[3]沈婶审[4]甚[5]□{上下晃动}
z	[4]壬任妊赁
k	[1]今金[3]锦[4]妗[5]禁
kʰ	[1]钦[2]琴禽擒[3]揿{抓握}
ŋ	[2]岑吟黔[3]揿{又音}
h	[1]襟鑫[2]熊[5]□{覆盖，～瓯：盖碗，一种工夫茶具}
∅	[1]音淹-阴荫{树～}[2]淫[3]饮=[5]荫{庇～}饮{～马}
#ip	
n	[7]□{～节：四肢肥嘟嘟貌}[8]□{捏}
l	[7]□{～～：刚好够上}[8]立
ts	[7]执[8]集
tsʰ	[7]缉辑[8]□{揉搓（衣服或面团）}
s	[7]湿[8]习袭拾什={布～}
z	[8]入
k	[7]急给□{紧勒}[8]及
kʰ	[7]级吸
h	[7]熻{焖煮；闷热}
∅	[7]揖邑
#om	
ts	[2]□{～～叫：形容骤雨或人疾跑貌}
h	[4]□{～合：凑在一起}
#op	
t	[8]□{丢}
tʰ	[7]□{凹陷}
h	[8]□{鼓（风）}
#iam	
t	[1]沾掂{～量}砧[2]甜[3]点踮[4]簟[5]店坫{躲藏}惦玷[6]□{静止}
tʰ	[1]添=[2]恬[3]舔□{火候足}[4]□{横排（指房屋）}[5]□{用脚跺}
n	[1]粘{～贴}拈[2]廉镰鲇帘临-{临近}[3]敛殓点{～火}[4]念{怀～}[5]捻{用手掐}[6]念{～经}
ts	[1]黏{～米}尖瞻詹[3]□{才}[4]暂渐[5]占
tsʰ	[1]签歼渗{三～酱}[2]潜纤歼{又音}[3]□{裤衩}
s	[1]□{咸～：咸咸的}[2]蟾檐蝉禅[3]陕闪[5]渗{泄漏，～屎}□{蜀～：很多}
z	[3]染=
k	[1]兼[2]咸[3]减碱检捡[5]剑
kʰ	[1]谦[2]钳[3]歉[4]俭[5]欠
ŋ	[2]阎严酽[3]俨[6]验
h	[1]莶{辣}[2]嫌[3]险
∅	[1]淹=阉掩腌[2]盐[3]睒{看}[4]□{醋等生白醭}[5]厌[6]炎艳焰
#iap	
t	[8]蝶谍
tʰ	[7]帖贴=
n	[7]聂镊蹑摄涅[8]□{捏；摆弄}
l	[8]粒
ts	[7]接{拼接}[8]捷睫婕洽
tsʰ	[7]窃[8]□{踩（水）}□{～～□niʔ32：忽闪貌}
s	[7]涩[8]涉泄
z	[8]廿{又音}
k	[7]劫□{黏}[8]夹峡{海～}颊
kʰ	[7]怯
ɡ	[8]□{高频}
ŋ	[8]业孽
h	[7]吸-{～石：吸铁石}□{～～：微微出汗}[8]胁协叶{姓}狭=侠
∅	[7]压□{～帖：妥帖}[8]叶{姓，又音}□{～～熠：忽闪}
#uam	
h	[2]凡[4]范犯饭=宦患[5]泛幻[6]梵
#uap	
h	[7]法
#aŋ	
p	[1]崩绷班斑颁扳帮方{正～形}枋{木板}邦浜枫[2]房冯瓶-{酒～，花～}[3]板版榜膀{肩～}绑[4]谤棒蚌[5]放-扮[6]□{合～：刚好}
pʰ	[1]攀{原文阳平，应为误记}芳-{香。原文阳平，应为误记}蜂{原文阳平，应为误记}[2]帆滂旁螃傍膀航庞[3]纺[5]盼胖{～大海}[6]缝{名词}
m	[2]蛮闽芒忙茫盲虻氓[3]挽蟒莽蠓{蚊子}[4]网[6]慢梦
t	[1]坍{～墀}丹东{方向}冬-中-郸[2]陈同铜筒[3]掸党挡{～住}等-[4]荡宕但重{轻～}动-[5]诞旦蛋冻-{寒～：冻疮}栋{～梁}挡{挂～}当{上～}[6]洞
tʰ	[1]蛏通-[2]弹={～奏，子～}棠堂{～兄}唐塘{池～，或读}虫[3]坦倘躺趟桶毯[4]动-{触碰}[5]趁{赚取；处置介词，把}叹通-{通透}
n	[2]难{困～}脓侬{人}[3]□{咱们}[5]□{皱（眉）}[6]难{苦～}
l	[1]㝗{稀疏}[2]兰拦栏廊狼蜋笼聋鳞零-{少数}[3]懒囊朗[4]浪卵-{男阴}膦{男阴}[5]阆{空出}[6]□{伸（舌头等）}
ts	[1]鬃棕赃髒{肮～}曾{姓}[2]层{楼～}丛□{冲（水）}[3]总-{揪、抓}[4]藏{西～}臓{心～}[5]赞栈壮粽攒{或读}[6]赠攒总-{扎（头发）}
tsʰ	[1]餐苍沧葱[2]残塍{田}藏{隐～}[3]铲[5]灿创
s	[1]珊删姗双鬆-{口感疏松}鉎{铁锈}[3]㾪{瘦}嗓搡[5]疝丧送
k	[1]乾={～净，～湿}艰间{空～}奸冈岗刚纲江豇肛蚣工红{女～}[3]擀简涧锏讲港[5]幹{～部}谏杠降{下～}[6]共
kʰ	[1]看{～守}刊牵康慷空-[2]扛[5]抗炕
ŋ	[1]昂[2]凝{冷}言[3]眼[4]雁谚彦唁[5]□{用指甲掐}
h	[1]鼾=夯[2]寒=韩汗{可～}翰瀚行{～列，银～}杭降{投～}[3]罕焊[4]限项[5]汉[6]巷
∅	[1]安=桉肮翁-{丈夫}[2]红洪[5]按晏{～子}堰宴瓮盎{或读}
#ak	
p	[7]剥北幅辐腹别{认识，曾经义副词}[8]缚别-
pʰ	[7]博搏趴[8]雹瀑曝
b	[8]墨木密-{～实}
m	[7]沐{沾染；玩弄，原文作“蔑”}[8]目
t	[7]□{点（头）}[8]毒达踱铎值{～钱}独-{孤僻}度{审时～势}
tʰ	[7]拓踢□{填充}[8]读
n	[8]搦{抓取}
l	[7]落{脱落}[8]栗乐{快～}力六
ts	[7]扎札铡节{～省}作=□{吵闹}[8]浞{～水：按人入水}实-{密集}
tsʰ	[7]察错{～杂}擦漆[8]凿贼
s	[7]撒萨塞虱
k	[7]结{～果}各觉角[8]□{投掷}
kʰ	[7]霍藿确榷壳麯{酒～}结{打～}
ŋ	[8]鄂岳愕鳄
h	[7]喝瞎辖蝎-{～子}豁{～然}郝{姓}[8]学=□{蜀～：一团}
∅	[7]恶{～人}抑-沃-{浇灌}
#eŋ	
p	[1]□{～箩：拜神用具}□{炙烤}[2]凭[3]品-禀匾炳秉[4]并[5]篦鬓[6]便-{便利}
pʰ	[2]拼={～图。原文阳平，应为误记}姘{原文阳平，应为误记}乒{原文阳平，应为误记}烹{原文阳平，应为误记}[2]贫频朋平=评坪=瓶屏[3]品贬[5]聘=
m	[2]眠民萌鸣明盟铭[3]免皿[4]孟命={～令}[6]面{脸}
t	[1]登灯征{～求}瞪丁钉{名词}疔[2]尘藤澄{～港，地名}亭重{～复}[3]等{称重}顶[4]绽郑锭[5]镇凳镫钉{动词}订[6]阵
tʰ	[1]窗汀[2]陈={～情}腾誊澄停廷庭蜓[3]惩逞艇挺颖[4]等-{～下}[5]听-{～睇：看情况}[6]□{与某人作对}
n	[1]□{牛～：一种牛奶和醋制成的丸子}[2]能[3]□{你们}[5]□{蹬}
l	[1]□{量词，次、回}[2]邻鳞燐楞陵凌菱宁龙灵零铃伶拎翎[3]陇搑{推}辇{凤～}[4]另佞[5]□{□kʰaʔ32□kʰaʔ32～：滚来滚去}
ts	[1]津榛臻真增憎僧蒸筝睁精睛贞侦征={长～}钟盅舂[2]曾{～经}[3]振震拯种{～类}肿[4]尽靖净□{走～：追逐}[5]进晋证症政种{动词}众
tsʰ	[1]亲称{～呼}清[2]秦陈{～皮}橙情□{～风：打气}[5]趁衬蹭称{相～}秤铳{鸟～}凊{～饭：剩饭}[6]颂{穿}□{穿}
s	[1]辛新薪身申伸升生={学～}笙牲甥腥[2]神娠乘绳承丞蝇成{～功}诚盛{～水}[3]慎[4]盛{～大}[5]信讯胜迅[6]剩
z	[1]扔[2]人仁[3]纫忍刃韧[6]认
k	[1]今-{～年}跟根巾斤筋均钧更{～换}荆=经=供宫弓[2]穷-[3]紧仅谨境景警竟[4]肾近竞[5]更{～加}敬
kʰ	[1]筐卿轻[2]勤芹茎擎鲸[3]肯仅{唔～：不止}[4]虹-[5]庆磬罄
ŋ	[2]银凝=迎
h	[1]轩欣勋兴{～盛}亨馨胸[2]晕{头～，～船}王{姓}恒行{～李}形型刑荥雄{鸭～：公鸭}[3]很狠[4]恨行={品～}杏幸[5]兴{高～}[6]现
∅	[1]咽烟恩因姻洇应{～该}鹰莺鹦樱英婴缨翁{姓}[2]沿铅寅□{层}[3]引蚓=隐瘾尹涌{海浪}[5]印应{～对}蕹[6]用
#ek	
p	[7]必笔逼迫愊{烦躁}煏{炙烤}
pʰ	[7]匹魄辟劈霹碧
b	[8]蜜□{（水等）满}
m	[8]蔑灭密默匿陌觅幂
t	[7]得德竹竺[8]蛰{惊～}特直值{～日}的{目～}涤敌狄鹿轴嫡笛
tʰ	[7]饬剔惕秃畜{～牲}□{～直：躺平}
n	[7]蹃{蹬（自行车）；踮（脚）}[8]溺肉
l	[8]肋勒陆绿
ts	[7]则鲫积-脊叔烛[8]疾泽蜀-{一}
tsʰ	[7]七膝测侧斥戚粟拭{擦}
s	[7]悉瑟失室息熄媳色啬殖植夕适释析硕[8]实翼{翅膀}熟
z	[8]日
k	[7]揭{～阳：地名}吉橘革戟激菊结-{～血：淤血}[8]极局□{（粥）稠}
kʰ	[7]乞{～食：乞丐}刻击曲{歌～}
ɡ	[8]狱玉钰
ŋ	[8]逆
h	[7]核{～心，审～}黑[8]□{累}
∅	[7]噎乙一[8]缢溢逸忆亿翼易={交～}液腋译浴-
#ɘŋ	
p	[1]奔枫{又音}[3]本笨[6]饭
m	[2]眠{～床}门们扪[3]晚[6]问
t	[1]当□{～厨粪：把垃圾扫入畚斗}[2]长-肠-堂{课～}塘[3]转-{回}[4]断丈{长度单位}荡{漱（口）}[5]顿{三～饭}□{摔落；颠簸}当{～做}[6]段缎传{～记}
tʰ	[1]汤[2]糖[3]捅[4]□{手后～：手肘}[5]褪{脱}烫[6]捅{（用拳）击打；剔（牙）}
n	[1]郎[3]女软[4]卵{蛋}[5]□{钻入}
ts	[1]砖妆-{嫁～}庄赃{又音}[2]钻{（虫子）扭动爬行}[4]□{舔}[5]钻{～孔；～石}葬[6]状-{告～}
tsʰ	[1]村仓疮舱穿-{～针}[2]床[3]□{吃骨头上的肉}[5]刺={～激}
s	[1]酸孙{姓}霜孀桑丧{～葬}[3]耍[5]算蒜
k	[1]扛-{抬}光-{亮}岗{柳～，地名}缸[2]□{～伤：说梦话}[3]卷{胶～}广{～州}[5]钢
kʰ	[1]糠[5]劝囥{藏}
h	[1]殷{或读}
#oŋ	
p	[1]□{扇（巴掌）}[2]乓泵[5]□{放（鞭炮等）}[6]镑
pʰ	[2]蓬篷鹏缝[3]捧[5]肨{膨胀}碰
t	[1]东={～西}中忠[2]憧{游荡}[3]董懂[4]动=仲重={～要}[5]冻=中{射～}[6]栋
tʰ	[1]通[2]同={大～}桐童瞳彤[3]统冢宠[5]痛
l	[1]□{手穿过袖管}[2]农脓隆浓[3]拢垄[4]弄[6]□{手伸入}
ts	[1]宗综终踪[3]总[4]□{～然：突然}[5]纵
tsʰ	[1]聪匆囱充冲衷[2]崇从[3]宠{又音}[4]□{碰到}[5]冲
s	[1]松嵩[2]松{～树}[3]怂[4]诵颂讼[5]宋
k	[1]公功攻[2]戆{晕乎，疯傻}[3]㼦{圆柱体的罐子或舀水容器}[5]贡汞□{熏}
kʰ	[1]空=[3]孔[5]控
h	[1]轰烘风=丰封=峰锋烽[2]弘宏{～观，～伟（又音）}红={～彤彤，又音}洪{或读}鸿虹=逢[3]哄[4]凤奉俸[5]讽□{豆～：豆酥糖}
∅	[1]翁=[5]盎{～司}
#ok	
p	[7]讣仆{前～后继}卜{～卦}[8]蔔{萝～}仆{～人}
pʰ	[7]朴{～素}扑□{鼓起来}
m	[8]没莫寞疫穆牧睦沐
t	[7]笃督筑斫{剁}[8]涿独牍犊逐
l	[7]摝{摇（骰子等）}[8]烙{～印}酪洛络禄陆{～续}录戮
ts	[7]镯祝足[8]粥族
tsʰ	[7]戳捉促触焯猝
s	[7]寂速肃缩淑束塑{～料}[8]俗续赎属塾
z	[8]褥
k	[7]国帼谷[8]焗
kʰ	[7]酷[8]□{侬头～：骷髅头}
h	[7]复{～兴}福蝠[8]斛複{重～}復{～原}覆服伏
∅	[7]握屋沃={肥～}
#uŋ	
p	[1]分-[2]㖹{吹气}[3]本{又音}[5]畚粪[6]饭{又音}
pʰ	[1]奔{～驰，又音}潘-{泔水；淘米水}[2]盆坟[5]喷
b	[1]蚊炆[2]文雯纹[4]闻汶[6]闷
m	[2]门{又音}们{又音}[5]问{又音}
t	[1]敦墩蹲[2]唇[3]盹[4]盾炖钝顿={困～}
tʰ	[1]吞饨[2]屯豚臀[6]□{填补（路面）}
n	[1]□{烧～烧～：温热}[3]忍-[5]嫩
l	[2]仑伦沦轮[4]论
ts	[1]尊遵樽[2]船□{蜀～：一阵}[3]撙{～节：把握}准[4]□{拧}[5]俊浚竣圳隽
tsʰ	[1]椿春[2]存[3]蠢[5]寸
s	[1]孙{儿～}[2]荀旬询循巡殉纯醇驯[3]损笋榫[4]顺[5]逊舜
z	[3]允[4]润[6]闰
k	[1]皲君军[2]裙[3]滚[5]棍郡
kʰ	[1]昆坤[2]拳群[3]捆菌窘[5]困
h	[1]昏婚分=芬氛纷熏薰荤[2]痕魂馄浑云[4]混[5]愤奋训[6]份
∅	[1]温瘟[2]焚匀耘芸[3]稳蚓-[4]晕{晕染}[5]揾{蘸}[6]云{人～亦～}韵运
#uk	
p	[7]不□{两手抱物}
b	[7]吻[8]□{棍击}
t	[8]突凸术{白～}
tʰ	[7]脱
l	[7]□{脱落}[8]捋率{效～}律聿
ts	[7]摔{～跤}卒戌恤率{～领}[8]秫{～米：糯米}□{揉（眼睛）}
tsʰ	[7]出
s	[7]戍摔{抽打}蟀[8]术述怵
k	[7]骨[8]滑猾掘
kʰ	[7]窟屈倔
h	[7]忽佛{仿～}[8]核{果～}佛
∅	[7]郁熨[8]夗{睡觉}
#iaŋ	
p	[1]鞭=边=彬宾槟殡[3]扁={陈水～}贬[4]辩辨汴便={方～}[5]变遍{又音}
pʰ	[2]编篇偏[3]扁={～桃体，又音}贬{又音}[5]骗遍{量词；～地}片=
m	[2]绵=缅[3]免冕娩勉敏抿悯
t	[1]颠巅癫珍□{～时：什么时候}[2]□{谁}[3]碾展碘典[4]电奠垫淀
tʰ	[1]天=[2]填[3]腆[5]畅
l	[1]□{金～金～：金光闪闪}[2]棉={木～}联连怜良凉粱[3]脸两{数词}辆[4]吝亮谅量{数～}[6]练链炼
ts	[1]笺煎将{～来}张={主～}樟蟑彰章=[3]剪践饯诊疹长=趁=[4]丈=仗杖匠[5]溅战颤荐将{～领}奖涨障瘴
tsʰ	[1]迁菖昌猖娼[2]长=肠={灌～}[3]浅厂敞[4]□{单脚跳}[5]唱=倡
s	[1]仙相={～互}厢{～房}湘商[2]详祥尝={又音}裳偿={～还，又音}翔嫦[3]鲜{朝～}癣[4]善膳单{姓}肾上={圣～}尚=象={印～}像={影～}[5]相={～貌}信-{相信}
z	[2]然燃[3]冉瓤壤攘嚷酿[4]让=
k	[1]坚绢捐疆僵缰羌[3]强{勉～}[4]犍键建{动词}健=腱毽[5]见=建{福～}
kʰ	[1]刊{又音}[2]强[3]虔遣谴犬垦恳[5]强{厉害}
ŋ	[1]蔫{风干硬貌。原文阳平，应为误记}[2]妍□{用指甲抓}[3]研仰[5]□{喜爱}
h	[1]掀香=[2]贤玄悬=眩娴[3]晌享响饷显[5]宪映{反～}献衅=向=□{味道}
∅	[1]蔫{味臭}焉燕={～京}渊央=殃[2]洋=阳=扬疡[3]远=养=[4]涎延筵羡援烊{打～}[5]映{放映}
#iak	
p	[8]别=毕
pʰ	[8]□{甩}
t	[7]跌哲蜇侄秩迭窒[8]迭{又音}
tʰ	[7]撤彻辙
l	[8]列烈栗=略{省～}
ts	[7]浙爵嚼酌勺芍灼即
tsʰ	[7]切鹊雀={恐～}绰
s	[7]设削{剥～}屑□{（用巴掌）拍打}
z	[8]热=若弱
k	[7]洁[8]杰
kʰ	[7]厥却怯[8]□{点（火）}
ŋ	[7]讫疟吃{～力}[8]孽虐
h	[7]蝎=
∅	[7]曰约={～保量：大约}跃=钥烁[8]药={芍～}
#uaŋ	
p	[4]叛
pʰ	[1]藩[2]盘{缠绕}蟠槃[5]拌绊判胖=
b	[2]亡忘[3]妄[4]望={德高～重}[6]万
m	[4]馒漫幔蔓慢{傲～}
t	[1]端[4]断={～绝}[5]断{判～}锻
tʰ	[2]团传{～播}
n	[3]暖
l	[2]鸾[4]乱[5]恋
ts	[1]专桩妆=装[3]转=[4]纂撰篆状{～态}撞镌
tsʰ	[1]川穿=[2]全痊诠[3]喘闯[5]篡窜串
s	[1]拴宣喧萱[2]旋璇漩[3]选爽[5]汆算=
z	[3]转{拧（螺丝、瓶盖等）}阮{姓}[4]□{凑合、勉强}
k	[1]观冠{衣～}鳏=关={～卡}光=[3]管馆卷{龙～风}广迥耿[4]□{扭动}[5]贯灌罐管观{寺～}冠{～军}惯=颧眷券逛
kʰ	[1]宽=圈桄匡筐眶[2]权狂[3]款[5]旷况矿
ŋ	[2]颜{～色}元原源[3]玩顽[4]愿
h	[1]翻番藩慌荒方={～向}芳=疯风-封-{～包：红包}[2]桓还=环鬟矾繁簧皇蝗凰妨防芫[3]缓反返谎仿[5]唤焕涣贩晃放=
∅	[1]豌弯湾冤汪[2]完丸{量词，团}员缘袁辕猿王{国～}[3]皖腕宛婉枉往莞{东～}□{我们}[4]旺[5]怨
#uak	
p	[8]勃渤脖跋=拔=
m	[8]末沫
l	[7]劣阅
ts	[7]拙[8]浊蜀□{扭伤}
tsʰ	[7]缀
s	[7]嗉朔塑{雕～}溯
z	[8]悦辱
k	[7]括决诀郭{城～}廓[8]□{大口喝下}
kʰ	[7]廓扩
h	[7]髪{头～}發{～财}法{或读}[8]伐筏阀罚穴乏
∅	[8]越粤
#ioŋ	
tsʰ	[5]冲{有攻击性的}
z	[2]仍戎绒茸[3]冗
k	[1]躬恭[3]拱迥{又音}
kʰ	[2]穷[3]恐巩
h	[1]凶汹匈[2]雄
∅	[1]庸{～俗}痈雍[2]融容蓉镕{朱～基}庸{平～}[3]永甬勇[5]咏泳拥佣涌=
#iok	
tʰ	[7]蓄畜{～牧}
k	[7]粥掬鞠
kʰ	[7]克曲{～折}
h	[7]馥郁{馥～}旭昱煜
∅	[8]育毓欲浴={沐～露}
#ueŋ	
k	[3]耿{又音}
kʰ	[1]倾[2]宏琼[3]顷
h	[2]恒{或读}衡
∅	[2]盈茔荣莹萤[4]孕
#uek	
h	[8]或惑域获
#m̩	
∅	[3]姆[5]唔{不，否定副词}毋{不，否定副词}
