"ID"	"IPA"	"simp"	"trad"	"detail"	"pinyin"	"调类"
477	"tɕy⁵³"	"褚"	"褚"			"tɕy1"
478	"tɕy⁴⁵"	"煮"	"煮"			"tɕy3"
479	"tɕy⁴⁵"	"举"	"舉"			"tɕy3"
480	"tɕy⁴⁵"	"拄"	"拄"			"tɕy3"
481	"tɕy⁴⁵"	"主"	"主"			"tɕy3"
482	"tɕy⁴²³"	"据"	"據"			"tɕy5"
483	"tɕy⁴²³"	"锯"	"鋸"			"tɕy5"
484	"tɕy⁴²³"	"驻"	"駐"			"tɕy5"
485	"tɕy⁴²³"	"注"	"注"			"tɕy5"
486	"tɕy⁴²³"	"蛀"	"蛀"			"tɕy5"
487	"tɕy⁴²³"	"铸"	"鑄"			"tɕy5"
488	"tɕy⁴²³"	"句"	"句"			"tɕy5"
489	"tɕy⁴²³"	"鳜"	"鱖"			"tɕy5"
490	"tɕʰy⁵³"	"枢"	"樞"			"tɕʰy1"
491	"tɕʰy⁵³"	"区"	"區"			"tɕʰy1"
492	"tɕʰy⁵³"	"驱"	"驅"			"tɕʰy1"
493	"tɕʰy⁵³"	"吹"	"吹"			"tɕʰy1"
494	"tɕʰy⁴⁵"	"处"	"處"			"tɕʰy3"
495	"tɕʰy⁴⁵"	"鼠"	"鼠"			"tɕʰy3"
496	"tɕʰy⁴²³"	"处"	"處"			"tɕʰy5"
497	"tɕʰy⁴²³"	"去"	"去"			"tɕʰy5"
498	"dʑy¹³"	"渠"	"渠"			"dʑy2"
499	"dʑy¹³"	"聚"	"聚"			"dʑy2"
500	"dʑy¹³"	"橱"	"櫥"			"dʑy2"
501	"dʑy¹³"	"厨"	"廚"			"dʑy2"
502	"dʑy¹³"	"瞿"	"瞿"			"dʑy2"
503	"dʑy¹³"	"除"	"除"			"dʑy2"
504	"dʑy¹³"	"储"	"儲"			"dʑy2"
505	"dʑy²¹³"	"巨"	"巨"			"dʑy6"
506	"dʑy²¹³"	"拒"	"拒"			"dʑy6"
507	"dʑy²¹³"	"距"	"距"			"dʑy6"
508	"dʑy²¹³"	"柱"	"柱"			"dʑy6"
509	"dʑy²¹³"	"住"	"住"			"dʑy6"
510	"dʑy²¹³"	"俱"	"俱"			"dʑy6"
511	"dʑy²¹³"	"惧"	"懼"			"dʑy6"
512	"dʑy²¹³"	"具"	"具"			"dʑy6"
513	"dʑy²¹³"	"苎"	"苧"			"dʑy6"
514	"ȵy⁴⁵"	"女"	"女"			"ȵy3"
515	"ɕy⁵³"	"书"	"書"			"ɕy1"
516	"ɕy⁵³"	"舒"	"舒"			"ɕy1"
517	"ɕy⁵³"	"嘘"	"噓"			"ɕy1"
518	"ɕy⁵³"	"虚"	"虛"			"ɕy1"
519	"ɕy⁵³"	"输"	"輸"			"ɕy1"
520	"ɕy⁵³"	"戍"	"戍"			"ɕy1"
521	"ɕy⁵³"	"输"	"輸"			"ɕy1"
522	"ɕy⁴⁵"	"暑"	"暑"			"ɕy3"
523	"ɕy⁴⁵"	"庶"	"庶"			"ɕy3"
524	"ɕy⁴⁵"	"汝"	"汝"			"ɕy3"
525	"ɕy⁴⁵"	"许"	"許"			"ɕy3"
526	"ɕy⁴⁵"	"水"	"水"			"ɕy3"
527	"ɕy⁴²³"	"恕"	"恕"			"ɕy5"
528	"ɕy⁴²³"	"署"	"署"			"ɕy5"
529	"ɕy⁴²³"	"荽"	"荽"			"ɕy5"
530	"ʑy¹³"	"如"	"如"			"ʑy2"
531	"ʑy¹³"	"儒"	"儒"			"ʑy2"
532	"ʑy²¹³"	"竖"	"豎"			"ʑy6"
533	"ʑy²¹³"	"树"	"樹"			"ʑy6"
534	"ʑy²¹³"	"乳"	"乳"			"ʑy6"
535	"ɦy¹³"	"鱼"	"魚"			"ɦy2"
536	"ɦy¹³"	"渔"	"漁"			"ɦy2"
537	"ɦy¹³"	"于"	"於"			"ɦy2"
538	"ɦy¹³"	"余"	"餘"			"ɦy2"
539	"ɦy¹³"	"愚"	"愚"			"ɦy2"
540	"ɦy¹³"	"虞"	"虞"			"ɦy2"
541	"ɦy¹³"	"娱"	"娛"			"ɦy2"
542	"ɦy¹³"	"迂"	"迂"			"ɦy2"
543	"ɦy¹³"	"盂"	"盂"			"ɦy2"
544	"ɦy¹³"	"榆"	"榆"			"ɦy2"
545	"ɦy¹³"	"逾"	"逾"			"ɦy2"
546	"ɦy¹³"	"愉"	"愉"			"ɦy2"
547	"ɦy²¹³"	"御"	"禦"			"ɦy6"
548	"ɦy²¹³"	"与"	"與"			"ɦy6"
549	"ɦy²¹³"	"豫"	"豫"			"ɦy6"
550	"ɦy²¹³"	"预"	"預"			"ɦy6"
551	"ɦy²¹³"	"誉"	"譽"			"ɦy6"
552	"ɦy²¹³"	"遇"	"遇"			"ɦy6"
553	"ɦy²¹³"	"寓"	"寓"			"ɦy6"
554	"ɦy²¹³"	"芋"	"芋"			"ɦy6"
555	"ɦy²¹³"	"愈"	"愈"			"ɦy6"
556	"ɦy²¹³"	"喻"	"喻"			"ɦy6"
557	"ɦy²¹³"	"裕"	"裕"			"ɦy6"
558	"ɦy²¹³"	"喂"	"餵"			"ɦy6"
559	"y⁵³"	"淤"	"淤"			"y1"
560	"y⁴⁵"	"语"	"語"			"y3"
561	"y⁴⁵"	"雨"	"雨"			"y3"
562	"y⁴⁵"	"宇"	"宇"			"y3"
563	"y⁴⁵"	"禹"	"禹"			"y3"
564	"y⁴⁵"	"羽"	"羽"			"y3"
565	"pɪ⁵³"	"蓖"	"蓖"			"pɪ1"
566	"pɪ⁵³"	"篦"	"篦"			"pɪ1"
567	"pɪ⁵³"	"鞭"	"鞭"			"pɪ1"
568	"pɪ⁵³"	"编"	"編"			"pɪ1"
569	"pɪ⁵³"	"边"	"邊"			"pɪ1"
570	"pɪ⁵³"	"蝙"	"蝙"			"pɪ1"
571	"pɪ⁴⁵"	"贬"	"貶"			"pɪ3"
572	"pɪ⁴⁵"	"扁"	"扁"			"pɪ3"
573	"pɪ⁴⁵"	"匾"	"匾"			"pɪ3"
574	"pɪ⁴²³"	"变"	"變"			"pɪ5"
575	"pʰɪ⁵³"	"篇"	"篇"			"pʰɪ1"
576	"pʰɪ⁵³"	"偏"	"偏"			"pʰɪ1"
577	"pʰɪ⁴²³"	"骗"	"騙"			"pʰɪ5"
578	"pʰɪ⁴²³"	"遍"	"遍"			"pʰɪ5"
579	"pʰɪ⁴²³"	"片"	"片"			"pʰɪ5"
580	"bɪ¹³"	"便"	"便"			"bɪ2"
581	"bɪ²¹³"	"辨"	"辨"			"bɪ6"
582	"bɪ²¹³"	"辩"	"辯"			"bɪ6"
583	"bɪ²¹³"	"汴"	"汴"			"bɪ6"
584	"bɪ²¹³"	"便"	"便"			"bɪ6"
585	"bɪ²¹³"	"辫"	"辮"			"bɪ6"
586	"mɪ¹³"	"棉"	"棉"			"mɪ2"
587	"mɪ¹³"	"绵"	"綿"			"mɪ2"
588	"mɪ¹³"	"眠"	"眠"			"mɪ2"
589	"mɪ⁴⁵"	"免"	"免"			"mɪ3"
590	"mɪ⁴⁵"	"勉"	"勉"			"mɪ3"
591	"mɪ⁴⁵"	"娩"	"娩"			"mɪ3"
592	"mɪ²¹³"	"面"	"面"			"mɪ6"
593	"mɪ²¹³"	"缅"	"緬"			"mɪ6"
594	"tɪ⁵³"	"掂"	"掂"			"tɪ1"
595	"tɪ⁵³"	"颠"	"顛"			"tɪ1"
596	"tɪ⁵³"	"癫"	"癲"			"tɪ1"
597	"tɪ⁴⁵"	"点"	"點"			"tɪ3"
598	"tɪ⁴⁵"	"典"	"典"			"tɪ3"
599	"tɪ⁴²³"	"店"	"店"			"tɪ5"
600	"tʰɪ⁵³"	"添"	"添"			"tʰɪ1"
601	"tʰɪ⁵³"	"天"	"天"			"tʰɪ1"
602	"tʰɪ⁴⁵"	"舔"	"舔"			"tʰɪ3"
603	"tʰɪ⁴²³"	"掭"	"掭"			"tʰɪ5"
604	"dɪ¹³"	"甜"	"甜"			"dɪ2"
605	"dɪ¹³"	"田"	"田"			"dɪ2"
606	"dɪ¹³"	"填"	"填"			"dɪ2"
607	"dɪ²¹³"	"电"	"電"			"dɪ6"
608	"dɪ²¹³"	"殿"	"殿"			"dɪ6"
609	"dɪ²¹³"	"奠"	"奠"			"dɪ6"
610	"dɪ²¹³"	"垫"	"墊"			"dɪ6"
611	"dɪ²¹³"	"淀"	"淀"			"dɪ6"
612	"dɪ²¹³"	"靛"	"靛"			"dɪ6"
613	"lɪ¹³"	"廉"	"廉"			"lɪ2"
614	"lɪ¹³"	"镰"	"鐮"			"lɪ2"
615	"lɪ¹³"	"帘"	"簾"			"lɪ2"
616	"lɪ¹³"	"连"	"連"			"lɪ2"
617	"lɪ¹³"	"联"	"聯"			"lɪ2"
618	"lɪ¹³"	"鲢"	"鰱"			"lɪ2"
619	"lɪ¹³"	"怜"	"憐"			"lɪ2"
620	"lɪ¹³"	"莲"	"蓮"			"lɪ2"
621	"lɪ⁴⁵"	"殓"	"殮"			"lɪ3"
622	"lɪ⁴⁵"	"脸"	"臉"			"lɪ3"
623	"lɪ²¹³"	"敛"	"斂"			"lɪ6"
624	"lɪ²¹³"	"练"	"練"			"lɪ6"
625	"lɪ²¹³"	"炼"	"煉"			"lɪ6"
626	"lɪ²¹³"	"楝"	"楝"			"lɪ6"
627	"lɪ²¹³"	"恋"	"戀"			"lɪ6"
628	"tsɪ⁵³"	"尖"	"尖"			"tsɪ1"
629	"tsɪ⁵³"	"煎"	"煎"			"tsɪ1"
630	"tsɪ⁴⁵"	"酒"	"酒"			"tsɪ3"
631	"tsɪ⁴⁵"	"剪"	"剪"			"tsɪ3"
632	"tsɪ⁴²³"	"箭"	"箭"			"tsɪ5"
633	"tsɪ⁴²³"	"荐"	"薦"			"tsɪ5"
634	"tsʰɪ⁵³"	"秋"	"秋"			"tsʰɪ1"
635	"tsʰɪ⁵³"	"鳅"	"鰍"			"tsʰɪ1"
636	"tsʰɪ⁵³"	"歼"	"殲"			"tsʰɪ1"
637	"tsʰɪ⁵³"	"签"	"簽"			"tsʰɪ1"
638	"tsʰɪ⁵³"	"纤"	"縴"			"tsʰɪ1"
639	"tsʰɪ⁵³"	"千"	"千"			"tsʰɪ1"
640	"tsʰɪ⁵³"	"迁"	"遷"			"tsʰɪ1"
641	"tsʰɪ⁴⁵"	"浅"	"淺"			"tsʰɪ3"
642	"dzɪ¹³"	"潜"	"潛"			"dzɪ2"
643	"dzɪ¹³"	"钱"	"錢"			"dzɪ2"
644	"dzɪ¹³"	"全"	"全"			"dzɪ2"
645	"dzɪ¹³"	"泉"	"泉"			"dzɪ2"
646	"dzɪ²¹³"	"渐"	"漸"			"dzɪ6"
647	"dzɪ²¹³"	"践"	"踐"			"dzɪ6"
648	"dzɪ²¹³"	"贱"	"賤"			"dzɪ6"
649	"dzɪ²¹³"	"饯"	"餞"			"dzɪ6"
650	"sɪ⁵³"	"修"	"修"			"sɪ1"
651	"sɪ⁵³"	"羞"	"羞"			"sɪ1"
652	"sɪ⁵³"	"仙"	"仙"			"sɪ1"
653	"sɪ⁵³"	"鲜"	"鮮"			"sɪ1"
654	"sɪ⁵³"	"先"	"先"			"sɪ1"
655	"sɪ⁵³"	"宣"	"宣"			"sɪ1"
656	"sɪ⁵³"	"喧"	"喧"			"sɪ1"
657	"sɪ⁴⁵"	"癣"	"癬"			"sɪ3"
658	"sɪ⁴⁵"	"选"	"選"			"sɪ3"
659	"sɪ⁴²³"	"秀"	"秀"			"sɪ5"
660	"sɪ⁴²³"	"绣"	"繡"			"sɪ5"
661	"sɪ⁴²³"	"锈"	"銹"			"sɪ5"
662	"sɪ⁴²³"	"线"	"線"			"sɪ5"
663	"zɪ¹³"	"囚"	"囚"			"zɪ2"
664	"zɪ¹³"	"泅"	"泅"			"zɪ2"
665	"zɪ¹³"	"前"	"前"			"zɪ2"
666	"zɪ¹³"	"旋"	"旋"			"zɪ2"
667	"zɪ²¹³"	"袖"	"袖"			"zɪ6"
668	"zɪ²¹³"	"贱"	"賤"			"zɪ6"
669	"zɪ²¹³"	"羡"	"羨"			"zɪ6"
670	"kɪ⁵³"	"沟"	"溝"			"kɪ1"
671	"kɪ⁵³"	"勾"	"勾"			"kɪ1"
672	"kɪ⁵³"	"钩"	"鉤"			"kɪ1"
673	"kɪ⁵³"	"垢"	"垢"			"kɪ1"
674	"kɪ⁴⁵"	"狗"	"狗"			"kɪ3"
675	"kɪ⁴⁵"	"苟"	"苟"			"kɪ3"
676	"kɪ⁴²³"	"够"	"夠"			"kɪ5"
677	"kɪ⁴²³"	"构"	"構"			"kɪ5"
678	"kɪ⁴²³"	"购"	"購"			"kɪ5"
679	"kʰɪ⁵³"	"抠"	"摳"			"kʰɪ1"
680	"kʰɪ⁴⁵"	"口"	"口"			"kʰɪ3"
681	"kʰɪ⁴²³"	"扣"	"扣"			"kʰɪ5"
682	"kʰɪ⁴²³"	"寇"	"寇"			"kʰɪ5"
683	"ɡɪ²¹³"	"厚"	"厚"			"ɡɪ6"
684	"ŋɪ⁴⁵"	"藕"	"藕"			"ŋɪ3"
685	"ŋɪ⁴⁵"	"偶"	"偶"			"ŋɪ3"
686	"hɪ⁴²³"	"鲎"	"鱟"			"hɪ5"
687	"ɪ⁴⁵"	"呕"	"嘔"			"ɪ3"
688	"ɪ⁴²³"	"怄"	"慪"			"ɪ5"
689	"tɕiɪ⁵³"	"兼"	"兼"			"tɕiɪ1"
690	"tɕiɪ⁵³"	"搛"	"搛"			"tɕiɪ1"
691	"tɕiɪ⁵³"	"间"	"間"			"tɕiɪ1"
692	"tɕiɪ⁵³"	"艰"	"艱"			"tɕiɪ1"
693	"tɕiɪ⁵³"	"奸"	"姦"			"tɕiɪ1"
694	"tɕiɪ⁵³"	"涧"	"澗"			"tɕiɪ1"
695	"tɕiɪ⁵³"	"肩"	"肩"			"tɕiɪ1"
696	"tɕiɪ⁵³"	"坚"	"堅"			"tɕiɪ1"
697	"tɕiɪ⁵³"	"鉴"	"鑑"			"tɕiɪ1"
698	"tɕiɪ⁴⁵"	"检"	"檢"			"tɕiɪ3"
699	"tɕiɪ⁴⁵"	"简"	"簡"			"tɕiɪ3"
700	"tɕiɪ⁴⁵"	"柬"	"柬"			"tɕiɪ3"
701	"tɕiɪ⁴⁵"	"茧"	"繭"			"tɕiɪ3"
702	"tɕiɪ⁴⁵"	"研"	"研"			"tɕiɪ3"
703	"tɕiɪ⁴²³"	"剑"	"劍"			"tɕiɪ5"
704	"tɕiɪ⁴²³"	"谏"	"諫"			"tɕiɪ5"
705	"tɕiɪ⁴²³"	"锏"	"鐧"			"tɕiɪ5"
706	"tɕiɪ⁴²³"	"建"	"建"			"tɕiɪ5"
707	"tɕiɪ⁴²³"	"见"	"見"			"tɕiɪ5"
708	"tɕʰiɪ⁵³"	"谦"	"謙"			"tɕʰiɪ1"
709	"tɕʰiɪ⁵³"	"牵"	"牽"			"tɕʰiɪ1"
710	"tɕʰiɪ⁴⁵"	"遣"	"遣"			"tɕʰiɪ3"
711	"tɕʰiɪ⁴²³"	"芡"	"芡"			"tɕʰiɪ5"
712	"tɕʰiɪ⁴²³"	"欠"	"欠"			"tɕʰiɪ5"
713	"tɕʰiɪ⁴²³"	"舰"	"艦"			"tɕʰiɪ5"
714	"tɕʰiɪ⁴²³"	"歉"	"歉"			"tɕʰiɪ5"
715	"dʑiɪ¹³"	"钳"	"鉗"			"dʑiɪ2"
716	"dʑiɪ¹³"	"乾"	"乾"			"dʑiɪ2"
717	"dʑiɪ¹³"	"虔"	"虔"			"dʑiɪ2"
718	"dʑiɪ¹³"	"掮"	"掮"			"dʑiɪ2"
719	"dʑiɪ²¹³"	"俭"	"儉"			"dʑiɪ6"
720	"dʑiɪ²¹³"	"件"	"件"			"dʑiɪ6"
721	"dʑiɪ²¹³"	"犍"	"犍"			"dʑiɪ6"
722	"dʑiɪ²¹³"	"键"	"鍵"			"dʑiɪ6"
723	"dʑiɪ²¹³"	"健"	"健"			"dʑiɪ6"
724	"ȵiɪ⁵³"	"拈"	"拈"			"ȵiɪ1"
725	"ȵiɪ¹³"	"粘"	"粘"			"ȵiɪ2"
726	"ȵiɪ¹³"	"严"	"嚴"			"ȵiɪ2"
727	"ȵiɪ¹³"	"鲇"	"鮎"			"ȵiɪ2"
728	"ȵiɪ¹³"	"年"	"年"			"ȵiɪ2"
729	"ȵiɪ¹³"	"研"	"研"			"ȵiɪ2"
730	"ȵiɪ¹³"	"岩"	"岩"			"ȵiɪ2"
731	"ȵiɪ⁴⁵"	"碾"	"碾"			"ȵiɪ3"
732	"ȵiɪ⁴⁵"	"捻"	"捻"			"ȵiɪ3"
733	"ȵiɪ⁴⁵"	"撵"	"攆"			"ȵiɪ3"
734	"ȵiɪ⁴⁵"	"染"	"染"			"ȵiɪ3"
735	"ȵiɪ²¹³"	"验"	"驗"			"ȵiɪ6"
736	"ȵiɪ²¹³"	"俨"	"儼"			"ȵiɪ6"
737	"ȵiɪ²¹³"	"念"	"念"			"ȵiɪ6"
738	"ȵiɪ²¹³"	"砚"	"硯"			"ȵiɪ6"
739	"ɕiɪ⁵³"	"轩"	"軒"			"ɕiɪ1"
740	"ɕiɪ⁵³"	"掀"	"掀"			"ɕiɪ1"
741	"ɕiɪ⁴⁵"	"险"	"險"			"ɕiɪ3"
742	"ɕiɪ⁴⁵"	"显"	"顯"			"ɕiɪ3"
743	"ɕiɪ⁴⁵"	"蚬"	"蜆"			"ɕiɪ3"
744	"ɕiɪ⁴²³"	"宪"	"憲"			"ɕiɪ5"
745	"ɕiɪ⁴²³"	"献"	"獻"			"ɕiɪ5"
746	"ɦiɪ¹³"	"炎"	"炎"			"ɦiɪ2"
747	"ɦiɪ¹³"	"盐"	"鹽"			"ɦiɪ2"
748	"ɦiɪ¹³"	"檐"	"簷"			"ɦiɪ2"
749	"ɦiɪ¹³"	"阎"	"閻"			"ɦiɪ2"
750	"ɦiɪ¹³"	"嫌"	"嫌"			"ɦiɪ2"
751	"ɦiɪ¹³"	"涎"	"涎"			"ɦiɪ2"
752	"ɦiɪ¹³"	"延"	"延"			"ɦiɪ2"
753	"ɦiɪ¹³"	"筵"	"筵"			"ɦiɪ2"
754	"ɦiɪ¹³"	"衍"	"衍"			"ɦiɪ2"
755	"ɦiɪ¹³"	"言"	"言"			"ɦiɪ2"
756	"ɦiɪ¹³"	"贤"	"賢"			"ɦiɪ2"
757	"ɦiɪ¹³"	"弦"	"弦"			"ɦiɪ2"
758	"ɦiɪ¹³"	"舷"	"舷"			"ɦiɪ2"
759	"ɦiɪ¹³"	"沿"	"沿"			"ɦiɪ2"
760	"ɦiɪ¹³"	"咸"	"咸"			"ɦiɪ2"
761	"ɦiɪ¹³"	"陷"	"陷"			"ɦiɪ2"
762	"ɦiɪ¹³"	"衔"	"銜"			"ɦiɪ2"
763	"ɦiɪ¹³"	"颜"	"顏"			"ɦiɪ2"
764	"ɦiɪ²¹³"	"艳"	"艷"			"ɦiɪ6"
765	"ɦiɪ²¹³"	"焰"	"焰"			"ɦiɪ6"
766	"ɦiɪ²¹³"	"谚"	"諺"			"ɦiɪ6"
767	"ɦiɪ²¹³"	"现"	"現"			"ɦiɪ6"
768	"iɪ⁵³"	"淹"	"淹"			"iɪ1"
769	"iɪ⁵³"	"腌"	"醃"			"iɪ1"
770	"iɪ⁵³"	"烟"	"煙"			"iɪ1"
771	"iɪ⁵³"	"胭"	"胭"			"iɪ1"
772	"iɪ⁵³"	"蔫"	"蔫"			"iɪ1"
773	"iɪ⁴⁵"	"演"	"演"			"iɪ3"
774	"iɪ⁴²³"	"厌"	"厭"			"iɪ5"
775	"iɪ⁴²³"	"堰"	"堰"			"iɪ5"
776	"iɪ⁴²³"	"燕"	"燕"			"iɪ5"
777	"iɪ⁴²³"	"咽"	"咽"			"iɪ5"
778	"iɪ⁴²³"	"宴"	"宴"			"iɪ5"
779	"iɪ⁴²³"	"雁"	"雁"			"iɪ5"
780	"pei⁵³"	"贝"	"貝"			"pei1"
781	"pei⁵³"	"杯"	"杯"			"pei1"
782	"pei⁵³"	"背"	"背"			"pei1"
783	"pei⁵³"	"碑"	"碑"			"pei1"
784	"pei⁵³"	"卑"	"卑"			"pei1"
785	"pei⁵³"	"悲"	"悲"			"pei1"
786	"pei⁴²³"	"辈"	"輩"			"pei5"
787	"pei⁴²³"	"背"	"背"			"pei5"
788	"pei⁴²³"	"臂"	"臂"			"pei5"
789	"pʰei⁵³"	"胚"	"胚"			"pʰei1"
790	"pʰei⁵³"	"坯"	"坯"			"pʰei1"
791	"pʰei⁵³"	"剖"	"剖"			"pʰei1"
792	"pʰei⁴²³"	"配"	"配"			"pʰei5"
793	"bei¹³"	"培"	"培"			"bei2"
794	"bei¹³"	"陪"	"陪"			"bei2"
795	"bei¹³"	"赔"	"賠"			"bei2"
796	"bei¹³"	"裴"	"裴"			"bei2"
797	"bei²¹³"	"倍"	"倍"			"bei6"
798	"bei²¹³"	"佩"	"佩"			"bei6"
799	"bei²¹³"	"背"	"背"			"bei6"
800	"bei²¹³"	"焙"	"焙"			"bei6"
801	"bei²¹³"	"痱"	"痱"			"bei6"
802	"mei¹³"	"眉"	"眉"			"mei2"
803	"mei¹³"	"梅"	"梅"			"mei2"
804	"mei¹³"	"枚"	"枚"			"mei2"
805	"mei¹³"	"玫"	"玫"			"mei2"
806	"mei¹³"	"媒"	"媒"			"mei2"
807	"mei¹³"	"煤"	"煤"			"mei2"
808	"mei¹³"	"莓"	"莓"			"mei2"
809	"mei¹³"	"霉"	"黴"			"mei2"
810	"mei¹³"	"谋"	"謀"			"mei2"
811	"mei⁴⁵"	"每"	"每"			"mei3"
812	"mei⁴⁵"	"美"	"美"			"mei3"
813	"mei⁴⁵"	"某"	"某"			"mei3"
814	"mei²¹³"	"妹"	"妹"			"mei6"
815	"mei²¹³"	"昧"	"昧"			"mei6"
816	"mei²¹³"	"媚"	"媚"			"mei6"
817	"mei²¹³"	"寐"	"寐"			"mei6"
818	"mei²¹³"	"谜"	"謎"			"mei6"
819	"mei²¹³"	"茂"	"茂"			"mei6"
820	"mei²¹³"	"贸"	"貿"			"mei6"
821	"fei⁴⁵"	"否"	"否"			"fei3"
822	"vei¹³"	"浮"	"浮"			"vei2"
823	"tei⁵³"	"堆"	"堆"			"tei1"
824	"tei⁵³"	"兜"	"兜"			"tei1"
825	"tei⁵³"	"丢"	"丟"			"tei1"
826	"tei⁴⁵"	"抖"	"抖"			"tei3"
827	"tei⁴⁵"	"陡"	"陡"			"tei3"
828	"tei⁴²³"	"对"	"對"			"tei5"
829	"tei⁴²³"	"屉"	"屜"			"tei5"
830	"tei⁴²³"	"斗"	"鬥"			"tei5"
831	"tʰei⁵³"	"推"	"推"			"tʰei1"
832	"tʰei⁵³"	"偷"	"偷"			"tʰei1"
833	"tʰei⁴⁵"	"腿"	"腿"			"tʰei3"
834	"tʰei⁴²³"	"退"	"退"			"tʰei5"
835	"tʰei⁴²³"	"颓"	"頹"			"tʰei5"
836	"tʰei⁴²³"	"蜕"	"蛻"			"tʰei5"
837	"tʰei⁴²³"	"透"	"透"			"tʰei5"
838	"dei¹³"	"头"	"頭"			"dei2"
839	"dei¹³"	"投"	"投"			"dei2"
840	"dei²¹³"	"队"	"隊"			"dei6"
841	"dei²¹³"	"兑"	"兌"			"dei6"
842	"dei²¹³"	"豆"	"豆"			"dei6"
843	"dei²¹³"	"逗"	"逗"			"dei6"
844	"dei²¹³"	"痘"	"痘"			"dei6"
845	"nei²¹³"	"内"	"內"			"nei6"
846	"nei²¹³"	"芮"	"芮"			"nei6"
847	"lei⁵³"	"溜"	"溜"			"lei1"
848	"lei¹³"	"流"	"流"			"lei2"
849	"lei¹³"	"刘"	"劉"			"lei2"
850	"lei¹³"	"留"	"留"			"lei2"
851	"lei¹³"	"榴"	"榴"			"lei2"
852	"lei¹³"	"硫"	"硫"			"lei2"
853	"lei¹³"	"琉"	"琉"			"lei2"
854	"lei¹³"	"雷"	"雷"			"lei2"
855	"lei¹³"	"擂"	"擂"			"lei2"
856	"lei¹³"	"楼"	"樓"			"lei2"
857	"lei⁴⁵"	"屡"	"屢"			"lei3"
858	"lei⁴⁵"	"柳"	"柳"			"lei3"
859	"lei⁴⁵"	"儡"	"儡"			"lei3"
860	"lei⁴⁵"	"垒"	"壘"			"lei3"
861	"lei⁴⁵"	"搂"	"摟"			"lei3"
862	"lei²¹³"	"馏"	"餾"			"lei6"
863	"lei²¹³"	"类"	"類"			"lei6"
864	"lei²¹³"	"漏"	"漏"			"lei6"
865	"lei²¹³"	"陋"	"陋"			"lei6"
866	"tsei⁵³"	"追"	"追"			"tsei1"
867	"tsei⁵³"	"锥"	"錐"			"tsei1"
868	"tsei⁵³"	"昼"	"晝"			"tsei1"
869	"tsei⁵³"	"邹"	"鄒"			"tsei1"
870	"tsei⁵³"	"周"	"週"			"tsei1"
871	"tsei⁵³"	"舟"	"舟"			"tsei1"
872	"tsei⁵³"	"州"	"州"			"tsei1"
873	"tsei⁵³"	"洲"	"洲"			"tsei1"
874	"tsei⁴⁵"	"嘴"	"嘴"			"tsei3"
875	"tsei⁴⁵"	"走"	"走"			"tsei3"
876	"tsei⁴²³"	"缀"	"綴"			"tsei5"
877	"tsei⁴²³"	"赘"	"贅"			"tsei5"
878	"tsei⁴²³"	"醉"	"醉"			"tsei5"
879	"tsei⁴²³"	"奏"	"奏"			"tsei5"
880	"tsei⁴²³"	"皱"	"皺"			"tsei5"
881	"tsei⁴²³"	"绉"	"縐"			"tsei5"
882	"tsei⁴²³"	"咒"	"咒"			"tsei5"
883	"tsei⁴²³"	"帚"	"帚"			"tsei5"
884	"tsei⁴²³"	"最"	"最"			"tsei5"
885	"tsʰei⁵³"	"催"	"催"			"tsʰei1"
886	"tsʰei⁵³"	"崔"	"崔"			"tsʰei1"
887	"tsʰei⁵³"	"吹"	"吹"			"tsʰei1"
888	"tsʰei⁵³"	"炊"	"炊"			"tsʰei1"
889	"tsʰei⁵³"	"抽"	"抽"			"tsʰei1"
890	"tsʰei⁴⁵"	"丑"	"醜"			"tsʰei3"
891	"tsʰei⁴²³"	"脆"	"脆"			"tsʰei5"
892	"tsʰei⁴²³"	"翠"	"翠"			"tsʰei5"
893	"tsʰei⁴²³"	"凑"	"湊"			"tsʰei5"
894	"tsʰei⁴²³"	"臭"	"臭"			"tsʰei5"
895	"dzei¹³"	"垂"	"垂"			"dzei2"
896	"dzei¹³"	"槌"	"槌"			"dzei2"
897	"dzei¹³"	"锤"	"錘"			"dzei2"
898	"dzei¹³"	"谁"	"誰"			"dzei2"
899	"dzei¹³"	"绸"	"綢"			"dzei2"
900	"dzei¹³"	"稠"	"稠"			"dzei2"
901	"dzei¹³"	"筹"	"籌"			"dzei2"
902	"dzei¹³"	"仇"	"仇"			"dzei2"
903	"dzei¹³"	"酬"	"酬"			"dzei2"
904	"dzei¹³"	"柔"	"柔"			"dzei2"
905	"dzei²¹³"	"罪"	"罪"			"dzei6"
906	"dzei²¹³"	"睡"	"睡"			"dzei6"
907	"dzei²¹³"	"瑞"	"瑞"			"dzei6"
908	"dzei²¹³"	"遂"	"遂"			"dzei6"
909	"dzei²¹³"	"隧"	"隧"			"dzei6"
910	"dzei²¹³"	"穗"	"穗"			"dzei6"
911	"dzei²¹³"	"坠"	"墜"			"dzei6"
912	"dzei²¹³"	"纣"	"紂"			"dzei6"
913	"dzei²¹³"	"宙"	"宙"			"dzei6"
914	"dzei²¹³"	"冑"	"冑"			"dzei6"
915	"dzei²¹³"	"骤"	"驟"			"dzei6"
916	"sei⁵³"	"虽"	"雖"			"sei1"
917	"sei⁵³"	"尿"	"尿"			"sei1"
918	"sei⁵³"	"搜"	"搜"			"sei1"
919	"sei⁵³"	"飕"	"颼"			"sei1"
