// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x	ɣ
@FIN	an
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
ts	uɑŋ	去聲	鑽{~子} 攥
tsʰ	uɑŋ	陰平	撺{~掇} □{衝刺}
tsʰ	uɑŋ	陽平上	□{隱藏} □{聚集} □{堆土：~墳}
tsʰ	uɑŋ	去聲	竄 □{利索，幹練}
s	uɑŋ	陰平	酸
s	uɑŋ	去聲	算 蒜
k	uɑŋ	陰平	專 磚 官 棺 冠 觀 關
k	uɑŋ	陽平上	管 館
k	uɑŋ	去聲	貫 灌 罐 觀{寺~} 冠{~軍} 慣 轉{~眼} 傳{~記} 賺
kʰ	uɑŋ	陰平	寬 川 穿
kʰ	uɑŋ	陽平上	傳{~達} 椽 船 款 喘
kʰ	uɑŋ	去聲	串
x	uɑŋ	陰平	歡
x	uɑŋ	陽平上	還{~原} 環 緩
x	uɑŋ	去聲	喚 換 患
// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	t	tʰ	l	ts	tsʰ	s	pf	pfʰ	x
@FIN	uə
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
t	uə	陰平	多
t	uə	陽平上	奪 躲 朵
t	uə	去聲	馱{~子} 垜 剁 掇{拾~} □{刺繡：~花兒}
tʰ	uə	陰平	托
tʰ	uə	陽平上	駝 馱{~起來}
tʰ	uə	去聲	脫
l	uə	陰平	囉
l	uə	陽平上	羅 鑼 籮 騾 腡 □{割：~一塊肉}
l	uə	去聲	摞 落 駱 樂{又ʐyə} 烙 絡 糯
ts	uə	陰平	撮
ts	uə	陽平上	鑿 左
ts	uə	去聲	坐 作 做{又tsuə}
tsʰ	uə	陰平	搓
tsʰ	uə	陽平上	矬
tsʰ	uə	去聲	錯
s	uə	陰平	梭 縮
s	uə	陽平上	鎖 瑣 索{繩~}
s	uə	去聲	□{吮吸}
pf	uə	陰平	鍋
pf	uə	陽平上	著{~氣，睡~} 鐲 果 裹 餜
pf	uə	去聲	桌 拙 捉 著{穿~，~落} 過 郭 國 過
pfʰ	uə	陽平上	科 顆 棵 □{用木條等打}
pfʰ	uə	去聲	綽 戳 擴 闊 課
x	uə	陰平	豁{~口} 劐{用刀子~開}
x	uə	陽平上	和{~氣，~麵} 活 火 夥
x	uə	去聲	禍 貨 藿 獲
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	k	kʰ	x
@FIN	uɛ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
k	uɛ	陰平	乖
k	uɛ	陽平上	柺
k	uɛ	去聲	怪 拽
kʰ	uɛ	陰平	寬 揣
kʰ	uɛ	陽平上	踹 塊 會{~計} 快 筷
x	uɛ	陽平上	懷 槐
x	uɛ	去聲	壞
// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	k	kʰ	x
@FIN	uᴀ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
k	uᴀ	陰平	抓 瓜
k	uᴀ	陽平上	寡 剮 □{傻} 刮{~鬍子} 爪
k	uᴀ	去聲	掛 刮{~風} 聒{耳~子}
kʰ	uᴀ	陰平	誇 欻{一~拉：一串} □{象聲詞}
kʰ	uᴀ	陽平上	垮 □{捋，嚕}
kʰ	uᴀ	去聲	跨 胯 挎
x	uᴀ	陰平	花 劃{~拳}
x	uᴀ	陽平上	華 鏵 滑 猾
x	uᴀ	去聲	化 畫 話 劃{~船，計~}
// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	l	tɕ	tɕʰ	ɕ	ʑ
@FIN	y
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
l	y	陰平	驢 呂
l	y	去聲	濾 慮 律 □{滿手拽取：~紅果子} □{tɕy~：山羊}
tɕ	y	陰平	居 車{~馬炮} 駒
tɕ	y	陽平上	局 巨 舉 □{~ly：山羊} 劇{~烈}
tɕ	y	去聲	鋸{~子} 具{家~，~體} 句 距 聚 劇{戲~} 菊
tɕʰ	y	陰平	驅 蛆 曲{~折} 黢{黑~~} 屈
tɕʰ	y	陽平上	渠 區{~域} 取 娶
tɕʰ	y	去聲	趣 曲{歌~}
ɕ	y	陰平	虛 噓 須 徐
ɕ	y	陽平上	許 婿{女~}
ɕ	y	去聲	序 絮 需 續 戌 宿{住~} 畜{~牧} 蓄{儲~}
ʑ	y	陰平	淤 愚
ʑ	y	陽平上	余 餘 魚 于{姓} 榆 裕 語 雨
ʑ	y	去聲	預 遇 育 玉 獄 羽
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	l	tɕ	tɕʰ	ɕ	ʑ
@FIN	yn
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
l	yn	陽平上	輪 掄
l	yn	去聲	論
tɕ	yn	陰平	均 菌 軍
tɕ	yn	去聲	俊
tɕʰ	yn	陽平上	窮 群 裙 □{煮，~山藥}
ɕ	yn	陰平	薰 兄 胸 凶
ɕ	yn	陽平上	熊 雄 旬 巡
ɕ	yn	去聲	訓 □{要，~飯}
ʑ	yn	陰平	擁 壅{施肥}
ʑ	yn	陽平上	雲 勻 榮 容 允 永 勇 湧
ʑ	yn	去聲	用 運 熨 暈
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	tɕ	tɕʰ	ɕ	ʑ
@FIN	yɑŋ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
tɕ	yɑŋ	陰平	絹 捐
tɕ	yɑŋ	陽平上	捲
tɕ	yɑŋ	去聲	圈{豬~} 卷{~子}
tɕʰ	yɑŋ	陰平	圈{圓~}
tɕʰ	yɑŋ	陽平上	全 泉 犬 拳 權 顴 踡
tɕʰ	yɑŋ	去聲	勸
ɕ	yɑŋ	陰平	□{膨起：饃饃~} 諠{閒談：~慌}
ɕ	yɑŋ	陽平上	宣 旋 玄 懸 選 癬
ɕ	yɑŋ	去聲	旋{~做} 楦
ʑ	yɑŋ	陰平	冤
ʑ	yɑŋ	陽平上	圓 員 元 原 源 袁 轅 遠
ʑ	yɑŋ	去聲	院 願 怨
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	l	tɕ	tɕʰ	ɕ	ʑ
@FIN	yə
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
l	yə	去聲	略 掠
tɕ	yə	陰平	撅
tɕ	yə	陽平上	絕 掘 決 倔{~強} 嚼 覺{知~}
tɕ	yə	去聲	噘{~嘴，脾氣~} 腳 钁{~頭} 角
tɕʰ	yə	陽平上	瘸 □{撇斷}
tɕʰ	yə	去聲	缺 雀{又 tɕʰiɔ} 鵲 確 搉
ɕ	yə	陰平	靴
ɕ	yə	陽平上	學 □{~摸，偷}
ɕ	yə	去聲	雪 血{又 ɕiɛ} 削 薛
ʑ	yə	陽平上	月 約 藥 鑰 樂{音~；又 lyə}
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x	ɣ
@FIN	ɑŋ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
p	ɑŋ	陰平	班 般 搬 扳
p	ɑŋ	陽平上	板
p	ɑŋ	去聲	瓣 辦 伴 拌 半 絆
pʰ	ɑŋ	陰平	攀 潘
pʰ	ɑŋ	陽平上	盤
pʰ	ɑŋ	去聲	盼 襻 叛
m	ɑŋ	陰平	槾{木製碗}
m	ɑŋ	陽平上	瞞 饅 滿
m	ɑŋ	去聲	慢 □{~sɑŋ：哄騙}
f	ɑŋ	陰平	翻 凡 栓
f	ɑŋ	陽平上	煩 繁 反
f	ɑŋ	去聲	販 飯 閂
v	ɑŋ	陰平	豌 剜 灣 彎 歪 碗 晚 挽
v	ɑŋ	陽平上	軟 玩{遊玩} 頑{~皮} 完 丸
v	ɑŋ	去聲	腕 蔓 萬 □{繞遠}
t	ɑŋ	陰平	擔{~任} 單 旦
t	ɑŋ	陽平上	膽 撣{雞毛~子}
t	ɑŋ	去聲	擋{阻~} 淡 擔 旦 但 彈{子~} 蛋
tʰ	ɑŋ	陰平	貪 坍{~塌} 灘 攤
tʰ	ɑŋ	陽平上	譚 談 痰 彈{~琴} 毯
tʰ	ɑŋ	去聲	探 炭 嘆
n	ɑŋ	陽平上	南 男 難{~易} 暖
n	ɑŋ	去聲	難{患~}
l	ɑŋ	陽平上	攋 懶 蘭 懶 籃
l	ɑŋ	去聲	浪 爛 濫
ts	ɑŋ	陽平上	攢{積~}
ts	ɑŋ	去聲	剳{用針~} 蘸 灒
tsʰ	ɑŋ	陰平	參 殘
tsʰ	ɑŋ	陽平上	蠶
s	ɑŋ	陰平	三
s	ɑŋ	陽平上	傘
s	ɑŋ	去聲	散{~架，分~}
tʂ	ɑŋ	陰平	粘 占{~卜} 氈 簪
tʂ	ɑŋ	陽平上	斬
tʂ	ɑŋ	去聲	盞 戰 顫 站{~立，車~} 暫{~時}
tʂʰ	ɑŋ	陰平	攙
tʂʰ	ɑŋ	陽平上	讒 纏 蟬 纏 產 鏟 羼 □{牽連}
ʂ	ɑŋ	陰平	山 羶 搧 扇
ʂ	ɑŋ	陽平上	陝 單{姓}
ʂ	ɑŋ	去聲	善 扇{~子}
ʐ	ɑŋ	陽平上	染 燃 然 □{粘、不乾脆}
k	ɑŋ	陰平	甘 肝 竿 乾{~濕}
k	ɑŋ	陽平上	感 敢 趕 擀
k	ɑŋ	去聲	幹
kʰ	ɑŋ	陰平	看{~守}
kʰ	ɑŋ	陽平上	砍
kʰ	ɑŋ	去聲	看{~見}
x	ɑŋ	陽平上	涎{~水} 憨 罕{稀~} 含 咸 寒 韓
x	ɑŋ	去聲	旱 漢 汗 焊{~鐵壺}
ɣ	ɑŋ	陰平	安 鞍
ɣ	ɑŋ	陽平上	崖{山~}
ɣ	ɑŋ	去聲	暗 按 案
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	p	pʰ	m	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x	ɣ
@FIN	ɔ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
p	ɔ	陰平	包
p	ɔ	陽平上	保 寶 飽
p	ɔ	去聲	抱 報 暴 菢{~小雞} 豹 爆 雹{冰~}
pʰ	ɔ	陰平	脬 □{鬆軟}
pʰ	ɔ	陽平上	跑 袍 拋 刨
pʰ	ɔ	去聲	炮 泡
m	ɔ	陰平	□{看}
m	ɔ	陽平上	毛 貓 □{~掉，忽略掉}
m	ɔ	去聲	冒 帽 卯 貌 茂
t	ɔ	陰平	刀 叨
t	ɔ	陽平上	倒 島 搗
t	ɔ	去聲	道 稻 到 倒{~水} 盜 導
tʰ	ɔ	陰平	掏
tʰ	ɔ	陽平上	濤 逃 桃 淘 萄 陶 討{乞~}
tʰ	ɔ	去聲	套
n	ɔ	陽平上	惱 腦
n	ɔ	去聲	鬧
l	ɔ	陰平	撈{~了一把} 嘮
l	ɔ	陽平上	勞 撈{打~} 牢 老
l	ɔ	去聲	澇 □{牽扯：~上走。}
ts	ɔ	陰平	遭 糟 糙{~米}
ts	ɔ	陽平上	早 棗
ts	ɔ	去聲	造 灶
tsʰ	ɔ	陰平	操{~作}
tsʰ	ɔ	陽平上	曹 槽 草
tsʰ	ɔ	去聲	躁 燥{煩~} □{~他媽：詈語。}
s	ɔ	陰平	臊 騷
s	ɔ	陽平上	□{去除：把她~掉} 掃{~地} 嫂
s	ɔ	去聲	掃{~帚}
tʂ	ɔ	陰平	朝{~氣} 召 招 沼{~氣}
tʂ	ɔ	陽平上	找 爪{雞~風} □{碰上，遭遇}
tʂ	ɔ	去聲	趙 兆 照 罩 笊{~籬}
tʂʰ	ɔ	陰平	超 抄{~寫} 鈔{~票}
tʂʰ	ɔ	陽平上	炒 吵 朝{~代} 潮 □{噁心：心裡~得很}
ʂ	ɔ	陰平	燒 梢 捎{~帶} 稍
ʂ	ɔ	陽平上	紹 □{傻} 少{多~}
ʂ	ɔ	去聲	少{~年} □{天上出現紅霞}
ʐ	ɔ	陽平上	饒 擾 繞{圍~}
ʐ	ɔ	去聲	繞{~線}
k	ɔ	陰平	高 糕 羔
k	ɔ	陽平上	搞 告{哄}
k	ɔ	去聲	告 膏{~油}
kʰ	ɔ	陰平	敲{擊打}
kʰ	ɔ	陽平上	考 烤
kʰ	ɔ	去聲	靠 犒 □{動詞，使餓}
x	ɔ	陰平	蒿 薅{~草}
x	ɔ	陽平上	毫 號{哭} 好{~壞}
x	ɔ	去聲	好{喜~} 號{~碼}
ɣ	ɔ	陰平	嗷
ɣ	ɔ	陽平上	熬 襖
ɣ	ɔ	去聲	傲 鏊 懊{~悔}
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	p	pʰ	m	f	v	n	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x	ɣ
@FIN	ə
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
p	ə	陰平	波 玻 剝{~削}
p	ə	陽平上	餑{麵~} 薄 簸{~箕} 跛
p	ə	去聲	撥
pʰ	ə	陰平	坡
pʰ	ə	陽平上	婆
pʰ	ə	去聲	破 拍{又 pʰiɔ} 潑 剖{~開} 迫
m	ə	陰平	摸
m	ə	陽平上	模{~範，又 mu} 魔 磨{~刀} 饃 膜 抹
m	ə	去聲	磨{石~} 末 沫 沒{沉~} 莫 陌{~生}
f	ə	陽平上	勺{所派出~}
f	ə	去聲	說
v	ə	陰平	窩
v	ə	陽平上	踒 我 握
v	ə	去聲	臥 惡{~心，又 ɤ} 弱 □{~tʂiɔ：合適}
n	ə	陽平上	挪
tʂ	ə	陰平	遮
tʂ	ə	陽平上	澤 擇 蟄{驚~}
tʂ	ə	去聲	窄 摘 責 蜇 折 褶{皺紋} 摺{~疊} 宅 則
tʂʰ	ə	陰平	車
tʂʰ	ə	陽平上	扯
tʂʰ	ə	去聲	徹 撤 側 拆{又讀 tsʰɤ} 策 廁
ʂ	ə	陰平	賒
ʂ	ə	陽平上	蛇 舌 折{斷了} 捨 社
ʂ	ə	去聲	射 設 嗇 澀 蝨 色 塞
ʐ	ə	陽平上	惹
ʐ	ə	去聲	熱
k	ə	陰平	哥 歌 咯{笑聲}
k	ə	陽平上	胳{~膊} 革 隔 格 割 個 □{~ʑin：使人心裡難受} 鴿 各 擱
kʰ	ə	陰平	可
kʰ	ə	陽平上	刻{時~} 刻{~劃} 克 客 磕 渴
x	ə	陽平上	合 盒 河 何
x	ə	去聲	賀 禾 喝 鶴
ɣ	ə	陽平上	鵝 蛾 軛
ɣ	ə	去聲	餓 惡{善~} 索{垃圾}
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x	ɣ
@FIN	əu
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
t	əu	陽平上	□{動詞：~了三大碗} 斗{升~} 抖 陡
t	əu	去聲	鬥{戰~} 豆 逗
tʰ	əu	陰平	偷
tʰ	əu	陽平上	頭 投 □{漂洗：~衣服}
tʰ	əu	去聲	透 □{捅：~爐子。}
n	əu	陽平上	奴 □{難看} 努 怒
l	əu	陰平	摟{~取}
l	əu	陽平上	樓 耬 爐 摟{~抱}
l	əu	去聲	漏 露{~出來}
ts	əu	陽平上	走
tsʰ	əu	陽平上	□{從下往上推：~起來。}
s	əu	陽平上	叟 搜 颼 餿
s	əu	去聲	擻 □{蛀：蟲子把木頭~掉了。} 嗽 瘦
tʂ	əu	陰平	周 州
tʂ	əu	陽平上	肘 搊{拿舉：~上旗子。}
tʂ	əu	去聲	皺 晝 咒
tʂʰ	əu	陰平	抽
tʂʰ	əu	陽平上	綢 稠 仇 愁 瞅 醜
tʂʰ	əu	去聲	湊 臭 倜{脾氣大：~耿耿}
ʂ	əu	陰平	收
ʂ	əu	陽平上	手 首 守 受 獸 壽 授 售
ʐ	əu	陽平上	柔 揉
ʐ	əu	去聲	肉
k	əu	陰平	鉤 溝
k	əu	陽平上	狗 苟
k	əu	去聲	垢 夠 彀{往上~} 構
kʰ	əu	陰平	摳 瞘
kʰ	əu	陽平上	寇 口
kʰ	əu	去聲	扣
x	əu	陽平上	候 喉 猴 瘊 吼
x	əu	去聲	侯 後 厚
ɣ	əu	陰平	毆 嘔
ɣ	əu	去聲	漚 慪
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x	ɣ
@FIN	əŋ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
p	əŋ	陰平	奔{挖~子跑} 錛 崩 繃
p	əŋ	陽平上	本
p	əŋ	去聲	笨 奔
pʰ	əŋ	陰平	噴{~水}
pʰ	əŋ	陽平上	盆 朋 棚 蓬 捧
pʰ	əŋ	去聲	碰 噴{~嚏}
m	əŋ	陰平	懵 燜{燜飯}
m	əŋ	陽平上	門 蒙 猛
m	əŋ	去聲	悶 孟 夢
f	əŋ	陰平	分 豐 蜂 風 瘋
f	əŋ	陽平上	舜 □{脾性不好，壞} 馮 墳 縫{~衣服}
f	əŋ	去聲	順 逢 憤 糞 鳳 縫{一條~}
v	əŋ	陰平	溫 甕
v	əŋ	陽平上	文 蚊 穩
v	əŋ	去聲	問 潤 閏 冗{~長}
t	əŋ	陰平	登 燈 蹬
t	əŋ	陽平上	等
t	əŋ	去聲	凳 鄧 澄{~清} 瞪 扽
tʰ	əŋ	陰平	熥
tʰ	əŋ	陽平上	騰 謄 疼
n	əŋ	陽平上	能
l	əŋ	陽平上	稜 冷
l	əŋ	去聲	愣
ts	əŋ	陰平	曾{姓}
ts	əŋ	陽平上	□{不服輸，幹事急進：這個人~得很。}
ts	əŋ	去聲	憎 贈 增
tsʰ	əŋ	陰平	曾{曾經}
tsʰ	əŋ	陽平上	層
tsʰ	əŋ	去聲	蹭
s	əŋ	陰平	僧 森
tʂ	əŋ	陰平	徵{~求} 蒸 貞 正{~月} 珍 真 針 爭 睜 箏 □{抻，把口袋~上}
tʂ	əŋ	陽平上	□{治，~人} 整 疹 枕
tʂ	əŋ	去聲	證 症 鄭 正 政 鎮 陣 振 震 掙
tʂʰ	əŋ	陰平	撐 稱{稱呼} 胂{伸，把腿~開。}
tʂʰ	əŋ	陽平上	成 誠 城 盛{~飯} 陳 塵 沉 晨 逞{~能}
tʂʰ	əŋ	去聲	橕{椅子~} 乘 稱{相~} 秤 趁 襯 □{墊塞，桌子不平，把腿~給下。}
ʂ	əŋ	陰平	生 牲 甥 升 聲 身 申 伸 深 參{人~}
ʂ	əŋ	陽平上	繩 聖 神 嬸 省{~長，節~}
ʂ	əŋ	去聲	勝{~任，~敗} 剩 盛 腎 沈 葚{桑~} 滲 瘮{陰、暗，這房子裡黑的~人。}
ʐ	əŋ	陽平上	扔 仍 人 仁 忍
ʐ	əŋ	去聲	刃 認 任 紉
k	əŋ	陰平	粳{~米} 耕 跟 根 庚
k	əŋ	陽平上	埂 更
k	əŋ	去聲	更{~加}
kʰ	əŋ	陰平	坑
kʰ	əŋ	陽平上	肯 啃{老鼠啃}
kʰ	əŋ	去聲	□{陷住：車子~住了。}
x	əŋ	陰平	哼
x	əŋ	陽平上	痕 很 狠
x	əŋ	去聲	杏 橫{又 xuŋ} 狠{~下} 恨
ɣ	əŋ	陽平上	恩
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	k	kʰ	x	ɣ
@FIN	ɛ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
p	ɛ	陰平	掰
p	ɛ	陽平上	擺
p	ɛ	去聲	拜 稗 敗
pʰ	ɛ	陽平上	牌 排
pʰ	ɛ	去聲	派
m	ɛ	陽平上	埋 買
m	ɛ	去聲	賣 邁
f	ɛ	陰平	衰 摔
f	ɛ	陽平上	率{~領} 甩
f	ɛ	去聲	涮 帥 蟀
v	ɛ	陰平	歪 □{厲害}
v	ɛ	去聲	外
t	ɛ	陰平	呆
t	ɛ	陽平上	逮 □{~高高：看笑話}
t	ɛ	去聲	待 戴 代 袋 帶 大{~夫}
tʰ	ɛ	陰平	胎 苔{舌~}
tʰ	ɛ	陽平上	臺{天~} □ 苔{青~} 抬
tʰ	ɛ	去聲	態 太
n	ɛ	陽平上	奶
n	ɛ	去聲	耐
l	ɛ	陽平上	來 漤{~菜}
l	ɛ	去聲	賴
ts	ɛ	陰平	宰 災 栽
ts	ɛ	陽平上	在 再 載{~重}
tsʰ	ɛ	陰平	猜
tsʰ	ɛ	陽平上	才 材 財 裁 蔡 彩 睬
tsʰ	ɛ	去聲	菜
s	ɛ	去聲	賽
tʂ	ɛ	陰平	齋 □{咬：~一口}
tʂ	ɛ	去聲	債 寨
tʂʰ	ɛ	陽平上	豺 釵 差{出~}
tʂʰ	ɛ	去聲	柴
tʂʰ	ɛ	陰平	拆{~開，又tʂʰuɛ} □{~鞋：單鞋}
ʂ	ɛ	陰平	篩
ʂ	ɛ	去聲	曬
k	ɛ	陰平	該 街
k	ɛ	陽平上	改 解{~開，又tɕiɛ}
k	ɛ	去聲	蓋 芥
kʰ	ɛ	陰平	開 揩
kʰ	ɛ	陽平上	楷
kʰ	ɛ	去聲	慨{感~}
x	ɛ	陽平上	海 孩 亥 鞋 還{~有}
x	ɛ	去聲	害
ɣ	ɛ	陰平	哀
ɣ	ɛ	陽平上	挨{~打} 矮
ɣ	ɛ	去聲	艾 愛
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	k	kʰ	x	ʀ
@FIN	ɯ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
k	ɯ	陽平上	給
k	ɯ	去聲	去
kʰ	ɯ	陰平	殼{~髏子：空~}
kʰ	ɯ	陽平上	咳{~嗽}
x	ɯ	陽平上	核{~桃}
x	ɯ	去聲	黑
ʀ	ɯ	陽平上	兒 耳 餌
ʀ	ɯ	去聲	二 貳{~心} 而
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	ts	tsʰ	s
@FIN	ɿ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
ts	ɿ	陰平	資 姿 滋
ts	ɿ	陽平上	紫 子 滓
ts	ɿ	去聲	自 字
tsʰ	ɿ	陰平	呲 眥
tsʰ	ɿ	陽平上	跐 瓷 慈 詞 祠 □{~實：實在}
tsʰ	ɿ	去聲	刺 賜 次 侍 飼
s	ɿ	陰平	斯 廝 撕 思 絲 私
s	ɿ	陽平上	死
s	ɿ	去聲	氏 四 肆 巳 寺
﻿// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	tʂ	tʂʰ	ʂ	ʐ
@FIN	ʅ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
