id	middeng	middiao	midini	midkaihe	midshe	midyun	单字	音	注释
471	一	平	影	開	流	侯	歐	ɛ33	～洲；姓
472	一	上	影	開	流	侯	嘔	ɛ21	～吐
473	一	去	影	開	流	侯	漚	ɛ21	久浸水中，～坏，～肥
474	三	上	非	開	流	尤	否	fɛ21	是～，～定
475	三	去	非	開	流	尤	富	fu52	丰～，～贵
476	三	平	明	開	流	尤	謀	mɛ24	计～，～财害命
477	三	上	娘	開	流	尤	紐	ŋɛu21	纽扣；～约（地名）
478	三	平	來	開	流	尤	劉	lɛu24	姓
479	三	上	來	開	流	尤	柳	lɛu52	～树
480	三	上	精	開	流	尤	酒	ɕɛu21	～精
481	三	平	清	開	流	尤	秋	ʨʰɛu33	～天；～千
482	三	去	從	開	流	尤	就	ʦʰɛu21	成～，～去
483	三	平	心	開	流	尤	修	ɬɛu33	装～，～正
484	三	去	心	開	流	尤	秀	ɬɛu52	清～，～才
485	三	去	邪	開	流	尤	袖	ʦʰɛu21	领～，衫～（衣袖）
486	三	去	知	開	流	尤	晝	ʦɛu52	上～，～夜
487	三	平	徹	開	流	尤	抽	ʦʰɛu33	～出
488	三	平	澄	開	流	尤	綢	ʦʰɛu24	～缎，丝～
489	三	去	澄	開	流	尤	宙	ʦʰɛu21	宇～
490	三	平	莊	開	流	尤	鄒	ʦau33	姓，～家华
491	三	去	莊	開	流	尤	皺	ŋiu52	～纹
492	三	平	崇	開	流	尤	愁	ʦʰɛu24	～眉苦脸
493	三	平	生	開	流	尤	搜	ɬɛu33	～查
494	三	去	生	開	流	尤	瘦	ɬɛ52	肥瘦
495	三	平	章	開	流	尤	周	ʦɛu33	姓；～围，～年
496	三	上	昌	開	流	尤	醜	ʦʰɛu21	不好看，出～
497	三	去	昌	開	流	尤	臭	ʦʰɛu52	～味
498	三	平	書	開	流	尤	收	sɛu33	丰～，～集
499	三	上	書	開	流	尤	手	sɛu21	～脚，～段
500	三	去	書	開	流	尤	獸	ʦʰɛu52	野～
501	三	平	禪	開	流	尤	仇	sɛu24	～人，报～
502	三	去	禪	開	流	尤	壽	sɛu21	长～
503	三	上	見	開	流	尤	九	kɛu21	数字，～龙
504	三	去	見	開	流	尤	救	kɛu52	～命
505	三	平	羣	開	流	尤	求	kʰɛu24	要～
506	三	上	羣	開	流	尤	舅	kʰɛu33	～公
507	三	去	羣	開	流	尤	舊	kʰɛu21	新～
508	三	平	疑	開	流	尤	牛	ŋɛu24	～牯
509	三	平	曉	開	流	尤	休	ɕɛu33	～息，退～
510	三	上	云	開	流	尤	有	jɛu33	～钱
511	三	去	云	開	流	尤	右	jɛu21	左～
512	三	平	以	開	流	尤	油	jɛu24	麻～
513	三	平	端	開	流	幽	丢	tɛu33	～失
514	一	入	端	開	咸	合	答	tap21	回～
515	一	平	透	開	咸	覃	貪	tʰam33	～心
516	一	去	透	開	咸	覃	探	tʰam52	试～
517	一	平	泥	開	咸	覃	南	nam24	东南西北
518	一	入	泥	開	咸	合	納	nap5	归～
519	一	平	清	開	咸	覃	參	ʦʰam33	～军，～加
520	一	上	清	開	咸	覃	慘	ʦʰam21	悲～
521	一	平	從	開	咸	覃	蠶	ʦʰam24	～丝
522	一	入	從	開	咸	合	雜	ʦʰap5	复～
523	一	入	見	開	咸	合	鴿	kap21	白～
524	一	上	溪	開	咸	覃	砍	kʰam21	～伤
525	一	平	匣	開	咸	覃	含	hem24	包～[文]
526	一	平	匣	開	咸	覃	含	hem24	～糖[白]
527	一	入	見	開	咸	合	合	hap5	～作，～适[文]
528	一	入	見	開	咸	合	合	kap21	～本，～伙[白]
529	一	平	影	開	咸	覃	庵	am33	尼姑～
530	一	上	影	開	咸	覃	揞	em33	手覆，揞住
531	一	去	影	開	咸	覃	暗	am52	不亮
532	一	平	端	開	咸	談	擔	tam33	～任[动]
533	一	平	端	開	咸	談	擔	tam33	～竿[名]
534	一	上	端	開	咸	談	膽	tam21	大～
535	一	入	透	開	咸	盍	塔	tʰap21	宝～
536	一	平	定	開	咸	談	痰	tʰam24	吐～
537	一	平	定	開	咸	談	淡	tʰam33	～水（地名）
538	一	平	定	開	咸	談	淡	tʰam33	咸～；浓～
539	一	平	來	開	咸	談	籃	lam24	菜～
540	一	上	來	開	咸	談	欖	lam21	橄～，乌～
541	一	入	來	開	咸	盍	臘	lap5	～肉，～肠
542	一	去	從	開	咸	談	暫	ʨʰiam21	～时
543	一	平	見	開	咸	談	甘	kam33	甜；～心
544	一	上	見	開	咸	談	敢	kam21	勇～
545	二	上	莊	開	咸	咸	斬	ʦam21	白～鸡
546	二	去	莊	開	咸	咸	蘸	ʦam33	～豉油
547	二	入	初	開	咸	洽	插	ʦʰap21	～花
548	二	平	生	開	咸	咸	杉	ʦʰam52	～树
549	二	入	見	開	咸	洽	夾	kʰiap5	夹子；～心饼干
550	二	入	溪	開	咸	洽	恰	hap5	～切，～当
551	二	平	匣	開	咸	咸	鹹	ham24	～淡
552	二	去	匣	開	咸	咸	陷	ham21	～害，～井
553	二	平	生	開	咸	銜	衫	ɬam33	衬～，～裤（衣服）
554	二	去	見	開	咸	銜	鑑	kam52	～定
555	二	入	見	開	咸	狎	甲	kap21	天干，甲乙丙丁
556	二	平	疑	開	咸	銜	巖	ŋam24	～石，石灰～
557	二	入	影	開	咸	狎	鴨	ap21	鸭子
558	二	入	影	開	咸	狎	壓	at21	～力
559	三	平	來	開	咸	鹽	鐮	liam24	镰刀，禾～
560	三	入	來	開	咸	葉	獵	liat5	打～，～人
561	三	平	精	開	咸	鹽	尖	ʨiam33	～刀
562	三	入	精	開	咸	葉	接	ʨiap21	迎～，～待
563	三	平	清	開	咸	鹽	籤	ʨʰiam33	竹～，求～
564	三	平	從	開	咸	鹽	潛	ʨiam24	～力
565	三	上	從	開	咸	鹽	漸	ʨiam21	逐～
566	三	入	從	開	咸	葉	捷	ʨiap21	～报，大～，敏～
567	三	平	知	開	咸	鹽	沾	ʧam52	～光
568	三	去	章	開	咸	鹽	佔	ʧam52	～领，～地方
569	三	入	章	開	咸	葉	摺	ʧap21	～被，～叠
570	三	上	書	開	咸	鹽	閃	sam21	～开
571	三	入	書	開	咸	葉	攝	sap21	～影
572	三	入	禪	開	咸	葉	涉	sap5	～及
573	三	上	日	開	咸	鹽	染	ȵiam21	污～
574	三b	上	見	開	咸	鹽	檢	kiam21	～查，体～
575	三b	平	羣	開	咸	鹽	鉗	kʰiam24	～工，火～
576	三b	上	羣	開	咸	鹽	儉	kiam21	勤～
577	三b	上	曉	開	咸	鹽	險	sam21	危～，保～
578	三b	上	影	開	咸	鹽	掩	iam21	～护
579	三a	去	影	開	咸	鹽	厭	ȵiam52	讨～
580	三	平	以	開	咸	鹽	鹽	iam24	盐
581	三	入	以	開	咸	葉	葉	iap5	树～；姓
582	三	去	見	開	咸	嚴	劍	kiam52	宝～
583	三	入	見	開	咸	業	劫	kiap21	抢～
584	三	去	溪	開	咸	嚴	欠	hiam52	～钱，拖～
585	三	平	疑	開	咸	嚴	嚴	ŋan24	～格；姓
586	三	入	疑	開	咸	業	業	ȵiap5	事～，～余
587	三	平	影	開	咸	嚴	醃	iap21	腌制
588	四	上	端	開	咸	添	點	tiam21	～心，～头
589	四	去	端	開	咸	添	店	tiam52	开～
590	四	入	端	開	咸	帖	跌	tiap21	～打
591	四	平	透	開	咸	添	添	tʰiam33	～加，～丁
592	四	入	透	開	咸	帖	貼	tʰiap21	补～
593	四	入	透	開	咸	帖	貼	tʰiap21	～纸，～对联[动]
594	四	平	定	開	咸	添	甜	tʰiam24	甜
595	四	入	定	開	咸	帖	碟	tʰiap5	盛具，碟子
596	四	去	泥	開	咸	添	念	ȵiam21	～经，怀～
597	四	平	見	開	咸	添	兼	kiam33	～职
598	四	平	溪	開	咸	添	謙	sam33	～虚
599	四	平	匣	開	咸	添	嫌	sam24	～弃，～人
600	四	入	匣	開	咸	帖	協	sap5	～会，～作
601	三	入	非	合	咸	乏	法	fa21	方～
602	三	平	奉	合	咸	凡	凡	fam24	平～
603	三	上	奉	合	咸	凡	犯	fam21	～法[文]
604	三b	上	滂	開	深	侵	品	pʰem21	～德
605	三	平	來	開	深	侵	林	lem24	树～；姓
606	三	入	來	開	深	緝	立	lɛp21	～足
607	三	入	來	開	深	緝	粒	lep5	三～，颗～
608	三	去	精	開	深	侵	浸	ʦem52	～水
609	三	入	從	開	深	緝	集	ʦʰɛp21	～合，～体
610	三	平	心	開	深	侵	心	ɬem33	～肝，内～
611	三	平	邪	開	深	侵	尋	ʦʰem24	～人
612	三	平	澄	開	深	侵	沉	ʦʰem24	～底
613	一	平	清	開	咸	覃	參	ʦʰam33	人～
614	三	平	章	開	深	侵	針	ʦem52	～线，～对
615	三	上	章	開	深	侵	枕	ʦem21	～头[名]；～枕头[动]
616	三	入	章	開	深	緝	汁	ʦɛp5	菜～，果～
617	三	平	書	開	深	侵	深	ʦʰem33	～浅，～入
618	三	上	書	開	深	侵	沈	sem21	姓；地名，～阳
619	三	入	書	開	深	緝	濕	sɛp21	潮～
620	三	入	禪	開	深	緝	十	sɛp5	数字
621	三	平	日	開	深	侵	任	ȵiem21	姓；责～，～何
622	三	入	日	開	深	緝	入	jɛp52	～门，进～
623	三b	平	見	開	深	侵	金	kem33	～银
624	三b	上	見	開	深	侵	錦	kem21	～绣，～旗
625	三b	平	見	開	深	侵	禁	kem52	～止
626	三b	入	見	開	深	緝	急	kɛp21	心～
627	三b	入	見	開	深	緝	級	kʰɛp5	～别，年～
628	三b	平	溪	開	深	侵	欽	ham21	～差，～佩
629	三b	平	羣	開	深	侵	琴	kʰem24	弹～
630	三b	入	羣	開	深	緝	及	kʰɛp5	～时
631	三b	入	曉	開	深	緝	吸	kʰɛp5	呼～，～引
632	三b	平	影	開	深	侵	陰	jim33	～天
633	三b	上	影	開	深	侵	飲	jim21	～料
634	一	平	端	開	山	寒	單	tam33	～独
635	一	去	端	開	山	寒	旦	tam52	元～，花～
636	一	平	透	開	山	寒	攤	tʰam33	分～，～开，摆～
637	一	去	透	開	山	寒	炭	tʰam52	烧～
638	一	平	定	開	山	寒	彈	tʰam24	～琴
639	一	入	定	開	山	曷	達	tʰat21	发～，～到
640	一	平	泥	開	山	寒	難	nan24	困～
641	一	入	泥	開	山	曷	捺	nat21	撇～
642	一	平	來	開	山	寒	蘭	lan24	～花
643	一	上	來	開	山	寒	懶	lan33	懒惰，～尸
644	一	去	來	開	山	寒	爛	lan21	灿～，腐～
645	一	入	來	開	山	曷	辣	lat5	～椒
646	一	去	精	開	山	寒	贊	ʦan52	称～，～助
647	一	平	清	開	山	寒	餐	ʦʰan33	～车，快～
648	一	平	從	開	山	寒	殘	ʦʰan24	～废
649	一	上	心	開	山	寒	散	ɬan21	药～
650	一	上	心	開	山	寒	散	ɬan52	分～，解～
651							亁	kɔn33	烘～，饼～
652	一	上	見	開	山	寒	趕	kɔn21	追～
653	一	去	見	開	山	寒	幹	kɔn52	～部，才～
654	一	入	見	開	山	曷	割	kɔt21	～禾（割稻）
655	一	平	溪	開	山	寒	看	hɔn52	看见
656	一	入	溪	開	山	曷	渴	hɔi21	口渴；～望
657	一	去	疑	開	山	寒	岸	ŋɔn52	口～，两～
658	一	平	匣	開	山	寒	寒	hɔn24	大～，～流
659	一	去	匣	開	山	寒	汗	hɔn21	出～，～马功劳
660	一	平	影	開	山	寒	安	ɔn33	公～，～全
661	一	去	影	開	山	寒	案	ɔn52	～件，档～
662	二	上	曉	合	蟹	佳	扮	pʰan21	打～
663	二	入	幫	開	山	黠	八	bat21	数字
664	二	去	並	開	山	山	辦	pʰan21	～事
665	二	入	並	開	山	黠	拔	pʰat5	～河，选～
666	二	上	莊	開	山	山	盞	ʦan21	灯～（灯）
667	二	入	莊	開	山	黠	紮	ʦat21	～紧，驻～
668	二	上	初	開	山	山	鏟	ʦʰan21	～草
669	二	入	初	開	山	黠	察	ʦʰat21	观～
670	二	平	生	開	山	山	山	ɬan33	山
671							產	ʦʰan21	生～
672	二	入	生	開	山	黠	殺	ɬat21	～人，自～
673	二	平	見	開	山	山	間	kan33	房～，中～
674	二	上	見	開	山	山	揀	kan21	挑选
675	二	上	疑	開	山	山	眼	ŋan21	双～皮
676	二	平	匣	開	山	山	閑	han24	～事，空～
677	二	上	匣	開	山	山	限	han21	期～，～制
678	二	平	幫	開	山	删	班	pan33	上～
679	二	上	幫	開	山	删	板	pan21	黑～，石～
680	二	平	明	開	山	删	蠻	man24	不听话；野～
680	二	平	明	開	山	删	蠻	man24	不听话；野～
681	二	去	明	開	山	删	慢	man21	～车
682							顏	ŋan24	姓；～色
683	二	去	疑	開	山	删	雁	ŋan52	大～
685	三b	去	幫	開	山	仙	變	pien52	～化，改～
686	三a	入	幫	開	山	薛	鼈	piɛt21	甲鱼
687	三a	平	滂	開	山	仙	篇	pʰian33	一～文章
688	三a	平	並	開	山	仙	便	pʰian21	～宜
689	三b	上	並	開	山	仙	辨	pʰan21	分～，～别
690	三a	平	並	開	山	仙	便	pʰian24	方～
691							別	pʰiɛt5	离～，分～
692	三a	平	明	開	山	仙	棉	mian24	～花
693	三b	上	明	開	山	仙	免	mian33	难～，～除
694	三a	去	明	開	山	仙	面	mian52	～子
695	三a	入	明	開	山	薛	滅	miɛt5	消～，～亡
696	三	平	來	開	山	仙	聯	lian24	～系；对～
697	三	入	來	開	山	薛	烈	liɛt5	～士，热～
698	三	平	精	開	山	仙	煎	ʨian33	～药，～鱼
699	三	上	精	開	山	仙	剪	ʨian21	～刀
700	三	去	精	開	山	仙	箭	ʨian52	射～
701	三	上	清	開	山	仙	淺	ʨʰian21	深～
702	三	平	從	開	山	仙	錢	ʨian24	～财
703	三	去	從	開	山	仙	賤	ʨian21	下～，～人
704	三	平	心	開	山	仙	仙	ɬian33	神～
705	三	上	心	開	山	仙	癬	ɬian21	发～（生癣）
706	三	去	心	開	山	仙	線	ɬian52	～索
707	三	上	知	開	山	仙	展	ʧam21	开～，发～
708	三	入	徹	開	山	薛	撤	ʧʰat5	～退
709	三	平	澄	開	山	仙	纏	ʧʰan24	纠～，～线
710	三	去	章	開	山	仙	戰	ʧan52	～斗
711	三	入	章	開	山	薛	折	ʨiɛt21	～断，打～
712	二	入	匣	合	山	鎋	舌	sat5	舌头
713	三	入	書	開	山	薛	設	sat21	～计，建～
714	三	上	禪	開	山	仙	善	san21	～良，心～
715	三	平	日	開	山	仙	然	ian24	～后，居～
716	三	入	日	開	山	薛	熱	ȵiat5	冷～，～情
717	一	平	見	開	山	寒	乾	kʰien24	～坤，～隆
718	三b	上	羣	開	山	仙	件	kʰien21	事～
719	三b	入	羣	開	山	薛	傑	kiɛt21	～出
720	三	平	以	開	山	仙	延	jan24	～长，～安
721	三	上	以	開	山	仙	演	jan21	～员，表～
722	三	去	見	開	山	元	建	kien52	～设
723	三b	入	溪	開	山	薛	揭	kʰiɛt21	～发，～露
724	三	平	疑	開	山	元	言	ȵian24	语～
725	三	去	曉	開	山	元	獻	hian52	贡～
726	三	入	曉	開	山	月	歇	kʰiɛt21	～夜（过夜）
727	四	平	幫	開	山	先	邊	pien33	～疆，旁～
728	三a	平	滂	開	山	仙	扁	pien21	圆扁
729	四	去	滂	開	山	先	片	pʰien52	一～，～面
730	四	入	滂	開	山	屑	撇	piɛt21	～捺，～开
731	四	平	端	開	山	先	顛	tien33	～倒
732	四	上	端	開	山	先	典	tien21	～型，词～
733	四	平	透	開	山	先	天	tʰien33	～才
734	四	入	透	開	山	屑	鐵	tʰiɛt21	～皮
735	四	平	定	開	山	先	田	tʰien24	种～
736	四	去	定	開	山	先	電	tʰien21	触～，～灯
737	四	去	定	開	山	先	墊	tʰiap5	～钱，座～
738	四	平	泥	開	山	先	年	ȵian24	过～
739	四	入	泥	開	山	屑	捏	niap21	以指尖捏取小面积
740	四	去	來	開	山	先	練	lian21	～习，熟～
741	四	去	精	開	山	先	薦	ʦan52	推～
742	四	入	精	開	山	屑	節	ʨiat21	～约，竹～
743	四	平	清	開	山	先	千	ʨʰian33	～万
744	四	入	清	開	山	屑	切	ʨʰiat21	～菜
745	四	入	從	開	山	屑	截	ʨiat21	～断
746	四	平	心	開	山	先	先	ɬian33	祖～，～进，～生
747	四	去	見	開	山	先	見	kian52	～人，～识
748	四	入	見	開	山	屑	潔	kiat21	～白，清～
749	四	平	溪	開	山	先	牽	hian33	～牛花
750	四	平	疑	開	山	先	研	ȵian33	～究
751	四	上	曉	開	山	先	顯	hian21	明～
752	四	平	匣	開	山	先	賢	san24	～惠，圣～
753	四	去	匣	開	山	先	現	san21	～在，出～
754	四	平	影	開	山	先	煙	ian33	冒～
755	四	平	影	開	山	先	燕	ian52	燕子，～窝
756	一	平	幫	合	山	寒	搬	pan33	～运
757	一	去	幫	合	山	寒	半	pan52	一～，～日
758	一	入	幫	合	山	曷	鉢	pat21	花～（花盆），衣～
759	一	平	滂	合	山	寒	潘	pʰan33	姓
760	一	去	滂	合	山	寒	判	pʰan52	～断，审～
761	一	入	滂	合	山	曷	潑	pʰat21	～水；泼辣
762	一	平	並	合	山	寒	盤	pʰan24	算～
763	一	去	並	合	山	寒	叛	pʰan52	～徒，背～
764	一	上	明	合	山	寒	滿	man33	～意
765	一	入	明	合	山	曷	末	mei21	～尾
766	一	上	端	合	山	寒	短	tuan21	长～
767							脫	tʰuat21	～鞋，摆～
768	一	平	定	合	山	寒	團	tʰuan24	～结，～长
769	一	去	端	合	山	寒	斷	tʰuan33	线断了[白]
770	一	去	定	合	山	寒	段	tʰuan21	姓；阶～
771	一	入	定	合	山	曷	奪	tʰuat21	～取
772	一	上	泥	合	山	寒	暖	nuan33	冷～
773	一	上	來	合	山	寒	卵	luan21	鸡～（鸡蛋），～生
774	一	去	來	合	山	寒	亂	luan21	混～
775	一	入	來	合	山	曷	捋	luat21	捋袖子
776	一	平	精	合	山	寒	鑽	ʦuan52	电～[名]，～石
777	一	入	清	合	山	曷	撮	ʨiat21	一～毛
778	一	平	心	合	山	寒	酸	ɬuan33	～甜
779	一	去	心	合	山	寒	蒜	ɬuan52	大蒜，蒜头
780	一	平	見	合	山	寒	官	kuan33	～司，当～
781	一	上	見	合	山	寒	管	kuan21	～理，气～
782	一	去	見	合	山	寒	灌	kuan52	～溉
783	一	入	見	合	山	曷	括	kuat21	包～
784	一	平	溪	合	山	寒	寬	fɔn33	～松
785	一	上	溪	合	山	寒	款	fɔn21	汇～，拨～
786	一	入	溪	合	山	曷	闊	fat5	开～
787	一	去	疑	合	山	寒	玩	van24	～具，游～
788	一	平	曉	合	山	寒	歡	fɔn33	喜～，～喜
789	一	平	匣	合	山	寒	丸	van24	肉～，药～
790							換	van21	交～[文]
791	一	入	匣	合	山	曷	活	vat5	生～
792	一	上	影	合	山	寒	碗	vɔn21	饭～
793	二	平	疑	合	山	删	頑	ŋan24	～固，～皮
794	二	入	匣	合	山	黠	滑	vat5	地～，～稽
795	二	入	影	合	山	黠	挖	vat21	～掘[文]
796	二	平	見	合	山	删	關	kuan33	～门，海～
797	二	入	見	合	山	鎋	刮	kuat21	～毛，搜～
798	二	平	匣	合	山	删	還	van24	～钱[白]
799	二	平	匣	合	山	删	環	van24	～境
800	二	平	影	合	山	删	彎	van33	转～
801	三	去	來	合	山	仙	戀	lien24	～爱
802	三	入	來	合	山	薛	劣	liɛt5	～质，恶～
803	三	平	從	合	山	仙	全	ʨʰuan24	～部，安～
804							絕	ʨʰiat5	～对
805	三	平	心	合	山	仙	宣	ɬiɛn33	～布，～传
806	三	上	心	合	山	仙	選	ɬiɛn21	～择，挑～
807	三	入	心	合	山	薛	雪	ɬiɛt21	落～（下雪），～白
808	三	平	邪	合	山	仙	旋	ɬiɛn24	～转
809	三	上	知	合	山	仙	轉	ʦuan21	～学，～移，翻～
810	三	平	澄	合	山	仙	傳	ʨʰiɛn24	～达，流～
811	三	平	章	合	山	仙	專	ʧuan33	～门，大～
812	三	平	昌	合	山	仙	穿	ʧʰuan33	～堂风，揭～
813	三	去	昌	合	山	仙	串	ʧʰuan52	一～，～通
814	三	平	船	合	山	仙	船	ɕyɛn24	轮～
815							說	suat21	小～
816	三	上	日	合	山	仙	軟	ȵiɔn33	～弱
817	三b	上	見	合	山	仙	捲	kiɛn21	～起来[动]
818	三b	平	溪	合	山	仙	圈	kʰyɛn33	圆～，～套
819	三b	平	羣	合	山	仙	拳	kʰiɛn24	～头
820	三	平	云	合	山	仙	圓	ian33	团～
821	三	去	云	合	山	仙	院	ian21	医～，～长
822							閱	iat5	～读
823	三	上	非	合	山	元	反	fan33	～对，造～
824	三	入	非	合	山	月	發	fat21	～展，～财[文]
825	三	入	非	合	山	月	發	fat21	～虫（长虫）[白]
826	三	平	敷	合	山	元	翻	fan33	～书[文]
827	三	平	敷	合	山	元	翻	fan33	翻转；呕吐[白]
828	三	平	奉	合	山	元	煩	fan24	麻～
829	三	去	奉	合	山	元	飯	fan21	食～，～店
830	三	入	奉	合	山	月	罰	fat5	～款，惩～
831	三	上	微	合	山	元	晚	man52	～会
832	三	去	微	合	山	元	萬	man21	～一
833	三	入	微	合	山	月	襪	mat21	鞋～
834	三	去	溪	合	山	元	勸	kʰen52	规～
835	三	平	疑	合	山	元	原	ȵian24	～来，平～
836	三	去	疑	合	山	元	願	ȵian21	～望
837	三	去	影	合	山	元	怨	ian52	～人，埋～
838	三	上	云	合	山	元	遠	ian21	永～
839							粵	iat5	～东
840	四	入	見	合	山	屑	決	kiɛt21	～定
841	四	上	溪	合	山	先	犬	kʰiɛn52	狂～病
842	四	入	曉	合	山	屑	血	sa21	流～
843	四	去	匣	合	山	先	縣	ian21	～长
844	四	入	匣	合	山	屑	穴	iat21	～位
845	一	平	透	開	臻	痕	吞	tʰun33	～口水
846	一	平	見	開	臻	痕	跟	ken33	～从
847	一	平	影	開	臻	痕	恩	ian33	～人
848	三a	平	幫	開	臻	真	賓	pen33	贵～
849	三b	入	幫	開	臻	質	筆	pet21	毛～，～记
850	三a	入	滂	開	臻	質	匹	pʰet5	～配
851	三b	平	並	開	臻	真	貧	pʰen24	扶～
852	三a	平	明	開	臻	真	民	men24	人～，～族
853	三b	上	明	開	臻	真	敏	men33	灵～
854	三b	入	明	開	臻	質	密	met5	秘～，～封
855	三	平	來	開	臻	真	鄰	len24	～居
856	三	平	來	開	臻	真	鱗	lən24	鱼～
857	三	入	來	開	臻	質	栗	let21	～子
858	三	去	精	開	臻	真	進	ʨen52	～步，前～
859	三	平	清	開	臻	真	親	ʦʰen33	～生，父～
860	三	入	清	開	臻	質	七	ʦʰet21	数字
861	三	平	從	開	臻	真	秦	ʦʰen24	姓；～国
862	三	上	從	開	臻	真	盡	ʦʰen21	～量，～力，～头
863	三	入	從	開	臻	質	疾	ʦʰet5	残～
864	三	平	心	開	臻	真	新	ɬen33	～旧
865	三	去	心	開	臻	真	信	ɬen52	相～
866	三	入	心	開	臻	質	膝	ɬet5	～头（膝盖）
867	三	平	知	開	臻	真	珍	ʦen33	～珠
868	三	去	知	開	臻	真	鎮	ʦen52	～长，～压
869	三	平	澄	開	臻	真	陳	ʦʰen24	姓；～列，～皮
870	三	去	澄	開	臻	真	陣	ʦʰen21	～雨
871							姪	ʦʰet5	～子
872	三	入	生	開	臻	櫛	蝨	ɬet21	虱子，～嫲
873	三	平	章	開	臻	真	真	ʦen33	认～，～假
874	三	去	章	開	臻	真	振	ʦen52	～动
875	三	入	章	開	臻	質	質	ʦet21	～量，品～
876	三	平	船	開	臻	真	神	sen24	～仙，精～
877	三	入	船	開	臻	質	實	set21	老～，～在
878	三	平	書	開	臻	真	身	sen33	～体，上～
879	三	入	書	開	臻	質	失	set21	～去，丧～
880	三	平	禪	開	臻	真	晨	sen24	朝～
881	三	上	禪	開	臻	真	腎	sen21	～病
882	三	平	日	開	臻	真	人	ȵen24	老～，～民
883	三	平	日	開	臻	真	仁	ȵen24	～义
884	三	上	日	開	臻	真	忍	ȵen33	～耐，～受
885	三	去	日	開	臻	真	認	ȵen52	承～，～真
886							靭	ȵen52	不易断，坚～[文]
887	三	入	日	開	臻	質	日	ȵet21	十～，～期
888	三a	上	見	開	臻	真	緊	ken21	～张
889	三a	入	見	開	臻	質	吉	ket21	～利
890	三b	平	疑	開	臻	真	銀	ŋen24	金～，～行
891	三a	平	影	開	臻	真	因	jen33	原～
892	三a	去	影	開	臻	真	印	jen52	手～
893	三b	入	影	開	臻	質	乙	jat21	天干，甲乙丙丁
894	三a	入	影	開	臻	質	一	jet21	数字
895	三	上	以	開	臻	真	引	jen21	吸～
896	三	平	見	開	臻	殷	斤	ken33	～两
897	三	上	見	開	臻	殷	謹	ken21	～慎，严～
898	三	平	羣	開	臻	殷	勤	kʰen24	～劳
899	三	上	羣	開	臻	殷	近	kʰen33	最～，～来[文]
900	三	上	羣	開	臻	殷	近	kʰen33	远近[白]
901	三	平	曉	開	臻	殷	欣	hen33	～赏
902	三	上	影	開	臻	殷	隱	jen21	～形，～身
903	一	上	幫	合	臻	魂	本	pen21	～来，书～
904	三	上	非	開	流	尤	不	pet21	～过
905	一	平	並	合	臻	魂	盆	pʰen24	面～（脸盆），～地
906	一	上	並	合	臻	魂	笨	pen52	～蛋[文]
907	一	平	明	合	臻	魂	門	men24	关～
908	一	平	端	合	臻	魂	墩	ten33	桥～
909	一	去	端	合	臻	魂	頓	ten21	停～，～脚
910	一	上	定	合	臻	魂	盾	tʰen21	矛～
911	一	入	定	合	臻	没	突	tʰet5	～然
912	一	去	泥	合	臻	魂	嫩	nen21	不老
913	一	平	來	合	臻	魂	論	len21	议～，～文
914	一	平	精	合	臻	魂	尊	zen33	～重
915	一	平	清	合	臻	魂	村	ʦʰen33	～长
916	一	去	清	合	臻	魂	寸	ʦʰen33	尺～
917	一	平	從	合	臻	魂	存	ʦʰen24	～在，～折，储～
918	一	平	心	合	臻	魂	孫	ɬen33	姓；子～
919	一	上	心	合	臻	魂	損	ɬen21	～坏
920							滾	kun21	～动；水开
921	一	去	見	合	臻	魂	棍	kun52	长～
922	一	入	見	合	臻	没	骨	kut21	～头
923	一	平	溪	合	臻	魂	坤	kun33	乾～
924	一	去	溪	合	臻	魂	困	kun52	～难
925	一	平	曉	合	臻	魂	婚	fen33	结～
926	一	入	曉	合	臻	没	忽	fet5	～然
927							溫	ven33	～度，～和
928	一	上	影	合	臻	魂	穩	ven21	～定，求～
929	三	平	來	合	臻	真	輪	len24	车～，～流
930	三	入	來	合	臻	質	律	let5	法～，～师
931	三	去	精	合	臻	真	俊	ʦen52	英～
932	三	去	心	合	臻	真	迅	ɬen52	～速
933	三	平	邪	合	臻	真	循	ʦʰen24	遵～，～环
934	三	入	章	合	山	薛	準	ʦen21	瞄～，～则
935	三	平	昌	合	臻	真	春	ʦʰen33	立～
936	三	上	昌	合	臻	真	蠢	ʦʰen21	～才
937	三	入	昌	合	臻	質	出	ʦʰet21	～入，～发
938	三	入	船	合	臻	質	術	set5	技～
939	三	平	禪	合	臻	真	純	sen24	单～，～粹
940	三	去	日	合	臻	真	潤	ȵien21	利～，～色
941	三a	平	見	合	臻	真	均	kun33	平～，～匀
942	三b	上	羣	合	臻	真	菌	kʰun21	细～
943	三	上	以	合	臻	真	允	jen21	～许
944	三	平	非	合	臻	文	分	fen33	～数，区～[文]
945	三	平	非	合	臻	文	分	fen33	给[白]
946	三	上	非	合	臻	文	粉	fen21	～笔，面～[文]
947	三	去	非	合	臻	文	糞	fen52	粪便
948	三	平	奉	合	臻	文	墳	fen24	～墓，上～
949	三	去	奉	合	臻	文	份	fen21	～量
950	三	入	奉	合	臻	物	佛	fet21	拜～
951	三	平	微	合	臻	文	文	ven24	～章，论～
952	三	平	微	合	臻	文	蚊	men24	～香
953	三	去	微	合	臻	文	問	men52	～题
954	三	入	微	合	臻	物	物	met5	～理[文]
