常熟古里	
d	②屯豚飩{餛～}臀騰謄藤譚覃潭罈④遁盾⑥鈍鄧蹬
n	①☐{腳點地腿上下抖動}②男南能④恁{你，第二人稱單數代詞}⑥嫩恁{(怎么会)那么：～多事體個，忙殺哉}
l	②棱論{～語}侖倫淪輪⑥論愣
ts	①尊遵曾{姓氏}增爭{～鬥}③☐{擠、搓出來}⑤捘甑{蒸飯桶}⑨☐{(21變調)黃～～：形容顏色黃}
tsʰ	①參村③慘☐{把細碎的東西抖灑出來}⑤襯寸蹭舂
s	①孫僧生{～長}③糝損⑤滲
dz	②存曾{～經}⑥贈
z	②存曾{～經}蠶層
tʃ	①針正{～月}箏斟肫珍胗榛臻真征蒸偵☐{投擲、扔}③枕診疹準准整⑤鎮振震症證正{～確}政
tʃʰ	①春椿稱蟶③蠢逞⑤趁{乘，～汽車}稱{相～}秤乘襯
ʃ	①深身申伸聲③沈嬸審筍{竹～}榫⑤勝聖
dʒ	②陳塵臣晨乘沉純蒓醇澄{新派讀音：陽～湖}懲承丞呈程成城誠仍{～☐[dʒɜɲ˨˩ kue˨˩]：仍然}④鄭蕈{菌菇}⑥陣
ʒ	②人={～民}仁=神辰{～光：時間}純蒓成城誠繩盛{～飯}④甚蕈{本指菌菇，現在一般特指松樹蕈}忍=腎⑥慎任=紉刃=認=順潤閏剩盛{茂～}
k	①甘柑泔更{~新}根跟羹更{～新}耕③感㔶{～頭：蓋子；動詞：～上}敢耿⑤更{～加}亘
kʰ	①坑{～～窪窪}☐{翻找}③砍懇肯啃墾⑤眍☐{死皮，皮膚上的污泥}
ɡ	④☐{卡住}
ŋ	④軟⑥岸
h	①☐{掀開}亨③很
ɦ	②含涵函痕恆衡④頷憾撼⑥憾恨撼
ʔ	①恩③揞{用手覆蓋住}⑤暗
#ɪɲ	
p	①彬賓濱瀕冰兵并③丙稟秉餅併⑤鬢柄併
pʰ	①拼姘③品⑤聘
b	②貧頻憑平評坪瓶屏萍④並{～且}⑥病
m	②民鳴名明銘③閩皿④敏抿憫⑥命
f	①朆{用於動詞：沒有，不曾}
l	①拎②林淋琳臨鱗繗鄰磷陵凌菱靈零鈴伶④領嶺⑥賃吝另令
t	①丁釘叮☐{～倒[tɔ˨˩]：顛倒}③鼎頂⑤釘{～書機}訂
tʰ	①聽廳汀③挺艇⑤☐{剩下來}⑨□{(44變調)~□[se˨˩]：…什么的，…之类的东西；喫個呢~□[se˨˩]：吃的东西什么的}
d	②亭停庭廷蜓④錠{一種紙錢}⑥定
ts	①津精晶睛③儘{～管}井枕{～頭；抱～}⑤浸進晉俊
tsʰ	①侵親清青蜻③請⑤親{～家}
s	①心辛新薪星腥蜻-{~蜓}③省{反～}醒⑤信訊迅姓性
dz	②☐{開心}情{～願[dzɪɲ˨˩ ȵiɤ˦]：寧願}④靖2靜1⑥淨{～化}
z	②晴秦尋旬循巡情④盡靜2靖1{～江}⑥淨{干～}
tɕ	①今金襟巾斤筋莖京錦荊驚鯨經③緊僅2頸{頸～：脖子}謹⑤敬竟鏡徑勁
tɕʰ	①卿輕頃傾③寢{特殊}⑤撳{按壓}慶
dʑ	②鯨琴☐{把房間隔開}禽擒芹勤擎④近僅1⑥競勁
ɕ	①欣興{～旺}馨⑤釁興{高～}
ȵ	②人-銀凝任-{姓氏}迎寧☐{捨不得花錢}④忍⑥韌認-閏寧{～可}⑨☐{(24變調)～脫：食物放久了变得不脆}
#iɪɲ	
ɦ	②吟淫寅螢行{～動}盈贏形型刑營{～業}螢④引幸尹⑥胤
ʔ	①音陰因姻殷應{～該}鷹蠅{蒼～}鸚鶯英纓嬰櫻③飲引隱影癮穎⑤瀴{冷}印應{答～}映
#uɜɲ	
k	③滾⑤棍
kʰ	①昆坤③捆⑤睏困
h	①昏婚葷
ɦ	②魂混餛{～飩}④混{～堂：澡堂}
ʔ	①溫瘟③穩⑤揾
#ʊŋ	
pʰ	③捧
b	②蓬篷④埲
m	②蒙
f	①風楓瘋封豐峰蜂鋒③諷捧{动词：捧著；量词：一～}
v	②馮逢縫{～衣裳}④奉⑥俸縫鳳
t	①東冬③懂董⑤凍棟
tʰ	①通③捅統筒⑤痛
d	②同銅桐童瞳④桶動⑥洞{～～：洞，孔；～段：腸子靠近肛門那段}
l	②籠聾隆龍④攏壟⑥弄
n	②農膿⑥弄
ts	①宗棕蹤綜☐{可能，也許：～要來}③總⑤粽縱☐{跳躍}
tsʰ	①聰蔥囪匆
z	②從叢
s	①松嵩⑤送宋誦頌訟
tʃ	①中{當～}衷忠鍾鐘終龚盅③腫種{～子[tʃʊŋ˨˦tsɿ˨˩]}⑤中{～獎}種{～樹}眾
tʃʰ	①衝沖充舂③寵⑤☐{眼睛或頭對著前方：頭～下；～勞電視機}⑨沖{(41變調)打瞌～：打瞌睡、犯睏}
dʒ	②蟲重{～複}崇④重{輕～}
ʃ	③☐{「十五」的合音，也读：十五[ʃʊʔ˦ ŋ̍˦]}
k	①公蚣功工攻弓躬宮恭③汞鞏拱⑤供貢
kʰ	①空③孔恐⑤控空{有～}
ɡ	④共
h	①轟烘⑤嗅{用鼻子聞}
ɦ	②吳虹弘宏紅洪鴻
ʔ	①翁瓮⑤甕蕹
#iʊŋ	
ȵ	②濃絨{羽～衫}
tɕ	①均菌軍巾{手～}君③窘迥炯
dʑ	②裙群瓊窮⑥郡
ɕ	①薰勳熏燻兄胸凶⑤訓
ɦ	②勻雲云榮熊雄融容蓉鎔營{～養}⑥熨運暈{光～}孕用韻
ʔ	①雍擁庸暈③允泳永詠甬勇
#ᴀʔ	
p	⑦百柏伯擘{～開}
pʰ	⑦拍迫
b	⑧白
m	⑧陌麥脈
ts	⑦摘隻-{一～}窄
tsʰ	⑦拆坼{迸～：皮肤开裂}策冊赤-{～豆}尺-☐{～尿[ʃɿ˦˩]：小便}
z	⑧鍘宅石-{～頭}
tʃ	⑦著{～衣裳；～棋：下棋}
tʃʰ	⑦焯{放在熱水裡過一遍}
dʒ	⑧著{睏～；～力：用力}
ʒ	⑧著{睏～}
k	⑦格
kʰ	⑦客
ŋ	⑧額{～骨頭，額頭}齾{壓價}
h	⑦嚇{～人}
#iᴀʔ	
l	⑧略掠
ts	⑦雀
tsʰ	⑦雀鵲
z	⑧嚼
s	⑦削{～草：鋤草}
tɕ	⑦腳{～魚：甲魚}
tɕʰ	⑦卻
dʑ	⑧劇
ȵ	⑧虐瘧
ɦ	⑧藥鑰躍
ʔ	⑦約
#uᴀʔ	
k	⑦括2{包～}
h	⑦轄2豁2{～口}
ɦ	⑧劃2划2
#æʔ	
p	⑦扒
b	⑧拔
t	⑦答搭
tʰ	⑦榻塔搨{塗抹}
d	⑧踏達沓{一～鈔票}
f	⑦法發髮
v	⑧乏伐筏罰
m	⑧襪
n	⑧納鈉捺
l	⑧蠟臘獵-{～人}辣癩{～痢頭：禿頭}在-{表示處所或狀態的的狀語或與程度副詞連用，～屋裡：在家；做～好}
ts	⑦劄{用針～；～鞋：納鞋底}扎眨=札☐{一種編織方法}☐{壓緊}窄
tsʰ	⑦察擦
s	⑦撒{～手}薩殺☐{～眼睛：眨眼}眨-
dz	⑧雜閘
z	⑧閘煠{用水煮}炸雜射{～水槍}
k	⑦夾
kʰ	⑦掐恰甲{手節～，手指甲}盒{香煙～～}
ŋ	⑧齾{壓價}
ɡ	⑧轧{～扁}☐{形容詞：擁擠；～進去：擠進去}
h	⑦瞎呷{喝：～湯}
ɦ	⑧盒狹匣
ʔ	⑦阿{～哥}鴨押壓
#iæʔ	
tɕ	⑦甲=頰
tɕʰ	⑦恰
ȵ	⑧鑷捏
ɦ	⑧峽狹俠
ʔ	⑦押=壓=
#uæʔ	
k	⑦刮括1{包～}
h	⑦轄1豁1{～口；笑～嘴：笑得嘴大張開}☐{～浴，洗澡}
ɦ	⑧滑劃1划1
ʔ	⑦挖
#əʔ	
p	⑦把{被動標記：～打；給予：拿～渠}不=
pʰ	⑦潑迫魄
b	⑧鼻{～頭：鼻子}別{～人}荸{～薺}葡{～萄}脖勃
f	⑦弗-{否定词，同「不」：～是}不-{否定词，同「弗」：～是}
v	⑧弗-{否定词，同「不」；用於動詞詞組中：看～着}不-{否定词，同「弗」；用於動詞詞組中：看～着}物={～理}佛
t	⑦沾得德答掇{攛～}
tʰ	⑦忒{～好}脱{動詞完整體：吃～；從中離開；跟丟}
d	⑧疊突特
m	⑧墨沒默物-{～事：東西}
l	⑧肋勒捋☐{拉直：～一～衣袖，～一～被頭}☐{阻攔、攔住}
ts	⑦祇{～有}只{～有}責則側子{小稱子尾：鴿～}
tsʰ	⑦測黢{墨～[dɑ˨˩]烏：形容整個顏色黑}漆{墨～☐[dɑ˨˩]烏：形容整個顏色黑}
s	⑦澀瑟卒塞色嗇虱{跳～}
dz	⑧澤擇
z	⑧賊
tʃ	⑦折汁執哲浙質織職者{或～}
tʃʰ	⑦撤徹出☐{頭看向別處}黢{暗頭墨～：形容環境暗}☐{暗頭墨～：形容環境暗}
ʃ	⑦十{三～、五～}攝濕設刷{～牙}說失室識式適飾釋
dʒ	⑧姪秩值直植殖
ʒ	⑧食涉述蝕十入舌折{弄～}實日={～本}
ŋ	⑧月-{亮～}☐{用手指捏住或拿取}
k	⑦個{一～}蛤鴿割=葛革={～命}隔=合{合用}☐{合上，蓋上：眼睛～末}
kʰ	⑦咳磕刻克渴☐{物體倒放}
ɡ	⑧☐{背負，遞送，肩扛。～條被頭來：抱件被子過來}
h	⑦喝=黑
ɦ	⑧合核
ʔ	⑦扼軛☐{遮蓋}一{口語音，用於量詞前}遏
#ɪʔ	
p	⑦秕鱉憋筆畢必逼碧壁璧☐{用油把食物的水分蒸發掉}
pʰ	⑦撇匹霹闢辟僻劈
b	⑧枇{～杷}別蹩
m	⑧滅篾密蜜覓
t	⑦跌的{目～}滴嫡
tʰ	⑦貼帖鐵踢剔
d	⑧笛敵狄碟蝶諜疊
l	⑧立粒笠律率歷力列烈裂劣栗力咧捩{动词：拧；～鑿，螺絲刀}
ts	⑦接節鯽即積跡脊績息{出～：形容有出息}
tsʰ	⑦妾切七漆膝{～饅頭：膝蓋}戚輯
s	⑦薛泄屑雪悉息熄昔惜錫淅析
dz	⑧捷集習輯{新}疾籍藉寂
z	⑧集習襲絕☐{撿起，收集}拾{撿起，收集。不是本字}截{～樹：砍樹}席夕汐
tɕ	⑦秸急級劫揭結潔吉擊擊☐{鐮刀}
tɕʰ	⑦契吃喫{吃}
dʑ	⑧及傑
ɕ	⑦脅吸歇蠍隙
ȵ	⑧聶熱業孽日-{一～天：一天}溺匿逆入-{裝入、倒入、灌入：~袋裡，水~瓶裡}
#iɪʔ	
ɦ	⑧葉易頁協拽{拖}逸亦譯液腋☐{拉扯衣物布料使之平整}
ʔ	⑦噎一乙抑益
#oʔ	
p	⑦八撥
pʰ	⑦撲撲潑
b	⑧蔔{蘿～}☐{用熱油燙蔬菜}脖勃孛
m	⑧末抹沫沐1
f	⑦福幅蝠複{～習}腹覆
v	⑧服伏復縛{綁、系：繩子～好}
t	⑦篤1篤2{人稱複數後綴，用於：恁～(你們)，渠-～(他們)。有些地方读[təʔ˦]}督掇{傳遞、移動、端}
tʰ	⑦禿脫{～衣裳}
d	⑧毒獨牘犢奪
l	⑧綠六錄陸鹿祿露{沐浴～}
ts	⑦足
tsʰ	⑦撮促
dz	⑧族
s	⑦塑{～料}粟肅宿速撒{鬆散，餅乾～}束
z	⑧俗續{繼～}
k	⑦穀谷割-{～開}葛
kʰ	⑦哭
tʃ	⑦燭囑竹築粥
dʒ	⑧軸逐
tʃʰ	⑦觸
ʃ	⑦十{僅限：～五}畜叔
ʒ	⑧贖屬蜀熟肉=
#ioʔ	
tɕ	⑦菊桔決掬
tɕʰ	⑦曲屈缺
dʑ	⑧局掘軸{~承}
ȵ	⑧辱褥玉獄肉
ɕ	⑦恤血
ɦ	⑧慾浴育穴悅悅越月=
ʔ	⑦鬱
#uoʔ	
k	⑦骨國☐{～嘴：漱口}
kʰ	⑦闊括
h	⑦忽豁{~閃[ɕie˦]：閃電}
ɦ	⑧核{果核}活或惑
ʔ	⑦屋握2𩑦{～殺：淹死}
#ɔʔ	
p	⑦剝駁博搏
pʰ	⑦☐{～肉：肥肉}粕泊
b	⑧薄礴☐{抱著，摟著；名詞，一～：一捆}泊箔
m	⑧目牧木莫漠摸膜寞穆睦沐2幕{開~式；報~}
t	⑦☐{淋雨；被水濺}☐{把東西丟掉、扔掉}
tʰ	⑦托拓
d	⑧踱鐸
n	⑧諾
l	⑧落烙駱酪{又讀lɔ˨˩˧：奶～}洛絡樂{快～}
ts	⑦佐{～料}作斫{～稻}斲
tsʰ	⑦錯{～開}
dz	⑧鑿
s	⑦索
z	⑧鑿勺昨
k	⑦角覺{～著，感覺到}各{～人，每個人}閣擱{暫時放置}胳
kʰ	⑦殼恪
ŋ	⑧岳-{姓氏}鄂鶴-
ɦ	⑧學-{大～}涸貉
tʃ	⑦桌卓啄琢捉灼酌
tʃʰ	⑦戳绰婥齪{齷～}
dʒ	⑧濁濯
ʃ	⑦縮{變短；變小}嗍{吮吸}
ʒ	⑧若鐲弱妁芍
ʔ	⑦惡{～心}齷{～齪}
#iɔʔ	
tɕ	⑦覺={感～}
tɕʰ	⑦確
ȵ	⑧☐{兩手揉搓、揉捏東西}搙{兩手揉搓、揉捏東西}
h	⑦☐{貼近，貼著}
ɦ	⑧樂學={～習}
#uɔʔ	
k	⑦郭
kʰ	⑦擴
h	⑦霍
ɦ	⑧鑊{鍋}
ʔ	⑦握1
#m̩	
	②無-{~人：没有人；~□[m̩˨˦ pəʔ˨：没有(某物)}④畝姆
#ŋ̍	
	②吳紅兒{兒綴，囡～}③五{十～[ʃoʔ˦ ŋ˦]}④五午
