#漢字	音標
餺	pɔʔ7+
髆	pɔk7
髆	pɔʔ7+
𥴮	pɔk7
𥴮	pɔʔ7+
𥴮	pʰɔk7
𥴮	pʰɔʔ7+
襮	puk7
襮	puʔ7+
襮	pɔk7
襮	pɔʔ7+
䶈	pɔk7
䶈	pɔʔ7+
鑮	pɔk7
鑮	pɔʔ7+
鑮	pʰɔk8
鑮	pʰɔʔ8+
𪙍	pɔk7
𪙍	pɔʔ7+
𦢊	pɔk7
𦢊	pɔʔ7+
𦢊	pʰɔk7
𦢊	pʰɔk8
𦢊	pʰɔʔ7+
𦢊	pʰɔʔ8+
㿺	pɔk7
㿺	pɔʔ7+
趵	pɔk7
趵	pɔʔ7+
剥	pɔk7
剥	pɔʔ7+
剝	pɔk7
剝	pɔʔ7+
𥭖	pɔk7
𥭖	pɔʔ7+
駁	pɔk7
駁	pɔʔ7+
𩐟	pɔk7
𩐟	pɔʔ7+
駮	pɔk7
駮	pɔʔ7+
髉	pɔk7
髉	pɔʔ7+
䑈	pɔk7
䑈	pɔʔ7+
嚗	pɔk7
嚗	pɔʔ7+
𦢸	pʰɔk7
𦢸	pʰɔʔ7+
胉	pʰɔk7
胉	pʰɔʔ7+
膊	pʰɔk7
膊	pʰɔʔ7+
粕	pʰɔk7
粕	pʰɔʔ7+
奤	pʰɔk7
奤	pʰɔʔ7+
𦥭	pʰɔk7
𦥭	pʰɔʔ7+
𦐦	pʰɔk7
𦐦	pʰɔʔ7+
蒪	pʰɔk7
蒪	pʰɔʔ7+
𦿍	pʰɔk7
𦿍	pʰɔʔ7+
𩔈	pʰɔk7
𩔈	pʰɔʔ7+
䪙	pʰɔk7
䪙	pʰɔʔ7+
䨰	pʰɔk7
䨰	pʰɔʔ7+
㩧	pʰɔk7
㩧	pʰɔk8
㩧	pʰɔʔ7+
㩧	pʰɔʔ8+
攴	pʰuk7
攴	pʰuʔ7+
攴	pʰɔk7
攴	pʰɔʔ7+
釙	pʰɔk7
釙	pʰɔʔ7+
謈	pʰɔk7
謈	pʰɔk8
謈	pʰɔʔ7+
謈	pʰɔʔ8+
𧴤	pʰɔk7
𧴤	pʰɔʔ7+
𤆝	pʰɔk7
𤆝	pʰɔʔ7+
圤	pʰɔk7
圤	pʰɔʔ7+
㺪	pʰɔk7
㺪	pʰɔʔ7+
墣	pʰuk7
墣	pʰuʔ7+
墣	pʰɔk7
墣	pʰɔʔ7+
璞	pʰɔk7
璞	pʰɔʔ7+
朴	pʰɔk7
朴	pʰɔʔ7+
𥛟	pʰɔk7
𥛟	pʰɔʔ7+
㹒	pʰɔk7
㹒	pʰɔʔ7+
窇	pʰɔk7
窇	pʰɔk8
窇	pʰɔʔ7+
窇	pʰɔʔ8+
雹	pʰɔk7
雹	pʰɔk8
雹	pʰɔʔ7+
雹	pʰɔʔ8+
𥭓	pʰɔk7
𥭓	pʰɔk8
𥭓	pʰɔʔ7+
𥭓	pʰɔʔ8+
𥭓	tsʰɔk7
𥭓	tsʰɔʔ7+
䈏	pʰɔk7
䈏	pʰɔk8
䈏	pʰɔʔ7+
䈏	pʰɔʔ8+
𩅟	pʰɔk7
𩅟	pʰɔk8
𩅟	pʰɔʔ7+
𩅟	pʰɔʔ8+
瓝	pʰɔk7
瓝	pʰɔk8
瓝	pʰɔʔ7+
瓝	pʰɔʔ8+
㼎	pʰɔk7
㼎	pʰɔk8
㼎	pʰɔʔ7+
㼎	pʰɔʔ8+
䮀	pʰɔk7
䮀	pʰɔk8
䮀	pʰɔʔ7+
䮀	pʰɔʔ8+
豰	fuk7
豰	fuʔ7+
豰	pʰɔk7
豰	pʰɔk8
豰	pʰɔʔ7+
豰	pʰɔʔ8+
豰	tuk7
豰	tuʔ7+
懪	pʰɔk7
懪	pʰɔk8
懪	pʰɔʔ7+
懪	pʰɔʔ8+
犦	puk7
犦	puʔ7+
犦	pʰɔk7
犦	pʰɔk8
犦	pʰɔʔ7+
犦	pʰɔʔ8+
𩺽	pʰɔk7
𩺽	pʰɔk8
𩺽	pʰɔʔ7+
𩺽	pʰɔʔ8+
𢷏	pʰɔk7
𢷏	pʰɔk8
𢷏	pʰɔʔ7+
𢷏	pʰɔʔ8+
薄	pʰɔk8
薄	pʰɔʔ8+
䭦	pʰɔk8
䭦	pʰɔʔ8+
泊	pʰɔk8
泊	pʰɔʔ8+
亳	pʰɔk8
亳	pʰɔʔ8+
鉑	pʰɔk8
鉑	pʰɔʔ8+
箔	pʰɔk8
箔	pʰɔʔ8+
礡	pʰɔk8
礡	pʰɔʔ8+
礴	pʰɔk8
礴	pʰɔʔ8+
𩍿	pʰɔk8
𩍿	pʰɔʔ8+
𩽛	pʰɔk8
𩽛	pʰɔʔ8+
踄	pʰɔk8
踄	pʰɔʔ8+
鄚	mɔk7
鄚	mɔʔ7+
𠢓	mɔk7
𠢓	mɔʔ7+
塻	mɔk7
塻	mɔʔ7+
𡈗	mɔk7
𡈗	mɔʔ7+
𢊗	mɔk7
𢊗	mɔʔ7+
漠	mɔk7
漠	mɔʔ7+
寞	mɔk7
寞	mɔʔ7+
𣩎	mɔk7
𣩎	mɔʔ7+
瞙	mɔk7
瞙	mɔʔ7+
瘼	mɔk7
瘼	mɔʔ7+
鏌	mɔk7
鏌	mɔʔ7+
幕	mɔk7
幕	mɔʔ7+
𢷕	mɔk7
𢷕	mɔʔ7+
邈	mɔk7
邈	mɔʔ7+
㦝	mɔk7
㦝	mɔʔ7+
瞐	mɔk7
瞐	mɔʔ7+
毣	muk7
毣	muʔ7+
毣	mɔk7
毣	mɔʔ7+
劐	fɔk7
劐	fɔʔ7+
䁨	fɔk7
䁨	fɔʔ7+
霍	fɔk7
霍	fɔʔ7+
攉	fɔk7
攉	fɔʔ7+
藿	fɔk7
藿	fɔʔ7+
瀖	fɔk7
瀖	fɔʔ7+
矐	fɔk7
矐	fɔʔ7+
矐	hɔk7
矐	hɔʔ7+
癨	fɔk7
癨	fɔʔ7+
彉	fɔk7
彉	fɔʔ7+
彉	kuɔk7
彉	kuɔʔ7+
彍	fɔk7
彍	fɔʔ7+
彍	kuɔk7
彍	kuɔʔ7+
霩	fɔk7
霩	fɔʔ7+
𩅿	fɔk7
𩅿	fɔʔ7+
𢋒	fɔk8
𢋒	fɔʔ8+
𤻙	fɔk8
𤻙	fɔʔ8+
㦜	fɔk8
㦜	fɔʔ8+
𤐰	fɔk8
𤐰	fɔʔ8+
穫	fɔk8
穫	fɔʔ8+
鑊	fɔk8
鑊	fɔʔ8+
縛	fɔk8
縛	fɔʔ8+
獲	fɔk8
獲	fɔʔ8+
涿	tɔk7
涿	tɔʔ7+
啄	tuk7
啄	tuʔ7+
啄	tɔk7
啄	tɔʔ7+
笃	tɔk8-
笃	tɔʔ8+
托	tʰɔk7
托	tʰɔʔ7+
侂	tʰɔk7
侂	tʰɔʔ7+
沰	tʰɔk7
沰	tʰɔʔ7+
託	tʰɔk7
託	tʰɔʔ7+
袥	tʰɔk7
袥	tʰɔʔ7+
飥	tʰɔk7
飥	tʰɔʔ7+
魠	tʰɔk7
魠	tʰɔʔ7+
𩧐	lɔk7
𩧐	lɔʔ7+
𩧐	tʰɔk7
𩧐	tʰɔʔ7+
橐	tʰɔk7
橐	tʰɔʔ7+
庹	tʰɔk7
庹	tʰɔʔ7+
柝	tʰɔk7
柝	tʰɔʔ7+
𦚈	tʰɔk7
𦚈	tʰɔʔ7+
𣔳	tʰɔk7
𣔳	tʰɔʔ7+
𨂫	tʰɔk7
𨂫	tʰɔʔ7+
𣟄	tʰɔk7
𣟄	tʰɔʔ7+
籜	tʰɔk7
籜	tʰɔʔ7+
蘀	tʰɔk7
蘀	tʰɔʔ7+
㤞	tʰɔk8
㤞	tʰɔʔ8+
仛	tʰɔk8
仛	tʰɔʔ8+
剫	tʰɔk8
剫	tʰɔʔ8+
喥	tʰɔk8
喥	tʰɔʔ8+
𢜬	tʰɔk8
𢜬	tʰɔʔ8+
凙	tʰɔk8
凙	tʰɔʔ8+
𨍏	tʰɔk8
𨍏	tʰɔʔ8+
踱	tʰɔk8
踱	tʰɔʔ8+
𧩧	tʰɔk8
𧩧	tʰɔʔ8+
䐾	tʰɔk8
䐾	tʰɔʔ8+
鐸	tʰɔk8
鐸	tʰɔʔ8+
𩍜	tʰɔk8
𩍜	tʰɔʔ8+
諾	lɔk7
諾	lɔʔ7+
鍩	lɔk7
鍩	lɔʔ7+
袼	kɔk7
袼	kɔʔ7+
袼	lɔk7
袼	lɔʔ7+
硌	lɔk7
硌	lɔʔ7+
䶅	hɔk8
䶅	hɔʔ8+
䶅	lɔk7
䶅	lɔʔ7+
駱	lɔk7
駱	lɔʔ7+
烙	lɔk7
烙	lɔʔ7+
酪	lɔk7
酪	lɔʔ7+
㓢	lɔk7
㓢	lɔʔ7+
洛	lɔk7
洛	lɔʔ7+
珞	lɔk7
珞	lɔʔ7+
𣧳	lɔk7
𣧳	lɔʔ7+
䀩	liɔk7
䀩	liɔʔ7+
䀩	lɔk7
䀩	lɔʔ7+
𤽥	lɔk7
𤽥	lɔʔ7+
笿	lɔk7
笿	lɔʔ7+
落	lɔk7
落	lɔk8
落	lɔʔ7+
落	lɔʔ8+
絡	lɔk7
絡	lɔʔ7+
𤽼	lɔk7
𤽼	lɔʔ7+
𩂣	lɔk7
𩂣	lɔʔ7+
雒	lɔk7
雒	lɔʔ7+
𩊚	lɔk7
𩊚	lɔʔ7+
𣛗	lɔk7
𣛗	lɔʔ7+
鮥	lɔk7
鮥	lɔʔ7+
𨏒	lɔk7
𨏒	lɔʔ7+
𧭥	lɔk7
𧭥	lɔʔ7+
𪇱	lɔk7
𪇱	lɔʔ7+
樂	iɔk7=
樂	iɔʔ7+
樂	lɔk7
樂	lɔʔ7+
樂	ŋɔk7-
樂	ŋɔʔ7+
餎	lɔk7
餎	lɔʔ7+
硦	lɔk7
硦	lɔʔ7+
叒	lɔk7
叒	lɔʔ7+
鄀	lɔk7
鄀	lɔʔ7+
弱	lɔk7=
弱	lɔʔ7+
弱	ȵiɔk7-
弱	ȵiɔʔ7+
楉	lɔk7
楉	lɔʔ7+
蒻	lɔk7
蒻	lɔʔ7+
𨀝	lɔk7
𨀝	lɔʔ7+
箬	lɔk7=
箬	lɔʔ7+
箬	ȵiɔk7-
箬	ȵiɔʔ7+
䐞	lɔk7
䐞	lɔʔ7+
𧢺	lɔk7
𧢺	lɔʔ7+
𧣺	lɔk7
𧣺	lɔʔ7+
䚥	lɔk7
䚥	lɔʔ7+
䃕	lɔk7
䃕	lɔʔ7+
犖	lɔk7
犖	lɔʔ7+
𡁆	lɔk7
𡁆	lɔʔ7+
柞	tsɔk7
柞	tsɔʔ7+
柞	tsʰɔk7
柞	tsʰɔk8
柞	tsʰɔʔ7+
柞	tsʰɔʔ8+
作	tsɔk7
作	tsɔʔ7+
㘀	tsɔk7
㘀	tsɔʔ7+
糳	tsɔk7
糳	tsɔʔ7+
着	tsɔk7
着	tsɔʔ7+
着	tsʰɔk7
着	tsʰɔk8
着	tsʰɔʔ7+
着	tsʰɔʔ8+
鐯	tsɔk7
鐯	tsɔʔ7+
擆	tsɔk7
擆	tsɔʔ7+
𣃈	tsɔk7
𣃈	tsɔʔ7+
𥖛	tsɔk7
𥖛	tsɔʔ7+
櫡	tsɔk7
櫡	tsɔʔ7+
𥗁	tsɔk7
𥗁	tsɔʔ7+
斮	tsɔk7
斮	tsɔʔ7+
焯	tsɔk7
焯	tsɔʔ7+
妁	sɔk8
妁	sɔʔ8+
妁	tsɔk7
妁	tsɔʔ7+
彴	tsɔk7
彴	tsɔʔ7+
灼	tsɔk7
灼	tsɔʔ7+
𧘑	tsɔk7
𧘑	tsɔʔ7+
斫	tsɔk7
斫	tsɔʔ7+
酌	tsɔk7
酌	tsɔʔ7+
禚	tsɔk7
禚	tsɔʔ7+
䅵	kuk7
䅵	kuʔ7+
䅵	tsɔk7
䅵	tsɔʔ7+
𥯩	tsɔk7
𥯩	tsɔʔ7+
謶	tsɔk7
謶	tsɔʔ7+
孎	tsuk7
孎	tsuʔ7+
孎	tsɔk7
孎	tsɔʔ7+
桌	tsɔk7
桌	tsɔʔ7+
倬	tsɔk7
倬	tsɔʔ7+
卓	tsɔk7
卓	tsɔʔ7+
㧻	tsɔk7
㧻	tsɔʔ7+
𢁁	tsɔk7
𢁁	tsɔʔ7+
啅	tsɔk7
啅	tsɔʔ7+
琢	tsɔk7
琢	tsɔʔ7+
𢽚	tsɔk7
𢽚	tsɔʔ7+
晫	tsɔk7
晫	tsɔʔ7+
晫	tsʰɔk7
晫	tsʰɔʔ7+
䐁	tsɔk7
䐁	tsɔʔ7+
䐁	tuk7
䐁	tuʔ7+
斲	tsɔk7
斲	tsɔʔ7+
諑	tsɔk7
諑	tsɔʔ7+
斀	tsɔk7
斀	tsɔʔ7+
𥢔	tsɔk7
𥢔	tsɔʔ7+
椓	tsɔk7
椓	tsɔʔ7+
捉	tsɔk7
捉	tsɔʔ7+
穛	tsɔk7
穛	tsɔʔ7+
𥼚	tsɔk7
𥼚	tsɔʔ7+
穱	tsɔk7
穱	tsɔʔ7+
篧	tsɔk7
篧	tsɔʔ7+
篧	tsʰɔk7
篧	tsʰɔk8
篧	tsʰɔʔ7+
篧	tsʰɔʔ8+
𧂒	tsɔk7
𧂒	tsɔʔ7+
𣫞	tsʰɔk7
𣫞	tsʰɔk8
𣫞	tsʰɔʔ7+
𣫞	tsʰɔʔ8+
砟	tsʰɔk7
砟	tsʰɔk8
砟	tsʰɔʔ7+
砟	tsʰɔʔ8+
𢂃	tsʰɔk7
𢂃	tsʰɔk8
𢂃	tsʰɔʔ7+
𢂃	tsʰɔʔ8+
昨	tsʰɔk7
昨	tsʰɔk8
昨	tsʰɔʔ7+
昨	tsʰɔʔ8+
㸲	tsʰɔk7
㸲	tsʰɔk8
㸲	tsʰɔʔ7+
㸲	tsʰɔʔ8+
莋	tsʰɔk7
莋	tsʰɔk8
莋	tsʰɔʔ7+
莋	tsʰɔʔ8+
筰	tsʰɔk7
筰	tsʰɔk8
筰	tsʰɔʔ7+
筰	tsʰɔʔ8+
鈼	tsʰɔk7
鈼	tsʰɔk8
鈼	tsʰɔʔ7+
鈼	tsʰɔʔ8+
𦁎	tsʰɔk7
𦁎	tsʰɔk8
𦁎	tsʰɔʔ7+
𦁎	tsʰɔʔ8+
䎰	tsʰɔk7
䎰	tsʰɔk8
䎰	tsʰɔʔ7+
䎰	tsʰɔʔ8+
怍	tsʰɔk7
怍	tsʰɔk8
怍	tsʰɔʔ7+
怍	tsʰɔʔ8+
剒	tsʰɔk7
剒	tsʰɔʔ7+
莡	tsʰɔk7
莡	tsʰɔʔ7+
逪	tsʰɔk7
逪	tsʰɔʔ7+
䱜	tsʰɔk7
䱜	tsʰɔʔ7+
䱜	tɕʰiɔk7
䱜	tɕʰiɔʔ7+
𤟭	tsʰɔk7
𤟭	tsʰɔʔ7+
逴	tsʰɔk7
逴	tsʰɔʔ7+
辵	tsʰɔk7
辵	tsʰɔʔ7+
㲋	tsʰɔk7
㲋	tsʰɔʔ7+
蠚	hɔk7
蠚	hɔʔ7+
蠚	tsʰɔk7
蠚	tsʰɔʔ7+
辶	tsʰɔk7
辶	tsʰɔʔ7+
繛	tsʰɔk7
繛	tsʰɔʔ7+
婥	tsʰɔk7
婥	tsʰɔʔ7+
綽	tsʰɔk7
綽	tsʰɔʔ7+
㪬	tsʰɔk7
㪬	tsʰɔk8
㪬	tsʰɔʔ7+
㪬	tsʰɔʔ8+
戳	tsʰɔk7
戳	tsʰɔʔ7+
鸐	tsʰɔk7
鸐	tsʰɔk8
鸐	tsʰɔʔ7+
鸐	tsʰɔʔ8+
鸀	tsuk7
鸀	tsuʔ7+
鸀	tsʰɔk7
鸀	tsʰɔk8
鸀	tsʰɔʔ7+
鸀	tsʰɔʔ8+
濁	tsʰɔk7
濁	tsʰɔk8
濁	tsʰɔʔ7+
濁	tsʰɔʔ8+
𢢗	tsʰɔk7
𢢗	tsʰɔk8
𢢗	tsʰɔʔ7+
𢢗	tsʰɔʔ8+
擢	tsʰɔk7
擢	tsʰɔk8
擢	tsʰɔʔ7+
擢	tsʰɔʔ8+
㺟	tsʰɔk7
㺟	tsʰɔk8
㺟	tsʰɔʔ7+
㺟	tsʰɔʔ8+
𧃔	tsʰɔk7
𧃔	tsʰɔk8
𧃔	tsʰɔʔ7+
𧃔	tsʰɔʔ8+
蠗	tsʰɔk7
蠗	tsʰɔk8
蠗	tsʰɔʔ7+
蠗	tsʰɔʔ8+
鐲	suk8
鐲	suʔ8+
鐲	tsʰɔk7
鐲	tsʰɔk8
鐲	tsʰɔʔ7+
鐲	tsʰɔʔ8+
𩑂	tsʰɔk7
𩑂	tsʰɔk8
𩑂	tsʰɔʔ7+
𩑂	tsʰɔʔ8+
𢺡	tsʰɔk7
𢺡	tsʰɔk8
𢺡	tsʰɔʔ7+
𢺡	tsʰɔʔ8+
𩆸	tsʰɔk7
𩆸	tsʰɔk8
𩆸	tsʰɔʔ7+
𩆸	tsʰɔʔ8+
䃗	tsʰɔk7
䃗	tsʰɔʔ7+
娕	tsʰɔk7
娕	tsʰɔʔ7+
娖	tsʰɔk7
娖	tsʰɔʔ7+
擉	tsʰɔk7
擉	tsʰɔʔ7+
齪	tsʰɔk7
齪	tsʰɔʔ7+
𪘏	tsʰuk7
𪘏	tsʰuʔ7+
𪘏	tsʰɔk7
𪘏	tsʰɔʔ7+
捔	kɔk7
捔	kɔʔ7+
捔	tsʰɔk7
捔	tsʰɔk8
捔	tsʰɔʔ7+
捔	tsʰɔʔ8+
汋	sɔk8
汋	sɔʔ8+
汋	tsʰɔk7
汋	tsʰɔk8
汋	tsʰɔʔ7+
汋	tsʰɔʔ8+
丵	tsʰɔk7
丵	tsʰɔk8
丵	tsʰɔʔ7+
丵	tsʰɔʔ8+
浞	tsʰɔk7
浞	tsʰɔk8
浞	tsʰɔʔ7+
浞	tsʰɔʔ8+
𤉐	tsʰɔk7
𤉐	tsʰɔk8
𤉐	tsʰɔʔ7+
𤉐	tsʰɔʔ8+
𨖮	tsʰɔk7
𨖮	tsʰɔk8
𨖮	tsʰɔʔ7+
𨖮	tsʰɔʔ8+
鋜	tsʰɔk7
鋜	tsʰɔk8
鋜	tsʰɔʔ7+
鋜	tsʰɔʔ8+
𢋱	tsʰɔk7
𢋱	tsʰɔk8
𢋱	tsʰɔʔ7+
𢋱	tsʰɔʔ8+
灂	tsʰɔk7
灂	tsʰɔk8
灂	tsʰɔʔ7+
灂	tsʰɔʔ8+
鷟	tsʰɔk7
鷟	tsʰɔk8
鷟	tsʰɔʔ7+
鷟	tsʰɔʔ8+
齺	tsʰɔk7
齺	tsʰɔk8
齺	tsʰɔʔ7+
齺	tsʰɔʔ8+
索	sɔk7
索	sɔʔ7+
𢱢	sɔk7
𢱢	sɔʔ7+
𦵫	sɔk7
𦵫	sɔʔ7+
㮦	sɔk7
㮦	sɔʔ7+
𩌈	sɔk7
𩌈	sɔʔ7+
獡	sɔk7
獡	sɔʔ7+
爍	sɔk7
爍	sɔʔ7+
䁻	sɔk7
䁻	sɔʔ7+
鑠	sɔk7
鑠	sɔʔ7+
㜰	iɔk7
㜰	iɔʔ7+
㜰	sɔk7
㜰	sɔʔ7+
爚	iɔk7
爚	iɔʔ7+
爚	sɔk7
爚	sɔʔ7+
碩	sɔk7
碩	sɔʔ7+
朔	sɔk7
朔	sɔʔ7+
矟	sɔk7
矟	sɔʔ7+
搠	sɔk7
搠	sɔʔ7+
蒴	sɔk7
蒴	sɔʔ7+
㮶	sɔk7
㮶	sɔʔ7+
𦋞	sɔk7
𦋞	sɔʔ7+
槊	sɔk7
槊	sɔʔ7+
𦂗	sɔk7
𦂗	sɔʔ7+
嗍	sɔk7
嗍	sɔʔ7+
勺	sɔk7
勺	sɔk8
勺	sɔʔ7+
勺	sɔʔ8+
仢	sɔk8
仢	sɔʔ8+
咯	kɔk7
咯	kɔʔ7+
胳	kɔk7
胳	kɔʔ7+
擱	kɔk7
擱	kɔʔ7+
閣	kɔk7
閣	kɔʔ7+
各	kɔk7
各	kɔʔ7+
梏	kuk7
梏	kuʔ7+
梏	kɔk7
梏	kɔʔ7+
䮤	hɔk8
䮤	hɔʔ8+
䮤	kɔk7
䮤	kɔʔ7+
角	kɔk7
角	kɔʔ7+
斠	kɔk7
斠	kɔʔ7+
玨	kɔk7
玨	kɔʔ7+
珏	kɔk7
珏	kɔʔ7+
𤤴	kɔk7
𤤴	kɔʔ7+
桷	kɔk7
桷	kɔʔ7+
䡈	kɔk7
䡈	kɔʔ7+
傕	kɔk7
傕	kɔʔ7+
瑴	kuk7
瑴	kuʔ7+
瑴	kɔk7
瑴	kɔʔ7+
䁷	kɔk7
䁷	kɔʔ7+
龣	kɔk7
龣	kɔʔ7+
龣	luk7
龣	luʔ7+
搉	kɔk7
搉	kɔʔ7+
搉	kʰɔk7
搉	kʰɔʔ7+
榷	kɔk7
榷	kɔʔ7+
䮸	kɔk7
䮸	kɔʔ7+
䮸	ŋɔk7
䮸	ŋɔʔ7+
恪	kʰɔk7
恪	kʰɔʔ7+
㤩	kʰɔk7
㤩	kʰɔʔ7+
愙	kʰɔk7
愙	kʰɔʔ7+
觳	fuk8
觳	fuʔ8+
觳	kʰɔk7
觳	kʰɔʔ7+
毃	kʰɔk7
毃	kʰɔʔ7+
殼	kʰɔk7
殼	kʰɔʔ7+
𡇱	kʰɔk7
𡇱	kʰɔʔ7+
𡴊	kʰɔk7
𡴊	kʰɔʔ7+
埆	kʰɔk7
埆	kʰɔʔ7+
硞	kʰuk7
硞	kʰuʔ7+
硞	kʰɔk7
硞	kʰɔʔ7+
𤿩	kʰɔk7
𤿩	kʰɔʔ7+
塙	kʰɔk7
塙	kʰɔʔ7+
愨	kʰɔk7
愨	kʰɔʔ7+
𣤇	kʰɔk7
𣤇	kʰɔʔ7+
碻	kʰɔk7
碻	kʰɔʔ7+
確	kʰɔk7
確	kʰɔʔ7+
㲉	kʰuk7
㲉	kʰuʔ7+
㲉	kʰɔk7
㲉	kʰɔʔ7+
㱿	kʰɔk7
㱿	kʰɔʔ7+
嶨	hɔk7
嶨	hɔk8
嶨	hɔʔ7+
嶨	hɔʔ8+
嶨	kʰɔk7
嶨	kʰɔʔ7+
𠕓	kʰɔk7
𠕓	kʰɔʔ7+
确	hɔk7
确	hɔʔ7+
确	kʰɔk7
确	kʰɔʔ7+
咢	ŋɔk7
咢	ŋɔʔ7+
鄂	ŋɔk7
鄂	ŋɔʔ7+
偔	ŋɔk7
偔	ŋɔʔ7+
堮	ŋɔk7
堮	ŋɔʔ7+
萼	ŋɔk7
萼	ŋɔʔ7+
𧊜	ŋɔk7
𧊜	ŋɔʔ7+
遌	ŋɔk7
遌	ŋɔʔ7+
㗁	ŋɔk7
㗁	ŋɔʔ7+
崿	ŋɔk7
崿	ŋɔʔ7+
湂	ŋɔk7
湂	ŋɔʔ7+
愕	ŋɔk7
愕	ŋɔʔ7+
㮙	ŋɔk7
㮙	ŋɔʔ7+
𠟎	ŋɔk7
𠟎	ŋɔʔ7+
𧍞	ŋɔk7
𧍞	ŋɔʔ7+
噩	ŋɔk7
噩	ŋɔʔ7+
諤	ŋɔk7
諤	ŋɔʔ7+
鍔	ŋɔk7
鍔	ŋɔʔ7+
顎	ŋɔk7
顎	ŋɔʔ7+
𡓐	ŋɔk7
𡓐	ŋɔʔ7+
𡾙	ŋɔk7
𡾙	ŋɔʔ7+
鶚	ŋɔk7
鶚	ŋɔʔ7+
鰐	ŋɔk7
鰐	ŋɔʔ7+
𡅡	ŋɔk7
𡅡	ŋɔʔ7+
齶	ŋɔk7
齶	ŋɔʔ7+
鑩	ŋɔk7
鑩	ŋɔʔ7+
鱷	ŋɔk7
鱷	ŋɔʔ7+
𢙣	ŋɔk7
𢙣	ŋɔʔ7+
堊	ŋɔk7
堊	ŋɔʔ7+
蝁	ŋɔk7
蝁	ŋɔʔ7+
觷	hɔk7
觷	hɔk8
觷	hɔʔ7+
觷	hɔʔ8+
觷	ŋɔk7
觷	ŋɔʔ7+
岳	ŋɔk7
岳	ŋɔʔ7+
捳	ŋɔk7
捳	ŋɔʔ7+
㹊	ŋɔk7
㹊	ŋɔʔ7+
嶽	ŋɔk7
嶽	ŋɔʔ7+
𩓥	ŋɔk7
𩓥	ŋɔʔ7+
鸑	ŋɔk7
鸑	ŋɔʔ7+
喔	ŋɔk7
喔	ŋɔʔ7+
𦯏	ŋɔk7
𦯏	ŋɔʔ7+
偓	ŋɔk7
偓	ŋɔʔ7+
握	ŋɔk7
握	ŋɔʔ7+
幄	ŋɔk7
幄	ŋɔʔ7+
渥	ŋɔk7
渥	ŋɔʔ7+
媉	ŋɔk7
媉	ŋɔʔ7+
楃	ŋɔk7
楃	ŋɔʔ7+
腛	ŋɔk7
腛	ŋɔʔ7+
𠿟	ŋɔk7
𠿟	ŋɔʔ7+
齷	ŋɔk7
齷	ŋɔʔ7+
𪑱	uk7
𪑱	uʔ7+
𪑱	ŋɔk7
𪑱	ŋɔʔ7+
鷽	hɔk7
鷽	hɔk8
鷽	hɔʔ7+
鷽	hɔʔ8+
鷽	ŋɔk7
鷽	ŋɔʔ7+
㕡	hɔk7
㕡	hɔʔ7+
𧮸	hɔk7
𧮸	hɔʔ7+
𦞦	fuk7
𦞦	fuʔ7+
𦞦	hɔk7
𦞦	hɔʔ7+
壑	hɔk7
壑	hɔʔ7+
謞	hɔk7
謞	hɔʔ7+
𩌥	hɔk7
𩌥	hɔʔ7+
翯	fuk8
翯	fuʔ8+
翯	hɔk7
翯	hɔk8
翯	hɔʔ7+
翯	hɔʔ8+
嗀	fuk7
嗀	fuʔ7+
嗀	hɔk7
嗀	hɔʔ7+
㕰	hɔk7
㕰	hɔʔ7+
𦰾	hɔk7
𦰾	hɔʔ7+
𩌊	hɔk7
𩌊	hɔʔ7+
瀥	hɔk7
瀥	hɔʔ7+
䤕	hɔk7
䤕	hɔʔ7+
㿥	fuk8
㿥	fuʔ8+
㿥	hɔk7
㿥	hɔk8
㿥	hɔʔ7+
㿥	hɔʔ8+
學	hɔk7
學	hɔk8
學	hɔʔ7+
學	hɔʔ8+
𥀣	hɔk7
𥀣	hɔk8
𥀣	hɔʔ7+
𥀣	hɔʔ8+
狢	hɔk8
狢	hɔʔ8+
䅂	hɔk8
䅂	hɔʔ8+
涸	hɔk8
涸	hɔʔ8+
貈	hɔk8
貈	hɔʔ8+
佫	hɔk8
佫	hɔʔ8+
𠗂	hɔk8
𠗂	hɔʔ8+
鶴	hɔk8
鶴	hɔʔ8+
𥉑	hɔk8
𥉑	hɔʔ8+
𥉑	iuk7
𥉑	iuʔ7+
撂	liɔk7
撂	liɔʔ7+
㨼	liɔk7
㨼	liɔʔ7+
䂮	liɔk7
䂮	liɔʔ7+
略	liɔk7
略	liɔʔ7+
畧	liɔk7
畧	liɔʔ7+
㗉	liɔk7
㗉	liɔʔ7+
䛚	liɔk7
䛚	liɔʔ7+
𧎾	liɔk7
𧎾	liɔʔ7+
𪀡	liɔk7
𪀡	liɔʔ7+
䌎	liɔk7
䌎	liɔʔ7+
藥	iɔk7
藥	iɔʔ7+
藥	liɔk7
藥	liɔʔ7+
爵	tɕiɔk7
爵	tɕiɔʔ7+
㩱	tɕiɔk7
㩱	tɕiɔʔ7+
𩰥	tɕiɔk7
𩰥	tɕiɔʔ7+
雀	tɕiɔk7
雀	tɕiɔʔ7+
脚	tɕiɔk7
脚	tɕiɔʔ7+
腳	tɕiɔk7
腳	tɕiɔʔ7+
屩	tɕiɔk7
屩	tɕiɔʔ7+
卻	tɕiɔk7
卻	tɕiɔʔ7+
卻	tɕʰiɔk7
卻	tɕʰiɔʔ7+
矍	tɕiɔk7
矍	tɕiɔʔ7+
