// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	k	kʰ	x	tʂ	tʂʰ	ʂ	ts	tsʰ	s	Ø
@FIN	a
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
tɕ	i	去聲	及{~格} 芨{~~草} 極{北~} 級{階~} 吉 季{春~} 悸{心跳} 積{堆~} 殛{雷~了} 己{自~} 記{~錄} 紀{~律} 忌{疑心} 繫{（又音）~鞋帶} 際{國~} 祭{~杞} 計{~劃} 寄{~賣} 即 疾{~病} 嫉{~妒} 棘{荊~} 急 脊{~梁} 集{召~} 繼 冀 濟{接~} 劑{藥~} 寂{~寞} 擊{打~} 跡{痕~} 激{~烈} 績{成~} 輯{編~} 藉{狼~} 籍{~貫} 鯽{~魚} 既然 暨 賫{~發} 髻 堅
tɕʰ	i	陰平	棄{拋~} 泣{哭~} 棲{~息} 期{日~} 欺{~騙} 妻{~子} 淒{~涼} 萋{~~}
tɕʰ	i	陽平上	奇 崎{~嶇} 騎{~馬} 其 棋{象~} 琪 旗 麒{~麟} 耆 鰭{魚~} 畦{菜~} 啟{~示} 芪{黃~} 乞{~丐} 杞{構~} 起 企{~圖} 歧{~途} 躋 齊 臍{肚~} 薺 祁{姓} 祈{~求} 豈
tɕʰ	i	去聲	七 氣{~候} 汽{~車} 沏{~茶} 砌{~牆} 器 契{~約} 戚{親~} 葺{修~} 憩{休~} 漆{油~}
ɕ	i	陰平	稀{~疏} 奚 溪{小~} 蹊 嘻{~笑} 嬉{~戲} 西 淅{~瀝} 犧{~牲} 犀{~牛}
ɕ	i	陽平上	喜 洗 銑{~床} 璽{玉~} 檄{~文}
ɕ	i	去聲	希{~望} 習{學~} 席{~位} 細{粗~} 息{體~} 熄{~滅。~燈} 媳{~婦} 戲{唱~} 係{關~} 夕{除~} 吸{呼~} 隙{空~} 昔{今~} 惜{可~} 悉{熟~} 蟋{~蟀} 膝{~蓋子} 析{分~} 晰{明~} 蜥{~蜴} 徙{遷~} 錫 熙 襲{世~} 攜 翕{一張~~}
Ø	i	陰平	衣{~服} 伊 醫 役{勞~} 疫{瘟~}
Ø	i	陽平上	乙{甲~} 億{十~} 屹{~立} 譯{翻~} 驛{~站} 移 迤{~} 夷 姨{阿~} 痍{瘡~} 胰{豬~子} 疑{~惑} 怡 貽 以 已{~經} 遺{~留} 椅 倚 漪{漣~} 裔{後~} 肄{~業} 誼{友~} 毅{~力} 蟻{螞~} 異 尾-{~巴} 翼{比~鳥} 依 宜{適~} 苡{~米} 矣 彝{~族} 儀{~表}
Ø	i	去聲	一 藝{文~} 憶{回~} 義 刈{割：~麥} 議{會~} 弋 邑 亦 弈 易 蜴{蜥~} 意 益 溢{水~出來了} 縊{自~} 頤{~和園} 佚 揖{告~} 翳{~子} 逸{飄~}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	Ø
@FIN	ia
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
p	ia	陰平	□{貼：~大字報}
p	ia	陽平上	啪{（象聲詞）}
p	ia	去聲	白 掰{一~兩半個}
pʰ	ia	陰平	啪{（象聲詞）}
pʰ	ia	陽平上	啪{（又音）} □{瘦弱、不飽滿：~得很；黃~~的}
pʰ	ia	去聲	拍-{（動詞）~蒼蠅；（名詞）~子} 迫- 魄-{三魂七~}
m	ia	陰平	咩{羊叫聲（象聲詞）}
m	ia	陽平上	美{~[mẽi]的轉音：~氣得很}
m	ia	去聲	麥- 墨- 脈-{號~} 陌-{~生} 默-
t	ia	去聲	得- 德-{~性}
tʰ	ia	去聲	特-{~別}
n	ia	陽平上	□{~倆}
l	ia	陽平上	倆{兩個}
l	ia	去聲	勒-{~住} 肋-{~條} 裂-{~子}
tɕ	ia	陰平	家{~具} 加 枷{~鎖} 笳{胡~} 痂{結~} 佳 袈{~裟} 嘉{~獎}
tɕ	ia	陽平上	假{（形容詞）真~} 賈{姓}
tɕ	ia	去聲	甲 胛{肩~} 鉀{~鹽} 價 架 駕{勞~} 夾{（動詞）~；（名詞）~子} 莢{豆~} 頰{面~} 挾{~襖子} 假{（名詞）放~} 嫁
tɕʰ	ia	陰平	卡{關口、髮~：（名詞）~子} 掐{（動詞）~下來}
tɕʰ	ia	陽平上	卡{（動詞）~住} 髂{（名詞）~子；（動詞）~腰}
tɕʰ	ia	去聲	恰{~巧} 洽{接~} 掐{~花} 跨-{從物上越過：~臊毛}
ɕ	ia	陰平	蝦
ɕ	ia	陽平上	霞 瑕{白璧微~} 遐{~想} 暇{閒~} 俠 狹{~窄} 峽{劉家~} 匣 轄{管~} 黠{狡~} 罅
ɕ	ia	去聲	夏 下 嚇{~虎} 瞎{~子}
Ø	ia	陰平	丫{~頭} 呀 椏{同丫} 鴉{鳥~} 涯{天~海角}
Ø	ia	陽平上	牙 芽 蚜{~蟲} 亞 啞 雅 丈 衙{~門}
Ø	ia	去聲	鴨 押{關~} 壓 軋{（又音）}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	n	l	tɕ	tɕʰ	ɕ	Ø
@FIN	iaŋ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
p	iaŋ	陽平上	□{~~子麵}
n	iaŋ	陰平	娘{（又音）~~：未出嫁前的姑姑}
n	iaŋ	陽平上	娘
l	iaŋ	陽平上	良 糧 涼{冰~} 梁{姓} 粱{高~} 梁{棟~} 量{（又音）~衣服（動詞）} 兩 倆{伎~} 輛{車~} 魎{魍~}
l	iaŋ	去聲	亮 晾{~衣服} 諒{~解} 量{數~（名詞）}
tɕ	iaŋ	陰平	江 豇{~豆} 姜{姓} 將{（又音）~軍} 漿{~水} 僵{~硬} 韁{~繩} 礓{砂~} 疆{邊~}
tɕ	iaŋ	陽平上	講 獎{評~} 槳{木~} 蔣{姓} 將{（介詞）} 強{老~}
tɕ	iaŋ	去聲	將{大~} 匠{~人} 犟{~脾氣} 醬{~油} 絳{~落} 漿{（又音）~糊}
tɕʰ	iaŋ	陰平	槍 嗆{~了} 戧{~風} 羌 戕{~害} 腔{~子} 鏘{鏗~}
tɕʰ	iaŋ	陽平上	強{~大} 牆 薔{~薇} 詳{~細} 祥{吉~} 翔{飛~} 搶{~劫} 檣 襁{~褓}
tɕʰ	iaŋ	去聲	熗{~鍋} 嗆{夠~} 戧{甩木頭~住}
ɕ	iaŋ	陰平	香 鄉 相{互~} 廂{~房} 湘 箱{~子} 襄 鑲{~牙} 驤
ɕ	iaŋ	陽平上	享{~福} 響 餉{糧~、關~} 想 降{（又音）投~}
ɕ	iaŋ	去聲	向 相{~貌} 象{（動詞）、大~（名詞）} 像{~片} 橡{~膠}
Ø	iaŋ	陰平	央{中~} 泱{快~蹌} 殃{遭~} 映{反~} 鴦{鴛~}
Ø	iaŋ	陽平上	羊 洋 佯{~攻} 徉 揚{~場} 楊{姓} 瘍{潰~} 陽{陰~} 仰{~扳子} 養 氧 癢{~~} 颶
Ø	iaŋ	去聲	樣 漾{水~了} 恙{安然無~}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	t	n	l	tɕ	tɕʰ	ɕ	Ø
@FIN	iou
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
t	iou	陰平	丟{~失}
t	iou	陽平上	丟{圊~~（形容詞）}
n	iou	陽平上	牛 忸{~怩} 扭{~秧歌} 紐{樞~} 鈕{~扣}
n	iou	去聲	拗{~脾氣} 謬{~論}
l	iou	陰平	溜{~走} 流
l	iou	陽平上	劉{姓} 琉{~璃} 硫{~磺} 鎏{~金} 留{~住} 餾{蒸~水} 瘤{腫~} 柳{姓} 綹{一~子頭髮}
l	iou	去聲	餾{~饃饃（又音）} 六= 陸{（又音）} 遛{~一圈、~牲口} 鎦金{~子}
tɕ	iou	陰平	糾{~紛} 赳{雄~~} 鳩{斑~} 揪{~豇豆} 啾{（象聲詞）} 鬏{頭上紮個~~子} 鬮{抓~} 臼{~齒} 疚{內~} 柩{靈~} 咎{引~自責} 廄{馬~} 鷲
tɕ	iou	陽平上	九 久 灸{針~} 玖 酒 韭{蔥~}
tɕ	iou	去聲	舊 舅 就 救
tɕʰ	iou	陰平	丘 邱{姓} 蚯{~蚓} 龜{~茲} 秋 楸{~子} 鰍{泥~} 鞧{後~繩} 虬{~螭} 球 裘{~皮}
tɕʰ	iou	陽平上	仇{姓} 求 俅 逑{展}
ɕ	iou	陰平	休 修 羞{~恥} 饈{珍~}
ɕ	iou	陽平上	朽 囚{~徙} 泅{~水}
ɕ	iou	去聲	秀 繡{~花} 鏽{鉸~} 袖 嗅{~覺}
Ø	iou	陰平	優{~秀} 憂{~傷} 攸 悠{~久} 幽{~雅} 郵{~政} 游{~泳}
Ø	iou	陽平上	尤 猶{~太} 疣 魷{~魚} 由 油 柚{~子} 鈾 蚰{~蜒} 莜{~麥} 酋{~長} 道 繇 有 黝{~黑}
Ø	iou	去聲	友 又 右 佑 祜{保~} 宥 囿 幼{~小} 釉{彩~} 誘{引~}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	Ø
@FIN	iŋ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
p	iŋ	陰平	兵{士~} 乒{~乓球} 冰{~棒}
p	iŋ	陽平上	丙 柄{把~} 秉 餅 稟{~性}
p	iŋ	去聲	並 摒 病
pʰ	iŋ	陰平	娉{~婷}
pʰ	iŋ	陽平上	平 坪{草~} 萍{浮~} 憑{~靠} 屏{~風} 瓶
pʰ	iŋ	去聲	拼{~命}
m	iŋ	陽平上	名 明 茗{~茶} 銘 旌{~~} 酩 冥 瞑 溟 螟 瞑{~目} 鳴
m	iŋ	去聲	命
t	iŋ	陰平	丁 仃 叮{~人} 盯{~著看} 疔{腳~} 釘{（名詞）~子}
t	iŋ	陽平上	頂 酊 酩{~大醉} 鼎
t	iŋ	去聲	定 訂{修~} 釘{（動詞）~木板} 啶 腚{屁股：光~} 錠{（量詞）} 盯{（動詞）~鞋}
tʰ	iŋ	陰平	廳 汀{小洲} 聽 廷{朝~} 蜒 蜻{~} 庭{家~} 亭{~台} 霆{雷~} 程 椎{~子}
tʰ	iŋ	陽平上	停{（動詞）~下} 停{（數詞）~分} 婷{~~} 葶{~苈子} 挺 艇{快~}
tʰ	iŋ	去聲	停{（又音）等候：~會子}
n	iŋ	陰平	擰{（量詞）一~~}
n	iŋ	陽平上	寧 嚀{叮~} 擰{（動詞）~一把} 獰{猙~} 檸{~檬}
n	iŋ	去聲	凝{~結} 寧{（又音）~可} 佞{奸~} 濘{泥~}
l	iŋ	陽平上	靈 鈴 羚{~羊寺} 蛉{白~子} 齡{年~} 零 翎{雞毛~子} 伶{~俐} 圖 團 苓{茯~} 玲 瓴{高屋建~} 聆{~聽} 菱{~角} 領 嶺{山~} 陵{~墓} 凌{冰~} 綾{~羅綢緞}
l	iŋ	去聲	另
tɕ	iŋ	陰平	京 驚{吃~} 鯨{~魚} 津{天~} 晶 精 菁{~華} 經 莖{根~} 涇 旌{~旗} 睛{（又音）亮~~} 警{~察} 頸{脖~} 荊 脛{~骨} 痙{~攣}
tɕ	iŋ	陽平上	井 阱{陷~} 景{~象} 竟{究~} 境{環~}
tɕ	iŋ	去聲	競{~賽} 徑{田~} 淨{乾~} 靜 鏡{眼~} 靖 敬{恭~}
tɕʰ	iŋ	陰平	青 清 婧 蜻{~蜓} 輕 氫 黥
tɕʰ	iŋ	陽平上	晴 請 情
tɕʰ	iŋ	去聲	慶 親{（又音）~家} 傾{~斜} 卿{公~} 頃{（量詞）} 磬{樂器} 罄{~竹難書}
ɕ	iŋ	陰平	星 腥{~氣} 猩{~~} 興{（又音）~時}
ɕ	iŋ	陽平上	行{（動詞）~走} 形 刑{~法} 型 滎{~陽} 省{（又音）反~} 邢{姓} 餳{~麵} 醒{覺~} 擤{~鼻子}
ɕ	iŋ	去聲	興{高~} 幸{~福} 倖{僥~} 性{~別} 姓
Ø	iŋ	陰平	英 瑛 應{~該} 鷹 鶯{黃~} 嬰{~兒} 櫻{~桃} 纓{虹~槍} 鸚{~鵡} 嚶{（象聲詞）} 膺{義憤填~}
Ø	iŋ	陽平上	迎 塋{墳~} 熒{~光} 螢{~火蟲} 營 瑩{晶~} 縈{~繞} 盈{~虧} 楹{~聯} 蠅{蒼~} 影 穎{脫~而出} 潁 郢{~都} 嬴{政} 贏{輸~}
Ø	iŋ	去聲	硬 應{（又音）~付} 映{反~}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	Ø
@FIN	iɔu
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
p	iɔu	陰平	標 驃 膘{長~} 鏢{梭~} 鑣{分道揚~} 彪 飆{狂~}
p	iɔu	陽平上	表 裱{~糊} 婊{~子}
p	iɔu	去聲	搡{~著干} 鰾{膠}
pʰ	iɔu	陰平	漂{~流} 縹{~渺} 飄
pʰ	iɔu	陽平上	朴{姓} 嫖{~娼} 剽{~竊} 瓢{水~} 漂{~白} 莩 殍{餓~} 瞟{~一眼}
pʰ	iɔu	去聲	票{~子} 漂{涼粉~得很}
m	iɔu	陰平	喵{（象聲詞）} 秒 眇 渺{~茫} 緲 縹~ 藐{~視} 邈
m	iɔu	陽平上	苗 描 瞄{~準}
m	iɔu	去聲	妙 廟{高~} 繆{姓}
t	iɔu	陰平	刁{姓} 叼{~花} 鴇 凋{~零} 碉{~堡} 雕{~刻} 貂{~皮}
t	iɔu	陽平上	鳥{男性生殖器} 錦 釕{~子}
t	iɔu	去聲	釣{~魚} 調{~動} 掉 吊{上~}
tʰ	iɔu	陰平	挑{~水} 佻{輕~} 迢{千里~~} 祧
tʰ	iɔu	陽平上	條{（量詞）} 苕{灰~} 笤{~帚} 髫 調{風~快順} 挑{~門簾}
tʰ	iɔu	去聲	跳 眺 窕{窈~} 糶{~糧食}
n	iɔu	陽平上	鳥 嫋{~娜}
n	iɔu	去聲	尿{一泡~（名詞）；娃娃~了（動詞）}
l	iɔu	陰平	撩{（動詞）~了一地水} 隙{你~來人了}
l	iɔu	陽平上	遼 療{醫~} 聊{~齋} 僚 獠{青面~牙} 嘹 繚{~繞} 燎{頭髮~了} 寥{寂~} 蓼{~花} 廖{姓} 了{完：人~~} 釕{~銱}
l	iɔu	去聲	料 尥{~蹶子} 撂{扔：把瓜皮~了} 潦{~倒}
tɕ	iɔu	陰平	交{~接} 郊{~區} 姣 膠{骨~} 交{絆~} 驕{~傲} 嬌{~氣} 澆 教{調~} 椒{辣~} 焦 蕉{香~} 礁{暗~} 佼 繳{~公糧}
tɕ	iɔu	陽平上	狡{~猾} 餃{~子} 絞{~刑} 鉸{~花樣子} 皎 矯 攪 僥{~幸} 較{比~}
tɕ	iɔu	去聲	叫 覺{睡~（動詞）；一~（量詞）} 校{~場} 轎 窖 教{~育} 酵{面~子}
tɕʰ	iɔu	陰平	俏{~~} 劁{~豬} 鍬 鋏{~} 繰{~衣服邊} 蹺{~腿}
tɕʰ	iɔu	陽平上	喬 僑{華~} 蕎{~面} 橋 鞽{後~} 譙 憔{~悴} 樵{~夫} 巧{靈~} 瞧{看}
tɕʰ	iɔu	去聲	俏{俊~} 誚{譏~} 峭{陡~} 竅{~眼子} 翹 撬
ɕ	iɔu	陰平	肖{姓} 消{~息} 霄{元~} 逍{~遙} 綃{~縫} 硝{芒~} 銷{~售} 霄{雲~} 梟{~首示眾} 簫{姓} 簫 囂{~張}
ɕ	iɔu	陽平上	崤 淆{混~} 小 曉{拂~} 筱
ɕ	iɔu	去聲	孝 校{學~} 效{仿~} 酵{發~} 鞘{刀~子}
Ø	iɔu	陰平	幺{小~} 吆{~喝} 妖{~怪} 要{~求} 腰 邀{~請} 爻{六~} 肴 杳{~無音信}
Ø	iɔu	陽平上	堯 姚{姓} 窯{~洞} 謠{~言} 遙{~遠} 搖{~動} 徭{~役} 瑤{~池} 舀{風飄~} 咬 舀{~水}
Ø	iɔu	去聲	要{~東西} 拗{高~子靴子} 鷂{鷹~} 耀 躍{跳~}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	Ø
@FIN	iə
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
p	iə	陰平	憋 別{~扭} 百{一~塊錢}
p	iə	陽平上	別{區~} 珀-{~琥~}
p	iə	去聲	別{~針} 蹩{~腳} 鱉 癟{~三}
pʰ	iə	陽平上	撇{~開} 苤{~藍} □{折斷：~樹枝}
pʰ	iə	去聲	撇{豎~} 瞥 嫩{~油、~米湯}
m	iə	陰平	沫{吐~，即唾液}
m	iə	陽平上	□{“明兒”的合音}
t	iə	陰平	爹{父親}
t	iə	陽平上	□{~子：即傻子} 詢{話音不正：~舌子} 咥{吃的謔稱：~上兩碗乾飯}
t	iə	去聲	迭{重~} 跌{~交} 喋{~~不休} 諜 牒{通~} 耋{耄~圖} 碟{~子}
tʰ	iə	陽平上	腆{突出或鼓起：~肚子}
tʰ	iə	去聲	鐵 貼 帖{~子，即請~} 蝶{蝴~}
n	iə	去聲	滅 蔑{污~} 捏{~住} 聶{姓} 涅{~盤} 躡 鑷{~子} 鎳 孽{~障} 孽-{~業} 虐{~待} 噚
l	iə	陰平	咧{~嘴，即故意作假}
l	iə	陽平上	咧{~嘴（動詞）} 迭{~~（形容詞）} 捩{扭動；掰開}
l	iə	去聲	列 烈 裂{~縫} 獵 例{~外} 劣{惡~} 琺{~開}
tɕ	iə	陰平	□{“今兒”的合音}
tɕ	iə	陽平上	姐 截{半~}
tɕ	iə	去聲	揭{~開} 竭{~力} 羯{~羊} 碣{石~} 節 癤{~子} 潔 結 詰{~質，即盤問、對質} 頡 借 接 捷 劫{搶~} 傑 桔{~梗} 孑{~孓}
tɕʰ	iə	陽平上	茄{~子} 且{墊用肩扛：~糧食口袋}
tɕʰ	iə	去聲	切{~刀（名詞）；~菜（動詞）} 妾{妻~} 竊{偷~} 笪{上下不平：碗~了} 趄{躺倒：~下} 怯{膽~}
ɕ	iə	陽平上	寫 斜{左右不正} 邪{~氣}
ɕ	iə	去聲	些 協{~助} 諧{和~} 血 瀉{~肚} 泄{排~} 屑{不~一顧} 懈{松~} 卸{~車} 謝{姓} 歇{~緩} 蠍{~子} 楔{木~} 楔{打：~他一頓、~進去（動詞）} 燮
Ø	iə	陽平上	爺{祖父} 也 野 冶{~煉} 椰
Ø	iə	去聲	業= 頁 葉{樹~} 曳{拉：磙子~到半坡裡} 耶{~酥} 夜{~晚} 液{~體} 腋{~下} 噎{~食} 咽
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	l	tɕ	tɕʰ	ɕ	Ø
@FIN	iĩ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
p	iĩ	陰平	賓 濱{湖~} 繽{~紛} 檳{~子} 彬 斌
p	iĩ	去聲	擯{~棄} 殯{~葬} 臏{~骨} 鬢{~角}
pʰ	iĩ	陰平	拼{~合}
pʰ	iĩ	陽平上	貧 頻{~率} 蘋{~果} 顰{東施效~} 品
pʰ	iĩ	去聲	拼{~音} 牝 聘{~請}
m	iĩ	陽平上	民 氓{~山} 緡{古時穿錢的繩子} 閔{姓} 憫{憐~} 泯{~滅} 抿{~頭髮} 敏
l	iĩ	陰平	淋{（又音）少灑：~上點水}
l	iĩ	陽平上	林{姓} 鄰 琳{~琅滿目} 霖 臨 淋{（又音）~濕了} 粼 瞵 轔{車輪：打車~~} 磷{~礦} 鱗{魚~} 麟{麒~} 藺{姓} 躪
l	iĩ	去聲	淋{（又音）~子（名詞）；~醋（動詞）} 吝 賃{~房子}
tɕ	iĩ	陰平	巾 今 衿 矜 斤 金 筋{~骨} 禁{~動} 襟{大~衣服}
tɕ	iĩ	陽平上	僅 緊 堇 謹{~慎} 饉{飢~} 瑾 槿{木~} 錦{~緞} 涔{汗~~：汗水不斷}
tɕ	iĩ	去聲	盡 燼{灰~} 近 靳{姓} 進 勁{~大} 晉 縉 禁{~止} 噤{殖} 覲{~見、朝~}
tɕʰ	iĩ	陰平	親{~戚} 欽{~差} 衾{~枕}
tɕʰ	iĩ	陽平上	芹{~菜} 芩{黃~} 琴 秦{姓} 勤{~謹} 禽{~獸} 擒{~拿} 噙 檎{襪~} 侵 寢{~室}
tɕʰ	iĩ	去聲	沁{~人心脾}
ɕ	iĩ	陰平	心 芯{燈~草} 辛 鋅 忻 欣{~~向榮} 新 薪{豪~} 歆 馨 鑫
ɕ	iĩ	去聲	囟{~門子} 信 釁{挑~} 訊 汛{~期} 迅 芯{（又音）燈~子：穿燈檠的用具}
Ø	iĩ	陰平	因 洇{墨~了} 茵 姻{婚~} 絪{夾衣服} 陰 蔭{林~} 音{暗~啞} 愔{~謀士：不愛說話的人} 殷{姓} 吟{呻~} 窨{地~子：地窖}
Ø	iĩ	陽平上	垠{無~} 銀 齦{齒~} 寅 尹{姓} 引 蚓{蚯~} 飲{~食} 隱{~藏} 癮{球~} 穩{~棉襖}
Ø	iĩ	去聲	印 飲{（又音）~馬}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	Ø
@FIN	iæ̃
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
p	iæ̃	陰平	邊 編{~織} 煸{乾~} 蝙{~蝠} 鞭{~子}
p	iæ̃	陽平上	扁{~平} 匾{牌~} 貶{~斥} 砭{針~}
p	iæ̃	去聲	卞{姓} 汴{~梁} 弁{馬~} 變 便{小~} 遍{一~（量詞）} 辯{~論} 辨{分~} 辮{~子}
pʰ	iæ̃	陰平	偏 翩{~起舞} 犏{~牛}
pʰ	iæ̃	陽平上	片 篇{~章} 諞{~閒傳} 便{~宜（又音）}
pʰ	iæ̃	去聲	騙{欺~} 駢 片{又音：渾~、~頭子}
m	iæ̃	陰平	□{~軟}
m	iæ̃	陽平上	棉 綿{~羊} 眠{睡~} 免{避~} 勉{~強} 娩{分~} 冕{冠~} 鯰{~魚} 靦{~腆} 丐
m	iæ̃	去聲	面 緬{~甸}
t	iæ̃	陰平	掂{~量} 顛 巔{山~} 癲{~癇} 奠{祭~}
t	iæ̃	陽平上	典{~禮} 點{~燈} 踮{~腳尖}
t	iæ̃	去聲	電 佃{~戶} 甸 店 玷{~污} 惦{~記} 墊{~圈} 澱{~粉} 靛{~藍} 殿 滇{川~} 碘{~酒}
tʰ	iæ̃	陰平	天 添
tʰ	iæ̃	陽平上	田 甜 恬{~不知恥} 舔{~碗} 覥{~顏} 鈿{花~} 畋{~獵} 闐{卡~}
tʰ	iæ̃	去聲	掭{~生花}
n	iæ̃	陰平	蔫{那個人~了}
n	iæ̃	陽平上	年 拈{~輕怕重} 捻{~繩} 輦{車~} 攆{~走} 碾{~米} 蹍{用腳~死} 黏{~飯}
n	iæ̃	去聲	念
l	iæ̃	陰平	連{~接（動詞）}
l	iæ̃	陽平上	連{介詞} 漣{淚~~} 蓮{~花} 褳{褡~} 鰱{~魚} 憐{可~} 簾 聯{~系} 廉{~潔} 鐮{~刀} 臉 斂{收~}
l	iæ̃	去聲	練{~習} 煉{飯~} 戀{又音：~~不捨} 鏈{瑣~} 殮{入~} 楝{川~子}
tɕ	iæ̃	陰平	尖 堅 間{離~} 肩 艱 兼 犍{~牛} 監 煎 奸{~猾} 皆{~大歡喜} 階{~級} 界{世~}
tɕ	iæ̃	陽平上	柬{請~} 揀{挑選：~菜} 繭{蠶~} 儉 檢 撿{拾：~麥穗} 鹼 瞼{眼~} 剪 翦{姓} 減 鹼{~面} 簡 戩{楊~} 蹇 間{~~（量詞）} 澗{深~} 劍 諫{勸~}
tɕ	iæ̃	去聲	介{~紹} 疥{~瘡} 蚧 戒{又音：警~} 誡 屆{~~（量詞）} 見 筧 艦{軍~} 件{量詞} 踐 賤{下~} 餞{~行} 建 健 毽{~子} 腱{筋~} 薦{推~} 箭 鑒{~賞} 鍵{車~}
tɕʰ	iæ̃	陰平	棄{拋~} 泣{哭~} 棲{~息} 期{日~} 欺{~騙} 妻{~子} 淒{~涼} 萋{~~}
tɕʰ	iæ̃	陽平上	奇 崎{~嶇} 騎{~馬} 其 棋{象~} 琪 旗 麒{~麟} 耆 鰭{魚~} 畦{菜~} 啟{~示} 芪{黃~} 乞{~丐} 杞{構~} 起 企{~圖} 歧{~途} 躋 齊 臍{肚~} 薺 祁{姓} 祈{~求} 豈
