// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	k	kʰ	x	tʂ	tʂʰ	ʂ	ts	tsʰ	s	Ø
@FIN	a
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
kʰ	ɯ	陰平	□{~氣（象聲詞）}
kʰ	ɯ	去聲	去- 坷{~垃}
x	ɯ	陰平	□{~嘍（象聲詞）}
x	ɯ	去聲	黑{~板} 核{~桃（又音）}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	ts	tsʰ	s
@FIN	ɿ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
ts	ɿ	陰平	資{~產} 姿{~勢} 諮{~詢} 茲 滋{~生} 磁{~味} 孜 輜{~重} 緇{~衣} 梓{桑~} 貲 吱{（象聲詞）}
ts	ɿ	陽平上	子 仔{~細} 紫{~花子} 姊{~妹} 籽{~種}
ts	ɿ	去聲	字{寫~} 自{~家} 漬{碗~上油了} 訾{姓} 滓{渣~}
tsʰ	ɿ	陰平	刺{~拉（象聲詞）} 差{參~} 齜{~牙} 眥
tsʰ	ɿ	陽平上	此 疵{跳~端} 雌 髭{~鬚} 詞 祠{~堂子} 辭 茨{~果} 瓷{~器} 姿{~實} 慈{~愛} 磁{~鐵} 嗣{土~}
tsʰ	ɿ	去聲	次 茨{（又音）~園子} 刺 伺{~候} 翅{~膀} 賜{天官~福}
s	ɿ	陰平	私 司 絲 噝{（象聲詞）} 思 飼{~料} 斯 嘶{（象聲詞）} 撕{（動詞）}
s	ɿ	陽平上	死
s	ɿ	去聲	四 巳 祀{祭~} 汜 寺 肆
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	tʂ	tʂʰ	ʂ	ʐ
@FIN	ʅ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
tʂ	ʅ	陰平	之 芝{靈~} 隻{（量詞）} 支{（量詞）} 枝 知 蜘{~蛛} 梔{~子花} 肢{~體} 智{~慧} 雉{~雞}
tʂ	ʅ	陽平上	只{（副詞）~有} 止 旨 脂{~肪} 紙 至{~尊} 指{（動詞）~日可待}
tʂ	ʅ	去聲	直 值{~日} 植{~樹} 殖{種~} 殖{生~} 志 痣{黑~} 職{~業} 治 炙{膾~人口} 幟{旗~} 織{~布} 熾{~熱} 滯{停~} 質 秩{~序} 痔{~漏} 制 執 摯{真~} 贄 置 峙{對~} 址 芷{白~} 趾 這-{（指示代詞）} 稚{幼~} 窒{~息} 指{手~} 致{寧靜~遠} 蛭{水~}
tʂʰ	ʅ	陰平	癡{白~} 匙{湯~} 哧{噗~（象聲詞）} 彳{~亍若舞}
tʂʰ	ʅ	陽平上	遲 池 馳{奔~} 弛{鬆~} 齒 恥{~笑} 持 侈{奢~} 斥{排~} 赤 嗤{（象聲詞）} 笞{鞭~} 鴟{~鴞}
tʂʰ	ʅ	去聲	吃 尺
ʂ	ʅ	陰平	師 獅{~子} 詩 屍{~首} 殖{骨~} 施{姓} 誓 匙{又名：鑰~}
ʂ	ʅ	陽平上	時 史{歷~} 使 駛{駕~} 始 示 屎{尾~} 眵{眼~}
ʂ	ʅ	去聲	十 士{博~} 仕{~女} 氏 世 市 柿{~子} 式 試{考~} 拭{擦~} 勢 飾{裝~} 視 室 侍{服~} 矢{弓~} 是 適{~合} 逝{~世} 石{~頭} 拾 食 蝕{日~} 失{~敗} 識{認~} 施{~肥} 濕 豉{豆~} 釋{~放} 晴{~好} 噬{吞~}
ʐ	ʅ	去聲	日
