	注释：-白读，=文读
b	[2]描苗瞄[3]秒渺杳藐[5]妙
t	[1]雕刁貂[2]调{空～}朝{～代}潮条橱{名词，关养家禽畜生的圈或巢穴}牢{名词，关养家禽畜生的圈或巢穴；形容词，牢固，引申为上瘾，前面一般要加程度副词；做补语，表示动作达到稳当、牢靠或者禁得住的结果，常在动补之间加“会”、“𣍐”}[3]□{口音不正，一般叠用}[4]□{呆住，愣住}[5]钓兆召吊掉调{～音；～动}
tʰ	[1]挑[4]柱[5]跳
l	[2]聊燎疗辽饶撩{打}寮{临时搭建的简易房子}寥□{皱}□{叠用，放在动词前表示慢慢来}[3]爪扰绕了{～解；损失；完毕，结束}瞭[4]挠{用手抓，用指甲抓}[5]料廖{姓}
ts	[1]昭焦{姓}[3]鸟沼[4]嚼{爱嚼舌根，喜欢传人是非}[5]照{按～}诏
tsʰ	[1]超悄抄{搅拌；搜查}缲[5]俏
s	[1]消梢捎稍宵霄硝销韶嚣萧箫[2]□{词尾，比较粗鄙}[3]痟{精神失常；言行轻佻}[5]数{动词；名词，账}少{～年}绍邵
k	[1]娇搅骄浇交{连介词，和，跟}[2]侨乔[3]缴{上缴}□{用力掀被子}饺□{跋～，赌博}矫
kʰ	[1]跷{将腿或脚搭在某处}[3]巧[5]翘窍
x	[1]侥{侥幸}[2]姣{女子举止轻供，风骚，原文作“娇”}[3]晓
ɡ	[2]尧
∅	[1]要{～求}枵{饿}妖邀幺吆{吆喝}[2]姚谣[3]夭{～寿，夭折，短命}[5]耀要{重～}
#iauʔ	
l	[7a]□{说话，聊天}□{～kiauʔ7a，指女性或小孩好玩，话多，太过活泼外向，略带贬义}
tsʰ	[7a]□{不停地大声说话}
k	[7a]□{liauʔ7a～，指女性或小孩好玩，话多，太过活泼外向，略带贬义}
#iou	
p	[1]飙{～车}膘标{投～}[3]表{～格}錶{手～}
pʰ	[2]薸嫖瓢[5]票{车～}漂{～白；漂亮}
b	[5]庙谬茂贸{～易}
t	[2]□{跑来跑去，尤指小孩}[3]抖陡[4]着{1正确，前面一般要加“有、无”表示正确与否；2放在动词前，表示需要、必要，相当于普通话的“要”；3放在动词后做补语，表结果，相当于“到”}[5]掉{摇晃颠簸，震动}鬥{～争}
tʰ	[5]粜
l	[2]撩{从液体表面轻轻地舀取浮沫、浮油等}搂耧[5]尿躼{个子高}
ts	[1]蕉椒樵招{邀（别人一起做某事）；招收；招赘}[3]少{多少}[4]石[5]照{～相}耀{照射，照耀}
tsʰ	[2]瞧[4]席求[5]笑
s	[1]烧[2]□{动作缓慢迟钝，略带贬义}[3]小{稍微；～学；最小的孩子常叫“阿小”}[4]液{手脚排汗一样的分泌物}勺芍
k	[2]桥茄养[4]挢{撬}□{撬}[5]叫轿
kʰ	[5]挢{对人伸出中指表示侮辱}
x	[4]箬
ɡ	[2]□{文蛤，原文作“蛲”}
∅	[1]腰[2]摇窑[3]舀{～水}殴{（用棍子等）打}[4]药
#iouʔ	
ts	[7a]借炙{晒太阳}
tsʰ	[7a]尺
s	[7a]惜昔
k	[7a]脚{人，不单用，前面要加形容词}
kʰ	[7a]挈{拾，捡，收拾}
x	[7a]歇
∅	[7a]溢{叠用表示摇晃不稳}
#uai	
t	[5]□{“倒来”的合音，回来}
l	[4]□{“落来”的合音，下来}
ts	[2]□{这些}
s	[1]摔[5]率{～领}
k	[1]乖[3]拐[5]怪
kʰ	[3]蒯[5]块快筷
x	[2]怀槐淮□{那些}[5]坏
∅	[1]歪
#uaiʔ	
tsʰ	[7a]□{“出来”的合音}
#uei	
p	[1]杯𤖯{1硬的片状物，如竹～、柴～，球～，球拍；2杯筊，占卜用具；3量词，用于硬的片状物}[2]培陪赔裴[4]拔[5]背{背诵}佩贝辈
pʰ	[1]批{书信；量词，与普通话相当}[3]䫌{喙～，脸颊}[5]配稗
b	[1]□{蹑手蹑脚，偷偷摸摸地走}[2]□{食物熟透，烂}[3]买[4]𣍐{方言俗字，不会}[5]卖
t	[2]题蹄[3]底贮{装，盛}[4]苎[5]地兑
tʰ	[1]推{削皮；削皮的工具}[4]□{拿}[5]替褪蜕
l	[2]犁[3]詈[4]笠[5]内锐鑢{摩擦}
ts	[2]齐[4]罪截{（用刀）切}[5]做最赘□{多，与少相对}缀{点～}
tsʰ	[1]初[2]□{搓，擦}[5]搓□{晒干的丝瓜瓢，可以用来洗碗刷锅，原文作“絮”}粞{米浸泡后磨成浆，过滤后的膏状物，可用来搓汤圆或蒸年糕}
s	[1]梳{梳子}衰[3]洗黍[5]细{小，与大相对}帅{挂～}
k	[1]街瓜鸡[3]改-[5]会{～计}刽桧疥□{快，容易}
kʰ	[1]溪盔魁恢[5]契{～约；～囝，干儿子}喫{啃，嗑，咬}
x	[1]花-[2]回茴[3]悔贿[5]废化{德～}会{开～}汇晦
ɡ	[2]倪[4]□{笋～，一种虫子，夏天竹子上多见}[5]外{～甥}
∅	[1]挨{接触，磨；拉（弦乐器）}[2]鞋[3]矮倭[4]狭{狭窄}划{1规～；2量词，用于汉字笔画或笔画出的线}绘解{晓也；有能力，常写训读字“会”}[5]话画卫秽
#ueiʔ	
p	[7a]八-
tʰ	[7a]□{塞进缝隙使稳固、密实}
ts	[7a]节{冬～，冬至}
s	[7a]楔{动词，塞入，挤进；名词，楔子}
k	[7a]锲{一种镰刀，用来收割稻子或割茅草}
kʰ	[7a]□{合眼}□{挤；拥挤}
x	[7a]□{老～，非常老}
ɡ	[7a]挟{（用筷子、火钳等工具）夹取}
#m	
∅	[2]媒-梅-{杨～}莓{花蕾；量词，用于小的粒状物}[3]姆{伯母；老妇人}[5]伓{不}毋{不}
#mʔ	
x	[7a]□{默不作声，一般重叠使用}□{猛力往下打或砸}
#ŋ	
p	[1]枫疯方{姓}崩[5]傍{托……的福}饭{米饭}
m	[1]毛{山～，山上的野草、荆藤、蕨类植物}[2]门-毛[4]物{东西}[5]问
t	[1]当{担任；当面；在，正在}[2]堂{食～}塘肠长{～短；经常，常叠用}[3]转{除与普通话相当的意义外还有“骗”的意项}[4]断-丈荡{用摇晃容器内液体的方法清洗容器}[5]顿-{动词，用力往下放，跺脚；量词，用于饭食}□{遇见、碰上（人）}
tʰ	[1]汤[2]糖[4]□{热食物，原文作“煅”}[5]褪{脱衣服、鞋袜等；拆开，卸下}烫{～金}
n	[2]郎-{小～，小叔子}[3]软□{～懒，邋遢，不爱干净}[5]两-{～个}钻{伸出，钻入，原文作“囵”}
ts	[1]砖-装增庄桩{量词，用于事件、货物等}赃妆{动词，打扮}[2]旋{苍蝇等围绕着东西飞、叮咬}从{介词，表起点}曾{～经}[3]掌{～甲，指甲}[4]吮[5]钻{动词；名词，工具}旋{头上的旋}状{奖～}
tsʰ	[1]村-仓-{～库}疮穿-{穿过（小孔洞）；小洞；借为量词}伸{伸（手脚）}[2]床[3]□{用牙、舌把食物（多为有壳或有骨头）里可吃的部分扒、吸或剔出来}
s	[1]酸{～甜；腰～}霜孀[3]损-{因较大的损耗而衰弱}榫[5]算-蒜擤{训读}□{擤}
k	[1]扛缸-光-[3]捲{动词，卷起}卷{量词，用于书册}广{～州}管{水～，气～}[5]钢卷{考～}贯-{穿过（小孔洞），串起来}
kʰ	[1]糠康{姓}[5]劝囥{藏}
x	[1]荒[2]园-[4]远-
∅	[1]□{捂住，遮掩；偷偷给或取，原文作“揾”}央-秧[2]黄[4]□{有}[5]晕{月～}
#ŋʔ	
m	[7a]□{～sŋʔ7a，东西}
s	[7a]□{束紧的难受的感觉}
k	[7a]□{感冒流涕、鼻音重的状态}
∅	[7a]䘼{袖子}□{屙屎}
#am	
b	[3]□{儿语，吃}
t	[1]担{～任；负～}掸耽[2]谈澹{湿}[3]胆=[4]啗{吃一点点，试吃}[5]淡
tʰ	[1]贪[2]潭谭痰坛[5]探
l	[1]□{垂下}[2]男南蓝[3]览揽□{体质虚弱，东西不牢固}缆[5]滥舰
ts	[1]针簪[2]惭[3]斩崭{～然，相当}[4]站{车～；量词}錾□{用手向下压，按}
tsʰ	[1]参掺搀[2]蚕谗馋[3]惨[4]□{劝说}
s	[1]杉三=[3]□{买卖中掺杂掺假的欺骗行为，要带指人宾语或补语}
k	[1]甘柑=尴[2]含-{含在嘴里}[3]感敢{勇～；副词，表推测，一般不用于第一人称}㔶{埋}□{埋}[5]鉴监{～察}
kʰ	[1]堪勘{～探}嵌[3]坎{量词，用于格子}砍歁{神气}[5]咳{～嗽}盖{动词，盖，覆盖，原文作“勘”}
x	[1]蚶酣憨□{（脸、眼）肿胀}[2]衔含={～义}函咸{副词}[5]泛{马虎，过得去}□{不实在，不靠谱，原文作“譀”}撼憾陷馅□{将食物放入口中}
ɡ	[2]癌
∅	[1]庵淹阉□{傻，笨}[2]含{合，包含}□{～buei2，青蛙}[3]饮{米汤}[5]暗{1形容词，与“明、“亮”相对；2量词，相当于“夜”}□{草木茂盛，原文作“艳”}
#ap	
t	[7b]答劄
tʰ	[7b]塌拓
l	[7b]垃塌{下陷，塌方}□{踹}[8]纳
ts	[7b]汁[8]杂十
tsʰ	[7b]插{1干预，插手；2洗（麻将、扑克）牌}
s	[7b]霎{细小的东西}圾雪{～文，肥皂，外来词}
k	[7b]鸽蛤合{连介词，和}[8]洽{液体浓稠}□{液体浓稠}□{啰嗦，礼数太多}
kʰ	[7b]恰□{将容器倒扣；脸朝下摔倒}[8]磕□{～着，动不动就……}
x	[7b]□{形容人靠不住，不实在}[8]合{～起来}
∅	[7b]压
#an	
p	[1]班斑扳颁[2]瓶[3]板扳{～手}版[5]办扮瓣□{猜}
pʰ	[1]攀[5]盼襻{纽襻}
b	[2]蛮闽[3]挽{拔，采摘；拉伤}[5]慢馒漫幔万蔓
t	[1]单{～独}瘅{瘦小}丹钉-{名词}[2]陈弹{子～}亭𦗀{发出响声、常用于雷、车喇叭等}[3]等{～待，～到}[5]但旦蛋诞钉{动词}□{扔}
tʰ	[1]蛭瘫[3]毯坦挺{～直，直立，～㩻，歪斜}[5]趁{驱赶家禽家畜，趁着；赚钱，得到好处}叹
l	[1]□{茧子}[2]难{困～}兰拦=栏鳞[3]咱{训读}[5]难{患～}膦{男性生殖器，常与其他词组成粗鄙语，原文作“卵”}
ts	[1]曾{姓}[2]层残[5]栈赞
tsʰ	[1]餐[2]塍{田}[3]铲[5]灿衬
s	[1]山=删栅珊鉎{铁锈}[3]产㾪{瘦}[5]散={分～，～步}疝
k	[1]艰间{空～}奸肝=竿=乾{～洗}杆矸{玻璃瓶子，陶瓷瓶子}[3]简柬拣涧秆擀□{奴婢，丫鬟，原文作“㛠”}[5]干间{～或}锏{车～}
kʰ	[1]牵-刊
x	[1]番{～薯，地瓜}[2]寒=韩[3]喊罕[4]限[5]汉旱焊翰捍
ɡ	[2]颜[3]眼[5]雁谚凝{（因碰到冰冷的东西而）感到冰冷}岸={～然}
∅	[1]安{单字音，放置}鞍[2]縆{紧；牢固；经济不宽裕，原文作“恒”}[5]按案
#at	
p	[7b]八=别{认识，懂得；曾经}[8]别{另外的，其他的}
b	[8]密
t	[8]达值□{骂}
tʰ	[7b]踢窒{动词，堵塞，填塞；名词，塞子}□{拨动；～算盘}[8]□{将容器里的液体倒掉留下其他东西，原文作“涬”}
l	[8]力栗捺
ts	[7b]扎札节{1节制，估量；2名词，物体的连接处；3借为量词}[8]实{实心；堵塞}
tsʰ	[7b]擦察漆[8]贼
s	[7b]杀萨虱塞
k	[7b]结{动词，扎，打结；借为量词，用于打成结的丝状物、条状物}
kʰ	[7b]□{盛（饭菜）}□{台阶；借为量词}
x	[7b]辖{管辖}
∅	[7b]遏{折断（硬物）}
#aŋ	
p	[1]帮崩枋{1木板；2量词，用于某些整块的东西，如一枋豆腐，指还未切开的整块豆腐}邦[2]缝{动词}房庞冯[4]蚌[5]放-棒
pʰ	[1]芳-{香味}蜂[2]捧-篷{遮蔽风雨日光的设备}[3]纺[5]缝{缝隙}胖
b	[1]□{别，不可以，“伓通”的合音}[2]忙{帮～}[3]蠓{蚊子}魍{花招、把戏，常与“变”组词}[4]网[5]梦望{希～}
t	[1]东-{方位}冬[2]同铜桐童{跳～，乩童，也指跳来跳去}筒{话～}[3]董[4]重{与轻相对}[5]冻□{用指甲掐}
tʰ	[1]窗通{可以}[2]虫-[3]桶筒{长～袜}[5]痛=趟
l	[1]□{叠用，吃肥肉等油油的肥腻腻的感觉}[2]聋侬{人}[3]笼拢{提裤子}[5]弄{挑逗，撩拨}
ts	[1]棕□{揪，抓}鬃脏[2]丛{量词，用于植物，尤指长在土中的，还可用于香烟，但现在不常用}[3]□{菜～，形容很乱}[5]粽
tsʰ	[1]葱聪[5]□{毛发竖起来}□{爱出风头，好管闲事}
s	[1]双{量词；～生}鬆{放～}[2]□{“相同”的合音}[3]□{烧火，一般指灶里烧火，引申为烧饭、烧水}[5]送
k	[1]江冈岗刚纲钢缸=蚣工{～侬；量词，天}公{某些雄性动物}功{～夫}[3]讲港{～口；量词，用于水流或风，相当于“股”}[5]降{下降}共{捉弄，欺负；介词，相当于“把”“跟”“替”}
kʰ	[1]空-{1形容词，没有被利用或者里面缺少东西；2量词，用于洞眼、口子、窟窿等；3虚指，相当于普通话的“事儿”、“把戏”、“毛病”}腔[5]控{用指甲抠}
x	[1]烘{烘干}夯[2]降{～伏，投～}行{银～}航杭[3]哄{恐吓，吓唬}[4]项{～目；量词，相当于普通话的“件”、“种”}[5]巷放{大片皮肉因病或中毒等而肿胀}
∅	[1]翁-{丈夫}肮[2]红洪[5]瓮
#ak	
p	[7b]北剥腹{～肚；量词，用于屎尿}[8]缚{动词，绑；量词，束、捆}
pʰ	[7b]覆{趴，贴近，靠近}[8]曝{晒}
b	[7b]沐{因碰触而被东西附着、沾上；参与，沽染}[8]目{眼睛；量词，用于有节的东西，如甘蔗}墨木{～匠}
t	[7b]触{争吵，打斗}□{剁、砍}[8]逐{表逐指，相当于“每”}
tʰ	[8]读
l	[7b]落{掉，丢失；下降}□{衣服上的口袋}□{用尖利的器物刺、扎}[8]六-搦{用手指抓}
ts	[7b]龊{纠缠；不～，不像样，坏}
tsʰ	[8]凿{戳、扎}
s	[7b]捒{用力扔；重跌；补语，相当于“掉”}
k	[7b]角觉{自～}菊{～花}
kʰ	[7b]壳确
x	[8]学□{屎～，旧式户外厕所，便池，茅坑}
ɡ	[8]乐{音～}岳狱
∅	[7b]沃握
#əm	
s	[1]森参{人～}
x	[1]欣馨鑫
#ən	
k	[1]巾跟根斤筋均钧[4]近
kʰ	[1]坤{乾～}髡{刮，削}[2]勤芹[3]恳垦肯{～定}
x	[2]痕[3]很[5]恨
ɡ	[2]银
∅	[1]恩殷瘟{～爱，腮腺炎}[3]允{笞应}[5]□{字～，行辈，原文作“匀”}
#ət	
x	[7b]核{审～}
#ɔŋ	
p	[1]□{打}[2]旁螃{螃蟹}[3]榜[5]谤
pʰ	[2]蓬[3]捧=[5]碰胖{膨胀，蓬松}
b	[2]亡忙芒茫盲蒙懵{胡乱，随便}□{副词，表示姑且、尝试}[3]莽蟒[5]望{愿～}梦忘妄
t	[1]当{～然，～归}东={～方；东西（轻声）}[2]童{儿～}堂{～兄弟}棠螳唐同{～意}筒瞳[3]党懂[4]动[5]挡{阻～}当{～作；～归；～然}洞荡{放～}栋
tʰ	[1]通{畅通；使畅通；合理；通顺}[3]统倘躺捅{（手臂、手肘）碰到、碰撞}[5]痛={～苦}创{～治，作弄}幢{量词，用于堆叠起来的较大较高的东西，如箱子、笼子，也用于房子，相当于普通话的“幢”，原文作“橦”}
l	[2]狼廊郎={～中}螂农脓浓龙陇囊{1动词，套上，穿上；2名词，筒状物，手䘼～，袖套；3套子，袋子}[3]朗垄[5]浪弄
ts	[1]宗综踪桩妆{化～}[2]藏{隐～}崇[3]总{全部，总共；只有，仅仅}□{语气副词，表求证}[5]葬藏{西～}壮状{形～}臟{肝～}撞
tsʰ	[1]苍聪匆仓=囱[5]创
s	[1]鬆={～动}桑丧[2]□{动作迟钝，笨手笨脚，原文作“庸”}[3]爽嗓[5]宋丧{～失}搡
k	[1]公光=蚣工{～作}功{～效}攻[2]狂[3]广栱{杯子}拱{～桥}□{1凸出、鼓出；2鼓出感，鼓出的样子}[5]贡汞杠逛□{扔，摔}
kʰ	[1]康{健～}空={～间}[2]□{动词，统计，估计；副词，大概，大约，表猜测、推测}[3]孔慷[5]抗炕旷矿控{～制}空{数的空位，普通话说“零”}
x	[1]封方{～法}芳=慌谎轰讽丰峰锋[2]防皇蝗妨防虹=弘宏逢缝鸿簧洪[3]仿{～效；相～；～佛}访况晃{漂亮}肪[4]奉{俸}[5]凤放=□{“xɔ5人”的合音，表示被动}
ɡ	[2]昂[5]戆{傻，笨}
∅	[1]汪翁=[2]王[3]往=枉[5]旺{兴旺，火旺}
#ɔk	
p	[7b]爆{榨油；皮肉起泡}曝{～光}博{无把握地尝试，希望侥幸成功或得到好处}驳[8]瀑{～布}爆{～炸}暴曝
pʰ	[7b]博{～士}卜{占～}朴扑仆[8]噗{抉手～，鼓掌}
b	[8]木弘{疑似有误}目穆牧莫寞□{水冒出状}
t	[7b]啄{～树鸟，啄木鸟}涿笃督卓[8]独毒浊
tʰ	[7b]托{委～}[8]踱
l	[7b]漉{踩踏（水、泥浆等）}簏{小袋}[8]鹿落{～实}烙骆酪洛乐{快～}络禄摝{摇晃，抖动；漱口}
ts	[7b]作{工～}[8]族
tsʰ	[7b]簇{量词，簇、撮}戳错{～综}□{出去，出门}
s	[7b]塑朔速束肃缩
k	[7b]各胳国穀{稻谷}谷{山～}虢[8]搁{扔}□{很快大口喝}
kʰ	[7b]扩哭酷{残～}□{叠音后缀，硬～～}□{杯子}[8]□{用手指指节敲打；碰撞}
x	[7b]複{～杂，～制}復{回～，光～}腹{～部}霍藿福幅蝠郝[8]服伏栿復{～原；～兴}
ɡ	[8]鄂
∅	[7b]恶{凶恶；善～}握屋卧
#im	
t	[2]沉[5]□{把食物放在碗、盆等容器里隔水加热或蒸、煮}
tʰ	[5]□{踢，踹}
l	[1]啉{喝}[2]林淋临壬任{姓}[3]忍=檩[5]任{责～}赁纴刃韧{～带}
ts	[1]斟□{亲}[2]蟳{螃蟹}[3]婶[5]浸
tsʰ	[1]深侵[3]□{副词，刚刚；正要，原文作“寝”}
s	[1]心[2]寻浔[3]审沈[4]葚{桑葚}[5]甚渗□{晃}
k	[1]金今{如～}[3]锦[4]妗{舅母}□{嘴闭合}[5]禁{～止}□{拿}
kʰ	[1]钦襟[2]琴禽擒岑
x	[2]熊□{斜视，表示生气、看不起}[5]□{胸靠着东两趴着}
ɡ	[2]吟□{房檐下的台阶、走廊，原文作“岑”}
∅	[1]音阴淹[2]淫[3]饮{～料}[5]荫窨{闷，封闭}
#ip	
l	[8]立入
ts	[7b]缉{追}执寂[8]集藉籍
tsʰ	[7b]辑{编～}
s	[7b]湿□{沉默不语，叠用}[8]习袭拾{拾起来}
k	[7b]急给{供～}[8]及
kʰ	[7b]级吸泣
x	[7b]熻{闷，闷热}翕{拍照}
∅	[7b]揖{作揖}
#in	
p	[1]宾彬槟殡浜扁{～担}[2]贫频凭屏{～风}[3]□{用别针别，原文作“禀”}[5]鬓
pʰ	[2]□{东西随意摆放；（酒醉或其他原因）东倒西歪}[3]品{～德；品评；～仔，笛子}
b	[2]民眠[3]敏悯抿皿[5]面-
t	[1]珍{～惜}津{～～有味}□{量词，小桶}[2]藤陈尘[3]振{～动，动}[5]阵镇
tʰ	[2]滕{斟，倒}[5]趁
l	[1]奶[2]怜邻鳞磷人仁{1事物的核心部分，如目珠～，眼珠，电瓶～，瓶胆；2～慈，～爱}□{动量词，圈}[3]恁{复数第二人称代词，你们，你们的}[5]认吝韧□{量词，圈}
ts	[1]真珍{～珠}津{天～}□{粥、面等汤水太多}榛臻[2]秦[3]枕诊疹振{～作}震[4]儘{～量}盡{～心}[5]进晋
tsʰ	[1]亲[5]秤称{称重量}凊{凉}
s	[1]新辛薪申伸身{～体；量词，用于衣服，指一套}[2]神辰晨臣绳蝇承{在下面接着}娠[5]信讯肾慎迅剩
k	[3]紧囝仅谨
kʰ	[1]轻{轻重，年轻}[3]肯{伓～，不肯}
x	[2]眩{眩晕}
∅	[1]因姻□{代词，他们，他们的}絪{1动词，把绳子、丝线等绕成捆或卷；2借为量词，称量成捆或成卷的细长物体}[2]寅[3]引[5]印孕应{回答}
#it	
p	[7b]笔毕□{裂，原文作“必”}[8]弼
pʰ	[7b]匹
b	[8]蜜密
t	[7b]得{～到}[8]直值侄
tʰ	[7b]□{～tʰo2，游玩，玩耍}
l	[8]日
ts	[7b]责鲫织职积脊绩质即{代词，这；～将}[8]蜀{不可用于多位数的个位，原文作“一”}疾
tsʰ	[7b]七拭{擦；擦拭的工具}
s	[7b]失熄穑{做工作，干活}瑟[8]实{～在}矢食蚀殖植席夕石翼{翅膀}
k	[7b]□{绊，绊倒}[8]□{～～走，跑来照去}
kʰ	[7b]乞{1动词，乞讨；2介词，表被动，相当于“被”、“给”}
x	[7b]迄{代词，那}□{扔，甩}[8]□{来回甩动}
∅	[7b]一{序数词，多位数的个位用}乙
#iŋ	
p	[1]冰兵[2]朋平{～时}苹评屏{～幕}[3]秉禀{～告}[5]并=病=
pʰ	[1]烹姘[2]评膨萍鹏[5]聘拼=
b	[2]明=萌鸣盟铭[3]猛[5]命=孟
t	[1]灯登镫丁钉=疔[2]重{覆盖；最词，用于重叠的东西，相当于“层”}澄誊橙廷庭[3]顶等{～于}[5]订={～婚}锭定={～期，决～}中{～看，～意}凳邓瞪
tʰ	[1]汀[2]停蜓腾呈程{过～，～度；量词，次，回}惩[3]挺艇逞{逞能}
l	[2]能楞陵凌菱宁灵零铃伶拎翎龙咙{～喉}仍[3]冷领={～导}[5]令另□{踮脚；跃起}冗{松，不紧}宁{～可}
ts	[1]增憎赠僧征{～途}徵{～收}蒸争=筝睁精晶睛贞侦钟{时～}盅舂牲{～牲sĩ1，畜牲}[2]情=层晴曾松{～柏树}[3]整肿种{种子；因血缘而在性格等方面像}拯{～救}[4]静靖[5]证症净正={～确}政种{种树}众{～侬，众人}
tsʰ	[1]清称{称呼}青=蜻[3]请={申～}[5]□{穿（衣服）}铳-{枪}冲{烟气等向上冲、扩散}称{～心；相～}
s	[1]升生{学～；～活}牲{～畜}笙甥星={～期}[2]乘承{～包，～认}成=诚=盛{动词}丞[3]省{省长；节省；反省}醒=[4]恿{溺爱}[5]胜{胜任；胜败}性盛{兴～}圣
k	[1]惊=耕荆经{～过；～纬}更{～换}宫-弓鲸粳[2]穷[3]景耿境警[5]敬竟镜竞颈劲{有～；～敌}径更{～加}
kʰ	[1]框筐卿倾[2]琼擎[3]顷[4]虹[5]庆
x	[1]兴{兴旺}亨胸[2]形型行{～为；品～}刑{名词，刑罚；动词，用刑}陉茎衡[4]杏[5]幸兴{～趣}
ɡ	[2]迎凝{～固}
∅	[1]英鹰莺鹦樱婴缨□{尘土飞扬，或附在物体上，原文作“飏”}[2]营{～业}盈荣蝇[3]永泳咏涌颖往-{～古，以前}影={～响}[5]应{～当；～对，适～，～聘}用-蕹{～菜，空心菜}映
#ik	
p	[7b]逼伯=迫柏{～油}[8]帛
pʰ	[7b]碧剖泊魄璧拍{南音的一种击节乐器}
b	[8]默陌
t	[7b]德竹的{目～}得{～罪}[8]择{选～}蛰{惊～}特泽嫡笛敌狄轴
tʰ	[7b]斥剔饬□{漂亮}
l	[7b]肋勒[8]绿力{能～}歷{经～}匿溺
ts	[7b]烛则{原～}迹□{筋骨挤伤、扭伤；动词，挤}
tsʰ	[7b]测膝侧策戚促{调整使迫近或缩短}粟{稻谷}[8]□{动词，抖}
s	[7b]色悉室息媳啬识式饰适释锡析宿{水果蔬菜成熟；老道，成熟}[8]熟{瓜果成熟，饭菜熟}
k	[7b]击革激[8]极
kʰ	[7b]克刻{时～；用刀刻}曲剋{八字相～}
x	[7b]喝{喝彩}赫吓{恐吓}[8]肉{洗～，洗澡}或惑域获
ɡ	[8]玉{～石}逆
∅	[7b]亿忆抑益[8]易{贸～}液{～体}逸亦译腋疫役翼
#iam	
t	[1]砧{砧板；皮肤接触到粒状硬物的剌痛感}掂□{打}[2]□{大～，细～，与动词连用表示用力程度}[3]点[5]店=踮{动词，在，处在；停留；介词，在}
tʰ	[1]添=[3]悿{1（动作的程度）深重、厉害；2同样的因东西吃太多而感到腻；3食物煮得够熟、够烂}舔[5]掭{～笔}
l	[1]拈{用手指捏取；偷拿}[2]黏廉镰鲇连{介词}[3]染={感～}敛冉[5]念殓
ts	[1]尖瞻占{～卜}沾粘[2]潜[4]渐[5]占{霸～}暂
tsʰ	[1]籤{抽～}簽{～名}歼{～灭}[2]橙[5]僭{～队，插队，加塞儿}
s	[1]□{很快地偷偷看一眼}[2]蟾{～蜍}[3]闪陕{陕西}
k	[1]兼[2]咸[3]减碱检[5]剑
kʰ	[1]谦[3]歉{道～}[4]俭[5]欠
x	[2]嫌[3]险
ɡ	[2]严阎岩[5]验俨酽
∅	[1]腌淹[2]盐[3]掩{土埋}[5]厌炎艳焰
#iap	
t	[8]碟牒蝶谍
tʰ	[7b]帖{请～；量词，用于中药}[8]叠{动词}
l	[7b]摄聂{姓}镊捏慑[8]粒{量词，用于粒状或圆形的东西，小的如米粒、糖果、星星，大的如篮球、炸弹、西瓜，都可以用“粒”称量}廿蹑
ts	[7b]接[8]捷{1副词，快速，迅速；2重叠后放在动词前表示“一直”、“不断”}
s	[7b]涩摄{～取}卌{四十的合音}[8]涉
k	[7b]劫夹峡
kʰ	[7b]㾀{不舒服，生病}怯
x	[8]协胁挟洽{～谈}
ɡ	[7b]狭[8]业
∅	[7b]挹{悄悄地拿并藏起来}[8]叶{机械设备中像叶子的东西}
#iɛn	
p	[1]鞭边=[2]便{～宜}[3]匾贬蝙扁=[4]辨辩諞{责问，审问}辫[5]变便{方～}汴
pʰ	[1]偏编=篇=[5]骗遍{量词}遍{～地}片{～面；量词}
b	[2]棉=绵=[3]免勉娩缅[5]面=
t	[1]颠[2]填=田[3]典展{发～}碘[5]电殿奠佃垫{垫钱}臀{～围}绽
tʰ	[1]天=[3]展{～开}腆
l	[2]连{1除姓、军队编制单位和与普通话相当的动词和副词意义外，还可做量词，指连在一起的条状物，如一连雪文，指一条肥皂，一条肥皂是两块，但现已不常用}联然燃莲怜荔帘年={～龄}[3]辇{1步～，步行；2车轮；3借为量词，用于车轮}撚{捻，捻成的条状物}撵脸碾[5]练炼楝链
ts	[1]煎毡笺[2]前=[3]剪[5]战溅=践{实～，玩耍}贱颤
tsʰ	[1]迁千=[2]延{拖延，延误；占用时间，麻烦}[3]浅铲
s	[1]仙先=身{量词，用于人像，人偶、蚕等}膻鲜{～艳}[2]禅{～宗}蝉涎[3]鲜{新～}癣[4]善膳单{姓}□{累，疲倦，乏力}[5]搧{动词，用手打；大风吹}
k	[1]坚肩=[2]□{凝固，原文作“虔”}[3]茧[4]肾{某些鸟类的胃}[5]建键健腱荐见=
kʰ	[1]牵=[2]乾{～坤}虔{～诚}[3]遣犬
x	[1]掀轩[2]弦贤玄悬[3]显[5]现羡宪献□{副词，就，马上}
ɡ	[1]□{引诱，尤指吃东西}[2]言[3]研[5]瘾{瘾}
∅	[1]烟渊胭燕{燕京，姓}咽{～喉}[2]缘{～份}□{量词，称量重叠放置的东西的层}延筵沿铅檐芫{～荽}[3]演偃{推，掀}[5]宴堰焉{心不在焉}燕咽{吞～}
#iɛt	
p	[8]别{区～；离～}
pʰ	[7b]撇□{碟子}[8]□{扇动（翅膀）}
b	[8]灭
t	[7b]哲[8]秩跌辙
tʰ	[7b]彻撤
l	[8]列烈裂热
ts	[7b]节折{拍～，打折}浙[8]捷截{～取}
tsʰ	[7b]切{～开}
s	[7b]设薛泄
k	[7b]结{～果，～冰}洁吉橘[8]杰
