字	IPA	调值
撒	sa	42
節	tɕie	31
神	ʂe	31
棒	paŋ	13
歎	tʰaŋ	13
掀	ɕiɛ	55
心	ɕi	55
岳	ɕio	31
縷	ləɯ	42
畏	xuei	13
根	ke	55
内	nuei	13
松	soŋ	55
愚	ɕi	31
隆	loŋ	42
檢	tɕiɛ	42
獅	sɿ	55
没	mu	31
奥	xau	13
忌	tɕi	13
蛇	ʂe	31
寬	kʰuaŋ	55
鞠	tɕiu	31
壞	xuai	13
酷	ku	31
候	xəɯ	13
緩	xuaŋ	42
葵	kʰuei	31
干	kaŋ	55
盛	ʂe	13
曝	pʰu	31
窗	tʂʰuaŋ	55
餐	tsʰaŋ	55
越	ɕie	31
處	tʂʰu	13
乃	nai	42
還	xai	31
還	xuaŋ	31
敏	mi	42
哪	na	42
轍	tʂʰe	31
眼	ɕiɛ	42
以	ɕi	42
注	tʂu	13
族	tsʰu	31
雙	ʂuaŋ	55
藍	laŋ	31
採	tsʰai	42
沉	tʂʰe	31
徐	ɕi	31
口	kʰəɯ	42
藝	ɕi	13
戲	ɕi	13
維	xuei	31
見	tɕiɛ	13
璽	ɕi	42
筍	sue	42
鼻	pi	31
了	liau	42
襪	xua	31
亦	ɕi	13
橘	tɕiu	31
驕	tɕiau	55
猶	ɕiəɯ	31
狐	xu	31
面	miɛ	13
日	ʐʅ	31
