汉字	ipa	声母	韵母	声调	
帆	fan131	f	an	陽平	131
凡	fan131	f	an	陽平	131
煩	fan131	f	an	陽平	131
繁	fan131	f	an	陽平	131
礬	fan131	f	an	陽平	131
還	wan131	w	an	陽平	131
環	wan131	w	an	陽平	131
殘	θan131	θ	an	陽平	131
彈	tʰan131	tʰ	an	陽平	131
檀	tʰan131	tʰ	an	陽平	131
難	nan131	n	an	陽平	131
蘭	lan131	l	an	陽平	131
攔	lan131	l	an	陽平	131
欄	lan131	l	an	陽平	131
閑	han131	h	an	陽平	131
閒	han131	h	an	陽平	131
貧	pʰɐn131	pʰ	ɐn	陽平	131
頻	pʰɐn131	pʰ	ɐn	陽平	131
文	mɐn131	m	ɐn	陽平	131
紋	mɐn131	m	ɐn	陽平	131
聞	mɐn131	m	ɐn	陽平	131
民	mɐn131	m	ɐn	陽平	131
墳	fɐn131	f	ɐn	陽平	131
雲	wɐn131	w	ɐn	陽平	131
渾	wɐn131	w	ɐn	陽平	131
旬	θɐn131	θ	ɐn	陽平	131
循	θɐn131	θ	ɐn	陽平	131
巡	θɐn131	θ	ɐn	陽平	131
秦	θɐn131	θ	ɐn	陽平	131
鄰	lɐn131	l	ɐn	陽平	131
論	lɐn131	l	ɐn	陽平	131
輪	lɐn131	l	ɐn	陽平	131
倫	lɐn131	l	ɐn	陽平	131
崙	lɐn131	l	ɐn	陽平	131
鱗	lɐn131	l	ɐn	陽平	131
燐	lɐn131	l	ɐn	陽平	131
憐	lɐn131	l	ɐn	陽平	131
陳	tʃʰɐn131	tʃʰ	ɐn	陽平	131
塵	tʃʰɐn131	tʃʰ	ɐn	陽平	131
臣	tʃʰɐn131	tʃʰ	ɐn	陽平	131
醇	ʃɐn131	ʃ	ɐn	陽平	131
晨	ʃɐn131	ʃ	ɐn	陽平	131
辰	ʃɐn131	ʃ	ɐn	陽平	131
神	ʃɐn131	ʃ	ɐn	陽平	131
脣	ʃɐn131	ʃ	ɐn	陽平	131
人	ȵɐn131	ȵ	ɐn	陽平	131
仁	ȵɐn131	ȵ	ɐn	陽平	131
勻	jɐn131	j	ɐn	陽平	131
寅	jɐn131	j	ɐn	陽平	131
勤	kʰɐn131	kʰ	ɐn	陽平	131
芹	kʰɐn131	kʰ	ɐn	陽平	131
銀	ŋɐn131	ŋ	ɐn	陽平	131
裙	kʰwɐn131	kʰw	ɐn	陽平	131
群	kʰwɐn131	kʰw	ɐn	陽平	131
寒	hon131	h	on	陽平	131
韓	hon131	h	on	陽平	131
篷	pʰoŋ131	pʰ	oŋ	陽平	131
蓬	pʰoŋ131	pʰ	oŋ	陽平	131
蒙	moŋ131	m	oŋ	陽平	131
馮	foŋ131	f	oŋ	陽平	131
縫	foŋ131	f	oŋ	陽平	131
衣	foŋ131	f	oŋ	陽平	131
裂	foŋ131	f	oŋ	陽平	131
逢	foŋ131	f	oŋ	陽平	131
從	θoŋ131	θ	oŋ	陽平	131
松	θoŋ131	θ	oŋ	陽平	131
同	tʰoŋ131	tʰ	oŋ	陽平	131
銅	tʰoŋ131	tʰ	oŋ	陽平	131
桐	tʰoŋ131	tʰ	oŋ	陽平	131
童	tʰoŋ131	tʰ	oŋ	陽平	131
瞳	tʰoŋ131	tʰ	oŋ	陽平	131
筒	tʰoŋ131	tʰ	oŋ	陽平	131
膿	noŋ131	n	oŋ	陽平	131
濃	noŋ131	n	oŋ	陽平	131
農	noŋ131	n	oŋ	陽平	131
聾	loŋ131	l	oŋ	陽平	131
隆	loŋ131	l	oŋ	陽平	131
龍	loŋ131	l	oŋ	陽平	131
籠	loŋ131	l	oŋ	陽平	131
蟲	tʃʰoŋ131	tʃʰ	oŋ	陽平	131
重	tʃʰoŋ131	tʃʰ	oŋ	陽平	131
崇	ʃoŋ131	ʃ	oŋ	陽平	131
熊	joŋ131	j	oŋ	陽平	131
融	joŋ131	j	oŋ	陽平	131
容	joŋ131	j	oŋ	陽平	131
鎔	joŋ131	j	oŋ	陽平	131
蓉	joŋ131	j	oŋ	陽平	131
茸	joŋ131	j	oŋ	陽平	131
絨	joŋ131	j	oŋ	陽平	131
戎	joŋ131	j	oŋ	陽平	131
竆	kʰoŋ131	kʰ	oŋ	陽平	131
虹	hoŋ131	h	oŋ	陽平	131
紅	hoŋ131	h	oŋ	陽平	131
雄	hoŋ131	h	oŋ	陽平	131
哄	hoŋ131	h	oŋ	陽平	131
鴻	hoŋ131	h	oŋ	陽平	131
洪	hoŋ131	h	oŋ	陽平	131
宏	hoŋ131	h	oŋ	陽平	131
洪	hoŋ131	h	oŋ	陽平	131
弘	hoŋ131	h	oŋ	陽平	131
旁	pʰɔːŋ(uɔŋ)131	pʰ	ɔːŋ(uɔŋ)	陽平	131
忙	mɔːŋ(uɔŋ)131	m	ɔːŋ(uɔŋ)	陽平	131
忘	mɔːŋ(uɔŋ)131	m	ɔːŋ(uɔŋ)	陽平	131
亡	mɔːŋ(uɔŋ)131	m	ɔːŋ(uɔŋ)	陽平	131
房	fɔːŋ(uɔŋ)131	f	ɔːŋ(uɔŋ)	陽平	131
防	fɔːŋ(uɔŋ)131	f	ɔːŋ(uɔŋ)	陽平	131
妨	fɔːŋ(uɔŋ)131	f	ɔːŋ(uɔŋ)	陽平	131
旁	fɔːŋ(uɔŋ)131	f	ɔːŋ(uɔŋ)	陽平	131
王	wɔːŋ(uɔŋ)131	w	ɔːŋ(uɔŋ)	陽平	131
黃	wɔːŋ(uɔŋ)131	w	ɔːŋ(uɔŋ)	陽平	131
皇	wɔːŋ(uɔŋ)131	w	ɔːŋ(uɔŋ)	陽平	131
蝗	wɔːŋ(uɔŋ)131	w	ɔːŋ(uɔŋ)	陽平	131
藏	θɔːŋ(uɔŋ)131	θ	ɔːŋ(uɔŋ)	陽平	131
唐	tʰɔːŋ(uɔŋ)131	tʰ	ɔːŋ(uɔŋ)	陽平	131
塘	tʰɔːŋ(uɔŋ)131	tʰ	ɔːŋ(uɔŋ)	陽平	131
堂	tʰɔːŋ(uɔŋ)131	tʰ	ɔːŋ(uɔŋ)	陽平	131
糖	tʰɔːŋ(uɔŋ)131	tʰ	ɔːŋ(uɔŋ)	陽平	131
搪	tʰɔːŋ(uɔŋ)131	tʰ	ɔːŋ(uɔŋ)	陽平	131
瓤	nɔːŋ(uɔŋ)131	n	ɔːŋ(uɔŋ)	陽平	131
囊	nɔːŋ(uɔŋ)131	n	ɔːŋ(uɔŋ)	陽平	131
郎	lɔːŋ(uɔŋ)131	l	ɔːŋ(uɔŋ)	陽平	131
廊	lɔːŋ(uɔŋ)131	l	ɔːŋ(uɔŋ)	陽平	131
狼	lɔːŋ(uɔŋ)131	l	ɔːŋ(uɔŋ)	陽平	131
牀	ʃɔːŋ(uɔŋ)131	ʃ	ɔːŋ(uɔŋ)	陽平	131
狂	kʰɔːŋ(uɔŋ)131	kʰ	ɔːŋ(uɔŋ)	陽平	131
逛	kʰɔːŋ(uɔŋ)131	kʰ	ɔːŋ(uɔŋ)	陽平	131
行	hɔːŋ(uɔŋ)131	h	ɔːŋ(uɔŋ)	陽平	131
航	hɔːŋ(uɔŋ)131	h	ɔːŋ(uɔŋ)	陽平	131
杭	hɔːŋ(uɔŋ)131	h	ɔːŋ(uɔŋ)	陽平	131
膨	pʰɪŋ131	pʰ	ɪŋ	陽平	131
彭	pʰɪŋ131	pʰ	ɪŋ	陽平	131
平	pʰɪŋ131	pʰ	ɪŋ	陽平	131
評	pʰɪŋ131	pʰ	ɪŋ	陽平	131
坪	pʰɪŋ131	pʰ	ɪŋ	陽平	131
瓶	pʰɪŋ131	pʰ	ɪŋ	陽平	131
屏	pʰɪŋ131	pʰ	ɪŋ	陽平	131
萍	pʰɪŋ131	pʰ	ɪŋ	陽平	131
明	mɪŋ131	m	ɪŋ	陽平	131
鳴	mɪŋ131	m	ɪŋ	陽平	131
名	mɪŋ131	m	ɪŋ	陽平	131
銘	mɪŋ131	m	ɪŋ	陽平	131
橫	wɪŋ131	w	ɪŋ	陽平	131
營	wɪŋ131	w	ɪŋ	陽平	131
榮	wɪŋ131	w	ɪŋ	陽平	131
情	θɪŋ131	θ	ɪŋ	陽平	131
晴	θɪŋ131	θ	ɪŋ	陽平	131
亭	tʰɪŋ131	tʰ	ɪŋ	陽平	131
停	tʰɪŋ131	tʰ	ɪŋ	陽平	131
廷	tʰɪŋ131	tʰ	ɪŋ	陽平	131
庭	tʰɪŋ131	tʰ	ɪŋ	陽平	131
寧	nɪŋ131	n	ɪŋ	陽平	131
靈	lɪŋ131	l	ɪŋ	陽平	131
稜	lɪŋ131	l	ɪŋ	陽平	131
鈴	lɪŋ131	l	ɪŋ	陽平	131
伶	lɪŋ131	l	ɪŋ	陽平	131
零	lɪŋ131	l	ɪŋ	陽平	131
陵	lɪŋ131	l	ɪŋ	陽平	131
凌	lɪŋ131	l	ɪŋ	陽平	131
菱	lɪŋ131	l	ɪŋ	陽平	131
拎	lɪŋ131	l	ɪŋ	陽平	131
呈	tʃʰɪŋ131	tʃʰ	ɪŋ	陽平	131
程	tʃʰɪŋ131	tʃʰ	ɪŋ	陽平	131
繩	ʃɪŋ131	ʃ	ɪŋ	陽平	131
蠅	ʃɪŋ131	ʃ	ɪŋ	陽平	131
城	ʃɪŋ131	ʃ	ɪŋ	陽平	131
成	ʃɪŋ131	ʃ	ɪŋ	陽平	131
誠	ʃɪŋ131	ʃ	ɪŋ	陽平	131
乘	ʃɪŋ131	ʃ	ɪŋ	陽平	131
承	ʃɪŋ131	ʃ	ɪŋ	陽平	131
丞	ʃɪŋ131	ʃ	ɪŋ	陽平	131
形	jɪŋ131	j	ɪŋ	陽平	131
型	jɪŋ131	j	ɪŋ	陽平	131
刑	jɪŋ131	j	ɪŋ	陽平	131
蠅	jɪŋ131	j	ɪŋ	陽平	131
白	jɪŋ131	j	ɪŋ	陽平	131
瓊	kʰɪŋ131	kʰ	ɪŋ	陽平	131
螢	kʰɪŋ131	kʰ	ɪŋ	陽平	131
迎	ŋɪŋ131	ŋ	ɪŋ	陽平	131
盈	ŋɪŋ131	ŋ	ɪŋ	陽平	131
贏	ŋɪŋ131	ŋ	ɪŋ	陽平	131
扔	ŋɪŋ131	ŋ	ɪŋ	陽平	131
仍	ŋɪŋ131	ŋ	ɪŋ	陽平	131
凝	ŋɪŋ131	ŋ	ɪŋ	陽平	131
行	hɪŋ131	h	ɪŋ	陽平	131
膨	pʰɐŋ131	pʰ	ɐŋ	陽平	131
又	pʰɐŋ131	pʰ	ɐŋ	陽平	131
憑	pʰɐŋ131	pʰ	ɐŋ	陽平	131
盟	mɐŋ131	m	ɐŋ	陽平	131
橫	wɐŋ131	w	ɐŋ	陽平	131
蠻	wɐŋ131	w	ɐŋ	陽平	131
曾	θɐŋ131	θ	ɐŋ	陽平	131
層	θɐŋ131	θ	ɐŋ	陽平	131
騰	tɐŋ131	t	ɐŋ	陽平	131
謄	tɐŋ131	t	ɐŋ	陽平	131
藤	tɐŋ131	t	ɐŋ	陽平	131
疼	tɐŋ131	t	ɐŋ	陽平	131
能	nɐŋ131	n	ɐŋ	陽平	131
恒	hɐŋ131	h	ɐŋ	陽平	131
啃	hɐŋ131	h	ɐŋ	陽平	131
衡	hɐŋ131	h	ɐŋ	陽平	131
牆	θiaŋ131	θ	iaŋ	陽平	131
詳	θiaŋ131	θ	iaŋ	陽平	131
祥	θiaŋ131	θ	iaŋ	陽平	131
翔	θiaŋ131	θ	iaŋ	陽平	131
涼	liaŋ131	l	iaŋ	陽平	131
量	liaŋ131	l	iaŋ	陽平	131
糧	liaŋ131	l	iaŋ	陽平	131
梁	liaŋ131	l	iaŋ	陽平	131
粱	liaŋ131	l	iaŋ	陽平	131
良	liaŋ131	l	iaŋ	陽平	131
場	tʃʰiaŋ131	tʃʰ	iaŋ	陽平	131
長	tʃʰiaŋ131	tʃʰ	iaŋ	陽平	131
腸	tʃʰiaŋ131	tʃʰ	iaŋ	陽平	131
常	ʃiaŋ131	ʃ	iaŋ	陽平	131
嘗	ʃiaŋ131	ʃ	iaŋ	陽平	131
壤	ȵiaŋ131	ȵ	iaŋ	陽平	131
攘	ȵiaŋ131	ȵ	iaŋ	陽平	131
嚷	ȵiaŋ131	ȵ	iaŋ	陽平	131
洋	jiaŋ131	j	iaŋ	陽平	131
楊	jiaŋ131	j	iaŋ	陽平	131
陽	jiaŋ131	j	iaŋ	陽平	131
揚	jiaŋ131	j	iaŋ	陽平	131
羊	jiaŋ131	j	iaŋ	陽平	131
強	kiaŋ131	k	iaŋ	陽平	131
棚	pʰam131	pʰ	am	陽平	131
朋	pʰam131	pʰ	am	陽平	131
粒	nap5	n	ap	上陰入	5
汁	tʃap5	tʃ	ap	上陰入	5
執	tʃap5	tʃ	ap	上陰入	5
濕	ʃap5	ʃ	ap	上陰入	5
急	kap5	k	ap	上陰入	5
給	kʰap5	kʰ	ap	上陰入	5
級	kʰap5	kʰ	ap	上陰入	5
吸	kʰap5	kʰ	ap	上陰入	5
恰	hap5	h	ap	上陰入	5
雪	θip5	θ	ip	上陰入	5
接	tip5	t	ip	上陰入	5
貼	tʰip5	tʰ	ip	上陰入	5
帖	tʰip5	tʰ	ip	上陰入	5
脫	tʰip5	tʰ	ip	上陰入	5
劣	lip5	l	ip	上陰入	5
拙	tʃip5	tʃ	ip	上陰入	5
協	ʃip5	ʃ	ip	上陰入	5
涉	ʃip5	ʃ	ip	上陰入	5
說	ʃip5	ʃ	ip	上陰入	5
醃	jip5	j	ip	上陰入	5
澀	kip5	k	ip	上陰入	5
怯	kip5	k	ip	上陰入	5
決	kʰip5	kʰ	ip	上陰入	5
缺	kʰip5	kʰ	ip	上陰入	5
血	hip5	h	ip	上陰入	5
又	hip5	h	ip	上陰入	5
血	øip5	ø	ip	上陰入	5
匹	pʰat5	pʰ	at	上陰入	5
畢	ɓat5	b	at	上陰入	5
不	ɓat5	b	at	上陰入	5
筆	ɓat5	b	at	上陰入	5
忽	wat5	w	at	上陰入	5
恤	θat5	θ	at	上陰入	5
卒	θat5	θ	at	上陰入	5
率	θat5	θ	at	上陰入	5
摔	θat5	θ	at	上陰入	5
七	tʰat5	tʰ	at	上陰入	5
漆	tʰat5	tʰ	at	上陰入	5
質	tʃat5	tʃ	at	上陰入	5
出	tʃʰat5	tʃʰ	at	上陰入	5
蝨	ʃat5	ʃ	at	上陰入	5
室	ʃat5	ʃ	at	上陰入	5
瑟	ʃat5	ʃ	at	上陰入	5
失	ʃat5	ʃ	at	上陰入	5
一	jat5	j	at	上陰入	5
吉	kat5	k	at	上陰入	5
橘	kat5	k	at	上陰入	5
橘	kwat5	kw	at	上陰入	5
骨	kwat5	kw	at	上陰入	5
屈	kʰwat5	kʰw	at	上陰入	5
掘	kʰwat5	kʰw	at	上陰入	5
撇	pʰit5	pʰ	it	上陰入	5
潑	pʰit5	pʰ	it	上陰入	5
必	ɓit5	b	it	上陰入	5
鼈	ɓit5	b	it	上陰入	5
撥	ɓit5	b	it	上陰入	5
闊	wit5	w	it	上陰入	5
泄	θit5	θ	it	上陰入	5
薛	θit5	θ	it	上陰入	5
節	tit5	t	it	上陰入	5
鐵	tʰit5	tʰ	it	上陰入	5
切	tʰit5	tʰ	it	上陰入	5
跌	ɗit5	d	it	上陰入	5
哲	tʃit5	tʃ	it	上陰入	5
折	tʃit5	tʃ	it	上陰入	5
浙	tʃit5	tʃ	it	上陰入	5
設	tʃʰit5	tʃʰ	it	上陰入	5
徹	tʃʰit5	tʃʰ	it	上陰入	5
撤	tʃʰit5	tʃʰ	it	上陰入	5
噎	jit5	j	it	上陰入	5
乙	jit5	j	it	上陰入	5
潔	kit5	k	it	上陰入	5
結	kit5	k	it	上陰入	5
括	kʰit5	kʰ	it	上陰入	5
豁	kʰit5	kʰ	it	上陰入	5
歇	hit5	h	it	上陰入	5
北	ɓak5	b	ak	上陰入	5
塞	θak5	θ	ak	上陰入	5
則	tak5	t	ak	上陰入	5
得	ɗak5	d	ak	上陰入	5
德	ɗak5	d	ak	上陰入	5
側	tʃak5	tʃ	ak	上陰入	5
鍘	tʃak5	tʃ	ak	上陰入	5
測	tʃʰak5	tʃʰ	ak	上陰入	5
克	kʰak5	kʰ	ak	上陰入	5
刻	kʰak5	kʰ	ak	上陰入	5
黑	hak5	h	ak	上陰入	5
握	øak5	ø	ak	上陰入	5
複	fɔːk(uɔk)5	f	ɔːk(uɔk)	上陰入	5
腹	fɔːk(uɔk)5	f	ɔːk(uɔk)	上陰入	5
福	fɔːk(uɔk)5	f	ɔːk(uɔk)	上陰入	5
復	fɔːk(uɔk)5	f	ɔːk(uɔk)	上陰入	5
宿	θɔːk(uɔk)5	θ	ɔːk(uɔk)	上陰入	5
粟	θɔːk(uɔk)5	θ	ɔːk(uɔk)	上陰入	5
足	tɔːk(uɔk)5	t	ɔːk(uɔk)	上陰入	5
速	tʰɔːk(uɔk)5	tʰ	ɔːk(uɔk)	上陰入	5
禿	tʰɔːk(uɔk)5	tʰ	ɔːk(uɔk)	上陰入	5
竹	tʃɔːk(uɔk)5	tʃ	ɔːk(uɔk)	上陰入	5
粥	tʃɔːk(uɔk)5	tʃ	ɔːk(uɔk)	上陰入	5
燭	tʃɔːk(uɔk)5	tʃ	ɔːk(uɔk)	上陰入	5
囑	tʃɔːk(uɔk)5	tʃ	ɔːk(uɔk)	上陰入	5
觸	tʃɔːk(uɔk)5	tʃ	ɔːk(uɔk)	上陰入	5
鐲	tʃɔːk(uɔk)5	tʃ	ɔːk(uɔk)	上陰入	5
祝	tʃɔːk(uɔk)5	tʃ	ɔːk(uɔk)	上陰入	5
畜	tʃʰɔːk(uɔk)5	tʃʰ	ɔːk(uɔk)	上陰入	5
蓄	tʃʰɔːk(uɔk)5	tʃʰ	ɔːk(uɔk)	上陰入	5
築	tʃʰɔːk(uɔk)5	tʃʰ	ɔːk(uɔk)	上陰入	5
叔	ʃɔːk(uɔk)5	ʃ	ɔːk(uɔk)	上陰入	5
縮	ʃɔːk(uɔk)5	ʃ	ɔːk(uɔk)	上陰入	5
菊	kɔːk(uɔk)5	k	ɔːk(uɔk)	上陰入	5
谷	kɔːk(uɔk)5	k	ɔːk(uɔk)	上陰入	5
穀	kɔːk(uɔk)5	k	ɔːk(uɔk)	上陰入	5
麯	kʰɔːk(uɔk)5	kʰ	ɔːk(uɔk)	上陰入	5
曲	kʰɔːk(uɔk)5	kʰ	ɔːk(uɔk)	上陰入	5
哭	hɔːk(uɔk)5	h	ɔːk(uɔk)	上陰入	5
屋	øɔːk(uɔk)5	ø	ɔːk(uɔk)	上陰入	5
劈	pʰɪk5	pʰ	ɪk	上陰入	5
柏	ɓɪk5	b	ɪk	上陰入	5
伯	ɓɪk5	b	ɪk	上陰入	5
迫	ɓɪk5	b	ɪk	上陰入	5
逼	ɓɪk5	b	ɪk	上陰入	5
壁	ɓɪk5	b	ɪk	上陰入	5
璧	ɓɪk5	b	ɪk	上陰入	5
百	ɓɪk5	b	ɪk	上陰入	5
覓	mɪk5	m	ɪk	上陰入	5
析	θɪk5	θ	ɪk	上陰入	5
息	θɪk5	θ	ɪk	上陰入	5
熄	θɪk5	θ	ɪk	上陰入	5
惜	θɪk5	θ	ɪk	上陰入	5
錫	θɪk5	θ	ɪk	上陰入	5
積	tɪk5	t	ɪk	上陰入	5
脊	tɪk5	t	ɪk	上陰入	5
即	tɪk5	t	ɪk	上陰入	5
迹	tɪk5	t	ɪk	上陰入	5
蹟	tɪk5	t	ɪk	上陰入	5
剔	tʰɪk5	tʰ	ɪk	上陰入	5
刺	tʰɪk5	tʰ	ɪk	上陰入	5
踢	tʰɪk5	tʰ	ɪk	上陰入	5
滴	ɗɪk5	d	ɪk	上陰入	5
的	ɗɪk5	d	ɪk	上陰入	5
摘	ɗɪk5	d	ɪk	上陰入	5
捏	nɪk5	n	ɪk	上陰入	5
織	tʃɪk5	tʃ	ɪk	上陰入	5
責	tʃɪk5	tʃ	ɪk	上陰入	5
績	tʃɪk5	tʃ	ɪk	上陰入	5
職	tʃɪk5	tʃ	ɪk	上陰入	5
隻	tʃɪk5	tʃ	ɪk	上陰入	5
策	tʃʰɪk5	tʃʰ	ɪk	上陰入	5
冊	tʃʰɪk5	tʃʰ	ɪk	上陰入	5
拆	tʃʰɪk5	tʃʰ	ɪk	上陰入	5
赤	tʃʰɪk5	tʃʰ	ɪk	上陰入	5
尺	tʃʰɪk5	tʃʰ	ɪk	上陰入	5
嗇	ʃɪk5	ʃ	ɪk	上陰入	5
釋	ʃɪk5	ʃ	ɪk	上陰入	5
適	ʃɪk5	ʃ	ɪk	上陰入	5
式	ʃɪk5	ʃ	ɪk	上陰入	5
識	ʃɪk5	ʃ	ɪk	上陰入	5
色	ʃɪk5	ʃ	ɪk	上陰入	5
激	kɪk5	k	ɪk	上陰入	5
擊	kɪk5	k	ɪk	上陰入	5
隔	kɪk5	k	ɪk	上陰入	5
革	kɪk5	k	ɪk	上陰入	5
格	kɪk5	k	ɪk	上陰入	5
喫	hɪk5	h	ɪk	上陰入	5
億	øɪk5	ø	ɪk	上陰入	5
益	øɪk5	ø	ɪk	上陰入	5
