// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	aɣ̃
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
pʰ	iɛ	平聲	別{“另外”之意} 撇 潎{指用網狀物將液體表面的固體雜質除去，也指將油表面的泡沫兒除去}
pʰ	iɛ	上聲	撇
pʰ	iɛ	去聲	□{~過：躲過，有意錯過}
m	iɛ	平聲	滅
m	iɛ	去聲	咩{擬聲詞，羊的叫聲}
t	iɛ	平聲	爹{~~：對家族中與父親同輩，排行最大的男子的稱呼} 碟 牒 蝶 諜 疊 跌 滴{~水} 咥{猛吃，大口大口吃飯} 捏{揍人，打人}
t	iɛ	去聲	踮{~~腳：踮著腳尖} □{粗略地看或偷看}
tʰ	iɛ	平聲	貼 鐵 帖
tʰ	iɛ	去聲	腆{挺著：~著肚子}
l	iɛ	平聲	獵 列 烈 裂 捩{使受傷：胳膊~了} □{~氣：爭氣}
l	iɛ	去聲	□{指人不合群：這家娃娃~得很}
tʃ	iɛ	平聲	接 街 秸 皆 捷 劫 傑 揭 節 截 結 潔 詰 鈷{~刀：鐮刀的舊稱} 捷 睫
tʃ	iɛ	上聲	姐 解{講~}
tʃ	iɛ	去聲	借 介 界 芥 戒 械{機~}
tʃʰ	iɛ	平聲	茄 妾 怯 切 銜 揎{扛重物}
tʃʰ	iɛ	上聲	且 苴{~蓮：一種蔬菜，呈橢圓形，去皮後可以食用}
tʃʰ	iɛ	去聲	笡{使傾斜} 褌{~子：小孩的尿布} 藉{趁著，憑藉：~天還涼著，老早就地裏去}
ȵ	iɛ	平聲	聶{姓} 鑷 躡{~手~腳} 業 茶{發~} 孽 捏 裡{屋~} 你{背稱} □{衣物等因放置時間過久而朽壞}
ɕ	iɛ	平聲	些 邪 斜 鞋 協 脅 諧 薛 蝎 歇 楔 血 穴 膝 磕{~蓋：膝蓋}
ɕ	iɛ	上聲	寫
ɕ	iɛ	去聲	卸 瀉 謝 械 懈 蟹 解{姓} 泄 屑{不~}
∅	iɛ	平聲	爺 耶 頁 葉 也{句末語氣詞} 拽{拖，拉} 噎{~住了}
∅	iɛ	上聲	野 也{助詞}
∅	iɛ	去聲	液 夜 腋
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	f	v
@FIN	o
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	o	平聲	菠 玻 缽 拔 博 搏 駁 卜{占~} 剝{~削}
p	o	上聲	跛 簸{動詞，~~一~}
p	o	去聲	簸{名詞，~箕}
pʰ	o	平聲	波 頗 坡 婆 鈸 薄{~荷} 潑 勃 哱 脖 薄{與“厚”相對} 餑{面~}
pʰ	o	去聲	破 魄{~力} 剖{~開} 擘
m	o	平聲	魔 蘑 摩 饃 末 沫 沒{~有，沉~} 莫 膜 麼 摹{~仿} 模{~範} 磨{~刀；形容人做事不利索，拖別人後腿：你做事~得很！}
m	o	上聲	摸 寞 抹{~牆}
m	o	去聲	磨{~面} 耱{~地}
f	o	平聲	沸 縛{束~} 佛{仿~，~像}
v	o	平聲	物{~體}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	k	kʰ	x
@FIN	u
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44
@TON	輕聲	21

// Initial	Final	Tone	CharList (Space separated)
p	u	平聲	不
p	u	上聲	補 堡{田~：地名}
p	u	去聲	布 佈 怖
pʰ	u	平聲	鋪{~設} 蒲 葡 菩 脯{胸~} 浦 黃{~江} 訃{~告} 卜{蘿~} 仆 撲 鶼{~鶼：鴿子} □{~luæ²¹：竹篾編的用來盛穀物的什物} 笓{~籃：用竹篾等編的婦女放針線的器具}
pʰ	u	上聲	普 譜 捕 朴 樸 濮{姓} 瀑 脯{杏~}
pʰ	u	去聲	步 鋪{店~} 部 簿
m	u	平聲	模{~範} 墓{~仿} 謀 木 目 穆{姓}
m	u	上聲	母 拇 畝 牡 某 模{~子：打土坯的用具}
m	u	去聲	慕 暮 驀 幕 幕 牧 □{~囊：心煩、混亂} □{形容詞，①多用於指人因感覺不靈敏而活動不便，如：手套戴上幹活~著呢；②對事物缺乏了解，無所適從}
f	u	平聲	夫 膚 跗{方言把腳面上隆起的部位叫~} 敷 俘 孵{~小雞} 蜉 蚨 符 扶 芙 傅{師~} 浮 復{重~} 復{~習} 福 幅 蝠{~蝙} 腹 覆 輔 複 服 伏{三~天} 袱 洑 縛{束~} 佛{~像}
f	u	上聲	府 俯 埠{商~} 甫 脯{果~} 腹 斧 釜 輔 撫 付 賦 赴 附 否 負{~責} 阜 腑 腐{~化}
f	u	去聲	負{~數} 服{又} 父{傅姓} 婦 富 副
f	u	21	咐{吩~} 腐{豆~}
v	u	平聲	無 吳 蜈{~蚣} 梧 吾 烏 污 塢 巫 誣 戊{~戌} 物{動~} 物理{~屋} 沃 捂 鳴 杌
v	u	上聲	五 午 伍 侮 鵡{鸚~}
v	u	去聲	誤 悟 惡{~憎} 務 霧 勿 兀{~搭：表示遠指的方位代詞，那裏}
t	u	平聲	都{~城} 橷{~是} 兜{~~：衣兜} 犢{牛~子} 獨 讀 牘 篤 督 毒 嘟 □{蒜~：蒜頭兒}
t	u	上聲	堵 賭 肚{動物的胃：腸~、豬~}
t	u	去聲	肚{人的腹部：~子} 杜 度 渡 鍍 踱{~步} 妒
tʰ	u	平聲	徒 圖 途 涂 突 禿 屠 凸
tʰ	u	上聲	土 吐
tʰ	u	去聲	兔
n	u	平聲	奴
n	u	上聲	努{~力}
n	u	去聲	怒 陋{誤讀}
l	u	平聲	爐 廬 蘆 鴣{~鷓} 樓 摟{抱：~小孩睡覺} 樓{~~(兒)：播種用的農具} 鹿 錄 祿 綠{舊} 陸 錄 碌{~碡：石碡~~}
l	u	上聲	努{多，~力} 魯 嚕 虜 鹵 滷 擄 摟{多，~抱} 櫓{~生：農作物不種自生} 嚕{呼~：擬聲詞} 簍
l	u	去聲	路 賂 露 鷺{~鷥} 漏 陋
ts	u	平聲	足 族 卒
ts	u	上聲	祖 組 租 阻
ts	u	去聲	做{~飯}
tsʰ	u	平聲	粗 促 猝 □{貓著腰，試探著走路：再不要~著撩了，大膽地往前走}
tsʰ	u	上聲	措{~置} 簇
tsʰ	u	去聲	醋
s	u	平聲	蘇 酥 速
s	u	上聲	粟
s	u	去聲	素 訴 塑 嗦{鳥~子} □{蒼蠅、蜜蜂等攢在某物上，含有厭惡的感情色彩：碗上~下一堆蒼蠅}
k	u	平聲	姑 孤 菇{蘑~} 箍 骨{~頭} 谷 穀 轂{身體使勁向上：往上~}
k	u	上聲	古 估 股 鼓 牯 □{①強迫、責令：把娃娃~上幹活；②對抗、為難：這還把人~住了}
k	u	去聲	故 固 錮 雇 顧
kʰ	u	平聲	哭 窟
kʰ	u	上聲	枯 苦 酷
kʰ	u	去聲	庫 褲
x	u	平聲	胡 湖 鬍 呼 狐 壺 葫 乎 瓠 忽 核{杏~，果~} 斛{古代的容器} 囫{~圇：物體外形完整，沒有損壞}
x	u	上聲	虎 滸{水~}
x	u	去聲	戶 滬 互 滬 護 護 瓠{多：~子，~瓜} □{①粥、米湯等煮得黏；②用面粉煮成的粥：面~~}
x	u	輕聲	唬{嚇~}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	t	tʰ	l	ts	tsʰ	s	tʃ	tʃʰ	ʃ	ʒ	k	kʰ	x
@FIN	uei
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
t	uei	平聲	堆 碓 □{動詞①語言頂撞，罵人：~人；②碰，撞：走路要操心著，不要~著樹上了}
t	uei	去聲	對 隊 兌
tʰ	uei	平聲	推 □{擬聲詞，唾人的聲音}
tʰ	uei	上聲	腿
tʰ	uei	去聲	退 蛻 褪{~色}
l	uei	平聲	雷
l	uei	上聲	儡{傀~} 累{積~} 類{~壘}
l	uei	去聲	內 累{勞~} 淚
ts	uei	上聲	嘴
ts	uei	去聲	最 罪 醉 歲 啐 過{~：過生日}
tsʰ	uei	平聲	催 脆 崔{姓}
tsʰ	uei	去聲	翠 粹
s	uei	平聲	雖 隨 遂 綏 荽 芫{~荽}
s	uei	上聲	髓 隧
s	uei	去聲	碎 歲 穗 □{①小：個子~；②排行最小的：~姑}
tʃ	uei	平聲	追 錐 推
tʃ	uei	去聲	贅 墜 綴 揮拉
tʃʰ	uei	平聲	吹 炊 槌 錘
tʃʰ	uei	去聲	垂 永{~不朽} 揮拉{又} □{形容人手笨：你是個~貨} 墜{又}
ʃ	uei	平聲	誰 摔{~碟子} 絆{~碗} 甩
ʃ	uei	上聲	水
ʃ	uei	去聲	睡 稅 銳 瑞{~氣}
ʒ	uei	去聲	芮{姓} 瑞 銳 蕊
k	uei	平聲	歸 硅 閨 圭 規 龜 軌{鐵~}
k	uei	上聲	詭 癸 鬼 軌{又}
k	uei	去聲	貴 櫃 桂 鱖
kʰ	uei	平聲	虧 葵 魁 盔 愧 奎 窺 逵
kʰ	uei	去聲	潰 跪 愧 饋
x	uei	平聲	回 灰 恢 茴{~香} 輝 揮 徽
x	uei	上聲	悔 晦 毀
x	uei	去聲	匯 會 繪 燴 檜{秦~} 慧 彗 惠 穢 賄 諱 彙 麾{~下}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	tʃ	tʃʰ	ʃ	k	kʰ	ŋ	x	∅
@FIN	uo
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
t	uo	平聲	多 馱{~子} 掇{拾~} 奪 鐸 □{抱小孩大小便}
t	uo	上聲	朵 躲 垛 柁
t	uo	去聲	剁 墮 惰 跺{~腳}
tʰ	uo	平聲	拖 托{手承物} 託 奪 駝 馱 舵 脫 砣 沱 駝 樋{~饃饃}
tʰ	uo	上聲	妥 橢 拓
tʰ	uo	去聲	唾 鴕{又} 駝{又}
n	uo	上聲	諾
l	uo	平聲	挪 羅 鑼 籮 囉 騾 螺 膈{手指紋} 落{~後} 烙 駱 洛 絡 樂 酪
l	uo	上聲	捋{①把衣褲等隨意卷起：~袖；②繩索等掙開：~脫} 裸
l	uo	去聲	摞{量詞；動詞：~起} 糯 駱{又}
ts	uo	平聲	作 昨 撮 鑿 炸 做{~作業} □{吃酸性食物引起的嘴部不適感}
ts	uo	上聲	總 □{~地：和別人兌換零散的小塊耕地，使其完整}
ts	uo	去聲	左 佐 坐 座 祚
tsʰ	uo	平聲	搓 痤 矮 銼{~刀}
tsʰ	uo	上聲	措
tsʰ	uo	去聲	錯
s	uo	平聲	梭{織布~子} 嗦 唆 囉 莎 草 蓑 縮
s	uo	上聲	鎖 瑣 索 所{廁~}
tʂ	uo	平聲	酌
tʂʰ	uo	平聲	朝{介詞，向，朝著：~西走} 焯{把菜等放在開水中微煮一下} 超{~過} 著{①熟睡的狀態：娃娃睡~了；②物體燃燒；③~氣：生氣，耍脾氣} □{動詞，猛地拿起某物：~起個棍子就打脫了}
tʂʰ	uo	上聲	綽{~寬}
ʂ	uo	平聲	勺 芍{~藥} 爍 說 朔
ʐ	uo	平聲	若 弱
tʃ	uo	平聲	拙 捉 鐲 濁 桌 卓 琢 啄 涿{~鹿}
tʃʰ	uo	平聲	戳{①~子：章子；②把東西用力塞進孔狀物}
tʃʰ	uo	上聲	綽{~號}
ʃ	uo	平聲	朔 縮{~小}
ʃ	uo	上聲	朔{又} 說{~方；東方~} 所{又}
k	uo	平聲	歌 哥 各 鍋 戈 合{小容量的升子，十~為一升} 鴿 割 葛 聒 閣 擱 胳 郭 覺{~不著} 圪{~螃：角落} 角{牛~} 個{~~}
k	uo	上聲	果 棵{~子：一種油炸的塊狀麵食} 裹
k	uo	去聲	過 個{~人}
kʰ	uo	平聲	科 棵 咳{~嗽} 磕 括 闊 擴 廓 蝌 殼 蛋{~兒} □{用力關門：把門~住} □{又} □{含不情願的感情色彩：你咋~來了} □{編~：說謊}
kʰ	uo	上聲	可 渴{~望} 顆 稞 窠 顆 敲{打，擊打：~給一棍} □{~~：臉上、身上長的小瘡}
kʰ	uo	去聲	課 騍{~馬：母馬}
ŋ	uo	平聲	鵝 蛾 俄 鰐 鄂 惡{~心}
ŋ	uo	上聲	我
ŋ	uo	去聲	餓
x	uo	平聲	河 何 呵{~一口氣} 和{~氣} 禾 荷{~花} 褐 蛤 喝{~水} 豁{~~（兒）：兔唇} 合{~作} 盒 活 郝 核{~桃} 鶴 藿 劐{用刀~開} 餄{~餎}  壑{~峴：山脈中斷的地方}
x	uo	上聲	火 伙 喝{吆~}
x	uo	去聲	賀 荷{薄~} 貨 禍 和{~麵} 霍
∅	uo	平聲	窩 倭 握 阿{~膠} 踒{~了腳} 渦 物{又，~體、~理} 捼{用力使彎曲} 蝸{~牛} □{~也：①表示贊同，沒問題；②指雙方關係很好}
∅	uo	去聲	臥 □{將麵團、煮熟的谷物等放進容器並包嚴實，然後置於溫度較高的地方，使其發酵：~甜胚}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	t	tʰ	l	ts	tsʰ	s	tʃ	tʃʰ	ʃ	ʒ	k	kʰ	x
@FIN	uæ̃
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
t	uæ̃	平聲	端 疃{地名}
t	uæ̃	上聲	短
t	uæ̃	去聲	段 斷 鍛 緞 椴 □{驅趕動物：把狗~著過去}
tʰ	uæ̃	平聲	團 摶 糰
tʰ	uæ̃	去聲	斷{~絕：繩子~了}
l	uæ̃	平聲	鸞 孿{~生} □{動詞，十分努力地去幹某事：~光陰}
l	uæ̃	上聲	暖 卵
l	uæ̃	去聲	亂
ts	uæ̃	平聲	鑽{~研} □{~~：婦女梳在頭後面的髮髻}
ts	uæ̃	上聲	撰
ts	uæ̃	去聲	鑽{~石} 攥 鑽{木工用具}
tsʰ	uæ̃	平聲	汆{動詞，~丸子} 爨 灶 串{~針引線} 攢{量詞，一~人}
tsʰ	uæ̃	去聲	爨{食物等的香味濃} 竄 竄 躥
s	uæ̃	平聲	酸
s	uæ̃	去聲	算 蒜
tʃ	uæ̃	平聲	專 磚
tʃ	uæ̃	上聲	轉{~眼}
tʃ	uæ̃	去聲	傳{~記} 賺 纂 轉{多，~眼}
tʃʰ	uæ̃	平聲	傳{~達} 椽 穿 川
tʃʰ	uæ̃	上聲	喘
tʃʰ	uæ̃	去聲	串 篡{~位} 纂{編~}
ʃ	uæ̃	平聲	船 拴 栓 笱{盛穀物的器具：麥~子} 閂{~門}
ʃ	uæ̃	去聲	涮{~洗}
ʒ	uæ̃	上聲	軟 阮
k	uæ̃	平聲	關 觀 參{~官} 鰥{~寡} 棺 冠{雞~子}
k	uæ̃	上聲	管 館
k	uæ̃	去聲	貫 慣 冠{~軍} 灌 罐 罐 觀{道~}
kʰ	uæ̃	平聲	寬
kʰ	uæ̃	上聲	款
kʰ	uæ̃	去聲	□{綫~~：用鋼絲、毛綫等扭的綫圈}
x	uæ̃	平聲	環 歡 還{~原} 桓
x	uæ̃	上聲	緩
x	uæ̃	去聲	患 幻 宦 換 喚 煥 瘓
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	ts	tʃ	tʃʰ	ʃ	ʒ	k	kʰ	x
@FIN	uɑ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
ts	uɑ	平聲	□{“怎麼”的合音：~了（怎麼了？）}
tʃ	uɑ	平聲	抓 □{形容人比較機靈，多指小孩：這個娃娃~的很} □{ku²¹~：量詞，多指成串的東西}
tʃ	uɑ	上聲	爪{~子} □{擬聲詞，滴水的聲音：衣服上水滴得~~來}
tʃʰ	uɑ	平聲	□{形容食物酥軟、脆，容易剥離或嚼碎：這次炒的豆豆~得很} □{用水沖洗：倒些水把車子上泥~淨}
tʃʰ	uɑ	上聲	□{①剥離：~玉米棒子；②形容人低賤：下~子貨；③動詞，指狠狠地罵人：我把他好好~著罵了一頓}
tʃʰ	uɑ	去聲	□{~在後頭：落在後面}
ʃ	uɑ	平聲	刷
ʃ	uɑ	上聲	耍
ʒ	uɑ	平聲	挼{①揉、搓；②折磨：這病~人很}
k	uɑ	平聲	瓜 剛 刮 鴰{夜~子：貓頭鷹的俗稱}
k	uɑ	上聲	寡 剛{~草} 刮{又} □{~~牛：蝸牛}
k	uɑ	去聲	掛 卦 褂
kʰ	uɑ	平聲	夸 誇 誇
kʰ	uɑ	上聲	胯{~子：指大腿表面} 垮 侉
kʰ	uɑ	去聲	跨 挎 挂
x	uɑ	平聲	花 華{中~} 划{~船} 鏵 滑 猾 嘩{擬聲詞}
x	uɑ	上聲	嘩{又，擬聲詞}
x	uɑ	去聲	划{計~} 化 華{~山；姓} 樺 畫 話
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	tʂ	tʂʰ	ʂ	k	kʰ	x
@FIN	uɑɣ̃
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
tʂ	uɑɣ̃	平聲	莊 裝 樁 莊 妝
tʂ	uɑɣ̃	上聲	壯{粗，與“細”相對：這根蔥~得很}
tʂ	uɑɣ̃	去聲	狀 壯{~士} 裝{把棉花等夾在衣服、被褥的裏子和面子中間或把蕎麥皮子裝入枕芯：~枕頭}
tʂʰ	uɑɣ̃	平聲	床 窗 瘡
tʂʰ	uɑɣ̃	上聲	創 闖
tʂʰ	uɑɣ̃	去聲	撞
ʂ	uɑɣ̃	平聲	雙 霜 孀
ʂ	uɑɣ̃	上聲	爽
k	uɑɣ̃	平聲	光 咣{擬聲詞}
k	uɑɣ̃	上聲	廣 鑛{耕地用的農具，多用牲口來拉：牛拉~，種夏田}
k	uɑɣ̃	去聲	桄{~~；綫} 逛{①遊玩；②形容做事不認真，得過且過：要好好學習，不要再~了}
kʰ	uɑɣ̃	平聲	匡 框 眶 狂 筐
kʰ	uɑɣ̃	上聲	哐{擬聲詞：關門、摔東西的聲音}
kʰ	uɑɣ̃	去聲	曠 礦 況 抂{①隨意地穿衣服；②把毛綫或帶孔的東西套進另一物：把綫~到釘子上}
x	uɑɣ̃	平聲	黃 慌 荒 磺 凰 簧 皇 蝗 煌 惶 惛{~}
x	uɑɣ̃	上聲	謊
x	uɑɣ̃	去聲	晃
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	tʃ	tʃʰ	ʃ	k	kʰ	x
@FIN	uɛi
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
tʃ	uɛi	平聲	拙{手笨：她手~很，不會做針線}
tʃ	uɛi	上聲	□{小孩口頭語，表示程度很高，特別好}
tʃʰ	uɛi	平聲	揣{懷~}
tʃʰ	uɛi	上聲	揣{用手摸：~下炕熱著嗎}
ʃ	uɛi	平聲	衰
ʃ	uɛi	上聲	摔 甩
ʃ	uɛi	去聲	帥 率{~領} 蟀
k	uɛi	平聲	乖 國 虢{~鎮：地名}
k	uɛi	上聲	拐 柺
k	uɛi	去聲	怪
kʰ	uɛi	上聲	塊 會{~計}
kʰ	uɛi	去聲	快 筷 劊{~子手}
x	uɛi	平聲	懷 槐 淮 獲 或
x	uɛi	去聲	壞
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	l	tʃ	tʃʰ	ʃ	∅
@FIN	y
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
l	y	平聲	驢 律 綠{新~；~化率；速~} 捋{①~鬍子；②把頭髮從額頭撥過} 徂
l	y	上聲	呂 旅 濾 縷 屢 履
l	y	去聲	慮
tʃ	y	平聲	居 車{~馬炮} 拘 駒 矩 桔 菊 掬{一~} 侷 橘
tʃ	y	上聲	舉
tʃ	y	去聲	巨 拒 距 據 鋸 劇 聚 俱 句 具 懼
tʃʰ	y	平聲	蛆 渠 佢 趨 區 驅 瞿 屈 黜 酒{~曲} 曲{~折；歌~} 局 鋦{~碗} 蛐 闕{墳~：墓地} □{貓著腰，試探著走路的樣子}
tʃʰ	y	上聲	取 娶
tʃʰ	y	去聲	去 趣 苣{苦~：野菜名}
ʃ	y	平聲	徐 墟 虛 噓 須 鬚 需 肅 宿 畜{~牧} 蓄{俗}
ʃ	y	上聲	許
ʃ	y	去聲	序 敘 緒 絮 續 戌{戊~} 恤{體~}
∅	y	平聲	魚 於 漁 淤 余 愚 虞 迂 吁 盂 榆 逾 愉 裕 獄 浴
∅	y	上聲	語 雨 葦{~子：蘆葦}
∅	y	去聲	御 禦 芋 與 譽 預 豫 娛 輿 遇 寓 宇 禹 羽 愈 喻 渭{~河} 慰{~問} 郁 育 玉 欲 慾 尉{~遲：姓}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	l	tɕ	tɕʰ	ɕ	∅
@FIN	yo
@TON	平聲	213
@TON	上聲	52

// Initial	Final	Tone	CharList (Space separated)
l	yo	平聲	略 劣 掠{用網狀物將液體表面的固態雜誌除去}
tɕ	yo	平聲	爵 嚼 腳 覺 餃{~~兒：餃子} 角{圓~分} 訣{口~}
tɕʰ	yo	平聲	雀{麻~} 鵲{喜~} 卻 確
tɕʰ	yo	上聲	□{①快速地看；②探望}
ɕ	yo	平聲	學 削{~蘋果}
∅	yo	平聲	約 藥 岳 樂{音~} 虐 瘧{~疾} 鑰 閱 悅
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	l	tɕ	tɕʰ	ɕ	∅
@FIN	yæ̃
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
l	yæ̃	平聲	聯{蘇~} 孿{~生} 戀{~愛} 黏{指汁、液等稠而有粘性：米湯~得很}
l	yæ̃	去聲	黏{多指雙方關係親熱、融洽：狗娃~你很}
tɕ	yæ̃	平聲	捐
tɕ	yæ̃	上聲	捲
tɕ	yæ̃	去聲	卷 娟 倦 絹 眷 鵑{杜~花}
tɕʰ	yæ̃	平聲	全 蜷 顴 權 泉 拳 圈{圓~}
tɕʰ	yæ̃	上聲	犬
tɕʰ	yæ̃	去聲	圈{~豬} 勸 券
ɕ	yæ̃	平聲	宣 軒{~轅} 旋{~轉} 璇 喧 玄 懸 眩 鮮{顏色艷麗}
ɕ	yæ̃	上聲	選
ɕ	yæ̃	去聲	鏇 漩{~渦} 餡{餃子~} 楦{鞋~子} 旋{~吃~做：邊吃邊做}
∅	yæ̃	平聲	元 原 圓 園 員 緣 源 冤 袁 轅 援 淵 媛 鴛
∅	yæ̃	上聲	遠
∅	yæ̃	去聲	院 怨 願
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	tʃ	tʃʰ	ɕ	∅
@FIN	yɛ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
tʃ	yɛ	平聲	絕 掘 決 訣 倔 钁{~頭：大鋤} 蹶{~~：不振} 噘{日~：痛罵}
tʃ	yɛ	上聲	撅{脾氣~} 撇{扯斷} 撅{用力彎曲使折斷：~斷}
tʃ	yɛ	去聲	撅 蹙 撅{翹起：~尻子}
tʃʰ	yɛ	平聲	瘸 缺 闕 橛{~子}
tʃʰ	yɛ	去聲	瞿{小孩身體消瘦}
ɕ	yɛ	平聲	靴 雪 說 橫{①與豎相對；②用一物橫著擋住另一物；③指人蠻橫不講理：這人~得很} 屑{白~：頭皮屑} □{布~~：布上吊的細線或呈條狀的小塊布料}
ɕ	yɛ	去聲	橫
∅	yɛ	平聲	月 越 曰 粵 悅 閱
∅	yɛ	上聲	□{髒~~：很髒}
∅	yɛ	去聲	□{在少量水裏洗衣服，也指衣服沒有洗乾淨，含貶義}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

