	注释：-白读，=文读
tsʰ	[1]崔催摧[2]材才财裁[3]彩采睬[5]在-菜[6]罪在=
s	[1]腮鳃[3]髓[5]岁碎
k	[1]该[3]改[5]盖丐个{那，～tat21，那里}
kʰ	[3]骇{惊～}[5]慨概溉
ŋ	[2]呆[3]我{我们}[5]我-[6]外艾碍
h	[1]开[2]□{痒}[3]凯海[6]亥害
∅	[1]哀[3]蔼霭[5]爱
#ɔn	
p	[1]般搬[3]本粄[5]半
pʰ	[1]潘{番～禺}[2]盘盆[5]□{厚}[6]伴拌叛判畔
m	[1]□{扳动}[2]文纹闻瞒门们[5]满[6]闷问
f	[1]欢宽[2]桓[6]缓
v	[2]完[3]碗腕剜腕皖[6]换唤焕
t	[1]端[3]短
tʰ	[1]吞饨[2]团屯豚臀[5]断[6]段缎椴锻钝-
n	[5]暖[6]嫩
l	[2]鸾栾峦孪挛[3]卵[6]乱
ts	[1]尊遵钻
tsʰ	[1]村[2]存[3]篡纂{编～}[5]寸窜
s	[1]孙酸[3]损[5]算蒜
k	[1]乾{～湿}肝竿官棺观冠{衣～}[3]管馆秆赶擀{～面}莞{东～}[5]贯灌罐冠{～军}幹{～事情}
ŋ	[6]岸
h	[2]寒韩鼾[3]罕款刊{2}[5]旱汉看{～守，～见}[6]汗
∅	[5]按案
#ɔŋ	
p	[1]邦帮[3]绑[5]榜谤[6]□{～米，爆米花}
pʰ	[1]□{碰}[2]傍旁螃{～蟹}滂{～沱}[5]蚌胖[6]磅
m	[2]忙芒茫忘=亡虻{牛～}[3]网[5]莽蟒[6]忘-望
f	[1]方肪芳荒慌谎[2]房防妨[3]访纺仿晃[5]放
v	[1]汪[2]王黄簧皇蝗[3]枉[5]往[6]旺
t	[1]当{～时}[3]党挡[5]当{～作，典～}
tʰ	[1]汤劏{杀，宰杀}[2]堂棠唐糖塘[3]倘{～使}躺宕[5]烫趟[6]荡
n	[2]囊瓤{瓜～}[6]裆
l	[2]郎廊狼[5]□{～口，漱口}[6]朗浪
ts	[1]庄赃装妆[5]葬壮[6]撞
tsʰ	[1]仓苍舱疮窗[2]床藏{隐～}[3]厂闯畅创敞[6]状藏{西～}臟
s	[1]霜孀桑丧{婚～}嗓[3]爽[5]丧{～失}[6]□{两头～，指游手好闲}
k	[1]江光冈岗纲缸肛[3]讲港广[5]杠降{下～}钢[6]逛
kʰ	[1]匡筐眶康糠=腔扛[2]狂[3]慷扩[5]抗炕矿旷
ŋ	[2]昂[6]戆{傻}
h	[1]慷-[2]行{～列，银～}降{投～}[3]□{谷类放久了的异味}[5]□{烘}[6]项巷
∅	[1]肮{～脏}[2]□{ʔin22～，牛蛙}[3]蕹
#ɔt	
p	[7]钵拨[8]□{用棍子击打}
pʰ	[7]泼[8]□{浪费}
m	[8]物勿没殁末沫茉
f	[7]阔
v	[8]活
t	[7]□{斥责}□{端，搬}
tʰ	[7]脱[8]夺
l	[7]□{～鸡，杀鸡}[8]□{发～，发胖气}
k	[7]割葛
kʰ	[7]豁
h	[7]喝{～彩}渴[8]□{疲倦}
∅	[7]□{～过去，推过去}遏
#ɔk	
p	[7]剥博搏驳[8]□{大头～，大脑袋}
pʰ	[7]朴扑[8]雹薄
m	[7]膜幕寞[8]莫
v	[7]沃[8]镬
t	[7]□{～上去，架上去}□{老～～，形容小孩老成}[8]踱铎剁-
tʰ	[7]托[8]择{～菜，择菜}
n	[8]诺
l	[7]烙胳骆洛络[8]乐{安～}落
ts	[7]桌卓绰焯作
tsʰ	[7]错{交～}[8]戳
s	[7]朔索塑
k	[7]角郭廓各阁[8]□{土里土气}□{一～，一块}
kʰ	[7]确觉{知～}藿霍搁
ŋ	[8]愕鄂乐{音～}岳
h	[7]壳□{～饭，炒饭}[8]学鹤
∅	[7]恶{善～}
#iɔŋ	
t	[1]□{啄}
l	[2]辆良粮梁粱凉量{～长短}[3]两{～个}[5]两{斤～}[6]亮谅量{数～}
ts	[1]章樟张浆将{～来}[3]蒋奖桨掌长{生～}[5]涨障瘴帐账胀酱将{大～}仗{打～}
tsʰ	[1]枪昌倡[2]墙祥详肠场长{～短}[3]抢[5]唱[6]象像橡丈仗{依～}杖
s	[1]商伤殇相{互～}箱厢湘襄镶[2]常尝裳偿[3]想赏[5]相{～貌}上{～山}[6]尚上{～面}
k	[1]疆僵{1}缰姜[3]僵{2}
kʰ	[2]强{坚～}[3]强{勉～}
ȵ	[2]娘[3]壤攘嚷□{发～，发抖}[5]仰[6]酿让
h	[1]香乡[3]饷晌享响[5]向
∅	[1]央秧殃鸯鞅[2]羊洋烊佯杨旸扬疡阳[3]映[5]养痒[6]样恙
#iɔk	
t	[7]琢啄
l	[8]略掠
ts	[7]爵嚼雀灼芍勺酌着{～衣}
tsʰ	[8]昨着{睡～}
s	[7]削[8]杓
k	[7]脚
kʰ	[7]却
ȵ	[8]若弱虐疟
h	[7]□{死}
∅	[7]约[8]药钥{～匙}跃
#u	
p	[3]补脯{肉干}斧[5]布怖{恐～}
pʰ	[1]铺{～设}[2]脯{胸～}蒲葡{～萄}扶-菩[3]谱普浦捕甫[6]部簿步铺{店～}孵-
m	[2]无巫诬模{～范}摹{～仿}[3]舞抚□{弄}[5]母拇侮鹉{鹦～}武[6]暮慕墓募戊务雾
t	[1]都[3]堵赌睹肚[5]妒[6]□{不算数}
tʰ	[2]徒屠途涂图[3]土[5]吐兔[6]度渡镀杜
n	[2]奴[3]努[6]怒
l	[1]□{生～，生锈}[2]卢炉芦驴庐[5]鲁橹虏卤[6]赂路露鹭{～鸶}
ts	[1]兹滋租辎{～重}资咨姿[3]紫祖组子梓[5]做
tsʰ	[1]粗疵{吹毛求～}雌[3]此[5]醋[6]自=
s	[1]苏酥厮鬚{胡～}斯=撕=[3]数{动词}[5]数{名词}素诉漱
k	[1]枯姑孤[3]估古牯股鼓[5]故固雇顾
kʰ	[1]箍
ŋ	[2]吴蜈{～蚣}吾梧{～桐}[6]误悟
h	[1]呼夫肤敷俘{～虏}孵麸[2]胡湖狐壶乎葫{～芦，原文“瓠”}符芙扶=[3]苦虎浒{水～}府腑俯[5]库裤富戽{～水}赋[6]户沪护互付附妇负父傅赴讣釜腐辅
ʔ	[1]乌呜坞污[3]邬[5]恶{可～}
#ui	
v	[2]遗违围维惟唯为{作～}[5]慧讳伟苇韦玮纬[6]胃谓蝟猬惠位为{～什么}
t	[3]□{拉}
l	[1]□{拼命干}[2]雷蕾[3]儡{傀～}[5]擂[6]类泪累
ts	[1]追锥[3]嘴[5]醉[6]赘
tsʰ	[1]吹炊[2]随槌锤[3]揣{～度}[5]翠脆[6]坠
s	[1]虽[2]垂谁[3]水[6]遂隧穗瑞粹{纯～}猝{仓～}
k	[1]龟归[3]诡{1}傀{～儡}鬼[5]贵桂{1}季瑰
kʰ	[1]亏盔圭闺-规-窥[2]癸魁逵葵蒯携[3]愧轨毁[6]跪柜溃{～烂}
ȵ	[2]危[3]伪诡{2}[5]蕊乳{腐～}[6]魏
h	[1]挥辉徽麾
ʔ	[1]威[3]委萎慰[5]畏
#un	
p	[1]奔分{～鸡，喂鸡}
pʰ	[2]□{满溢}[5]喷[6]苯
m	[1]蚊炆[3]□{拱起}[5]满
v	[2]云耘馄{～饨}坟-浑-[6]韵运
t	[1]敦{厚～}墩吨[5]顿
tʰ	[2]□{～平，填平}[5]□{～后，退后}[6]盾{矛～}囤沌钝=遁
l	[2]伦沦轮崙仑[3]□{～倒，染上}[5]□{惦念}[6]论□{～tsun31，笨拙}
ts	[1]谆□{ȵiɔŋ35～～，冷得发抖}[3]准[5]俊峻[6]□{lun31～，笨拙}
tsʰ	[1]春椿{～树}[2]□{休克，死}[3]蠢
s	[1]□{平滑}[2]纯循巡旬殉唇[3]笋[5]逊舜[6]顺
z	[2]匀
k	[1]君军[3]滚[5]棍
kʰ	[1]坤均钧昆崑[2]群裙[3]菌捆[5]困窘[6]郡混
ȵ	[3]允[6]润闰
h	[1]晕{训“昏”}昏婚分芬纷熏薰勋[2]坟=浑=焚[3]粉[5]训粪奋愤忿[6]份{一～}
ʔ	[1]温瘟愠蕴[3]稳[5]□{～住，关住}
#ut	
p	[7]不□{有得～，捞一把}
pʰ	[8]勃
m	[7]□{腐烂}[8]□{满}
t	[7]□{放}[8]□{～出，突出}
tʰ	[7]突
l	[7]□{～皮，掉皮}[8]律率{效～}
ts	[7]卒{兵～}蟀□{擦}
tsʰ	[7]出
s	[7]戍恤摔率{～领}[8]术述
k	[7]骨
kʰ	[7]掘倔{～强}屈窟={～窿}忽[8]□{不尖}
h	[7]窟-{～窿}[8]核-{果子～}佛□{乱～，乱画}
ʔ	[7]□{～到脚，扭了脚}
#y	
l	[3]屡[5]吕侣闾履旅[6]虑滤
ts	[1]朱硃珠诛蛛株猪诸蛆[3]主煮[5]著驻注註蛀铸[6]□{屙～，拉尿}
tsʰ	[1]趋雏苎[2]徐除厨[3]取娶处{相～}[5]柱拄处{～所}[6]聚趣序叙住箸
s	[1]需绥书舒抒纾输须{必～}[2]殊储薯[3]暑鼠黍戍[5]绪絮褚{姓}赐署庶恕[6]树竖
k	[1]居车{～马炮}[3]举矩[5]句巨据锯拒距
kʰ	[1]区驱枢驹拘[2]瞿渠{坑～，沟渠；第三人称}佢{他，她，它，第三人称}[3]佢{他们，她们，它们}[6]具俱惧
ȵ	[2]愚鱼渔[3]女汝[5]语[6]遇寓
h	[1]虚嘘圩[3]许栩[5]去
∅	[2]儒虞娱盂榆愉如余腴谀[5]雨宇禹羽与予[6]吁芋喻谕愈逾御裕誉预豫
ʔ	[1]迂于{姓}於[3]淤瘀
#ŋ	
∅	[3]五伍午
