id	ini	fn	pt	单字	IPA	注释、
3324	h	oŋ	213	空	hoŋ213	空虚
3325	h	oŋ	35	孔	hoŋ35	孔子
3326	h	oŋ	33	控	hoŋ33	控制
3327	h	oŋ	213	空	hoŋ213	亏空
3328	h	ok	055	哭	hok5	痛哭
3329	h	oŋ	213	烘	hoŋ213	烘干
3330	h	oŋ	35	哄	hoŋ35	哄骗
3331	h	oŋ	21	紅	hoŋ21	红色
3332	h	oŋ	21	洪	hoŋ21	洪水
3333	h	oŋ	21	鴻	hoŋ21	大展鸿图
3334	h	oŋ	21	虹	hoŋ21	天上的虹
3335	k	oŋ	33	汞	koŋ33	红汞
3336	h	oŋ	35	鬨	hoŋ35	内哄，起哄
3338		ioŋ	213	翁	ioŋ213	老翁；姓
3339		oŋ	33	瓮	oŋ33	米瓮
3340		ok	055	屋	ok5	房屋
3341	t	oŋ	213	冬	toŋ213	冬至
3342	t	ok	055	篤	tok5	笃信
3343	t	ok	055	督	tok5	监督
3344	tʰ	oŋ	35	統	tʰoŋ35	统一
3345	t	ok	022	毒	tok2	毒药
3346	l	oŋ	21	農	loŋ21	农村
3347	l	oŋ	21	膿	loŋ21	化脓
3348	tʃ	oŋ	213	宗	tʃoŋ213	祖宗
3349	tʃ	oŋ	213	綜	tʃoŋ213	织布机上的综
3350	ʃ	oŋ	213	鬆	ʃoŋ213	松紧，放松
3351	ʃ	oŋ	33	宋	ʃoŋ33	宋朝
3352	h	ou	22	酷	hou22	残酷
3353		iok	055	沃	iok5	肥沃
3354	f	oŋ	213	風	foŋ213	风气
3355	f	oŋ	213	楓	foŋ213	枫树
3356	f	oŋ	213	瘋	foŋ213	发疯
3357	f	oŋ	35	諷	foŋ35	讽刺
3358	f	ok	055	福	fok5	福气
3359	f	ok	055	幅	fok5	幅度
3360	f	ok	055	蝠	fok5	蝙蝠
3361	f	ok	055	複	fok5	重复，复印
3362	f	ok	055	腹	fok5	心腹
3363	f	oŋ	213	豐	foŋ213	丰衣足食
3364	f	ok	055	覆	fok5	反覆
3365	f	oŋ	21	馮	foŋ21	姓
3366	f	oŋ	22	鳳	foŋ22	凤凰
3367	f	ok	022	服	fok2	服务
3368	f	ok	022	伏	fok2	三伏
3369	f	ok	055	復	fok5	复原，恢复
3370	f	ok	022	袱	fok2	包袱
3371	m	oŋ	22	夢	moŋ22	做梦
3372	m	ok	022	目	mok2	目的
3373	m	ok	022	穆	mok2	姓
3374	m	ok	022	牧	mok2	畜牧
3375	l	oŋ	21	隆	loŋ21	兴隆
3376	l	ok	022	六	lok2	第六
3377	l	ok	022	陸	lok2	大陆
3378	ʃ	oŋ	213	嵩	ʃoŋ213	嵩山
3379	ʃ	ok	055	肅	ʃok5	严肃
3380	ʃ	ok	055	宿	ʃok5	星宿
3381	tʃ	oŋ	213	中	tʃoŋ213	当中，中秋
3382	tʃ	oŋ	213	忠	tʃoŋ213	忠心
3383	tʃʰ	oŋ	213	衷	tʃʰoŋ213	衷心，初衷
3384	tʃ	oŋ	33	中	tʃoŋ33	射中，中状元
3385	tʃ	ok	055	竹	tʃok5	竹子
3386	tʃ	ok	055	築	tʃok5	建筑
3387	tʃʰ	ok	055	畜	tʃʰok5	牲畜
3388	tʃʰ	oŋ	21	蟲	tʃʰoŋ21	虫子
3389	tʃ	oŋ	22	仲	tʃoŋ22	杜仲
3390	tʃ	ok	022	逐	tʃok2	驱逐
3391	tʃ	ok	022	軸	tʃok2	轴承
3392	tʃʰ	oŋ	21	崇	tʃʰoŋ21	崇高
3393	ʃ	ok	055	縮	ʃok5	缩小
3394	tʃ	oŋ	213	終	tʃoŋ213	终于
3395	tʃ	oŋ	33	衆	tʃoŋ33	群众
3396	tʃ	ok	055	祝	tʃok5	庆祝
3397	tʃ	ok	055	粥	tʃok5	煮粥
3398	tʃʰ	oŋ	213	充	tʃʰoŋ213	充分
3399	ʃ	ok	055	叔	ʃok5	叔叔
3400	ʃ	ok	022	熟	ʃok2	煮熟
3401	ʃ	ok	022	淑	ʃok2	淑女；人名
3402		ioŋ	21	戎	ioŋ21	戎马
3403		ioŋ	21	絨	ioŋ21	绒毛
3404		iok	022	肉	iok2	肉体
3405	k	oŋ	213	弓	koŋ213	弓箭
3406	k	oŋ	213	躬	koŋ213	鞠躬
3407	k	oŋ	213	宫	koŋ213	天宫，宫殿
3408	k	ok	055	菊	kok5	菊花
3409	k	ok	055	麴	kok5	酒麴
3410	kʰ	oŋ	21	窮	kʰoŋ21	穷人
3411	tʃʰ	ok	055	畜	tʃʰok5	畜牧
3412	tʃʰ	ok	055	蓄	tʃʰok5	储蓄
3413		uɐt	055	郁	uɐt5	忧郁；郁南
3414	h	oŋ	21	熊	hoŋ21	熊猫
3415	h	oŋ	21	雄	hoŋ21	英雄
3416		ioŋ	21	融	ioŋ21	融化
3417		iok	022	育	iok2	教育
3418	f	oŋ	213	封	foŋ213	开封
3419	f	oŋ	213	峰	foŋ213	山峰
3420	f	oŋ	213	蜂	foŋ213	蜜蜂
3421	f	oŋ	213	鋒	foŋ213	锋利
3422	p	oŋ	35	捧	poŋ35	捧走
3423	f	oŋ	21	逢	foŋ21	相逢
3424	f	oŋ	21	縫	foŋ21	缝衣服
3425	f	oŋ	22	奉	foŋ22	奉献，奉承
3426	f	oŋ	22	俸	foŋ22	俸禄
3427	l	oŋ	21	濃	loŋ21	浓厚
3428	l	oŋ	21	龍	loŋ21	龙头
3429	l	oŋ	35	壟	loŋ35	垄断
3430	l	ok	022	緑	lok2	碧绿
3431	l	ok	022	録	lok2	记录
3432	tʃ	oŋ	213	踪	tʃoŋ213	踪迹
3433	tʃ	oŋ	33	縱	tʃoŋ33	纵横
3434	tʃ	oŋ	33	縱	tʃoŋ33	放纵
3435	tʃ	ok	055	足	tʃok5	满足
3436	tʃʰ	oŋ	21	從	tʃʰoŋ21	从容
3437	tʃʰ	ok	055	促	tʃʰok5	促进
3438	tʃ	oŋ	213	從	tʃoŋ213	跟从
3439	ʃ	oŋ	35	慫	ʃoŋ35	怂恿
3440	ʃ	ok	055	粟	ʃok5	高粱粟；玉米
3441	tʃʰ	oŋ	21	松	tʃʰoŋ21	松树
3442	tʃ	oŋ	22	誦	tʃoŋ22	朗诵
3443	ʃ	oŋ	33	頌	ʃoŋ33	歌颂
3444	tʃ	oŋ	22	訟	tʃoŋ22	诉讼
3445	tʃ	ok	022	俗	tʃok2	风俗
3446	tʃ	ok	022	續	tʃok2	连续
3447	tʃʰ	oŋ	35	寵	tʃʰoŋ35	宠爱
3448	tʃʰ	oŋ	33	重	tʃʰoŋ33	轻重
3449	tʃ	oŋ	22	重	tʃoŋ22	重要
3450	tʃʰ	oŋ	21	重	tʃʰoŋ21	重复
3451	tʃ	oŋ	213	鐘	tʃoŋ213	闹钟
3452	tʃ	oŋ	213	鍾	tʃoŋ213	钟爱
3453	tʃ	oŋ	213	盅	tʃoŋ213	酒盅
3454	tʃ	oŋ	33	種	tʃoŋ33	种类（名、量）
3455	tʃ	oŋ	35	腫	tʃoŋ35	臃肿
3456	tʃ	oŋ	33	種	tʃoŋ33	种树（动）
3457	tʃ	ok	055	燭	tʃok5	蜡烛
3458	tʃ	ok	055	囑	tʃok5	遗嘱
3459	tʃʰ	oŋ	213	衝	tʃʰoŋ213	冲锋
3460	tʃʰ	ok	055	觸	tʃʰok5	接触
3461	ʃ	ok	022	贖	ʃok2	赎罪
3462	tʃ	oŋ	213	舂	tʃoŋ213	舂米
3463	tʃʰ	ok	055	束	tʃʰok5	装束
3464	ʃ	ok	022	蜀	ʃok2	蜀国
3465	ʃ	ok	022	屬	ʃok2	家属
3466		ioŋ	21	茸	ioŋ21	参茸
3467		iok	022	辱	iok2	侮辱
3468		iok	022	褥	iok2	被褥
3469	k	oŋ	213	恭	koŋ213	恭敬
3470	k	oŋ	213	供	koŋ213	供给，供不起
3471	k	oŋ	35	拱	koŋ35	拱手
3472	k	oŋ	35	鞏	koŋ35	巩固
3473	k	oŋ	33	供	koŋ33	上供
3474	h	oŋ	35	恐	hoŋ35	恐怕
3475	kʰ	ok	055	曲	kʰok5	曲折，歌曲
3476	k	oŋ	22	共	koŋ22	共同
3477	k	ok	022	局	kok2	局部
3478		iok	022	玉	iok2	玉器
3479		iok	022	獄	iok2	监狱
3480	h	oŋ	213	胸	hoŋ213	心胸
3481	h	oŋ	213	凶	hoŋ213	吉凶
3482	h	oŋ	213	兇	hoŋ213	凶恶，很凶
3483		iok	055	旭	iok5	旭日
3484		ioŋ	213	雍	ioŋ213	雍正
3485		ioŋ	213	癰	ioŋ213	恶性脓疮
3486		ioŋ	35	擁	ioŋ35	拥护
3487		oŋ	213	壅	oŋ213	壅肥（施肥），壅人（埋人）
3488		ioŋ	21	容	ioŋ21	容易
3489		ioŋ	21	蓉	ioŋ21	芙蓉
3490		ioŋ	213	庸	ioŋ213	平庸
3491		ioŋ	21	溶	ioŋ21	溶化
3492		ioŋ	21	熔	ioŋ21	熔化
3493		ioŋ	35	甬	ioŋ35	甬道
3494		ioŋ	35	勇	ioŋ35	勇敢
3495		ioŋ	35	涌	ioŋ35	涌现
3496		ioŋ	22	用	ioŋ22	用处
3497		iok	022	欲	iok2	欲速则不达
3498		iok	022	慾	iok2	欲望
3499		iok	022	浴	iok2	沐浴
3500	l	ɔ	21	挪	lɔ21	挪
3501	l	ɔ	35	攞	lɔ35	攞[拿]
3502	k	ɔ	35	嗰	kɔ35	嗰[那，代词]
3503		ɔ	213	屙	ɔ213	（～屎）
3504	m	œk	022	饃	mœk2	饃
3507	p	iə̯ŋ	33	欛	piə̯ŋ33	柄(斧~、刀~)
3508	pʰ	a	21	掱	pʰa21	掱[扒手]
3509	pʰ	a	21	鈀	pʰa21	农具
3510	m	a	213	孖	ma213	孖[双、对]
3511	l	a	35	乸	la35	乸[雌性]
3512	tʃ	a	213	摣	tʃa213	揸（～车）
3513	kʰ	ɐk	055	揢	kʰɐk5	揢[用虎口揢]
3514	m	ei	35	笡	mei35	笡[歪斜，迁谢切]（嘴~、眼~）
3515		iei	213	嘢	iei213	嘢[东西]
3518	l	ɐu	35	縷	lɐu35	縷
3521	tʰ	ɔy	21	枱	tʰɔy21	枱[桌子]
3522	tʰ	ai	213	舦	tʰai213	舦[舵]
3523	pʰ	ɛŋ	213	捭	pʰɛŋ213	捭[削]
3524	m	ɐi	213	咪	mɐi213	咪[麦克风]
3525	tʰ	ai	35	睇	tʰai35	睇[看]
3529	m	ui	21	脢	mui21	脢[背脊肉]
3531	k	ui	22	癐	kui22	癐[累]
3532	p	i	35	髀	pi35	髀[大腿]
3533	p	ɐi	35	畀	pɐi35	畀[给、被]
3534	m	ɐi	22	魅	mɐi22	魅
3536		i	33	洱	i33	洱（普~茶）
3537	p	ɐu	213	煲	pɐu213	煲（～汤）
3538	m	au	33	冇	mau33	冇[没有]（~钱、~人）
3539	tʰ	au	213	掏	tʰau213	掏
3540	l	au	35	佬	lau35	佬（肥～）
3541	h	au	21	蠔	hau21	耗（生~、~油）
3542		iɛu	213	撓	iɛu213	撓
3543		au	33	拗	au33	拗（～颈）
3544	p	iu	35	裱	piu35	裱（～画）
3545	pʰ	iu	213	瓢	pʰiu213	瓢
3546	l	ɛu	21	嫽	lɛu21	嫽[调戏、逗弄]
3547	k	iu	22	撬	kiu22	撬
3548	m	ɐu	213	踎	mɐu213	踎[蹲]
3549	t	ɐu	33	竇	tɐu33	窦[鸟窝]
3550	l	ɐu	213	褸	lɐu213	褛(大～；蒙盖：～住)
3551	h	ɐu	213	睺	hɐu213	睺（注意；希冀）
3552	h	oŋ	35	吼	hoŋ35	吼
3554	l	ɐu	213	嬲	lɐu213	嬲[恼怒]
3555		iɐu	213	邱	iɐu213	邱[姓]
3556	t	ɐm	35	抌	tɐm35	抌(用手锤：～心～肺)
3557	l	am	35	腩	lam35	腩（腹肉：肚～）
3558	kʰ	ɐm	35	扻	kʰɐm35	扻（掴：～一巴）
3559	ŋ	am	213	啱	ŋam213	啱[合适]
3560	t	am	22	啖	tam22	啖[量]（头~汤、敨~气）
3561	k	ɐm	35	噉	kɐm35	[这样]
3562	kʰ	ɐm	35	冚	kʰɐm35	冚[盖]
3568	k	am	33	檻	kam33	槛（门～）
3570	l	en	21	鯰	len21	鲇（～鱼）
3571	l	ɐm	35	諗	lɐm35	谂[思考]
3572	l	ɐm	21	腍	lɐm21	腍[黏而软]
3574	tʃʰ	ɐp	055	緝	tʃʰɐp5	缉（通～）
3575	t	at	033	笪	tat3	笪（竹～）
3576	l	at	022	邋	lat2	邋（～遢）
3577	tʃ	an	22	綻	tʃan22	绽（破~、~线、~放）
3578	k	an	35	梘	kan35	枧（番～）
3579	h	an	213	慳	han213	悭[节省]（~钱）
3580	kʰ	ut	033	搴	kʰut3	搴[揭开]
3581	ʃ	in	33	跣	ʃin33	跣[滑]
3583	tʃ	an	22	攢	tʃan22	攒（积～）
3584	l	ok	022	汆	lok2	汆（～丸子）
3589	ŋ	ɐŋ	213	奀	ŋɐŋ213	奀（～细）
3590		iɐŋ	33	扤	iɐŋ33	扤（摇动：～脚）
3591	m	ɐt	055	乜	mɐt5	乜[什么]
3592	l	ɐn	21	燐	lɐn21	燐
3595		uɐn	33	圂	uɐn33	圂（关禁：～住）
3596		uɐn	35	揾	uɐn35	揾[找]
3597	tʃ	ɐn	213	樽	tʃɐn213	樽[瓶子]
3598		uɐt	055	慍	uɐt5	愠（生闷气：～住）
3599	tʰ	œŋ	213	劏	tʰœŋ213	劏[宰杀]
3600	l	œŋ	21	螂	lœŋ21	
3601	k	ap	033	胳	kap3	胳（~膊、~肢窝）
3603	tʃ	am	35	斫	tʃam35	柴）
3608	k	uɛŋ	33	逛	kuɛŋ33	逛（～街）
3609	p	øn	22	肨	pøn22	肨（～大海）
3610	ʃ	iə̯ŋ	213	戥	ʃiə̯ŋ213	
3612	l	ɐk	022	簕	lɐk2	杜鹃）
3614	tʃʰ	ɛŋ	213	鐺	tʃʰɛŋ213	铛[平底锅]
3615		ɛŋ	213	罌	ɛŋ213	罂[宽口陶瓷瓶]
3616	ŋ	ɐk	055	呃	ŋɐk5	呃[骗]
3617	l	iə̯ŋ	33	靚	liə̯ŋ33	靓[漂亮]
3618	l	iɛk	055	嚦	liɛk5	叻仔
3619	tʃʰ	ɐŋ	21	埕	tʃʰɐŋ21	
3621	pʰ	iə̯k	022	擗	pʰiə̯k2	擗[扔弃]
3622	tʃ	iə̯ŋ	213	掟	tʃiə̯ŋ213	掟（扔：～石头）
3623	l	iə̯k	033	壢	liə̯k3	坜[畦]
3625	t	oŋ	22	戙	toŋ22	戙[竖]
3626	l	ok	055	睩	lok5	睩[瞪]
3627	l	ok	055	轆	lok5	辘[轮子]
3628	ʃ	oŋ	33	餸	ʃoŋ33	
3629		iok	055	喐	iok5	喐[动]
3631	k	ok	022	焗	kok2	焗油
