#i									
l	[2]蓝篮林{1，树～}兰莲邻{1，～近}岚郞廊狼朗零[3]揽榄{橄～}懒冷{～笑}[5]滥浪								
ts	[1]簪张{2，开～}妆庄{官～：地名}装曾{1，姓}争[2]曾{2，伓～：还没}层晴[3]斩盏剪井[5]暂錾站{车～}荐{稻秆做的垫被}葬藏{西～}臟{内～}障{保～}□{撑住}□{刻字}								
tsʰ	[1]渗{往热水中加冷水}呻{叹气}仓苍疮伧{～□tsʰo33：粗俗}撑生{1，～菜：蔬菜}青[2]蚕残床塍{田}城{1，石～：地名}[3]筅{竹～：竹制洗碗工具}厂醒□{活}□{发情}[5]□{撑}□{生味}								
s	[1]三杉衫参{人～}删仙{1，水～}先{1，～行}新{1，～鲜}丧霜生{2，～日}牲星{1，天～}[2]鳞‖腥{～血：内脏的血}[3]爽省㾪{贫瘠}[5]信{1，相～}㝗{稀疏}鉎{锈}□{擤}								
k	[1]甘{～草}柑疳{～积}监{～牢}间{1，车～}奸{1，狡猾}肝{～火}肩冈岗纲钢缸扛虹更{1，三～}庚羹江扛□{送～：满月送礼}[2]含咸衔‖感{～情}尴{～尬}[3]敢橄{～榄}讲港哽㔶{盖}[5]间{2}隔降{1，霜～}钢{[动]}□{麻将用语}								
kʰ	[1]堪牵康糠坑顷{刚}□{～□kʰue21：蜻蜓}[3]砍肯{1，～做}[5]磡{堤岸}囥{藏}								
ŋ	[2]凝[3]眼辇撚{～碎}[5]硬								
x	[1]蚶□{斜视}‖□{～厨：放菜的厨柜}[2]函寒{1，小～}韩还杭行{1，～当}降{2，投～}[3]喊狠[5]憾焊翰巷苋{～菜}□{背靠}								
ʔ	[1]庵安{1，～全}秧{2，[名]}[2]闲行{2，银～}桁{[量]根}昂{厉害}□{紧绷}[3]笕{～笕：竹制水管}影{1，人～}□{遮盖}[5]暗晏晚笐{竹竿}应{答}								
#iaŋ									
p	[2]平{1，～直}坪[3]饼{1，[名]}[5]摒								
pʰ	[1]拼𩩍[2]‖姘{～头}𩩍{背部}□{舀去泡沫}[3]饼{2，[量]片}[5]聘并								
m	[1]□{原文无注释}[2]名明{2，松～}[5]命								
t	[1]㬹[2]埕{埂～：地名}[3]鼎□{砍}[5]郑订{1，～亲}定{1}掷								
tʰ	[1]听厅[3]□{掀}								
l	[2]晾[3]领岭[5]亮{2}量{2，毛～}								
tɕ	[1]正{1，～月}□{茂盛}[3]蒋奖䭕{味淡}[5]正{2，平～}								
tɕʰ	[1]清{1，闽～：地名}昌{2，人名}[2]长{4，人名}[3]铲产请□{狠}[5]畅倩{召唤，原文作“倡”}偿								
ɕ	[1]声[2]常成{1，七～}城{2，浦～：地名}□{引诱，原文作“营”}[5]尚{人名}姓行{3，品～}								
k	[1]疆惊{1，～着}囝{1，戆～：傻子}[2]行{4，走}[5]降{3，下～}镜								
kʰ	[1]轻[2]强{2，人名}								
ŋ	[1]粘[2]岩迎[3]□{沟}□{靠拢}[5]□{碰}								
∅	[2]赢[5]眏{看}								
#uaŋ									
t	[1]端								
l	[1]鸾								
ts	[1]‖状{～元}[5]壮								
tsʰ	[2]全{1，安～}[5]创								
k	[1]关{1，～系}光{2，人名}[5]惯{1，习～}								
kʰ	[2]环[3]菌[5]况矿								
x	[1]翻番{～鸭}方芳[2]凡帆烦矾[3]反{2，相～}[5]范犯放{2，解～}								
∅	[1]弯湾[2]完{1，～全}晚往[3]网{2，上～}[5]换万旺								
#yaŋ									
tɕ	[1]军{1，人名}								
kʰ	[2]权群{2，人名}								
x	[2]玄{～参}								
∅	[2]允								
#iŋ									
p	[1]鞭编边彬宾{1，人名}[3]扁{1，～豆}贬[5]辨辩便{1，方～}变辫								
pʰ	[1]篇偏[2]贫平{2，人名}[3]□{轻拍}[5]骗遍片								
m	[2]绵棉眠{1，～床：床铺}闽民鸣{人名}明{3，人名}[3]免勉[5]面								
t	[1]颠癫□{甩一巴掌}[2]缠[5]殿定{2，排行}□{播菜种}								
tʰ	[1]天添[2]田{～七}挺廷{1，人名}[5]䋎{缝衣}								
n	[1]□{鸡青～：鸡粪}[2]宁[3]□{小}								
l	[2]廉帘连联鲢怜磷麟[5]链{1，金～}恋令另								
s	[1]仙{2，～人}鲜扇动先{2，～生}星{2，五角～}								
tɕ	[1]櫼楔煎精{1，～明}□{撞}[2]钱[3]□{嫩}[5]占箭贱政{1，人名}□{玩耍}□{尖}								
tɕʰ	[1]签迁{2，～户口}千[2]寻{两臂展开的长度}前[3]浅[5]□{签}								
ɕ	[1]搧煽掀[2]嫌型[5]限扇现								
k	[1]碱金{1，～瓜：南瓜}经‖惯{2，～骨：习惯}[2]舷{边}[3]减检{1，[又]}[5]剑箭件见建{1，～瓯}近{1，人名}敬{1，人名}								
kʰ	[1]‖肯{2，～定}[2]钳勤{1，～谨：勤劳}乾[3]遣{抛弃}[5]欠庆{1，排行}								
ŋ	[1]蔫[2]言{～语}[3]染								
x	[2]刑								
ʔ	[2]阎□{肯定}[5]伓{否定}								
∅	[1]烟{1，锅下黑烟凝聚物}胭{～脂}[2]盐檐壬{天干地支}人{人名}仁{1，排行}寅[3]影{2，电～}[5]任{1，责～}纴蝇{灯蛾：蠓子～}□{沉溺}								
#uiŋ									
p	[1]分{1，[动]}[2]搬盘{1，～子}‖蹦{跟斗：蹦～}[3]坂{山坡}本[5]拌{2，甩}半绊饭奔笨{1，豨～：愚蠢}粪奋								
pʰ	[1]潘{2，泔水}[2]盘{2，攀}㖹{吹}[3]□{攀}[5]判喷□{凿石头}								
m	[1]门闷馒□{攀}[2]瞒鳗[3]满[5]漫问{1，～事}								
t	[2]传[3]转[5]䧘{门～：门坎}□{门～：门坎}								
tʰ	[1]窗[3]□{～草：除草}								
l	[5]殓练								
ts	[1]砖专‖准{1，～备}[2]全{2，～部}泉存[3]钻{1，[动]}[5]钻{2，[名]}篆俊旋{1，头顶长的涡}								
tsʰ	[1]川穿春{1，人名}[2]蹲{1}[5]鳝窜串								
s	[3]癣[5]线舜旋{2，转}								
k	[1]官棺观冠关{2，～门}均君军{2，红～}[2]悬莙{～荙}[3]囝{2，子}管{1，～理}馆[5]建{2，福～}贯灌眷棍郡训{家～}								
kʰ	[1]宽圈坤筐眶[2]□{十～个：十来个}[3]款捆[5]劝困								
ŋ	[2]元原[3]软{1，累；轻松}[5]愿怨韧								
x	[1]欢[2]缘{1}沿[5]远{1，近～}县{1，～城}□{扔}								
∅	[1]冤温瘟[2]完{2}丸圆缘{1，姻～}源[3]碗䘼{腕}运{1，排行}文{1，人名}泳[5]院晕县{2，沙～：地名}								
#eiŋ									
p	[1]宾{2，人名}槟冰兵[2]凭便{2，～宜}平{3，延～：地名}[3]丙炳本[5]笨{2}								
pʰ	[3]品□{漆}								
m	[2]民明{4，～显}铭眠{2，睡}缗{铜钱}[3]□{[量]瓣}								
t	[1]敦登{～记}丁{2，姓}[2]沉陈尘亭停[3]顶{2，～好：挺好}[5]炖吨邓订{2，～报}								
tʰ	[5]趁赚								
n	[2]人{2，～人}仁{2，果核}能{～力}[5]认								
l	[2]林{2，姓}淋临邻{2，隔壁～姓：相邻不同姓的村庄}灵铃[5]棱任{2，一～}								
ts	[1]针津{1，人名}珍{山～}臻真精{2，～怪}贞桢征□{清澈；淡}[2]枕秦{姓}尽{1，很}拯{包～}情{感～}整正{3，～番：番鸭}[5]浸战尽{2，～力量}晋进镇阵震赠{～送}证症政{2，～府}静净								
tsʰ	[1]深称{1，[动]}亲清{1，～楚}[2]乘程成{2，人名}诚城{3，～市}塍{田梗}[5]衬称{2，[名]}凊{凉}□{抱}								
s	[1]心森辛新{2，～旧}身申升生{3，卫～}[2]沈神辰臣丞承蝇成{2，人名}城{4，～墙}盛[3]婶圣[5]信{2，写～}肾{1，～病}慎盛囟{～门}剩								
k	[1]今金{2，～钱}惊{2，～蛰}津{2，天～}京鲸经[3]俭锦很{好得～}紧谨{勤～}[5]禁妗更{2，～好}敬{2，～酒}肾{2，肫}								
kʰ	[2]琴禽弦[5]庆{2，人名}□{耳朵竖起来听}								
ŋ	[2]严								
x	[1]兴{1，流行}[2]恒衡形[3]险{危～}[5]炫兴{2，起～}								
ʔ	[1]音阴烟{2，起～}恩姻英婴[2]阎延[3]引[5]印映								
#ieŋ									
p	[1]‖扁{2，～食}								
t	[5]电								
l	[5]链{2，铁～}								
ɕ	[2]贤[3]险{保～}显[5]陷善宪献								
k	[1]兼奸{2，强～}艰[2][3]检{2，[又]}简[5]建{3，～设}键健								
∅	[2]炎颜[3]演燕[5]验厌								
#ueiŋ									
t	[1]丹单{2，菜～}[2]弹{2，～琴}团{1，～圆}[3]疸□{桩}□{咒骂}[5]旦{2，小～}断段缎盾顿扽□{刺}								
tʰ	[1]吞[2]糰{～～：汤圆}[5]炭□{饭菜再煮}								
n	[2]难{2，～得}[3]暖[5]嫩润□{两手指摩擦}								
l	[2]拦栏[3]□{搬}□{口水}[5]烂乱论								
ts	[1]尊								
tsʰ	[1]村[2]纯醇□{勤}[5]寸								
s	[1]山酸闩拴孙[3]伞选损[5]散卵算蒜僆{鸡～：未下蛋的鸡}								
k	[1]干{2，燋～：干瘦}竿[2]寒{2，冷}[3]杆秆汗滚{1，～汤：沸水}管{2，[量]}[5]汗□{用处}								
kʰ	[1]昆								
x	[1]肝婚‖忿{～心}[2]寒{3，伤～}魂坟[3]粉[5]汉混份								
ʔ	[1]按安{2，平～}[2]浑[3]稳[5]岸旱案□{靠}								
∅	[2]闻文{2，～化}[5]问{2，～题}								
#œyŋ									
t	[1]中{2，～心}忠□{钝}[2]廷{2，朝～}重{3，[量]}								
n	[1]□{～人：腻烦}[2]浓[3]忍[5]软{2，饼～了}								
l	[2]伦轮龙{2，～宫}[3]陇{山脊}								
ts	[1]终钟盅{杯}舂松{2，～树}‖圳{地名：～田}[2]船[3]准{2，描～}中{3，射～}种{1，～子}肿□{感受}[5]众颂{穿}□{穿}种{2，芒～}								
tsʰ	[1]春{2，～天}清{2，～明}冲□{鱼卵}[2]蹲{2，腿受伤}[3]□{暴脾气}[5]铳{枪}冲{味重}								
s	[2]巡[3]笋榫{离～：脱臼}[5]顺								
k	[1]跟根巾斤筋军{3，将～}弓躬宫供{养育孩子：～囝}[2]拳裙群{2，～众}穷[3]卷绢滚{2，～珠}拱{～桥}[5]近{2，～远}共{2，[介]跟}供{上～}								
kʰ	[2]芹[5]□{熏}□{虹}虹{虹}								
ŋ	[2]龈银□{腌}								
x	[1]分{2，一～}[2]眩{晕倒}雄{2，英～}								
ʔ	[1]塕[2]匀云荣{2，人名}绒茸容宠{爱；开～：容颜焕发}榕[3]远{2，长～}永勇庸{～种}[5]闰用{2}运{2，命～}								
