序号	trad	simp	IPA	pinyin	detail	声母	韵母	调值	吴拼声	吴拼韵	声调	多音	检验声调变小时声母是否变（但会有例外）	检查声母变时声调是否变小（但会有例外）	检查韵母表	检查每韵声母顺序
1962		坳	ɔ³³⁵	o5			ɔ	³³⁵		o	5	1				
1963		□	ɔ³³⁵	o5	{弯下去}		ɔ	³³⁵		o	5	160				
1964		□	ɔ³³⁵	o5	{高直的东西歪斜}		ɔ	³³⁵		o	5	160				
1965		□	ɔ³³⁵	o5	{呕吐：~出来}		ɔ	³³⁵		o	5	160				
1966		□	ɔ³³⁵	o5	{以嘴吸氧：鱼~哉}		ɔ	³³⁵		o	5	160				
1967		□	ɔ³³⁵	o5	{亲吻}		ɔ	³³⁵		o	5	160				
1968		□	ɔ³³⁵	o5	{喂食，通常指人向人}		ɔ	³³⁵		o	5	160				
1969		爊	ɔ	o0	{菜~年糕}		ɔ			o	0	1	1	1		
1970		膘	piɔ⁴⁴	pio1		p	iɔ	⁴⁴	p	io	1	1			1	1
1971		标	piɔ⁴⁴	pio1		p	iɔ	⁴⁴	p	io	1	1				
1972		彪	piɔ⁴⁴	pio1		p	iɔ	⁴⁴	p	io	1	1				
1973		表	piɔ⁵³	pio3		p	iɔ	⁵³	p	io	3	1				
1974		錶	piɔ⁵³	pio3		p	iɔ	⁵³	p	io	3	1				
1975		婊	piɔ⁵³	pio3		p	iɔ	⁵³	p	io	3	1				
1976		飘	pʰiɔ⁴⁴	phio1		pʰ	iɔ	⁴⁴	ph	io	1	1				1
1977		票	pʰiɔ³³⁵	phio5		pʰ	iɔ	³³⁵	ph	io	5	1				
1978		漂	pʰiɔ³³⁵	phio5		pʰ	iɔ	³³⁵	ph	io	5	1				
1979		瓢	biɔ²¹³	bio2		b	iɔ	²¹³	b	io	2	1				1
1980		嫖	biɔ²¹³	bio2		b	iɔ	²¹³	b	io	2	1				
1981		薸	biɔ²¹³	bio2	{浮萍}	b	iɔ	²¹³	b	io	2	1				
1982		鳔	biɔ²¹³	bio2		b	iɔ	²¹³	b	io	2	1				
1983		□	biɔ²³¹	bio4	{瓜络}	b	iɔ	²³¹	b	io	4	160				
1984		□	biɔ	bio0	{下~：下巴}	b	iɔ		b	io	0	160	1	1		
1985		苗	miɔ²¹³	mio2		m	iɔ	²¹³	m	io	2	1				1
1986		描	miɔ²¹³	mio2		m	iɔ	²¹³	m	io	2	1				
1987		谬	miɔ²¹³	mio2		m	iɔ	²¹³	m	io	2	1				
1988		藐	miɔ⁵³	mio3		m	iɔ	⁵³	m	io	3	1				
1989		渺	miɔ⁵³	mio3		m	iɔ	⁵³	m	io	3	1				
1990		秒	miɔ⁵³	mio3		m	iɔ	⁵³	m	io	3	1				
1991		妙	miɔ⁵³	mio3		m	iɔ	⁵³	m	io	3	1				
1992		缪	miɔ⁵³	mio3		m	iɔ	⁵³	m	io	3	1				
1993		庙	miɔ³³⁵	mio5		m	iɔ	³³⁵	m	io	5	1				
1994		覅	fiɔ⁴⁴	fio1	{“弗要”的合音}	f	iɔ	⁴⁴	f	io	1	1				1
1995		刁	tiɔ⁴⁴	tio1		t	iɔ	⁴⁴	t	io	1	1				1
1996		貂	tiɔ⁴⁴	tio1		t	iɔ	⁴⁴	t	io	1	1				
1997		雕	tiɔ⁴⁴	tio1		t	iɔ	⁴⁴	t	io	1	1				
1998		凋	tiɔ⁴⁴	tio1		t	iɔ	⁴⁴	t	io	1	1				
1999		□	tiɔ⁴⁴	tio1	{小的树枝}	t	iɔ	⁴⁴	t	io	1	160				
2000		鸟	tiɔ⁵³	tio3		t	iɔ	⁵³	t	io	3	1				
2001		□	tiɔ⁵³	tio3	{缝补}	t	iɔ	⁵³	t	io	3	160				
2002		钓	tiɔ³³⁵	tio5		t	iɔ	³³⁵	t	io	5	1				
2003		吊	tiɔ³³⁵	tio5		t	iɔ	³³⁵	t	io	5	1				
2004		挑	tʰiɔ⁴⁴	thio1		tʰ	iɔ	⁴⁴	th	io	1	1				1
2005		𠛪	tʰiɔ⁴⁴	thio1		tʰ	iɔ	⁴⁴	th	io	1	1				
2006		跳	tʰiɔ³³⁵	thio5		tʰ	iɔ	³³⁵	th	io	5	2				
2007		粜	tʰiɔ³³⁵	thio5		tʰ	iɔ	³³⁵	th	io	5	1				
2008		条	diɔ²¹³	dio2		d	iɔ	²¹³	d	io	2	1				1
2009		调	diɔ²¹³	dio2		d	iɔ	²¹³	d	io	2	2				
2010		跳	diɔ²¹³	dio2	{又读，~龙灯：舞龙灯}	d	iɔ	²¹³	d	io	2	2				
2011		笤	diɔ²¹³	dio2		d	iɔ	²¹³	d	io	2	1				
2012		苕	diɔ²¹³	dio2	{~溪}	d	iɔ	²¹³	d	io	2	1				
2013		调	diɔ²¹³	dio2		d	iɔ	²¹³	d	io	2	2				
2014		掉	diɔ²²⁴	dio6		d	iɔ	²²⁴	d	io	6	1				
2015		撩	liɔ⁴⁴	lio1	{衣裳~起来}	l	iɔ	⁴⁴	l	io	1	1				1
2016		捞	liɔ⁴⁴	lio1		l	iɔ	⁴⁴	l	io	1	1				
2017		疗	liɔ²¹³	lio2		l	iɔ	²¹³	l	io	2	1				
2018		僚	liɔ²¹³	lio2		l	iɔ	²¹³	l	io	2	1				
2019		燎	liɔ²¹³	lio2		l	iɔ	²¹³	l	io	2	1				
2020		聊	liɔ²¹³	lio2		l	iɔ	²¹³	l	io	2	1				
2021		辽	liɔ²¹³	lio2		l	iɔ	²¹³	l	io	2	1				
2022		寥	liɔ²¹³	lio2		l	iɔ	²¹³	l	io	2	1				
2023		廖	liɔ²¹³	lio2		l	iɔ	²¹³	l	io	2	1				
2024		□	liɔ²¹³	lio2	{到处闲游：~夜，~魂}	l	iɔ	²¹³	l	io	2	160				
2025		□	liɔ²¹³	lio2	{~荡胚：败家子}	l	iɔ	²¹³	l	io	2	160				
2026		了	liɔ⁵³	lio3		l	iɔ	⁵³	l	io	3	1				
2027		瞭	liɔ⁵³	lio3		l	iɔ	⁵³	l	io	3	1				
2028		料	liɔ³³⁵	lio5		l	iɔ	³³⁵	l	io	5	1				
2029		镣	liɔ³³⁵	lio5		l	iɔ	³³⁵	l	io	5	1				
2030		尥	liɔ³³⁵	lio5	{伸脚钩人、伸手够物}	l	iɔ	³³⁵	l	io	5	1				
2031		郊	tɕiɔ⁴⁴	cio1		tɕ	iɔ	⁴⁴	c	io	1	1				1
2032		胶	tɕiɔ⁴⁴	cio1	{（文读）}	tɕ	iɔ	⁴⁴	c	io	1	2				
2033		狡	tɕiɔ⁴⁴	cio1		tɕ	iɔ	⁴⁴	c	io	1	1				
2034		蛟	tɕiɔ⁴⁴	cio1	{出~：山洪暴发}	tɕ	iɔ	⁴⁴	c	io	1	1				
2035		焦	tɕiɔ⁴⁴	cio1		tɕ	iɔ	⁴⁴	c	io	1	1				
2036		蕉	tɕiɔ⁴⁴	cio1		tɕ	iɔ	⁴⁴	c	io	1	1				
2037		椒	tɕiɔ⁴⁴	cio1		tɕ	iɔ	⁴⁴	c	io	1	1				
2038		骄	tɕiɔ⁴⁴	cio1		tɕ	iɔ	⁴⁴	c	io	1	1				
2039		娇	tɕiɔ⁴⁴	cio1		tɕ	iɔ	⁴⁴	c	io	1	1				
2040		浇	tɕiɔ⁴⁴	cio1		tɕ	iɔ	⁴⁴	c	io	1	1				
2041		矫	tɕiɔ⁵³	cio3		tɕ	iɔ	⁵³	c	io	3	1				
2042		缴	tɕiɔ⁵³	cio3		tɕ	iɔ	⁵³	c	io	3	1				
2043		侥	tɕiɔ⁵³	cio3		tɕ	iɔ	⁵³	c	io	3	1				
2044		饺	tɕiɔ⁵³	cio3		tɕ	iɔ	⁵³	c	io	3	1				
2045		教	tɕiɔ³³⁵	cio5	{（文读）~育}	tɕ	iɔ	³³⁵	c	io	5	3				
2046		校	tɕiɔ³³⁵	cio5	{（文读）}	tɕ	iɔ	³³⁵	c	io	5	3				
2047		较	tɕiɔ³³⁵	cio5		tɕ	iɔ	³³⁵	c	io	5	1				
2048		叫	tɕiɔ³³⁵	cio5		tɕ	iɔ	³³⁵	c	io	5	1				
2049		嘦	tɕiɔ³³⁵	cio5	{“只要”的合音}	tɕ	iɔ	³³⁵	c	io	5	1				
2050		锹	tɕʰiɔ⁴⁴	chio1		tɕʰ	iɔ	⁴⁴	ch	io	1	1				1
2051		缲	tɕʰiɔ⁴⁴	chio1		tɕʰ	iɔ	⁴⁴	ch	io	1	1				
2052		悄	tɕʰiɔ⁴⁴	chio1		tɕʰ	iɔ	⁴⁴	ch	io	1	1				
2053		鞘	tɕʰiɔ⁴⁴	chio1		tɕʰ	iɔ	⁴⁴	ch	io	1	1				
2054		跷	tɕʰiɔ⁴⁴	chio1		tɕʰ	iɔ	⁴⁴	ch	io	1	1				
2055		巧	tɕʰiɔ⁵³	chio3		tɕʰ	iɔ	⁵³	ch	io	3	1				
2056		俏	tɕʰiɔ³³⁵	chio5		tɕʰ	iɔ	³³⁵	ch	io	5	1				
2057		翘	tɕʰiɔ³³⁵	chio5		tɕʰ	iɔ	³³⁵	ch	io	5	1				
2058		窍	tɕʰiɔ³³⁵	chio5		tɕʰ	iɔ	³³⁵	ch	io	5	1				
2059		巢	dʑiɔ²¹³	jio2		dʑ	iɔ	²¹³	j	io	2	1				1
2060		乔	dʑiɔ²¹³	jio2		dʑ	iɔ	²¹³	j	io	2	1				
2061		侨	dʑiɔ²¹³	jio2		dʑ	iɔ	²¹³	j	io	2	1				
2062		桥	dʑiɔ²¹³	jio2		dʑ	iɔ	²¹³	j	io	2	1				
2063		荞	dʑiɔ²¹³	jio2	{~麦}	dʑ	iɔ	²¹³	j	io	2	1				
2064		剿	dʑiɔ²³¹	jio4		dʑ	iɔ	²³¹	j	io	4	1				
2065		□	dʑiɔ²³¹	jio4	{撬}	dʑ	iɔ	²³¹	j	io	4	160				
2066		轿	dʑiɔ²²⁴	jio6		dʑ	iɔ	²²⁴	j	io	6	1				
2067		□	dʑiɔ²²⁴	jio6	{挑拨：~是非}	dʑ	iɔ	²²⁴	j	io	6	160				
2068		挠	ȵiɔ²¹³	gnio2		ȵ	iɔ	²¹³	gn	io	2	1				1
2069		饶	ȵiɔ²¹³	gnio2		ȵ	iɔ	²¹³	gn	io	2	1				
2070		绕	ȵiɔ²¹³	gnio2	{~圆圈、~过去}	ȵ	iɔ	²¹³	gn	io	2	2				
2071		尧	ȵiɔ²¹³	gnio2		ȵ	iɔ	²¹³	gn	io	2	1				
2072		杳	ȵiɔ²¹³	gnio2		ȵ	iɔ	²¹³	gn	io	2	1				
2073		尿	ȵiɔ⁵³	gnio3	{又读，~素}	ȵ	iɔ	⁵³	gn	io	3	2				
2074		绕	ȵiɔ³³⁵	gnio5	{~线}	ȵ	iɔ	³³⁵	gn	io	5	2				
2075		消	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				1
2076		宵	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2077		霄	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2078		硝	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2079		销	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2080		逍	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2081		嚣	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2082		萧	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2083		箫	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2084		潇	ɕiɔ⁴⁴	shio1		ɕ	iɔ	⁴⁴	sh	io	1	1				
2085		𠏕	ɕiɔ⁴⁴	shio1	{“休要”的合音}	ɕ	iɔ	⁴⁴	sh	io	1	1				
2086		𢳚	ɕiɔ⁴⁴	shio1	{掀开，揭开}	ɕ	iɔ	⁴⁴	sh	io	1	1				
2087		□	ɕiɔ⁴⁴	shio1	{~布襴，“□ɕy¹腰”的合音}	ɕ	iɔ	⁴⁴	sh	io	1	160				
2088		小	ɕiɔ⁵³	shio3		ɕ	iɔ	⁵³	sh	io	3	1				
2089		筱	ɕiɔ⁵³	shio3		ɕ	iɔ	⁵³	sh	io	3	1				
2090		晓	ɕiɔ⁵³	shio3		ɕ	iɔ	⁵³	sh	io	3	1				
2091		酵	ɕiɔ⁵³	shio3		ɕ	iɔ	⁵³	sh	io	3	1				
2092		哮	ɕiɔ⁵³	shio3	{（文读）~喘}	ɕ	iɔ	⁵³	sh	io	3	3				
2093		孝	ɕiɔ⁵³	shio3		ɕ	iɔ	⁵³	sh	io	3	1				
2094		偢	ɕiɔ⁵³	shio3		ɕ	iɔ	⁵³	sh	io	3	1				
2095		笑	ɕiɔ⁵³	shio3		ɕ	iɔ	⁵³	sh	io	3	1				
2096		梢	ɕiɔ	shio0	{又读，乌~蛇}	ɕ	iɔ		sh	io	0	2	1	1		
2097		枵	ɕiɔ	shio0		ɕ	iɔ		sh	io	0	1				
2098		□	ɕiɔ	shio0	{~子：鱼虾产卵}	ɕ	iɔ		sh	io	0	160				
2099		妖	iɔ⁴⁴	io1			iɔ	⁴⁴		io	1	1				1
2100		夭	iɔ⁴⁴	io1			iɔ	⁴⁴		io	1	1				
2101		邀	iɔ⁴⁴	io1			iɔ	⁴⁴		io	1	1				
2102		腰	iɔ⁴⁴	io1			iɔ	⁴⁴		io	1	1				
2103		要	iɔ⁴⁴	io1			iɔ	⁴⁴		io	1	2				
2104		幺	iɔ⁴⁴	io1			iɔ	⁴⁴		io	1	1				
2105		吆	iɔ⁴⁴	io1			iɔ	⁴⁴		io	1	1				
2106		□	iɔ⁴⁴	io1	{持续的动作中停顿}		iɔ	⁴⁴		io	1	160				
2107		肴	iɔ²¹³	io2			iɔ	²¹³		io	2	1				
2108		淆	iɔ²¹³	io2			iɔ	²¹³		io	2	1				
2109		摇	iɔ²¹³	io2			iɔ	²¹³		io	2	1				
2110		谣	iɔ²¹³	io2			iɔ	²¹³		io	2	1				
2111		遥	iɔ²¹³	io2			iɔ	²¹³		io	2	1				
2112		窑	iɔ²¹³	io2			iɔ	²¹³		io	2	1				
2113		姚	iɔ²¹³	io2			iɔ	²¹³		io	2	1				
2114		舀	iɔ⁵³	io3			iɔ	⁵³		io	3	1				
2115		效	iɔ³³⁵	io5			iɔ	³³⁵		io	5	1				
2116		校	iɔ³³⁵	io5	{学~}		iɔ	³³⁵		io	5	3				
2117		要	iɔ³³⁵	io5			iɔ	³³⁵		io	5	2				
2118		耀	iɔ³³⁵	io5			iɔ	³³⁵		io	5	1				
2119		鹞	iɔ³³⁵	io5	{~子：风筝；~鹰：老鹰}		iɔ	³³⁵		io	5	1				
2120		跃	iɔ³³⁵	io5	{大~进}		iɔ	³³⁵		io	5	1				
2121		瓜	kuɔ⁴⁴	kuo1		k	uɔ	⁴⁴	k	uo	1	1			1	1
2122		寡	kuɔ⁵³	kuo3		k	uɔ	⁵³	k	uo	3	1				
2123		剐	kuɔ⁵³	kuo3		k	uɔ	⁵³	k	uo	3	1				
2124		掛	kuɔ³³⁵	kuo5	{（白读）~起来}	k	uɔ	³³⁵	k	uo	5	2				
2125		卦	kuɔ³³⁵	kuo5		k	uɔ	³³⁵	k	uo	5	1				
2126		花	huɔ⁴⁴	huo1		h	uɔ	⁴⁴	h	uo	1	1				1
2127		化	huɔ⁴⁴	huo1		h	uɔ	⁴⁴	h	uo	1	1				
2128		□	huɔ⁴⁴	huo1	{以锐物刺}	h	uɔ	⁴⁴	h	uo	1	160				
2129		蛙	uɔ⁴⁴	uo1	{（白读）青~}		uɔ	⁴⁴		uo	1	2				1
2130		华	uɔ²¹³	uo2			uɔ	²¹³		uo	2	2				
2131		划	uɔ²¹³	uo2			uɔ	²¹³		uo	2	2				
2132		画	uɔ³³⁵	uo5			uɔ	³³⁵		uo	5	1				
2133		话	uɔ³³⁵	uo5			uɔ	³³⁵		uo	5	1				
2134		搬	pø⁴⁴	poe1	{~家}	p	ø	⁴⁴	p	oe	1	1			1	1
2135		半	pø³³⁵	poe5		p	ø	³³⁵	p	oe	5	1				
2136		潘	pʰø⁴⁴	phoe1		pʰ	ø	⁴⁴	ph	oe	1	1				1
2137		判	pʰø³³⁵	phoe5		pʰ	ø	³³⁵	ph	oe	5	1				
2138		盘	bø²¹³	boe2		b	ø	²¹³	b	oe	2	1				1
2139		磐	bø²¹³	boe2		b	ø	²¹³	b	oe	2	1				
2140		瀊	bø²¹³	boe2	{水、汤等满出}	b	ø	²¹³	b	oe	2	1				
2141		伴	bø²³¹	boe4		b	ø	²³¹	b	oe	4	1				
2142		拌	bø²³¹	boe4		b	ø	²³¹	b	oe	4	1				
2143		𨒃	bø²²⁴	boe6	{躲}	b	ø	²²⁴	b	oe	6	1				
2144		谋	mø²¹³	moe2		m	ø	²¹³	m	oe	2	1				1
2145		瞒	mø²¹³	moe2		m	ø	²¹³	m	oe	2	1				
2146		馒	mø²¹³	moe2		m	ø	²¹³	m	oe	2	1				
2147		鳗	mø²¹³	moe2		m	ø	²¹³	m	oe	2	1				
2148		㒼	mø²¹³	moe2	{堵塞不通，连缀无隙}	m	ø	²¹³	m	oe	2	1				
2149		某	mø⁵³	moe3		m	ø	⁵³	m	oe	3	1				
2150		牡	mø⁵³	moe3		m	ø	⁵³	m	oe	3	1				
2151		满	mø⁵³	moe3		m	ø	⁵³	m	oe	3	1				
2152		颟	mø³³⁵	moe5		m	ø	³³⁵	m	oe	5	1				
2153		茂	mø³³⁵	moe5		m	ø	³³⁵	m	oe	5	1				
2154		贸	mø³³⁵	moe5		m	ø	³³⁵	m	oe	5	1				
2155		否	fø⁵³	foe3		f	ø	⁵³	f	oe	3	1				1
2156		负	vø²³¹	voe4		v	ø	²³¹	v	oe	4	1				1
2157		阜	vø²³¹	voe4		v	ø	²³¹	v	oe	4	1				
2158		兜	tø⁴⁴	toe1		t	ø	⁴⁴	t	oe	1	1				1
2159		丢	tø⁴⁴	toe1		t	ø	⁴⁴	t	oe	1	1				
2160		端	tø⁴⁴	toe1		t	ø	⁴⁴	t	oe	1	2				
2161		斗	tø⁵³	toe3	{量词}	t	ø	⁵³	t	oe	3	2				
2162		抖	tø⁵³	toe3		t	ø	⁵³	t	oe	3	1				
2163		陡	tø⁵³	toe3		t	ø	⁵³	t	oe	3	1				
2164		短	tø⁵³	toe3		t	ø	⁵³	t	oe	3	1				
2165		断	tø⁵³	toe3	{拦截：~路强盗}	t	ø	⁵³	t	oe	3	2				
2166		斗	tø³³⁵	toe5	{~争}	t	ø	³³⁵	t	oe	5	2				
2167		锻	tø³³⁵	toe5	{~炼}	t	ø	³³⁵	t	oe	5	2				
2168		蜕	tʰø⁴⁴	thoe1		tʰ	ø	⁴⁴	th	oe	1	1				1
2169		偷	tʰø⁴⁴	thoe1		tʰ	ø	⁴⁴	th	oe	1	1				
2170		贪	tʰø⁴⁴	thoe1		tʰ	ø	⁴⁴	th	oe	1	1				
2171		㪗	tʰø⁵³	thoe3		tʰ	ø	⁵³	th	oe	3	1				
2172		透	tʰø³³⁵	thoe5		tʰ	ø	³³⁵	th	oe	5	1				
2173		探	tʰø³³⁵	thoe5		tʰ	ø	³³⁵	th	oe	5	1				
2174		褪	tʰø³³⁵	thoe5	{~壳，~皮}	tʰ	ø	³³⁵	th	oe	5	1				
2175		□	tʰø³³⁵	thoe5	{原价转卖}	tʰ	ø	³³⁵	th	oe	5	160				
2176		头	dø²¹³	doe2		d	ø	²¹³	d	oe	2	1				1
2177		投	dø²¹³	doe2		d	ø	²¹³	d	oe	2	1				
2178		骰	dø²¹³	doe2		d	ø	²¹³	d	oe	2	1				
2179		潭	dø²¹³	doe2		d	ø	²¹³	d	oe	2	1				
2180		团	dø²¹³	doe2	{~长}	d	ø	²¹³	d	oe	2	1				
2181		糰	dø²¹³	doe2	{汤~}	d	ø	²¹³	d	oe	2	1				
2182		抟	dø²¹³	doe2	{把东西揉弄成球状}	d	ø	²¹³	d	oe	2	1				
2183		断	dø²³¹	doe4		d	ø	²³¹	d	oe	4	2				
2184		豆	dø²²⁴	doe6		d	ø	²²⁴	d	oe	6	2				
2185		痘	dø²²⁴	doe6		d	ø	²²⁴	d	oe	6	1				
2186		逗	dø²²⁴	doe6		d	ø	²²⁴	d	oe	6	1				
2187		脰	dø²²⁴	doe6	{~颈：脖子}	d	ø	²²⁴	d	oe	6	1				
2188		锻	dø²²⁴	doe6	{又读，~工}	d	ø	²²⁴	d	oe	6	2				
2189		段	dø²²⁴	doe6		d	ø	²²⁴	d	oe	6	1				
2190		缎	dø²²⁴	doe6		d	ø	²²⁴	d	oe	6	1				
2191		南	nø²¹³	noe2		n	ø	²¹³	n	oe	2	1				1
2192		男	nø²¹³	noe2		n	ø	²¹³	n	oe	2	1				
2193		暖	nø⁵³	noe3		n	ø	⁵³	n	oe	3	1				
2194		溜	lø⁴⁴	loe1		l	ø	⁴⁴	l	oe	1	1				1
2195		馏	lø⁴⁴	loe1		l	ø	⁴⁴	l	oe	1	1				
2196		楼	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2197		娄	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2198		搂	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2199		流	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2200		刘	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2201		留	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2202		榴	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2203		硫	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2204		琉	lø²¹³	loe2		l	ø	²¹³	l	oe	2	1				
2205		缕	lø⁵³	loe3		l	ø	⁵³	l	oe	3	1				
2206		屡	lø⁵³	loe3		l	ø	⁵³	l	oe	3	1				
2207		柳	lø⁵³	loe3		l	ø	⁵³	l	oe	3	1				
2208		卵	lø⁵³	loe3	{（白读）~子：男性生殖器}	l	ø	⁵³	l	oe	3	2				
2209		粒	lø⁵³	loe3	{量词}	l	ø	⁵³	l	oe	3	1				
2210		立	lø⁵³	loe3	{~夏}	l	ø	⁵³	l	oe	3	2				
2211		漏	lø³³⁵	loe5		l	ø	³³⁵	l	oe	5	1				
2212		陋	lø³³⁵	loe5		l	ø	³³⁵	l	oe	5	1				
2213		乱	lø³³⁵	loe5		l	ø	³³⁵	l	oe	5	1				
2214		霤	lø³³⁵	loe5	{合~：连着一排屋檐的横向导雨流水槽}	l	ø	³³⁵	l	oe	5	1				
2215		簪	tsø⁴⁴	tsoe1		ts	ø	⁴⁴	ts	oe	1	1				1
2216		詹	tsø⁴⁴	tsoe1		ts	ø	⁴⁴	ts	oe	1	1				
2217		瞻	tsø⁴⁴	tsoe1		ts	ø	⁴⁴	ts	oe	1	1				
2218		氈	tsø⁴⁴	tsoe1	{（白读）~帽}	ts	ø	⁴⁴	ts	oe	1	2				
2219		钻	tsø⁴⁴	tsoe1		ts	ø	⁴⁴	ts	oe	1	2				
2220		专	tsø⁴⁴	tsoe1		ts	ø	⁴⁴	ts	oe	1	1				
2221		砖	tsø⁴⁴	tsoe1		ts	ø	⁴⁴	ts	oe	1	1				
2222		走	tsø⁵³	tsoe3		ts	ø	⁵³	ts	oe	3	1				
2223		展	tsø⁵³	tsoe3		ts	ø	⁵³	ts	oe	3	1				
2224		转	tsø⁵³	tsoe3		ts	ø	⁵³	ts	oe	3	1				
2225		沾	tsø³³⁵	tsoe5		ts	ø	³³⁵	ts	oe	5	1				
2226		占	tsø³³⁵	tsoe5		ts	ø	³³⁵	ts	oe	5	1				
2227		佔	tsø³³⁵	tsoe5	{又读，~有}	ts	ø	³³⁵	ts	oe	5	2				
2228		战	tsø³³⁵	tsoe5		ts	ø	³³⁵	ts	oe	5	1				
2229		颤	tsø³³⁵	tsoe5		ts	ø	³³⁵	ts	oe	5	1				
2230		钻	tsø³³⁵	tsoe5		ts	ø	³³⁵	ts	oe	5	2				
2231		参	tsʰø⁴⁴	tshoe1		tsʰ	ø	⁴⁴	tsh	oe	1	2				1
2232		惨	tsʰø⁴⁴	tshoe1		tsʰ	ø	⁴⁴	tsh	oe	1	1				
2233		餐	tsʰø⁴⁴	tshoe1		tsʰ	ø	⁴⁴	tsh	oe	1	1				
2234		汆	tsʰø⁴⁴	tshoe1	{把食物放到沸水中稍微一煮}	tsʰ	ø	⁴⁴	tsh	oe	1	1				
2235		川	tsʰø⁴⁴	tshoe1		tsʰ	ø	⁴⁴	tsh	oe	1	1				
2236		穿	tsʰø⁴⁴	tshoe1		tsʰ	ø	⁴⁴	tsh	oe	1	1				
2237		□	tsʰø⁴⁴	tshoe1	{用力踩}	tsʰ	ø	⁴⁴	tsh	oe	1	160				
2238		串	tsʰø³³⁵	tshoe5		tsʰ	ø	³³⁵	tsh	oe	5	1				
2239		□	tsʰø³³⁵	tshoe5	{液体混合}	tsʰ	ø	³³⁵	tsh	oe	5	160				
2240		窜	tsʰø	tshoe0	{逃~}	tsʰ	ø		tsh	oe	0	1	1	1		
2241		搜	sø⁴⁴	soe1		s	ø	⁴⁴	s	oe	1	1				1
2242		酸	sø⁴⁴	soe1		s	ø	⁴⁴	s	oe	1	1				
2243		闩	sø⁴⁴	soe1		s	ø	⁴⁴	s	oe	1	1				
2244		拴	sø⁴⁴	soe1		s	ø	⁴⁴	s	oe	1	1				
2245		陕	sø⁵³	soe3		s	ø	⁵³	s	oe	3	1				
2246		闪	sø⁵³	soe3		s	ø	⁵³	s	oe	3	1				
2247		嗽	sø³³⁵	soe5		s	ø	³³⁵	s	oe	5	1				
2248		搧	sø³³⁵	soe5		s	ø	³³⁵	s	oe	5	1				
2249		扇	sø³³⁵	soe5		s	ø	³³⁵	s	oe	5	1				
2250		算	sø³³⁵	soe5		s	ø	³³⁵	s	oe	5	1				
2251		蒜	sø³³⁵	soe5		s	ø	³³⁵	s	oe	5	1				
2252		苫	sø	soe0	{草~片：稻草编在竹片上成帘状，用来盖草屋}	s	ø		s	oe	0	1	1	1		
2253		蚕	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				1
2254		蟾	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				
2255		缠	zø²¹³	zoe2	{缠绕}	z	ø	²¹³	z	oe	2	2				
2256		蝉	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				
2257		禅	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				
2258		然	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				
2259		燃	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				
2260		传	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				
2261		椽	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				
2262		船	zø²¹³	zoe2		z	ø	²¹³	z	oe	2	1				
2263		染	zø²³¹	zoe4	{（文读）}	z	ø	²³¹	z	oe	4	2				
2264		善	zø²³¹	zoe4		z	ø	²³¹	z	oe	4	1				
2265		鳝	zø²³¹	zoe4		z	ø	²³¹	z	oe	4	1				
2266		蟮	zø²³¹	zoe4		z	ø	²³¹	z	oe	4	1				
2267		单	zø²³¹	zoe4		z	ø	²³¹	z	oe	4	2				
2268		𥣙	zø²³¹	zoe4	{积攒}	z	ø	²³¹	z	oe	4	1				
2269		缠	zø²³¹	zoe4	{纠缠}	z	ø	²³¹	z	oe	4	2				
2270		撰	zø²³¹	zoe4	{捡}	z	ø	²³¹	z	oe	4	1				
2271		勾	kø⁴⁴	koe1		k	ø	⁴⁴	k	oe	1	1				1
2272		钩	kø⁴⁴	koe1		k	ø	⁴⁴	k	oe	1	1				
