	注释：-白读，=文读
tsʰ	[1]枪昌菖[2]墙戕[5]倡唱[6]像象橡
s	[2]榛{～油，茶油}[6]上尚
θ	[1]箱相{互～}伤镶[5]相{照～}[6]痒
k	[1]疆僵姜羌[2]强
kʰ	[1]腔
x	[1]香乡
∅	[2]羊洋烊杨阳扬疡[5]映[6]样漾
#ak	
p	[7]□{响声}
pʰ	[7]□{响声}
t	[7]答搭劄[8]达踏
tʰ	[7]塔塌榻[8]沓
n	[8]纳搦{捉拿}
l	[7]癞[8]腊蜡猎粒辣
ts	[7]扎紥轧窄闸恰[8]杂洽什铡
tsʰ	[7]插擦察
s	[7]杀[8]煠□{蟑螂}
θ	[7]萨
k	[7]佮{～起}蛤鸽甲胛割葛擖合{升下一个单位}[8]□{粘贴}
kʰ	[7]渴挈{拾，捡}
ŋ	[7]豁
x	[7]喝[8]合
w	[8]曰
∅	[7]鸭押压
#aʔ	
p	[7]伯-擘{掰}檗百-{两～}[8]白-{～色}
pʰ	[7]拍
m	[8]麦脉
t	[7]硩{压}笮{压}[8]□{～汤，热一下水}
tʰ	[7]澈{清洁}[8]宅
ts	[7]仄
tsʰ	[7]册
s	[7]撒
k	[7]格{三～}隔-{～开}[8]□{交叉}□{撬}
kʰ	[7]客-
#ɛk	
p	[8]拔
m	[8]密-
t	[8]牒-
tʰ	[7]贴帖
n	[7]□{下凹}[8]捏
l	[7]□{舔}[8]裂
ts	[7]汁节{过～}[8]截
tsʰ	[7]斥{斥责，生气}[8]贼
θ	[7]塞[8]十□{切，削}
k	[7]銡
x	[7]血
∅	[7]扼{下按}
#ɛt	
s	[7]涩虱
#ek	
p	[7]笔必逼鳖壁=[8]弼域疫役鼻
pʰ	[7]碧闢
m	[8]蜜
t	[7]适的滴嫡[8]姪侄笛敌狄蛰直殖植轴
tʰ	[7]剔踢饬
n	[8]日匿溺
l	[8]立力笠
ts	[7]质织职积脊={～椎}绩[8]缉集习疾籍寂
tsʰ	[7]戚拭
s	[7]识式蚀食={粮～}
θ	[7]失悉息熄媳饰昔释[8]席夕
k	[7]戟击激[8]极
kʰ	[7]泣
ŋ	[7]吸级
x	[7]熻{焖饭}
∅	[7]揖抑益[8]逸亦译易液腋翼={羽～}
#et	
tsʰ	[7]漆七膝
s	[8]实
k	[7]急吉桔
∅	[7]一乙
#œk	
p	[7]北柏[8]帛白={李～}
pʰ	[7]迫魄[8]获或
m	[8]默墨
t	[7]得德[8]特泽择
tʰ	[7]忒[8]读-{～书}
l	[7]落{～下去}[8]鹿六
ts	[7]责则
tsʰ	[7]侧测拆策斥[8]凿
s	[7]瑟色啬
k	[7]革角
kʰ	[7]壳刻克
x	[7]黑赫[8]或□{疲劳}
∅	[7]扼轭
#øk	
t	[7]竹筑[8]逐
tʰ	[7]□{缩进}
ts	[7]粥叔
s	[7]锡宿缩[8]熟
k	[7]菊掬鞠[8]麯曲乞
x	[7]畜蓄
∅	[7]郁
#ɔk	
p	[7]博驳□{骂}[8]泊薄
pʰ	[7]朴粕{渣～}[8]瀑
m	[7]膜幕寞
t	[7]琢涿啄[8]铎
tʰ	[7]□{开水烫}
n	[8]诺
l	[8]乐{快～}
ts	[7]作□{堵住水流}□{扯下}[8]浊{混～}昨濯
tsʰ	[8]戳
s	[7]刷□{击}
θ	[7]朔
k	[7]各骨觉阁搁[8]猾滑-
kʰ	[7]搉{敲打}郝
ŋ	[7]鄂[8]岳乐{音～}嶽□{打鼾声}
x	[8]核鹤斛镬
w	[8]划{计～}
∅	[7]恶
#ɔʔ	
m	[7]摸{摸索，瞎子走路的动作}[8]莫
t	[7]桌卓[8]夺
tʰ	[7]托託拓
n	[7]乇{东西}[8]□{套入}□{～水，涉水}
l	[8]洛骆络落{～山}
s	[7]欶{吸}
θ	[7]索
k	[7]□{烤}
∅	[7]□{聪慧，狡黠}
#ok	
p	[7]卜腹-{～肚}[8]仆{奴～}雹{龙～}
pʰ	[7]仆{～倒}
m	[8]木穆牧目{～的}
t	[7]笃督□{点火}[8]毒独
tʰ	[7]拙秃[8]读={文～}
l	[7]劣[8]律率{利～}禄陆
ts	[7]祝足嘱[8]族绝
tsʰ	[7]促触
s	[7]速恤肃束淑粟=
θ	[8]赎犊俗属
j	[8]若育辱褥欲
#ot	
ts	[7]卒
tsʰ	[7]出
#ik	
p	[7]憋
pʰ	[7]撇劈
m	[8]灭蔑觅密={秘～}目{～珠，眼睛}
t	[7]哲[8]跌辙秩碟牒蝶谍
tʰ	[7]铁彻撤
l	[8]列烈历
ts	[7]接摺执浙即鲫节={～约}[8]捷
tsʰ	[7]切妾砌
s	[8]涉拾舌
θ	[7]薛泄设析
k	[7]劫结洁揭给[8]及杰
kʰ	[7]怯缺歉{道～}
ŋ	[8]业孽
x	[7]□{胸间}[8]狭协穴挟胁
j	[8]叶入热
∅	[7]缢
#iʔ	
tʰ	[8]叠
ts	[7]□{水喷出}[8]□{急冲出}
k	[7]棘{刺入}
#iɛk	
p	[8]别
t	[8]籴{～米}
tʰ	[7]獭
n	[7]聂镊蹑摄
ts	[7]迹隻
tsʰ	[7]赤□{骨～，骨头损伤}
s	[7]□{闪电}[8]翼-食-
θ	[7]湿
k	[7]夹峡挟
kʰ	[8]屐
#iɛʔ	
p	[7]壁-
pʰ	僻-
t	[7]掷摘-{～菜}
tʰ	[7]拆
θ	[7]削
ŋ	[8]额
#uk	
p	[7]剥[8]勃越饽
pʰ	[8]曝
l	[8]绿录錄
ts	[7]烛
tsʰ	[7]粟-{谷子}
s	[7]说
θ	[8]术述秫{糯米}
k	[7]国[8]局
kʰ	[7]曲{唱～}
ŋ	[8]狱
x	[7]忽彿髪{头～}
∅	[8]勿物
#ut	
p	[7]不
θ	[7]雪戌
ŋ	[8]月
#uɔk	
tʰ	[7]脱{～离}
k	[7]括聒刮={搜～}
kʰ	[7]阔
x	[7]法发[8]活伐筏罚乏阀
∅	[7]挖[8]袜
#uɔt	
p	[7]钵拨[8]钹跋{跌跤}
pʰ	[7]泼
m	[7]沫抹[8]末没
#yk	
t	[7]□{储}
n	[8]箬{叶子}
ts	[7]借
tsʰ	[7]尺[8]石
s	[7]□{吻一吻}
θ	[7]惜
k	[7]决诀羯{阉割}
ŋ	[7]讫
x	[7]歇
∅	[8]悦药
#yɛʔ	
l	[8]肋捋略掠勒
ts	[7]酌嚼爵[8]着={穿～}
tsʰ	[7]雀绰焯芍
k	[7]脚
kʰ	[8]剧
ŋ	[8]虐疟逆
∅	[7]约[8]弱
