	注释：-白读，=文读
s	[7]戍率{～领}□{骗}□{白～～：白白的}[8]术述□{逗（小孩）}
k	[7]骨
kʰ	[7]屈-{（顶端）秃}窟掘倔[8]□{不尖}
h	[7]窟[8]佛核{果～}哈{拟声词}
∅	[7]□{～tut5：肮脏}愠{～气：憋气}屈{使细长物弯曲}
#iun	
j	[2]匀[3]隐允[6]闰润韵
#aŋ	
p	[1]㧍{拉（直）}
pʰ	[1]□{吹（气球）}[2]棚彭膨庞□{haŋ31～laŋ31：全部}[35]膀{翼～：翅膀}[5]泛{空，不实}□{空，不实}
m	[1]掹{拔}[2]盲氓盟萌[5]孟猛蜢
f	[5]□{过～：过头}
v	[2]横轰
t	[5]□{～新：簇新}
n	[2]囊{脚～肚：小腿肚}[5]□{踮（脚）}
l	[1]□{～桄骨：肋骨}[2]□{haŋ31pʰaŋ31～：全部}[3]□{毛线}[5]冷
ts	[1]争睁㬹{脚～：脚后跟}筝正{～月}[3]整-{修理}[5]正{～好}
tsʰ	[2]程□{～眼：刺眼}[5]撑[6]郑□{硬～：结实}
s	[1]生牲甥笙声[2]城成[3]省
k	[1]更{～换；三～}庚羹桄{桌～：桌子的横撑}[3]梗埂耿[5]径
kʰ	[3]哽鲠
ŋ	[6]硬
h	[1]坑[2]行{～动}□{～pʰaŋ31laŋ31：全部}
∅	[1]罂[5]更-{再}
#ak	
p	[7]百柏伯[8]□{拟声词}
pʰ	[7]拍{球～}泊魄[8]白
m	[7]擘{掰}□{生菜}[8]麦脉
f	[7]□{摆动}
v	[7]划{剔（牙）}[8]划{计～}
tʰ	[7]□{（用绳子）系}
n	[8]蹃{踩}
l	[8]肋
ts	[7]摘炙责笮{压}
tsʰ	[7]册策拆坼测赤尺□{肋～：腋下}[8]择=泽宅
s	[7]析{左～：左边}[8]石
k	[7]革格隔
h	[7]客吓[8]核{膦～：睾丸}
∅	[7]扼轭鈪{镯子}
#iaŋ	
p	[3]丙饼[5]柄偋{藏}
pʰ	[2]坪[6]病
m	[2]名铭明-[6]命
t	[1]钉□{特～：特地}□{掷（石头）}[5]订
tʰ	[1]厅[3]艇[5]听[6]□{别～：别处}
l	[2]零铃[5]领岭靓[6]另
ts	[1]精-{～谷}[3]井[5]□{（坡）陡}
tsʰ	[1]青清-[2]晴[3]请[6]净
s	[1]星腥[3]醒[5]姓鉎{铁锈}
k	[1]惊[3]颈[5]镜
kʰ	[2]擎[6]儆{节省}
ŋ	[2]迎
h	[1]轻氢
j	[1]萦[2]赢萤[3]影
#iak	
p	[7]壁
pʰ	[7]劈
tʰ	[7]踢[8]笛籴
l	[7]沥叻{能干}[8]歷{～史}
ts	[7]迹-{脚～：脚印}
tsʰ	[7]□{生气}[8]蓆{席子}
s	[7]锡惜-鹊□{遽～：利索}
k	[7]遽{快}
kʰ	[7]剧{电视～}□{绊（倒）}[8]屐
ŋ	[7]额□{高举}[8]逆
j	[8]□{～手：招手}
#ɔŋ	
p	[1]邦帮□{磨、揩}[3]绑榜傍{～饭：下饭}
pʰ	[2]旁螃滂傍[5]蚌[6]磅谤胖
m	[2]忙芒茫亡虻[3]网[5]蟒莽[6]忘望
f	[1]方芳荒谎慌[2]房防防肪[3]访纺仿晃[5]放
v	[1]汪[2]黄璜簧王皇煌蝗[3]枉[5]往[6]旺
t	[1]当{～时}[3]党挡[5]当{～铺}
tʰ	[1]汤劏{宰杀}[2]唐塘糖堂棠[3]躺倘挡[5]趟烫□{～耙：晒谷耙}盪{～口：漱口}[6]荡
n	[2]囊瓤[6]浪{浪费}□{（很）腻}
l	[2]郎狼廊□{晾}[6]浪朗
ts	[1]庄赃髒装妆张章樟[3]掌长{生～}[5]葬壮帐涨账仗障瘴嶂
tsʰ	[1]仓苍舱疮昌倡[2]长{～短}肠场床藏{隐～}[3]厂闯敞畅创[5]唱[6]状藏{西～}丈杖撞
s	[1]霜孀桑丧{婚～}嗓商伤殇[2]尝常裳偿[3]爽赏[5]上{～课}丧{～失}[6]尚上{～面}
k	[1]江光冈刚纲岗缸肛[3]讲港广[5]杠降{～落}钢
kʰ	[1]匡筐框眶康腔[2]狂惶{害怕}[3]慷[5]抗炕矿旷扩
ŋ	[2]昂[5]仰[6]戆{傻}
h	[1]糠[2]杭行{银～}桁绗降{投～}[3]□{生～：（食物）长毛}[6]项巷
∅	[1]蕹[3]□{硌（脚）}[5]□{～疮：痤疮}
#ɔk	
p	[7]剥博搏膊驳[8]□{～佬：农民}
pʰ	[7]拍朴扑[8]薄雹
m	[7]幕寞[8]莫膜陌
v	[7]握沃□{搅动使水凉}[8]镬
t	[7]啄琢□{老～～：老成}[8]□{拟声词}
tʰ	[7]托□{lɔk5～：不稳}[8]择-{～菜}
n	[8]诺
l	[7]络□{～tʰɔk5：不稳}[8]落洛烙骆乐{安～}
ts	[7]桌卓作酌灼着{穿（衣）}斫
tsʰ	[7]错{差～}亍{用脚拨拉}[8]戳凿着{～火}
s	[7]索朔塑嗦{窸～：拟声词}[8]勺芍
k	[7]角桷郭各阁搁觉[8]□{敲（门）}
kʰ	[7]确霍藿廓[8]□{敲（蛋）}
ŋ	[7]□{傻}[8]乐{音～}岳愕鳄鄂
h	[7]壳□{～饭：炒饭}[8]学鹤
∅	[7]恶{善～}[8]□{打～：打嗝}
#iɔŋ	
l	[2]良粮梁粱凉量{～长短}辆[3]两{～只}[5]两{斤～}[6]亮量{数～}谅
ts	[1]浆将{～军}[3]奖蒋浆[5]将{大～}酱
tsʰ	[1]枪[2]墙祥详[3]抢[6]象像橡
s	[1]相{互～}箱厢湘襄镶[3]想□{（一）截（甘蔗）}[5]相{～貌}
k	[1]姜缰疆僵
kʰ	[2]强{坚～}
ŋ	[2]娘[3]□{发抖}壤攘嚷[6]让酿
h	[1]香乡[3]享响饷[5]向
j	[1]央秧殃鸯[2]阳羊洋佯烊杨扬旸疡[5]痒养[6]样恙
#iɔk	
l	[8]略掠
ts	[7]雀爵嚼
s	[7]削
k	[7]脚钁{～锄：锄头}
kʰ	[7]却
ŋ	[7]箬{～衣：蓑衣}[8]弱疟虐若
j	[7]约[8]药钥{～匙}跃
#uŋ	
p	[3]捧
pʰ	[2]篷蓬[5]碰
m	[2]蒙朦檬[3]懵[6]梦
t	[1]东冬□{（头）顶（着头巾）}[2]□{拟声词}[3]董懂[5]冻栋崠
tʰ	[1]通[2]同铜桐筒茼童[3]统桶捅[5]痛{疼}[6]动洞□{竖（起来）}
n	[1]燶{（饭）糊（了）}[2]脓
l	[1]窿聋陇[2]龙笼隆[3]拢[6]弄
ts	[1]宗综棕鬃中{～国}忠终钟盅舂[3]总肿种{～类}[5]中{射～}种{～树}粽众纵
tsʰ	[1]聪匆葱囱窗充冲衷[2]从丛松{～树}重{～复}虫崇[3]宠[5]重{轻～}铳[6]仲诵颂讼
s	[1]双嵩鬆{放～}[2]怂{～恿}耸[5]送宋
k	[1]公蚣工功攻弓躬宫供恭龚[3]拱=巩[5]贡虹-□{这么、那么}
kʰ	[1]空{～虚}[2]穷[3]孔恐拱-[5]控[6]共
h	[1]风枫丰疯峰蜂锋封胸凶[2]红虹=鸿洪冯逢缝雄[3]讽哄[6]凤奉俸
∅	[1]翁雍壅[3]拥{推}[5]瓮
#uk	
p	[7]卜{占～}[8]□{蚊虫叮咬起的肿块}
pʰ	[7]覆-{倒扣}[8]仆伏-{趴}瀑
m	[7]木目[8]穆牧睦
t	[7]督笃䐁{底部}涿{淋（雨）}□{扎、刺}
tʰ	[8]读独毒
l	[7]摝{搅拌}□{柚子}□{（一）截（木头）}[8]录绿禄碌六陆鹿熝{烫}
ts	[1]竹捉筑粥足祝嘱烛
tsʰ	[7]束触促畜蓄{储～}速[8]俗轴族簇浊逐续□{～鼻：刺鼻}□{抖动（衣服）}
s	[7]叔淑粟缩宿夙肃[8]属蜀赎熟塾妯{～娌}
k	[7]谷菊□{追赶}[8]□{强迫}
kʰ	[7]曲麴[8]局焗
ŋ	[8]玉狱
h	[7]福幅蝠辐覆=複{重～}腹哭[8]服伏=複{～习}酷
∅	[7]屋
#iuŋ	
ŋ	[2]农浓[3]勇涌冗
j	[2]容熔熔溶蓉戎绒茸融熊庸[3]拥{～护}[6]用
#iuk	
ŋ	[7]□{动}□{福～：老年人身体健康}[8]肉
j	[7]育郁[8]辱褥欲浴
