	注释：-白读，=文读
t	[1]砧□{硌，在沙石上走，～骹}[2]甜[3]点[4]簟□{掷，～石头}[5]店[6]□{安静，～静}
tʰ	[1]添={2，增～}[3]舔□{辛苦，～死：很辛苦}[5]□{跺，～骹：跺脚}
n	[1]粘拈={2，～轻怕重}[2]黏廉镰帘鲇[3]敛[4]殓[5]□{（一）瓣儿（橘子）}[6]念
l	[3]脸
ts	[1]尖歼瞻[4]暂渐[5]占{～卜}佔{～领}
tsʰ	[1]纤籤{竹～}签{～字}[2]潜[5]□{插（队）}
dz	[3]染={2，蜡～}冉
s	[2]檐={2，屋～}□{（一）庹}蟾[3]陕闪
k	[1]兼[2]鹹[3]减碱检[5]剑
kʰ	[1]谦[2]钳[3]歉[4]俭芡[5]欠
ŋ	[2]阎严[3]俨[6]验
h	[1]莶{辣}[2]嫌[3]险
∅	[1]淹={1，～没}阉腌掩={2，～护}[2]盐[4]炎[5]厌[6]炎{通“燄”}艳焰
#uam	
h	[2]凡[4]范範犯[5]泛幻
#om	
l	[1]□{牛喙～：牛龙嘴}
s	[1]森
kʰ	[3]□{切，砍，～猪菜}
#im	
t	[2]沉
tʰ	[3]□{打瞌睡}[6]□{填充，～沙，～井}
n	[5]□{掐}
l	[1]啉{（小口）喝（酒）}[2]林={2，树～}淋={2，～浴}临
ts	[1]斟□{吻，亲嘴}[3]枕[5]浸
tsʰ	[1]深[2]侵寻[3]寝[4]□{摇，晃动，～倒：晃倒}[5]襯{衬衫}□{掫（从一端或一侧托起重物）}
dz	[2]壬[3]忍刃[4]任{姓；责～}[6]韧
s	[1]心参{人～}[2]□{想，思考}[3]婶沈审甚
k	[1]今金[2]□{瞪，～眼}[3]锦[4]妗[5]禁{～不起}襟禁{～止}
kʰ	[1]钦[2]琴禽擒={2，～拿}
ŋ	[2]吟[4]□{攥，～拳头：握拳头}
h	[2]熊
∅	[1]淹-{2，～死}音阴[3]饮={2，～酒}
#aŋ	
p	[1]班颁扳帮方-{1，四～}肪{～膀}邦绑{绷}崩枫-{1，红～}□{板，柴～}斑={2，～点}[2]房[3]板版榜[4]瓣棒={1，木～}[5]扮放-{1，～屁}
pʰ	[1]攀滂芳-{1，单用，香}蜂-{1，～蜜}[2]帆旁螃膀庞篷[3]纺[5]盼[6]缝{门～}襻{纽～}
m	[2]蛮馒闽忙芒茫盲={2，～人}虻氓[3]挽莽蟒蠓{蚊子}挽[4]曼蔓网[6]慢万梦
t	[1]丹={2，～心}东-{1，～西}冬-{1，～节}铛裆[2]筒陈-{1，姓}同-{1，～学}铜桐-{1，～油}[3]等-{1，且～}党[4]但弹{子～}荡={1，扫～}宕动-{1，勿～}重-{1，过～：很重}[5]诞蛋旦={2，元～}当{妥～}档冻-{1，凝～}[6]洞
tʰ	[1]蛏通-{1，～风}熥[2]檀弹{～琴}堂={1，～～}棠螳唐={1，～朝}塘虫[3]毯坦倘躺趟桶[5]叹趁{赚}
n	[2]侬难{艰～}[4]难{灾～}
l	[1]□{茧}□{疏，疏～：不密，疏}[2]兰栏拦鳞-{1，鱼～}郎={1，～中}廊狼螂榔笼聋脓{1，化～}[3]懒[4]烂={1，灿～}朗浪□{□koʔ3～：咯吱窝}膦{男阴}[5]□{空缺：～空}
ts	[1]鬃赃髒{肮脏}曾{姓}棕-{1，～蓑}[2]层丛[3]总-{1，草～}[4]栈藏{宝～}臓{内脏}赠[5]赞壮粽赚
tsʰ	[1]餐苍葱[2]塍{田}残藏{隐～}[3]铲[5]灿创{～伤；～造}
s	[1]珊删双鬆{轻～}[3]嗓□{瘦（不肥、不胖，精）}[5]丧{～失}送
k	[1]干={2，～涉}杆={2，标～}艰=间={中～}奸姦冈={山～}岗刚纲江公-{1，～母}蚣-{1，蜈～}工[3]简柬讲港[5]幹{～部}涧杠降{下～}[6]共
kʰ	[1]刊功-{1，～课：功夫}空-{1，～～}牵康[3]慷[5]抗炕□{抠，（用手指）～}
ŋ	[1]昂[3]眼[4]谚岸雁
h	[1]烘-{1，～焦：烘干}[2]寒={2，～冷}韩行{银～}航杭降{～伏}[3]罕汗={2，天可～}焊={2，～接}[4]限项[5]汉[6]巷翰
∅	[1]翁-{1，～姐：夫妻}安={2，平～}[2]洪-{1，姓}红[5]按晏={2，晚也}宴瓮{（一）坛（酒）}
#iaŋ	
p	[1]边={2，旁～}鞭={2，～策}蝙[3]贬扁={2，～担}[4]辨辩便{方～}[5]变={2，～化}遍={1，普～}[6]汴
pʰ	[1]编篇偏[5]片={2，～面}骗
b	[3]免
m	[2]绵缅[3]悯敏勉娩
t	[1]颠={1，～倒}癫[3]碾{～米}展典[4]电奠垫
tʰ	[1]天={1，～空}[2]填[3]腆[5]畅
l	[2]连联鲢怜={1，可～}良凉粱□{涉，～水}[3]两{～斤}俩{伎～}辆[4]亮谅量{容～}[6]练炼楝={2，～树}
ts	[1]煎将{～来}张={2，慌～}章={2，～法}[3]剪践诊疹长{生～}[4]贱={2，作～}匠丈={2，～夫}仗{依～}杖={2，拐～}[5]战颤荐奖将{～帅}胀={2，膨～}涨={2，～潮}障瘴[6]饯仗{打～}
tsʰ	[1]迁浅昌菖[2]长={1，长短，延～}[3]厂敞[5]唱={2，～歌}倡
dz	[2]然燃[3]酿壤攘嚷[4]让={2，忍～}
s	[1]仙相={2，互～}厢={西～记}湘[2]蝉={1，鸣～}禅详祥翔商常={2，反～}尝裳偿[3]癣[4]疝善鳝单{姓}膳肾尚={2，高～}象{气～}[5]信={1，相～}讯相={2，～貌}[6]剩
k	[1]坚捐鹃疆僵缰姜[4]建键健腱肾{鸡～：鸡肫}[5]见={2，～笑}
kʰ	[1]羌□{门～：门环}[2]乾虔强={2，～大}[3]遣犬恳垦
ŋ	[1]研={2，～究}[2]颜言[3]仰
h	[1]香={2，～甜}[2]贤玄悬={2，～崖}[3]显享响[5]宪献向[6]现
∅	[1]烟={1，～火}蔫{不新鲜}焉胭渊[2]沿={2，～用}铅圆={2，日～圈：日蚀}援杨={2，白～树}阳={2，太～}扬={2，张～}疡[3]远={2，遥～}养={2，～育}[4]羡延筵衍恙[5]燕={2，～窝}映
#uaŋ	
p	[6]叛
pʰ	[2]盘={2，颔～：围巾}[5]判
b	[2]亡忘[4]望={2，威～}妄
m	[4]漫
t	[1]端[3]短[4]断={1，打～}篆[5]断{决～}锻[6]段传{～记}
tʰ	[2]团传{～达}
l	[2]銮鸾[3]暖[4]乱[5]恋
ts	[1]专装={2，服～}桩[3]纂转={1，～变}[4]状={1，～态}撞
tsʰ	[1]川穿={1，～戴}[2]全={1，～面}[3]喘闯[5]窜篡串
s	[1]拴栓宣桑={1，～树}[3]选爽[4]□{（胡乱）撒、洒，～尿：胡乱撒尿，～水：洒水}[5]□{产（特指产卵），孳生，～卵}
k	[1]观冠{衣～}鳏关={2，～心}光={1，～明}胱[3]管={1，～理}馆广={1，～大}[4]倦[5]贯灌罐颧冠{～军}惯={2，习～}眷券
kʰ	[1]匡眶框宽={2，～阔}圈[2]权狂[3]款[5]旷扩况矿
ŋ	[2]元原源[3]玩顽阮[4]愿
h	[1]翻番藩荒={1，～废}慌方={2，～向}芳={2，～菲}[2]还={2，归～，～是}环烦繁矾防簧皇蝗凰隍[3]缓反返={2，～回}谎恍肪{脂～}倣仿访[4]患宦饭={1，吃～}[5]唤焕贩放={2，开～}晃
∅	[1]豌弯湾冤鸳汪[2]完丸={2，弹～之地}员={2，党～}缘王={1，国～}袁辕猿[3]皖惋腕宛婉枉往[4]旺[5]怨
#oŋ	
p	[2]乓泵[5]谤□{爆}[6]磅
pʰ	[2]鹏蓬缝{～衫}[3]捧[4]碰
m	[2]摸蒙[3]懵
t	[1]东={2，毛泽～}冬={2，隆～}[3]董懂[4]动={2，运～}[5]冻={2，冷～}[6]栋
tʰ	[1]通={2，～过}[2]同={2，～仁堂}桐={2，梧～}童瞳[3]统捅[5]痛
l	[1]铃-{1，含～}[2]胧脓={2，～疮}农隆窿浓[3]拢笼陇垄[4]弄
ts	[1]宗综棕={2，～树}终踪[3]总={2，～共}[5]纵
tsʰ	[1]聪匆囱冲充[2]崇从[3]宠[4]□{撞，冲，矛盾}
k	[1]公={2，～安}蚣={2，蜈～}功={2，～夫}攻[2]戆{晕，忘事}[3]拱巩[5]贡汞
kʰ	[1]空={2，～气}[3]孔[4]□{（走路，或坐慢车）摇摇晃晃}[5]控
h	[1]轰烘={2，～干}风枫={2，～林}丰封{疯}峰蜂={2，～群}锋[2]虹{彩～}洪={2，山～}鸿逢[3]杵棒-{1，铁～}蚌哄讽[4]凤奉俸
∅	[1]翁={2，富～}
#ioŋ	
t	[1]中={2，～国}忠衷[4]仲重={2，～要}[5]中{射～}
dz	[2]茸绒戎
s	[1]桑-{2，～□sui55：桑葚}[2]松{～树}[4]诵颂={1，歌～}讼
k	[1]恭供躬
kʰ	[2]穷={1，贫～}[3]恐
h	[1]凶[2]雄
∅	[1]壅臃拥庸[2]融容蓉镕溶榕{书面语，～树}熔[3]勇[5]踊
#eŋ	
p	[3]秉[4]并並迸
pʰ	[2]朋凭平{2，和～}坪{2，地名用字评}[4]□{（放在一起）比}[5]聘拼{2，～图}
m	[2]萌鸣明盟冥铭[3]孟{姓}皿[4]命{～令}
t	[1]登灯徵征钉{铁～}疔[2]亭重{～复}[3]等={2，～待}戥{秤}顶[4]邓[5]凳钉{～住}订叮碇{锚：船～索}
tʰ	[1]窗[2]腾誊澄停廷庭={2，法～}蜓[3]惩艇挺逞
l	[1]铃={1，～铛}[2]能棱陵凌菱绫宁灵零伶翎龄龙□{（一）行（字）}[3]冷[4]令另[5]□{踮，～起骹：踮起脚}[6]□{（能力、力气、钱财等）充足}
ts	[1]增憎蒸筝精={2，～神}睛贞侦钟锺盅舂[2]曾{～经}[3]种{～类}肿[4]靖净[5]证症政众种{～植}
tsʰ	[1]称{～呼}清[2]橙情={2，感～}[5]称{相～}铳[6]颂{2，穿}
dz	[1]仍扔
s	[1]僧生={3，学～}牲={2，～畜}甥腥={2，～味}猩升[2]乘{～车}承丞成={3，～功}诚={2，～实}松{口语，榕树}[3]省{反～}[4]盛{兴～}[5]胜{～负}
k	[1]经={2，～常}更{～改}惊={2，～蛰}宫弓龚[2]穷-{2，口语，穷}[3]境景[4]竞竟警[5]更{～加}敬
kʰ	[1]顷筐[2]鲸宏琼[3]肯[4]虹{单用，彩虹}[5]庆
ŋ	[2]凝={1，～结}迎={2，～接}
h	[1]馨兴{～旺}胸匈亨[2]王-{2，姓}形型刑[4]杏行{品～}幸[5]兴{高～}
∅	[1]应{～当}鹰莺鹦樱英婴缨[2]盈荣莹萤[3]永湧{海浪}[5]应{响～}泳咏[6]用
#ueŋ	
k	[3]耿
kʰ	[1]倾[2]弘[3]颖迥
h	[2]恒桓衡
#iŋ	
p	[1]乒宾槟[3]禀匾[5]篦遍{2，～涂：遍地}殡鬓
pʰ	[2]贫频苹屏瓶[3]品
m	[2]眠={1，睡～}民[6]面
t	[1]珍颠-{2，～倒头}[2]尘藤[5]镇[6]阵={1，～雨}
l	[2]怜-{2}邻鳞={2，～片}燐磷[3]辇{轮子}
ts	[1]津真臻[3]振震[4]尽[5]儘进晋
tsʰ	[1]亲{～切}亲{～家}[2]秦陈={2，～皮}臣[5]衬秤□{凉，冷}
dz	[2]人仁[6]认
s	[1]先-{2，～生}辛新薪身申伸={1，～长}娠[2]蝇绳神辰晨[5]信-{2，寄～}迅[6]慎
k	[1]跟根巾斤筋均钧[2]凝-{2，～冻}[3]拣={1，挑～}紧仅谨[4]近□{跟，～著他}
kʰ	[1]轻卿[2]勤芹
ŋ	[2]银
h	[1]掀欣轩[2]眩[3]很[4]恨
∅	[1]烟-{2，生～}恩因姻殷央={1，中～}秧={1，～歌舞}殃[2]演寅[3]引蚓[5]印
#uŋ	
p	[1]分-{1，～钱}[2]㖹{吹}[3]本{1，又}[4]笨[5]粪
pʰ	[1]潘{泔水}奔[2]坟盆[5]喷
b	[1]蚊□{焖}[2]玫文纹闻[4]闷[5]□{钻，～过去}
m	[2]门{1，又}[6]问
t	[1]敦钝蹲[2]屯唇-{1，嘴～}[3]墩盾[4]沌遁顿={1，停～}[5]扽{猛劲拉}
tʰ	[1]吞[2]豚臀囤[6]□{填埋}
l	[2]论{～语}崙伦轮[4]论{议～}[5]嫩[6]闰
ts	[1]尊遵樽[2]船[3]准{批～}準{标～}[4]□{拧，～毛巾，～大骹腿}[5]俊骏[6]阵-{2，一～}
tsʰ	[1]伸-{2，～长}椿春[2]存鹑[3]忖蠢[5]寸
dz	[3]允[4]润[6]□{（口感）韧性好，（人）磨叽}
s	[1]孙-{1，囝～}[2]蝉-{2}荀旬巡唇={2，重～}纯醇[3]损笋榫[4]顺[5]逊舜[6]殉
k	[1]君军[2]裙拳[3]滚[4]郡[5]棍
kʰ	[1]昆崑坤混{训}[2]群[3]捆菌[5]困睏
h	[1]昏={1，～迷}婚晕分={2，～别}吩芬纷熏薰荤[2]痕魂馄焚云耘[3]粉[5]奋训[6]份分{本～}
∅	[1]温瘟[2]匀[3]隐[4]孕[5]□{蘸}[6]韵运
#ɯŋ	
p	[1]方-{3，姓}[3]本{2，又}[6]饭-{2，食～}
m	[2]门{2，又}眠{～床}[3]晚
t	[1]当{应～}[2]堂-{2，课～}长-{2，～短}肠唐-{2，～山}[3]转-{2，～来：回来}[4]断-{2，拗～}荡-{2，～嘴：漱口}丈-{3，一～}[5]顿-{2，一～}□{（用力）甩，拍。～床：拍桌子}[6]缎□{碰到，遇见。相～：相遇}
tʰ	[1]汤[2]糖[3]□{（用肘部）碰，撞}[4]□{翻热（食物）}[5]烫褪{脱（衣服）}[6]杖-{2，1.名词，槌～。2.动词，杖打}
n	[2]郎-{2，～舅}瓤[3]女软[4]卵
ts	[1]砖庄装-{3，～扮}妆樟{2，地名，～林}[2]全-{2，～是：全是}[5]钻葬[6]状-{2，告～}旋{头发旋儿}
tsʰ	[1]穿-{2，～针}村仓舱疮[2]床
s	[1]酸孙={2，姓}丧{婚～}霜孀[3]耍[5]算蒜□{（冷气、刺激性气味}等{）钻}
k	[1]光-{2，～头}扛缸冈{地名：黄冈}[3]管-{2，气～}捲卷{书～}广-{2，～东}[5]钢
kʰ	[1]糠[5]劝囥{藏}
#ŋ	
h	[1]昏-{2，暝～}荒-{2，荒废，单用}方-{4，地～}哼{哼唧}[2]园[4]远-{1，单用}
∅	[1]央-{2，中～}秧-{2，插～}[2]黄[3]□{手～：袖口}
#ap	
t	[7]答{～应}
tʰ	[7]□{摞（把碗～起来），一个套一个}[8]榻塌
n	[7]□{1.凹，～落去。2.软}[8]纳懦诺
ts	[7]扎眨汁[8]杂十什
s	[7]卅□{1.海生贝壳等形成。2.□laʔ7～：垃圾}
k	[7]蛤合{十～为一斗}鸽合{～药}
kʰ	[7]恰[8]磕瞌
h	[8]合={1，～喙}
∅	[8]盒匣
#iap	
t	[8]蝶谍
tʰ	[7]贴帖{妥}～帖{请～}帖{字～}[8]叠={1，～直：收拾好}
n	[7]捏[8]□{忙活}
l	[8]粒
ts	[7]接={1，嫁～}[8]洽捷
s	[7]霎涩[8]涉泄
k	[7]劫[8]夹
kʰ	[7]怯
ɡ	[8]业
ŋ	[8]镊{～子}
h	[7]□{吸，～铁：磁铁}[8]协侠狭={1，～隘}胁挟={1，要～}
∅	[7]压[8]叶
#uap	
h	[7]法
#ip	
n	[7]聂{姓}蹑{～脚走}摄
l	[8]立
ts	[7]执[8]集={1，～中}
tsʰ	[7]缉辑[8]□{揉（面、泥巴等）}
dz	[8]入
s	[7]湿[8]习袭拾
k	[7]急给{～你}给{供～}[8]及
kʰ	[7]级泣吸
h	[7]熻{煮，焖}
#ak	
p	[7]剥北幅腹□{认识，曾经，懂了}[8]别-{1，～侬}缚
pʰ	[7]覆{（头）伏（在桌子上）}[8]曝瀑
b	[8]密-{1，～集}墨木
m	[7]□{玩儿，（不正式）干。～沙，～趣味：干着玩}[8]目-{1，双～}
t	[7]□{点，～头}[8]达值-{1，～钱}毒
tʰ	[7]塞-{1，樽～：瓶盖}踢-{1，～骹线：踢脚线}[8]读
n	[8]□{抓}
l	[8]力-{1，有气～}六陸{六}
ts	[7]紮节={1，～约}作={1，～业}[8]集-{2，密～}
tsʰ	[7]察漆错{内～角}[8]凿贼
s	[7]萨虱塞={2，闭～}
k	[7]觉{睡～，感～}各角结-{1，～束}
kʰ	[7]确刻-{1，用刀～}麯壳霍-{1，姓}藿
ŋ	[8]腭鄂嶽乐{音～}岳{姓，岳父}
h	[7]喝={1，～彩}瞎辖郝[8]学={1，～习}
∅	[7]恶={1，罪～}抑
#iak	
p	[8]别={2，离～}
t	[7]哲蜇跌秩[8]侄
tʰ	[7]彻撤
l	[8]列烈略
ts	[7]浙酌灼芍[8]嚼
tsʰ	[7]切{～开}切{一～}窃鹊
dz	[8]弱
s	[7]设屑={1，不～}
k	[7]吉={1，大～}结={2，～婚}洁桔[8]杰竭
kʰ	[7]却
ŋ	[7]吃[8]虐疟逆-{1，不顺从，叛逆}孽
∅	[7]约={1，大～}跃={1，～进}
#uak	
p	[8]拔={1，～河}勃
m	[8]末
k	[7]决诀
h	[7]髮發[8]乏伐筏罚阀
∅	[7]□{骹～：脚腕}曰[8]越粤
#ok	
p	[7]博卜[8]蔔僕
pʰ	[7]朴扑
m	[8]没{沉～}没{～有}寞疫目={2，木耳}牧睦
t	[7]剁筑[8]独牍犊
tʰ	[7]戳
l	[8]酪洛络乐禄录
ts	[7]捉祝足[8]族
tsʰ	[7]猝{训}促触
s	[7]塑朔嘱索{～取}速肃宿缩束={1，一～}寂
k	[7]国穀谷[8]焗
kʰ	[7]酷
h	[7]覆福[8]服伏復复
∅	[7]握龌沃={2，肥～}
#iok	
t	[8]逐
tʰ	[7]畜蓄
l	[8]陆
tsʰ	[7]焯
dz	[7]□{捏}[8]辱褥
s	[7]悉[8]镯赎蜀属
k	[7]粥
kʰ	[7]克曲{～折}
h	[7]旭煜馥
∅	[7]约-{2，猜测}[8]育浴={1，沐～}欲
#ek	
p	[7]逼迫煏{用火烘干}
pʰ	[7]碧辟闢劈霹魄
m	[8]默觅陌
t	[7]德的{～确}竹[8]笛敌狄涤荻蛰特值={2，～日}的{目～}鹿
tʰ	[7]踢={2，（猛）踢，抽～：打滚嚎啕}剔惕牚{椅子撑儿}
n	[7]□{踢，～掉被}[8]肉匿溺
l	[8]绿肋勒力-{2，～气}
ts	[7]叔则烛[8]泽
tsʰ	[7]膝斥戚{姓}戚{休～}粟侧测[8]□{咳嗽}
s	[7]蟋瑟息熄媳色饰式昔夕适释硕□{老，不嫩}[8]熟
k	[7]革戟激菊[8]极局
kʰ	[7]刻{时～}刻={2，雕～}击曲{歌～}
ɡ	[8]玉
ŋ	[8]逆={2，忤～}狱
h	[7]核={1，～对}[8]□{累，喘粗气}
∅	[8]浴-{2，洗～}亿翼={1，羽～}译易{交～}液={1，～体}腋役
#ueik	
h	[8]或惑域
∅	[8]获
#ik	
p	[7]笔必[8]弼
pʰ	[7]匹
b	[8]蜜
m	[8]密={2，秘～}灭
t	[7]得[8]直
ts	[7]脊={1，～椎}鲫织[8]疾
tsʰ	[7]擦七
dz	[8]日
s	[7]失室[8]翼-{2，翅膀}实殖植
k	[7]吉-{2，～祥}橘[8]□{～□kuai334：脸颊}□{稠}
kʰ	[7]乞[8]楔{木桩}
ɡ	[7]揭={1，～阳，地名}
∅	[7]乙一[8]逸
#uk	
p	[7]不
b	[7]吻刎
t	[8]突
tʰ	[7]脱={1}[8]脱-{2，（不自主）脱落，～肠头：脱肛}
l	[7]□{脱，～皮：脱皮}[8]律率{效～}捋{～袖子}
ts	[7]卒{士～}卒{终也}[8]糯{训“秫”}秫{糯}
tsʰ	[7]出
s	[7]屑{2，木～}戌恤蟀[8]术述
k	[7]骨[8]滑猾掘
kʰ	[7]屈倔
h	[7]忽[8]核-{2，桃～}佛
∅	[7]鬱{憂鬱}
#aʔ	
pʰ	[7]拍[8]雹
t	[7]搭[8]踏
tʰ	[7]塔[8]沓叠={2，重～}
l	[7]□{～□sap3：垃圾}[8]腊蜡鑞猎栗
ts	[7]□{卷起来，～裤骹：把裤子卷起来}[8]闸
tsʰ	[7]插
s	[7]□{（张嘴时）吸入}[8]煠
k	[7]甲胛盖{盖，～被}
kʰ	[7]□{鱼篓}
h	[8]合-{2，六～}
∅	[7]鸭押沃-{1，～水}
#iaʔ	
p	[7]壁璧
pʰ	[8]僻
t	[7]摘[8]籴
tʰ	[7]拆
l	[8]掠{抓，～壮丁}掠{（一）虎口}搦{抓，～壮丁}
ts	[7]鹧雀迹脊{2，巴～：脊椎}隻即[8]食
tsʰ	[7]赤
s	[7]削锡[8]勺席={1，主～}
k	[7]揭-{2，～掉}[8]屐剧
ɡ	[7]□{打，～毛衣：织毛衣}
h	[7]歇蝎[8]额穴
∅	[7]益[8]□{招，～手}
#uaʔ	
p	[7]钵[8]□{赌博}跋{跌倒，原文作“踣”}
pʰ	[7]拨泼[8]□{缠，绕}
b	[7]抹[8]沫
tʰ	[7]獭□{1.淘洗：～米。2.擦（丝儿），～菜头：擦萝卜丝}
l	[7]辣劣烙
ts	[8]□{□ka334～：蟑螂}□{1.差。2.少。3.轻}浊
dz	[8]热悦阅
s	[7]杀煞束-{2，结～}
k	[7]割葛{姓}刮={1，搜～}括
kʰ	[7]渴阔
h	[7]霍={2}喝-{2，吼，吹牛}[8]罚□{跨，～過去}
∅	[8]活
#iauʔ	
p	[7]□{爆炒，～蒜头}
∅	[7]跃-{2，～辇斗：翻跟头}
#oʔ	
p	[8]薄{厚～}泊薄{～荷}驳帛
pʰ	[7]粕劈{～柴}
m	[8]莫膜漠
t	[7]卓桌琢啄笃督[8]择夺
tʰ	[7]托託[8]驼驮
l	[8]落骆
ts	[7]作-{2，～田}[8]绝
tsʰ	[7]撮
s	[7]索{绳～}雪
k	[7]阁
h	[7]蝠複辐[8]鹤
∅	[7]恶-{2，难}[8]学-{单字音；1.讲。2.编：～古。3.传：～话}
#ioʔ	
t	[8]着
ts	[7]质-{1，～地}借[8]石
tsʰ	[7]尺[8]蓆-{2，草～}褯
dz	[8]若
s	[7]惜淑[8]液-{2，手～}孰塾
k	[7]脚
kʰ	[7]□{积累，～拾：积攒}□{捡，拾，～起来}[8]□{拿}□{～孥囝：生孩子}
h	[7]郁{～～苍苍}[8]页箬{叶子}
∅	[7]约={3，～会}[8]药
#oiʔ	
p	[7]八[8]拔-{2，～刺}
l	[8]笠
ts	[7]节-{2，做～：过节}[8]截
s	[7]楔{掖，把纸条从门缝里～进去}
k	[8]挟-{2，狭小，夹}□{～□laŋ41：咯吱窝}
ŋ	[7]挟{～菜}
∅	[8]狭-{2，空间狭小}
#eʔ	
p	[7]百柏伯掰□{爬，～树}[8]白
b	[8]麦
m	[8]脉
t	[7]□{压，用石～}笮{压，用石～}
tʰ	[8]宅
l	[7]叻{厉害}[8]历曆疬
ts	[7]积责绩
tsʰ	[7]铡策册栅
s	[7]析
k	[7]格隔
kʰ	[7]客
h	[7]吓嚇黑
∅	[7]呃{嗝}扼
#ueiʔ	
pʰ	[8]□{热聊}□{泡沫}
m	[8]物-{1，～件}
n	[7]□{撮，捡}
s	[7]说{游～；解～}刷
k	[7]厥郭刮-{2，～毛}[8]橛{原意短木桩，引申为一段}
kʰ	[7]缺={2，～乏}
ɡ	[8]袜月
h	[7]血
∅	[7]挖{挖，舀，饭～：饭勺}[8]划劃
#iʔ	
p	[7]鳖瘪毕□{～婆：蝙蝠}
b	[7]沕{1.藏。2.潜，～水：潜水}[8]篾
m	[8]物={2，～个：什么}
t	[7]滴嫡[8]碟
tʰ	[7]铁
n	[7]□{眨，～目：眨眼}□{蒂，瓜～}
l	[8]裂
ts	[7]接-{2，迎～}摺褶折{存～}质={2，～量}职[8]舌折{～骹骨}
tsʰ	[7]□{低（头），躲藏}[8]蠘{梭子蟹}蠞{梭子蟹}
s	[7]薛[8]蚀折{～本}
k	[7]□{猪蹄儿：猪骹～}
kʰ	[7]缺-{2，～嘴}
#uʔ	
p	[7]□{扎，用针～}
tʰ	[7]秃
l	[7]□{啜，大口用力地连吃带喝}
tsʰ	[8]□{滑，～踣：滑倒}
s	[7]□{吸}[8]□{（用水枪、水管等）喷（水）}
k	[7]□{吮，吮吸，～奶}
kʰ	[7]窟
#ĩʔ	
kʰ	[8]□{粘}
