"来源："	"乔全生陈丽1999《平遥话音档》；侯精一1999《现代晋语的研究》；Skanda & Sun 增补修订"
"ts"	"［1］諸誅株猪{～兒/ʐʌʔ/}豬{～兒/ʐʌʔ/}蛛{～～：蜘蛛}珠{～～：小珠子}朱{～顏}硃{～砂}［2］廚-{～房}儲-{～蓄}除-{年～下：除夕}［3］主煮拄［5］著箸助阻駐住注蛀鑄柱炷"
"tsʰ"	"［1］初［2］舒-{～手：伸手}廚=雛除={～法}儲={～蓄}［3］楚礎處{～長、～理}"
"nz"	"［3］女"
"s"	"［1］疏殊梳{～洗}書{～房-}舒{～服}輸{～入}［2］鋤-{～頭}［3］暑鼠黍薯數杵{石～：夯土用石具}［5］庶恕樹戍豎順-{～整：擺放有條理}"
"z"	"［2］如{～適：合適}［3］擩{湧出：口中～白沫}入{伸}□{擁擠}"
"#ǝr"	""
"Ø"	"［1］兒{～子}［2］而［3］尔爾耳餌洱□{朝～、搭～：搭理}扔?［5］二貳"
"#ei"	""
"p"	"［1］卑杯{～子}悲{～傷}碑{～石}［2］婆-{～～，～姨：妻；已婚婦女。}［3］簸{～～：簸一簸}［5］簸{～箕}貝"
"pʰ"	"［1］坡-{～～：小坡兒}［5］破"
"m"	"［1］𩞁{～～：饅頭}馍［2］磨-{～拖：拖拉}魔-{～子：瘋子}摩{～擦}蘑{～菇}［3］美抹每{僅見於“天～”，每天的意思。}［5］磨{平齒～}"
"t"	"［1］多-{～少}都?{～是}［2］駝-［3］底{哪～kɑ24：哪裏}［5］大-馱"
"tʰ"	"［1］拖-{～開}［2］柁［3］軃{柳枝枝～（下垂的樣子）下來啦}躺?嚲"
"n"	"［2］挪"
"l"	"［2］鑼-螺-羅-{～漢}蘿-{～蔔}騾-{～子}［3］理-裏-{闔～}□{碰觸。～動。}□{托～：“軃”的分音詞}"
"ts"	"［1］精-{～明}菁-{蔓～}睛-{眼～}［2］霽-臍-［3］擠-井-這{實際是“這一”的合音}［5］濟-劑-淨-祭-甑{笼～～}"
"tsʰ"	"［1］妻-{～夫：夫妻}青-{～的}清-{～湯}［2］齊{～楚：整齊}［5］砌-"
"s"	"［1］星-{掃帚～}西-{～門}腥-{～葷：肉食}粞-{～子}恓-{～惶：可憐}婿-餳{指麥芽糖及其製品。～瓜。}［3］洗-擤{～鼻涕}［5］細-性-{慢～～}"
"x"	"［1］呵-{～着：蒸氣燙傷}［2］孩-{～兒/ʐʌʔ/}河-{～～}荷-{～花}餄{～餎}［3］荷{拿}［5］□{誇大；造謠}賀{祝～}"
"#uei"	""
"t"	"［1］□{摔}砣{～～：圓餅狀的東西}［3］朵-垛{～口}躲-［5］剁-對{禁忌字音，～拍：肏}跺"
"tʰ"	"［5］唾-"
"l"	"［1］□{～固阜：村名，現名寧固。}［2］驢{毛～～：毛驢}［3］累{～積}垒壘旅吕呂儡{傀～}［5］类類泪淚虑慮濾累{～不～}摞"
"ts"	"［1］堆-{～～：量詞}錐{～子}追{～攆：追}［2］槌-{～頭}錘-{～子}捶-{～敲石：捶衣時下頭墊的石板兒}［3］嘴［5］綴贅醉最聚{老派}"
"tsʰ"	"［1］吹炊［2］垂槌=錘=［3］□{用衣刷子等拍打身上的土}□{piʌʔ22～底：饱满的样子，又说piʌʔ22 kuʌʔ22 luei22底。}［5］翠"
"s"	"［2］誰{～們}［3］水［5］睡瑞{老派。現僅見於長者名：程仁～}歲=稅"
"z"	"［3］蕊［5］芮瑞="
"k"	"［1］龜軌規{～則}鍋-{～頭-：竈}歸{～還}［3］癸詭裹鬼［5］桂櫃=貴過-{～生日}果-{～子：沙果。無花～。}"
"kʰ"	"［1］棵窺顆{量詞}虧{～損}［2］逵葵奎{～星樓}［3］顆{～～：小顆粒；量詞“顆”的變讀}［5］愧跪□{～瓜子：嗑瓜子}"
"x"	"［1］飛{～起}［2］和{～人：待人和氣}肥=［3］火-毁毀夥-伙-匪□{疼痛時語氣詞}［5］和{磨糧食前浸於水中的動作}貨-費=疿"
"Ø"	"［1］萎窩{～～：蒸的一種麪食}踒{～折}威{～風}微{～小}萵{～筍}危崴{～着：外力引起的筋骨受傷}［2］爲{作～}畏惟唯圍{～巾}維{～持}桅{～燈：手提式油燈}［3］偉葦=違委僞尾=韋兀{實際是“兀一”的合音}［5］慰=謂胃緯未味位喂=衛魏=臥-"
"#ǝu"	""
"t"	"［1］兜都［2］頭{～髮}［3］斗抖陡㪗?{～開：把捲着或包着的東西散開}［5］鬥{～爭}豆逗透{～氣}□{形容煙塵大：汽道上～的厲害}"
"tʰ"	"［1］偷{～聽}［2］投頭=［5］透{～（罵人話）他姐}"
"n"	"［2］奴{～隸}［3］努［5］怒"
"l"	"［1］摟{～取}［2］耬□{烤}□{不～（夠）人家做}婁籠?{燈～}炉{～穿：火通條}爐{～穿：火通條}樓{～梯}盧{～山}蘆{～葦}□{值～得：值得}［3］簍魯櫓虜卤{湯加澱粉而成的濃汁}滷{湯加澱粉而成的濃汁}鹵{鹽～}摟{～抱}［5］漏陋路賂露鷺輅"
"ts"	"［1］揪邹鄒租組［3］祖走［5］奏皺謅謅驟謅做={舊文讀。屁是五-穀～的，不放還能受的？}"
"tsʰ"	"［1］搊{提起，扶起}粗{～粉}□{涼-～～底：形容氣溫微涼}［2］仇{～人}［3］□{～底：形容很快}［5］醋湊錯?{～誤}措?"
"s"	"［1］颼搜{～查}蒐{～集}酥{～火燒}苏{～聯}蘇{～聯}甦{～醒}［2］愁［3］叟［5］嗽素訴塑嗉{雞～子}瘦漱"
"tʂ"	"［1］周舟洲州{～府}［2］稠-{～～底。槐～～：槐花。}碡{碌～}鬮?{抽～～：抓鬮}［3］肘帚□{是兀家～住（強烈要求，帶逼迫含義）我來的，不是我自家想來的。}［5］紂晝宙□{量詞，碗盤等用繩束爲一捆叫一～}咒"
"tʂʰ"	"［1］抽{～扯：牽扯，麻煩}［2］稠=綢{～子}籌{～集}酬{～勞}售［3］丑醜［5］臭"
"ɳ"	"［3］扭紐"
"ʂ"	"［1］收{～拾}［3］手首守［5］受獸壽授"
"ʐ"	"［2］柔{～和-}揉{～搓：揉}［5］肉"
"k"	"［1］勾{～引}鉤{～～：鉤子}溝{～～：小水～}［3］狗苟［5］够夠構購"
"kʰ"	"［1］瞘{眼睛～}摳{～剝：摳搶}［3］口［5］扣釦寇□{碗傾翻使碗內液體灑了}"
"ŋ"	"［1］嘔毆□{～習：自學}歐{～美}甌{～～：舊時小孩用的藤製的小碗兒}［3］偶藕熰{焦}［5］漚{久浸水中}慪"
"x"	"［2］侯喉{～嚨}猴{～子}瘊{～子}□{小}［3］吼［5］后{皇～}後{～頭}厚候"
"#iǝu"	""
"t"	"［1］丟□{～跤：摔跤（运动）}"
"tʰ"	"［3］□{罵}□{路不好走，實在～（滑）咧}［5］"
"l"	"［1］溜{～舔：拍馬屁}□{圪～：“樛”的分音詞，彎曲。}［2］流榴劉硫{～黃}琉{～璃}留{～談：長時間閒談}瘤{～子}［3］柳綹扭{剛纔還見～首就不見啦}［5］餾□{～皮：小孩子不愛哭}碌{～碡}溜{～下：遺下}六"
"tɕ"	"［1］鳩鬮鬏{～～}［2］㞗{詈詞，男陰}［3］酒九久韭灸糾［5］就救究舊柩"
"tɕʰ"	"［1］鰍鞧{後～：駕轅牲口屁股後頭套的皮帶}秋{～天}鞦{～韆}丘{～陵}蚯{～蚓}"
"ȵ"	"［2］牛{～兒/ʐʌʔ/}琉{～璃}繆［3］謬［5］拗?{倔}"
"ɕ"	"［1］修{～養}羞{～恥，～大-}休{～養}□{～喘：相當於對人使用的“修理”}［2］囚泅［3］朽［5］袖秀繡宿{星～}鏽嗅"
"Ø"	"［1］悠憂{～愁}優{～等}郵{～出}［2］游犹猶尤{～其}郵{～局、～政}由{～來}油{～瓶子}遊{～民}［3］有友酉［5］莠誘又右祐柚釉"
"#ɑŋ"	""
"p"	"［1］幫=般班{～長}斑{～點}扳{～倒}幫{～手}□{～子：戒指}頒{～佈}搬{～起}邦［2］盤-{～纏-}［3］板版榜綁=扁{～擔}［5］扮瓣辦謗半絆傍拌棒="
"pʰ"	"［1］攀龐潘［2］旁{～人}螃{～蟹}盤={～子}［5］胖盼叛判"
"m"	"［1］媽*［2］茫忙=饅瞒{～藏=：瞞}瞞{～藏=：瞞}蛮{～女子}蠻{～女子}蔓{～菁-}［3］滿莽蟒［5］幔漫慢墁{～磚}"
"t"	"［1］丹當=襠=單{～獨}擔{～起}耽{～誤}［2］彈-{～琴}糖-痰-{吐～}［3］膽撢{雞毛～子}黨擋=檔撣［5］擔{挑～}淡誕旦但彈{子～}當{～鋪}荡蕩宕蛋□{邁腳過去}"
"tʰ"	"［1］貪湯=攤{～～}灘{河～～}［2］潭譚談棠壇塘唐檀{～香}痰={～盂}螳{～螂}堂{～屋}坛罈{～子}曇{～花}［3］毯坦倘躺=［5］探炭趟燙="
"n"	"［1］齉［2］囊南{～門}男{～人}難{～意：爲難}楠［3］攮{～子}［5］難{～民}"
"l"	"［2］蘭郎廊藍{～炭：焦炭}籃{～球}攔{～住}欄{～杆}狼{～皮=}燣{～肉：把肉加調料過火}朗{晴～}［3］漤{～柿子}覽攬欖懶纜□{圪～：“杆”的分音字}［5］濫爛浪=朗{～誦}"
"ts"	"［1］簪脏=髒={～的}贓{～款}［2］蚕{～兒/ʐʌʔ/}蠶{～兒/ʐʌʔ/}［3］盞攢戰=［5］暫鏨{～花}站{車～}蘸赞贊讚綻葬藏{～族}脏臟湛"
"tsʰ"	"［1］□{兀掛車～（超）過去啦}攙{～起}蒼{～天}参{～加}參{～加}餐{～車}倉={～猝}摻［2］蚕=蠶=慚饞藏={隱～}燦讒{～言}殘{～缺}［3］慘铲鏟產剗綻?{捆綁物被鬆散開：把行李繩繩也～開了}"
"nz"	"［1］喃［5］𩅠{把腳也～（陷）進泥闔裏（泥裏頭）啦}"
"s"	"［1］珊桑=三{～天}衫{～～：單褂兒}山{～水}喪{～事}［2］饞-{嘴～：挑食}［3］散{椅子～啦}傘嗓搡［5］喪散{分～}刪"
"tʂ"	"［1］沾張=章蟑彰瞻{～仰}毡{～子}氈{～子}樟{～木}陳{～莊（地名）實際是“陳家”的合音。}［2］纏-［3］展漲=長={生～}掌搌{～布：洗碗布}［5］占佔戰顫障瘴丈=帳脹=杖=仗□{指屬相蛇，龍～馬羊-}"
"tʂʰ"	"［1］娼昌{～平：地名}菖{～蒲}［2］禪長={～短}蟬尝=嘗嚐=蟾{～蜍}常={～～}纏=［3］廠暢［5］唱倡"
"ɳ"	"［2］粘{～擦}鮎{～魚}黏［3］□{～謀：唸叨}碾{動詞}［5］碾{～兒：碾子}"
"ʂ"	"［1］膻羶搧{～耳聒子}煽傷{～亡}商={～人}□{兀掛車～（超）過去啦}［2］裳=［3］償{～還}賞晌=陝閃□{～水：窩囊的樣子}［5］扇膳單{姓}尚=上=苫騸{～馬兒：割掉馬的卵巢或睾丸}"
"ʐ"	"［2］瓤=然［3］染冉壤攘嚷{訓斥}燃［5］讓"
"k"	"［1］柑岡崗杆甘{～美}乾{～骨：骨殖}肝{～兒/ʐʌʔ/}剛={～纔}鋼{～筆}缸{茶～～：茶杯}竿{～～}干{～涉}綱{～目}［3］趕擀敢感橄{～欖}秆稈桿港坑{干～、朱～（鄉鎮名）}［5］杠槓幹{能～}"
"kʰ"	"［1］堪康看{～守}龕{～～}刊{～物}糠{～油}［2］杭?{～州}［3］慷砍坎扛［5］看{～見}抗"
"ŋ"	"［1］骯=庵安{～全}鞍{馬～～}淹-［2］昂［3］揞{～住}淹{用桶或瓢舀液體}［5］暗按案"
"x"	"［1］憨酣鼾［2］函韓鹹{～菜}含{～糊}行{～～}航{～行}杭{～州}寒{～冷=}還{～行}［5］漢旱"
"Ø"	"［1］□{語氣詞}"
"#iɑŋ"	""
"l"	"［2］凉=涼=量=粮=糧=梁=粱良={～心}梁{～山伯}［3］兩輛［5］亮=諒量{數～}"
"tɕ"	"［1］繮=姜{姓}監漿剛{～纔-}艱{～難}間{～～：量詞}奸{～臣}疆{～土}殭{～屍}僵{～局}江{～水}肩{～膀}將={～來}薑{鮮～}獎［3］減鹼簡揀講蔣槳講［5］降柬諫澗間={～斷}鉴鑒鑑監{～督}絳犟=醬={～油}鐧{山藥～～：比絲略粗的土豆條}艦匠="
"tɕʰ"	"［1］腔槍={～口}鵮{～住：啄住}鉛*{～筆}疆{老派。新～}［2］牆={～壁}强=強=［3］搶=［5］嵌熗嗆="
"ȵ"	"［2］顏{～色}颜{～色}娘={大-～：大伯母}岩-{～山：綿山別稱}［3］眼仰［5］雁□{～兒：銅錢上沒有字的一面}釀諺{老派}彦-{見於說書中名字：王～章}彥-{見於說書中名字：王～章}□{擠～～：擠。車上這來多人，你怎底還要來擠～～咧？}"
"ɕ"	"［1］相{～互}湘襄鑲箱{～子}香{～椿}鄉{～村}［2］闲{～人}閒{～人}詳{～～細=細=}咸{～陽：地名}鹹{～鹽}［2］祥降{投～}翔［3］想=享響［5］陷餡限相{～貌}向{方～}嚮{～導}項=巷="
"Ø"	"［1］秧={～歌}［2］羊=瘍揚=楊{～梅}陽{～光}洋{～煙：鴉片煙}［3］養=痒癢［5］樣=映={舊文讀，見於長者名：改開後南城養雞專業戶郭～萱，一中教師段～甫/pʰu/}"
"#uɑŋ"	""
"t"	"［1］端{～午}□{～駁：指摘，挑刺}［2］团-{一～痰}團-{一～痰}［3］短［5］斷鍛緞段"
"tʰ"	"［2］团={～圓}團={～圓}摶{～弄：作弄}"
"l"	"［2］鸞恋={～愛，舊文讀}戀={～愛，舊文讀}［3］卵［5］亂"
"ts"	"［1］妝=鑽{～洞}莊={～嚴}專{～門}磚{～瓦}樁{～子}［2］椽-{～子}［3］轉{～眼}［5］纂鑽{木工用具}壯狀傳{～記}撰轉{～動}撞攥"
"tsʰ"	"［1］川躥{往上～}穿{～成-：可以穿}牀={～單}［2］椽=傳{～達}船{～頭}［3］爽闖篡［5］創串竄{～改}"
"nz"	"［3］暖軟"
"s"	"［1］孀拴閂{～～}霜{～雪：霜}酸{～的}痠{～痛}［3］喘𣀔{～破：皮膚被反覆摩擦磨破}［5］涮算蒜疝{～氣}"
"k"	"［1］觀{參～}官鰥冠{衣～}棺{～材-}關{～公}光={～明}［3］廣=管［5］慣逛灌罐冠{～軍}貫觀{道家的廟宇}"
"kʰ"	"［1］眶匡筐{～子}寬{～暢}［2］狂［3］款曠"
"x"	"［1］藩帆{～船}翻{～開}芳{～香}荒{～涼}慌{～張=}番{～瓜：倭瓜}歡{～迎}［2］桓煩礬肪房=防=黃=簧凡繁{～榮}還{～原}蝗{～蟲}皇{～天}環={～～：環兒}妨=［3］緩反訪謊仿=［5］范範犯泛換喚販飯患放=晃="
"Ø"	"［1］灣汪{姓}彎{～～}豌{～豆}剜{～眼：白眼}［2］王=完玩亡頑{～皮=}丸［3］宛晚挽輓{～聯}网網往=碗婉［5］万萬妄望=忘=旺=枉"
"#ǝŋ"	""
"p"	"［1］崩□{～蘇：刻苦研讀}绷繃錛{～子}奔{～走}［2］盆-{～～}［3］本［5］笨磅{～秤}蚌{～埠}蹦坌{～了眼：土眯了眼}"
"pʰ"	"［1］烹噴蜂{馬～}［2］朋彭膨棚{～子}蓬{～萊}篷{～子}［3］捧［5］噴{～香}碰"
"m"	"［2］們虻矇{～住}濛蒙萌{～芽}門{～前}盟={～兄}文-{～祠神（村名）}朦{你真是塊氣～心（沒出息）！}［3］猛=蒙{～古}懵［5］孟夢悶{～一～：泡一泡；～氣}"
"t"	"［1］登燈{～草}蹬{～開：開始蹬}［2］疼-謄{～寫}騰-{～開：開始騰}［3］等［5］凳邓鄧澄{水渾使清}"
"tʰ"	"［1］吞熥［2］藤{～條}［3］□{～子：傻子}"
"n"	"［2］能{～人}膿{～水水，～眵：眼屎}農{～民}濃{～眉}擰-［5］嫩濃{～茶，～墨}"
"l"	"［2］棱{～條：鞋底的緣條兒}［3］冷=［5］楞愣"
"ts"	"［1］曾-{～經；姓}爭=箏{古～}睜=臻榛掙{～扎}增{～長}錚{～子：舊時剃頭師傅遊街串巷用的招攬主顧的金屬叉狀響器}砧［2］憎［5］贈掙{～錢-兒/ʐʌʔ/}繒{～住：系住}□{～着了：硬物有了裂縫}"
"tsʰ"	"［2］岑層{～～}曾={～經}秦-［5］撑撐牚{椅子～}襯蹭"
"nz"	"［2］𨃳{腳尖點地站立}"
"s"	"［1］笙甥=参{～宿}參{～宿}蔘{人～}鬆?{輕～}生={～豬：未閹的豬}牲{～口}僧{～侶}森{～林}籸{～～：碎渣}［3］省{～下}磣［5］瘮?{～人：使人害怕}滲"
"z"	"［2］仍"
"tʂ"	"［1］斟征蒸=徵针{～顆：針腳}針{～顆：針腳}珍{～寶}真{～假}貞{～節}偵{～察}正={～月}［2］尘-{承-～：天花板}塵-{承-～：天花板}［3］疹診振=震=拯□{～形形底：人呆笨的樣子}畛{田間小路}枕{～頭}懲-［5］枕{動詞}鎮陣证證症鄭政正={～副}"
"tʂʰ"	"［1］箏{風～}［2］沉陳尘=塵=娠辰晨=臣丞程成澄{～清}承{～包}呈{～交}誠{～實}乘{～法}城={～牆-}橙［3］稱{～呼}逞懲=［5］稱{相～}秤=趁慎"
"ʂ"	"［1］深{～淺}身{～子}申{～請}伸{～開}升={～起}声={～音}聲={～音}嗔{嫌}［2］神{～拍：神吹}晨-{早～}［3］沈{姓}瀋{～陽}審嬸［5］甚腎勝聖盛=剩="
"ʐ"	"［2］壬任{姓}仁{～和}人{～民}［3］忍扔［5］任{責～}紉{縫～}刃認韌賃-{～鋪：舊時租借白事用具的商鋪}"
"k"	"［1］庚羹耕=更{～換}跟{～前-}根{～本}［3］梗{～米}埂耿［5］更{～加}"
"kʰ"	"［1］坑{～～}吭{～氣}［3］肯懇墾"
"ŋ"	"［1］恩{～人}"
"x"	"［1］亨［2］横=橫=恒{～心}恆{～心}痕{～跡}行{僅見於“道～”}［3］狠很恨［5］横{蠻～}橫{蠻～}恨{仇～}"
"#iŋ"	""
"p"	"［1］彬賓并{～州}冰{～山}兵{～卒}［3］禀稟丙秉柄餅=炳［5］殯鬢病=並=併"
"pʰ"	"［1］拼{～搏}［2］凭憑坪貧{～窮=}頻{～繁}平{～臺}評{～書}蘋{～果}屏［3］品□{捱～：被指責}［5］聘"
"m"	"［2］鳴盟眠-{睡～}民{～生}明={～白=}名={～聲}冥=［3］閩憫敏抿皿［5］命="
"t"	"［1］丁疔釘={～子}叮{～人}［3］頂=鼎［5］釘={動詞}訂定=錠"
"tʰ"	"［1］廳{～長}听={～力}聽={～力}［2］廷亭停={～站：停或站}霆庭［3］艇挺［5］听={～其自然}聽={～其自然}"
"l"	"［2］臨燐鱗凌=鈴=伶翎磷淋{～浴}林{～場}鄰{～家}菱{～角}陵{～園}靈{～巧}零={～錢-}羚{～羊=}玲{～瓏}［3］領=岭=嶺=檁［5］吝另=令"
"tɕ"	"［1］禁{～不住}襟津京=驚睛=今{～天}金{～針：黃花菜}巾{～幗}荆{～州}荊{～州}晴={～天}精={～神}經{～理}鯨{～魚}晶{～珀：琥珀}斤{～秤=}筋{～絡}勤-{～捷：勤快}［2］芹-{胡～}［3］緊僅錦境景警井=頸謹□{～讓：謙讓}晉-檎?{林～：一種葡萄大小的本地產薔薇科水果}［5］敬竟鏡=勁徑□{～人：水冷刺人}靜靖淨=經={～線}競浸尽{～敞敞底：形容做事沒有限度}盡{詳～}儘{～敞敞底：形容做事沒有限度}進晉="
"tɕʰ"	"［1］欽寢蜻卿傾親{～人}清{～楚}輕{～銀：鋁}青={～年}［2］擒情{～形}晴={～天}禽{～獸}琴秦=［3］請頃=侵{～略}［5］親{～家}磬慶沁"
"ȵ"	"［1］寧{安～}擰=［2］銀{～錢-}［5］寧{～可}硬="
"ɕ"	"［1］腥=欣馨心{～兒/ʐʌʔ/}星={～～}猩{～～}新{～的}薪{～水}辛{～苦}［2］尋陘型形{～容}刑{～法}邢［3］醒省□{愣～～底：形容人愣}［5］信訊衅釁姓幸杏=葚?{桑～}囟{頂=門～：天靈蓋}"
"Ø"	"［1］鷹陰{～天}因{～果}殷{～勤}英{～雄}嬰{～兒}纓{～子}櫻{～桃=}鸚{～鵡}音{～樂}［2］吟淫寅應={姓}蠅=贏=迎{～接}盈{～餘}營={～幹：活計}孕勻-{～開}［3］飲{～酒}引隱影=䌥{～棉褲}癮［5］荫{房子～人}蔭{房子～人}窨飲{～馬}姻洇印應{響～}映="
"#uŋ"	""
"t"	"［1］吨噸鼕東{～北}冬{～天}蹾{～着：因從高處猛的落地引起的筋骨受傷}［2］銅-{～器}屯-{陶-～（村名）}［3］董懂盹躉{～買、～賣}［5］凍棟動洞頓盾鈍囤{糧～}炖燉"
"tʰ"	"［1］通［2］同屯=囤{～積}彤飩桐{～油}瞳{～孔}童{～男}銅=［3］桶捅統［5］痛褪{往後～～（退退），不要擩到塊這兒。}"
"l"	"［1］掄［2］隆淪籠{～牀-：蒸籠}聾{～子}龍{～頭}倫{～敦}輪{～子}圇{囫～：整的，無缺損的。}［3］攏隴壟窿□{郭=～：“滾”的分音字}［5］弄論{《論語》的“論”}"
"ts"	"［1］鬃宗尊遵棕䝋钟鐘{～樓}鍾{～愛}盅{～～}中{～間}忠{～臣}衠{～肉：全是肉沒有菜}［2］重{～起：摞}蟲{～～}从-從-{～根兒/ʐʌʔ/：徹底}［3］總蹤縱{放～}冢種{～類}腫准{～許}準{～確}終［5］重{輕～}種{～植}中{射～}仲衆"
"tsʰ"	"［1］冲沖衝匆囱囪□{“中”的末一筆}皴充{～足}聰{～明}葱{～兒/ʐʌʔ/}蔥{～兒/ʐʌʔ/}春{～天}村{～兒/ʐʌʔ/}［2］蟲=叢从=從=純={～潔}存{～站}［3］寵村蠢寸［5］純{～是胡說}"
"s"	"［1］孫{～～：孫子}鬆{～開}嵩{～山}松{～木}［2］唇{豁～～：兔脣}脣{豁～～：兔脣}純-{～潔}［3］損榫笋筍聳［5］順舜送宋訟頌"
"z"	"［2］戎茸絨{～衣}［3］𣭲{～柴：小而碎的木柴}［5］潤閏"
"k"	"［1］蚣弓=躬恭翁公{～雞}工{～作}功{～勞}攻{～擊}宮{～女}供{～給}［3］拱鞏{新派}礦*{～物}汞滾［5］供{～給}共貢棍"
"kʰ"	"［1］坤{～鞋}崑{～崙}昆{～明}空{～的}［3］孔恐捆齫{啃}［5］控空{～缺}困"
"x"	"［1］昏婚烘封峰峯鋒芬葷{腥-～}轟分{～開}丰{～采}豐{～年}風{～盒：風箱。}蜂{～蜜}［2］魂弘焚墳逢宏餛{～飩}渾{～家：全家}紅{～塵=：兒女，～活：熱鬧、興旺。}洪{～水}縫{～補，～撮：大針腳縫住。}汾{～陽}虹=［3］哄{～騙}粉諷［5］混鬨{起～}奉葷{內容黃色}鳳俸縫{～～：縫兒}糞奮憤忿份"
"Ø"	"［1］翁嗡温{～水}溫{～水}瘟{～疫}［2］聞紋蚊{～子}文{～章}［3］吻刎穩［5］瓮甕問璺"
"#yŋ"	""
"tɕ"	"［1］均鈞君軍{～人}弓-{～村：地名}［2］窮-{～人}［3］菌迥窘鞏{老派}［5］俊粽糉㓋{液體凝成膠質。～住，～肉。}"
"tɕʰ"	"［2］群羣瓊窮=裙{～子}［5］□{用手將物體攏合。～住。}"
"ɕ"	"［1］薰勋勛勳兄={～長}凶兇{～惡}汹{～湧}洶{～湧}胸{～口}嗅{～煙}［2］雄旬循{～環}巡{～查}熊{～掌}荀{～子}［3］嗊{豬拱嘴}嗊?{不要往過～（往跟前擠）了}［5］訓殉遜□{～（不受歡迎的厲害）}熏燻"
"Ø"	"［1］庸［2］云雲□{面～（面煮的時間長，過軟）啦；～捱捱底（形容蔬菜因時間長變軟等）}塋=融容蓉鎔螢{～火蟲}滎{～河縣}榮-{～譽}勻={均～}［3］永泳咏詠雍擁甬勇涌湧踊［5］允用熨韵韻運暈{～開：抹開}佣傭"
"#ʌʔ"	""
"p"	"［7］八撥鉢不勃{新派}博剝駁北{～門}泊渤{新派}［8］拔鈸餑薄箔□{～趿：趿拉（鞋）}脖蔔冹{～人：涼}帛卜𡋯{麪～}跋{爬-天～地}"
"pʰ"	"［7］潑樸朴{厚～：中藥名}泡{～茶}胖-{粗，如：𠰻（那棵）樹長的實在～咧}破醭{白-～：醃菜上的白色菌落}勃-渤-仆僕扑撲撲?{真真是～着了（表示倒霉）。}［8］笸{～籃}"
"m"	"［7］摸［8］抹{～脖子、～项-：自刎}末沫没沒莫寞木目陌穆苜墨{～子：墨，傳統文房用具。}"
"t"	"［7］德得□{～老：頭}答搭沓［8］达達鐸踱躂?{再不聽說一腳就～（踢）過你的啷！}"
"tʰ"	"［7］塔榻塌溻{把衣裳也～（汗溼衣）溼啦}獺託托特脫{把帽兒～了}庹?{等～：比劃}趿{卜～：趿拉着穿鞋}拓"
"n"	"［8］捺諾納呐吶□{睡～住：夢魘}□{襖兒褲兒～（再蓋一層）到被子上}"
"l"	"［8］臘蠟辣落烙-{～鐵鐵：烙鐵}洛絡樂{快～}肋勒喇{～叭}揧{～顆：破豆粒}笿{食～：一種有橫梁、盛放食物的多層盒子，現仍用於婚喪中。}雒{姓}□{值～得：值得}"
"ts"	"［7］扎紮作則札眨這{～來大：這樣大}睫{眼～毛-：睫毛}子□{～濺：一直做，含責備義。}咱{僅見於“～們”}［8］鑿澤責閘煠{用油～}雜砸賊擇宅{王～，李～}□{用縫紉機縫。～上幾針。}"
"tsʰ"	"［7］擦察冊娶-{～媳婦子}插側測岔{～算了：算錯了}"
"s"	"［7］殺索塞色嗇□{～割：包圓兒}厮{～跟：相跟}廝{～跟：相跟}煞𢶍{搕～：垃圾}［8］鍘"
"tʂ"	"［7］折{～斷}摺{～疊}執汁哲浙秩質酌織職摘隻炙植指{手～頭}窄蔗摭{～摞：收拾}摯幟［8］轍侄直值殖={～民地}蟄{驚～}擇-{～菜}□{漂洗}宅{量詞，一～院兒}濯?{漂洗：～衣裳-，～二水}"
"tʂʰ"	"［7］徹撤綽拆赤斥尺吃喫"
"ɳ"	"［7］鑷{～子}［8］□{玩笑打鬧}"
"ʂ"	"［7］溼設虱蝨失室識式飾䜺{豆～～：破豆}適釋澀-{～巴巴底：澀}色{～兒：骰子}懾{～剋：訓斥}赤［8］涉十什拾舌實折{弄～了}食蝕殖-{骨～}石射{指猛地撲出或冒出：事辦得好好底～出塊你來。}"
"ʐ"	"［7］熱弱兒{兒尾音}［8］日若"
"k"	"［7］割葛各閣擱胳格革隔合{十～一升}蛤{～蜊}鴿圪盖{姓}蓋{姓}郭-{西～村（村名）}［8］核{～桃-}蛤{～蟆}"
"kʰ"	"［7］磕渴克{～不動：消化不動}剋{懾～：訓斥}刻客覈{審～}恰{～好}壳殼"
"ŋ"	"［7］鴨鄂}恶惡扼壓額鱷厄噩搕{～𢶍：垃圾噁{～心}［8］我{～們：除本意外，也能用與撒嬌時的自稱。}"
"x"	"［7］喝瞎郝黑赫嚇壑［8］匣轄鶴合盒核={～心}闔"
"#iʌʔ"	""
"p"	"［7］鱉憋笔筆畢必泊{梁山～}北{～京}逼百柏伯掰檗{黃～，中藥名}碧璧壁［8］别別弼白-鼻"
"pʰ"	"［7］撇匹迫拍魄劈僻辟闢"
"m"	"［8］滅篾密蜜墨默麥脉脈覓拇*{大-～指/tʂʌʔ22/頭}秘祕"
"t"	"［7］跌的{目～；代替所指的人或物：坐～；表示所屬的關係：我～}滴得去［8］碟牒蝶諜疊嫡笛敵狄迪"
"tʰ"	"［7］帖貼鐵踢剔"
"l"	"［7］略掠［8］立粒笠列烈裂劣栗慄力历歷{～史}獵曆荔捩"
