D0序	D0用字	注例	声类	清浊	韵类	摄	开合	等	韵	调类	舒入	平仄	记音	备注
3592	層		从	全浊	曾开一登	曾	开	一	登	平	舒	平		
3593	贈		从	全浊	曾开一嶝	曾	开	一	嶝	去	舒	仄		
3594	賊		从	全浊	曾开一德	曾	开	一	德	入	入	仄		
3595	僧		心	清	曾开一登	曾	开	一	登	平	舒	平		
3596	塞		心	清	曾开一德	曾	开	一	德	入	入	仄		
3597	肯		溪	次清	曾开一等	曾	开	一	等	上	舒	仄		
3598	刻	(时～)	溪	次清	曾开一德	曾	开	一	德	入	入	仄		
3599	刻	(用刀～)	溪	次清	曾开一德	曾	开	一	德	入	入	仄		
3600	克		溪	次清	曾开一德	曾	开	一	德	入	入	仄		
3601	黑		晓	清	曾开一德	曾	开	一	德	入	入	仄		
3602	恆		匣	全浊	曾开一登	曾	开	一	登	平	舒	平		
3603	冰		帮	全清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3604	逼		帮	全清	曾开三职	曾	开	三	职	入	入	仄		
3605	憑		并	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3606	匿		泥	次浊	曾开三职	曾	开	三	职	入	入	仄		
3607	陵		来	次浊	曾开三曾	曾	开	三	曾	平	舒	平		
3608	凌		来	次浊	曾开三曾	曾	开	三	曾	平	舒	平		
3609	菱		来	次浊	曾开三曾	曾	开	三	曾	平	舒	平		
3610	力		来	次浊	曾开三职	曾	开	三	职	入	入	仄		
3611	甑		精	全清	曾开三证	曾	开	三	证	去	舒	仄		
3612	卽		精	全清	曾开三职	曾	开	三	职	入	入	仄		
3613	鯽		精	全清	曾开三职	曾	开	三	职	入	入	仄		
3614	息		心	清	曾开三职	曾	开	三	职	入	入	仄		
3615	熄		心	清	曾开三职	曾	开	三	职	入	入	仄		
3616	媳		心	清	曾开三职	曾	开	三	职	入	入	仄		
3617	徵	(徵。～求，信而有～)	知	全清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3618	稙		知	全清	曾开三职	曾	开	三	职	入	入	仄		
3619	飭		彻	次清	曾开三职	曾	开	三	职	入	入	仄		
3620	澄	(蒸韵，～清)	澄	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3621	懲		澄	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3622	橙	(蒸韵，《广韵》无，见《集韵》)	澄	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3623	瞪		澄	全浊	曾开三证	曾	开	三	证	去	舒	仄		
3624	直		澄	全浊	曾开三职	曾	开	三	职	入	入	仄		
3625	値		澄	全浊	曾开三职	曾	开	三	职	入	入	仄		
3626	側		庄	全清	曾开三职	曾	开	三	职	入	入	仄		
3627	仄		庄	全清	曾开三职	曾	开	三	职	入	入	仄		
3628	測		初	次清	曾开三职	曾	开	三	职	入	入	仄		
3629	惻		初	次清	曾开三职	曾	开	三	职	入	入	仄		
3630	色		生	清	曾开三职	曾	开	三	职	入	入	仄		
3631	嗇		生	清	曾开三职	曾	开	三	职	入	入	仄		
3632	蒸		章	全清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3633	拯		章	全清	曾开三拯	曾	开	三	拯	上	舒	仄		
3634	證		章	全清	曾开三证	曾	开	三	证	去	舒	仄		
3635	症		章	全清	曾开三证	曾	开	三	证	去	舒	仄		
3636	織		章	全清	曾开三职	曾	开	三	职	入	入	仄		
3637	職		章	全清	曾开三职	曾	开	三	职	入	入	仄		
3638	稱	(～呼，～重量)	昌	次清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3639	稱	(相～)	昌	次清	曾开三证	曾	开	三	证	去	舒	仄		
3640	秤		昌	次清	曾开三证	曾	开	三	证	去	舒	仄		
3641	乘		船	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3642	繩		船	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3643	塍		船	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3644	剩		船	全浊	曾开三证	曾	开	三	证	去	舒	仄		
3645	嵊		船	全浊	曾开三证	曾	开	三	证	去	舒	仄		
3646	食		船	全浊	曾开三职	曾	开	三	职	入	入	仄		
3647	蝕		船	全浊	曾开三职	曾	开	三	职	入	入	仄		
3648	升		书	清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3649	勝	(～任)	书	清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3650	勝	(～败)	书	清	曾开三证	曾	开	三	证	去	舒	仄		
3651	識		书	清	曾开三职	曾	开	三	职	入	入	仄		
3652	式		书	清	曾开三职	曾	开	三	职	入	入	仄		
3653	飾		书	清	曾开三职	曾	开	三	职	入	入	仄		
3654	拭		书	清	曾开三职	曾	开	三	职	入	入	仄		
3655	承		禅	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3656	丞		禅	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3657	殖		禅	全浊	曾开三职	曾	开	三	职	入	入	仄		
3658	植		禅	全浊	曾开三职	曾	开	三	职	入	入	仄		
3659	仍		日	次浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3660	扔		日	次浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3661	棘		见	全清	曾开三职	曾	开	三	职	入	入	仄		
3662	極		群	全浊	曾开三职	曾	开	三	职	入	入	仄		
3663	凝	(平声，～结)	群	全浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3664	凝	(汤～成冻了)	疑	次浊	曾开三证	曾	开	三	证	去	舒	仄		
3665	興	(～旺)	晓	清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3666	興	(高～)	晓	清	曾开三证	曾	开	三	证	去	舒	仄		
3667	應	(～当，～用)	影	全清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3668	鷹		影	全清	曾开三蒸	曾	开	三	蒸	平	舒	平		
3669	應	(～对，响～)	影	全清	曾开三证	曾	开	三	证	去	舒	仄		
3670	憶		影	全清	曾开三职	曾	开	三	职	入	入	仄		
3671	億		影	全清	曾开三职	曾	开	三	职	入	入	仄		
3672	抑		影	全清	曾开三职	曾	开	三	职	入	入	仄		
3673	蠅		以	次浊	曾开三蒸	曾	开	三	蒸	平	舒	平		
3674	孕		以	次浊	曾开三证	曾	开	三	证	去	舒	仄		
3675	翼		以	次浊	曾开三职	曾	开	三	职	入	入	仄		
3676	國		见	全清	曾开一德	曾	开	一	德	入	入	仄		
3677	弘		匣	全浊	曾开一登	曾	开	一	登	平	舒	平		
3678	或		匣	全浊	曾开一德	曾	开	一	德	入	入	仄		
3679	惑		匣	全浊	曾开一德	曾	开	一	德	入	入	仄		
3680	域		云	次浊	曾开三职	曾	开	三	职	入	入	仄		
3681	百		帮	全清	梗开二陌	梗	开	二	陌	入	入	仄		
3682	柏		帮	全清	梗开二陌	梗	开	二	陌	入	入	仄		
3683	伯		帮	全清	梗开二陌	梗	开	二	陌	入	入	仄		
3684	迫		帮	全清	梗开二陌	梗	开	二	陌	入	入	仄		伯伯paʔ⁵ paʔ³
3685	烹		滂	次清	梗开二庚	梗	开	二	庚	平	舒	平		
3686	碰		滂	次清	梗开二映	梗	开	二	映	去	舒	仄		
3687	拍		滂	次清	梗开二庚	梗	开	二	庚	入	入	仄		
3688	魄		滂	次清	梗开二陌	梗	开	二	陌	入	入	仄		
3689	珀		滂	次清	梗开二陌	梗	开	二	陌	入	入	仄		
3690	粕		滂	次清	梗开二陌	梗	开	二	陌	入	入	仄		
3691	彭		并	全浊	梗开二庚	梗	开	二	庚	平	舒	平		
3692	膨		并	全浊	梗开二庚	梗	开	二	庚	平	舒	平		
3693	白		并	全浊	梗开二陌	梗	开	二	陌	入	入	仄		
3694	帛		并	全浊	梗开二陌	梗	开	二	陌	入	入	仄		
3695	盲		明	次浊	梗开二庚	梗	开	二	庚	平	舒	平		
3696	虻		明	次浊	梗开二庚	梗	开	二	庚	平	舒	平		
3697	猛		明	次浊	梗开二梗	梗	开	二	梗	上	舒	仄		
3698	蜢		明	次浊	梗开二梗	梗	开	二	梗	上	舒	仄		
3699	孟		明	次浊	梗开二映	梗	开	二	映	去	舒	仄		
3700	𢫦		明	次浊	梗开二陌	梗	开	二	陌	入	入	仄		
3701	陌		明	次浊	梗开二陌	梗	开	二	陌	入	入	仄		
3702	打		端	全清	梗开二梗	梗	开	二	梗	上	舒	仄		
3703	冷		来	次浊	梗开二梗	梗	开	二	梗	上	舒	仄		
3704	撐	(支～)	彻	次清	梗开二庚	梗	开	二	庚	平	舒	平		
3705	牚	(斜柱，椅子～)	彻	次清	梗开二映	梗	开	二	映	去	舒	仄		
3706	拆		彻	次清	梗开二陌	梗	开	二	陌	入	入	仄		
3707	㿭		彻	次清	梗开二陌	梗	开	二	陌	入	入	仄		
3708	坼		彻	次清	梗开二陌	梗	开	二	陌	入	入	仄		
3709	澄	(庚韵，～清)	澄	全浊	梗开二庚	梗	开	二	庚	平	舒	平		
3710	鋥		澄	全浊	梗开二映	梗	开	二	映	去	舒	仄		
3711	䂻		澄	全浊	梗开二映	梗	开	二	映	去	舒	仄		
3712	澤		澄	全浊	梗开二庚	梗	开	二	庚	入	入	仄		
3713	擇		澄	全浊	梗开二陌	梗	开	二	陌	入	入	仄		
3714	宅		澄	全浊	梗开二陌	梗	开	二	陌	入	入	仄		
3715	窄		庄	全清	梗开二陌	梗	开	二	陌	入	入	仄		
3716	鐺		初	次清	梗开二庚	梗	开	二	庚	平	舒	平		
3717	䜺		初	次清	梗开二陌	梗	开	二	陌	入	入	仄		
3718	生		生	清	梗开二庚	梗	开	二	庚	平	舒	平		
3719	牲		生	清	梗开二庚	梗	开	二	庚	平	舒	平		
3720	笙		生	清	梗开二庚	梗	开	二	庚	平	舒	平		
3721	甥		生	清	梗开二庚	梗	开	二	庚	平	舒	平		
3722	省	(～长)	生	清	梗开二梗	梗	开	二	梗	上	舒	仄		
3723	省	(节～)	生	清	梗开二梗	梗	开	二	梗	上	舒	仄		
3724	眚		生	清	梗开二梗	梗	开	二	梗	上	舒	仄		
3725	更	(三～，打～)	见	全清	梗开二庚	梗	开	二	庚	平	舒	平		
3726	粳		见	全清	梗开二庚	梗	开	二	庚	平	舒	平		
3727	庚		见	全清	梗开二庚	梗	开	二	庚	平	舒	平		
3728	羹		见	全清	梗开二庚	梗	开	二	庚	平	舒	平		
3729	哽		见	全清	梗开二梗	梗	开	二	梗	上	舒	仄		
3730	埂		见	全清	梗开二梗	梗	开	二	梗	上	舒	仄		
3731	梗		见	全清	梗开二梗	梗	开	二	梗	上	舒	仄		
3732	更	(～加)	见	全清	梗开二映	梗	开	二	映	去	舒	仄		
3733	格		见	全清	梗开二陌	梗	开	二	陌	入	入	仄		
3734	骼		见	全清	梗开二陌	梗	开	二	陌	入	入	仄		
3735	坑		溪	次清	梗开二庚	梗	开	二	庚	平	舒	平		
3736	客		溪	次清	梗开二陌	梗	开	二	陌	入	入	仄		
3737	硬		疑	次浊	梗开二映	梗	开	二	映	去	舒	仄		
3738	額		疑	次浊	梗开二陌	梗	开	二	陌	入	入	仄		
3739	亨		晓	清	梗开二庚	梗	开	二	庚	平	舒	平		
3740	哼		晓	清	梗开二庚	梗	开	二	庚	平	舒	平		
3741	赫		晓	清	梗开二陌	梗	开	二	陌	入	入	仄		
3742	嚇	(恐～)	晓	清	梗开二陌	梗	开	二	陌	入	入	仄		
3743	行	(～为)	晓	清	梗开二庚	梗	开	二	庚	平	舒	平		
3744	衡		匣	全浊	梗开二庚	梗	开	二	庚	平	舒	平		
3745	杏		匣	全浊	梗开二梗	梗	开	二	梗	上	舒	仄		
3746	行	(品～)	匣	全浊	梗开二映	梗	开	二	映	去	舒	仄		
3747	繃		帮	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3748	浜		帮	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3749	迸		帮	全清	梗开二诤	梗	开	二	诤	去	舒	仄		
3750	擘		帮	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3751	檗		帮	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3752	棚		滂	次清	梗开二耕	梗	开	二	耕	平	舒	平		
3753	蚌	(～埠)	并	全浊	梗开二耿	梗	开	二	耿	上	舒	仄		
3754	萌		明	次浊	梗开二耕	梗	开	二	耕	平	舒	平		
3755	氓		明	次浊	梗开二耕	梗	开	二	耕	平	舒	平		
3756	麥		明	次浊	梗开二麦	梗	开	二	麦	入	入	仄		
3757	脈		明	次浊	梗开二麦	梗	开	二	麦	入	入	仄		
3758	摘		知	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3759	橙	(耕韵，～子)	澄	全浊	梗开二耕	梗	开	二	耕	平	舒	平		
3760	爭		庄	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3761	箏		庄	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3762	睜		庄	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3763	踭		庄	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3764	責		庄	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3765	策		初	次清	梗开二麦	梗	开	二	麦	入	入	仄		
3766	册		初	次清	梗开二麦	梗	开	二	麦	入	入	仄		
3767	栅		初	次清	梗开二麦	梗	开	二	麦	入	入	仄		
3768	耕		见	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3769	耿		见	全清	梗开二耿	梗	开	二	耿	上	舒	仄		
3770	革		见	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3771	隔		见	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3772	嗝		见	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3773	莖		匣	全浊	梗开二耕	梗	开	二	耕	平	舒	平		
3774	幸		匣	全浊	梗开二耿	梗	开	二	耿	上	舒	仄		
3775	核	(麦韵，审～)	匣	全浊	梗开二麦	梗	开	二	麦	入	入	仄		
3776	核	(麦韵，果子～)	匣	全浊	梗开二麦	梗	开	二	麦	入	入	仄		
3777	鶯		影	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3778	鸚		影	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3779	櫻		影	全清	梗开二耕	梗	开	二	耕	平	舒	平		
3780	扼		影	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3781	軛		影	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3782	厄		影	全清	梗开二麦	梗	开	二	麦	入	入	仄		
3783	兵		帮	全清	梗开三庚	梗	开	三	庚	平	舒	平		
3784	丙		帮	全清	梗开三梗	梗	开	三	梗	上	舒	仄		
3785	秉		帮	全清	梗开三梗	梗	开	三	梗	上	舒	仄		
3786	炳		帮	全清	梗开三梗	梗	开	三	梗	上	舒	仄		
3787	柄		帮	全清	梗开三映	梗	开	三	映	去	舒	仄		
3788	碧		帮	全清	梗开三陌	梗	开	三	陌	入	入	仄		
3789	平		并	全浊	梗开三庚	梗	开	三	庚	平	舒	平		
3790	坪		并	全浊	梗开三庚	梗	开	三	庚	平	舒	平		
3791	評		并	全浊	梗开三庚	梗	开	三	庚	平	舒	平		
3792	病		并	全浊	梗开三映	梗	开	三	映	去	舒	仄		
3793	鳴		明	次浊	梗开三庚	梗	开	三	庚	平	舒	平		
3794	明		明	次浊	梗开三庚	梗	开	三	庚	平	舒	平		
3795	盟		明	次浊	梗开三庚	梗	开	三	庚	平	舒	平		
3796	皿		明	次浊	梗开三梗	梗	开	三	梗	上	舒	仄		
3797	命		明	次浊	梗开三映	梗	开	三	映	去	舒	仄		
3798	京		见	全清	梗开三庚	梗	开	三	庚	平	舒	平		
3799	荆		见	全清	梗开三庚	梗	开	三	庚	平	舒	平		
3800	驚		见	全清	梗开三庚	梗	开	三	庚	平	舒	平		
3801	境		见	全清	梗开三梗	梗	开	三	梗	上	舒	仄		
3802	景		见	全清	梗开三梗	梗	开	三	梗	上	舒	仄		
3803	警		见	全清	梗开三梗	梗	开	三	梗	上	舒	仄		
3804	敬		见	全清	梗开三映	梗	开	三	映	去	舒	仄		
3805	竟		见	全清	梗开三映	梗	开	三	映	去	舒	仄		
3806	鏡		见	全清	梗开三映	梗	开	三	映	去	舒	仄		
3807	戟		见	全清	梗开三陌	梗	开	三	陌	入	入	仄		
3808	卿		溪	次清	梗开三庚	梗	开	三	庚	平	舒	平		
3809	慶		溪	次清	梗开三映	梗	开	三	映	去	舒	仄		
3810	隙		溪	次清	梗开三映	梗	开	三	映	去	舒	仄		
3811	擎		群	全浊	梗开三庚	梗	开	三	庚	平	舒	平		
3812	鯨		群	全浊	梗开三庚	梗	开	三	庚	平	舒	平		
3813	競		群	全浊	梗开三映	梗	开	三	映	去	舒	仄		
3814	劇	(～烈)	群	全浊	梗开三陌	梗	开	三	陌	入	入	仄		
3815	劇	(戏～)	群	全浊	梗开三陌	梗	开	三	陌	入	入	仄		
3816	屐		溪	次清	梗开三陌	梗	开	三	陌	入	入	仄		
3817	迎		疑	次浊	梗开三庚	梗	开	三	庚	平	舒	平		
3818	逆		疑	次浊	梗开三陌	梗	开	三	陌	入	入	仄		
3819	英		影	全清	梗开三庚	梗	开	三	庚	平	舒	平		
3820	影		影	全清	梗开三梗	梗	开	三	梗	上	舒	仄		
3821	映		影	全清	梗开三映	梗	开	三	映	去	舒	仄		
3822	餅		帮	全清	梗开三静	梗	开	三	静	上	舒	仄		
3823	倂	(倂。合～)	并	全浊	梗开四迥	梗	开	四	迥	上	舒	仄		
3824	璧		帮	全清	梗开三昔	梗	开	三	昔	入	入	仄		
3825	聘		滂	次清	梗开三劲	梗	开	三	劲	去	舒	仄		
3826	僻		滂	次清	梗开三昔	梗	开	三	昔	入	入	仄		
3827	癖		滂	次清	梗开三昔	梗	开	三	昔	入	入	仄		
3828	闢		并	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3829	名		明	次浊	梗开三清	梗	开	三	清	平	舒	平		
3830	領		来	次浊	梗开三静	梗	开	三	静	上	舒	仄		
3831	嶺		来	次浊	梗开三静	梗	开	三	静	上	舒	仄		
3832	令		来	次浊	梗开三劲	梗	开	三	劲	去	舒	仄		
3833	精		精	全清	梗开三清	梗	开	三	清	平	舒	平		
3834	晶		精	全清	梗开三清	梗	开	三	清	平	舒	平		
3835	睛		精	全清	梗开三清	梗	开	三	清	平	舒	平		
3836	井		精	全清	梗开三静	梗	开	三	静	上	舒	仄		
3837	積		精	全清	梗开三昔	梗	开	三	昔	入	入	仄		
3838	跡		精	全清	梗开三昔	梗	开	三	昔	入	入	仄		
3839	脊		精	全清	梗开三昔	梗	开	三	昔	入	入	仄		
3840	清		清	次清	梗开三清	梗	开	三	清	平	舒	平		
3841	請		清	次清	梗开三静	梗	开	三	静	上	舒	仄		
3842	情		从	全浊	梗开三清	梗	开	三	清	平	舒	平		
3843	晴		从	全浊	梗开三清	梗	开	三	清	平	舒	平		
3844	䝼		从	全浊	梗开三清	梗	开	三	清	平	舒	平		
3845	靜		从	全浊	梗开三静	梗	开	三	静	上	舒	仄		
3846	靖		从	全浊	梗开三静	梗	开	三	静	上	舒	仄		
3847	淨		从	全浊	梗开三劲	梗	开	三	劲	去	舒	仄		
3848	籍		从	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3849	藉	(狼～)	从	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3850	省	(反～)	心	清	梗开三静	梗	开	三	静	上	舒	仄		
3851	性		心	清	梗开三劲	梗	开	三	劲	去	舒	仄		
3852	姓		心	清	梗开三劲	梗	开	三	劲	去	舒	仄		
3853	惜		心	清	梗开三昔	梗	开	三	昔	入	入	仄		
3854	昔		心	清	梗开三昔	梗	开	三	昔	入	入	仄		
3855	席		邪	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3856	夕		邪	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3857	貞		知	全清	梗开三清	梗	开	三	清	平	舒	平		
3858	禎		知	全清	梗开三清	梗	开	三	清	平	舒	平		
3859	蟶		彻	次清	梗开三清	梗	开	三	清	平	舒	平		
3860	偵		彻	次清	梗开三清	梗	开	三	清	平	舒	平		
3861	逞		彻	次清	梗开三静	梗	开	三	静	上	舒	仄		
3862	呈		澄	全浊	梗开三清	梗	开	三	清	平	舒	平		
3863	程		澄	全浊	梗开三清	梗	开	三	清	平	舒	平		
3864	埕		澄	全浊	梗开三清	梗	开	三	清	平	舒	平		
3865	鄭		澄	全浊	梗开三劲	梗	开	三	劲	去	舒	仄		
3866	擲		澄	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3867	正	(～月)	章	全清	梗开三清	梗	开	三	清	平	舒	平		
3868	征	(长～)	章	全清	梗开三清	梗	开	三	清	平	舒	平		
3869	整		章	全清	梗开三静	梗	开	三	静	上	舒	仄		
3870	正	(～反)	章	全清	梗开三劲	梗	开	三	劲	去	舒	仄		
3871	政		章	全清	梗开三劲	梗	开	三	劲	去	舒	仄		
3872	隻	(隻。～身)	章	全清	梗开三昔	梗	开	三	昔	入	入	仄		
3873	炙		章	全清	梗开三昔	梗	开	三	昔	入	入	仄		
3874	赤		昌	次清	梗开三昔	梗	开	三	昔	入	入	仄		
3875	斥		昌	次清	梗开三昔	梗	开	三	昔	入	入	仄		
3876	尺		昌	次清	梗开三昔	梗	开	三	昔	入	入	仄		
3877	射	(昔韵)	船	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3878	聲		生	清	梗开三清	梗	开	三	清	平	舒	平		
3879	聖		生	清	梗开三劲	梗	开	三	劲	去	舒	仄		
3880	適		生	清	梗开三昔	梗	开	三	昔	入	入	仄		
3881	釋		生	清	梗开三昔	梗	开	三	昔	入	入	仄		
3882	成		禅	全浊	梗开三清	梗	开	三	清	平	舒	平		
3883	城		禅	全浊	梗开三清	梗	开	三	清	平	舒	平		
3884	誠		禅	全浊	梗开三清	梗	开	三	清	平	舒	平		
3885	盛	(～满了)	禅	全浊	梗开三清	梗	开	三	清	平	舒	平		
3886	盛	(兴～)	禅	全浊	梗开三劲	梗	开	三	劲	去	舒	仄		
3887	石		禅	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3888	碩		禅	全浊	梗开三昔	梗	开	三	昔	入	入	仄		
3889	頸		见	全清	梗开三静	梗	开	三	静	上	舒	仄		
3890	勁	(～敌)	见	全清	梗开三劲	梗	开	三	劲	去	舒	仄		
3891	輕		溪	次清	梗开三清	梗	开	三	清	平	舒	平		
3892	嬰		影	全清	梗开三清	梗	开	三	清	平	舒	平		
3893	纓		影	全清	梗开三清	梗	开	三	清	平	舒	平		
3894	益		影	全清	梗开三昔	梗	开	三	昔	入	入	仄		
3895	溢		影	全清	梗开三昔	梗	开	三	昔	入	入	仄		
3896	盈		以	次浊	梗开三清	梗	开	三	清	平	舒	平		
3897	贏		以	次浊	梗开三清	梗	开	三	清	平	舒	平		
3898	亦		以	次浊	梗开三昔	梗	开	三	昔	入	入	仄		
3899	譯		以	次浊	梗开三昔	梗	开	三	昔	入	入	仄		
3900	易	(交～)	以	次浊	梗开三昔	梗	开	三	昔	入	入	仄		
3901	液		以	次浊	梗开三昔	梗	开	三	昔	入	入	仄		
3902	腋		以	次浊	梗开三昔	梗	开	三	昔	入	入	仄		
3903	壁		帮	全清	梗开四锡	梗	开	四	锡	入	入	仄		
