D0序	D0用字	注例	声类	清浊	韵类	摄	开合	等	韵	调类	舒入	平仄	记音	备注
3215	酪		来	次浊	宕开一铎	宕	开	一	铎	入	入	仄		
3216	洛		来	次浊	宕开一铎	宕	开	一	铎	入	入	仄		
3217	絡		来	次浊	宕开一铎	宕	开	一	铎	入	入	仄		
3218	樂	(快～)	来	次浊	宕开一铎	宕	开	一	铎	入	入	仄		
3219	贓		精	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3220	髒	(髒。～衣服)	精	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3221	葬		精	全清	宕开一宕	宕	开	一	宕	去	舒	仄		
3222	作		精	全清	宕开一铎	宕	开	一	铎	入	入	仄		
3223	倉		清	次清	宕开一唐	宕	开	一	唐	平	舒	平		
3224	蒼		清	次清	宕开一唐	宕	开	一	唐	平	舒	平		
3225	艙		清	次清	宕开一唐	宕	开	一	唐	平	舒	平		
3226	滄		清	次清	宕开一唐	宕	开	一	唐	平	舒	平		
3227	錯	(～杂)	清	次清	宕开一铎	宕	开	一	铎	入	入	仄		
3228	藏	(隐～)	从	全浊	宕开一唐	宕	开	一	唐	平	舒	平		
3229	藏	(西～)	从	全浊	宕开一宕	宕	开	一	宕	去	舒	仄		
3230	臟	(臓。心～)	从	全浊	宕开一宕	宕	开	一	宕	去	舒	仄		
3231	鑿		从	全浊	宕开一铎	宕	开	一	铎	入	入	仄		
3232	昨		从	全浊	宕开一铎	宕	开	一	铎	入	入	仄		
3233	柞		从	全浊	宕开一铎	宕	开	一	铎	入	入	仄		
3234	桑		心	清	宕开一唐	宕	开	一	唐	平	舒	平		
3235	喪	(婚～)	心	清	宕开一唐	宕	开	一	唐	平	舒	平		
3236	磉		心	清	宕开一荡	宕	开	一	荡	上	舒	仄		
3237	嗓		心	清	宕开一荡	宕	开	一	荡	上	舒	仄		
3238	搡		心	清	宕开一荡	宕	开	一	荡	上	舒	仄		
3239	喪	(～失)	心	清	宕开一宕	宕	开	一	宕	去	舒	仄		
3240	索		心	清	宕开一铎	宕	开	一	铎	入	入	仄		
3241	岡		见	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3242	崗		见	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3243	剛		见	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3244	綱		见	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3245	鋼	(平声，～铁)	见	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3246	缸		见	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3247	鋼	(去声，～刀布)	见	全清	宕开一宕	宕	开	一	宕	去	舒	仄		
3248	各		见	全清	宕开一铎	宕	开	一	铎	入	入	仄		
3249	閣		见	全清	宕开一铎	宕	开	一	铎	入	入	仄		
3250	擱		见	全清	宕开一铎	宕	开	一	铎	入	入	仄		
3251	胳		见	全清	宕开一铎	宕	开	一	铎	入	入	仄		
3252	康		溪	次清	宕开一唐	宕	开	一	唐	平	舒	平		
3253	糠		溪	次清	宕开一唐	宕	开	一	唐	平	舒	平		
3254	慷		溪	次清	宕开一荡	宕	开	一	荡	上	舒	仄		
3255	抗		溪	次清	宕开一宕	宕	开	一	宕	去	舒	仄		
3256	炕		溪	次清	宕开一宕	宕	开	一	宕	去	舒	仄		
3257	囥		溪	次清	宕开一宕	宕	开	一	宕	去	舒	仄		
3258	昂		疑	次浊	宕开一唐	宕	开	一	唐	平	舒	平		
3259	鄂		疑	次浊	宕开一铎	宕	开	一	铎	入	入	仄		
3260	鱷		疑	次浊	宕开一铎	宕	开	一	铎	入	入	仄		
3261	齶		疑	次浊	宕开一铎	宕	开	一	铎	入	入	仄		
3262	愕		疑	次浊	宕开一铎	宕	开	一	铎	入	入	仄		
3263	郝		晓	清	宕开一铎	宕	开	一	铎	入	入	仄		
3264	蠚		晓	清	宕开一铎	宕	开	一	铎	入	入	仄		
3265	壑		晓	清	宕开一铎	宕	开	一	铎	入	入	仄		
3266	行	(～列，银～)	匣	全浊	宕开一唐	宕	开	一	唐	平	舒	平		
3267	航		匣	全浊	宕开一唐	宕	开	一	唐	平	舒	平		
3268	杭		匣	全浊	宕开一唐	宕	开	一	唐	平	舒	平		
3269	笐		匣	全浊	宕开一唐	宕	开	一	唐	平	舒	平		
3270	鶴		匣	全浊	宕开一铎	宕	开	一	铎	入	入	仄		
3271	骯		影	全清	宕开一唐	宕	开	一	唐	平	舒	平		
3272	惡	(形容词，善～)	影	全清	宕开一铎	宕	开	一	铎	入	入	仄		
3273	娘		泥	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3274	釀		泥	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3275	良		来	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3276	涼		来	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3277	量	(～长短)	来	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3278	糧		来	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3279	梁		来	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3280	粱		来	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3281	兩	(～个)	来	次浊	宕开三养	宕	开	三	养	上	舒	仄		
3282	兩	(几～几钱)	来	次浊	宕开三养	宕	开	三	养	上	舒	仄		
3283	亮		来	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3284	諒		来	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3285	輛		来	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3286	量	(数～)	来	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3287	晾		来	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3288	略		来	次浊	宕开三药	宕	开	三	药	入	入	仄		
3289	掠		来	次浊	宕开三药	宕	开	三	药	入	入	仄		
3290	將	(～来)	精	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3291	漿		精	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3292	蔣		精	全清	宕开三养	宕	开	三	养	上	舒	仄		
3293	獎		精	全清	宕开三养	宕	开	三	养	上	舒	仄		
3294	槳		精	全清	宕开三养	宕	开	三	养	上	舒	仄		
3295	醬		精	全清	宕开三漾	宕	开	三	漾	去	舒	仄		
3296	將	(大～)	精	全清	宕开三漾	宕	开	三	漾	去	舒	仄		
3297	爵		精	全清	宕开三药	宕	开	三	药	入	入	仄		
3298	雀		精	全清	宕开三药	宕	开	三	药	入	入	仄		
3299	槍		清	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3300	搶		清	次清	宕开三养	宕	开	三	养	上	舒	仄		
3301	嗆		清	次清	宕开三漾	宕	开	三	漾	去	舒	仄		
3302	鵲		精	全清	宕开三药	宕	开	三	药	入	入	仄		
3303	牆		从	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3304	薔		从	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3305	匠		从	全浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3306	嚼		从	全浊	宕开三药	宕	开	三	药	入	入	仄		
3307	相	(互～)	心	清	宕开三阳	宕	开	三	阳	平	舒	平		
3308	箱		心	清	宕开三阳	宕	开	三	阳	平	舒	平		
3309	廂		心	清	宕开三阳	宕	开	三	阳	平	舒	平		
3310	湘		心	清	宕开三阳	宕	开	三	阳	平	舒	平		
3311	襄		心	清	宕开三阳	宕	开	三	阳	平	舒	平		
3312	鑲		心	清	宕开三阳	宕	开	三	阳	平	舒	平		
3313	想		心	清	宕开三养	宕	开	三	养	上	舒	仄		
3314	鯗		心	清	宕开三养	宕	开	三	养	上	舒	仄		
3315	相	(～貌)	心	清	宕开三漾	宕	开	三	漾	去	舒	仄		
3316	削		心	清	宕开三药	宕	开	三	药	入	入	仄		
3317	詳		邪	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3318	祥		邪	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3319	翔		邪	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3320	象		邪	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3321	像		邪	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3322	橡		邪	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3323	蟓		邪	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3324	張	(量词，一～纸)	知	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3325	長	(生～)	知	全清	宕开三养	宕	开	三	养	上	舒	仄		
3326	漲		知	全清	宕开三养	宕	开	三	养	上	舒	仄		
3327	帳		知	全清	宕开三漾	宕	开	三	漾	去	舒	仄		
3328	賬		知	全清	宕开三漾	宕	开	三	漾	去	舒	仄		
3329	脹		知	全清	宕开三漾	宕	开	三	漾	去	舒	仄		
3330	着	(～衣)	知	全清	宕开三药	宕	开	三	药	入	入	仄		
3331	暢		彻	次清	宕开三漾	宕	开	三	漾	去	舒	仄		
3332	悵		彻	次清	宕开三漾	宕	开	三	漾	去	舒	仄		
3333	長	(～短)	澄	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3334	腸		澄	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3335	場		澄	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3336	丈		澄	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3337	仗		澄	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3338	杖		澄	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3339	着	(睡～，附～)	澄	全浊	宕开三药	宕	开	三	药	入	入	仄		
3340	莊		庄	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3341	裝		庄	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3342	壯		庄	全清	宕开三漾	宕	开	三	漾	去	舒	仄		
3343	瘡		初	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3344	闖		初	次清	宕开三养	宕	开	三	养	上	舒	仄		
3345	創		初	次清	宕开三漾	宕	开	三	漾	去	舒	仄		
3346	牀		崇	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3347	狀		崇	全浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3348	霜		生	清	宕开三阳	宕	开	三	阳	平	舒	平		
3349	孀		生	清	宕开三阳	宕	开	三	阳	平	舒	平		
3350	爽		生	清	宕开三养	宕	开	三	养	上	舒	仄		
3351	章		章	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3352	樟		章	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3353	蟑		章	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3354	彰		章	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3355	獐		章	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3356	漳		章	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3357	掌		章	全清	宕开三养	宕	开	三	养	上	舒	仄		
3358	障		章	全清	宕开三漾	宕	开	三	漾	去	舒	仄		
3359	瘴		章	全清	宕开三漾	宕	开	三	漾	去	舒	仄		
3360	酌		章	全清	宕开三药	宕	开	三	药	入	入	仄		
3361	斫		章	全清	宕开三药	宕	开	三	药	入	入	仄		
3362	昌		昌	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3363	菖		昌	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3364	娼		昌	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3365	鯧		昌	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3366	猖		昌	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3367	敞		昌	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3368	廠		昌	次清	宕开三养	宕	开	三	养	上	舒	仄		
3369	唱		昌	次清	宕开三漾	宕	开	三	漾	去	舒	仄		
3370	倡		昌	次清	宕开三漾	宕	开	三	漾	去	舒	仄		
3371	綽		昌	次清	宕开三药	宕	开	三	药	入	入	仄		
3372	㪕	(～起棍子)	昌	次清	宕开三药	宕	开	三	药	入	入	仄		
3373	焯		昌	次清	宕开三药	宕	开	三	药	入	入	仄		
3374	商		书	清	宕开三阳	宕	开	三	阳	平	舒	平		
3375	傷		书	清	宕开三阳	宕	开	三	阳	平	舒	平		
3376	賞		书	清	宕开三养	宕	开	三	养	上	舒	仄		
3377	晌		书	清	宕开三养	宕	开	三	养	上	舒	仄		
3378	餉		书	清	宕开三漾	宕	开	三	漾	去	舒	仄		
3379	常		禅	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3380	嘗		禅	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3381	裳		禅	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3382	償		禅	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3383	嫦		禅	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3384	上	(～山)	禅	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3385	尚		禅	全浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3386	上	(～面)	禅	全浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3387	勺		禅	全浊	宕开三药	宕	开	三	药	入	入	仄		
3388	芍		禅	全浊	宕开三药	宕	开	三	药	入	入	仄		
3389	瓤		日	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3390	穰		日	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3391	壤		日	次浊	宕开三养	宕	开	三	养	上	舒	仄		
3392	攘		日	次浊	宕开三养	宕	开	三	养	上	舒	仄		
3393	嚷		日	次浊	宕开三养	宕	开	三	养	上	舒	仄		
3394	讓		日	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3395	若		日	次浊	宕开三药	宕	开	三	药	入	入	仄		
3396	箬		日	次浊	宕开三药	宕	开	三	药	入	入	仄		
3397	弱		日	次浊	宕开三药	宕	开	三	药	入	入	仄		
3398	疆		见	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3399	僵		见	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3400	薑	(薑。葱～)	见	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3401	礓		见	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3402	繮		见	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3403	姜	(姓)	见	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3404	脚		见	全清	宕开三药	宕	开	三	药	入	入	仄		
3405	羌		溪	次清	宕开三阳	宕	开	三	阳	平	舒	平		
3406	卻		溪	次清	宕开三药	宕	开	三	药	入	入	仄		
3407	強	(～弱)	群	全浊	宕开三阳	宕	开	三	阳	平	舒	平		
3408	強	(勉～，倔～)	群	全浊	宕开三养	宕	开	三	养	上	舒	仄		
3409	仰		疑	次浊	宕开三养	宕	开	三	养	上	舒	仄		
3410	虐		疑	次浊	宕开三药	宕	开	三	药	入	入	仄		
3411	瘧		疑	次浊	宕开三药	宕	开	三	药	入	入	仄		
3412	香		晓	清	宕开三阳	宕	开	三	阳	平	舒	平		
3413	鄉		晓	清	宕开三阳	宕	开	三	阳	平	舒	平		
3414	享		晓	清	宕开三养	宕	开	三	养	上	舒	仄		
3415	響		晓	清	宕开三养	宕	开	三	养	上	舒	仄		
3416	向		晓	清	宕开三漾	宕	开	三	漾	去	舒	仄		
3417	央		影	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3418	秧		影	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3419	鴦		影	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3420	殃		影	全清	宕开三阳	宕	开	三	阳	平	舒	平		
3421	約		影	全清	宕开三药	宕	开	三	药	入	入	仄		
3422	羊		以	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3423	洋		以	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3424	烊		以	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3425	楊		以	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3426	陽		以	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3427	揚		以	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3428	瘍		以	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3429	蛘		以	次浊	宕开三阳	宕	开	三	阳	平	舒	平		
3430	養		以	次浊	宕开三养	宕	开	三	养	上	舒	仄		
3431	癢		以	次浊	宕开三养	宕	开	三	养	上	舒	仄		
3432	樣		以	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3433	漾		以	次浊	宕开三漾	宕	开	三	漾	去	舒	仄		
3434	藥		以	次浊	宕开三药	宕	开	三	药	入	入	仄		
3435	鑰		以	次浊	宕开三药	宕	开	三	药	入	入	仄		
3436	躍		以	次浊	宕开三药	宕	开	三	药	入	入	仄		
3437	光	(～线)	见	全清	宕合一唐	宕	合	一	唐	平	舒	平		
3438	廣		见	全清	宕合一荡	宕	合	一	荡	上	舒	仄		
3439	桄		见	全清	宕合一宕	宕	合	一	宕	去	舒	仄		
3440	郭		见	全清	宕合一铎	宕	合	一	铎	入	入	仄		
3441	曠		溪	次清	宕合三宕	宕	合	三	宕	去	舒	仄		
3442	壙		溪	次清	宕合三宕	宕	合	三	宕	去	舒	仄		
3443	廓		溪	全清	宕合一铎	宕	合	一	铎	入	入	仄		
3444	擴		溪	全清	宕合一铎	宕	合	一	铎	入	入	仄		
3445	荒		晓	清	宕合一唐	宕	合	一	唐	平	舒	平		
3446	慌		晓	清	宕合一唐	宕	合	一	唐	平	舒	平		
3447	謊		晓	清	宕合一荡	宕	合	一	荡	上	舒	仄		
3448	霍		晓	清	宕合一铎	宕	合	一	铎	入	入	仄		
3449	藿		晓	清	宕合一铎	宕	合	一	铎	入	入	仄		
3450	劐		晓	清	宕合一铎	宕	合	一	铎	入	入	仄		
3451	黃		匣	全浊	宕合一唐	宕	合	一	唐	平	舒	平		
3452	簧		匣	全浊	宕合一唐	宕	合	一	唐	平	舒	平		
3453	皇		匣	全浊	宕合一唐	宕	合	一	唐	平	舒	平		
3454	蝗		匣	全浊	宕合一唐	宕	合	一	唐	平	舒	平		
3455	蟥		匣	全浊	宕合一唐	宕	合	一	唐	平	舒	平		
3456	凰		匣	全浊	宕合一唐	宕	合	一	唐	平	舒	平		
3457	惶		匣	全浊	宕合一唐	宕	合	一	唐	平	舒	平		
3458	晃		匣	全浊	宕合一荡	宕	合	一	荡	上	舒	仄		
3459	鑊		匣	全浊	宕合一铎	宕	合	一	铎	入	入	仄		
3460	獲		匣	全浊	宕合一铎	宕	合	一	铎	入	入	仄		
3461	汪		影	全清	宕合一唐	宕	合	一	唐	平	舒	平		
3462	蠖		影	全清	宕合一铎	宕	合	一	铎	入	入	仄		
3463	方		非	全清	宕合三阳	宕	合	三	阳	平	舒	平		
3464	肪		非	全清	宕合三阳	宕	合	三	阳	平	舒	平		
3465	坊		非	全清	宕合三阳	宕	合	三	阳	平	舒	平		
3466	倣	(倣。效～，～造)	非	全清	宕合三养	宕	合	三	养	上	舒	仄		
3467	放		非	全清	宕合三漾	宕	合	三	漾	去	舒	仄		
3468	芳		敷	次清	宕合三阳	宕	合	三	阳	平	舒	平		
3469	妨		敷	次清	宕合三阳	宕	合	三	阳	平	舒	平		
3470	紡		敷	次清	宕合三养	宕	合	三	养	上	舒	仄		
3471	仿	(相～)	敷	次清	宕合三养	宕	合	三	养	上	舒	仄		
3472	彷	(彷。～佛)	敷	次清	宕合三养	宕	合	三	养	上	舒	仄		
3473	訪		敷	次清	宕合三漾	宕	合	三	漾	去	舒	仄		
3474	房		奉	全浊	宕合三阳	宕	合	三	阳	平	舒	平		
3475	防		奉	全浊	宕合三阳	宕	合	三	阳	平	舒	平		
3476	縛		奉	全浊	宕合三药	宕	合	三	药	入	入	仄		
3477	亡		微	次浊	宕合三阳	宕	合	三	阳	平	舒	平		
3478	芒	(麦～儿)	微	次浊	宕合三阳	宕	合	三	阳	平	舒	平		
3479	網		微	次浊	宕合三养	宕	合	三	养	上	舒	仄		
3480	輞		微	次浊	宕合三养	宕	合	三	养	上	舒	仄		
3481	忘		微	次浊	宕合三漾	宕	合	三	漾	去	舒	仄		
3482	妄		微	次浊	宕合三漾	宕	合	三	漾	去	舒	仄		
3483	望		微	次浊	宕合三漾	宕	合	三	漾	去	舒	仄		
3484	逛		见	全清	宕合三漾	宕	合	三	漾	去	舒	仄		
3485	钁		见	全清	宕合三药	宕	合	三	药	入	入	仄		
3486	攫		见	全清	宕合三药	宕	合	三	药	入	入	仄		
3487	匡		溪	次清	宕合三阳	宕	合	三	阳	平	舒	平		
3488	筐		溪	次清	宕合三阳	宕	合	三	阳	平	舒	平		
3489	眶		溪	次清	宕合三阳	宕	合	三	阳	平	舒	平		
3490	框		溪	次清	宕合三阳	宕	合	三	阳	平	舒	平		
3491	狂		群	全浊	宕合三阳	宕	合	三	阳	平	舒	平		
3492	況		晓	清	宕合三漾	宕	合	三	漾	去	舒	仄		
3493	枉		影	全清	宕合三养	宕	合	三	养	上	舒	仄		
3494	王		云	次浊	宕合三阳	宕	合	三	阳	平	舒	平		
3495	往		云	次浊	宕合三养	宕	合	三	养	上	舒	仄		
3496	旺		云	次浊	宕合三漾	宕	合	三	漾	去	舒	仄		
3497	籰		云	次浊	宕合三药	宕	合	三	药	入	入	仄		
3498	邦		帮	全清	江开二江	江	开	二	江	平	舒	平		
3499	梆		帮	全清	江开二江	江	开	二	江	平	舒	平		
3500	綁		帮	全清	江开二讲	江	开	二	讲	上	舒	仄		
3501	剝		帮	全清	江开二觉	江	开	二	觉	入	入	仄		
3502	駁		帮	全清	江开二觉	江	开	二	觉	入	入	仄		
3503	肨	(浮肿)	滂	次清	江开二绛	江	开	二	绛	去	舒	仄		
3504	胖		滂	次清	江开二江	江	开	二	江	平	舒	平		
3505	樸	(樸。～素)	滂	次清	江开二觉	江	开	二	觉	入	入	仄		
3506	朴	(～树)	滂	次清	江开二觉	江	开	二	觉	入	入	仄		
3507	龐		并	全浊	江开二江	江	开	二	江	平	舒	平		
3508	棒		并	全浊	江开二讲	江	开	二	讲	上	舒	仄		
3509	蚌	(鹬～相争)	并	全浊	江开二讲	江	开	二	讲	上	舒	仄		
3510	雹		并	全浊	江开二觉	江	开	二	觉	入	入	仄		
3511	攮		泥	次浊	江开二讲	江	开	二	讲	上	舒	仄		
3512	樁		知	全清	江开二江	江	开	二	江	平	舒	平		
3513	桌		知	全清	江开二觉	江	开	二	觉	入	入	仄		
3514	卓		知	全清	江开二觉	江	开	二	觉	入	入	仄		
3515	琢		知	全清	江开二觉	江	开	二	觉	入	入	仄		
3516	啄		知	全清	江开二觉	江	开	二	觉	入	入	仄		
3517	涿		知	全清	江开二觉	江	开	二	觉	入	入	仄		
3518	戳		彻	次清	江开二觉	江	开	二	觉	入	入	仄		
3519	噇		澄	全浊	江开二江	江	开	二	江	平	舒	平		
3520	撞		澄	全浊	江开二绛	江	开	二	绛	去	舒	仄		
3521	濁		澄	全浊	江开二觉	江	开	二	觉	入	入	仄		
3522	擢		澄	全浊	江开二觉	江	开	二	觉	入	入	仄		
3523	捉		庄	全清	江开二觉	江	开	二	觉	入	入	仄		
3524	窗		初	次清	江开二江	江	开	二	江	平	舒	平		
3525	齪		初	次清	江开二觉	江	开	二	觉	入	入	仄		
3526	鐲		崇	全浊	江开二觉	江	开	二	觉	入	入	仄		
3527	浞		崇	全浊	江开二觉	江	开	二	觉	入	入	仄		
3528	雙	(一～)	生	清	江开二江	江	开	二	江	平	舒	平		
3529	雙	(～生)	生	清	江开二绛	江	开	二	绛	去	舒	仄		
3530	朔		生	清	江开二觉	江	开	二	觉	入	入	仄		
3531	江		见	全清	江开二江	江	开	二	江	平	舒	平		
3532	扛		见	全清	江开二江	江	开	二	江	平	舒	平		
3533	豇		见	全清	江开二江	江	开	二	江	平	舒	平		
3534	杠		见	全清	江开二江	江	开	二	江	平	舒	平		
3535	肛		见	全清	江开二江	江	开	二	江	平	舒	平		
3536	講		见	全清	江开二讲	江	开	二	讲	上	舒	仄		
3537	港		见	全清	江开二讲	江	开	二	讲	上	舒	仄		
3538	耩		见	全清	江开二讲	江	开	二	讲	上	舒	仄		
3539	降	(下～)	见	全清	江开二绛	江	开	二	绛	去	舒	仄		
3540	虹	(绛韵，见母)	见	全清	江开二绛	江	开	二	绛	去	舒	仄		
3541	覺	(知～)	见	全清	江开二觉	江	开	二	觉	入	入	仄		
3542	角		见	全清	江开二觉	江	开	二	觉	入	入	仄		
3543	餃		见	全清	江开二觉	江	开	二	觉	入	入	仄		
3544	腔		溪	次清	江开二江	江	开	二	江	平	舒	平		
3545	確		溪	次清	江开二觉	江	开	二	觉	入	入	仄		
3546	搉	(敲击)	溪	次清	江开二觉	江	开	二	觉	入	入	仄		
3547	殼		溪	次清	江开二觉	江	开	二	觉	入	入	仄		
3548	嶽	(嶽。五～)	疑	次浊	江开二觉	江	开	二	觉	入	入	仄		
3549	岳	(～父)	疑	次浊	江开二觉	江	开	二	觉	入	入	仄		
3550	樂	(音～)	疑	次浊	江开二觉	江	开	二	觉	入	入	仄		
3551	夯		晓	清	江开二江	江	开	二	江	平	舒	平		
3552	降	(～伏，投～)	匣	全浊	江开二江	江	开	二	江	平	舒	平		
3553	項		匣	全浊	江开二讲	江	开	二	讲	上	舒	仄		
3554	巷		匣	全浊	江开二绛	江	开	二	绛	去	舒	仄		
3555	學		匣	全浊	江开二觉	江	开	二	觉	入	入	仄		
3556	握		影	全清	江开二觉	江	开	二	觉	入	入	仄		
3557	齷		影	全清	江开二觉	江	开	二	觉	入	入	仄		
3558	崩		帮	全清	曾开一登	曾	开	一	登	平	舒	平		
3559	北		帮	全清	曾开一德	曾	开	一	德	入	入	仄		
3560	朋		并	全浊	曾开一登	曾	开	一	登	平	舒	平		
3561	鵬		并	全浊	曾开一登	曾	开	一	登	平	舒	平		
3562	墨		明	次浊	曾开一德	曾	开	一	德	入	入	仄		
3563	默		明	次浊	曾开一德	曾	开	一	德	入	入	仄		
3564	登		端	全清	曾开一登	曾	开	一	登	平	舒	平		
3565	燈		端	全清	曾开一登	曾	开	一	登	平	舒	平		
3566	等		端	全清	曾开一等	曾	开	一	等	上	舒	仄		
3567	戥		端	全清	曾开一等	曾	开	一	等	上	舒	仄		
3568	凳		端	全清	曾开一嶝	曾	开	一	嶝	去	舒	仄		
3569	鐙		端	全清	曾开一嶝	曾	开	一	嶝	去	舒	仄		
3570	得		端	全清	曾开一德	曾	开	一	德	入	入	仄		
3571	德		端	全清	曾开一德	曾	开	一	德	入	入	仄		
3572	忒		透	次清	曾开一德	曾	开	一	德	入	入	仄		
3573	騰		定	全浊	曾开一登	曾	开	一	登	平	舒	平		
3574	謄		定	全浊	曾开一登	曾	开	一	登	平	舒	平		
3575	藤		定	全浊	曾开一登	曾	开	一	登	平	舒	平		
3576	疼		定	全浊	曾开一登	曾	开	一	登	平	舒	平		
3577	鄧		定	全浊	曾开一嶝	曾	开	一	嶝	去	舒	仄		
3578	澄	(定母，把水～一～)	定	全浊	曾开一嶝	曾	开	一	嶝	去	舒	仄		
3579	特		定	全浊	曾开一德	曾	开	一	德	入	入	仄		
3580	能		泥	次浊	曾开一登	曾	开	一	登	平	舒	平		
3581	楞		来	次浊	曾开一登	曾	开	一	登	平	舒	平		
3582	棱		来	次浊	曾开一登	曾	开	一	登	平	舒	平		
3583	肋		来	次浊	曾开一德	曾	开	一	德	入	入	仄		
3584	勒		来	次浊	曾开一德	曾	开	一	德	入	入	仄		
3585	曾	(姓)	精	全清	曾开一登	曾	开	一	登	平	舒	平		
3586	增		精	全清	曾开一登	曾	开	一	登	平	舒	平		
3587	憎		精	全清	曾开一登	曾	开	一	登	平	舒	平		
3588	罾		精	全清	曾开一登	曾	开	一	登	平	舒	平		
3589	則		精	全清	曾开一德	曾	开	一	德	入	入	仄		
3590	蹭		清	次清	曾开一嶝	曾	开	一	嶝	去	舒	仄		
3591	曾	(～经)	从	全浊	曾开一登	曾	开	一	登	平	舒	平		
