字	注释	音
坫		tim33
淀		tiŋ22
蜔		tiŋ22
彫		tiu55
琱		tiu55
扚	提拿	tɪk5
扚	手指節紋	jok2
扚	疾擊	tiu25
扚	按壓	lɪk2
窵		tiu33
𥾯		tiu33
銚	古代的大鋤：犀銚利鉏；姓	jiu22
銚	銚子，一種小烹器	tiu22
罀		tiu22
垤		tik2
絰		tik2
瓞		tik2
揲		tip2
揲		sip3
耄		mou22
耋		tik2
艓		tip2
鰈		tip2
哋		ti22
玎		tɪŋ55
矴		tɪŋ33
蝀		tʊŋ55
垌		tʊŋ22
挏		tʊŋ22
㨮		tɐu55
枓	柱上支撐大樑的方木	tɐu25
枓	一種盛水的器具	ʦi25
鬭		tɐu33
剢	刀鋤	tʊk5
櫝		tʊk2
匵		tʊk2
騳		tʊk2
髑		tʊk2
韣		tʊk2
讟		tʊk2
䭔		tui55
懟		tui33
憝		tui22
憝		tui33
吨		tɐŋ55
礅		tɐŋ55
楯	通“盾”。盾牌	tɐŋ22
楯	欄桿的橫木，泛指欄桿	sɐŋ13
剟		ʦik3
剟		tik2
剫		tɔk2
埵		tɔ25
嶞		tɔ22
妸		ɔ55
囮		ŋɔ22
囮		jɐu22
莪		ŋɔ22
譌		ŋɔ22
𣎴		ŋɔk2
𣎴		tɐŋ25
戹		ɐk5
阨		ɐk5
呝		ɐk5
𠱥		ŋɔk2
𠱥		ȵik2
咢		ŋɔk2
讍		ŋɔk2
鈪		ak3
遻		ŋ̍22
頞		ak3
鰐		ŋɔk2
咡		ȵi22
咡		ji22
㖇		ȵi22
㖇		ji22
洏		ȵi22
洏		ji22
栭		ȵi22
栭		ji22
鴯		ȵi22
鴯		ji22
唲		ȵi22
唲		ji22
輀		ȵi22
輀		ji22
駬		ȵi13
駬		ji13
樲		ȵi22
樲		ji22
沷		fak3
笩		fak2
墦		faŋ22
旛		faŋ55
轓		faŋ55
籓		faŋ55
膰		faŋ22
繙		faŋ55
蹯		faŋ22
蠜		faŋ22
汎		faŋ22
汎		faŋ33
㤆		faŋ33
邡		fɔŋ55
枋		fɔŋ55
祊		pɐŋ55
昉		fɔŋ25
髣		fɔŋ25
裶		fei55
鯡		fei55
𦄂		tai33
騑		fei55
淝		fei22
胐	臀；胯骨	fɐk5
胐	天剛發亮；農曆初三的代稱；新月開始有亮光	fei25
棐		fei25
篚		fei25
棻		fɐŋ55
餴		fɐŋ55
枌		fɐŋ22
棼		fɐŋ22
蕡		fɐŋ22
鼢		fɐŋ22
鼢		fɐŋ13
僨		fɐŋ13
渢		fʊŋ22
葑		fʊŋ55
酆		fʊŋ55
唪		fʊŋ25
紑		fɐu22
缶		fɐu25
沕		mɐk2
沕	沕水：在水中憋氣	mei33
玞		fu55
砆		fu55
怤		fu55
鈇		fu55
芣		fɐu22
紱		fɐk5
韍		fɐk5
枹	〈古〉同「桴」	fu55
枹	枹樹	pau55
柫		fɐk5
郛		fu55
祓		fɐk5
莩	植物名	fu55
莩	饿死的人。通「殍」。	pʰiu13
桴		fu55
紼		fɐk5
葍		fʊk5
蜉		fɐu22
颫		fu22
粰	古同“稃”；麩的異體	fu55
粰	馓子，一种面粉做的油炸食物。	fɐu22
綍		fɐk5
髴		fɐk5
幞		fʊk2
幞		pʊk2
黻		fɐk5
簠		fu25
黼		fu25
柎		fu55
复		fʊk5
祔		fu22
鮒		fu22
𧌓		fɐu22
賻		fu22
侅		kɔi55
荄		kɔi55
矸		kɔŋ55
疳		kam55
扞		hɔŋ22
榦		kɔŋ33
淦		kɐm33
骭		kɔŋ33
𧆐		kʊŋ33
矼	石橋	kɔŋ55
矼	確實的樣子	hɔŋ55
釭		kɔŋ55
堽		kɔŋ55
皐		kou55
橰		kou55
櫜		kou55
鼛		kou55
郜		kou33
暠		kou25
紇	回紇	hɐk2
紇	紇繨, 紇絡	kɐk5
佮	合取也。通常寫作夾，意為合起來、合力接棹。	kap3
挌		kak3
搿		kap3
韐		kap3
輵		kɔk3
哿		hɔ25
哿		kɔ25
舸		kɔ25
舸		hɔ25
亘		kɐŋ33
鶊		kɐŋ55
挭		kɐŋ25
綆		kɐŋ25
㾘		kɐŋ25
鯁		kɐŋ25
骾		kɐŋ25
觥		kʷɐŋ55
廾		kʊŋ25
巩		kʊŋ25
栱		kʊŋ25
緱		kɐu55
鞲		kɐu55
耇		kɐu25
遘		kɐu33
𡻉		kɐu33
覯		kɐu33
柧		ku55
罛		ku55
菰		ku55
酤		ku55
觚		ku55
糓		kʊk5
罟		ku25
羖		ku25
嘏	大、遠。通「遐」。	ka25
嘏	福祉。對主人祝福的言語。	ku25
盬		ku25
牿		kʊk5
騧		kʷa55
詿		kʷa33
啩		kʷa33
罣		kʷa33
罣		kʰʷa33
瘝		kʷaŋ55
痯		kuŋ25
丱		kʷaŋ33
祼		kuŋ33
瓘		kuŋ33
洸		kɔŋ55
嬀		kʷɐi55
宄		kʷɐi25
庋		kʷɐi25
庋		kei25
匭		kʷɐi25
垝		kʷɐi25
攰		kui22
禬		kʰui33
緄		kʷɐŋ25
鯀		kʷɐŋ25
䜇		kʷɐŋ25
䜇		kʷɐŋ33
琯		kuŋ25
謴		kʷɐŋ33
咼	姓氏	kɔ55
咼	咼斜(嘴歪斜不正)	ʋa55
咼	同「和」字	ʋɔ22
嘓		kɔk3
馘		kʰɪk5
菓		kɔ25
椁		kɔk3
蜾		kɔ25
醢		hɔi25
魽		hɐm55
唅		hɐm22
㮀		hɐm22
閈		hɔŋ22
釬		hɔŋ22
暵		hɔŋ33
𩞿		hɐm22
絎		hɔŋ22
頏		hɔŋ22
噑		hou22
譹		hou22
翯		hɔk2
灝		hou22
餄		hɐp2
盉		ʋɔ22
齕		hɐk2
啝		ʋɔ22
毼		hɔk3
魺		hɔ22
㗿	谽㗿	ha55
㗿	詬㗿	ha33
㗿		hɔ25
餲		ak3
餲		ai3
鞨		hɔk3
鶡		hɔk3
脝		hɐŋ55
桁	桁架, 橋桁, 桁桷桁條	hɐŋ22
桁	量詞，古代計算成行東西的單位；桁楊(古時夾頸項或腳脛的刑具)	hɔŋ22
渹		hʊŋ55
紘		hʊŋ22
蕻		hʊŋ22
黌		hʊŋ22
睺		hɐu22
糇		hɐu22
餱		hɐu22
鍭		hɐu22
㖃	厚怒聲	hɐu25
堠		hɐu22
鱟		hɐu33
軤		fu55
㧾		fɐk5
膴	土地肥美；厚	mou13
膴	去骨的乾肉；法則	fu55
䧼		kʊk5
煳		fu22
槲		fʊk2
衚		fu22
觳		fʊk2
𧆌		ʦɐi55
虍		fu55
沍		fu22
岵		fu22
怙		fu22
笏		fɐk5
擭	獸監，罟擭	fa33
擭		ʋɔk2
濩	布濩	fu22
濩	雨水從屋簷向下流的樣子；煮，通「镬」	ʋɔk2
嬅		ʋa22
貛		fuŋ55
綄	纏繞	ʋuŋ13
綄	古時一種測風儀，又稱「候風五兩」	ʋuŋ22
鍰		ʋaŋ22
闤		ʋaŋ22
鐶		ʋaŋ22
睆		ʋuŋ25
逭		ʋaŋ22
衁		fɔŋ55
喤		ʋɔŋ22
獚		ʋɔŋ22
癀		ʋɔŋ22
鰉		ʋɔŋ22
皝		fɔŋ25
虺	虺蜴, 虺蜮；古书上说的一种毒蛇	fɐi25
虺	虺𬯎	fui55
翬		fɐi55
煇		fɐi55
隳		fɐi55
燬		fɐi25
譭		fɐi25
澮		kʰui33
恚		ʋɐi22
闠		kʰui25
闠		fui25
湏	同「沬」， 洗脸	mui22
湏	本作「須」	ɬui55
湏	本作「須」	sik33
繢		kʰui25
嘒		ʋɐi33
嘒		ʋɐi22
篲		ʋɐi22
蟪		ʋɐi22
翽		ʋɐi33
譓		ʋɐi22
靧		fui33
閽		fɐŋ55
涽		fɐŋ55
惛		fɐŋ55
溷		ʋɐŋ22
慁		ʋɐŋ22
佸		ʋuk2
湱		ʋak2
嚄		ʋɔk2
攉		kʰɔk3
乩		kei55
枅		kɐi55
㚻		kɐi55
剞		kei55
喞		ʦɪk5
筓		kɐi55
齎		ʦɐi55
攲		kʰei55
觭		kei55
觭		kʰei55
錤		kei55
𦠄		kei55
隮		ʦɐi55
鐖		kei55
伋		kʰɐp5
伋		kɐp5
极		kɪk2
极	放在驢背上用以載物的木架	kʰɐp5
佶		kɐk5
佶	佶屈聱牙	kik3
殛		kɪk5
戢		ʦʰɐp5
踖	践踏。	ʦɪk5
踖	馬跑得很快的樣子	ʦʰiok3
鶺		ʦiɐk3
濈		ʦʰɐp5
蹐		ʦiɐk3
襋		kɪk5
泲		ʦɐi33
泲		ʦi25
蟣	水蛭，即螞蟥	kʰei22
蟣	蟣虱相吊	kei25
掎		kei25
穖		kei25
彐		kɐi33
旡		kei33
芰		kei22
嚌		ʦɐi22
洎		kei33
畟		ʦɪk5
𡜱		kei22
惎		kei22
塈		kʰei33
塈		hei33
跽		kei22
穊		kei33
鱭		ʦʰɐi22
鮆		ʦɐi55
鮆		ʦʰi25
罽		kɐi33
穧		ʦɐi33
懻		kʰei33
葭		ka55
筴		ʦʰak3
麚		ka55
圿		kik3
恝		kak3
跲		kap3
玾		kap3
斝		ka25
檟		ka25
价		kai33
戔		ʦiŋ55
幵		kiŋ55
鑯		ʦim55
菅		kaŋ55
罋		ʊŋ33
湔		ʦiŋ55
瑊		ʦɐm55
椷		kam55
鶼		kim55
籛		ʦiŋ55
鰜		kim55
鵳		kim55
鰔		kam55
瀸		ʦim55
梘		kaŋ25
趼	手足因過度摩擦所生的厚皮	kaŋ25
趼	獸蹄平正。	jiŋ22
譾		ʦiŋ25
戩		ʦiŋ25
蹇		kiŋ25
㨴		kiŋ25
牮		ʦiŋ33
俴		ʦʰiŋ13
揵		kʰiŋ22
楗		kiŋ22
楗		kiŋ33
諓		ʦiŋ22
螿		ʦioŋ55
橿		kioŋ55
殭		kioŋ55
䗵		kioŋ55
洚		kɔŋ33
糨		kioŋ22
艽		kʰɐu22
胶		kau55
膲		ʦiu55
燋		ʦiu55
鷦		ʦiu55
轇		kau55
鐎		ʦiu55
鷮		kiu55
㭂		ʦiu25
㭂		ɬiu25
㽲		hɐu25
撟		kiu25
恔		hau22
恔		kau25
𥅟		kau25
煍		ʦʰiu25
煍		ʦʰɐu55
蟜		kiu25
皦		kiu25
挍		kau33
珓		kau33
滘		kau33
噍	文讀	ʦiu22
噍	白讀	ʦiau22
噍	白讀	ʦiɐu22
噭		kiu33
𥡱		ʦiu33
藠		kʰiu25
皭		ʦiok2
皭		ʦiu33
喈		kai55
湝		kai55
袺		kik3
絜		kʰik3
絜	自絜	kik3
楶		ʦik3
𪀾		kik2
玠		kai33
悈		kai33
悈	駭而自專	hɐk5
悈		kɪk5
犗		kai33
魪		kai33
衿		kɐm55
卺		kɐŋ25
堇		kɐŋ25
堇		kʰɐŋ22
廑		kɐŋ25
藎		ʦɐŋ22
贐		ʦɐŋ22
祲		ʦɐm55
祲		ʦɐm33
搢		ʦɐŋ33
瑨		ʦɐŋ33
墐		kɐŋ25
殣		kɐŋ25
猄		kɪŋ55
凈		ʦɪŋ22
俓		kɪŋ33
婧		ʦɪŋ22
坰		kɪŋ55
坰	又讀	kʰɪŋ25
扃		kɪŋ55
扃	又讀	kʰɪŋ25
駉		kɪŋ55
駉	又讀	kʰɪŋ25
泂		kʰɪŋ25
絅		kʰɪŋ25
絅		kɪŋ55
褧		kʰɪŋ25
樛		kɐu55
㝌		kɐu33
廏		kɐu33
苴	水中所浮枯草	ʦʰa22
苴	有實之麻；包裹，苞苴	ʦui55
匊		kʰʊk5
捄	同「救」字	kɐu33
捄	以手揪聚	kei55
捄	長而彎曲的樣子	kʰɐu22
罝		ʦɛ55
痀		kʰei55
琚		kei55
椐		kei55
跔		kʰei55
雎		ʦui55
跼		kʊk2
蓻		ʦɐp5
鶪		kʰɪk5
椇		kei25
筥		kei25
蒟		kei25
詎		kei22
邭		kei33
秬		kei22
埧		kei22
跙		ʦui55
窶	窶家子, 貧窶	kei22
窶	甌窶	lɐu22
屨	劍及屨及麻鞋	kei33
簴		kei22
鐻	鍾鐻	kei22
鐻	金銀器名	kʰei22
脧		ʦui55
脧		ʦɐŋ55
鞙		kiŋ55
鞙		hiŋ13
狷		kiŋ33
悁		kiŋ55
悁		kiŋ33
睠		kiŋ33
睊		kiŋ33
罥		kiŋ33
獧		kiŋ33
羂		kiŋ33
屩		kiok3
亅		kʰik3
夬		kʷai33
玦		kʰik3
捔		kɔk3
觖		kʰik3
傕		kɔk3
劂		kʰik3
蕝		ʦik3
潏	潏湟, 潏露	ʋɐk2
潏	河流名	kik3
潏	河流名	kʰik3
鴂		kʰik3
蟨		kʰik3
觼		kʰik3
爝		ʦiok3
躩		kʰɔk3
皸		kʷɐŋ55
麕		kʰʷɐŋ25
攈		kʷɐŋ33
隽	隽永	siŋ13
隽	相貌英俊秀麗, 同「俊」字	ʦɐŋ33
餕		ʦɐŋ33
珺		kʷɐŋ22
珺		kʷɐŋ33
㖥		kʰɪŋ25
畯		ʦɐŋ33
哢		lʊŋ22
鐦		hɔi55
剴		hɔi25
塏		hɔi25
欬		kʰɔi33
欬	同「咳」字	kʰɐk5
嵁		hɐm55
欿		hɐm25
歁		hɐm25
歁		hɐm33
歁		hɐp2
轗		hɐm25
衎		hɔŋ33
漮		hɔŋ55
匟		kʰɔŋ33
尻		hau55
攷		hau25
栲		hau25
疴		kʰɔ55
疴	小兒驚	kʰa33
搕		hɐp5
薖		kɔ55
薖		fɔ55
樖		pʰɔ55
掯		kʰɐŋ33
硜		hɐŋ55
牼		hɐŋ55
崆		hʊŋ55
悾		hʊŋ55
鞚		hʊŋ33
彄		kʰɐu55
筘		kʰɐu33
簆		kʰɐu33
矻		kʰʷɐk5
刳		kʰu55
跍		ku55
嚳		kʰʊk5
姱		kʰʷa55
咵		kʰʷa55
鱠		kʰui25
鱠		kʰui33
窾		fuŋ25
誆		kʰʷaŋ55
㳝		jɐm13
诳		kʰɔŋ22
纊		kʰɔŋ33
鑛		kʰɔŋ33
貺		kʰɔŋ33
刲		kʰʷɐi55
悝		fui55
悝	憂也，悲也，疾也。	lei13
頄		kʰɐu22
暌		kʰʷɐi22
戣		kʰʷɐi22
跬		kʰʷɐi25
卼		ŋɐk2
蕢		kʰʷɐi33
憒		kʰui25
憒		kʰui33
媿		kʰʷɐi33
瞶		kʷɐi33
瞶		kʰui33
焜		kʰʷɐŋ55
鵾		kʰʷɐŋ55
閫		kʰʷɐŋ25
悃		kʰʷɐŋ25
稛		kʰʷɐŋ25
蛞		kʰuk3
鞹		kʰɔk3
㕇		lɐp2
腊		lap2
蜡	蜡祭, 大蜡, 蜡月(陰曆十二月)周朝祭萬物的禮儀	ʦa33
蜡		lap2
䅘		lɔi22
騋		lɔi22
藾		lai22
䄤		lai22
襴		laŋ22
𨅏		laŋ22
囒		laŋ55
躝		laŋ55
㩜		lam25
罱		lam13
糷		laŋ22
桹		lɔŋ22
鋃		lɔŋ22
稂		lɔŋ22
筤		lɔŋ22
㫰		lɔŋ22
塱		lɔŋ13
埌		lɔŋ22
蒗		lɔŋ22
唥		lɐŋ22
蟧	文讀	lou22
蟧	白讀：蠄蟧	lɔ22
狫		lou13
犵		hɐk5
犵		kʰik3
扐		lɐk2
扐		lɪk2
艻		lɐk2
泐		lɐk2
竻		lɐk2
蔂		lui22
蔂		lɔ22
嫘		lui22
縲		lui22
𧒽		lui22
罍		lui22
誄		lui13
誄		lɔi22
藟		lui13
鸓		lui13
酹		lui22
酹		lɔi22
纇		lui22
頪		lɔi22
唎		li55
唎		lɛ33
荲		ʦʰʊk5
灕		lei22
縭		lei22
瓈		lɐi22
嫠		lei22
褵		lei22
醨		lei22
謧		lei22
嚟		lɐi22
纚	羣行貌；又束髮之紗	sai25
纚	繫也，通縭	lei22
𢃇		lei13
鱧		lɐi13
櫪		lɪk2
隶		tɐi22
酈		lɪk2
轢		lɪk2
栵	木名	lɐi22
栵	木名，栭粟	lik2
脷		lei22
糲		lɐi22
悷		lɐi22
躒	卓躒	lɔk2
躒		lɪk2
𠌯		lei22
凓		lɐk2
篥		lɐk2
濿		lɐi22
犡		lɐi22
禲		lɐi22
盭		lui22
帘		lim22
㡘		lim22
熑		lim22
磏		lim22
臁		lim22
燫		lim22
𦆆		lim22
璉		liŋ13
襝		lim13
蘞	草名	lim22
蘞	同「薟」字	lim13
歛		lim13
摙		liŋ13
䕞		lɔŋ22
樑		lioŋ22
冫		pɪŋ55
両		lioŋ13
靚		liɐŋ33
靚		ʦɪŋ22
膋		liu22
憀		liu22
憭		liu22
嫽		liu22
暸		liu13
鷯	文讀	liu22
鷯	白讀：鷯哥	liu55
蹘	文讀	liu22
蹘	白讀：走也	liu55
尥		liu22
劦		hip2
洌		lik2
埒		lik2
擸	收拾；擸𢶍，又作垃圾	lap2
擸	梳理	lip2
擸	梳理	lik2
躐		lip2
躐		lik2
鱲		lip2
鱲		lik2
鱲	鱲魚	lap3
潾		lɐŋ22
粦		lɐŋ22
轔		lɐŋ22
驎		lɐŋ22
㨆		lɐm22
懍		lɐm13
悋		lɐŋ22
僯		lɐŋ22
躙		lɐŋ22
灵		lɪŋ22
玲		lɪŋ22
鴒		lɪŋ22
袊		liɐŋ13
羚		lɪŋ22
麢		lɪŋ22
軨		lɪŋ22
輘		lɪŋ22
醽		lɪŋ22
岭	山深貌	lɪŋ22
岭	「嶺」；文/白	lɪŋ13
岭	「嶺」；文/白	liɐŋ13
𧳽		lɐu22
旒		lɐu22
騮		lɐu22
騮		lɐu55
飀		lɐu22
鶹		lɐu22
鎏		lɐu22
罶		lɐu13
瀧		lʊŋ22
瀧	河川名	sɔŋ55
曨		lʊŋ22
癃		lʊŋ22
癃	腰癃癃：駝背	lʊŋ33
襱		lʊŋ22
竉		lʊŋ55
慺		lɐu22
艛		lɐu22
䝏		lɐu22
瘺		lɐu22
櫨		lou22
瓐		lou22
矑		lou22
籚		lou22
纑		lou22
鑪		lou22
艣		lou13
甪		lʊk2
輅		lou22
菉		lʊk2
淥		lʊk2
睩	曼睩	lʊk2
睩	眼睩睩	lʊk5
稑		lʊk2
僇		lʊk2
摝		lʊk2
醁		lʊk2
熝	用滾水熝	lʊk2
簏		lʊk2
簏		lʊk5
騄		lʊk2
簬		lou22
㤻		lɐŋ13
㤻		liŋ13
蜦		lɐŋ22
䑳		lɐŋ22
𤄷		lɔ22
欏		lɔ22
蓏		lɔ25
蠃	同「螺」字	lɔ22
蠃	蜾蠃	lɔ25
攞		lɔ25
濼		lɔk2
犖		lɔk2
雒		lɔk3
漯	漯河(古時黃河一支流)	tʰap3
漯	漯河(市名，於今河省南)	lɔ22
膂		lui13
膂		lei13
繂		lɐk2
𧭜		lui22
鑢		lui22
蔴		ma22
禡		ma22
勱		mai22
霢		mɐk2
霢		mak2
鞔		muŋ22
鬘		maŋ22
屘		mei55
𩛎		mam13
僈		maŋ22
摱		maŋ55
熳		maŋ22
鏝		maŋ22
恾		mɔŋ22
尨	多毛的狗	mɔŋ22
尨	多毛的狗	mʊŋ22
𥐞		mɔŋ22
厖	丰厚；昏昧；「厖蒙」	mɔŋ22
厖	大。杂乱。「厖杂」	pʰɔŋ22
硭		mɔŋ22
茆		mau13
牦		mou22
旄		mou22
酕		mou22
髳		mɐu22
髳		mau22
蝥		mɐu22
蝥		mau22
蟊		mɐu22
蟊		mau22
冇		mou13
芼		mou22
媢		mou22
皃		mau22
瞀		mɐu22
孭		mɛ55
麽		mɔ55
脢		mui22
郿		mei22
腜		mui22
禖		mui22
鋂		mui22
凂		mui13
浼		mui13
媺		mei22
沬		mui22
痗		mui22
韎		mui22
韎		muk2
璊		muŋ22
掹		mɐŋ55
瞢		mʊŋ22
幪		mʊŋ22
曚		mʊŋ22
艨		mʊŋ22
饛		mʊŋ22
𠵼		mɐŋ55
禰		nei22
麛		mɐi22
蘼		mei22
醾		mei22
宓		mɐk2
鼏		mɪk2
黽	黽勉(努力), 黽池(古地名)勤勉	mɐŋ13
黽	黽池	miŋ13
黽	部首；一種似青蛙的動物	maŋ13
眄		miŋ13
俛		miŋ13
勔		miŋ13
愐		miŋ13
腼		miŋ13
杪		miu13
哶		mɛ55
烕		mik2
搣		miɛk5
衊		mik2
㩢	擦拭。	mak3
㩢	拭滅也。又裁也。	mɐi22
㩢	又讀	mik2
闑		nip2
闑		ȵik2
蠛		mik2
玟		mɐŋ22
旻		mɐŋ22
珉		mɐŋ22
緍		mɐŋ22
暋		mɐŋ13
愍		mɐŋ13
鰵		mɐŋ13
蓂		mɪŋ22
蓂	菥蓂	mɪk2
嚤		mɔ55
嫫		mou22
𥂓		mɔ55
貊		mɐk2
貊		mak2
靺		muk2
鏌		mɔk2
瘼		mɔk2
纆		mɐk2
侔		mɐu22
麰		mɐu22
鍪		mɐu22
仫		mɔ55
仫		mʊk22
楘		mʊk2
霂		mʊk2
乸		na25
拏		na22
𪐀		na55
軜		nap2
𤸻		na22
孻		lai55
疓		nai13
柰		nɔi22
鼐		nai13
諵		nam22
𧕴		naŋ33
揇		nam13
腩		nam13
戁		naŋ13
饢		nɔŋ22
儾		nɔŋ22
齉		nɔŋ22
詉		nau22
怓		nau22
峱		nau22
硇		nau22
嫐		nɐk5
㕶		ŋ̍22
坭		nɐi22
猊		ŋɐi22
輗		ŋɐi22
嬭		nai13
柅		nei13
薿		ȵi13
薿		ji13
惄		nɪk2
𠸺		ŋɪk2
㥾		nɪk2
㥾		nɪk5
䁥		nɪk2
䁥		nɪk5
𪙛		nɪk2
𪙛		nɪk5
淰		nɐm22
蹨		niŋ13
孃		nioŋ22
裊		niu13
嬲		nɐu55
臬		nip2
臲		nip2
籋		nip2
宁	正門內側屋之間	ʦʰi13
狃		nɐu25
杻	樹木名稱	nɐu25
杻	一種古代刑具，類似手銬	ʦʰɐu25
燶		nʊŋ55
穠		nʊŋ22
醲		nʊŋ22
孥		nu22
孥	變調讀法	nu25
孥	變調讀法	nu55
駑		nou22
伮		nou22
餪		niŋ13
㛂		nɔ22
恧		nʊk2
𢰡		hɐu22
𩥋		ŋɐu22
舥		pʰa55
跁		pʰa55
潖		pʰa22
眅		pʰaŋ55
搫	手不正	pʰuŋ22
搫	掃除；斂聚；披散	pʰɔ22
螌		paŋ55
鞶		pʰuŋ22
頖		pʰuŋ33
胮		pʰɔŋ55
雱		pʰɔŋ22
霶		pʰɔŋ22
逄		pʰɔŋ22
䠙		pʰɔŋ22
脬		pʰau55
麃		pʰau22
炰		pʰau22
匏		pʰau22
鞄		pʰau22
礮		pʰau33
疱		pʰau33
疱		pʰau55
旆		pʰui33
霈		pʰui33
濆	水邊	fɐŋ22
濆	濆泉	pʰɐŋ33
芃		pʰʊŋ22
塳		pʰʊŋ22
搒	划船：搒舟	pʰɔŋ33
搒	用棍子或竹板打	pʰaŋ22
髼		pʰʊŋ22
鬅		pʰɐŋ22
蟛		pʰaŋ22
伾		pʰei55
紕		pʰɐi55
豾		pʰei55
駓		pʰei55
㓟		pʰɐi55
蚍		pʰei22
陴		pʰei22
埤		pʰei22
羆		pei55
膍		pʰei22
𥀷		pʰei22
仳		pʰei25
鴄		pʰɐk5
擗		pʰɪk5
擗	用手擲物、拋棄	pʰiɛk2
甓		pʰɪk5
諞	自誇也	pʰiŋ13
諞	又音	pʰiŋ25
諞	又音	pʰiŋ22
螵		pʰiu55
薸		pʰiu22
殍		pʰiu13
瞯		haŋ22
丿		pʰik3
丿	至也，至地也	jɐi22
㰋		pʰɐŋ22
蠙		pɐŋ55
蠙		pʰɐŋ22
娉	古時請媒人問女方名字和年生八字	pʰɪŋ33
娉	娉婷	pʰɪŋ55
冖		mɪk2
苹		pʰɐŋ22
苹		pʰɪŋ22
凭	倚，靠	pɐŋ22
泙		pʰaŋ55
枰		pʰɪŋ22
帲		pʰɪŋ22
簈		pʰɪŋ22
攴		pʰʊk3
攴		pʰɔk3
𨸭		pʰɔ55
蔢		pʰɔ22
皤		pʰɔ22
尀		pʰɔ25
抔		pʰɐu22
掊	掊沙, 掊克	pʰɐu22
掊	掊擊	pʰɐu25
裒		pʰɐu22
扑		pʰʊk3
扑		pʰɔk3
痡		pʰou55
𨁏		pʰou55
鯆		pʰou55
鯆	又音	pou55
鯆	又音	fu25
酺		pʰou22
潽		pʰou25
恓		ʦʰɐi55
恓		ɬɐi55
恓		sui55
慼		ʦʰɪk5
僛		hei55
緀		ʦʰɐi55
鏚		ʦʰɪk5
疧		kʰei22
旂		kʰei22
埼		kʰei22
萁	草名	kei55
萁	豆萁	kʰei22
軝		kʰei22
跂		kʰei22
騏		kʰei22
碕		kʰei22
錡		kʰei22
蜞		kʰei22
藄		kʰei22
懠		ʦʰɐi22
鶀		kʰei22
鬐		kʰei22
魕		kʰei22
魕		kei55
芑		hei25
芑		kei25
屺		hei25
屺		kei25
𨀣	屋𨀣，家也。	kei25
婍		hei25
棨		kʰɐi25
綮	綮戟	kʰɐi25
綮	肯綮, 洞中肯綮	hɪŋ33
湆		jɐp5
蟿		kʰɐi33
㓤		kɐk5
韆		ʦʰiŋ55
芊		ʦʰiŋ55
汧		hiŋ55
慳		haŋ55
摼		hɐŋ55
搴	斬將搴旗	hiŋ55
搴	同㩃。亦拔取也。	kiŋ25
𠠃		ʦʰim55
褰		hiŋ55
𩬚	去髮之刑	kʰim22
騝		kʰiŋ22
凵	部首	hɐm33
繾		hiŋ25
䭤		hiŋ25
槧		ʦʰim33
蒨		siŋ22
慊		him33
瑲		ʦʰioŋ55
斨		ʦʰioŋ55
蜣		kioŋ55
蔃		kʰioŋ13
樯		ʦʰioŋ22
鏹		kʰioŋ13
磽		hau55
蹻	草鞋, 通屩，鞋也，麻或草所成，作屐用	kiok3
蹻	「蹻蹻」、「蹻勇」	kiu25
蹻	抬起腳來。通「蹺」。	hiu55
荍		kʰiu22
譙		ʦʰiu22
愀	愀然	ʦʰiu25
朅		kʰik3
駸		ʦʰɐm55
嶔		hɐm55
懃		kʰɐŋ22
溱	溱頭河	ʦɐŋ55
溱	溱潼, 溱水	ʦʰɐŋ22
䰼		ʦʰɐm22
檎		kʰɐm22
螓		ʦʰɐŋ22
蠄		kʰɐm22
鋟		ʦʰɐm25
勍		kʰɪŋ22
檠		kʰɪŋ22
黥		kʰɪŋ22
㷫		hɪŋ33
謦		hɪŋ33
謦		hɪŋ25
筇		kʰʊŋ22
蛩		kʰʊŋ22
睘		kʰɪŋ22
銎		kʰʊŋ22
坵		hɐu55
坵		jɐu55
鶖		ʦʰɐu55
鰌		jɐu22
鰌		ʦʰɐu55
厹		kʰɐu22
犰		kʰɐu22
俅		kʰɐu22
逑		kʰɐu22
梂		kʰɐu22
賕		kʰɐu22
絿		kʰɐu22
觩		kʰɐu22
璆		kʰɐu22
蝤		ʦʰɐu22
銶		kʰɐu22
鼽		kʰɐu22
䠗		hʊŋ33
䠗		hɐu33
詘	詘指, 詘寸伸尺, 充詘(得意忘形)撙詘(謙卑)	ʋɐk5
詘	詘指, 詘寸伸尺, 充詘(得意忘形)撙詘(謙卑)	kʰʷɐk5
詘	通黜，貶下	ʦɐk5
敺		kʰei55
袪		kʰei55
䏣		ʦui55
劬		kʰei22
朐		kʰei22
鸜		kʰei22
絇		kʰei22
蕖		kʰei22
磲		kʰei22
璩		kʰei22
蘧		kʰei22
籧	籧篨，粗竹席	kʰei22
籧	養蠶器，亦作筥	kei25
呿	本作㰦	hɔi33
呿	又音	kʰei33
呿	張口貌	kʰei55
悛		ɬiŋ55
悛		sɐi55
棬		hiŋ55
棬	同「桊」	kiŋ33
跧		ʦʰiŋ22
踡		kʰiŋ22
縓		ʦʰiŋ22
縓		ʦʰiŋ33
畎		hiŋ25
綣		hiŋ33
綣		kiŋ25
埆		kʰɔk3
慤		kʰɔk3
确	磽确，石地。與墝埆同。	hɔk2
囷		kʰʷɐŋ55
蚺		jim22
瀼		ȵioŋ22
