字	注释	音
僻		pʰɪk5
楨		ʦɪŋ55
貞		ʦɪŋ55
禎		ʦɪŋ55
偵		ʦɪŋ55
程		ʦʰɪŋ22
呈		ʦʰɪŋ22
逞		ʦʰɪŋ25
騁		ʦʰɪŋ25
鄭		ʦɪŋ22
擲		ʦak2
碧		pɪk5
仃		tɪŋ55
釘	文讀	tɪŋ55
釘	白讀	tiɐŋ55
叮	文讀	tɪŋ55
叮	白讀	tiɐŋ55
汀	他汀（藥名）	tɪŋ55
聽	聽力	tʰiɐŋ55
聽	聽任	tʰɪŋ33
訂		tɪŋ22
廳		tʰiɐŋ55
町	町畦；田界、田間小路	tʰɪŋ25
町	畹町，地名；地名用字	tɪŋ55
亭		tʰɪŋ22
挺		tʰɪŋ13
蜓		tʰɪŋ22
停		tʰɪŋ22
霆		tʰɪŋ22
廷		tʰɪŋ22
庭		tʰɪŋ22
嚀		nɪŋ22
寧		nɪŋ22
聆		lɪŋ22
齡		lɪŋ22
冷		laŋ13
冷	借自遂城黎話，表示：①人少、冷清貌；②生意蕭條貌	lɛ13
羚		lɪŋ22
蛉		lɪŋ22
鈴		lɪŋ22
伶		lɪŋ22
玲		lɪŋ22
拎		nɪŋ55
靈		lɪŋ22
青	文讀	ʦʰɪŋ55
青	白讀	ʦʰiɐŋ55
醒	文讀	ɬɪŋ25
醒	文讀	sɪŋ25
醒	白讀	ɬiɐŋ25
醒	白讀	siɐŋ25
腥	文讀	ɬɪŋ55
腥	文讀	sɪŋ55
腥	白讀	ɬiɐŋ55
腥	白讀	siɐŋ55
惺		ɬɪŋ55
惺		sɪŋ55
星		ɬɪŋ55
星		sɪŋ55
涇		kɪŋ55
經		kɪŋ55
馨		hɪŋ55
刑		jɪŋ22
型		jɪŋ22
螢		jɪŋ22
形		jɪŋ22
瓶		pʰɪŋ22
萍		pʰɪŋ22
冥		mɪŋ22
銘		mɪŋ22
螟		mɪŋ22
鼎		tɪŋ25
頂	文讀	tɪŋ25
頂	白讀	tiɐŋ25
艇		tʰiɐŋ13
濘		nɪŋ22
迥		kʰɪŋ25
炯		kʰɪŋ25
定		tɪŋ22
逕		kɪŋ33
徑		kɪŋ33
罄		hɪŋ33
的		tɪk5
滴		tɪk5
踢		tʰiɐk3
剔		tʰɪk5
惕		tʰɪk5
笛		tɪk2
滌		tɪk2
迪		tɪk2
敵		tɪk2
荻		tɪk2
狄		tɪk2
瀝	瀝乾	lɪk2
靂		lɪk2
曆		lɪk2
礫		lɪk5
歷		lɪk2
績		ʦɪk5
戚		ʦʰɪk5
寂		ʦɪk2
淅		ɬɪk5
淅		sɪk5
蜥		ɬɪk5
蜥		sɪk5
錫		ɬiɐk3
錫		siɐk3
析		ɬɪk5
析		sɪk5
擊		kɪk5
壁	文讀	pɪk5
壁	白讀：「屙尿冇上～」，形容地位低下	piɐk3
覓		mɪk2
劈	文讀	pʰɪk5
劈	白讀	pʰiɐk3
霹	文讀	pʰɪk5
霹	白讀	pʰiɐk3
燈		tɐŋ55
登		tɐŋ55
騰		tʰɐŋ22
藤		tʰɐŋ22
楞	楞角	lɪŋ22
稜		lɪŋ22
增		ʦɐŋ55
憎		ʦɐŋ55
曾	曾孫	ʦɐŋ55
曾	曾經	ʦʰɐŋ22
層		ʦʰɐŋ22
僧		ʦɐŋ55
恆		hɐŋ22
弘		hʊŋ22
崩		pɐŋ55
朋		pʰɐŋ22
鵬		pʰɐŋ22
鵬		pʰaŋ22
肯		hɐŋ25
凳		tɐŋ33
蹬	蹬三輪車	tɐŋ55
蹬	蹬蹭	tɐŋ22
鄧		tɐŋ22
贈		ʦɐŋ22
亙		kɐŋ33
德		tɐk5
得		tɐk5
特		tɐk2
肋		lɐk2
勒		lɐk2
則		ʦɐk5
賊		ʦʰɐk2
國		kɔk3
剋		hɐk5
刻		hɐk5
克		hɐk5
黑		hɐk5
惑		ʋak2
或		ʋak2
北		pɐk5
蔔		pak2
墨		mɐk2
默		mɐk2
淩		lɪŋ22
陵		lɪŋ22
菱		lɪŋ22
徵	徵求	ʦɪŋ55
徵	古代五音之一	ʦi25
癥		ʦɪŋ55
懲		ʦʰɪŋ22
蒸		ʦɪŋ55
稱	稱呼	ʦʰɪŋ55
稱	稱職	ʦʰɪŋ33
丞		sɪŋ22
承		sɪŋ22
升		sɪŋ55
昇		sɪŋ55
勝	勝任	sɪŋ33
勝	勝利	sɪŋ33
繩		sɪŋ22
乘	乘車	sɪŋ22
仍		ȵɪŋ22
仍		jai33
扔		ȵɪŋ22
扔		jɪŋ22
扔	訓讀，「扔」之解	ʔiɛk2
兢		kɪŋ55
凝	文讀	ȵɪŋ22
凝	文讀	jɪŋ22
凝	白讀	kʰɪŋ22
凝	習讀音	ȵi22
凝	習讀音	ji22
興	興旺	hɪŋ55
興	助興；高興	hɪŋ33
應	應該	jɪŋ55
應	回應	jɪŋ33
應	白讀	ɪŋ33
鷹		jɪŋ55
蠅		jɪŋ55
冰		pɪŋ55
憑	文讀	pʰɐŋ22
憑	白讀：倚靠	pɐŋ22
拯		ʦʰɪŋ25
證		ʦɪŋ33
秤	地秤	ʦʰɪŋ33
秤	天秤	pʰɪŋ22
剩	文讀	sɪŋ22
剩	白讀	ʦɪŋ22
孕		jɐŋ22
匿		nɪk2
匿		nɪk5
力		lɪk2
即		ʦɪk5
熄		ɬɪk5
熄		sɪk5
息		ɬɪk5
息		sɪk5
敕		ʦʰɪk5
直		ʦɪk2
側		ʦʰɐk5
惻		ʦʰɐk5
測		ʦʰɐk5
嗇		sɪk5
色		sɪk5
職		ʦɪk5
殖		ʦɪk2
軾		sɪk5
飾		sɪk5
式		sɪk5
拭		sɪk5
蝕		sɪk2
蝕	蝕本	sik2
棘		kɪk5
億		jɪk5
憶		jɪk5
抑		jɪk5
域		ʋɪk2
翌		jɪk2
翼		jɪk2
逼		pɪk5
極		kɪk2
榴		lɐu22
流		lɐu22
劉		lɐu22
瘤		lɐu22
瀏		lɐu22
留		lɐu22
留	口語變調，表「讓；使得；令」	lɐu25
硫		lɐu22
啾		ʦɐu55
鰍		nɐu55
秋		ʦʰɐu55
脩		ɬɐu55
脩		sɐu55
羞		ɬɐu55
羞		sɐu55
修		ɬɐu55
修		sɐu55
囚		ʦʰɐu22
惆		ʦʰɐu22
抽		ʦʰɐu55
躊		ʦʰɐu22
稠		ʦʰɐu22
籌		ʦʰɐu22
疇		ʦʰɐu22
鄒		ʦɐu55
愁		sɐu22
颼		sɐu55
搜		sɐu25
蒐		sɐu25
州		ʦɐu55
洲		ʦɐu55
舟		ʦɐu55
周		ʦɐu55
酬		ʦʰɐu22
收		sɐu55
柔		jɐu22
揉		jɐu22
鳩		kɐu55
蚯		jɐu55
丘		jɐu55
邱		jɐu55
牛		ŋɐu22
休	文讀	jɐu55
休	白讀	hɐu55
咻	一傅眾咻	jɐu55
優		jɐu55
憂		jɐu55
疣		jɐu22
尤		jɐu22
郵		jɐu22
遊		jɐu22
悠		jɐu22
悠		jɐu55
攸		jɐu22
攸		jɐu55
遊		jɐu22
猶		jɐu22
油		jɐu22
由		jɐu22
不		pɐk5
浮	文讀	fɐu22
浮	白讀；浮魚、浮頭	pʰou22
繆	繆論	mɐu22
繆	未雨綢繆	mɐu22
謀		mɐu22
矛		mau22
牟		mɐu22
求		kʰɐu22
仇	仇人	sɐu22
仇	仇姓	kʰɐu22
球		kʰɐu22
毬		kʰɐu22
鈕		nɐu25
紐		nɐu25
扭		nɐu25
柳		lɐu13
酒		ʦɐu25
肘		ʦɐu25
醜		ʦʰɐu25
紂		ʦɐu22
醜		ʦʰɐu25
壽		sɐu22
受		sɐu22
守		sɐu25
守		sɐu25
手		sɐu25
首		sɐu25
灸		kɐu33
九		kɐu25
韭		kɐu25
玖		kɐu25
久		kɐu25
糗		ʦʰɐu25
朽		hau25
有		jɐu13
右		jɐu22
友		jɐu13
琇		ɬɐu33
琇		sɐu33
誘		jɐu33
酉		jɐu13
負		fu22
婦	文讀	fu13
婦	白讀	pʰou13
舅		kʰɐu13
舅		kʰau13
臼		kɐu33
溜		lɐu33
溜		liu55
鷲		ʦɐu22
就		ʦɐu22
繡		ɬɐu33
繡		sɐu33
宿	星宿	ɬɐu33
宿	星宿	sɐu33
宿	住宿	ɬʊk5
宿	住宿	sʊk5
秀		ɬɐu33
秀		sɐu33
袖		ʦɐu22
晝		ʦɐu33
畜		ʦʰʊk5
冑		ʦɐu22
宙		ʦɐu22
皺	文讀	ʦɐu33
皺	白讀	ȵɐu33
驟		ʦɐu22
瘦		sɐu33
漱		sɐu33
祝		ʦʊk5
臭		ʦʰɐu33
授		sɐu22
售		sɐu22
獸		sɐu33
狩		sɐu33
疚		kɐu33
救		kɐu33
究		kɐu33
祐		jɐu22
佑		jɐu22
又		jɐu22
柚		jɐu22
柚	沙田～	jɐu13
輻		fʊk5
富		fu33
複		fʊk5
復	復原	fʊk5
伏	文讀	fʊk2
伏	白讀	pʊk2
覆		fʊk5
副		fu33
舊		kɐu22
兜		tɐu55
偷		tʰɐu55
投		tʰɐu22
頭		tʰɐu22
嘍		lɐu22
髏		lou13
樓		lɐu22
簍		lɐu13
溝	水溝	kɐu55
溝	溝通	kʰɐu55
篝		kɐu55
枸		kɐu25
鉤		ŋɐu55
夠		kɐu33
喉		hɐu22
猴		hɐu22
侯		hɐu22
歐		ɐu55
嘔	嘔吐	ɐu25
嘔	嘔氣	ɐu33
謳		ɐu55
鷗		ɐu55
斗	地名，斗門。	tɐu25
陡		tɐu25
蚪		tɐu25
抖		tɐu25
走		ʦɐu25
趣		ʦʰui33
趣	冇味冇～: 味道寡淡貌	ʦʰei33
擻	抖擻	ɬɐu25
擻	抖擻	sɐu25
叟		sɐu25
垢		kɐu33
苟		kɐu25
狗		kɐu25
口		hɐu25
叩		kʰɐu33
扣		kʰɐu33
藕		ŋɐu13
偶		ŋɐu13
吼		hɐu33
後		hɐu22
厚		hɐu13
後		hɐu22
某		mɐu13
牡		mɐu13
畝		mɐu13
拇		mou13
母		mou13
鬥		tɐu33
透		tʰɐu33
豆		tɐu22
竇		tɐu22
荳		tɐu22
陋		lɐu22
漏		lɐu22
奏		ʦɐu33
湊		ʦʰɐu33
嗽		ɬɐu33
嗽		sɐu33
搆		kʰɐu33
構		kʰɐu33
購		kʰɐu33
寇		kʰɐu33
蔻		kʰɐu33
逅		hɐu22
候		hɐu22
姆		mou13
茂		mɐu22
貿		mɐu22
戊		mɐu22
幽		jɐu55
彪		piu55
糾		tɐu25
赳		kɐu25
幼		jɐu33
謬		mɐu22
淋		lɐm22
琳		lɐm22
臨		lɐm22
霖		lɐm22
林		lɐm22
浸		ʦɐm33
侵		ʦʰɐm55
心		ɬɐm55
心		sɐm55
尋		ʦʰɐm22
針		ʦɐm55
斟		ʦɐm55
忱		ʦʰɐm22
深		sɐm55
任	信任	ȵɐm22
任	信任	jɐm22
壬		jɐm22
淫		jɐm22
撢	雞毛撢子	taŋ22
霪		jɐm22
寢		ʦʰɐm25
甚		sɐm22
審		sɐm25
葚		sɐm22
飪		ȵɐm22
飪		jɐm22
稔	文讀	nɐm13
稔	稔子	niɐm55
沁		sɐm33
笠		lɐp5
粒		nɐp5
立		lɐp2
緝		ʦʰɐp5
集		ʦap2
輯		ʦʰɐp5
襲		ʦɐp2
習		ʦɐp2
汁		ʦɐp5
執		ʦɐp5
什	喀什	sɐp2
什	什錦	ʦɐp2
什	什麼	sɐm22
十		sɐp2
拾		sɐp2
褶	皺褶	ʦip3
褶	夾衣	tip2
溼		sɐp5
濕		sɐp5
入		jɐp2
廿		ȵa22
廿		ja22
揖		jɐp5
湛		ʦam33
沉		ʦʰɐm22
沈		sɐm25
枕	枕頭	ʦɐm25
枕	枕戈待旦	ʦɐm33
涔		sɐm22
森		sɐm55
參	人參	sɐm55
參	參加	ʦʰam55
參	參差	ʦʰɐm55
參	三的大寫	ɬam55
參	三的大寫	sam55
金		kɐm55
襟		kʰɐm55
今		kɐm55
禁	禁止	kɐm33
禁	禁著	kʰɐm55
欽		hɐm55
吟	吟詩	ȵɐm22
吟	吟詩	jɐm22
吟	吟吟沉沉	ŋɐm22
陰		jɐm55
瘖		jɐm55
音		jɐm55
擒		kʰɐm22
琴		kʰɐm22
凜		lɐm13
禽		kʰɐm22
朕		ʦɐm22
錦		kɐm25
飲	飲水	ȵɐm25
飲	飲水	jɐm25
稟		pɐŋ25
品		pʰɐŋ25
闖		ʦʰɔŋ25
滲	文讀	sɐm33
滲	白讀	jɐm33
蔭		jɐm55
蟄		ʦɪk2
澀	苦澀	kip3
澀	表示「粗糙、不光滑」	ɬɐp5
澀	表示「粗糙、不光滑」	sɐp5
汲		kʰɐp5
急		kɐp5
給		kʰɐp5
級	等級	kʰɐp5
級	樓梯級	ŋɐp5
泣		jɐp5
岌	岌岌可危	kʰɐp5
岌	岌頭：點頭	ŋɐp2
吸		hɐp5
吸	又讀	kʰɐp5
邑		jɐp5
苙		lɐp5
及		kɐp2
擔	擔水；擔心	tam55
擔	重擔	tam33
淡	冷淡	tam22
淡	好淡	tʰam13
談		tʰam22
痰		tʰam22
澹		tam22
藍		lam22
籃		lam22
慚		ʦʰam22
三		ɬam55
三		sam55
柑		kam55
甘		kam55
憨		hɐm55
酣		hɐm22
膽		tam25
毯		tʰaŋ25
攬		lam25
覽		lam25
欖		lam25
橄		kam25
敢		kam25
喊		ham33
暫		ʦam22
瞰		hɐm33
榻		tʰap3
搭		tap3
塔		tʰap3
蹋		tap2
臘		lap2
蠟		lap2
砝		fak3
閘		ʦap2
嗑		hap3
闔		hɐp2
嚴		jim22
儼		jim13
欠		him33
脅		hip2
脅		hip3
劫		kip3
怯		hip3
業		jip2
帆		faŋ22
凡		faŋ22
氾	氾濫	faŋ33
氾	氾姓	faŋ22
犯		faŋ22
範		faŋ22
範		faŋ22
泛		faŋ22
法		fak3
乏		fak2
乏		fɐk2
衫		sam55
監	監獄	kam55
監	太監	kam33
鑑		kam33
鑒		kam33
嵌		hɐm22
巖		ŋam22
銜		ham22
艦		lam22
檻	牛檻；文讀	lam22
檻	門檻；白讀	hɐm25
濫		lam22
甲		kap3
匣		hap2
鴨		ap3
壓		ak3
押		ak3
押	表『強迫』之意	ap3
喃		nam22
攙		ʦʰam55
饞		ʦʰam22
杉		ʦʰam33
摻		ʦʰam55
緘		kam55
鹹		ham22
鹹		ham22
斬		ʦam25
減		kam25
站		ʦam22
蘸		ʦam33
陷		hɐm22
眨		ʦam25
插		ʦʰap3
夾	夾硬；夾萬	kap3
夾	文讀：夾仔	kiɐp2
夾	白讀，表示空間很窄	kʰiɐp2
掐		hap3
掐	訓讀	tɛ22
恰		hɐp5
恰		hap3
洽		hɐp5
峽		hap2
狹		hap2
凹		nɐp5
廉		lim22
鐮		lim22
簾		lim22
尖		ʦim55
漸	逐漸	ʦim22
鹼		kaŋ25
臉		lim13
籤		ʦʰim55
潛		ʦʰim22
纖		ʦʰim55
詹		ʦim55
瞻		ʦim55
蟾		sim22
占	占卜	ʦim55
占	占領	ʦim33
冉		ȵim13
冉		jim13
鹽		jim22
閻		jim22
簷		jim22
撿		kim25
斂		lim13
陝		sim25
閃		sim25
染		ȵim13
染		jim13
厭		jim33
燄		jim22
殮		lim13
塹		ʦʰim33
焰		jim22
豔		jim22
獵		lik2
接		ʦip3
睫		ʦik3
妾		ʦʰip3
捷	捷徑	ʦik2
捷	快捷	ʦik3
捷	快捷	ʦʰik3
懾		sip3
涉		sip3
攝		sip3
靨		jip3
葉		jip2
粘		ʦim55
黏		nim55
沾		ʦim55
淹		jim55
醃		jip3
炎		jim22
拑		kʰiɐm22
鉗		kʰiɐm22
諂		ʦʰim25
檢		kim25
瞼		kim25
險		him25
掩		jim25
奄	奄有	jim25
貶	文讀	piŋ25
貶	白讀	piɛŋ25
儉		kim22
芡	打芡，勾芡	hiŋ33
芡	芡實	ʦʰi33
驗	文讀	jim22
驗	白讀	nim22
躡		nip2
聶		nip2
輒		ʦip3
霎		sap3
佔	文讀	ʦim33
佔	白讀：「佔隊」，插隊	ʦiɐm55
添		tʰim55
恬		tʰim22
甜		tʰim22
拈	拈花惹草；文讀	nim55
拈	拈線；白讀；白拈仔	niɐm55
兼		kim55
謙		him55
嫌		him22
玷		tim33
點		tim25
歉		him33
店		tim33
墊		tʰim13
念		nim22
帖		tʰip3
蝶		tip2
貼		tʰip3
疊		tip2
喋		tip2
頰		kiap2
頰		kiɐp2
莢		kiap2
莢		kiɐp2
愜		hip3
挾		hip3
挾		hip2
俠		hap2
協		hip2
耽		tam55
探		tʰam33
貪		tʰam55
譚		tʰam22
眈		tam55
潭		tʰam22
南		nam22
楠		nam22
男		nam22
嵐		lam22
婪		lam22
蠶		ʦʰam22
弇		jim25
堪		hɐm55
龕		hɐm55
函		hɐm22
涵		hɐm22
含		hɐm22
庵		ɐm55
諳		ɐm55
纜		lam25
慘		ʦʰam25
感		kam25
坎		hɐm33
撼		hɐm22
勘		hɐm33
憾		hɐm22
暗		ɐm33
答		tap3
踏		tap2
遝		tap2
納		nap2
摺		ʦip3
拉		lai55
雜		ʦap2
卅		ɬa55
卅		sa55
鴿		kap3
閤	閤眼	hɐp2
閤	閤樓	kɔk3
蛤	圓蛤；花蛤螺	kap3
蛤	蛤蟆；蛤乸	kɐp5
哈		ha55
盒		hɐp2
合	合格	hɐp2
合	一合；合煲；合不來	kap3
圇		lɐŋ22
圾		ɬap3
圾		sap3
歹		tai25
圳		ʦɐŋ33
劍		kim33
享		hioŋ25
踩	文讀	ʦʰai25
踩	白讀	ȵai25
踮		tim33
螂		lɔŋ22
踴		jʊŋ25
鴕		tʰɔ22
糕		kou55
柿		si13
柿		si33
糬		si22
糯		nɔ22
妞		nɐu25
焙		pʰui22
妳		nei13
妮		nɐi22
歪	文讀	ʋai55
歪	白讀	mɛ25
疤		pa55
汙		ʋu55
汽		hei33
粑		pa55
桕		kʰɐu13
棕		ʦʊŋ55
撇		pʰik3
撒		ɬak3
撒		sak3
撐		ʦʰaŋ55
囫		fɐk5
囡		nam22
砸		ʦap2
砲		pʰau33
饈		ɬɐu55
饈		sɐu55
掙	掙脫；掙扎	ʦɐŋ55
掙	掙錢；掙銭	ʦaŋ22
砍		kʰɐm25
聯		liŋ22
棋		kʰei22
蹦		pɐŋ55
週		ʦɐu55
她		tʰa55
奶		nai13
剷		ʦʰaŋ25
闆		paŋ25
剎		sak3
磁		ʦʰi22
骷		fu55
嘩		ʋa55
磚		ʦiŋ55
躲		tɔ25
磺		ʋɔŋ22
躺		tʰɔŋ25
罕		hɔŋ25
罕		hɔŋ13
耙		pʰa22
嘴		ʦui25
瑪		ma13
間	空間	kaŋ55
間	間接	kaŋ33
籽		ʦi25
瑙		nou13
啤		pɛ55
餃		kau25
揪		ʦɐu55
餵		ʋɐi33
揍		ʦɐu33
餡		hɐm22
淌		tʰɔŋ25
嶄		ʦam25
淘		tʰɐu22
淘		tʰou22
釉		jɐu22
擤		ɬɐŋ33
擤		sɐŋ33
擦		ʦʰak3
嚕		lou55
嚐		sioŋ22
擱		kɔk3
嚎		hou22
擂		lui22
桿		kɔŋ55
胸		hʊŋ55
刨		pʰau22
胚		pʰui55
挖		ʋak3
碗		ʋuŋ25
碟		tip2
碘		tiŋ25
碳		tʰaŋ33
碰		pʰʊŋ33
觔		kɐŋ55
熔		jʊŋ22
颳		kʷak3
琉		lɐu22
嗖		sɐu55
榕		jʊŋ22
缽		puk3
您		nei13
搧		siŋ33
搬		puŋ55
噹		tɔŋ55
噸		tɐŋ55
搗		tou25
跺		tɔ25
褂		kʷa33
搞		kau25
舔	文讀	tʰim25
舔	訓讀	liɐm13
鞍		ɔŋ55
捱		ŋai22
捆		kʰʷɐŋ25
癱		tʰaŋ55
灶		ʦou33
峰		fʊŋ55
壟		lʊŋ13
肇		siu22
摹		mou22
嘀	擬聲：嘀嗒	tik5
摀		ʋu25
嘟		tu55
嘛	喇嘛	ma22
摔		sɐk5
腺		ɬiŋ33
腺		siŋ33
槓		kɔŋ33
輛		lioŋ25
騙		pʰiŋ33
筷		fai33
惦		tim33
黴	文讀	mui22
黴	白讀	mui55
黴	白讀	mou55
瀟		ɬiu55
瀟		siu55
瀕		pʰɐŋ22
籐		tʰɐŋ22
鋁		lui13
錶		piu55
崑		kʰʷɐŋ55
崙		lɐŋ22
崁		hɐm33
簑		sɔ55
群		kʰʷɐŋ22
怎		ʦɐm25
嗨		hai55
嗨		hɐi55
嗯		ŋ̍22
嗡		jʊŋ55
嗡	擬聲詞	ʋʊŋ55
嗦	動詞：吸	ɬɔk3
嗦	動詞：吸	sɔk3
嗦	囉嗦	sɔ55
嗶	擬聲字	pi55
嗎	助詞	ma55
嗎	嗎啡	ma13
嗆	食急氣逆	ʦʰioŋ55
嗆	嗆鼻	ʦʰioŋ33
嗅		ʦʰɐu33
齣		ʦʰɐk5
嗓		sɔŋ25
獗		kʰik3
峇		pa55
鱷		ŋɔk2
舺		kap3
溯		ɬɔk3
溯		sɔk3
峪		jʊk2
塭		ʋɐŋ55
烤		hau55
烯		hei55
烷		jiŋ22
烹		pʰaŋ55
塌		tʰap3
膛		tʰɔŋ22
篛		niok2
辣	文讀	lak2
辣	白讀	lak3
匆		ʦʰʊŋ55
睬		ʦʰɔi25
銲		hɔŋ22
睏		kʰʷɐŋ33
謊		fɔŋ25
裡		lei13
裏		lei13
儘	儘管	ʦɐŋ25
儘	儘量	ʦɐŋ22
岔		ʦʰa55
滾		kʷɐŋ25
岩		ŋam22
喲		jɔ55
喳		ʦa55
喂	語氣詞：接電話時第一個講的詞；表疑問	ʋei25
喇	喇叭	la33
臟		ʦɔŋ22
罈		tʰam22
迤	斜行延伸	ji13
迤	逶迤	ji22
蛋		taŋ22
僱		ku33
魂		ʋɐŋ22
魷		jɐu22
啦		la55
啊		a55
啃		hɐŋ25
啃		kʰɐŋ25
啟		kʰɐi25
啓		kʰɐi25
矽		ʦɪk2
鈾		jɐu22
孢		pau55
蹧		ʦou55
屜		tʰɐi33
忑		tʰɪk5
忐		tʰaŋ25
唷		jɔ55
唔		m̍22
蝴		fu22
鬍		fu22
懂		tʊŋ25
鏽		ɬɐu33
鏽		sɐu33
糰		tʰiŋ22
傢		ka55
夥		fɔ25
櫥		ʦʰi22
櫥		ʦʰui22
湧		jʊŋ25
燙	文讀	tʰɔŋ33
燙	白讀	tʰɔŋ55
尷		kam33
愣		lɪŋ22
哼	哼歌	hɐŋ55
哼	感歎詞	hŋ̍55
哪	哪裡	na13
哪	天哪；哪吒	na22
哩	英哩	lei13
哩	哩嚕	li55
勾	勾劃	ŋɐu55
勾	勾當	kɐu33
哞		mɐu22
瞄		miu22
瞌		hɐp5
瞧		ʦʰiu22
靛		tiŋ22
嬤		ma55
耍		sa25
稿		kou25
另		lɪŋ22
叭	語氣助詞	pʰa55
茉		muk2
叼		tiu55
覷		ʦʰui33
茼	茼蒿	tʰɔŋ22
茲	在茲	ʦi55
螞	螞蟻	ma13
艙		ʦʰɔŋ55
你		nei13
傭		jʊŋ22
樣		joŋ22
僞		ŋɐi22
票		pʰiu33
祂		tʰa55
颱		tʰɔi22
嘿	嘿嘿	hei55
嘿	通「默」	mɐk2
燜		muŋ22
褲		fu33
癌		ŋam22
癒		ji22
蠕		ji22
蠔		hou22
嫦		sioŋ22
嫻		haŋ22
倆		lioŋ13
橛	木橛子	kʰik3
橛	兩橛；量詞	kʰiɛk5
倘		tʰɔŋ25
們		muŋ22
濾		lui22
厘		lei22
咯	助詞	lɔ55
咯	咯咯笑	kɔk3
咩		mɛ55
咪	貓咪	mi55
咪	口語用詞，相當於「不」，「咪就係......」=「不就是......」	mi22
咕		ku55
咖		kʰa33
咐		fu33
咒		ʦɐu33
咚		tʊŋ55
喵		miɐu55
緡		mɐŋ22
癮		jɐŋ13
瘋		fʊŋ55
腮		ɬɔi55
腮		sɔi55
簽		ʦʰim55
嚷		joŋ22
嚷		joŋ13
媳		ɬɪk5
媳		sɪk5
賠		pʰui22
窗		ʦʰɔŋ55
窗		ʦʰioŋ55
賬		ʦioŋ33
賺		ʦaŋ22
做		ʦou22
做		ʦou33
窩		ʋɔ55
俐		lei22
玫		mui22
鍘		ʦap2
綁		pɔŋ25
綑		kʰʷɐŋ25
埕		ʦʰɪŋ22
埔		pʰou25
殼		hɔk3
埡		a33
埠	商埠，外埠	fɐu22
埠	船埠，埠頭	pou22
抬		tʰɔi22
礁		ʦiu55
啪	句末語氣助詞	pʰa55
啪	擬聲字	pʰak5
呃		ak5
呃		ɐk5
呆		ŋɔi22
呆		tai55
錨		mau22
婷		tʰɪŋ22
婿		ɬɐi33
婿		sɐi33
袱		fʊk2
漩	文讀	ɬiŋ22
漩	文讀	siŋ22
卡		kʰa55
鷥		si55
牠		tʰa55
吩		fɐŋ55
瞇		mi55
瞇		ni55
吔		ja55
吊		tiu33
吆	文讀	jiu55
吆	白讀	ʔiɐu55
晌		hioŋ25
曬		sai33
壩		pa33
晰		ɬɪk5
晰		sɪk5
晾		lɔŋ22
拿		na22
拷		hau55
秘		pei33
拆		ʦʰak3
爺		jɛ22
葡		pʰou22
嬸		sɐm25
蟑		ʦioŋ55
錳		mɐŋ13
錳		maŋ13
垃		lap2
丟		tiu55
毽		kiŋ33
垮		kʰʷa55
菠		pɔ55
菫		kɐŋ25
哎		ai55
菇		ku55
潑		pʰuk3
戳		ʦʰɔk3
戳		ʦʰiok3
鵪		ɐm55
裙		kʰʷɐŋ22
皂		ʦou22
皓		hou22
炸		ʦa33
甦		sou55
甩		lɐk5
褪	褪色	tʰui33
褪	褪落來；褪後	tʰɐŋ33
耗		hou33
狠		hɐŋ25
蒂		tɐi33
壞	同「坯」	pʰui55
乒		pɪŋ55
乓		pɔŋ55
麼	句末語氣助詞	mɔ55
麼	十三麼	jiu55
趴		pʰa55
痺		pei33
症		ʦɪŋ33
趕		kuŋ25
痘		tɐu22
硼		pʰaŋ22
找		ʦau25
扼		ɐk5
扯		ʦʰɛ25
托		tʰɔk3
硓		lou13
蚜		ŋa22
氧		joŋ13
氯		lʊk2
氫		hɪŋ55
煉		liŋ22
煲		pou55
煮		ʦi25
饃		mɔ22
饃		mɔk22
剁		tiok3
垛		tɔ25
腡		lɔ22
瘰		lɔ25
摞		lɔ22
銼		ʦʰɔ33
莝		ʦʰɔ33
矬		ʦʰɔ22
唆		ɬɔ55
唆		sɔ55
窠		ʋɔ55
倭		ʋɔ55
涴	涴演：（水流）曲折蜿蜒	ʋuŋ25
涴	涴水	jiŋ55
涴	污染、弄髒	ʋɔ33
瘸		kʰɛ22
欛		pa33
垻		pa33
鈀		pa25
痳	古同「麻」	ma22
痳	同「淋」	lɐm22
搽		ʦʰa22
杈		ʦʰa55
汊		ʦʰa55
痂		kʰa55
稼		ka33
迓		ŋa22
廈		ha22
嗟		ʦɛ55
嗟		ʦi55
麝		sɛ22
賒		sɛ55
佘		sɛ22
剮		kʷa25
侉		kʰʷa25
鏵		ʋa22
蠹		tou33
鸕		lou22
鹵		lou13
嗉		ɬou33
嗉		sou33
牯		ku25
蠱		ku25
疽		ʦui55
胥		ɬui55
胥		sui55
褚		ʦʰi13
苧	同「苧」	ʦʰi13
苧	一種有機化合物	nɪŋ22
箸		ʦi22
淤		ji55
跗		fu55
腑		fu25
麩		fu55
訃		fu22
釜		fu25
鎢		ʋu55
誅		ʦi55
芻	芻口：髒話	ʦʰɔ55
硃		ʦi55
戍		si33
駒		kʰei55
獃		tai55
獃		ŋɔi22
纔		ʦʰɔi22
愷		hɔi25
靄		ɔi25
豺		ʦʰai22
稭		kai55
稭		kak33
疥		kai33
揩		hai55
稗		pai22
釵		ʦʰai55
曬		sai33
隘		ai33
穄		ʦɐi33
囈		ŋɐi22
刈		ŋai22
箅		pei33
淒		ʦʰɐi55
薺		ʦʰɐi22
