拟音	韵别	反切	汉字及注释
toŋ1	东红韵（铜钟韵）	多翁切	东栋(树名，阴去异)
toŋ1	东红韵（铜钟韵）	都翁切	冬(冬天，阳平异)𩂓
tʰoŋ1	东红韵（铜钟韵）	拖翁切	通恫(痛，阳去异)
koŋ1	东红韵（铜钟韵）	哥翁切	公蚣工功攻宫弓躬红(女红，阳平异)
koŋ1	东红韵（铜钟韵）	姑翁切	恭肱供(阴去同)共(地名，阴去异)
kʰoŋ1	东红韵（铜钟韵）	克翁切	空(阴去同)崆箜(箜篌)
hoŋ1	东红韵（铜钟韵）	呼翁切	烘(阴去同)轰
oŋ1	东红韵（铜钟韵）	乌公切	翁嗡
ʦoŋ1	东红韵（铜钟韵）	兹翁切	棕𮪣鬉(散发，马鬃)
ʦʰoŋ1	东红韵（铜钟韵）	雌翁切	聪𩨂囱匆葱从(从容，阳平异， 阳去异)
soŋ1	东红韵（铜钟韵）	思翁切	嵩菘娀𱉣(鸟名)
soŋ1	东红韵（铜钟韵）	苏翁切	淞松
ʦoŋ1	东红韵（铜钟韵）	祖翁切	宗棕琮(阳平同)鬃
ʦoŋ1	东红韵（铜钟韵）	疽雍切	踪纵(纵横，阴上异，阴去异)
ioŋ1	东红韵（铜钟韵）	遇翁切	雍(姓，和睦，阴去异)饔壅(阴上同，阴去同)拥(本上声)邕痈
ɕioŋ1	东红韵（铜钟韵）	虚雍切	凶讻(阴上同)匈汹(阴上同)胸兄
poŋ1	东红韵（铜钟韵）	百翁切	崩(阴去同，真韵同)绷(俗叶江韵)
foŋ1	东红韵（铜钟韵）	弗翁切	风(风云，阴去异)枫疯酆
foŋ1	东红韵（铜钟韵）	夫翁切	丰峰烽蜂锋封葑(阴去同，俗叶姑韵)
ʧoŋ1	东红韵（铜钟韵）	知翁切	中(居中，阴去异)忠衷终螽钟锺盅
ʧʰoŋ1	东红韵（铜钟韵）	痴翁切	充忡翀
ʧʰoŋ1	东红韵（铜钟韵）	枢翁切	冲憧
ʃoŋ1	东红韵（铜钟韵）	舒翁切	舂摏
ʨʰioŋ1	东红韵（铜钟韵）	欺翁切	穹芎
ʨioŋ1	东红韵（铜钟韵）	居雍切	扃(真韵同)坰(真韵同)冏(真韵同)
ʨioŋ1	东红韵（铜钟韵）	居翁切	龚
ɦoŋ2	东红韵（铜钟韵）	胡同切	红(赤色，阴平异)虹荭洪鸿讧宏蕻(阴去同)弘泓黉横(横直，阳去异，真韵同，俗叶江韵)
doŋ2	东红韵（铜钟韵）	陀洪切	同峒(崆峒，山名，阳去异)洞(洪洞，县名，阳去异)桐侗筒铜佟冬(鼓声，阴平异)童僮潼瞳艟彤仝
loŋ2	东红韵（铜钟韵）	勒洪切	咙拢(阳上同)栊珑眬昽胧砻(阳去同)聋笼(鸟笼，阳上异)
loŋ2	东红韵（铜钟韵）	离融切	隆癃窿
loŋ2	东红韵（铜钟韵）	卢宏切	龙
noŋ2	东红韵（铜钟韵）	奴宏切	农侬脓哝
zoŋ2	东红韵（铜钟韵）	慈宏切	从(顺从，阴平，阳去异)𱦏淙琮(阴平同)崇丛
ɦioŋ2	东红韵（铜钟韵）	移洪切	融雄熊
ɦioŋ2	东红韵（铜钟韵）	鱼宏切	容溶榕蓉熔镕庸佣镛荣嵘
moŋ2	东红韵（铜钟韵）	磨洪切	蒙濛朦艨蠓(阳上同)愽萌(真韵同)盲(真韵同，俗叶江韵)虻(真韵同，俗叶江韵)
boŋ2	东红韵（铜钟韵）	婆洪切	蓬篷逢(鼓声，又音缝异)髼(蓬松，头发乱)
voŋ2	东红韵（铜钟韵）	扶宏切	逢(遭逢，又音蓬异)缝(缝纫，阳去异)
boŋ2	东红韵（铜钟韵）	蒲宏切	朋(真韵同，俗叶江韵)棚(真韵同，俗叶江韵)硼(真韵同，俗叶江韵)鹏(真韵同，俗叶江韵)彭(真韵同，俗叶江韵)膨(真韵同，俗叶江韵)蟛(真韵同，俗叶江韵)
voŋ2	东红韵（铜钟韵）	佛宏切	冯
ʒoŋ2	东红韵（铜钟韵）	池洪切	虫种(姓)慵重(重复，阳去异)
ʒoŋ2	东红韵（铜钟韵）	日洪切	戎茸(阳上同)氄(阳上同)
ȵioŋ2	东红韵（铜钟韵）	女容切	浓秾绒
ʥioŋ2	东红韵（铜钟韵）	渠容切	穷邛筇茕蛩琼
ɦioŋ2	东红韵（铜钟韵）	鱼容切	萤(俗叶，叶真韵)莹(俗叶，叶真韵)荧(俗叶，叶真韵)茔(俗叶，叶真韵)
toŋ3	东红韵（铜钟韵）	朵永切	董懂
tʰoŋ3	东红韵（铜钟韵）	妥永切	统捅
ʦoŋ3	东红韵（铜钟韵）	子永切	总纵(办事急迫，阴平异，阴去异)
soŋ3	东红韵（铜钟韵）	速永切	悚竦耸怂
ioŋ3	东红韵（铜钟韵）	宇永切	勇涌甬俑涌蛹踊永拥壅(阴平同，阴去同)
ɕioŋ3	东红韵（铜钟韵）	许永切	汹(阴平同)讻(阴平同)
foŋ3	东红韵（铜钟韵）	府永切	捧唪
kʰoŋ3	东红韵（铜钟韵）	克永切	孔
koŋ3	东红韵（铜钟韵）	古永切	拱栱珙巩
kʰoŋ3	东红韵（铜钟韵）	苦永切	恐
oŋ3	东红韵（铜钟韵）	扼孔切	滃
ʧoŋ3	东红韵（铜钟韵）	主永切	种(种类，阴去异)肿踵冢
ʧʰoŋ3	东红韵（铜钟韵）	处永切	宠
ʨioŋ3	东红韵（铜钟韵）	举永切	迥炯
ɡoŋ4	东红韵（铜钟韵）	革笼切	汞
ʒoŋ4	东红韵（铜钟韵）	入汞切	冗(阳去同)茸(阳平同)氄(阳平同)
loŋ4	东红韵（铜钟韵）	鲁汞切	笼(笼络，阳平异)昽(阳平同)拢(阳平同)垄
moŋ4	东红韵（铜钟韵）	美汞切	蠓(阳平同)
moŋ4	东红韵（铜钟韵）	母汞切	猛(真韵同，俗叶江韵)蜢(真韵同，俗叶江韵)艋(真韵同，俗叶江韵)懵(懵懂，糊涂)
toŋ5	东红韵（铜钟韵）	得瓮切	冻栋(栋梁，阴平异)胨(凝结)𣿅(物掉水里的声音)
tʰoŋ5	东红韵（铜钟韵）	忒瓮切	痛
ʦoŋ5	东红韵（铜钟韵）	则瓮切	粽
soŋ5	东红韵（铜钟韵）	塞瓮切	送宋
ʦoŋ5	东红韵（铜钟韵）	足瓮切	综
ʦoŋ5	东红韵（铜钟韵）	卒瓮切	纵(纵肆，阴平异，阴上异)
ioŋ5	东红韵（铜钟韵）	郁瓮切	壅(阴平，阴上同)咏泳雍(古九州之一，阴平异)
foŋ5	东红韵（铜钟韵）	弗瓮切	风(诗六义之一，阴平异)讽俸
poŋ5	东红韵（铜钟韵）	卜瓮切	迸(真韵同，俗叶江韵)崩(阴平同。真韵同，俗叶江韵)
foŋ5	东红韵（铜钟韵）	福瓮切	葑(阴平同，俗叶姑韵阴平)
koŋ5	东红韵（铜钟韵）	革瓮切	贡供(阴平同)赣(安韵阴上同)
kʰoŋ5	东红韵（铜钟韵）	克瓮切	控空(阴平同)
oŋ5	东红韵（铜钟韵）	鸟贡切	瓮(亦作瓮)齆(鼻塞)
hoŋ5	东红韵（铜钟韵）	黑瓮切	哄烘(阴平同)蕻(阳平同)
ʧoŋ5	东红韵（铜钟韵）	执瓮切	中(中意，阴平异)众种(种植，阴上异)
doŋ6	东红韵（铜钟韵）	特宏切	洞(空洞，阳平异)峒(山穴，阳平异)恫(恫吓，阴平异)动恸桶
loŋ6	东红韵（铜钟韵）	勒宏切	弄砻(阳平同)
zoŋ6	东红韵（铜钟韵）	族宏切	从(随从，阴平阳平异，又音颂异)
zoŋ6	东红韵（铜钟韵）	俗宏切	颂讼诵从(堂房从兄弟，阴平异，阳平异)
ɦioŋ6	东红韵（铜钟韵）	浴宏切	用
moŋ6	东红韵（铜钟韵）	陌宏切	梦孟(真韵同，俗叶江韵)
boŋ6	东红韵（铜钟韵）	白宏切	碰(俗叶江韵)
boŋ6	东红韵（铜钟韵）	仆宏切	蚌(江韵同)甏(俗叶江韵)
voŋ6	东红韵（铜钟韵）	物宏切	凤
voŋ6	东红韵（铜钟韵）	伏宏切	奉缝(裂缝，阳平异)
ʒoŋ6	东红韵（铜钟韵）	搿宏切	共(共同，阴平异)
ɦoŋ6	东红韵（铜钟韵）	斛弄切	横(蛮横，阳平异，真韵同，俗叶江韵)
ʒoŋ6	东红韵（铜钟韵）	逐宏切	重(轻重，阳平异)仲
ʒoŋ6	东红韵（铜钟韵）	日用切	冗(阳上同)
ʨiã1	江阳韵	肌央切	江豇𮣲姜僵疆缰薑
ʨʰiã1	江阳韵	欺央切	腔羌
tã1	江阳韵	得沆切	当(担当，阴去异)裆铛
tʰã1	江阳韵	他沆切	汤(汤水，音商异，阴去异)镗
ʦiã1	江阳韵	济央切	将(将来，阴去异)浆桨(阴上同)
ʦʰiã1	江阳韵	妻央切	枪怆(凄怆，阴去同)跄抢(逆风；阴上异)锵
siã1	江阳韵	西央切	相(互相，阴去异)厢湘箱襄镶
ʦã1	江阳韵	兹沆切	臧赃
ʦʰã1	江阳韵	雌沆切	仓沧苍舱
sã1	江阳韵	思沆切	桑丧(丧事，阴去异)
iã1	江阳韵	衣沆切	央泱殃秧鸯恙
ɕiã1	江阳韵	希央切	香乡芗(谷香)
pã1	江阳韵	百沆切	邦梆帮鞤浜
pʰã1	江阳韵	柏沆切	滂胖(阴去同)乓
fã1	江阳韵	弗沆切	方坊妨肪芳
kã1	江阳韵	革沆切	冈(亦作岗)刚纲钢缸扛(阴去同)肛罡
kʰã1	江阳韵	克沆切	康慷(阴上，阴去同)糠
ã1	江阳韵	曷冈切	沆(大水，阴上异)
kuã1	江阳韵	姑汪切	光胱
kʰuã1	江阳韵	枯汪切	匡框眶筐
uã1	江阳韵	乌沆切	汪
huã1	江阳韵	呼汪切	荒慌肓(膏肓)
ʧã1	江阳韵	知沆切	章彰獐樟张璋
ʧʰã1	江阳韵	痴沆切	昌猖菖阊鲳伥(为虎作伥)娼
ʃã1	江阳韵	施沆切	商伤殇觞(酒杯)汤(水声，又音镗异，阴去异)
ʧuã1	江阳韵	之汪切	庄装妆桩
ʧʰuã1	江阳韵	初汪切	窗创(创伤，阴去异)疮
ʃuã1	江阳韵	诗汪切	双霜孀爽(阴上同)
hã1	江阳韵	黑沆切	夯
pã1	江阳韵	百沆切	绷(俗叶。叶东韵)
pʰã1	江阳韵	柏沆切	𰿬(俗叶。关门声。叶真韵)
kã1	江阳韵	革沆切	庚(俗叶。叶真韵)赓(俗叶。叶真韵)更(俗叶。叶真韵)粳(俗叶。叶真韵)耕(俗叶。叶真韵)羹(俗叶。叶真韵)
kʰã1	江阳韵	克沆切	坑(俗叶。叶真韵)
hã1	江阳韵	黑沆切	亨(俗叶。叶真韵)哼(俗叶。叶真韵)
ʦã1	江阳韵	兹沆切	争(俗叶。叶真韵)
ʦʰã1	江阳韵	雌沆切	撑(俗叶。阴去同。叶真韵)
sã1	江阳韵	思沆切	生(俗叶。叶真韵)牲(俗叶。叶真韵)笙(俗叶。叶真韵)甥(俗叶。叶真韵)
ɦiã2	江阳韵	移强切	阳扬杨锡(马铃声。疑为“钖”)炀(熔金，阳去同)飏(阳去同)羊佯烊(溶化，阳去异)洋
ɦiã2	江阳韵	异杭切	降(降顺，阴去异)
mã2	江阳韵	陌杭切	芒茫铓忙氓
bã2	江阳韵	婆杭切	旁傍(同旁，阳去异)膀彷(彷徨)房(阿房宫，音亡异)庞螃
vã2	江阳韵	物杭切	房(房屋，又音旁异)亡忘(阳去同)望(阳去同)防
ŋã2	江阳韵	额杭切	昂卬
ɦã2	江阳韵	何昂切	杭吭(阳去同)航行(行列，行业，阳去异，真韵异)
ɦuã2	江阳韵	吴黄切	王(帝王，阳去异)
ɦuã2	江阳韵	胡杭切	黄潢(积水，阳去异)簧璜蟥皇凰徨惶煌蝗
ɡuã2	江阳韵	葵王切	狂
ʒã2	江阳韵	池羊切	长(长短，阴上异，阳去异)肠场尚(尚书，阳去异)常嫦裳尝偿
ʒã2	江阳韵	日长切	攘(攘夺，阳上异)瓤穰(阳上同)
ʒuã2	江阳韵	锄王切	床撞(阳去同)幢(幡，阳去异)
ȵiã2	江阳韵	尼羊切	娘
ʥiã2	江阳韵	其羊切	强(强弱，阴上，阳去异)
nã2	江阳韵	拿昂切	囊
dã2	江阳韵	特杭切	堂膛螳棠唐塘糖
lã2	江阳韵	勒昂切	郎廊榔螂狼琅
浪(沧浪，水名，阳去异)稂锒
liã2	江阳韵	离羊切	良粮凉(凉爽，阳去异)梁粱量(商量，阳去异)
zã2	江阳韵	慈杭切	藏(隐藏，阳去异)
ziã2	江阳韵	齐羊切	墙樯戕
ziã2	江阳韵	夕羊切	详祥翔庠
mã2	江阳韵	陌杭切	盲(俗叶。叶东韵，真韵同)虻(俗叶。叶东韵，真韵同)
bã2	江阳韵	跋杭切	朋(俗叶。叶东韵，真韵同)棚(俗叶。叶东韵，真韵同)硼(俗叶。叶东韵，真韵同)鹏(俗叶。叶东韵，真韵同)彭(俗叶。叶东韵，真韵同)膨(俗叶。叶东韵，真韵同)蟛(俗叶。叶东韵，真韵同)
zã2	江阳韵	直杭切	橙(俗叶。叶真韵)
ɦã2	江阳韵	合杭切	行(俗叶。行走，真韵异)
iã3	江阳韵	以沆切	怏盎(阴去同)坱鞅
ʨiã3	江阳韵	几怏切	讲港
ʨʰiã3	江阳韵	起怏切	强(勉强，阳平，阳去异)襁
tã3	江阳韵	打沆切	党党(姓)挡
tʰã3	江阳韵	脱沆切	倘(脱沆切)淌躺倘帑(公款，本音奴)
ʦã3	江阳韵	子沆切	脏
sã3	江阳韵	死沆切	搡磉嗓颡(前额)
ʦiã3	江阳韵	挤怏切	蒋奖桨(阴平同)
ʦʰiã3	江阳韵	七怏切	抢(抢夺，阴平异)
siã3	江阳韵	西怏切	想鲞
ɕiã3	江阳韵	喜怏切	响享(阴去同)
pã3	江阳韵	不沆切	榜(标榜，阴去异)绑磅
fã3	江阳韵	弗沆切	访舫纺仿(仿佛)
ã3	江阳韵	曷慷切	沆(露水，阴平异)肮
kʰã3	江阳韵	克沆切	慷(阴平，阴去同)
kuã3	江阳韵	古枉切	广
uã3	江阳韵	五沆切	枉往
huã3	江阳韵	虎枉切	恍晃谎
ʧã3	江阳韵	朱沆切	掌长(长幼，阳平阳去异)
ʧʰã3	江阳韵	耻沆切	敞厂氅昶
ʃã3	江阳韵	舍沆切	赏晌饷(阴去同)
ʃuã3	江阳韵	史枉切	爽(阴平同)
tã3	江阳韵	得沆切	打(俗叶。叶笳韵)
sã3	江阳韵	史沆切	省(俗叶。叶真韵。省市，真韵异)眚(俗叶。叶真韵)
kã3	江阳韵	格沆切	梗(俗叶。叶真韵)绠(俗叶。叶真韵)鲠(俗叶。叶真韵)哽(俗叶。叶真韵)
ȵiã4	江阳韵	尼痒切	仰(俯仰，阳去异)
nã4	江阳韵	那沆切	曩
lã4	江阳韵	冷沆切	朗
liã4	江阳韵	里痒切	两俩𮉧(阳去同)魉
ɦiã4	江阳韵	蚁沆切	养(养育，阳去异)痒
mã4	江阳韵	末沆切	莽蟒
ɡuã4	江阳韵	揆枉切	逛
ʒã4	江阳韵	十沆切	上(自下而上，阳去异)壤攘(扰攘，阳平异)穰(阳平同)
vã4	江阳韵	武沆切	罔惘纲(疑为“網”)
ɦiã4	江阳韵	奚讲切	项(阳去同)
mã4	江阳韵	陌沆切	猛(俗叶。叶东韵；真韵同)蜢(俗叶。叶东韵；真韵同)艋(俗叶。叶东韵；真韵同)
lã4	江阳韵	勒沆切	冷(俗叶。叶真韵)
ʨiã5	江阳韵	吉盎切	绛降(升降，阳平异)
tã5	江阳韵	答盎切	当(妥当，阴平异)档
tʰã5	江阳韵	忒盎切	烫汤(热水泡，阴平异)趟
ʦã5	江阳韵	则盎切	葬
sã5	江阳韵	塞盎切	丧(失去，阴平异)
ʦiã5	江阳韵	接盎切	酱将(将帅，阴平异)
ʦʰiã5	江阳韵	七盎切	怆(阴平同)⿺辶仓
siã5	江阳韵	昔盎切	相(将相，阴平异)
ɕiã5	江阳韵	吸盎切	向(方向，又音饷异)享(阴上同)
ɕiã5	江阳韵	希盎切	饷(阴上同)向(姓，又音向异)
pã5	江阳韵	八盎切	谤榜(摇船的工具，阴上异)
pʰã5	江阳韵	拍盎切	胖(阴平同)
fã5	江阳韵	法盔切	放
kã5	江阳韵	格盎切	扛(阴平同)
kʰã5	江阳韵	克盎切	伉亢囥抗炕慷(阴平同，阴上同)
ã5	江阳韵	扼扛切	盎(阴上同)
kuã5	江阳韵	谷旷切	诳
kʰuã5	江阳韵	阔况切	旷圹矿
huã5	江阳韵	忽旷切	况
ʧã5	江阳韵	哲盎切	帐(亦作账)涨胀障嶂瘴
ʧʰã5	江阳韵	赤盎切	唱倡怅畅
ʧuã5	江阳韵	责旺切	壮奘
ʧʰuã5	江阳韵	策旺切	创(创始，阴平异)闯
ʦʰã5	江阳韵	策盎切	撑(俗叶。叶真韵。阴平同)
iã5	江阳韵	衣盎切	映(俗叶。叶真韵)
pã5	江阳韵	百盎切	迸(俗叶。叶东韵；真韵同)崩(俗叶。叶东韵；真韵同)
ɦiã6	江阳韵	亦痒切	样漾养(供养，阳上异)炀(阳平同)飏(阳平同)烊(打烊，阳平异)
ɦiã6	江阳韵	吸样切	巷项(阳上同)
bã6	江阳韵	婆浪切	傍(倚傍，阳平异)蚌(东韵同)棒
vã6	江阳韵	伐杭切	妄忘(阳平同)望(阳平同)
ɦã6	江阳韵	合杭切	行(行行，刚强，阳平异，真韵异)吭(阳平同)
ɦuã6	江阳韵	活杭切	旺王(王天下，阳平异)幌(胡杭切)滉愰(心不定)潢(装潢，阳平异)
ʒã6	江阳韵	直尚切	仗丈杖长(多，阳平异，阴上异)
ʒã6	江阳韵	十杭切	上(上下，阳上异)尚(高尚，阳平异)让
ʒuã6	江阳韵	日杭切	状撞(阳平同)幢(一幢楼房，阳平异)
ȵiã6	江阳韵	匿样切	酿仰(仰仗，阳上异)
ʥiã6	江阳韵	及样切	强(强横，阳平异;阴上异)糨
dã6	江阳韵	特杭切	荡砀宕
lã6	江阳韵	勒杭切	浪(波浪，阳平异)埌阆
liã6	江阳韵	立样切	亮喨凉(薄，阳平异)晾谅量(容量，阳平异)𮉧(阳上同)辆
zã6	江阳韵	慈杭切	藏(西藏，阳平异)脏
ziã6	江阳韵	集样切	匠像象橡
ɡã6	江阳韵	搿巷切	戆
bã6	江阳韵	白吭切	碰(俗叶。叶东韵)甏(俗叶。叶东韵)
mã6	江阳韵	陌吭切	孟(俗叶。叶东韵；真韵同)
ɦuã6	江阳韵	划吭切	横(俗叶。叶东韵；真韵同。凶横，阳平异)
ʒã6	江阳韵	直吭切	剩(俗叶。叶真韵)
zã6	江阳韵	杂吭切	盛(俗叶。叶真韵)
ɦã6	江阳韵	合吭切	杏(俗叶。叶真韵)
ŋã6	江阳韵	核吭切	硬(俗叶。叶真韵)
ʦɿ1	兹时韵（知书韵）	则思切	兹(此，阳平异)孳滋仔(阴上同)孜缁辎咨谘姿恣(阴去同)粢(粢饭)资齐(齐衰，丧服，妻韵阳平异)
ʦʰɿ1	兹时韵（知书韵）	侧思切	雌
ʦʰɿ1	兹时韵（知书韵）	测思切	差(参差，笳韵异，归韵异)
sɿ1	兹时韵（知书韵）	塞兹切	思(想，阴去异)斯嘶厮撕私丝司(阴去同)狮蛳
ʃʯ1	兹时韵（知书韵）	色之切	诗师尸施(施行，阴去异，妻韵阳去异)
ʧʯ1	兹时韵（知书韵）	责诗切	支吱枝肢之芝脂只(入声，格韵同)
ʧʯ1	兹时韵（知书韵）	执之切	知(俗叶。叶妻韵。知觉，阴去异)蜘(俗叶。叶妻韵)
ʧʰʯ1	兹时韵（知书韵）	赤之切	痴(俗叶。叶妻韵)笞(俗叶。叶妻韵)𧏬(俗叶。叶妻韵。讥笑)吹(俗叶。叶归韵)
ʧʯ1	兹时韵（知书韵）	只之切	诸(俗叶。叶躯韵)朱(俗叶。叶躯韵)姝(俗叶。叶躯韵)株(俗叶。叶躯韵)珠(俗叶。叶躯韵)蛛(俗叶。叶躯韵)诛(俗叶。叶躯韵)猪(俗叶。叶躯韵)潴(俗叶。叶躯韵)
ʃʯ1	兹时韵（知书韵）	失之切	书(俗叶。叶躯韵)输(俗叶。叶躯韵。输赢，阴去异)舒(俗叶。叶躯韵)纾(俗叶。叶躯韵)尿(叶娇韵阳去)
ʨʰy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	屈迂切	躯岖驱区祛(除去)殴(同驱，鸠韵阴上异)袪(衣袖)
ʨy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	诀迂切	居椐琚拘驹车(归韵同，俗叶蛙蟆)
ʦy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	即迂切	疽(俗叶妻韵)苴(俗叶妻韵。有子的麻，笳韵阴上异)菹(咸菜，妻韵异)
ʦʰy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	七迂切	趋(俗叶妻韵)蛆(俗叶妻韵)
sy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	恤迂切	须(俗叶妻韵)须(俗叶妻韵。胡须)需(俗叶妻韵)胥(俗叶妻韵)
y1	兹时韵（知书韵）之躯腴韵（居鱼韵）	郁居切	迂於淤(阴去同)
ɕy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	洫迂切	虚嘘墟吁靴(俗叶蛙蟆)
ʧy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	拙迂切	诸(俗叶兹韵)朱(俗叶兹韵)姝(俗叶兹韵)株(俗叶兹韵)珠(俗叶兹韵)蛛(俗叶兹韵)诛(俗叶兹韵)猪(俗叶兹韵)潴(俗叶兹韵)
ʧy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	出迂切	枢
ʃy1	兹时韵（知书韵）之躯腴韵（居鱼韵）	说迂切	书(俗叶兹韵)输(俗叶兹韵。输赢，阴去异)舒(俗叶兹韵)纾(俗叶兹韵)
ʒʯ2	兹时韵（知书韵）	实示切	时埘莳(阳去同)匙弛
zɿ2	兹时韵（知书韵）	似兹切	词祠辞
zɿ2	兹时韵（知书韵）	此词切	慈磁瓷兹(龟兹，西城国名，阴平异)
əɭ2	兹时韵（知书韵）之儿而合	叶耳平声	而儿(俗儿子之儿，读倪，叶妻韵)
ʒʯ2	兹时韵（知书韵）	直时切	池(俗叶。叶妻韵)驰(俗叶。叶妻韵)迟(俗叶。叶妻韵。迟速，阳去异)治(俗叶。叶妻韵)持(俗叶。叶妻韵)篪(俗叶。叶妻韵)
ʒʯ2	兹时韵（知书韵）	述时切	除(俗叶。叶躯韵)蜍(俗叶。叶躯韵)厨(俗叶。叶躯韵)橱(俗叶。叶躯韵)储(俗叶。叶躯韵)躇(俗叶。叶躯韵)
ʒʯ2	兹时韵（知书韵）	日时切	如(俗叶。叶躯韵)茹(俗叶。叶躯韵)筎(俗叶。叶躯韵)孺(俗叶。叶躯韵。幼儿，阳去同)儒(俗叶。叶躯韵)襦(俗叶。叶躯韵)濡(俗叶。叶躯韵)蠕(俗叶。叶躯韵)殊(俗叶。叶躯韵)
ɦy2	兹时韵（知书韵）之躯腴韵（居鱼韵）	聿渠切	腴谀臾娱鱼渔馀予(我，阳上异)余禺(县名，阳去异)隅于圩(归韵同)盂竽誉(称美，阳去同)舆俞愉渝(阳去同)榆毹逾
ʒy2	兹时韵（知书韵）之躯腴韵（居鱼韵）	述于切	除(俗叶兹韵。阳去同)蜍(俗叶兹韵)厨(俗叶兹韵)橱(俗叶兹韵)储(俗叶兹韵)躇(俗叶兹韵)
ʒy2	兹时韵（知书韵）之躯腴韵（居鱼韵）	日于切	如(俗叶兹韵)茹(俗叶兹韵。阳去同)筎(俗叶兹韵)殊(俗叶兹韵)儒(俗叶兹韵)孺(俗叶兹韵。阳去同)襦(俗叶兹韵)蠕(俗叶兹韵)濡(俗叶兹韵)
ʥy2	兹时韵（知书韵）之躯腴韵（居鱼韵）	掘于切	渠瞿(姓，阳去异)氍衢劬
ȵy2	兹时韵（知书韵）之躯腴韵（居鱼韵）	女于切	虞愚
ly2	兹时韵（知书韵）之躯腴韵（居鱼韵）	律于切	闾(俗叶妻韵)榈(俗叶妻韵)庐(俗叶妻韵。姑韵同)驴(俗叶妻韵)
zy2	兹时韵（知书韵）之躯腴韵（居鱼韵）	夕于切	徐(俗叶妻韵)
ʧʯ3	兹时韵（知书韵）	责主切	指旨趾止址咫徵(五音之一，真韵异)
ʧʰʯ3	兹时韵（知书韵）	策水切	齿
ʃʯ3	兹时韵（知书韵）	色纸切	史使(使用，阴去异)驶屎矢始(起头，阴去异)
ʃʯ3	兹时韵（知书韵）	色黍切	豕
ʦɿ3	兹时韵（知书韵）	则死切	子仔(阴平同)姊紫梓纸
ʦʰɿ3	兹时韵（知书韵）	侧死切	此
sɿ3	兹时韵（知书韵）	塞子切	死
ʧʰʯ3	兹时韵（知书韵）	赤指切	耻(俗叶。叶妻韵)褫(俗叶。叶妻韵。剥夺)侈(俗叶。叶妻韵)
ʃʯ3	兹时韵（知书韵）	史指切	水(俗叶。叶归韵)
ʧʯ3	兹时韵（知书韵）	责指切	嘴(俗叶。叶归韵)祉(俗叶。叶妻韵)
ʧʯ3	兹时韵（知书韵）	只指切	主(俗叶。叶躯韵)炷(俗叶。叶躯韵。阴去同)拄(俗叶。叶躯韵。拄拐)渚(俗叶)煮(俗叶。叶躯韵)翥(俗叶。叶躯韵。阴去同)
ʧʰʯ3	兹时韵（知书韵）	赤指切	楮(俗叶。叶躯韵)褚(俗叶。叶躯韵)杼(俗叶。叶躯韵)杵(俗叶。叶躯韵)处(俗叶。叶躯韵。出处，阴去异)
ʨy3	兹时韵（知书韵）之躯腴韵（居鱼韵）	橘宇切	举屦(阴去同)枸(木名，鸠韵异)矩
ʨʰy3	兹时韵（知书韵）之躯腴韵（居鱼韵）	屈宇切	龋去(撤去，阴去异，俗叶妻韵)
ʦy3	兹时韵（知书韵）之躯腴韵（居鱼韵）	即宇切	咀(俗叶妻韵)龃(俗叶妻韵)
ʦʰy3	兹时韵（知书韵）之躯腴韵（居鱼韵）	七宇切	取(俗叶妻韵)
y3	兹时韵（知书韵）之躯腴韵（居鱼韵）	以宇切	屿(俗叶妻韵)
ɕy3	兹时韵（知书韵）之躯腴韵（居鱼韵）	洫宇切	许(许可，古国名)栩酗煦
ʧy3	兹时韵（知书韵）之躯腴韵（居鱼韵）	只宇切	主(俗叶兹韵)拄(俗叶兹韵)炷(俗叶兹韵。阴去同)渚(俗叶兹韵)煮(俗叶兹韵)翥(俗叶兹韵)
ʧʰy3	兹时韵（知书韵）之躯腴韵（居鱼韵）	出宇切	楮(俗叶兹韵)褚(俗叶兹韵。絮棉衣；姓)杼(俗叶兹韵)杵(俗叶兹韵)处(俗叶兹韵。出处，阴去异)
ʃy3	兹时韵（知书韵）之躯腴韵（居鱼韵）	失宇切	黍(俗叶兹韵)鼠(俗叶兹韵)抒(俗叶兹韵)暑(俗叶兹韵)
əɭ4	兹时韵（知书韵）之儿而合		耳(俗读伲，俗叶妻韵。叶而上声)饵(俗读伲，俗叶妻韵)尔迩
ʒʯ4	兹时韵（知书韵）	入止切	汝(俗叶。叶躯韵)乳(俗叶。叶躯韵)
ȵy4	兹时韵（知书韵）之躯腴韵（居鱼韵）	拟宇切	女(古同汝)
ly4	兹时韵（知书韵）之躯腴韵（居鱼韵）	里宇切	吕(俗叶妻韵)侣(俗叶妻韵)旅(俗叶妻韵)膂(俗叶妻韵)偻(鸠韵，阳平同)嵝(鸠韵同)褛(褴褛，鸠韵，阳平异)缕(俗叶鸠韵)
