	注释：-白读，=文读
∅	[1]淹音阴荫[2]淫[3]饮=
#ip	
l	[8]立
ts	[7]缉辑执[8]集疾
dz	[8]入
s	[7]湿[8]什拾习袭
k	[7]给急[8]及
kʰ	[7]级吸泣
h	[7]熻{闷热}
∅	[7]邑揖□{～～叫，形容伤口发疼}
#iam	
t	[1]砧[2]甜[3]踮点[5]簟店惦坫{躲藏}[6]□{停止}
tʰ	[1]添=[2]恬沉-{沉在水里}[3]□{形容火候到了}[5]□{踢}
n	[1]拈粘[2]黏-临-{迫近}[5]廿□{果肉的棱；一瓣，原文作“廉”}捻{拧}[6]念
l	[2]廉=帘镰[3]敛□{流～，形容整洁}殓
ts	[1]尖歼沾詹瞻占[5]占蘸渐暂
tsʰ	[1]纤签[2]潜
dz	[3]冉染
s	[2]暹禅蝉檐[3]苫{遮盖}闪陕
k	[1]兼[2]咸[3]减检[5]剑
kʰ	[1]谦[2]钳[3]歉[5]俭欠芡
h	[1]莶{辣}[2]嫌[3]险
ŋ	[2]严阎[6]验
∅	[1]腌阉[2]炎盐[3]掩睒{看}[5]厌炎焰艳
#iap	
t	[8]谍牒蝶
tʰ	[7]帖贴[8]叠{放齐，整理}
n	[7]摄聂镊[8]□{摆弄}
l	[8]粒
ts	[7]接{接合}[8]捷洽
tsʰ	[7]窃[8]□{踩水}
s	[7]涩□{“四十”合音}[8]泄涉
k	[7]夹=袷劫
h	[7]蝎熠{锃亮}[8]侠峡=狭=协胁挟=
ŋ	[8]业
∅	[7]压叶{姓}□{～贴，妥帖}
#uam	
h	[6]梵患[2]凡[5]犯泛范
#uap	
h	[7]法[8]乏
#aŋ	
p	[1]班斑颁邦帮崩绷方-{方形}枫枋{厚木板}[2]房冯瓶-{酒～，酒壶}[3]板扳版绑榜膀[5]扮棒放-
pʰ	[1]攀芳-蜂[2]旁螃庞篷[3]纺□{旋转}[5]盼[6]傍缝{～隙}
m	[2]馒蛮芒忙氓茫虻闽[3]莽蟒挽蠓[5]网[6]蔓幔=漫慢万梦
t	[1]丹=耽冬东中-□{自从；用}[2]陈-{姓}同桐铜筒[3]挡党等-[5]旦但诞当=檔荡=动-重-{轻～}[6]洞
tʰ	[1]蛏[2]虫弹=唐棠螳堂=[3]坦毯倘躺桶[5]趁叹趟
n	[2]侬{人}笼{灯～}[3]□{我们(包括式)}咱{训读，我们(包括式)}
l	[1]阆{稀疏}[2]拦兰栏难{困～}郎狼廊螂鳞砻笼聋脓零-{少数}[3]懒朗[5]难{灾难}浪卵-{男性生殖器}膦{男性生殖器}阆{空出来}
ts	[1]曾鬃臧髒{肮～}棕[2]层丛□{泼洗}[5]藏{西～}赞赞臓{内～}栈壮粽[6]赠
tsʰ	[1]餐苍沧葱[2]残惭藏塍{田}[3]铲[5]灿创
s	[1]删珊双鉎{铁锈}[3]㾪{瘦}[5]丧=送
k	[1]干奸艰间=江肛冈刚岗纲工{～人}康蚣[3]港柬简讲碱[5]干涧谏降{下降}[6]共
kʰ	[1]刊空-功{～课，工作，工夫}牵迁康慷[3]看{～详，细看，考虑}[5]抗炕□{抠，抓挠}
ŋ	[2]昂言凝-{冷}[3]眼=[5]雁[6]彦谚
h	[2]寒=降{投降}韩翰行={行列}杭[3]罕捍[5]限项汉[6]巷
∅	[1]安=庵桉翁-{丈夫}[2]洪-红[5]按晏=宴瓮盎
#ak	
p	[7]北剥幅辐腹[8]别-{～人}缚
pʰ	[7]博搏[8]雹瀑曝
b	[8]墨木密{～实}
m	[7]蔑{沾染}[8]目密-{～杂，密实}
t	[8]达毒值
tʰ	[7]剔踢拓榻[8]读
n	[8]搦{抓}
l	[7]落[8]落{～苏，茄子}力栗六乐{快～}
ts	[7]作={～业}节{节制}扎札烛-{纸～，纸钱等祭品}□{吵}[8]实{密～}贼错{交～}
tsʰ	[7]漆察贼错{交～}
s	[7]萨塞虱
k	[7]各角结觉[8]□{投掷}
kʰ	[7]曲霍藿磕确壳郝
ŋ	[8]岳鳄
h	[7]瞎壑褐喝盍[8]辖学=
∅	[7]扼恶=沃-{浇，淋}抑
#oŋ	
p	[2]乓泵[5]磅{地～}
pʰ	[2]蓬鹏[3]捧[5]碰
m	[2]蒙=朦蒙
t	[1]中忠东=[3]董懂[5]冻栋动=中={击中}重=
tʰ	[1]通[2]童瞳彤[3]统冢[5]痛=
l	[2]隆胧农浓[3]拢垄[5]□{伸入}
ts	[1]宗综踪[3]总[5]纵
tsʰ	[1]充冲聪[2]崇
dz	[2]仍
s	[5]宋讼颂诵[6]松
k	[1]公功攻[2]戆{胡涂}[3]□{罐子}[5]杠贡
kʰ	[1]空=[3]孔[5]控戆{傻}
h	[1]风=封=峰锋烽丰烘轰[2]逢缝={动词}弘虹鸿[3]讽[5]奉俸凤
∅	[1]翁=
#ok	
p	[7]卜[8]蔔{萝～}
pʰ	[7]仆朴璞扑□{鼓起破皮貌}
m	[8]没莫寞沐牧睦疫
t	[7]督筑笃斫[8]独逐
l	[7]摝{摇动}[8]禄赂録洛络
ts	[7]足祝[8]族粥
tsʰ	[7]触促焯
s	[7]束速淑塑肃缩寂[8]续
k	[7]谷国□{高挺}
kʰ	[7]酷
h	[7]福复覆[8]伏服複{重～}
∅	[7]握屋沃=
#eŋ	
p	[2]凭[3]秉[5]迸并
pʰ	[1]拼=[2]平评朋频坪[5]聘
m	[2]萌盟明鸣铭[3]猛=皿[5]孟命={革～}
t	[1]登灯丁叮钉征[2]亭重{重复}尘-[3]戥顶等=[5]绽锭凳钉订邓瞪打-{砸}
tʰ	[1]窗[2]澄惩誊腾廷停蜓庭=[3]挺艇颖
l	[1]铃玲[2]棱龙咙伶凌陵菱零=龄灵能宁[3]陇搑{推}[5]令[6]另
ts	[1]睛精僧增憎甑贞侦征睁筝蒸盅钟[2]曾[3]肿种[5]靖净症政证种众
tsʰ	[1]称清蜻[2]橙情=[5]铳{～籽，子弹}称[6]□{穿}
s	[1]升甥牲笙[2]成=诚丞承乘榕-[5]盛={盛大}胜
k	[1]更{～换}弓荆经=宫供-[3]景警境[5]更竟敬竞
kʰ	[1]筐[2]茎鲸擎=[5]庆虹杏
ŋ	[2]凝=迎
h	[1]亨馨胸[2]刑形型陉王-{姓}[5]幸兴
∅	[1]英婴樱鹦缨莺鹰翁{姓}塕{尘土飞扬貌}[3]涌{海浪}[5]应蕹[6]用
#ek	
p	[7]逼迫愊{烦躁}煏{烤}
pʰ	[7]碧劈辟魄
m	[8]陌默
t	[7]德竹竺[8]的{目～}狄迪笛涤敌特轴蛰鹿值{～日}
tʰ	[7]剔惕秃
n	[7]蹃{蹬}[8]肉匿溺
l	[8]勒肋陆緑
ts	[7]烛叔积则[8]泽蜀-{一}
tsʰ	[7]侧测斥粟戚膝□{挪动}
s	[7]色瑟啬识式饰昔析息媳悉熄适擿{扔}释硕夕汐[8]熟
k	[7]革激棘戟菊[8]极局
kʰ	[7]击刻屈曲
ɡ	[8]玉钰狱
ŋ	[8]逆
h	[7]核黑[8]□{累}
∅	[7]忆[8]浴液亦易={～经}亿翼译溢
#iŋ	
p	[1]彬宾滨槟斌乒[3]禀品[6]殡
pʰ	[2]贫屏瓶=萍苹
m	[2]民眠[6]面{脸}命={司～公，灶王爷}
t	[2]尘=藤[6]阵=
tʰ	[2]陈={～设}□{斟}
l	[2]邻磷[3]碾-{轮子；滚动}
ts	[1]津真榛臻[3]振震拯[5]尽晋进
tsʰ	[1]亲[2]臣秦[5]衬秤
dz	[2]人=仁[3]忍=[6]认
s	[1]申身辛锌新薪先-{～生，医生}[2]辰晨神绳蝇承-{接水}[3]慎[5]信迅讯
k	[1]根跟巾斤筋均[2]□{盯}[3]仅=紧谨瑾[5]近脘{禽类胃腔}
kʰ	[1]轻[2]芹勤
ŋ	[2]银龈
h	[1]欣轩勋[2]眩{晕}[3]很狠[5]恨
∅	[1]殷恩咽因姻□{他们}[3]尹引隐瘾[5]印
#ik	
p	[7]笔必毕蝠{～婆，蝙蝠}
pʰ	[7]匹
b	[8]蜜篾淧{水满}
m	[8]觅密=灭蔑
t	[7]得[8]直
tʰ	[7]□{～□tʰo24，游逛}
ts	[7]鲫织
tsʰ	[7]七拭{擦拭}
dz	[8]日
s	[7]失室[8]实植殖
k	[7]揭{～阳，地名}[8]□{黏稠}
kʰ	[7]橛{牛～，拴牛的小木桩}乞{乞讨}
∅	[7]一壹乙[8]逸佚曳{招}
#uŋ	
pf	[1]分-{动词}奔[2]㖹{吹}[5]畚
pfʰ	[1]潘{淘米水}[2]坟盆[5]粪喷
bv	[1]蚊炆[2]玫文雯纹[5]焖闻闷
t	[1]敦墩蹲吨[2]唇[5]盾炖钝顿=
tʰ	[1]吞[2]屯豚臀
l	[2]仑伦纶沦轮[3]忍-[5]嫩论
ts	[1]尊樽遵[2]船[3]准[5]俊圳捘{用力捏}阵-{一～风}
tsʰ	[1]春椿伸[2]存[3]蠢[5]寸
dz	[3]允[6]韧闰润
s	[1]孙[2]纯醇旬巡循询驯[3]笋损榫[5]顺舜逊
k	[1]君军钧[2]拳裙[3]滚[5]棍
kʰ	[1]坤昆[2]群[3]菌捆[5]困
h	[1]芬纷氛昏婚荤分={～数}熏勋薰{香烟}[2]浑魂云痕[3]粉[5]忿愤奋混训[6]份
∅	[1]温瘟[2]匀耘芸[3]稳蚓[5]揾{蘸}[6]运韵
#uk	
pf	[7]不□{～斗，扫斗}
m	[8]没
t	[8]凸突
tʰ	[7]脱
l	[8]聿律率{速～}
ts	[7]秫{～米，糯米}
tsʰ	[7]出
s	[7]戌恤蟀[8]率{～领}述术屑-{锯～，木屑}
k	[7]骨[8]猾滑掘
kʰ	[7]屈窟
h	[7]忽弗[8]佛核{果核}
∅	[7]郁熨
#iaŋ	
p	[1]揙{打耳光}鞭边=[2]□{介词，从}[3]匾[5]便={方～}遍辨辩变=[6]便{现成}
pʰ	[1]编偏篇[3]蝙贬[5]片骗
m	[2]棉=绵=[3]免冕勉娩缅敏悯
t	[1]颠巅癫珍[3]典展碾[5]奠电垫镇阵={～时，时候}占{拦，占据}
tʰ	[1]天=[2]填[3]腆[5]畅
l	[2]连怜联良凉梁=粱[3]脸={面子}两=[5]亮量=辆谅[6]练炼链
ts	[1]煎笺将樟蟑章=樟张=[3]剪践长{生长}涨疹诊[5]荐饯溅战丈=仗杖帐障瘴将奖
tsʰ	[1]昌菖娼[2]长=[3]厂敞浅[5]倡唱=
dz	[2]然燃[3]壤攘嚷酿[6]让=
s	[1]仙相=湘襄商镶□{困乏}[2]尝=裳嫦祥翔详[3]鲜{朝～}癣想=[5]善缮膳肾信-{相～}=尚=上=像=
k	[1]坚捐娟涓鹃僵疆缰[5]见=建健=毽腱键
kʰ	[2]干强={～大}[3]垦恳仅{唔～，不止}犬肯强{勉～}[5]强{厉害}
ŋ	[3]研[5]□{喜好}
h	[1]掀香=[2]贤炫玄悬=[3]显享响[5]向=宪献衅□{气味}[6]现{～～，明显}
∅	[1]烟渊咽焉蔫央秧=殃[2]铅延沿=寅演阳扬杨=疡行{一行}[3]远=仰养氧[5]羡援堰燕=映
#iak	
p	[8]别=
pʰ	[8]□{甩，扔}
t	[7]蜇哲秩窒结{～疕，结痂}□{弹打}[8]侄
tʰ	[7]撤彻澈
l	[8]列烈
ts	[7]即爵灼酌浙
tsʰ	[7]鹊切妾
dz	[8]若=弱热={热闹}
s	[7]设屑=
k	[7]洁[8]吉杰竭
kʰ	[7]却怯讫
ŋ	[8]虐疟
∅	[7]约=[8]曰跃
#ioŋ	
tʰ	[1]衷[3]宠
ts	[1]终
tsʰ	[2]从
dz	[2]戎茸绒
s	[2]松鳙
k	[1]恭躬供=[3]窘拱
kʰ	[2]穷[3]恐巩
h	[1]凶汹匈[2]雄
∅	[1]雍拥壅臃痈[2]容蓉溶=榕熔萤庸[3]永勇恿踊[5]泳咏
#iok	
tʰ	[7]畜蓄
dz	[8]褥辱
s	[8]俗=属赎
k	[7]掬鞠
kʰ	[7]克
h	[7]煜旭郁
∅	[8]育欲
#uaŋ	
pf	[5]叛
pfʰ	[1]藩[2]蟠盘=[5]判=
bv	[2]亡忘[3]妄[5]漫{散～}[6]万
t	[1]端[5]锻断=段=[6]传{～记}
tʰ	[2]传{流～}团
n	[3]暖
l	[2]鸾栾峦[5]乱[6]恋
ts	[1]妆=专庄=装=钻{～研}[3]转=[5]状{奖～}撞撰
tsʰ	[1]川穿=[2]全痊诠[3]喘闯[5]串窜篡
dz	[3]□{旋动}[5]□{随便}
s	[1]拴宣喧渲楦[2]旋漩璇[3]爽选[5]涮
k	[1]关=光=观冠[3]管=馆广=[5]倦眷券观冠贯惯=灌罐
kʰ	[1]宽=匡框眶圈=[2]狂权[3]款[5]况矿
ŋ	[2]元原源颜{～色}[3]阮玩顽[5]愿
h	[1]番藩翻吩妨风-疯封-荒谎慌方=芳=湾{台～}[2]烦繁环防皇凰蝗蟥簧[3]反=还=缓坊仿仿纺访肪晃彷[5]贩幻唤焕涣放=
∅	[1]弯湾汪冤[2]完芫纨袁员圆{一团}猿缘王=[3]婉腕宛惋枉往莞{东～}□{我们(排除式)}[5]旺怨
#uak	
pf	[8]勃脖渤拔=跋=
bv	[8]末
l	[7]劣
ts	[8]绌=浊镯蜀=
tsʰ	[7]拙
dz	[8]悦阅
s	[7]朔溯
k	[7]决诀括廓
kʰ	[7]扩
h	[7]发豁[8]罚穴伐阀
∅	[7]挖[8]越粤
#ueŋ	
k	[3]迥耿
kʰ	[1]琼倾[2]宏[3]顷
h	[2]恒衡
∅	[1]盈[2]荣[5]孕
#uek	
h	[8]或惑域
∅	[8]获役
#m	
∅	[3]姥{伯母}姆[5]唔{不}
#mʔ	
h	[7]□{用棒槌或拳头打人}
#ŋ	
p	[3]本[5]笨[6]饭
m	[2]门-眠-{～床，床}[3]晚[6]问
t	[1]当-{～时}[2]长-肠堂-塘[3]转-{回来}[5]断-丈-{单位}当{～铺}荡{漱}顿-[6]段-
tʰ	[1]汤[2]唐{～山，中国，与海外相对}糖[3]捅[5]烫褪
n	[2]郎-{新～}[3]软女[5]卵-{蛋}□{钻入}
ts	[1]砖妆-庄-赃[5]葬旋{发旋}钻-{～石}吮
tsʰ	[1]仓疮穿-{～过}村[2]床
s	[1]桑丧-{～事}酸霜孀[3]耍[5]蒜算
k	[1]缸扛光-{明亮}[3]卷{试～}管-{日光～，日光灯}广-{～东}[5]钢
kʰ	[1]糠[5]劝囥{藏}
h	[1]荒-方-{药～，地～}[2]园[5]远-
∅	[1]央-秧-□{□taɁ2-5～，耽误}[2]黄橼{香～，佛手}[3]䘼{衣袖}
#ŋʔ	
h	[7]□{～鼻，擤鼻涕}
