id	ini	fn	pt	单字	黃閣大塘	注释	南沙黃閣	
3300	tʃ	eŋ	13	正	tʃeŋ23	立～，～直[文]	tʃeŋ23;tʃɛŋ23	黄阁
3301	tʃ	eŋ	13	正	tʃeŋ23	～好，～来[白]	tʃeŋ23;tʃɛŋ23	黄阁
3302	tʃ	eŋ	13	政	tʃeŋ23	行～，～治		
3303	tʃ	ɛk	3	隻	tʃɛk3	两～		
3304				炙		烤火，～火		
3305	tʃʰ	ɛk	3	赤	tʃʰɛk3	～色，～脚		
3306	tʃʰ	ek	5	斥	tʃʰek5	排～，～责		
3307	tʃʰ	ɛk	3	尺	tʃʰɛk3	～寸	tʃʰɛk33	黄阁
3308	ʃ	ɛ	31	射	ʃɛ31	～箭，发～	ʃɛ31	1
3309	ʃ	eŋ	55	聲	ʃeŋ55	～音，笑～		
3310	ʃ	eŋ	13	聖	ʃeŋ23	神～，～水		
3311	ʃ	ek	5	適	ʃek5	～应，合～		
3312	ʃ	ek	5	釋	ʃek5	解～		
3313	ʃ	eŋ	21	成	ʃeŋ21	～功，完～[文]	ʃeŋ21;ʃɛŋ21	黄阁
3314	ʃ	eŋ	21	成	ʃɛŋ21	两～[白]	ʃeŋ21;ʃɛŋ21	黄阁
3315	ʃ	eŋ	21	成	ʃɛŋ21	事成，做～[白]	ʃeŋ21;ʃɛŋ21	黄阁
3316	ʃ	eŋ	21	城	ʃeŋ21	～市，县～		
3317	ʃ	eŋ	21	誠	ʃeŋ21	真～，～实		
3318	ʃ	eŋ	31	盛	ʃeŋ31	兴～，茂～		
3319	ʃ	ɛk	2	石	ʃɛk31	～头，～榴	ʃɛk31	1
3320	k	ɛŋ	35	頸	kɛŋ25	脖子		
3321	h	eŋ	55	輕	heŋ55	年～，～松[文]		
3322	h	eŋ	55	輕	heŋ55	不重；年～，～松[白]		
3323	j	eŋ	55	嬰	jeŋ55	～儿		
3324	j	eŋ	55	纓	jeŋ55	红～枪		
3325	j	ek	5	益	jek5	得～，有～		
3326	j	eŋ	21	盈	jeŋ21	～利，～亏		
3327	j	ɛŋ	21	贏	jɛŋ21	～输		
3328	j	ek	2	亦	jek31	～可以		
3329	j	ek	2	譯	jek31	翻～		
3330	j	ek	2	易	jek31	交～，贸～		
3331	j	ek	2	液	jek31	～体，输～		
3332	j	ek	2	腋	jek31	～下		
3333	p	ek	5	壁	pek5	墙～		
3334	pʰ	eŋ	13	拼	pʰeŋ23	～音		
3335	pʰ	ek	5	劈	pʰek5	～开，用刀～，雷～		
3336	pʰ	ɛk	3	霹	pʰɛk3	～雳舞		
3337	pʰ	eŋ	21	瓶	pʰeŋ21	热水～		
3338	pʰ	eŋ	21	屏	pʰeŋ21	～风，～障		
3339	pʰ	eŋ	21	萍	pʰeŋ21	薸[训]		
3340	pʰ	eŋ	21	萍	pʰeŋ21	～水相逢；人名用字		
3341	pʰ	eŋ	13	並	pʰeŋ23	～且，～排		
3342	m	eŋ	13	銘	meŋ23	～文，～刻		
3343	m	ek	2	覓	mek31	寻～		
3344	t	eŋ	55	丁	teŋ55	天干；姓		
3345	t	ɛŋ	55	釘	tɛŋ55	铁～[名]		
3346	t	eŋ	35	頂	teŋ25	山～[白]		
3347	t	eŋ	35	頂	teŋ25	～唔得（顶不住）[文]		
3348	t	eŋ	35	鼎	teŋ25	～盛		
3349	t	ɛŋ	55	釘	tɛŋ55	～铁钉[动]		
3350	t	ɛŋ	31	訂	tɛŋ31	预～，～房间		
3351	t	ek	5	的	tek5	目～，～确		
3352	t	ek	2	滴	tek31	～水，两～	tek31	1
3353	t	ek	2	嫡	tek31	～系，～亲，～子		
3354	tʰ	ɛŋ	55	聽	tʰɛŋ55	～话		
3355	tʰ	ɛŋ	55	廳	tʰɛŋ55	客～，～长		
3356	tʰ	ɛŋ	55	汀	tʰɛŋ55	长～，～江（地名）		
3357	tʰ	ɛŋ	55	聽	tʰɛŋ55	听任，～佢（随他）		
3358	tʰ	ɛk	3	踢	tʰɛk3	～球	tʰɛk33	黄阁
3359	tʰ	ek	5	剔	tʰek5	挑～		
3360	tʰ	eŋ	21	亭	tʰeŋ21	凉～		
3361	tʰ	eŋ	21	停	tʰeŋ21	～止	tʰeŋ21	1
3362	tʰ	eŋ	21	廷	tʰeŋ21	朝～		
3363	tʰ	eŋ	21	庭	tʰeŋ21	家～，～院		
3364	tʰ	eŋ	21	蜓	tʰeŋ21	蜻～		
3365	tʰ	ɛŋ	13	艇	tʰɛŋ23	快～，潜～	tʰɛŋ23	1
3366	tʰ	eŋ	13	挺	tʰeŋ23	坚～，叶～[文]		
3367	tʰ	eŋ	13	挺	tʰeŋ23	～起来[白]		
3368	t	eŋ	31	定	teŋ31	稳～；永～（地名）	teŋ31	1
3369	t	ɛk	2	笛	tɛk31	笛子	tɛk31	1
3370	t	ek	2	敵	tek31	～人		
3371	t	ek	2	狄	tek31	姓，～青		
3372	t	ɛk	2	糴	tɛk31	～米（买米）		
3373	l	eŋ	21	寧	leŋ21	安～；～波（地名）		
3374	l	eŋ	21	寧	leŋ21	～可		
3375	l	ek	5	溺	lek5	～爱，～死		
3376	l	eŋ	21	靈	leŋ21	～活		
3377	l	eŋ	21	零	leŋ21	十～个，～头		
3378	l	eŋ	31	鈴	leŋ31	～声，风～		
3379	l	eŋ	21	伶	leŋ21	聪明～俐[文]		
3380	l	eŋ	21	伶	leŋ21	～俐（干净）[白]		
3381				翎		～毛，顶上花～		
3382	l	eŋ	31	另	leŋ31	～外		
3383	l	ek	2	歷	lek31	～史，经～		
3384	l	ek	2	曆	lek31	日～，～书		
3385	tʃ	ek	5	績	tʃek5	成～		
3386	tʃʰ	eŋ	55	青	tʃʰeŋ55	～色，～年		
3387	tʃʰ	eŋ	55	蜻	tʃʰeŋ55	～蜓		
3388	tʃʰ	ek	5	戚	tʃʰek5	亲～；姓，～继光		
3389	tʃ	ek	2	寂	tʃek31	～寞		
3390	ʃ	eŋ	55	星	ʃeŋ55	火～，～～[文]	ʃeŋ55	1
3391	ʃ	eŋ	55	星	ʃeŋ55	～夜[白]	ʃeŋ55	1
3392	ʃ	ɛŋ	55	腥	ʃɛŋ55	～味[文]		
3393	ʃ	ɛŋ	55	腥	ʃɛŋ55	菜腥味，臭～[白]		
3394	ʃ	ɛŋ	55	腥	ʃɛŋ55	～味，臭镬～[白]		
3395	ʃ	ɛŋ	55	猩	ʃɛŋ55	大～～		
3396	ʃ	eŋ	35	醒	ʃeŋ25	清～，～过来		
3397	ʃ	ɛk	3	錫	ʃɛk3	～纸；无～（地名）		
3398	ʃ	ek	5	析	ʃek5	分～[文]		
3399	ʃ	ek	5	析	ʃek5	量词，一～（一片）[白]		
3400	k	eŋ	55	經	keŋ55	念～，～济[文]		
3401	k	eŋ	13	徑	keŋ23	半～		
3402	k	eŋ	55	經	keŋ55	～纬，～线[文]		
3403	k	eŋ	55	經	keŋ55	～丝（蜘蛛织网）[白]		
3404	k	eŋ	55	經	keŋ55	～开；绊倒[白]		
3405	k	ek	5	擊	kek5	～中，打～		
3406	k	ek	5	激	kek5	～动		
3407	h	eŋ	55	馨	heŋ55	温～		
3408	j	eŋ	21	形	jeŋ21	～状，地～		
3409	j	eŋ	21	型	jeŋ21	～号，类～		
3410	j	eŋ	21	刑	jeŋ21	判～，～法		
3411	kʰ	ɔŋ	13	礦	kʰɔŋ23	煤～，～工		
3412	w	aŋ	31	橫	waŋ31	～直		
3413	w	aŋ	31	橫	waŋ31	蛮～[文]		
3414	w	aŋ	21	橫	waŋ21	猛摔[白]		
3415	k	uɐŋ	31	轟	kuɐŋ31	～炸		
3416	w	ɐŋ	21	宏	wɐŋ21	～大		
3417	w	ɔk	2	獲	wɔk31	收～		
3418	w	ɔk	2	獲	wɔk31	～奖		
3419	w	ak	2	劃	wak31	计～，～线		
3420	h	eŋ	55	兄	heŋ55	～弟	heŋ55	1
3421	w	eŋ	21	榮	weŋ21	光～，～誉		
3422	w	eŋ	13	永	weŋ23	～远		
3423	w	eŋ	31	泳	weŋ31	游～		
3424	w	eŋ	31	詠	weŋ31	歌～		
3425	kʰ	eŋ	55	傾	kʰeŋ55	～向，左～		
3426	kʰ	eŋ	35	頃	kʰeŋ25	千～，～刻		
3427	kʰ	eŋ	21	瓊	kʰeŋ21	～楼；人名用字		
3428	j	eŋ	21	營	jeŋ21	国～，～养[文]		
3429	j	eŋ	21	營	jeŋ21	～长[白]		
3430	w	eŋ	31	穎	weŋ31	新～；邓～超（人名）		
3431	j	ek	2	疫	jek31	～苗，防～站		
3432	j	ek	2	役	jek31	战～	jek31	1
3433	j	eŋ	21	螢	jeŋ21	～火虫		
3434	p	ɔk	2	卜	pɔk31	占～；姓		
3435	p	ɔk	2	卜	pɔk31	萝～		
3436	pʰ	ɔk	5	撲	pʰɔk5	反～，～灭		
3437	pʰ	ɔk	5	仆	pʰɔk5	倒下		
3438	f	oŋ	21	篷	foŋ21	帐～		
3439	f	oŋ	21	蓬	foŋ21	～勃；～莱（地名）		
3440	p	ok	2	僕	pok31	奴～，～人		
3441	p	ou	31	曝	pou31	～光，一～十寒		
3442	p	ok	2	瀑	pok31	～布		
3443	m	oŋ	21	蒙	moŋ21	～蔽，天～～，～古（地名）		
3444	m	oŋ	35	懵	moŋ25	～懂		
3445	m	ok	2	木	mok31	～工	mok31	1
3446	t	oŋ	55	東	toŋ55	东南西北		
3447	t	oŋ	35	董	toŋ25	古～；姓，～存瑞		
3448	t	oŋ	35	懂	toŋ25	懵～，唔懂（不懂）		
3449	t	oŋ	13	凍	toŋ23	冰～，～伤		
3450	t	oŋ	31	棟	toŋ31	～梁；两～		
3451	tʰ	oŋ	55	通	tʰoŋ55	～过，～风，打～		
3452	tʰ	oŋ	35	桶	tʰoŋ25	水～		
3453	tʰ	oŋ	35	捅	tʰoŋ25	～破		
3454	tʰ	oŋ	13	痛	tʰoŋ23	～苦		
3455	tʰ	ok	5	禿	tʰok5	～头		
3456	tʰ	oŋ	21	同	tʰoŋ21	相～，～学	tʰoŋ21	1
3457	tʰ	oŋ	21	銅	tʰoŋ21	金银～铁		
3458	tʰ	oŋ	21	桐	tʰoŋ21	～油，梧～		
3459	tʰ	oŋ	21	筒	tʰoŋ21	电～，话～		
3460	tʰ	oŋ	21	童	tʰoŋ21	～年，儿～		
3461	tʰ	oŋ	21	瞳	tʰoŋ21	～孔		
3462	t	oŋ	31	動	toŋ31	～作[文]		
3463	t	oŋ	31	動	toŋ31	～来～去[白]		
3464	t	oŋ	31	洞	toŋ31	山～，～察		
3465	t	ok	2	獨	tok31	单～，～立		
3466	t	ok	2	讀	tok31	～书，阅～		
3467	l	oŋ	21	籠	loŋ21	鸟～，～罩		
3468	l	oŋ	21	聾	loŋ21	耳～		
3469	l	oŋ	35	攏	loŋ25	靠～，～总（一共）		
3470	l	oŋ	31	弄	loŋ31	玩～		
3471	l	ok	2	鹿	lok31	～角，梅花～	lok31	1
3472	tʃ	oŋ	35	椶	tʃoŋ25	～树，～色		
3473				鬃		马～，猪～		
3474	tʃ	oŋ	35	總	tʃoŋ25	～共，汇～		
3475	tʃ	oŋ	35	糉	tʃoŋ25	粽子		
3476	tʃʰ	oŋ	55	聰	tʃʰoŋ55	～明		
3477	tʃʰ	oŋ	55	蔥	tʃʰoŋ55	葱		
3478	tʰ	oŋ	55	囪	tʰoŋ55	烟～		
3479	tʃʰ	oŋ	21	叢	tʃʰoŋ21	草～，～书		
3480	tʃ	ok	2	族	tʃok31	～长，民～		
3481	ʃ	oŋ	13	送	ʃoŋ23	～人	ʃoŋ23	1
3482	tʃʰ	ok	5	速	tʃʰok5	～度		
3483	k	oŋ	55	公	koŋ55	～安，办～		
3484	k	oŋ	55	蚣	koŋ55	蜈～		
3485	k	oŋ	55	工	koŋ55	～人，打～		
3486	k	oŋ	55	功	koŋ55	～夫，成～		
3487	k	oŋ	55	攻	koŋ55	～击，进～		
3488	k	oŋ	13	貢	koŋ23	～献		
3489	k	ok	5	穀	kok5	五～		
3490	k	ok	5	谷	kok5	山～		
3491	h	oŋ	55	空	hoŋ55	～虚，天～		
3492	h	oŋ	55	空	hoŋ55	～缺		
3493	h	oŋ	35	孔	hoŋ25	钻～；姓，～子		
3494	h	oŋ	13	控	hoŋ23	～制		
3495	h	ok	5	哭	hok5	～泣		
3496	h	oŋ	35	烘	hoŋ25	～干		
3497	h	oŋ	35	哄	hoŋ25	～骗		
3498	h	oŋ	21	紅	hoŋ21	～色		
3499	h	oŋ	21	洪	hoŋ21	～水；姓，～秀全		
3500	h	oŋ	21	鴻	hoŋ21	大展～图		
3501	k	oŋ	13	汞	koŋ23	水银，～柱		
3502				斛		石～（中药）		
3503	j	oŋ	55	翁	joŋ55	白头～；姓	joŋ55	1
3504	w	oŋ	13	甕	woŋ23	小口大肚陶器		
3505		ok	5	屋	ok5	老～		
3506	t	oŋ	55	冬	toŋ55	过～，～节（冬至）		
3507	t	ok	5	篤	tok5	～信，～定		
3508	t	ok	5	督	tok5	～促，监～	tok55	黄阁
3509	tʰ	oŋ	35	統	tʰoŋ25	～一，总～		
3510	t	ok	2	毒	tok31	中～，～药	tok31	1
3511	l	oŋ	21	農	loŋ21	～村		
3512	l	oŋ	21	膿	loŋ21	化～		
3513	tʃ	oŋ	55	宗	tʃoŋ55	祖～，～教		
3514	tʃ	oŋ	55	綜	tʃoŋ55	～合；织布机上的综		
3515	ʃ	oŋ	55	鬆	ʃoŋ55	轻～，放～		
3516	ʃ	oŋ	13	宋	ʃoŋ23	～朝；姓，～美龄		
3517	h	ou	31	酷	hou31	残～		
3518	j	ok	5	沃	jok5	肥～		
3519	f	oŋ	55	風	foŋ55	大～，～气		
3520	f	oŋ	55	楓	foŋ55	～树，～叶		
3521	f	oŋ	55	瘋	foŋ55	～狂		
3522	f	oŋ	13	諷	foŋ23	～刺		
3523	f	ok	5	福	fok5	～气，享～	fok55	黄阁
3524	f	ok	5	幅	fok5	一～画，～度		
3525	f	ok	5	蝠	fok5	蝙～		
3526	f	ok	5	辐	fok5	～射		
3527	f	ok	5	複	fok5	重～，～印，～写纸		
3528	f	ok	5	腹	fok5	心～，收～		
3529	f	oŋ	55	豐	foŋ55	～收		
3530	f	ok	5	覆	fok5	～盖[文]		
3531	f	ok	5	覆	fok5	倒扣，碗倒扣在桌面[白]		
3532	f	oŋ	21	馮	foŋ21	姓		
3533	f	oŋ	31	鳳	foŋ31	～凰		
3534	f	ok	2	服	fok31	～务	fok31	1
3535	f	ok	2	伏	fok31	三～，起～[文]		
3536	f	ok	2	伏	fok31	趴，在桌子上趴着睡[白]		
3537	f	ok	2	袱	fok31	包～		
3538	f	ok	2	復	fok31	恢～，～原，报～		
3539	m	oŋ	31	夢	moŋ31	发～		
3540	m	ok	2	目	mok31	～的；节～		
3541	m	ok	2	穆	mok31	姓，～桂英		
3542	m	ok	2	牧	mok31	放～，畜～局		
3543	l	oŋ	21	隆	loŋ21	兴～，～重		
3544	l	ok	2	六	lok31	数字	lok31	1
3545	l	ok	2	陸	lok31	大～，～续		
3546	ʃ	oŋ	55	嵩	ʃoŋ55	～山；严～（人名）		
3547	ʃ	ok	5	肅	ʃok5	严～		
3548	ʃ	ok	5	宿	ʃok5	～舍，住～		
3549	tʃ	oŋ	55	中	tʃoŋ55	～间，～秋[文]		
3550	tʃ	oŋ	55	中	tʃoŋ55	～央；头顶物，～头帕[白]		
3551	tʃ	oŋ	55	忠	tʃoŋ55	～心		
3552	tʃ	oŋ	13	中	tʃoŋ23	射～，～状元		
3553	tʃ	ok	5	竹	tʃok5	～叶	tʃok55	黄阁
3554	tʃ	ok	5	築	tʃok5	建～		
3555	tʃʰ	ok	5	畜	tʃʰok5	牲～，～牲		
3556	tʃʰ	oŋ	21	蟲	tʃʰoŋ21	害～		
3557	tʃ	oŋ	31	仲	tʃoŋ31	伯～叔；杜～（中药）		
3558	tʃ	ok	2	逐	tʃok31	～渐，驱～		
3559	tʃ	ok	2	軸	tʃok31	压～，～承		
3560	ʃ	oŋ	21	崇	ʃoŋ21	～高，推～		
3561	ʃ	ok	5	縮	ʃok5	压～，～小		
3562	tʃ	oŋ	55	終	tʃoŋ55	～于，始～		
3563	tʃ	oŋ	13	眾	tʃoŋ23	群～		
3564	tʃ	ok	5	祝	tʃok5	～贺，庆～		
3565	tʃ	ok	5	粥	tʃok5	煮～		
3566	tʃʰ	oŋ	55	充	tʃʰoŋ55	～分，冒～		
3567	tʃʰ	oŋ	55	銃	tʃʰoŋ55	打鸟的土枪，放～		
3568	ʃ	ok	5	叔	ʃok5	二～，～～		
3569	ʃ	ok	2	熟	ʃok31	煮～，～悉		
3570	ʃ	ok	2	淑	ʃok31	～女，贤～		
3571	j	oŋ	21	戎	joŋ21	～马生涯		
3572	j	oŋ	21	絨	joŋ21	灯芯～，～毛		
3573	j	ok	2	肉	jok31	猪～		
3574	k	oŋ	55	弓	koŋ55	～箭		
3575	k	oŋ	55	躬	koŋ55	鞠～		
3576	k	oŋ	55	宮	koŋ55	～殿，大闹天～		
3577	k	ok	5	菊	kok5	～花		
3578	kʰ	ok	5	麴	kʰok5	酒～		
3579	kʰ	oŋ	21	窮	kʰoŋ21	～人，无～		
3580	tʃʰ	ok	5	畜	tʃʰok5	～牧局		
3581	tʃʰ	ok	5	蓄	tʃʰok5	储～，～水		
3582	j	ok	5	郁	jok5	抑～；～金香；姓		
3583	h	oŋ	21	熊	hoŋ21	～猫	hoŋ21	1
3584	h	oŋ	21	雄	hoŋ21	英～		
3585	j	oŋ	21	融	joŋ21	～化；孔～（人名）		
3586	j	ok	2	育	jok31	教～		
3587	f	oŋ	55	封	foŋ55	密～		
3588	f	oŋ	55	峰	foŋ55	山～		
3589	f	oŋ	55	蜂	foŋ55	蜜～		
3590	f	oŋ	55	鋒	foŋ55	～利；雷～（人名）		
3591	f	oŋ	35	捧	foŋ25	吹～		
3592	f	oŋ	21	逢	foŋ21	相～，～年过节[文]		
3593	f	oŋ	21	逢	foŋ21	～到（遇到）[白]		
3594	f	oŋ	21	縫	foŋ21	裁～		
3595	f	oŋ	31	奉	foŋ31	～献，～承		
3596	f	oŋ	35	俸	foŋ25	～禄，薪～		
3597	f	oŋ	31	縫	foŋ31	一条～，裂线～		
3598	l	oŋ	21	濃	loŋ21	～厚[文]		
3599	l	oŋ	21	濃	loŋ21	～淡；稠密[白]		
3600	l	oŋ	21	龍	loŋ21	～头		
3601	l	oŋ	13	壟	loŋ23	～断		
3602	l	ok	2	綠	lok31	～色		
3603	l	ok	2	錄	lok31	记～，～取		
3604	tʃ	oŋ	55	蹤	tʃoŋ55	失～，～影		
3605	tʃ	oŋ	55	縱	tʃoŋ55	～横，放～		
3606	tʃ	ok	5	足	tʃok5	～球，满～	tʃok55	黄阁
3607	tʃʰ	oŋ	21	從	tʃʰoŋ21	～容		
3608	tʃʰ	ok	5	促	tʃʰok5	督～，～进		
3609	tʃʰ	oŋ	21	從	tʃʰoŋ21	跟～，～来		
3610	ʃ	oŋ	13	慫	ʃoŋ23	～恿		
3611	ʃ	ok	5	粟	ʃok5	包～，～米，～子粄		
3612	tʃʰ	oŋ	21	松	tʃʰoŋ21	～树		
3613	tʃ	oŋ	31	誦	tʃoŋ31	背～		
3614	tʃ	oŋ	31	頌	tʃoŋ31	歌～		
3615	tʃ	oŋ	31	訟	tʃoŋ31	诉～		
3616	tʃ	ok	2	俗	tʃok31	风～	tʃok31	1
3617	tʃ	ok	2	續	tʃok31	继～，～集		
3618	tʃʰ	oŋ	35	寵	tʃʰoŋ25	～爱，得～		
3619	tʃʰ	oŋ	21	重	tʃʰoŋ21	～复		
3620	tʃʰ	oŋ	13	重	tʃʰoŋ23	～量[文]		
3621	tʃʰ	oŋ	13	重	tʃʰoŋ23	轻～[白]		
3622	tʃ	oŋ	55	鐘	tʃoŋ55	两点～，闹～		
3623	tʃ	oŋ	55	盅	tʃoŋ55	酒～，两～酒		
3624	tʃ	oŋ	35	種	tʃoŋ25	～类，树～[名，量]		
3625	tʃ	oŋ	13	種	tʃoŋ23	～田[动]		
3626	tʃ	oŋ	35	腫	tʃoŋ25	～起来，水～		
3627	tʃ	ok	5	燭	tʃok5	蜡～		
3628	tʃ	ok	5	囑	tʃok5	遗～，～托		
3629	tʃʰ	oŋ	55	衝	tʃʰoŋ55	～锋枪		
3630	tʃ	ok	5	觸	tʃok5	接～，～犯		
3631	ʃ	ok	2	贖	ʃok31	～罪		
3632	tʃ	oŋ	55	舂	tʃoŋ55	～米		
3633	tʃʰ	ok	5	束	tʃʰok5	结～		
3634	ʃ	ok	2	蜀	ʃok31	四川简称，乐不思～		
3635	ʃ	ok	2	屬	ʃok31	～于，家～		
3636	j	oŋ	21	茸	joŋ21	鹿～		
3637	j	ok	2	辱	jok31	污～		
3638	j	ok	35	褥	jok25	垫被，褥子		
3639	k	oŋ	55	恭	koŋ55	～敬		
3640	k	oŋ	55	供	koŋ55	提～，～应		
3641	k	oŋ	35	拱	koŋ25	～手，～桥		
3642	k	oŋ	35	鞏	koŋ25	～固		
3643	k	oŋ	55	供	koŋ55	～细人（生小孩）		
3644	h	oŋ	35	恐	hoŋ25	～怖		
3645	kʰ	ok	5	曲	kʰok5	歌～，～折	kʰok55	黄阁
3646	k	oŋ	31	共	koŋ31	一～，～同	koŋ31	1
3647	k	ok	2	局	kok31	～部，公安～	kok31	1
3648	j	ok	2	玉	jok31	白～	jok31	1
3649	j	ok	2	獄	jok31	监～		
3650	h	oŋ	55	胸	hoŋ55	心～	hoŋ55	1
3651	h	oŋ	55	凶	hoŋ55	吉～		
3652	h	oŋ	55	兇	hoŋ55	～恶		
3653	j	oŋ	55	雍	joŋ55	～正皇帝		
3654	j	oŋ	35	擁	joŋ25	～护		
3655	j	oŋ	21	容	joŋ21	～易，宽～		
3656	j	oŋ	21	蓉	joŋ21	芙～		
3657	j	oŋ	21	鎔	joŋ21	朱～基（人名）		
3658	j	oŋ	21	庸	joŋ21	平～，～俗		
3659	j	oŋ	13	勇	joŋ23	～敢		
3660	j	oŋ	35	湧	joŋ25	～现，洶～		
3661	j	oŋ	31	用	joŋ31	～处	joŋ31	1
3662	j	oŋ	31	用	joŋ31	有～	joŋ31	1
3663	j	ok	2	欲	jok31	～速则不达	jok31	1
3664	j	ok	2	慾	jok31	～望，贪～		
3665	j	ok	2	浴	jok31	沐～露[文]		
3666	j	ok	2	浴	jok31	～堂（浴室）[白]		
3667		ɔ	55	屙	ɔ55	排泄，～尿，～屎		
3668	p	ɔ	13	播	pɔ23	广～，～种		
3669	ʃ	ɛ	31	畲	ʃɛ31	～族		
3670	ʃ	œy	31	墅	ʃøy31	别～		
3671	f	ɐk	2	沸	fɐk31	沸腾		
3672	l	iu	21	竂	liu21	茅～，鸡～		
3673	ʃ	ak	2	煞	ʃak31	凶神恶～		
3674	k	iŋ	31	健	kiŋ31	～康	kiŋ31	1
3675	t	iŋ	55	癫	tiŋ55	～鬼		
3676				櫼		塞，挤		
3677	p	ɐŋ	55	逩	pɐŋ55	投～		
3678	ʃ	œn	55	詢	ʃœn55	咨～，～问		
3679	tʃ	ɐŋ	13	圳	tʃɐŋ23	深～；田中小沟		
3680	tʃ	aŋ	55	踭	tʃaŋ55	脚后跟，脚～		
3681	tʃʰ	ak	3	坼	tʃʰak3	裂开，爆～		
3682	k	ek	5	戟	kek5	巴～（中药，鸡肠风）		
3683				崠		山～（山脊），屋～（屋脊）		
3684	m	a	21	嫲	ma21	雌性		
3685				脢		背～（背部），～肉（背脊肉）		
3686	p	ei	35	髀	pei25	大～（大腿）		
3687	l	ɐu	55	褛	lɐu55	大～		
3688	t	ɐu	31	窦	tɐu31	鸟～		
3689	t	ɐu	31	窦	tɐu31	鼻～炎；姓		
3690	h	uaŋ	13	腩	huaŋ23	肚～		
3691	l	ɐŋ	21	腍	lɐŋ21	绵软		
3692				桁		檩子，承重的横木		
3693				斫		砍，～树		
3694	l	ɐk	2	簕	lɐk31	刺		
3695	w	ɔŋ	55	罌	wɔŋ55	小口大肚的瓶子		
3696				腈		好，腈肉（瘦肉）		
3697	pʰ	ɛk	2	擗	pʰɛk31	扔弃		
3698	l	ɛk	2	壢	lɛk31	地～（旱地）		
3699	l	ek	2	瀝	lek31	坑		
3700	k	ok	2	焗	kok31	盐～鸡		
3701	k	au	35	摝	kau25	搅拌，～水		
3702	l	ok	2	熝	lok31	烫，～人		
3703		ŋ̍	21	唔	ŋ̍21	不		
3704		aŋ	55	啱	aŋ55	合适，恰巧		
3705	l	iu	21	嫽	liu21	玩耍		
3706	tʃʰ	iu	21	噍	tʃʰiu21	嚼		
3707				擸		叠起（散乱的碗）[动]；一～碗[量]		
3708				浼		体垢		
3709				颏		脖子前面部分，大～		
3710				猋		跳，快走		
3711				萦		～线（绕线）		
3712				涿		淋雨		
3713	l	a	13	罅	la23	缝，手指～		
3714				珓		圣～		
3715				糁		饭～（饭粒）		
3716				惶		害怕		
3717				跔		蹲；腿蜷曲		
3718	k	ui	31	癐	kui31	累，疲乏		
3719	l	oŋ	55	窿	loŋ55	穿～（破洞）		
3720				窿		涵～（涵洞）		
3721	ʃ	oŋ	13	餸	ʃoŋ23	菜肴		
3722	l	ok	5	轆	lok5	轮子		
3723	t	ɛŋ	31	掟	tɛŋ31	丢，扔		
3724	l	ɛŋ	13	靓	lɛŋ23	漂亮		
3725		ak	5	呃	ak5	欺骗		
3726	w	ɐŋ	35	揾	wɐŋ25	找，寻找；挣（钱）		
3727				烊		融化		
3728		ɐŋ	55	奀	ɐŋ55	瘦小		
3729	l	ɐŋ	35	諗	lɐŋ25	思考		
3730	k	aŋ	35	梘	kaŋ25	肥皂		
3731	h	aŋ	55	慳	haŋ55	节俭		
3732	m	ɐu	55	踎	mɐu55	蹲		
3733	m	a	55	孖	ma55	双		
3734	l	a	35	乸	la25	雌性		
3735	j	ɛ	13	嘢	jɛ23	东西		
3736	m	ɐi	55	咪	mɐi55	麦克风		
3737	l	ɔ	35	攞	lɔ25	拿，取		
3738				厝		房子		
3739				囝		儿子		
3740	p	ou	55	煲	pou55	煲		
3741	h	ou	21	蠔	hou21	海蛎		
3742	tʰ	ɐi	35	睇	tʰɐi25	看		
3743	h	ɐŋ	31	冚	hɐŋ31	盖住		
