id	ini	fn	pt	单字	IPA	注释
621	pʰ	ai	21	牌	pʰai21	～坊，～匾[文]
622	pʰ	ai	55	牌	pʰai55	打～[白，训]
623	pʰ	ai	21	㵺	pʰai21	竹排
624	b	ɐk	043	罷	bɐk43	～工
625	b	ɔi	55	稗	bɔi55	～草
626	m	ai	13	買	mai13	～卖
627	m	ai	43	賣	mai43	买～
628	n	ai	55	奶	nai55	二～，～牛
629	ts	ai	13	債	tsai13	欠～
630	tsʰ	ai	31	釵	tsʰai31	宝～
631	tsʰ	a	31	差	tsʰa31	出～
632	ʦʰ	ai	21	柴	ʦʰai21	姓；火～
633	s	ɔi	31	篩	sɔi31	～选，～米
634	s	a	13	灑	sa13	潇～，～水
635	k	ai	31	佳	kai31	～人，～节
636	k	ai	31	街	kai31	～路
637	k	ai	35	解	kai35	～释，讲～[文]
638	k	ai	35	解	kai35	～开[白]
639	h	ai	13	懈	hai13	松～，坚持不～
640	ŋ	ai	21	涯	ŋai21	天～
641	ŋ	ai	21	崖	ŋai21	悬～
642	ŋ	ai	21	捱	ŋai21	难～，～苦
643	h	ai	21	鞋	hai21	布～
644	k	ai	35	解	kai35	懂了，理～，了～
645	h	ai	13	蟹	hai13	老～
646	ŋ	ɐi	35	矮	ŋɐi35	高矮
647	p	ai	43	敗	pai43	失～
648	m	ai	43	邁	mai43	豪～，～步
649	ts	ai	13	寨	tsai13	山～，大～
650	p	ɔi	13	蔽	pɔi13	隐～
651	p	ɔi	43	弊	pɔi43	作～
652	p	ɔi	43	幣	pɔi43	人民～
653	p	ɔi	43	斃	pɔi43	枪～
654	l	ɔi	43	例	lɔi43	举～，～外
655	l	ɔi	43	厲	lɔi43	严～，～害
656	l	ɔi	43	勵	lɔi43	鼓～
657	ts	ɔi	13	祭	tsɔi13	～祀
658	ts	ɔi	13	際	tsɔi13	国～
659	ts	ɔi	43	滞	tsɔi43	停～，湿～（中医）
660	ts	ɔi	13	制	tsɔi13	～度
661	ts	ɔi	13	製	tsɔi13	～造
662	s	ɔi	13	世	sɔi13	～界
663	s	ɔi	13	世	sɔi13	出～
664	s	ɔi	13	勢	sɔi13	～力，有权有～
665	s	ɔi	13	誓	sɔi13	发～
666	s	ɔi	43	逝	sɔi43	～世
667	ɡ	ɔi	43	藝	ɡɔi43	～术，文～晚会
668	p	ɐi	13	蓖	pɐi13	～麻
669	p	ɔi	13	閉	pɔi13	关～
671	pʰ	ɔi	31	批	pʰɔi31	～评，大～
672	pʰ	ɔi	55	批	pʰɔi55	螺丝～
673	p	ɐi	13	陛	pɐi13	～下
674	m	ɔi	21	迷	mɔi21	入～，～路
675	m	ɔi	13	米	mɔi13	大米
676	m	ɔi	21	謎	mɔi21	～语，猜～
677	t	ɔi	31	低	tɔi31	高～
678	tʰ	ɔi	21	堤	tʰɔi21	河～，～坝
679	t	ɔi	35	底	tɔi35	水～
680	t	ɔi	35	抵	tɔi35	～押
681	t	ɔi	35	抵	tɔi35	用手抵挡
682	t	ɔi	13	帝	tɔi13	皇～
683	tʰ	ɔi	31	梯	tʰɔi31	楼～
684	t	ɔi	13	蒂	tɔi13	花～，并～莲
685	tʰ	ɔi	35	體	tʰɔi35	～育，身～
686	tʰ	ɔi	13	替	tʰɔi13	代～，～身
687	tʰ	ɔi	13	涕	tʰɔi13	～泪纵横
688	tʰ	ɔi	13	剃	tʰɔi13	～头
690	tʰ	ɔi	21	題	tʰɔi21	～目，难～
691	tʰ	ɔi	21	提	tʰɔi21	～问，～醒
692	tʰ	ɔi	21	蹄	tʰɔi21	马～
693	tʰ	ɔi	21	啼	tʰɔi21	哭哭～～[文]
694	tʰ	ɔi	21	啼	tʰɔi21	鸡～[白]
695	t	ɔi	43	弟	tɔi43	兄～[文]
696	t	ɔi	43	弟	tɔi43	弟弟，老～[白]
697	t	ɔi	43	第	tɔi43	～一，门～
698	t	ɔi	43	遞	tɔi43	传～，邮～员
699	n	ɔi	21	泥	nɔi21	水～，地～（地板）
700	l	ɔi	21	犁	lɔi21	耕田用具
701	l	ɔi	21	黎	lɔi21	～民，～明；姓
702	l	ɔi	13	禮	lɔi13	～貌
703	l	ɔi	43	麗	lɔi43	秀～
704	t	ɔi	43	隸	tɔi43	奴～，～属
705	ts	ɔi	31	擠	tsɔi31	拥～，～时间
706	ts	ɔi	13	濟	tsɔi13	～公，经～
707	tsʰ	ɔi	31	妻	tsʰɔi31	夫～
708	tsʰ	ɐi	13	砌	tsʰɐi13	～墙
709	tsʰ	ɔi	21	齊	tsʰɔi21	～国[文]
710	tsʰ	ɔi	21	齊	tsʰɔi21	整～，放～，来～[白]
711	tsʰ	ɐi	21	臍	tsʰɐi21	肚～，～带
712	ts	ɔi	31	劑	tsɔi31	一～药，药～
713	s	ɔi	31	西	sɔi31	东西南北
714	tsʰ	ɔi	31	棲	tsʰɔi31	两～动物
715	s	ɔi	31	犀	sɔi31	～牛
716	s	ɔi	35	洗	sɔi35	～菜，～衣机
717	s	ɔi	13	細	sɔi13	粗细，大小
718	s	ɔi	13	婿	sɔi13	女～
719	k	ɔi	55	雞	kɔi55	～公（公鸡）
720	kʰ	ɔi	31	稽	kʰɔi31	～查，滑～
721	k	ɔi	13	計	kɔi13	～算，会～
722	k	ɔi	13	繼	kɔi13	～续，～承
723	h	ɔi	43	繫	hɔi43	～皮带
724	k	ɔi	13	髻	kɔi13	发髻；鸡～（鸡冠）
725	kʰ	ɔi	31	溪	kʰɔi31	～水
726	kʰ	ɔi	35	啟	kʰɔi35	～发
727	kʰ	ɔi	13	契	kʰɔi13	房～，～约
728	g	ɔi	21	倪	gɔi21	姓，～萍
729	h	ai	31	奚	hai31	～落
730	h	ai	31	兮	hai31	神经～～
731	h	ɔi	43	系	hɔi43	中文～，～统
732	h	ɔi	43	繫	hɔi43	联～
733	h	ɔi	43	係	hɔi43	关～[文]
734	h	ɔi	43	係	hɔi43	是[白]
735	p	ui	31	杯	pui31	茶～
736	p	ui	13	輩	pui13	～分，长～
737	p	ui	13	背	pui13	违～，后～
738	pʰ	ui	55	胚	pʰui55	～胎
739	pʰ	ui	55	坯	pʰui55	泥～，毛～房
740	pʰ	ui	13	配	pʰui13	分～，搭～
741	pʰ	ui	21	培	pʰui21	～训
742	pʰ	ui	21	陪	pʰui21	～同
743	pʰ	ui	21	賠	pʰui21	～钱
744	pʰ	ui	21	裴	pʰui21	姓
745	pʰ	ui	13	倍	pʰui13	～数
746	pʰ	ui	13	佩	pʰui13	～服
747	p	ui	43	背	pui43	～书
748	p	ui	43	焙	pui43	～火
749	b	ui	21	梅	bui21	～花
750	b	ui	21	枚	bui21	两～
751	b	ui	21	媒	bui21	～人
752	b	ui	21	煤	bui21	烧～，～矿
753	b	ui	21	玫	bui21	～瑰
754	b	ui	13	每	bui13	～只，～日
755	b	ui	55	莓	bui55	草～
756	b	ui	43	妹	bui43	妹妹，姊～，老～
757	b	ək	043	昧	bək43	愚～，拾金不～
758	t	ui	31	堆	tui31	一～[量]，～放[动]
759	t	ui	13	對	tui13	～错；成双成～
760	t	ui	13	碓	tui13	舂米工具，踏～
761	tʰ	ui	31	推	tʰui31	～荐，～动
762	tʰ	ui	35	腿	tʰui35	～部，火～
763	tʰ	ui	13	退	tʰui13	后～，～步[文]
764	t	ɐn	13	退	tɐn13	向后退[白]
765	t	ui	55	隊	tui55	～伍，排～
766	l	ui	43	內	lui43	～行，～外
767	l	ui	21	雷	lui21	打～，～公；姓
768	l	ui	43	累	lui43	劳～
769	tsʰ	ui	31	催	tsʰui31	～促，～眠
770	tsʰ	ui	31	崔	tsʰui31	姓，～莺莺
771	tsʰ	ui	31	摧	tsʰui31	～残
772	ts	ui	43	罪	tsui43	得～，犯～[文]
773	ʦ	ui	43	罪	ʦui43	～过（可怜、难受）[白]
774	s	ui	13	碎	sui13	～布，破～
775	f	ui	31	盔	fui31	头～，～甲
776	f	ui	31	魁	fui31	～梧，花～
777	f	ui	31	恢	fui31	～复
778	f	ai	13	塊	fai13	一～钱，～头
779	g	ɔi	21	桅	gɔi21	～杆
780	f	ui	31	灰	fui31	石～，～色
781	kʰ	ui	35	賄	kʰui35	受～，～赂
782	f	ui	13	悔	fui13	后～
783	f	ui	13	晦	fui13	～气
784	v	ui	21	回	vui21	～想[文]
785	v	ui	21	回	vui21	～礼[白]
786	v	ui	21	茴	vui21	～香
787	v	ui	43	匯	vui43	～报，～款
788	kʰ	ui	35	潰	kʰui35	～疡，胃～疡
789	v	ui	31	煨	vui31	～番薯
790	tʰ	ui	35	蜕	tʰui35	～变，～皮，～壳
791	s	ui	13	兑	sui13	～水，～换
792	ts	ui	13	最	tsui13	～好
793	v	ui	43	會	vui43	～计
794	kʰ	ui	35	劊	kʰui35	～子手
795	kʰ	ui	13	檜	kʰui13	人名，秦～
796	v	ui	43	外	vui43	～面
797	v	ui	55	會	vui55	开～
798	v	ui	13	會	vui13	～睡，～来
799	kʰ	ui	35	繪	kʰui35	～图，测～
800	k	uai	31	乖	kuai31	小孩听话
801	k	uai	13	怪	kuai13	奇～
802	v	ai	21	懷	vai21	～疑
803	v	ai	21	槐	vai21	～树
804	v	ai	21	淮	vai21	～河，～北
805	v	ai	43	壞	vai43	～人
806	k	uai	35	拐	kuai35	～卖，铁～李
808	kʰ	ua	13	掛	kʰua13	～起来，牵～，～钩
809	k	ua	113	卦	kua13	八～
810	v	ai	31	歪	vai31	～风邪气
811	v	ak	043	畫	vak43	～图，图～
812	f	ai	13	快	fai13	～车
813	f	ai	13	筷	fai13	公～
814	v	a	55	話	va55	笑～，讲～[文，名]
815	v	a	55	話	va55	讲～[白，名]
816	v	a	43	話	va43	说[白，动]
817	tsʰ	ui	13	脆	tsʰui13	干～[文]
818	tsʰ	ui	13	脆	tsʰui13	易断[白]
819	s	ui	13	歲	sui13	万～，～月[文]
820	s	ui	13	歲	sui13	十～，～数[白]
822	ts	ui	43	贅	tsui43	累～，入～
823	s	ui	13	稅	sui13	交～，～收
824	v	ɔi	43	衛	vɔi43	～生
825	j	ui	43	鋭	jui43	尖～，～角
826	f	ɔi	13	廢	fɔi13	～品，作～
827	f	ɔi	13	肺	fɔi13	猪～
828	f	ɔi	43	吠	fɔi43	狗～
829	v	ɔi	35	穢	vɔi35	淫～，污～
830	k	uɔi	55	圭	kuɔi55	人名用字；乌拉～
831	k	uɔi	31	閨	kuɔi31	～房
832	k	uɔi	13	桂	kuɔi13	～花
833	k	uɔi	31	奎	kuɔi31	人名用字；～宁（药名）
834	kʰ	uɔi	21	攜	kʰuɔi21	～带，提～
835	v	ɔi	13	惠	vɔi13	～州，优～
836	v	ɔi	13	慧	vɔi13	智～
837	p	ɐi	31	碑	pɐi31	石～，～文
838	p	ɐi	31	卑	pɐi31	自～，～鄙
839	p	ɐi	35	彼	pɐi35	～此
840	p	ai	13	臂	pai13	手～，～力
841	pʰ	ɐi	31	披	pʰɐi31	～肩，～露
842	pʰ	ɐi	13	譬	pʰɐi13	～喻，～如
843	pʰ	ɐi	21	皮	pʰɐi21	调～，～肤
844	pʰ	ɐi	21	疲	pʰɐi21	～劳
845	pʰ	ɐi	21	脾	pʰɐi21	～胃，～气
846	pʰ	ɐi	13	被	pʰɐi13	被子，毛巾～
847	p	ɐi	13	婢	pɐi13	奴～，～女
848	p	ɐi	43	被	pɐi43	～动，～迫
849	p	ɐi	43	避	pɐi43	逃～
850	b	ɐi	21	糜	bɐi21	～烂；粥
851	b	ɐi	21	彌	bɐi21	～补，阿～陀佛
852	l	ɐi	21	離	lɐi21	～別，～开
853	l	ɐi	21	籬	lɐi21	～笆
854	l	ɐi	55	璃	lɐi55	玻～
855	l	ai	43	荔	lai43	～枝
856	ts	ɐi	35	紫	tsɐi35	～色
857	tsʰ	i	31	雌	tsʰi31	～雄
858	tsʰ	ɐi	35	此	tsʰɐi35	到～为止
859	tsʰ	i	13	刺	tsʰi13	～激，穿～
860	tsʰ	i	55	疵	tsʰi55	瑕～，吹毛求～
861	s	ɐi	31	斯	sɐi31	～大林
862	s	ɐi	31	撕	sɐi31	～烂
863	s	ai	35	璽	sai35	玉～
864	s	ai	35	徙	sai35	移居，～屋，迁～
865	s	ɐi	43	賜	sɐi43	赏～
866	ts	i	31	知	tsi31	通～，～道，无～[文]
867	ts	i	13	知	tsi13	～识[文]
868	t	ɐi	31	知	tɐi31	知道，唔～[白]
869	ts	i	31	蜘	tsi31	～蛛
870	ts	i	13	智	tsi13	～慧
871	tsʰ	i	21	池	tsʰi21	水～
872	tsʰ	i	21	馳	tsʰi21	奔～
873	tsʰ	a	31	差	tsʰa31	参～不齐
874	s	ɔi	31	篩	sɔi31	谷～，米～
875	ts	i	31	支	tsi31	两～笔[白，量]
876	ts	i	31	支	tsi31	～持，天干地～[文]
877	ts	i	31	枝	tsi31	树～
878	ts	i	31	肢	tsi31	四～，～体
879	ts	i	31	梔	tsi31	黄～（水横枝、黄果）
880	ts	i	35	紙	tsi35	白～
881	ts	i	35	只	tsi35	～有
882	tsʰ	i	35	侈	tsʰi35	奢～
883	s	ai	35	舐	sai35	舔
884	s	i	31	施	si31	措～；姓
885	tsʰ	i	13	翅	tsʰi13	鱼～
886	tsʰ	i	21	匙	tsʰi21	锁～，汤～
887	s	i	43	是	si43	～否，～非
888	s	i	43	氏	si43	姓～
889	s	i	43	豉	si43	豆～
890	j	i	21	兒	ji21	～童
891	j	i	13	爾	ji13	～虞我诈；保～（人名）
892	k	ɐi	13	寄	kɐi13	～信，～托
893	k	ɐi	43	羁	kɐi43	～押，放荡不～
894	kʰ	ɐi	13	企	kʰɐi13	～业，～鹅
895	kʰ	ɐi	21	奇	kʰɐi21	～怪
896	kʰ	iɛ	21	騎	kʰiɛ21	～马
897	kʰ	iɛ	21	騎	kʰiɛ21	～楼
898	kʰ	ɐi	21	岐	kʰɐi21	～山
899	kʰ	ɐi	35	徛	kʰɐi35	站立；（山）斜度高
900	k	ɐi	43	技	kɐi43	～术[文]
901	k	ɐi	43	技	kɐi43	杂～[白]
902	k	ɐi	43	妓	kɐi43	～女
903	j	i	21	宜	ji21	适～，～昌
904	j	i	31	儀	ji31	礼～，～式
905	ɡ	ɔi	13	蟻	ɡɔi13	蚂蚁，白～
906	j	i	21	誼	ji21	友～
907	j	i	13	義	ji13	情～，～气
908	j	i	13	議	ji13	～论，会～
909	h	ɐi	31	犠	hɐi31	～牲
910	h	ɐi	13	戲	hɐi13	做～
911	j	i	35	倚	ji35	～靠，～老卖老
912	j	i	35	椅	ji35	椅子，藤～
913	j	i	21	移	ji21	～动
914	j	i	43	易	ji43	容～
915	p	ɐi	31	悲	pɐi31	～伤
916	pʰ	ɐi	35	鄙	pʰɐi35	卑～，～视[文]
917	pʰ	ɐi	35	鄙	pʰɐi35	差劲[白]
918	p	ɐi	35	比	pɐi35	～较，对～
919	p	ɐi	13	祕	pɐi13	～书，～密
920	p	ɐi	13	泌	pɐi13	分～；滤出汤汁
921	p	ɐi	13	庇	pɐi13	包～，～护
922	p	ɐi	13	痹	pɐi13	麻～
923	pʰ	ɐi	55	丕	pʰɐi55	人名用字，曹～
924	pʰ	ɐi	13	屁	pʰɐi13	放～
925	pʰ	ɐi	21	琵	pʰɐi21	～琶
926	pʰ	ɐi	21	枇	pʰɐi21	～杷
927	p	ɐi	43	備	pɐi43	准～，～用
928	p	ɐi	43	鼻	pɐi43	鼻子；鼻涕
929	p	ɐi	55	篦	pɐi55	篦子（很密的梳子）
930	b	ɐi	21	眉	bɐi21	眉毛，画～
931	b	ɐi	21	楣	bɐi21	门～
932	b	ui	21	黴	bui21	发～，倒～
933	b	ɐi	13	美	bɐi13	～丽，～化
934	b	ɐi	21	媚	bɐi21	～眼，妩～；人名用字
935	b	ɐi	43	寐	bɐi43	梦～以求，假～
936	t	ɐi	43	地	tɐi43	土～
937	n	ɔi	21	尼	nɔi21	～姑
938	n	ɐi	43	膩	nɐi43	油～，细～
939	l	ɐi	21	梨	lɐi21	
940	l	ɐi	13	履	lɐi13	～行，～历
941	l	ɐi	43	利	lɐi43	～润，有～
942	l	ɐi	43	痢	lɐi43	～疾
944	ts	ɐi	31	資	tsɐi31	～本
945	ts	ɐi	31	姿	tsɐi31	～势
946	ts	i	55	咨	tsi55	～询
947	ts	iɛ	35	姊	tsiɛ35	～妹
948	tsʰ	ɐi	13	次	tsʰɐi13	名～，～品
949	tsʰ	ɐi	21	瓷	tsʰɐi21	～砖，陶～
950	tsʰ	ɐi	21	餈	tsʰɐi21	糍粑，糯米～
951	ts	ɐi	43	自	tsɐi43	～私
952	s	ɐi	31	私	sɐi31	自～
953	s	ɐi	35	死	sɐi35	～人
954	s	ɐi	13	四	sɐi13	数字
955	s	ɐi	13	肆	sɐi13	放～
956	ts	i	13	致	tsi13	导～
957	tsʰ	i	21	遲	tsʰi21	～到，推～
958	ts	i	13	稚	tsi13	幼～
959	s	y	31	師	sy31	老～，～父
960	s	ɐi	55	獅	sɐi55	狮子
961	ts	i	31	脂	tsi31	～肪，胭～
962	ts	i	35	旨	tsi35	圣～
963	ts	i	35	指	tsi35	手～，～甲
964	ts	i	13	至	tsi13	～少
965	s	i	43	示	si43	表～
966	s	i	31	屍	si31	～体，死～
967	tsʰ	i	35	矢	tsʰi35	有的放～
968	s	i	35	屎	si35	狗～
969	s	i	43	視	si43	近～
970	s	i	43	嗜	si43	～好
971	j	i	43	二	ji43	数字
972	j	i	43	貳	ji43	～心
973	k	ɐi	31	飢	kɐi31	～饿
974	k	ɐi	31	肌	kɐi31	～肉
975	k	ɐi	55	几	kɐi55	茶～
976	kʰ	ɐi	13	冀	kʰɐi13	河北简称，晋察～
977	h	ɐi	13	器	hɐi13	武～，机～，～重
978	h	ɐi	13	棄	hɐi13	放～，抛～
979	kʰ	ɐi	21	祁	kʰɐi21	～连山
980	j	i	31	伊	ji31	～犁；姓
981	j	i	13	懿	ji13	人名用字，司马～
982	j	i	21	夷	ji21	化险为～，蛮～
983	j	i	21	姨	ji21	大～，～丈
984	j	i	43	肄	ji43	～业
985	n	ɐi	13	你	nɐi13	～们，第二人称[文]
986	n	ɐi	13	你	nɐi13	第二人称[白]
987	l	ɐi	21	釐	lɐi21	～米
988	l	ɐi	55	狸	lɐi55	狐～
989	l	ɐi	13	李	lɐi13	姓；水果
990	l	ɐi	13	里	lɐi13	公～
991	l	ɐi	13	裏	lɐi13	～外，～背（里面）
992	l	ɐi	13	理	lɐi13	道～，～由
993	l	ɐi	13	鯉	lɐi13	～鱼
994	l	ɐi	43	吏	lɐi43	官～
995	ts	ɐi	31	滋	tsɐi31	～味
996	ts	ɐi	35	子	tsɐi35	～孙；孔～
997	ts	ɐi	35	梓	tsɐi35	桑～；曾宪～
998	tsʰ	ɐi	21	慈	tsʰɐi21	～悲，～禧太后
999	tsʰ	ɐi	21	磁	tsʰɐi21	～铁，～场
1000	ts	ɐi	43	字	tsɐi43	～典，文～
1001	s	ɐi	31	司	sɐi31	公～，～令
1002	s	ɐi	31	絲	sɐi31	～绸
1003	s	ɐi	31	思	sɐi31	～想
1004	s	i	43	伺	si43	～候，～机而动
1005	s	ɐi	13	思	sɐi13	意～
1006	tsʰ	ɐi	21	辭	tsʰɐi21	～职，告～
1007	tsʰ	ɐi	21	詞	tsʰɐi21	歌～
1008	tsʰ	ɐi	21	祠	tsʰɐi21	～堂
1009	tsʰ	ɐi	13	似	tsʰɐi13	相～，～乎[文]
1010	tsʰ	ɐi	13	似	tsʰɐi13	好～（好像）[白]
1011	ts	ɐi	43	祀	tsɐi43	祭～
1012	ts	ɐi	43	巳	tsɐi43	地支，～时
1013	ts	ɐi	43	寺	tsɐi43	～庙，灵光～
1014	ts	ɐi	35	嗣	tsɐi35	后～；谭～同
1015	ts	ɐi	43	飼	tsɐi43	～料，～养[文]
1016	ts	ɐi	43	飼	tsɐi43	喂饭[白]
1017	ts	i	13	置	tsi13	布～
1018	tsʰ	i	31	癡	tsʰi31	白～，～呆
1019	tsʰ	i	35	恥	tsʰi35	～辱
1020	tsʰ	i	21	持	tsʰi21	支～
1021	ts	i	13	痔	tsi13	～疮
1022	ts	i	13	治	tsi13	～安，统～[文]
1023	tʰ	ɔŋ	31	治	tʰɔŋ31	～鸡，～猪[白]
1024	tsʰ	ɐi	13	廁	tsʰɐi13	～所，公～
1025	s	i	43	士	si43	～兵
1026	s	i	43	仕	si43	～途
1027	s	ɔi	31	柿	sɔi31	柿子，～饼
1028	s	ɐi	43	事	sɐi43	～实，～情[文]
1029	s	ɐi	43	事	sɐi43	做～[白]
1030	s	ɔi	35	使	sɔi35	～用，假～，大～馆
1031	s	i	35	史	si35	历～
1032	s	ɔi	35	駛	sɔi35	驾～
1033	ʦ	i	31	之	ʦi31	～前
1034	ts	i	31	芝	tsi31	灵～，～麻
1035	ts	i	35	止	tsi35	停～，～血
1036	ts	i	35	趾	tsi35	脚～
1037	ts	i	35	址	tsi35	地～
1038	ts	i	13	志	tsi13	～气，～愿
1039	ts	i	13	誌	tsi13	县～，标～
1040	ts	i	13	痣	tsi13	乌～
1041	tsʰ	i	35	齒	tsʰi35	牙～
1042	s	i	55	詩	si55	～人
1043	s	i	35	始	si35	开～，～终
1044	s	i	13	試	si13	考～[文]
1045	s	i	13	試	si13	试试[白]
1046	s	i	21	時	si21	～间，当～
1047	s	i	13	巿	si13	～场，城～
1048	tsʰ	i	31	恃	tsʰi31	～才傲物，有～无恐
1049	s	i	43	侍	si43	服～，～卫
1050	j	i	21	而	ji21	～且，反～
1051	ɡ	ɐi	13	耳	ɡɐi13	耳朵，中～炎
1052	k	ɐi	31	基	kɐi31	～本，地～
1053	k	ɐi	31	箕	kɐi31	畚～
1054	k	ɐi	35	己	kɐi35	自～
1055	k	ɐi	35	紀	kɐi35	～律
1056	k	ɐi	13	記	kɐi13	笔～，～号
1057	h	ɐi	31	欺	hɐi31	～负
1058	h	ɐi	35	起	hɐi35	起
1059	k	ɐi	35	杞	kɐi35	枸～
1060	kʰ	ɐi	21	其	kʰɐi21	～他，～实
1061	kʰ	ɐi	21	棋	kʰɐi21	围～，捉～（下棋）
1062	kʰ	ɐi	21	期	kʰɐi21	日～
1063	kʰ	ɐi	21	旗	kʰɐi21	红～
1064	k	ɐi	43	忌	kɐi43	禁～，～讳，～日[文]
1065	k	ɐi	43	忌	kɐi43	做～（做法事）[白]
1066	j	i	21	疑	ji21	怀～
1067	j	i	13	擬	ji13	模～，～人
1068	h	ɐi	35	嬉	hɐi35	玩，～戏
1069	h	ɐi	31	熙	hɐi31	康～
1070	h	ɐi	35	喜	hɐi35	～欢
1071	h	ɐi	35	嘻	hɐi35	～皮笑脸
1072	j	i	31	醫	ji31	～生
1073	j	i	13	意	ji13	～思
1074	j	i	21	怡	ji21	心旷神～；人名用字
1075	j	i	13	已	ji13	～经
1076	j	i	13	以	ji13	可～，～为
1077	j	i	43	異	ji43	～同
1078	k	ɐi	31	幾	kɐi31	～乎
1079	k	ɐi	31	機	kɐi31	～会，飞～
1080	k	ɐi	31	譏	kɐi31	～笑
1081	k	ɐi	31	饑	kɐi31	～荒
1082	k	ɐi	35	幾	kɐi35	～只
1083	k	ɐi	35	幾	kɐi35	～何
1084	k	ɐi	13	旣	kɐi13	～然
1085	h	ɐi	35	豈	hɐi35	～有此理
1086	h	ɐi	13	氣	hɐi13	～人，空～
1087	h	ɐi	13	汽	hɐi13	～水，～车
1088	kʰ	ɐi	21	祈	kʰɐi21	～祷
1089	ɡ	ɔi	43	毅	ɡɔi43	～力
1090	h	ɐi	31	希	hɐi31	～望
1091	h	ɐi	31	稀	hɐi31	～少
1092	j	i	31	衣	ji31	外～；花生皮
1093	j	i	35	依	ji35	～靠
1094	l	ui	43	累	lui43	积～
1095	l	ui	43	累	lui43	连～
1096	ts	ui	13	嘴	tsui13	嘴巴[文]
1097	ts	ui	13	嘴	tsui13	嘴巴[白，训]
1098	s	ui	43	髓	sui43	骨～
1099	tsʰ	ui	21	隨	tsʰui21	～时，～便
1100	tsʰ	ui	31	吹	tsʰui31	～牛皮，～喇叭
1101	tsʰ	ui	31	炊	tsʰui31	野～
1102	s	ui	21	垂	sui21	下～，～头丧气
1103	s	ui	43	睡	sui43	睡觉
1104	s	ui	43	瑞	sui43	～金；董存～
1105	j	ui	13	蕊	jui13	花～
1106	kʰ	uɔi	31	規	kʰuɔi31	～定，圆～
1107	k	uɔi	35	詭	kuɔi35	～计多端
1108	kʰ	uɔi	31	虧	kʰuɔi31	食～（吃亏）
1109	kʰ	uɔi	31	窺	kʰuɔi31	偷～
1110	k	uɔi	43	跪	kuɔi43	下～
1111	ɡ	ɔi	21	危	ɡɔi21	～险，安～
1112	ɡ	ɔi	43	僞	ɡɔi43	虚～
1113	f	ɐi	35	毀	fɐi35	～灭
1114	v	ɔi	35	萎	vɔi35	枯～
1115	v	ɔi	35	委	vɔi35	～托，常～
1116	v	ɔi	21	為	vɔi21	作～，行～，～人
1117	v	ɔi	43	為	vɔi43	～什么
1118	l	ui	13	壘	lui13	堡～，～球
1119	l	ui	43	類	lui43	分～
1120	l	ui	43	淚	lui43	眼～
1121	ts	ui	13	醉	tsui13	～酒
1122	tsʰ	ui	13	翠	tsʰui13	翡～
1123	s	ui	13	悴	sui13	憔～
1124	s	ui	31	雖	sui31	～然
1125	s	ui	13	粹	sui13	纯～
1126	s	ui	43	遂	sui43	杀人未～
1127	s	ui	43	隧	sui43	～道
1128	s	ui	13	穗	sui13	谷～
1129	ts	ui	31	追	tsui31	～求[文]
1130	ts	ui	31	追	tsui31	追赶，赶走[白]
1131	tsʰ	ui	21	槌	tsʰui21	木～[名]；[动]
1132	tsʰ	ui	21	錘	tsʰui21	铁～[名]；[动]
1133	ts	ui	43	墜	tsui43	下～，玉～[文]
1134	ts	ui	43	墜	tsui43	目～～[白]
1135	s	ui	31	衰	sui31	～弱，～老[文]
1136	s	ui	31	衰	sui31	运气不好[白]
1137	s	ɐt	043	摔	sɐt43	～跤
1138	s	ui	35	帥	sui35	元～
1139	ts	ui	55	錐	tsui55	圆～
1140	s	ui	35	水	sui35	～果，～平
1141	s	ui	21	誰	sui21	疑问代词
1142	k	uɔi	55	龜	kuɔi55	乌～
1143	k	uɔi	35	軌	kuɔi35	铁～
1144	k	uɔi	13	癸	kuɔi13	天干
1145	kʰ	uɔi	13	愧	kʰuɔi13	惭～
1146	k	uɔi	13	季	kuɔi13	四～，～节
1147	kʰ	uɔi	21	逵	kʰuɔi21	人名用字，李～
1148	kʰ	uɔi	21	葵	kʰuɔi21	向日～，～花籽
1149	k	uɔi	43	櫃	kuɔi43	～台
1150	v	ɔi	55	位	vɔi55	座～，～置
1151	v	ɔi	21	維	vɔi21	～生素，～持，纤～
1152	v	ɔi	21	惟	vɔi21	～一
1153	v	ɔi	21	遺	vɔi21	～失，～憾
1154	v	ɔi	21	唯	vɔi21	～物主义
1155	f	ɐi	31	非	fɐi31	是～，～常
1156	f	ɐi	31	飛	fɐi31	～机；人名，张～[文]
1157	f	ɐi	31	飛	fɐi31	飞行[白]
1158	f	ɐi	35	匪	fɐi35	土～
1159	f	uɔi	43	痱	fuɔi43	痱子，热～
1160	f	ɐi	43	妃	fɐi43	贵～
1161	f	uɔi	13	費	fuɔi13	～用，浪～
1162	f	ɐi	21	肥	fɐi21	化～，～肉
1163	f	ɐi	35	翡	fɐi35	～翠
1164	m	ɐi	21	微	mɐi21	稍～
1165	m	ɐi	13	尾	mɐi13	尾巴
1166	m	ɐi	43	未	mɐi43	～来；地支
1167	m	ɐi	43	味	mɐi43	～道，～精
1168	k	uɔi	31	歸	kuɔi31	回～，～类
1169	k	uɔi	35	鬼	kuɔi35	鬼神
1170	k	uɔi	13	貴	kuɔi13	～重
1171	ɡ	uɔi	43	魏	ɡuɔi43	～国；姓
1172	f	uɔi	31	揮	fuɔi31	指～
