num	單字	字注	IPA	IPA	声	韵	调	调值
510	坍	坍	tʰan35	tʰan35	tʰ	an	1	35
511	灘	灘	tʰan35	tʰan35	tʰ	an	1	35
512	攤	攤	tʰan35	tʰan35	tʰ	an	1	35
513	瘫	瘫	tʰan35	tʰan35	tʰ	an	1	35
514	彈	彈	tʰan21	tʰan21	tʰ	an	2	21
515	毯	毯	tʰan32	tʰan32	tʰ	an	3	32
516	但	但	tʰan32	tʰan32	tʰ	an	3	32
517	彈	彈	tʰan32	tʰan32	tʰ	an	3	32
518	蛋	蛋	tʰan32	tʰan32	tʰ	an	3	32
519	坦	坦	tʰan32	nan32	tʰ	an	3	32
520	嘆	嘆	tʰan52	nan52	tʰ	an	4	52
521	炭	炭	tʰan52	lan52	tʰ	an	4	52
522	難	難	nan21	lan21	n	an	2	21
523	難	難	nan32	lan32	n	an	3	32
524	懶	懶	lan35	lan35	l	an	1	35
525	蘭	蘭	lan21	lan21	l	an	2	21
526	攔	攔	lan21	kan21	l	an	2	21
527	欄	欄	lan21	kan21	l	an	2	21
528	爛	爛	lan32	kan32	l	an	3	32
529	艱	艱	kan35	kan35	k	an	1	35
530	間	間	kan35	kan35	k	an	1	35
531	官	官	kan35	kan35	k	an	1	35
532	棺	棺	kan35	kan35	k	an	1	35
533	觀	觀	kan35	kan35	k	an	1	35
534	冠	冠	kan35	kan35	k	an	1	35
535	奸	奸	kan35	kan35	k	an	1	35
536	鳏	鳏	kan35	kan35	k	an	1	35
537	關	關	kan35	kan35	k	an	1	35
538	鹻	鹻	kan32	kan32	k	an	3	32
539	皂	皂	kan32	kan32	k	an	3	32
540	繭	繭	kan32	kan32	k	an	3	32
541	簡	簡	kan32	kan32	k	an	3	32
542	揀	揀	kan32	kan32	k	an	3	32
543	管	管	kan32	kan32	k	an	3	32
544	館	館	kan32	kʰan32	k	an	3	32
545	鐧	鐧	kan32	han32	k	an	3	32
546	梘	梘	kan32	han32	k	an	3	32
547	寬	寬	kʰan35	han35	kʰ	an	1	35
548	慳	慳	han35	han35	h	an	1	35
549	閒	閒	han21	han21	h	an	2	21
550	銜	銜	han21	ŋan21	h	an	2	21
551	莧	莧	han32	ŋan32	h	an	3	32
552	限	限	han32	ŋan32	h	an	3	32
553	研	研	ŋan35	ŋan35	ŋ	an	1	35
554	碾	碾	ŋan35	ŋan35	ŋ	an	1	35
555	顏	顏	ŋan21	ŋan21	ŋ	an	2	21
556	頑	頑	ŋan21	ʦan21	ŋ	an	2	21
557	眼	眼	ŋan32	ʦan32	ŋ	an	3	32
558	雁	雁	ŋan32	ʦan32	ŋ	an	3	32
559	氈	氈	ʦan35	ʦan35	ʦ	an	1	35
560	展	展	ʦan32	ʦan32	ʦ	an	3	32
561	盞	盞	ʦan32	ʦan32	ʦ	an	3	32
562	棧	棧	ʦan32	ʦʰan32	ʦ	an	3	32
563	贊	贊	ʦan32	ʦʰan32	ʦ	an	3	32
564	戰	戰	ʦan32	ʦʰan32	ʦ	an	3	32
565	餐	餐	ʦʰan35	ʦʰan35	ʦʰ	an	1	35
566	殘	殘	ʦʰan21	ʦʰan21	ʦʰ	an	2	21
567	泉	泉	ʦʰan21	ʦʰan21	ʦʰ	an	2	21
568	產	產	ʦʰan32	ʦʰan32	ʦʰ	an	3	32
569	鏟	鏟	ʦʰan32	san32	ʦʰ	an	3	32
570	賺	賺	ʦʰan32	san32	ʦʰ	an	3	32
571	燦	燦	ʦʰan52	san52	ʦʰ	an	4	52
572	搧	搧	san35	san35	s	an	1	35
573	山	山	san35	san35	s	an	1	35
574	珊	珊	san35	san35	s	an	1	35
575	刪	刪	san35	san35	s	an	1	35
576	賢	賢	san21	san21	s	an	2	21
577	弦	弦	san21	san21	s	an	2	21
578	玄	玄	san21	san21	s	an	2	21
579	懸	懸	san21	san21	s	an	2	21
580	羨	羨	san32	san32	s	an	3	32
581	顯	顯	san32	san32	s	an	3	32
582	現	現	san32	san32	s	an	3	32
583	散	散	san32	san32	s	an	3	32
584	扇	扇	san52	san52	s	an	4	52
585	善	善	san52	san52	s	an	4	52
586	膳	膳	san52	ȵan52	s	an	4	52
587	獻	獻	san52	jan52	s	an	4	52
588	散	散	san52	jan52	s	an	4	52
589	願	願	ȵan32	jan32	ȵ	an	3	32
590	掀	掀	jan35	jan35	j	an	1	35
591	煙	煙	jan35	jan35	j	an	1	35
592	嚥	嚥	jan35	jan35	j	an	1	35
593	冤	冤	jan35	jan35	j	an	1	35
594	淵	淵	jan35	jan35	j	an	1	35
595	然	然	jan21	jan21	j	an	2	21
596	燃	燃	jan21	jan21	j	an	2	21
597	延	延	jan21	jan21	j	an	2	21
598	完	完	jan21	jan21	j	an	2	21
599	丸	丸	jan21	jan21	j	an	2	21
600	圓	圓	jan21	jan21	j	an	2	21
601	員	員	jan21	jan21	j	an	2	21
602	緣	緣	jan21	jan21	j	an	2	21
603	沿	沿	jan21	jan21	j	an	2	21
604	元	元	jan21	jan21	j	an	2	21
605	袁	袁	jan21	jan21	j	an	2	21
606	轅	轅	jan21	jan21	j	an	2	21
607	園	園	jan21	jan21	j	an	2	21
608	援	援	jan21	jan21	j	an	2	21
609	鉛	鉛	jan21	jan21	j	an	2	21
610	阮	阮	jan32	jan32	j	an	3	32
611	遠	遠	jan32	jan32	j	an	3	32
612	演	演	jan52	jan52	j	an	4	52
613	堰	堰	jan52	jan52	j	an	4	52
614	燕	燕	jan52	jan52	j	an	4	52
615	宴	宴	jan52	wan52	j	an	4	52
616	院	院	jan52	wan52	j	an	4	52
617	怨	怨	jan52	wan52	j	an	4	52
618	豌	豌	wan35	wan35	w	an	1	35
619	彎	彎	wan35	wan35	w	an	1	35
620	灣	灣	wan35	wan35	w	an	1	35
621	玩	玩	wan21	wan21	w	an	2	21
622	還	還	wan21	wan21	w	an	2	21
623	環	環	wan21	wan21	w	an	2	21
624	幻	幻	wan32	wan32	w	an	3	32
625	患	患	wan32	wan32	w	an	3	32
626	腕	腕	wan52	an52	w	an	4	52
627	晚	晚	wan52	tan52	w	an	4	52
628	挽	挽	wan52	tan52	w	an	4	52
629	晏	晏	an52	tʰan52	∅	an	4	52
630	端	端	tuan35	tʰuan35	t	uan	1	35
631	短	短	tuan32	tʰuan32	t	uan	3	32
632	斷	斷	tʰuan35	nuan35	tʰ	uan	1	35
633	糰	糰	tʰuan21	luan21	tʰ	uan	2	21
634	團	團	tʰuan21	luan21	tʰ	uan	2	21
635	暖	暖	nuan35	luan35	n	uan	1	35
636	聯	聯	luan21	luan21	l	uan	2	21
637	鸞	鸞	luan21	kuan21	l	uan	2	21
638	亂	亂	luan32	kuan32	l	uan	3	32
639	卵	卵	luan32	kuan32	l	uan	3	32
640	干	干	kuan35	kuan35	k	uan	1	35
641	亁	亁	kuan35	kuan35	k	uan	1	35
642	肝	肝	kuan35	kuan35	k	uan	1	35
643	竿	竿	kuan35	kuan35	k	uan	1	35
644	桿	桿	kuan35	kuan35	k	uan	1	35
645	稈	稈	kuan32	huan32	k	uan	3	32
646	趕	趕	kuan32	huan32	k	uan	3	32
647	幹	幹	kuan32	huan32	k	uan	3	32
648	旱	旱	huan35	huan35	h	uan	1	35
649	寒	寒	huan21	huan21	h	uan	2	21
650	鼾	鼾	huan21	huan21	h	uan	2	21
651	韓	韓	huan21	huan21	h	uan	2	21
652	汗	汗	huan32	huan32	h	uan	3	32
653	焊	焊	huan32	huan32	h	uan	3	32
654	罕	罕	huan32	ʦuan32	h	uan	3	32
655	漢	漢	huan52	ʦuan52	h	uan	4	52
656	看	看	huan52	ʦuan52	h	uan	4	52
657	專	專	ʦuan35	ʦuan35	ʦ	uan	1	35
658	磚	磚	ʦuan35	ʦʰuan35	ʦ	uan	1	35
659	轉	轉	ʦuan32	ʦʰuan32	ʦ	uan	3	32
660	鑽	鑽	ʦuan52	ʦʰuan52	ʦ	uan	4	52
661	閂	閂	ʦʰuan35	ʦʰuan35	ʦʰ	uan	1	35
662	穿	穿	ʦʰuan35	ʦʰuan35	ʦʰ	uan	1	35
663	川	川	ʦʰuan35	ʦʰuan35	ʦʰ	uan	1	35
664	傳	傳	ʦʰuan21	ʦʰuan21	ʦʰ	uan	2	21
665	全	全	ʦʰuan21	ʦʰuan21	ʦʰ	uan	2	21
666	喘	喘	ʦʰuan32	ʦʰuan32	ʦʰ	uan	3	32
667	轉	轉	ʦʰuan32	ʦʰuan32	ʦʰ	uan	3	32
668	傳	傳	ʦʰuan32	suan32	ʦʰ	uan	3	32
669	串	串	ʦʰuan52	suan52	ʦʰ	uan	4	52
670	篡	篡	ʦʰuan52	suan52	ʦʰ	uan	4	52
671	酸	酸	suan35	suan35	s	uan	1	35
672	船	船	suan21	wuan21	s	uan	2	21
673	蒜	蒜	suan52	wuan52	s	uan	4	52
674	算	算	suan52	wuan52	s	uan	4	52
675	喚	喚	wuan32	wuan32	w	uan	3	32
676	煥	煥	wuan32	wuan32	w	uan	3	32
677	緩	緩	wuan32	uan32	w	uan	3	32
678	換	換	wuan32	uan32	w	uan	3	32
679	碗	碗	wuan32	uan32	w	uan	3	32
680	安	安	uan35	uan35	∅	uan	1	35
681	鞍	鞍	uan35	uan35	∅	uan	1	35
682	案	案	uan32	tuan32	∅	uan	5	32
683	岸	岸	uan32	tuan32	∅	uan	5	32
684	按	按	uan32	tuan32	∅	uan	5	32
685	答	答	tap32	tʰap32	t	ap	5	32
686	搭	搭	tap32	tʰap32	t	ap	5	32
687	沓	沓	tap32	tʰap32	t	ap	5	32
688	塔	塔	tʰap32	nap32	tʰ	ap	5	32
689	塌	塌	tʰap32	nap32	tʰ	ap	5	32
690	踏	踏	tʰap54	lap54	tʰ	ap	6	54
691	納	納	nap54	lap54	n	ap	6	54
692	鈉	鈉	nap54	lap54	n	ap	6	54
693	擸	擸	lap32	kap32	l	ap	5	32
694	臘	臘	lap54	kap54	l	ap	6	54
695	蠟	蠟	lap54	kap54	l	ap	6	54
696	蛤	蛤	kap32	kap32	k	ap	5	32
697	鴿	鴿	kap32	kap32	k	ap	5	32
698	合	合	kap32	kʰap32	k	ap	5	32
699	甲	甲	kap32	kʰap32	k	ap	5	32
700	胛	胛	kap32	hap32	k	ap	5	32
701	洽	洽	kʰap32	hap32	kʰ	ap	5	32
702	恰	恰	kʰap32	ʦap32	kʰ	ap	5	32
703	合	合	hap54	ʦʰap54	h	ap	6	54
704	盒	盒	hap54	ʦʰap54	h	ap	6	54
705	折	折	ʦap32	ʦʰap32	ʦ	ap	5	32
706	插	插	ʦʰap32	ʦʰap32	ʦʰ	ap	5	32
707	雜	雜	ʦʰap54	sap54	ʦʰ	ap	6	54
708	閘	閘	ʦʰap54	sap54	ʦʰ	ap	6	54
709	鍘	鍘	ʦʰap54	sap54	ʦʰ	ap	6	54
710	攝	攝	sap32	sap32	s	ap	5	32
711	涉	涉	sap32	ȵap32	s	ap	5	32
712	協	協	sap32	ȵap32	s	ap	5	32
713	脅	脅	sap32	ȵap32	s	ap	5	32
714	眨	眨	ȵap32	ȵap32	ȵ	ap	5	32
715	凹	凹	ȵap32	ȵap32	ȵ	ap	5	32
716	聶	聶	ȵap32	jap32	ȵ	ap	5	32
717	鑷	鑷	ȵap32	jap32	ȵ	ap	5	32
718	業	業	ȵap54	jap54	ȵ	ap	6	54
719	醃	醃	jap32	ap32	j	ap	5	32
720	葉	葉	jap54	ȵap54	j	ap	6	54
721	頁	頁	jap54	pʰap54	j	ap	6	54
722	鴨	鴨	ap32	pʰap32	∅	ap	5	32
723	软	软	ȵyan35	myan35	ȵ	yan	1	35
724	湴	湴	pʰaŋ32	maŋ32	pʰ	aŋ	3	32
725	泛	泛	pʰaŋ52	maŋ52	pʰ	aŋ	4	52
726	猛	猛	maŋ35	maŋ35	m	aŋ	1	35
727	盲	盲	maŋ21	faŋ21	m	aŋ	2	21
728	孟	孟	maŋ32	laŋ32	m	aŋ	3	32
729	掹	掹	maŋ52	laŋ52	m	aŋ	4	52
730	晃	晃	faŋ52	kaŋ52	f	aŋ	4	52
731	冷	冷	laŋ35	kaŋ35	l	aŋ	1	35
732	鈴	鈴	laŋ21	kaŋ21	l	aŋ	2	21
733	更	更	kaŋ35	kaŋ35	k	aŋ	1	35
734	耕	耕	kaŋ35	kaŋ35	k	aŋ	1	35
735	羹	羹	kaŋ35	kaŋ35	k	aŋ	1	35
736	梗	梗	kaŋ32	kʰaŋ32	k	aŋ	3	32
737	更	更	kaŋ52	haŋ52	k	aŋ	4	52
738	徑	徑	kaŋ52	haŋ52	k	aŋ	4	52
739	哽	哽	kʰaŋ32	haŋ32	kʰ	aŋ	3	32
740	坑	坑	haŋ35	haŋ35	h	aŋ	1	35
741	行	行	haŋ21	ŋaŋ21	h	aŋ	2	21
742	衡	衡	haŋ21	ʦaŋ21	h	aŋ	2	21
743	杏	杏	haŋ32	ʦaŋ32	h	aŋ	3	32
744	硬	硬	ŋaŋ32	ʦaŋ32	ŋ	aŋ	3	32
745	爭	爭	ʦaŋ35	ʦaŋ35	ʦ	aŋ	1	35
746	正	正	ʦaŋ35	ʦʰaŋ35	ʦ	aŋ	1	35
747	踭	踭	ʦaŋ35	ʦʰaŋ35	ʦ	aŋ	1	35
748	箏	箏	ʦaŋ35	ʦʰaŋ35	ʦ	aŋ	1	35
749	橙	橙	ʦʰaŋ21	ʦʰaŋ21	ʦʰ	aŋ	2	21
750	成	成	ʦʰaŋ21	saŋ21	ʦʰ	aŋ	2	21
751	鄭	鄭	ʦʰaŋ32	saŋ32	ʦʰ	aŋ	3	32
752	撐	撐	ʦʰaŋ52	saŋ52	ʦʰ	aŋ	4	52
753	聲	聲	saŋ35	saŋ35	s	aŋ	1	35
754	牲	牲	saŋ35	saŋ35	s	aŋ	1	35
755	甥	甥	saŋ35	saŋ35	s	aŋ	1	35
756	生	生	saŋ35	saŋ35	s	aŋ	1	35
757	成	成	saŋ21	waŋ21	s	aŋ	2	21
758	城	城	saŋ21	jaŋ21	s	aŋ	2	21
759	誠	誠	saŋ21	jaŋ21	s	aŋ	2	21
760	横	横	waŋ21	jaŋ21	w	aŋ	2	21
761	萦	萦	jaŋ35	jaŋ35	j	aŋ	1	35
762	盈	盈	jaŋ21	jaŋ21	j	aŋ	2	21
763	贏	贏	jaŋ21	jaŋ21	j	aŋ	2	21
764	營	營	jaŋ21	jaŋ21	j	aŋ	2	21
765	螢	螢	jaŋ21	jaŋ21	j	aŋ	2	21
766	迎	迎	jaŋ21	aŋ21	j	aŋ	2	21
767	影	影	jaŋ32	paŋ32	j	aŋ	3	32
768	映	映	jaŋ32	pʰaŋ32	j	aŋ	3	32
769	甕	甕	aŋ35	maŋ35	∅	aŋ	1	35
770	八	八	pat32	mat32	p	at	5	32
771	潑	潑	pʰat32	mat32	pʰ	at	5	32
772	抹	抹	mat32	mat32	m	at	5	32
773	襪	襪	mat32	fat32	m	at	5	32
774	末	末	mat54	fat54	m	at	6	54
775	沫	沫	mat54	fat54	m	at	6	54
776	法	法	fat32	fat32	f	at	5	32
777	髮	髮	fat32	fat32	f	at	5	32
778	發	發	fat32	fat32	f	at	5	32
779	乏	乏	fat54	fat54	f	at	6	54
780	伐	伐	fat54	tʰat54	f	at	6	54
781	筏	筏	fat54	lat54	f	at	6	54
782	罰	罰	fat54	kat54	f	at	6	54
783	達	達	tʰat54	kʰat54	tʰ	at	6	54
784	辣	辣	lat54	kʰat54	l	at	6	54
785	刮	刮	kat32	kʰat32	k	at	5	32
786	闊	闊	kʰat32	hat32	kʰ	at	5	32
787	豁	豁	kʰat32	ʦat32	kʰ	at	5	32
788	括	括	kʰat32	ʦat32	kʰ	at	5	32
789	核	核	hat54	ʦat54	h	at	6	54
790	浙	浙	ʦat32	ʦʰat32	ʦ	at	5	32
791	哲	哲	ʦat32	ʦʰat32	ʦ	at	5	32
792	紮	紮	ʦat32	ʦʰat32	ʦ	at	5	32
793	擦	擦	ʦʰat32	ʦʰat32	ʦʰ	at	5	32
794	設	設	ʦʰat32	ʦʰat32	ʦʰ	at	5	32
795	察	察	ʦʰat32	ʦʰat32	ʦʰ	at	5	32
796	撤	撤	ʦʰat32	ʦʰat32	ʦʰ	at	5	32
797	刷	刷	ʦʰat32	sat32	ʦʰ	at	5	32
798	撤	撤	ʦʰat54	sat54	ʦʰ	at	6	54
799	宅	宅	ʦʰat54	sat54	ʦʰ	at	6	54
800	殺	殺	sat32	sat32	s	at	5	32
801	撒	撒	sat32	sat32	s	at	5	32
802	薩	薩	sat32	sat32	s	at	5	32
803	血	血	sat32	sat32	s	at	5	32
804	穴	穴	sat32	sat32	s	at	5	32
805	煞	煞	sat32	jat32	s	at	5	32
806	折	折	sat54	jat54	s	at	6	54
807	舌	舌	sat54	jat54	s	at	6	54
808	乙	乙	jat32	jat32	j	at	5	32
809	粤	粤	jat54	jat54	j	at	6	54
810	越	越	jat54	wat54	j	at	6	54
811	悦	悦	jat54	wat54	j	at	6	54
812	閱	閱	jat54	wat54	j	at	6	54
813	挖	挖	wat32	wat32	w	at	5	32
814	活	活	wat54	at54	w	at	6	54
815	滑	滑	wat54	at54	w	at	6	54
816	猾	猾	wat54	pat54	w	at	6	54
817	壓	壓	at32	pat32	∅	at	5	32
818	押	押	at32	tʰat32	∅	at	5	32
819	撥	撥	puat32	tʰuat32	p	uat	5	32
820	勃	勃	puat32	luat32	p	uat	5	32
821	脫	脫	tʰuat32	luat32	tʰ	uat	5	32
822	奪	奪	tʰuat54	kuat54	tʰ	uat	6	54
823	劣	劣	luat32	kuat32	l	uat	5	32
824	捋	捋	luat54	kuat54	l	uat	6	54
825	割	割	kuat32	huat32	k	uat	5	32
826	葛	葛	kuat32	huat32	k	uat	5	32
827	掘	掘	kuat32	ʦuat32	k	uat	5	32
828	渴	渴	huat32	ʦuat32	h	uat	5	32
829	喝	喝	huat32	suat32	h	uat	5	32
830	撮	撮	ʦuat32	puat32	ʦ	uat	5	32
831	拙	拙	ʦuat32	puat32	ʦ	uat	5	32
832	說	說	suat32	puat32	s	uat	5	32
833	百	百	pak32	pʰak32	p	ak	5	32
834	柏	柏	pak32	pʰak32	p	ak	5	32
835	伯	伯	pak32	pʰak32	p	ak	5	32
836	拍	拍	pʰak32	pʰak32	pʰ	ak	5	32
837	泊	泊	pʰak32	pʰak32	pʰ	ak	5	32
838	魄	魄	pʰak32	mak32	pʰ	ak	5	32
839	珀	珀	pʰak32	mak32	pʰ	ak	5	32
840	白	白	pʰak54	lak54	pʰ	ak	6	54
841	脈	脈	mak32	kak32	m	ak	5	32
842	麥	麥	mak54	kak54	m	ak	6	54
843	肋	肋	lak32	kak32	l	ak	5	32
844	格	格	kak32	kʰak32	k	ak	5	32
845	隔	隔	kak32	hak32	k	ak	5	32
846	革	革	kak32	ʦak32	k	ak	5	32
847	客	客	kʰak32	ʦak32	kʰ	ak	5	32
848	吓	吓	hak32	ʦak32	h	ak	5	32
849	摘	摘	ʦak32	ʦak32	ʦ	ak	5	32
850	責	責	ʦak32	ʦʰak32	ʦ	ak	5	32
851	隻	隻	ʦak32	ʦʰak32	ʦ	ak	5	32
852	炙	炙	ʦak32	ʦʰak32	ʦ	ak	5	32
853	拆	拆	ʦʰak32	ʦʰak32	ʦʰ	ak	5	32
854	策	策	ʦʰak32	ʦʰak32	ʦʰ	ak	5	32
855	冊	冊	ʦʰak32	ʦʰak32	ʦʰ	ak	5	32
856	赤	赤	ʦʰak32	ʦʰak32	ʦʰ	ak	5	32
857	尺	尺	ʦʰak32	ʦʰak32	ʦʰ	ak	5	32
858	坼	坼	ʦʰak32	sak32	ʦʰ	ak	5	32
859	擇	擇	ʦʰak54	sak54	ʦʰ	ak	6	54
860	澤	澤	ʦʰak54	ȵak54	ʦʰ	ak	6	54
861	析	析	sak32	ȵak32	s	ak	5	32
862	石	石	sak32	wak32	s	ak	5	32
863	額	額	ȵak32	ak32	ȵ	ak	5	32
864	逆	逆	ȵak54	ak54	ȵ	ak	6	54
865	划	划	wak54	ak54	w	ak	6	54
866	軛	軛	ak32	tak32	∅	ak	5	32
867	扼	扼	ak32	kʰak32	∅	ak	5	32
868	握	握	ak54	kʰak54	∅	ak	6	54
869	嗲	嗲	tie32	ʦie32	t	ie	3	32
870	茄	茄	kʰie21	ʦie21	kʰ	ie	2	21
871	騎	騎	kʰie21	ʦie21	kʰ	ie	2	21
872	姐	姐	ʦie32	ʦʰie32	ʦ	ie	3	32
873	借	借	ʦie52	ʦʰie52	ʦ	ie	4	52
874	籍	籍	ʦie52	ʦʰie52	ʦ	ie	4	52
875	邪	邪	ʦʰie21	ʦʰie21	ʦʰ	ie	2	21
876	斜	斜	ʦʰie21	ʦʰie21	ʦʰ	ie	2	21
877	且	且	ʦʰie32	sie32	ʦʰ	ie	3	32
878	謝	謝	ʦʰie32	sie32	ʦʰ	ie	3	32
879	笡	笡	ʦʰie32	sie32	ʦʰ	ie	5	32
880	寫	寫	sie32	pie32	s	ie	3	32
881	卸	卸	sie52	pie52	s	ie	4	52
882	瀉	瀉	sie52	pʰie52	s	ie	4	52
883	跛	跛	pei35	pʰei35	p	ei	1	35
884	背	背	pei21	mei21	p	ei	2	21
885	批	批	pʰei35	tei35	pʰ	ei	1	35
886	弊	弊	pʰei32	tei32	pʰ	ei	3	32
887	咪	咪	mei35	tei35	m	ei	1	35
888	低	低	tei35	tʰei35	t	ei	1	35
889	底	底	tei32	tʰei32	t	ei	3	32
890	抵	抵	tei32	tʰei32	t	ei	3	32
891	梯	梯	tʰei35	tʰei35	tʰ	ei	1	35
892	弟	弟	tʰei35	tʰei35	tʰ	ei	1	35
893	啼	啼	tʰei21	tʰei21	tʰ	ei	2	21
894	蹄	蹄	tʰei21	tʰei21	tʰ	ei	2	21
895	睇	睇	tʰei32	nei32	tʰ	ei	3	32
896	剃	剃	tʰei52	nei52	tʰ	ei	4	52
897	替	替	tʰei52	nei52	tʰ	ei	4	52
898	泥	泥	nei21	lei21	n	ei	2	21
899	尼	尼	nei21	lei21	n	ei	2	21
900	膩	膩	nei32	lei32	n	ei	3	32
901	黎	黎	lei21	lei21	l	ei	2	21
902	犁	犁	lei21	lei21	l	ei	2	21
903	例	例	lei32	lei32	l	ei	3	32
904	厲	厲	lei32	kei32	l	ei	3	32
905	勵	勵	lei32	kei32	l	ei	3	32
906	麗	麗	lei32	kei32	l	ei	3	32
907	雞	雞	kei35	kei35	k	ei	1	35
908	繫	繫	kei35	kei35	k	ei	1	35
909	解	解	kei32	kʰei32	k	ei	3	32
910	計	計	kei52	kʰei52	k	ei	4	52
911	繼	繼	kei52	kʰei52	k	ei	4	52
912	溪	溪	kʰei35	kʰei35	kʰ	ei	1	35
913	稽	稽	kʰei35	kʰei35	kʰ	ei	1	35
914	奚	奚	kʰei35	kʰei35	kʰ	ei	1	35
915	啟	啟	kʰei32	hei32	kʰ	ei	3	32
916	癐	癐	kʰei32	hei32	kʰ	ei	3	32
917	契	契	kʰei52	hei52	kʰ	ei	4	52
918	系	系	hei52	ŋei52	h	ei	4	52
919	繫	繫	hei52	ŋei52	h	ei	4	52
920	係	係	hei52	ŋei52	h	ei	4	52
921	艺	艺	ŋei32	ŋei32	ŋ	ei	3	32
922	毅	毅	ŋei32	ʦei32	ŋ	ei	3	32
923	艾	艾	ŋei32	ʦei32	ŋ	ei	3	32
924	蟻	蟻	ŋei32	ʦei32	ŋ	ei	3	32
925	擠	擠	ʦei35	ʦei35	ʦ	ei	1	35
926	劑	劑	ʦei35	ʦei35	ʦ	ei	1	35
927	仔	仔	ʦei21	ʦʰei21	ʦ	ei	2	21
928	制	制	ʦei52	ʦʰei52	ʦ	ei	4	52
929	製	製	ʦei52	ʦʰei52	ʦ	ei	4	52
930	篩	篩	ʦʰei35	ʦʰei35	ʦʰ	ei	1	35
931	齊	齊	ʦʰei21	ʦʰei21	ʦʰ	ei	2	21
932	完	完	ʦʰei21	sei21	ʦʰ	ei	2	21
933	滞	滞	ʦʰei32	sei32	ʦʰ	ei	3	32
934	砌	砌	ʦʰei52	sei52	ʦʰ	ei	4	52
935	吃	吃	sei35	sei35	s	ei	1	35
936	犀	犀	sei35	sei35	s	ei	1	35
937	洗	洗	sei32	sei32	s	ei	3	32
938	細	細	sei52	sei52	s	ei	4	52
939	勢	勢	sei52	ei52	s	ei	4	52
940	婿	婿	sei52	pei52	s	ei	4	52
941	世	世	sei52	pei52	s	ei	4	52
942	矮	矮	ei32	pei32	∅	ei	3	32
943	彪	彪	piɛu35	piɛu35	p	iɛu	1	35
944	臕	臕	piɛu35	piɛu35	p	iɛu	1	35
945	標	標	piɛu35	pʰiɛu35	p	iɛu	1	35
946	錶	錶	piɛu35	pʰiɛu35	p	iɛu	1	35
947	表	表	piɛu32	pʰiɛu32	p	iɛu	3	32
948	飄	飄	pʰiɛu35	pʰiɛu35	pʰ	iɛu	1	35
949	漂	漂	pʰiɛu35	pʰiɛu35	pʰ	iɛu	1	35
950	嫖	嫖	pʰiɛu21	pʰiɛu21	pʰ	iɛu	2	21
951	瓢	瓢	pʰiɛu21	pʰiɛu21	pʰ	iɛu	2	21
952	泡	泡	pʰiɛu52	pʰiɛu52	pʰ	iɛu	4	52
953	漂	漂	pʰiɛu52	miɛu52	pʰ	iɛu	4	52
954	票	票	pʰiɛu52	miɛu52	pʰ	iɛu	4	52
955	鰾	鰾	pʰiɛu52	miɛu52	pʰ	iɛu	4	52
956	瞄	瞄	miɛu35	miɛu35	m	iɛu	1	35
957	苗	苗	miɛu21	miɛu21	m	iɛu	2	21
958	描	描	miɛu21	miɛu21	m	iɛu	2	21
959	藐	藐	miɛu32	miɛu32	m	iɛu	3	32
960	渺	渺	miɛu32	miɛu32	m	iɛu	3	32
961	秒	秒	miɛu32	miɛu32	m	iɛu	3	32
962	廟	廟	miɛu32	tiɛu32	m	iɛu	3	32
963	妙	妙	miɛu32	tiɛu32	m	iɛu	3	32
964	貓	貓	miɛu52	tiɛu52	m	iɛu	4	52
965	刁	刁	tiɛu35	tiɛu35	t	iɛu	1	35
966	貂	貂	tiɛu35	tiɛu35	t	iɛu	1	35
967	雕	雕	tiɛu35	tiɛu35	t	iɛu	1	35
968	鳥	鳥	tiɛu35	tʰiɛu35	t	iɛu	1	35
969	吊	吊	tiɛu52	tʰiɛu52	t	iɛu	4	52
970	釣	釣	tiɛu52	tʰiɛu52	t	iɛu	4	52
971	挑	挑	tʰiɛu35	tʰiɛu35	tʰ	iɛu	1	35
972	調	調	tʰiɛu21	tʰiɛu21	tʰ	iɛu	2	21
973	條	條	tʰiɛu21	tʰiɛu21	tʰ	iɛu	2	21
974	調	調	tʰiɛu32	niɛu32	tʰ	iɛu	3	32
975	跳	跳	tʰiɛu52	liɛu52	tʰ	iɛu	4	52
976	糶	糶	tʰiɛu52	liɛu52	tʰ	iɛu	4	52
977	鳥	鳥	niɛu32	liɛu32	n	iɛu	3	32
978	箅	箅	liɛu35	liɛu35	l	iɛu	1	35
979	撩	撩	liɛu35	liɛu35	l	iɛu	1	35
980	療	療	liɛu21	liɛu21	l	iɛu	2	21
981	聊	聊	liɛu21	liɛu21	l	iɛu	2	21
982	遼	遼	liɛu21	liɛu21	l	iɛu	2	21
983	撩	撩	liɛu21	liɛu21	l	iɛu	2	21
984	寥	寥	liɛu21	liɛu21	l	iɛu	2	21
985	竂	竂	liɛu21	liɛu21	l	iɛu	2	21
986	了	了	liɛu32	liɛu32	l	iɛu	3	32
987	料	料	liɛu32	kiɛu32	l	iɛu	3	32
988	嫽	嫽	liɛu32	kiɛu32	l	iɛu	3	32
989	廖	廖	liɛu52	kiɛu52	l	iɛu	4	52
990	驕	驕	kiɛu35	kiɛu35	k	iɛu	1	35
991	嬌	嬌	kiɛu35	kʰiɛu35	k	iɛu	1	35
992	繳	繳	kiɛu32	kʰiɛu32	k	iɛu	3	32
