音标	调类	调值	辖字
格韻			
kɛ	5	35	格翮革隔膈鬲挌㗆
kʰɛ	5	35	客刻揢剋尅克喀
ŋɛ	6	24	额阨扼
ɛ	5	35	二貳樲膩餌
xɛ	5	35	黑覈{俗音}核駭嚇赫
ɣɛ	6	24	覈紇
pɛ	5	35	百迫
pʰɛ	5	35	拍迫{俗音}珀魄哱
bɛ	6	24	白帛𢫯誖勃孛悖𣭷
mɛ	6	24	墨默脈衇霡陌麥㹮貊沒
tɛ	5	35	德得
tʰɛ	5	35	忒特{俗音}慝
dɛ	6	24	特忑
nɛ	6	24	仂肋扐
tsɛ	5	35	則責簀昃漬嘖讁摘謫側賾仄
tsʰɛ	5	35	策廁測惻冊坼拆
dzɛ	6	24	賊澤擇宅
sɛ	5	35	色塞瑟嗇穡蝨虱䞽㾊
tʃɛ	5	35	哲這{俗音}折浙炙摺
機韻			
tɕi	1	55	機幾譏饑飢肌朞期雞鷄稽箕覉羇磯羈覊璣鞿姬嵇錤蟣萁齎
tɕʰi	1	55	欺棲{俗音}淒{俗音}凄{俗音}悽{俗音}僛萋{俗音}妻{俗音}
dʑi	2	12	棋棊碁祈其麒蘄期旗旂齊{俗音}臍蜞蜝祁淇奇崎祺蠐祇鬐鰭錡圻頎琦騎歧岐騏倛懠跂唭
ȵi	2	12	儀宜尼疑泥坭嶷睨霓倪沂怩貎輗鯢呢赥䦧㪒唲
ji	1	55	衣依猗欹攲漪咿噫蛜伊
ɕi	1	55	西稀希犧羲俙禧溪奚㰻谿嬉徯攜犀熙棲栖睎熹欷兮蹊畦嘻晞鼷豨觿醯息
ʑi	2	12	而輀
ji	2	12	移夷姨怡貽遺洟懿𧰝台{我也}頤匜飴圯𩚉痍𡱐扅彝訑詒佗{同“迤”。逶~}宦
pi	1	55	篦
pʰi	1	55	狓披批庇
bi	2	12	皮枇琵羆脾痺疲鼙貔陴裨睥毗
mi	2	12	彌迷眉{俗音}楣麋縻糜劘麛㜷湄
ti	1	55	低胝爹羝氐
tʰi	1	55	梯𨁃𩓂
di	2	12	題隄堤提𦑡綈荑稊媞禔罤蹄蹏鵜啼虒𡰖
ni	2	12	離籬梨犁黎藜蘺瓈璃鸝釐驪罹嫠貍酈㦒
tsi	1	55	齎躋隮
tsʰi	1	55	妻悽萋凄
dzi	2	12	齊臍蠐
tʃi	1	55	知蜘梔
dʒi	2	12	池遲持馳治坻踟箎
ʐi	2	12	儿
己韻			
tɕi	3	42	己麂紀擠{俗音}幾寂
tɕʰi	3	42	起啟𣏌户棨汜屺豈
dʑi	3	42	技祀似兕巳
ȵi	3	42	儗擬蟻你杘
ji	3	42	矣以几已苢綺椅扆掎倚
ɕi	3	42	洗{俗音}喜徙蓰蟢裼璽屣
ʑi	3	42	𦩶謑
pi	3	42	比彼妣俾秕
pʰi	3	42	鄙否痞匕匹疋弼圮
bi	3	42	陛狴仳
mi	3	42	靡米眯弭羋禰瀰
ti	3	42	底的柢邸抵詆坻牴䑛砥㪆馰觝
tʰi	3	42	體醴悌弟
di	3	42	遞
ni	3	42	禮理李里裏裡鯉俚澧履蠡娌
tsi	3	42	擠
si	3	42	洗
既韻			
tɕi	5	35	既計祭寄嫉濟繼蒺劑跡迹季稷脊蹐際積緝記棘楫集瘠戢戟殛汲給吸踖輯級葺笈鯽亟佶即紀吉
tɕʰi	5	35	及極氣器契褉餼迄訖七喫吃戚
dʑi	6	24	技{俗音}席企籍忌跂伎屐妓
ȵi	6	24	義議藝逆萟誼詣刈羿劓𠸺溺惄
ji	5	35	一壹意億憶冀抑弈奕翼益易溢異瞖佚逸衣翳蜴殪肄懌繹弋斁譯埸軼泆邑挹俋揖臆裔饐翌扆浥液䭂鎰鷾亦覬驛腋縊噎睪勩㑊佾蚦倚{俗音}睨圔
ɕi	5	35	悉昔{俗音}惜夕席{俗音}細壻{俗音}婿{俗音}係{俗音}系{俗音}繫{俗音}腊{乾肉}咥憩習穸棄戲恤{俗音}䘏屭肸携禊{俗音}巇泣錫觽析晰熄
ʑi	6	24	繫系係禊
pi	5	35	幣斃蔽璧敝弊獘壁觱篳畢{俗音}賁蹕臂食饆詖滭辟
pʰi	5	35	譬辟屁癖擘睥
bi	6	24	備𠏆避畀篦被鼻嬖庇贔媲弼婢蹩
mi	6	24	覓謎詸密祕秘宓蜜媚汨{俗音}苾毖糸冪泌魅
ti	5	35	帝啻敵禘蒂諦菂締𦷾狄{俗音}荻{俗音}翟的逖{俗音}苖揥滴嫡螮蝃嚏敵
tʰi	5	35	替剃鬀薙笛覿滌{俗音}涕倜髢
di	6	24	第弟悌棣逮迪苐杕狄荻逖遞隸
ni	6	24	立蒞力厲勵慄笠靂歷戾淚麗唳荔糲離儷吏俐礫𩗭詈痢栗悷
tsi	5	35	濟疾嫉
tsʰi	5	35	七漆㯃
dzi	6	24	籍
si	5	35	昔惜壻婿息
tʃi	5	35	姪侄只質智擲織幟熾職蛭隻陟執
tʃʰi	5	35	直植殖值埴秩敕飭斥赤
dʒi	6	24	治稚雉滯稺
ʃi	5	35	十拾適石釋什濕溼螫蝕食實識寔飾奭
ʒi	6	24	日
支韻			
tsɿ	1	55	支枝肢芝之姿資孜咨錙粢澬淄緇脂趦菑貲兹耔滋祗齊祗𧹛孳疵
tsʰɿ	1	55	疵{俗音}雌媸癡頿絺巵鴟蚩
dzɿ	2	12	辭辤詞祠慈瓷茨鷀鶿
sɿ	1	55	詩斯司絲師嘶尸屍緦思施筮噬鳲偲私廝蓍獅撕笥
zɿ	2	12	時塒鰣匙鍉
指韻			
tsɿ	3	42	指旨止趾紫姊子仔芷紙徵沚梓址阯只咫枳胏秭黹笫滓訾
tsʰɿ	3	42	此齒泚恥侈
dzɿ	3	42	痔氏是巳耜諟
sɿ	3	42	史死使豕矢始屎
致韻			
tsɿ	5	35	致至志痣輊緻誌識製制鷙摯置翅恣贄𦤻忮胾懥躓懫
tsʰɿ	5	35	賜次厠莿朿茦刺佽㞖
dzɿ	6	24	字巳牸𦍺𣑑嗣飼寺自
sɿ	5	35	四肆弒世試式拭勢駟施軾弛𧊖伺
zɿ	6	24	是{俗音}事示嗜{俗音}侍寺{俗音}似{俗音}涘恃峙市視庤痔{俗音}誓氏{俗音}豉逝仕士{俗音}兕俟諡
鳩韻			
tɕiəɯ	1	55	鳩樛揪㧃揫赳{俗音}鬮
tɕʰiəɯ	1	55	丘邱秋{俗音}啾{俗音}鰍鰌鞦{俗音}緧{俗音}輶䋺{俗音}湫{俗音}
dʑiəɯ	2	12	求裘囚球毬逑仇叴虯犰賕酋
ȵiəɯ	2	12	牛䒜㖻
jiəɯ	1	55	悠攸憂優麀耰呦幽羑
ɕiəɯ	1	55	修{俗音}脩{俗音}休庥羞饈{俗音}貅咻
ʑiəɯ	2	12	柔{俗音}
jiəɯ	2	12	油由肬疣尤輶猶遒蝣郵蕕猷游
piəɯ	1	55	彪
pʰiəɯ	1	55	䬌
miəɯ	2	12	繆
tiəɯ	1	55	丟
niəɯ	2	12	留流劉瀏榴瘤畱遛琉硫騮旒瑠
tsʰiəɯ	1	55	秋
dziəɯ	2	12	酋
siəɯ	1	55	修脩羞
tʃiəɯ	1	55	州洲周週舟賙
tʃʰiəɯ	1	55	抽瘳
dʒiəɯ	2	12	籌疇儔仇讎讐綢紬裯譸惆酬醻酧躊稠
ʃiəɯ	1	55	收
ʒiəɯ	2	12	揉猱蹂輮
酒韻			
tɕiəɯ	3	42	酒{俗音}九玖久韭灸赳
tɕʰiəɯ	3	42	咎
dʑiəɯ	3	42	舅臼
ȵiəɯ	3	42	紐扭忸衄
jiəɯ	3	42	有友牖莠酉槱庮卣羑
ɕiəɯ	3	42	朽糗
niəɯ	3	42	柳羀綹
tsiəɯ	3	42	酒
tʃiəɯ	3	42	肘箒菷栦帚
tʃʰiəɯ	3	42	醜丑
dʒiəɯ	3	42	紂
ʃiəɯ	3	42	守狩手首
救韻			
tɕiəɯ	5	35	救疚究柩廄灸{俗音}咎
tɕʰiəɯ	5	35	𨶑
dʑiəɯ	6	24	就{俗音}鷲{俗音}舊臼
ȵiəɯ	6	24	肉𩙷忸
jiəɯ	5	35	又右佑幼宥犹囿侑柚
ɕiəɯ	5	35	秀繡綉嗅臭{俗音}銹袖{俗音}褎岫
ʑiəɯ	6	24	受{俗音}授{俗音}
miəɯ	6	24	謬
niəɯ	6	24	溜霤
tsiəɯ	5	35	灸
dziəɯ	6	24	就鷲
siəɯ	5	35	袖
tʃiəɯ	5	35	呪咒詋晝咮臭{疑排版錯誤}
tʃʰiəɯ	5	35	臭
dʒiəɯ	6	24	售胄宙紂
ʃiəɯ	5	35	獸
ʒiəɯ	6	24	受授綬䛵壽
鉤韻			
kəɯ	1	55	鉤句勾溝篝𨷺
kʰəɯ	1	55	摳
ŋəɯ	2	12	腢
əɯ	1	55	鷗謳歐敺甌嘔
xəɯ	1	55	齁
ɣəɯ	2	12	猴侯喉餱鍭
pəɯ	1	55	𩓄
pʰəɯ	1	55	裒抔
bəɯ	2	12	掊
məɯ	2	12	謀侔牟麰蟊矛蛑
βəɯ	2	12	浮蜉芣罘
təɯ	1	55	𫥢㨮{樹~。應當為“根部”之義}侸吺
tʰəɯ	1	55	偷
dəɯ	2	12	頭投
nəɯ	2	12	樓瘻僂螻婁摟髏嶁㪹廔褸縷
tsəɯ	1	55	鄒諏緅騶鯫陬鄹娵
tsʰəɯ	1	55	揪搊
dzəɯ	2	12	愁
səɯ	1	55	搜摉𩝯蒐䬒廋涑溲
苟韻			
kəɯ	3	42	苟狗豿耇笱
kʰəɯ	3	42	口
ŋəɯ	3	42	耦偶藕
əɯ	3	42	毆嘔歐
xəɯ	3	42	吼蔻
ɣəɯ	3	42	厚後后
pəɯ	3	42	餢
pʰəɯ	3	42	剖
bəɯ	3	42	蔀培瓿
məɯ	3	42	某牡畝拇姆母
βəɯ	3	42	負
fəɯ	3	42	否殕缶
təɯ	3	42	斗陡抖阧枓蚪
tʰəɯ	3	42	斢𩜶蘣
dəɯ	3	42	吋
nəɯ	3	42	摟簍嘍
tsəɯ	3	42	走
tsʰəɯ	3	42	丑𩌄
səɯ	3	42	藪叟傁瞍籔涑潄溲擻
搆韻			
kəɯ	5	35	搆覯遘構姤購冓逅夠鷇㝅詬彀雊垢媾
kʰəɯ	5	35	寇蔻簆釦扣叩
əɯ	5	35	漚{原書字形為“冫區”}
xəɯ	5	35	𠯜
ɣəɯ	6	24	候郈{俗音}後{俗音}后{俗音}垕
məɯ	6	24	茂懋袤楙瞀戊貿愗
fəɯ	5	35	覆缶埠
vəɯ	6	24	阜
βəɯ	6	24	婦蝜
təɯ	5	35	鬭閗
tʰəɯ	5	35	透
dəɯ	6	24	豆荳痘竇
nəɯ	6	24	漏陋鏤耨𣤋
tsəɯ	5	35	奏縐皺甃腠
tsʰəɯ	5	35	湊凑腠輳
dzəɯ	6	24	驟
səɯ	5	35	瘦膄潄瘷
規韻			
kuei	1	55	規圭閨歸刲龜𨷺{~麻}皈奎
kʰuei	1	55	窺虧𧇾魁闚盔{俗音}
guei	2	12	葵揆暌夔馗𦝢頄躨
ŋuei	2	12	峗
uei	1	55	威葳煨{俗音}嵬巍萎
xuei	1	55	輝暉揮麾徽隳翬倠睢
ɣuei	2	12	回{俗音}洄{俗音}
uei	2	12	為危違桅圍帷幃闈韋
puei	1	55	悲卑碑杯桮盃俾
pʰuei	1	55	胚{俗音}坯{俗音}妚{俗音}
buei	2	12	陪{俗音}裴培
muei	2	12	媒{俗音}梅{俗音}眉莓煤霉脢禖枚
fuei	1	55	非飛蜚菲妃誹扉霏
vuei	2	12	肥淝腓
βuei	2	12	微薇惟維
tuei	1	55	追{~𤥨}𩈜
tʰuei	1	55	推
duei	2	12	頹穨懟隤
nuei	2	12	雷{俗音}纍縲樏擂罍羸
tsuei	1	55	追錐鵻騅觜{星名}隹
tsʰuei	1	55	吹炊催
dzuei	2	12	垂隨錘鎚陲隋搥捶槌椎
suei	1	55	綏雖
鬼韻			
kuei	3	42	鬼簋傀詭宄晷軌
kʰuei	3	42	跪
guei	3	42	揆
ŋuei	3	42	硊
uei	3	42	委萎葦洧唯韙痿緌
xuei	3	42	毀賄{俗音}䛼燬虺虫髓
ɣuei	3	42	蘂
puei	3	42	比鄙匕
muei	3	42	每美浼
βuei	3	42	尾娓亹{~~，勉也}
fuei	3	42	菲斐匪翡誹篚棐悱蜚
tuei	3	42	躉{~販}
tʰuei	3	42	骽𮪭腿
nuei	3	42	餧餒累瘰磊壘
tsuei	3	42	觜{~星，口~}嘴蘂
tsʰuei	3	42	嶊
dzuei	3	42	罪
suei	3	42	水
桂韻			
kuei	5	35	桂貴癸鱖靧劌氿{俗音}
kʰuei	5	35	愧
guei	6	24	餽饋櫃匱潰憒闠簣蕢
ŋuei	6	24	磑
uei	5	35	謂喟{俗音}胃魏衛位緯薈薉穢為熨蔚尉躗猥{俗音}
xuei	5	35	悔誨彗篲慧晦諱喙顪卉翽嘒
ɣuei	6	24	惠穗蟪會繪匯
uei	6	24	繪匯恚
puei	5	35	背輩貝{俗音}狽{俗音}倍
pʰuei	5	35	旆配沛
buei	6	24	孛悖誖邶焙佩馞背珮倍{俗音}綍陛{俗音}
muei	6	24	妹昧寐痗沬
fuei	5	35	肺芾費廢癈
βuei	6	24	未味
tuei	5	35	對{俗音}碓
tʰuei	5	35	退{俗音}
duei	6	24	隊{俗音}兌銳
nuei	6	24	內類彚耒攂誄淚泪䣂戾
tsuei	5	35	卒{俗音}醉綴贅倅
tsʰuei	5	35	誶萃碎{俗音}翠粹悴焠脆脃瘁
dzuei	6	24	瑞罪睡惴𥈠蚋遂邃
suei	5	35	歲述{俗音}稅術{俗音}帨蛻祟說
tʃuei	5	35	䄟
姜韻			
tɕiaŋ	1	55	姜薑{俗音}韁{俗音}繮{俗音}將漿疆降僵
tɕʰiaŋ	1	55	疆𧏙鏘瑲斨槍羗鎗腔匡殭
dʑiaŋ	2	12	彊強墻{俗音}翔檣詳{俗音}庠{俗音}祥{俗音}
ȵiaŋ	2	12	娘孃
jiaŋ	1	55	秧央殃怏鴦泱
ɕiaŋ	1	55	香相廂襄勷饟忀鄉湘驤
ʑiaŋ	2	12	瀼降禳穰攘
jiaŋ	2	12	揚楊陽暘羊徉鍚佯颺瘍
niaŋ	2	12	粱梁樑糧量良涼
tsiaŋ	1	55	韁薑
tsʰiaŋ	1	55	僵疆
dziaŋ	2	12	牆墻祥嬙檣詳
siaŋ	1	55	相襄湘驤
tʃiaŋ	1	55	章樟獐璋嫜彰漳張{俗音}
tʃʰiaŋ	1	55	昌菖倡猖惷裮
dʒiaŋ	2	12	常嫦裳場腸
ʃiaŋ	1	55	傷觴殤商謪
ʒiaŋ	2	12	嘗{俗音}鱨償
襁韻			
tɕiaŋ	3	42	襁鏹槳{俗音}獎{俗音}講{俗音}蔣
tɕʰiaŋ	3	42	強彊搶繈
ȵiaŋ	3	42	仰
jiaŋ	3	42	養癢瀁
ɕiaŋ	3	42	想饗享響餉
niaŋ	3	42	兩輛蜽魎倆
tsiaŋ	3	42	槳獎蔣
tsʰiaŋ	3	42	搶
siaŋ	3	42	賞
ziaŋ	3	42	壤攘
tʃiaŋ	3	42	掌仉長{俗音}
tʃʰiaŋ	3	42	昶{俗音}敞廠僘
ʃiaŋ	3	42	賞{俗音}晌扄
ʒiaŋ	3	42	償壤{俗音}攘{俗音}
醬韻			
tɕiaŋ	5	35	醬將降{俗音}絳
tɕʰiaŋ	5	35	𥴻唴摾𠁆{船斜也}
dʑiaŋ	6	24	匠象像
ȵiaŋ	6	24	釀瀼
jiaŋ	5	35	瀁漾樣恙
ɕiaŋ	5	35	相向嚮曏
niaŋ	6	24	諒量亮喨
tʃiaŋ	6	24	障瘴嶂漲脹賬
tʃʰiaŋ	5	35	唱鬯䩨
dʒiaŋ	6	24	丈仗杖
ʒiaŋ	6	24	上尚讓
專韻			
tɕyɛn	1	55	專捐磚甎顓嫥蠲
tɕʰyɛn	1	55	璇旋穿玔圈還棬
dʑyɛn	2	12	泉全傳拳權鬈椽𤷄痊惓牷輇蜷佺踡
jyɛn	1	55	淵冤鴛鳶㠾鵷
ɕyɛn	1	55	宣諼萱暄軒鮮掀貆喧諠
ʑyɛn	2	12	玄縣遄椽{俗音}
jyɛn	2	12	元圓轅猨蝯袁原緣垣員園圜鼋源媛爰嫄沅騵援芄丸娟汍
轉韻			
tɕyɛn	3	42	轉捲卷菤囀綣
tɕʰyɛn	3	42	犬畎淺{俗音}
dʑyɛn	3	42	篆彖
ȵyɛn	3	42	𥩕
jyɛn	3	42	遠兗苑
ɕyɛn	3	42	選鮮尟尠癬撰獮蘚
ʑyɛn	3	42	阮泫輭媆
絹韻			
tɕyɛn	5	35	卷絹眷狷
tɕʰyɛn	5	35	串勸券
dʑyɛn	6	24	賤踐倦
jyɛn	5	35	怨願院愿苑
ɕyɛn	5	35	絢羨
ʑyɛn	6	24	縣炫眩衒
交韻			
tɕiau	1	55	交郊蛟鮫嬌驕膠轇咬蟭{俗音}焦{俗音}燋{俗音}蕉椒嫶敽
tɕʰiau	1	55	撬橇敲㤍磽
dʑiau	2	12	喬樵橋蕎
ȵiau	2	12	堯垚怓聱譊
jiau	1	55	夭妖祅幺要腰邀喓仸徼
ɕiau	1	55	霄宵逍硝囂梟枵綃虓蠨歊蕭{俗音}簫{俗音}瀟{俗音}蛸𡯩嚆嘐魈鴞𪛕{原書字形為“龠龍”}
ʑiau	2	12	殽肴爻淆蕘
jiau	2	12	搖瑤遙姚颻謡徭窰繇
piau	1	55	標彪儦猋驫杓䮽苞包飚幖
pʰiau	1	55	飄僄漂幖{俗音}泡拋螵
biau	2	12	瓢嫖薸庖匏咆
miau	2	12	苗貓描錨
tiau	1	55	彫凋雕貂刁
tʰiau	1	55	挑恌祧佻
diau	2	12	條調蜩樤迢齠絛
niau	2	12	遼僚寮撩燎寥聊鷯療嘹膋敹䜍繚
tsiau	1	55	焦燋蕉嫶蟭
tsʰiau	1	55	超
dziau	2	12	樵
siau	1	55	蕭簫瀟蠨宵銷逍硝霄梢捎筲艄䈰
ziau	2	12	韶
tʃiau	1	55	朝招昭
tʃʰiau	1	55	欩
dʒiau	2	12	朝潮
ʃiau	1	55	燒
ʒiau	2	12	韶{俗音}饒
皦韻			
tɕiau	3	42	曒絞姣狡較校餃捁皎佼挍
tɕʰiau	3	42	巧
dʑiau	3	42	藠
ȵiau	3	42	蔦咬齩
jiau	3	42	窈殀夭䁏嫋舀𡛙
ɕiau	3	42	小曉謏
ʑiau	3	42	皛
piau	3	42	表裱婊
pʰiau	3	42	瞟漂摽剽勡
biau	3	42	殍
miau	3	42	藐淼緲渺邈䏚
tiau	3	42	鳥釕𥾇
tʰiau	3	42	窕{俗音}
diau	3	42	𪮅窕𤱩
niau	3	42	了蓼瞭嫋裊嬝褭𧘈
tsʰiau	3	42	愀
tʃiau	3	42	沼
dʒiau	3	42	趙兆
ʃiau	3	42	少
ʒiau	3	42	擾繞
教韻			
tɕiau	5	35	教叫嘂訆噭醮
tɕʰiau	5	35	竅峭{俗音}肖{俗音}誚哨俏悄
dʑiau	6	24	轎藠屩{俗音}嚼{俗音}
ȵiau	6	24	尿
jiau	5	35	要耀曜燿鷂
ɕiau	5	35	笑{俗音}嘯孝哮虓鞘{俗音}
ʑiau	6	24	斆
jiau	6	24	效効校
piau	5	35	俵㧼
pʰiau	5	35	漂票{俗音}嫖彯
biau	6	24	𰤡疱鉋刨䥤票
miau	6	24	妙廟玅眇
tiau	5	35	釣弔吊伄
tʰiau	5	35	跳糶糴眺朓
diau	6	24	調蓧掉
niau	6	24	料廖尿{俗音}𥛰
tsiau	5	35	醮噍
dziau	6	24	屩譙
siau	5	35	肖
tʃiau	5	35	照詔炤
tʃʰiau	5	35	朓
dʒiau	6	24	趙{俗音}兆{俗音}召旐肇肈
ʃiau	5	35	少劭邵紹召
家韻			
tɕia	1	55	家加笳枷佳豭嘉嗟{俗音}葭袈痂罝迦
tɕʰia	1	55	㤉
dʑia	2	12	斜邪妄衺伽
ȵia	2	12	蒘牙拏拿挐
jia	1	55	鴉鵶涯厓丫崖{俗音}
ɕia	1	55	煆
ʑia	2	12	遐霞赮
jia	2	12	牙{俗音}爺耶芽邪揶瑕蝦鎁庌
mia	2	12	犘
tsia	1	55	罝嗟
tʃia	1	55	遮
tʃʰia	1	55	車
ʃia	1	55	奢賒
ʒia	2	12	蛇佘
假韻			
tɕia	3	42	假賈檟斝
dʑia	3	42	灺
jia	3	42	野雅啞瘂
mia	3	42	咩
tʃia	3	42	者赭
tʃʰia	3	42	撦哆
ʃia	3	42	捨
駕韻			
tɕia	5	35	駕稼嫁架假價戛
tɕʰia	5	35	恰蛤{俗音}祫{俗音}
ȵia	6	24	䆘
jia	5	35	亞婭稏押迓揠夜
ɕia	5	35	愜夾挾狎峽鋏轄蛺狹浹匣瞎頰俠箧
ʑia	6	24	洽下夏廈
jia	6	24	訝鴨
tsia	5	35	詐榨雜{俗音}卡{關口曰~門。}
tʃia	5	35	蔗蹠拓石跖
ʃia	5	35	石
ʒia	6	24	射
岡韻			
kaŋ	1	55	岡崗剛鋼綱釭缸扛杠肛亢
kʰaŋ	1	55	康糠
ŋaŋ	2	12	昂卬
aŋ	1	55	𤢐
ɣaŋ	2	12	行航杭頏
paŋ	1	55	邦梆幫幇
pʰaŋ	1	55	潘{俗音}䏾
baŋ	2	12	尨逄螃膀滂龐胮舽厖磅傍旁蟠
maŋ	2	12	忙茫蝱盲芒蘉
faŋ	1	55	方芳舫坊
vaŋ	2	12	房魴防埅仿
βaŋ	2	12	忘亡
taŋ	1	55	當璫襠鐺
tʰaŋ	1	55	湯𢴳
daŋ	2	12	唐傏糖餹餳塘堂棠螳螗鏜
naŋ	2	12	郎廊瑯榔稂琅螂狼囊欴
tsaŋ	1	55	張
tsʰaŋ	1	55	倀
dzaŋ	2	12	長萇
saŋ	1	55	傷
zaŋ	2	12	嘗鱨
講韻			
kaŋ	3	42	講港
kʰaŋ	3	42	慷𠻞骯
aŋ	3	42	𦫫
ɣaŋ	3	42	項
paŋ	3	42	榜髈蒡綁搒挷
pʰaŋ	3	42	䒍
baŋ	3	42	棒㭋
maŋ	3	42	蟒莽
βaŋ	3	42	罔網
faŋ	3	42	訪紡髣舫
taŋ	3	42	擋攩讜𥤗
tʰaŋ	3	42	倘儻矘帑惝
daŋ	3	42	蕩
naŋ	3	42	朗
tsaŋ	3	42	長
tsʰaŋ	3	42	昶
saŋ	3	42	賞
zaŋ	3	42	壤攘
虹韻			
kaŋ	5	35	虹絳降洚
kʰaŋ	5	35	亢抗炕伉匟
aŋ	5	35	盎
ɣaŋ	6	24	巷行衖
paŋ	5	35	謗半{俗音}
pʰaŋ	5	35	奤
baŋ	6	24	蚌{俗音}傍蜯{俗音}棒{俗音}
maŋ	6	24	𥁃
faŋ	5	35	放
βaŋ	6	24	望朢
taŋ	5	35	當
tʰaŋ	5	35	鐋
daŋ	6	24	蕩{俗音}盪踼宕𡇵
naŋ	6	24	浪閬𧻴
tsaŋ	5	35	帳
tsʰaŋ	5	35	唱
dzaŋ	6	24	丈
zaŋ	6	24	讓
功韻			
kuŋ	1	55	功公攻工蚣供彸
kʰuŋ	1	55	空悾倥
ŋuŋ	2	12	㟅
uŋ	1	55	翁蓊螉
xuŋ	1	55	烘哄訇
ɣuŋ	2	12	紅鴻洪宏弘馮訌虹
buŋ	2	12	篷棚{俗音}蓬鵬{俗音}逄韸硼芃鬅
muŋ	2	12	蒙萌{俗音}幪
fuŋ	1	55	風瘋楓封葑猦蜂蠭豐丰鋒峯峰灃酆烽
vuŋ	2	12	逢縫
tuŋ	1	55	東冬鼕𩂓蝀
tʰuŋ	1	55	通痌恫𢂓
duŋ	2	12	同桐筒童僮瞳犝銅朣曨彤穜絧蹱鼕疼
nuŋ	2	12	龍瓏朧曨嚨籠農隆䪊聾龓
tsuŋ	1	55	宗蹤綜棕椶騣鬃鬉
tsʰuŋ	1	55	聰葱悤從璁匆
dzuŋ	2	12	從崇叢樷
suŋ	1	55	松嵩崧淞娀
tʃuŋ	1	55	中忠終鐘鐘衷
tʃʰuŋ	1	55	忡冲沖翀衝摏舂
dʒuŋ	2	12	窮重筇蟲虫
ʃuŋ	1	55	凶兇兄{俗音}胸胷匈酗洶芎訩
luŋ	2	12	聾𢸭
鞏韻			
kuŋ	3	42	鞏拱
kʰuŋ	3	42	孔恐
ŋuŋ	3	42	瞈
uŋ	3	42	㹙
xuŋ	3	42	嗊
ɣuŋ	3	42	澒
uŋ	3	42	蓊
puŋ	3	42	菶琫
pʰuŋ	3	42	抔{俗音}
buŋ	3	42	唪
muŋ	3	42	猛懵蠓庬
βuŋ	3	42	奉
fuŋ	3	42	諷{俗音}捧菶琫
tuŋ	3	42	董懂𢤦
tʰuŋ	3	42	統桶𨈹捅諌
duŋ	3	42	動洞峝
nuŋ	3	42	攏隴儱
tsuŋ	3	42	總傯
suŋ	3	42	聳竦悚慫㩳
tʃuŋ	3	42	冢塚腫瘇踵
tʃʰuŋ	3	42	寵
ʃuŋ	3	42	洶
ʒuŋ	3	42	冗
貢韻			
kuŋ	5	35	貢供贛
kʰuŋ	5	35	控空鞚
guŋ	6	24	共
uŋ	5	35	蕻齆甕
xuŋ	5	35	鬨{俗音}𥰲
ɣuŋ	6	24	哄鬨虹
muŋ	6	24	孟{俗音}夢艋{俗音}
fuŋ	5	35	俸諷賵
βuŋ	6	24	鳳奉縫
tuŋ	5	35	凍棟蝀
tʰuŋ	5	35	痛慟
duŋ	6	24	動{俗音}洞
nuŋ	6	24	弄挵𡋱□{字形“彳空亍”。墻~，兩墻之中也。此俗字}
tsuŋ	5	35	縱粽糉綜
dzuŋ	6	24	頌誦訟𠏭
suŋ	5	35	送宋
tʃuŋ	5	35	眾中種
tʃʰuŋ	5	35	銃𠑙
dʒuŋ	6	24	重仲
ʃuŋ	5	35	嗅
君韻			
tɕyn	1	55	君均屯迍窀軍鈞諄訰筠𪊽囷肫
tɕʰyn	1	55	春椿傾頃
dʑyn	2	12	群裙瓊𢝼
ɕyn	1	55	熏薰勳壎獯纁曛焄扃
ʑyn	2	12	純醇蠅繩鶉
jyn	2	12	雲云榮螢熒營滎縈瀠耘芸紜瑩塋勻
凖韵			
tɕyn	3	42	準准窘
tɕʰyn	3	42	頃惷蠢{俗音}戆{仝“惷”}賰
dʑyn	3	42	喗
jyn	3	42	永允吮尹隕殞狁
ɕyn	3	42	迥炯垌駉
圳韵			
tɕyn	5	35	圳{俗音}稕
tɕʰyn	5	35	闃
dʑyn	6	24	菌郡
jyn	5	35	運詠韻泳咏暈
ɕyn	5	35	訓舜瞬敻
ʑyn	6	24	潤閏順甚刃軔任荏䫈仞袵{俗音}媵孕紉稔
皆韵			
kai	1	55	皆阶喈陔街{俗音}該賅湝垓㱾侅荄楷
kʰai	1	55	開揩
ŋai	2	12	埃挨捱獃哀
ai	1	55	哀挨唉欸
xai	1	55	咍㾂膎慀
ɣai	2	12	偕頦鞋鞵諧孩骸慀
pai	1	55	杯盃桮
pʰai	1	55	醅胚㚰坏
bai	2	12	牌排俳陪培裴毰
mai	2	12	埋霾枚梅煤媒莓脄
fai	1	55	拚
tai	1	55	獃呆
tʰai	1	55	胎迨
dai	2	12	臺台抬苔鲐駘炱
nai	2	12	來徠騋萊
tsai	1	55	齋哉栽災灾
tsʰai	1	55	差釵猜
dzai	2	12	才裁材財豺儕纔䓱柴
sai	1	55	篩
zai	2	12	漦
改韵			
kai	3	42	改解觧
kʰai	3	42	愷鎧凱塏
ŋai	3	42	矮{俗音}藹靄
ai	3	42	矮
xai	3	42	海醢
ɣai	3	42	亥邂獬
pai	3	42	擺
bai	3	42	罷䆉
mai	3	42	買嘪
tai	3	42	歹{俗音}紿詒
