#i					
p	[1]搬□{□tsʰiʔ³~:現在}[2]盤[3]傍{~晡：傍晚}[5]拌半				
pʰ	[5]絆伴[6]判扮				
m	[3]滿攀				
t	[1]端[5]斷[6]鍛{又}				
tʰ	[2]團糰				
n	[3]軟				
l	[2]鸞[5]亂				
ts	[5]撰				
tsʰ	[3]喘				
k	[1]關{2，姓氏}官棺觀冠{衣～}鰥梗-{原文作莖}[3]管館[5]貫灌罐[6]冠{~軍}慣				
kʰ	[1]寬[2]狂={～人}[3]款[6]逛				
ŋ	[2]頑[3]阮				
x	[1]歡桓藩翻番礬[2]凡還{~錢}煩繁橫{1，～；縱～}環[3]反緩[5]範{模～}犯喚煥幻[6]泛范{姓氏}患宦販逛飯橫{2，蠻～}				
0	[1]灣彎□{天氣陰}[2]玩完[3]豌剜碗晚挽[5]換萬皖[6]腕				
#uoŋ					
p	[2]盆[3]本綁飯				
pʰ	[2]□{～水：潲水}				
m	[1]燜[2]門蒙{荷爾~}[6]問悶				
t	[2]傳{1，～說}[3]轉{1，～眼}[5]篆傳{2，～記}轉{2，～一圈}				
tʰ	[3]藏?{搦迷~：捉迷藏}[5]椽				
n	[3]暖[6]嫩閏				
l	[2]論{2，～語}[5]戀[6]論{1，討～}				
ts	[1]樁[2]全泉				
tsʰ	[1]餐川穿窗栓閂[2]牀{牙~}[5]串				
s	[2]旋{～轉；～風}[3]損				
k	[1]顴光關{1，~門}[2]權旋{頭髮~：頭旋，原文作璇}[3]捲卷廣[6]眷倦券				
kʰ	[1]圈{圓~；豬~}匡筐眶[2]狂-{瘋~}[6]勸曠礦況				
ŋ	[2]元原源[5]願				
x	[1]婚{~姻}荒慌方肪芳黃={~豆}[2]簧皇蝗妨防隍[3]謊倣紡仿訪彷[6]晃放				
0	[1]淵汪[2]丸圓員袁轅園援黃-磺亡王[5]望旺{1，興～}[3]宛遠網輞枉往[6]怨忘妄旺{2，～盛}䘼{手~：袖子}				
#ɔuŋ					
p	[1]乓[2]旁[3]榜榜膀[6]傍				
pʰ	[2]螃[3]捧[5]滂蚌[6]盼碰				
m	[2]忙芒茫[3]蟒莽[5]虻				
t	[1]當{1，應～}鐺[2]堂螳{~螂}唐塘長{1，真～；～短}腸[3]墩扽鈍黨-擋{~住：[馬來語]tahan}[5]丈{一~長}段緞椴蕩[6]當{2，～鋪}鍛-{～煉}逿{~雨：下雨}檔斷{~氣}				
tʰ	[1]吞湯[2]糖腸棠[5]燙				
n	[2]膿[3]穰壤□{賓貝}[6]釀□{小的，~風：小風；~狗：小狗，原文記作儂}				
l	[2]崙郎廊狼{～犬：狼狗}[3]冉朗攘嚷冗[5]卵[6]浪撞				
ts	[1]磚尊撙遵莊裝椿專妝贓[2]藏{1，～身；冷～}[3]鑽總[5]狀臟藏{2，寶～}□{蜀~：一吋}[6]葬壯				
tsʰ	[1]村倉蒼瘡樁□{股~：屁股，原文作川}[2]牀[3]闖[6]篡忖寸創				
s	[1]酸閂拴宣喧楦孫桑喪{1，婚～}霜孀[3]選爽[6]算蒜喪{2，～失}				
k	[1]根剛綱鋼{~鐵}岡缸杠扛豇江[3]懇墾講港崗[6]降{1，下～}				
kʰ	[1]康糠慷坤[6]抗伉{~儷}				
ŋ	[3]戇{憨，原文記作愚/憨}				
x	[2]痕航行{銀～}降{2，投～}杭{～州}[5]恨項憾陷				
0	[1]恩				
#yɔŋ					
t	[1]張{～開；姓氏}中{~□kiʔ²³：屋脊}[2]茼{~蒿}[3]場長{2，～大}[6]漲帳賬脹服丈{1，～夫}重{2，～量}				
tʰ	[1]吞{忍氣~聲}[2]筒[6]仗杖				
n	[5]讓-{禮～}				
l	[2]良涼量{2，測～}糧梁粱樑聾=籠=[3]兩{一～；～位}倆□{連讀音，脰~□ŋɔ³¹：脖子}[5]亮{2，漂～}諒輛量{1，數～；盡～}[6]亮{1，光～}				
ts	[1]將{～軍；～來}漿章樟瘴[3]掌蔣獎槳[6]醬障				
tsʰ	[1]槍昌菖蔥將{麻~}囪{煙~}[2]牆墻薔{~薇}[3]搶廠犬=[5]象像橡[6]匠唱倡暢{舒~}				
s	[1]相{1，～思}箱廂湘襄鑲商傷裳雙鬆[2]詳祥常嘗償[3]想賞晌上{2，～聲}養[6]尚上{1，～面}相{2，宰～}				
k	[1]絹捐疆僵薑礓繮娟姜{姓氏}江工{一兩~}鵑{杜~花}[2]強{1，～壯；真～}[3]羌{～族}港{阿三~：地名}[5]鍵健腱[6]建強{2，倔～}				
kʰ	[1]腔空{~地}				
ŋ	[2]言[3]仰				
x	[1]軒香鄉兄=相{~思樹}[3]餉享響[6]憲獻向				
0	[1]焉冤央殃秧[2]然燃延筵緣沿鉛羊洋烊楊陽揚瘍[3]養[5]樣映讓=				
#ɛiŋ					
p	[1]奔錛[2]朋爿便{~宜}[3]板版				
pʰ	[1]烹				
m	[2]盟[3]猛□{□ti⁵³~：早晚}[5]孟慢				
t	[1]登燈鐙[2]填騰謄澄長{~骹厝：長腳屋}[3]等[5]墊殿凳鄧[6]瞪{~眼}店踮{~骹：踮腳}				
tʰ	[2]沉熥疼{讀字，～愛}				
n	[2]能				
l	[3]冷				
ts	[1]針曾{2，姓氏}增僧爭箏睜[2]曾{1，～經}錢{又}[5]贈[6]憎[3]疹{麻~}				
tsʰ	[2]塍{原文作田}層				
s	[1]森{讀字}參{2，人～}生=牲=笙甥[2]成{屈打~招}[3]審省{1，～長；節～}[5]□{禮~，原文記作頌}[6]甚葚{讀字}剩{~飯}				
k	[1]耕跟{讀字}更{2，～改}庚羹={菜～}[2]鹹-[3]減揀繭哽埂梗耿[5]縣[6]更{1，～加}				
kʰ	[1]牽[3]肯犬-□{～住：攙住；～手：握手}				
ŋ	[5]硬				
x	[1]亨[2]恆衡宏弘[3]很狠[5]杏幸行{2，品～}				
0	[1]鶯鸚櫻縷[2]閒[5]限				
#øyŋ					
p	[2]棚				
m	[2]蠓{原文作蚊}[5]夢				
t	[1]冬[2]銅桐-筒同-{~門}[5]洞重{1，很～}				
tʰ	[2]蟲[3]桶				
l	[2]籠-聾-[3]攏隴				
n	[2]娘膿儂-{人}[5]弄				
ts	[3]粽-				
s	[6]送				
x	[1]烘薰-{衣草}[5]莧-{菜}[6]巷				
0	[2]紅[6]甕				
kʰ	[1]空{耳囝~：耳朵窟窿}				
#aʔ					
p	[7]百柏伯跋=[8]白{1}				
pʰ	[7]拍{打，原文作𢫦}𢫦{打}				
m	[8]麥脈				
t	[7]答搭[8]達踏撻{蛋~}				
tʰ	[7]塔榻塌[8]獺{水～}				
n	[8]捺納				
l	[7]□{馬~：馬來語，警察}拉{阿~}[8]獵捋粒辣瘌蠟臘				
ts	[7]窄扎紮鍘{~刀；~草}詐{奸~}[8]札雜閘				
tsʰ	[8]擦察冊插				
s	[7]殺=撒{彌～}薩煠{~卵：煮蛋}				
k	[7]甲胛割葛隔鴿格={九宮～}卡{關~}□{□maŋ⁵³~：馬來語，菠蘿蜜}裌{~囝：背心}				
kʰ	[7]□{嘴～：口渴}客={儂～：客人}[8]□{～起：拾起來}拾{～起：拾起來}				
x	[7]轄[8]合嚇{~一跳}				
0	[7]鴨壓[8]盒匣押				
#iʔ					
p	[7]畢必筆[8]弼帛{加～：地名，Kapit}璧={完～歸趙}				
pʰ	[7]匹霹劈[8]碧				
m	[7]沕{躲藏}[8]域覓密蜜泌祕				
t	[7]笛滴的{有～放矢}[8]直嫡敵遞侄狄				
tʰ	[7]踢剔				
n	[7]□{□ma⁵⁵~頭：膝蓋}[8]入-{～味}日匿溺逆={～來順受}				
l	[8]立笠栗力歷曆				
ts	[7]滯梔至執質即鯽織職積脊=績[8]集籍{國～}疾輯寂				
tsʰ	[7]砌七漆膝□{~□puaŋ⁵⁵:現在}[8]戚				
s	[7]濕悉失蟋{～蟀}息熄媳識式飾惜昔席={主～}夕錫[8]習實室值{價～}食={～物}殖植{～物}適釋析				
k	[7]繫={～鞋帶}髻緝急級吉桔橘戟擊激□{中~：屋脊}[8]及極姬{胡~花}				
kʰ	[8]泣缺{~喙：兔唇}				
ŋ	[8]吸易{1，交~}日{~頭：太陽}				
x	[8]襲				
0	[7]揖乙一抑[8]縊入=逸億翼亦譯液腋疫役				
#ɔʔ					
p	[8]薄-{厚～}搏駁泊-{漂～}				
pʰ	[8]撲				
m	[8]莫膜				
t	[7]桌卓				
l	[8]樂{快～}				
ts	[8]濁鐲				
s	[7]索率{2，～兵}[8]塑蟀{蟋~}				
k	[7]閣擱格-{～子}□{滑，溜，~冰}結{喉~}				
x	[7]喝=				
ŋ	[7]鄂鱷				
#uʔ					
p	[7]不蔔{蘿~}[8]仆{~倒}				
pʰ	[8]伏{~地起身}□{~蓋頭：寶蓋頭}				
m	[8]木目={~的}穆牧				
t	[8]獨犢篤督毒				
tʰ	[7]禿[8]突讀=牘凸{凹~不平}				
l	[8]祿				
ts	[8]卒族				
tsʰ	[7]出				
s	[7]素术術速[8]戍戌朔述束				
k	[7]穀谷[8]滑-掘焗				
kʰ	[7]屈[8]哭				
x	[7]福幅核{~桃}[8]痱豁=彿佛蝠{蝙～}複腹覆服伏復				
0	[8]物屋勿=沃熨{1，名詞，～斗：熨斗}				
#yʔ					
t	[7]竹築[8]逐軸				
n	[8]肉				
l	[8]律率{1，匯～}陸{1，～地}				
ts	[8]祝粥叔足				
tsʰ	[7]觸[8]促				
s	[7]肅淑囑俗蜀{1，～國}[8]續豎宿{星~；~舍}熟續贖屬				
k	[7]給{供～}菊掬				
kʰ	[7]乞麴□{～儂拍：被人打}[8]曲{彎～；歌～}畜{～牲}				
ŋ	[8]玉=				
x	[8]畜{～牧}蓄				
0	[8]郁鬱育辱褥欲慾浴豫{猶~}				
#iaʔ					
p	[7]僻闢壁[8]璧-				
t	[7]摘□{奔跑}				
tʰ	[7]拆				
n	[7]搦{抓住}眨				
l	[8]裂				
ts	[7]隻跡藉{2}				
tsʰ	[8]恰赤掐				
s	[7]麝射{~擊}[8]赦食-{吃/喝}				
k	[8]屐				
ŋ	[8]額{～頭；數～}				
x	[8]頁-嚇{恐～}				
0	[8]□{～手：招手}益頁=				
#ieʔ					
p	[7]鼈[8]憋別={離～；區～}				
pʰ	[8]撇				
m	[8]滅篾				
t	[7]秩哲疊[8]跌=碟牒蝶諜				
tʰ	[7]鐵[8]轍				
n	[7]聶躡捏[8]箬{樹～，原文記作葉}				
l	[7]劣[8]列烈裂				
ts	[7]接褶摺折{～斷；弄～了}浙節蜇[8]捷				
tsʰ	[7]刺-妾切怯砌竊[8]徹撤				
s	[7]薛[8]涉泄舌設屑蝕攝				
k	[7]劫結潔季{四~豆；月~花}[8]傑揭				
ŋ	[7]逆-[8]業孽				
x	[7]蠍[8]峽脅協穴				
0	[7]易{貿~}[8]熱噎葉				
#ɔuʔ					
p	[7]卜博潑{~雨：猛雨}[8]薄={～命}				
pʰ	[8]樸{～實}				
m	[8]寞				
n	[8]諾-{承～}				
t	[7]琢啄涿[8]奪				
tʰ	[7]託托[8]脫蛻{～變}				
l	[8]駱酪洛絡落烙賂				
ts	[7]昨作捉={～弄}				
tsʰ	[7]撮				
s	[7]刷縮率-{兵}				
k	[7]覺{～得}各剮骨戈				
kʰ	[7]磕窟{坑坑}□{嘴～：酒窩}[8]確搉				
ŋ	[8]樂{音～}嶽岳				
x	[8]鶴學=核{～心；審～}				
0	[7]惡[8]握學-				
#uaʔ					
p	[7]鉢[8]跋-{跌倒}				
pʰ	[7]伐{邁過去}[8]潑□{披著}				
m	[8]末沫抹-{～布；～桌子}				
k	[7]擖{刮}刮括颳{~風}				
kʰ	[7]闊				
x	[7]法髮發活{拍~結：打活結}[8]滑=乏猾伐筏罰				
0	[8]襪活曰劃={筆~}畫{2，動詞：～圖畫}				
#uoʔ					
p	[7]撥剝[8]曝瀑勃脖縛				
m	[7]沒{埋～}幕				
n	[7]偌[8]諾{～亞方舟}				
l	[8]綠錄糯				
ts	[7]拙燭酌[8]絕				
s	[7]說雪[8]蜀{2，數字：～兩三四}				
k	[7]國郭蕨[8]局				
kʰ	[7]缺廓卻[8]擴				
ŋ	[8]月獄玉-				
x	[7]獲[8]霍藿鑊				
0	[7]越粤				
#ɛiʔ					
p	[7]八泊={~車}別{會~：懂了}[8]拔別={~儂：別人}				
pʰ	[7]□{蒜~：蒜}[8]迫				
m	[7]目-{～睭：眼睛}				
t	[7]得德[8]澤擇特				
tʰ	[7]忒帖貼屜[8]宅{屋～}				
l	[7]□{拍嗝~：打嗝}[8]肋勒-{～索}				
ts	[7]責汁則劑濟{1，～世}[8]截				
tsʰ	[7]側測策[8]賊				
s	[7]瑟蝨色嗇澀塞{阻～}[8]十什{～錦}				
k	[8]夾裌挾革				
kʰ	[7]客-{～氣}[8]刻{～字；一～鐘}快{2，很～}克咳				
x	[7]血黑[8]赫劃-{計～；～一刀}累-				
0	[7]刈扼軛□{～門鈴；按門鈴}[8]隘				
#yɔʔ					
l	[8]掠略				
ts	[8]著{～落；～涼}				
tsʰ	[7]芍{～藥}綽{～號}席-{涼～}蓆{涼～}尺擦{鉛筆~：橡皮擦}				
s	[8]石				
k	[7]決訣腳=				
kʰ	[8]劇{戲～；～烈}				
ŋ	[8]虐				
0	[7]悅鑰約[8]若弱藥				
#øyʔ					
p	[7]北[8]白{2}				
pʰ	[7]魄[8]雹{冰～}				
m	[7]墨陌默茉{~莉花}				
l	[8]鹿六陸{2，六}勒={名，希特~}				
ts	[7]爵借[8]嚼				
tsʰ	[7]雀鵲[8]鑿				
s	[8]摔				
k	[7]角				
kʰ	[7]厥殼{外～；地～}[8]咳{~嗽}				
t	[7]剁著{1，~不~，原文作對}[8]著{得；在}				
tʰ	[8]讀-				
x	[7]歇[8]惑或				
0	[7]閱				
#ueŋ					
0	[1]溫{~~：天氣暖和}				
#m					
0	[2]唔				
#ə					
k	[3]□{~巴亞：可芭雅，Kebaya}				
l	[3]□{□na³³□siʔ⁵~□maʔ⁵：椰漿飯，Nasi Lemak}				
