			编号	字头	低坡	西坡	白龙	白木	屯车	那勉	渌一	伯劳街	竹木排
			693	粉	fɐn24	fɐn13	fɐn11	fɐn13	fɐn24	fɐn55	fɐn55	fɐn55	fɐn33
			694	粪	fɐn44	fɐn44	fɐn11	fɐn44	fɐn21	fɐn113	fɐn24	fɐn24	fɐn51
			695	坟	fɐn44	fɐn44	fɐn44	fɐn44	fɐn42	fɐn32	fɐn31	fɐn31	fɐn35
			696	蚊	mɐn44	mɐn44	mɐn25	mɐn44	mɐn42	mɐn32	mɐn31	mɐn31	mɐn45
			697	问	mɐn22	mɐn22	mɐn33	mɐn22	mɐn21	mɐn221	mɐn44	mɐn33	mɐn22
			698	军	kuɐn45	kuɐn45	kuɐn25	kuɐn45	kuɐn55	kuɐn33	kuɐn11	kuɐn11	kuɐn45
			699	裙	kʰuɐn44	kʰuɐn44	kʰuɐn44	kʰuɐn44	kʰuɐn42	kʰuɐn32	kʰuɐn31	kʰɐn31	kʰuɐn35
			700	熏	fɐn45	fɐn45	fɐn25	vɐn45	vɐn55	vɐn33	vɐn11	vɐn11	vɐn45
			701	云{～彩}	vɐn44	vɐn44	vɐn44	vɐn44	vɐn42	vɐn32	vɐn31	vɐn31	vɐn35
			702	运	vɐn22	vɐn22	vɐn33	vɐn22	vɐn21	vɐn221	vɐn44	vɐn33	vɐn22
			703	佛{～像}	fɐt2	fɐt2	fɐt3	fɐt2	fɐt3	fɐt3	fɐt3	fɐt3	fɐt2
			704	物	vɐt4	vɐt4	mɐt4	vɐt4	mɐt3	mɐt3	mɐt3	mɐt3	mɐt2
			705	帮	poŋ45	pɔᵘŋ45	poŋ25	pɔŋ45	puɔŋ55	puɔŋ33	pæᵃŋ11	paŋ11	poŋ45
			706	忙	moŋ44	mɔᵘŋ44	moŋ11	mɔŋ44	muɔŋ42	muɔŋ221	mæᵃŋ31	maŋ31	mɛeŋ35
			707	党	tæᵃŋ24	tæᵃŋ13	taŋ11	taŋ13	taŋ24	taŋ55	tæᵃŋ55	taŋ55	tɛeŋ33
			708	汤	tʰæᵃŋ45	tʰæᵃŋ45	tʰaŋ25	tʰaŋ45	tʰaŋ55	taŋ55	tʰæᵃŋ11	tʰaŋ11	tʰɛeŋ45
			709	糖	tʰæᵃŋ44	tʰæᵃŋ44	tʰaŋ44	tʰaŋ44	tʰaŋ42	tʰaŋ32	tʰæᵃŋ31	tʰaŋ31	tʰɛeŋ35
			710	浪	læᵃŋ22	læᵃŋ22	laŋ33	laŋ22	laŋ21	laŋ221	læᵃŋ44	laŋ33	lɛeŋ22
			711	仓	tʃʰæᵃŋ45	tʃʰæᵃŋ45	tʃʰaŋ25	tʃʰaŋ45	tʃʰaŋ55	tʃʰaŋ33	tʃʰæᵃŋ11	tsʰaŋ11	tʃʰɛeŋ45
			712	钢{平声，～铁}	kæᵃŋ44	kæᵃŋ44	kaŋ11	kaŋ44	kaŋ55	kaŋ113	kæᵃŋ11	kaŋ24	kɛeŋ45
			713	糠	hæᵃŋ45	hæᵃŋ45	haŋ25	haŋ45	haŋ55	haŋ33	hæᵃŋ11	haŋ11	hɛeŋ45
			714	薄{厚～}	pʰuɔk2	pʰɔᵘk2	pʰok3	pʰɔk2	pʰuɔk3	pʰuɔk3	pʰæᵃk3	pʰak3	pʰɛek2
			715	摸	mo45	mo45	mo25	mu45	mo55	mɔ33	mo11	mu11	mɜu45
			716	托{～起}	tʰæᵃk24	tʰæᵃk13	tʰak1	tʰak13	tʰak24	tʰak5	tʰæᵃk5	tʰak5	tʰɛek3
			717	落	læᵃk24	læᵃk13	lak3	lak13	lak3	lak3	læᵃk3	lak3	lɛek2
			718	作	tʃæᵃk24	tʃæᵃk13	tʃak1	tʃak13	tʃak24	tʃak5	tʃæᵃk5	tsak5	tʃɛek3
			719	索	ɬæᵃk24	ɬæᵃk13	ɬak1	ɬak13	ɬak24	ɬak5	ɬæᵃk5	ɬak5	ɬɛek3
			720	各	kæᵃk24	kæᵃk13	kak1	kak13	kak24	kuɔk5	kæᵃk5	kak5	kɛek3
			721	鹤	hæᵃk2	hæᵃk2	hak3	hak2	hak3	hak3	hæᵃk3	hak3	hɛek3
			722	恶{形容词，善～}	ʔæᵃk24	ʔæᵃk13	ʔak1	ʔak13	ʔak24	ʔa32	ʔæᵃk5	ʔak5	ʔɛek3
			723	娘	neŋ45	neŋ45	neŋ44	neŋ45	niaŋ42	niaŋ32	niaŋ31	niaŋ31	nəŋ45
			724	两{几～}	leŋ24	leŋ13	liaŋ33	leŋ13	liaŋ33	liaŋ33	liaŋ33	liaŋ33	ləŋ13
			725	亮	leŋ22	leŋ22	leŋ33	leŋ22	liaŋ21	liaŋ113	liaŋ44	liaŋ33	ləŋ22
			726	浆	tʃeŋ45	tʃeŋ45	tʃeŋ25	tʃeŋ45	tʃiaŋ55	tʃiaŋ33	tʃiaŋ11	tsiaŋ11	tʃiəŋ51
			727	抢	tʃʰeŋ24	tʃʰeŋ13	tʃʰeŋ11	tʃʰeŋ13	tʃʰiaŋ24	tʃʰiaŋ55	tʃʰiaŋ55	tsʰiaŋ55	tʃʰiəŋ33
			728	匠	tʃʰeŋ22	tʃʰeŋ22	tʃʰeŋ33	tʃʰeŋ22	tʃʰiaŋ21	tʃʰiaŋ221	tʃʰiaŋ44	tsʰiaŋ33	tʃʰiəŋ22
			729	想	ɬeŋ24	ɬeŋ13	ɬeŋ11	ɬeŋ13	ɬiaŋ24	ɬiaŋ55	ɬiaŋ55	ɬiaŋ55	ɬəŋ33
			730	像	tʃʰeŋ22	tʃʰeŋ22	tʃʰeŋ33	tʃʰeŋ22	tʃʰiaŋ21	ɬiaŋ113	tʃʰiaŋ44	tsʰiaŋ33	tʃʰəŋ22
			731	张{一～}	tʃeŋ45	tʃeŋ45	tʃeŋ25	tʃeŋ45	tʃiaŋ55	tʃiaŋ33	tʃiaŋ11	tsiaŋ11	tʃəŋ45
			732	长{～短}	tʃʰeŋ44	tʃʰeŋ44	tʃʰeŋ44	tʃʰeŋ44	tʃʰiaŋ42	tʃʰiaŋ32	tʃʰiaŋ31	tsʰiaŋ31	tʃʰəŋ35
			733	装	tʃæᵃŋ45	tʃæᵃŋ45	tʃaŋ25	tʃaŋ45	tʃaŋ55	tʃaŋ33	tʃæᵃŋ11	tsaŋ11	tʃɛeŋ45
			734	壮	tʃæᵃŋ44	tʃæᵃŋ44	tʃaŋ11	tʃaŋ44	tʃaŋ21	tʃaŋ113	tʃæᵃŋ24	tsaŋ24	tʃɛeŋ51
			735	疮	tʃʰæᵃŋ45	tʃʰæᵃŋ45	tʃʰaŋ25	tʃʰaŋ45	tʃʰaŋ55	tʃʰaŋ33	tʃʰæᵃŋ11	tsʰaŋ11	tʃʰɛeŋ45
			736	床	ʃæᵃŋ44	ʃæᵃŋ44	ʃaŋ44	ʃaŋ44	ʃaŋ42	ʃaŋ32	ʃæᵃŋ31	saŋ31	ʃɛeŋ35
			737	霜	ʃoŋ45	ʃɔᵘŋ45	ʃɔᵘŋ25	ʃɔŋ45	ʃoŋ55	ʃoŋ33	ʃuɔŋ11	soŋ11	ɬɛeŋ45
			738	章	tʃeŋ45	tʃeŋ45	tʃeŋ25	tʃeŋ45	tʃiaŋ55	tʃiaŋ33	tʃæᵃŋ11	tsiaŋ11	tʃiəŋ45
			739	厂	tʃʰeŋ24	tʃʰeŋ13	tʃʰɔᵘŋ11	tʃʰeŋ13	tʃʰuɔŋ24	tʃʰiaŋ55	tʃʰuɔŋ55	tsʰiaŋ55	tʃʰiəŋ33
			740	唱	tʃʰeŋ44	tʃʰeŋ44	tʃʰeŋ11	tʃʰeŋ44	tʃʰiaŋ21	tʃʰiaŋ113	tʃʰiaŋ24	tsʰiaŋ24	tʃʰiəŋ51
			741	伤	ʃeŋ45	ʃeŋ45	ʃeŋ25	ʃeŋ45	ʃiaŋ55	ʃiaŋ33	ʃiaŋ11	siaŋ11	ʃiəŋ45
			742	尝	ʃeŋ44	ʃeŋ44	ʃeŋ11	ʃeŋ44	ʃiaŋ42	ʃɐŋ221	ʃiaŋ31	siaŋ31	ʃiəŋ35
			743	上{～山}	ʃeŋ22	ʃeŋ22	ʃeŋ33	ʃeŋ22	ʃɐŋ33	ʃɐŋ33	ʃɐŋ33	sɐŋ33	ʃiəŋ22
			744	让	ȵieŋ22	ȵieŋ22	ȵieŋ33	ȵieŋ22	ŋiaŋ21	ŋiaŋ221	ŋiaŋ44	ŋiaŋ33	ȵiəŋ22
			745	姜{葱～}	keŋ45	keŋ45	keŋ25	keŋ45	kiaŋ55	kiaŋ33	kiaŋ11	kiaŋ11	kəŋ45
			746	响	heŋ24	heŋ13	heŋ11	heŋ13	iaŋ24	iɐŋ55	hiaŋ55	hiaŋ55	həŋ33
			747	向	heŋ44	heŋ44	heŋ11	heŋ44	iɐŋ21	iɐŋ113	hiaŋ24	iaŋ24	həŋ51
			748	秧	ieŋ45	ieŋ45	ʔeŋ25	ieŋ45	iɐŋ55	iɐŋ33	iaŋ11	iaŋ11	iəŋ45
			749	痒	ieŋ24	ieŋ13	ieŋ33	ieŋ13	iɐŋ33	iɐŋ33	iaŋ33	iaŋ33	iəŋ13
			750	样	ieŋ22	ieŋ22	ieŋ33	ieŋ22	iɐŋ21	iɐŋ221	iaŋ44	iaŋ33	iəŋ22
			751	雀	tʃiak4	tʃiak4	tʃek4	tʃek4	tʃʰiak24	tʃʰiak5	tʃʰiak5	tsʰiak5	tʃʰiək3
			752	削	ɬiak4	ɬiak4	ɬek4	ɬek4	ɬiak24	ɬiak5	ɬiak5	ɬiak5	ɬək3
			753	着{睡～，附～}	tʃʰiak2	tʃʰiak2	tʃʰiak3	tʃʰiak2	tʃʰiak3	tʃʰiak3	tʃʰiak3	tsʰiak3	tʃʰək2
			754	勺	ʃiak2	ʃiak2	ʃiak3	ʃek2	ʃiak3	ʃiak3	ʃiak3	siak3	tʃiək3
			755	弱	ȵiak4	iak4	ȵiek4	ȵiek4	ŋiak3	ŋiak3	ŋiak3	ŋiak3	ȵiək2
			756	脚	kiak4	kiak4	kek4	kek4	kiak24	kiak5	kiak5	kiak5	kək3
			757	约	iak4	iak4	ȵiek4	ȵiek4	iak24	iak3	iak5	iak5	iək3
			758	药	iak4	iak4	iek4	iek4	iɐk3	iɐk3	iak3	iak3	iək2
			759	光{～线}	koŋ45	kuɔŋ45	kɔᵘŋ25	kuɔŋ45	koŋ55	koŋ33	kuɔŋ11	koŋ11	kuoŋ45
			760	慌	foŋ45	fɔᵘŋ45	foŋ25	fɔŋ45	foŋ55	foŋ33	vuɔŋ11	voŋ11	foŋ45
			761	黄	voŋ44	vɔᵘŋ44	voŋ44	vɔŋ44	hoŋ42	voŋ32	vuɔŋ31	voŋ31	voŋ35
			762	郭	kuɔk4	kuɔk4	kɔᵘk4	kuɔk4	kok4	kuɔk5	kʰuɔk5	kok5	kuɔk3
			763	霍	kʰæᵃk24	kʰæᵃk13	kʰak1	kʰak13	kʰuɔk24	kʰak5	kʰæᵃk5	kʰak5	kʰɛek3
			764	方	foŋ45	fɔᵘŋ45	foŋ25	fɔŋ45	foŋ55	foŋ33	fæᵃŋ11	faŋ11	fɛeŋ45
			765	放	foŋ44	fɔᵘŋ44	foŋ11	fɔŋ44	foŋ21	foŋ113	fæᵃŋ24	faŋ24	fɛeŋ51
			766	纺	foŋ24	fɔᵘŋ13	foŋ11	fɔŋ13	foŋ24	foŋ55	fæᵃŋ55	faŋ55	fɛeŋ33
			767	房	foŋ44	fɔᵘŋ44	foŋ44	fɔŋ44	foŋ42	foŋ32	fæᵃŋ31	faŋ31	fɛeŋ35
			768	防	foŋ44	fɔᵘŋ44	foŋ44	fɔŋ44	foŋ42	foŋ32	fæᵃŋ31	faŋ31	fɛeŋ35
			769	网	moŋ24	mɔᵘŋ13	moŋ33	mɔŋ13	moŋ33	moŋ33	mæᵃŋ33	maŋ33	mɛeŋ13
			770	筐	kʰoŋ45	kʰuæᵃŋ45	kʰuaŋ25	kʰuaŋ45	kʰuaŋ55	kʰuaŋ33	kʰæᵃŋ11	kʰaŋ11	kʰuoŋ45
			771	狂	kʰoŋ44	kʰɔᵘŋ44	kʰoŋ44	kʰɔŋ44	kʰuɔŋ42	kʰuɔŋ32	kʰuɔŋ31	kʰuaŋ31	kʰuoŋ35
			772	王	voŋ44	vɔᵘŋ44	voŋ44	vuɔŋ44	hoŋ42	voŋ32	vuɔŋ31	voŋ31	voŋ35
			773	旺	voŋ22	vɔᵘŋ22	voŋ33	vuɔŋ22	hoŋ21	voŋ221	vuɔŋ44	voŋ33	voŋ22
			774	缚	fuɔk2	fɔᵘk2	fok4	fɔɒk2	fok3	fok3	fæᵃk3	fok3	fɐk2
			775	绑	poŋ24	pɔᵘŋ13	poŋ11	pɔŋ13	puɔŋ24	puɔŋ55	pæᵃŋ55	paŋ55	pɐŋ33
			776	胖	pʰun22	pʰun22	pʰun33	pʰun22	pʰon33		pʰon33	pʰaŋ33	pʰuɔn13
			777	棒	pʰæᵃŋ22	pʰæᵃŋ22	poŋ33	pʰaŋ22	pʰaŋ33	pʰaŋ33	pʰæᵃŋ33	pʰaŋ33	poŋ13
			778	桩	tʃoŋ45	tʃɔᵘŋ45	tʃoŋ25	tʃɔŋ45	tʃaŋ55	tʃoŋ33	tʃæᵃŋ11	tsaŋ11	tʃoŋ45
			779	撞	tʃoŋ22	tʃɔᵘŋ22	tʃɔŋ33	tʃʰɔŋ22	tʃʰuɔŋ21	tʃʰuɔŋ221	tʃʰuɔŋ44	tsʰoŋ33	tʃʰoŋ22
			780	窗	tʃʰoŋ45	tʃɔᵘŋ45	tʃʰoŋ25	tʃʰɔŋ45	tʃʰaŋ55	tʃʰaŋ33	tʃʰuɔŋ11	tsʰoŋ11	tʃʰoŋ45
			781	双{一～}	ʃoŋ45	ʃɔᵘŋ45	ʃoŋ25	ʃɔŋ45	ʃoŋ55	ʃoŋ33	ʃuɔŋ11	soŋ11	ʃioŋ45
			782	江	kæᵃŋ45	kæᵃŋ45	kaŋ25	kaŋ45	kaŋ55	kaŋ33	kæᵃŋ11	kaŋ11	kɛeŋ45
			783	讲	kæᵃŋ24	kæᵃŋ13	kaŋ11	kaŋ13	kaŋ24	kaŋ55	kæᵃŋ55	kaŋ55	kɛeŋ33
			784	降{投～}	kæᵃŋ44	kæᵃŋ44	kaŋ11	kaŋ44	haŋ42	haŋ32	hæᵃŋ31	haŋ31	kɛeŋ51
			785	项	hæᵃŋ22	hæᵃŋ22	haŋ33	haŋ22	haŋ21	haŋ32	hæᵃŋ44	haŋ33	hɛeŋ22
			786	剥	pæᵃk24	pæᵃk13	pok4	pak13	puɔk24	puɔk5	pæᵃk5	pak5	pɛek3
			787	桌	tʃiak4	tʃɔᵘk4	tʃok4	tʃɔɒk4	tʃʰiak24	tʃʰiak5	tʃʰiak5	tsʰiak5	tʃɔk3
			788	镯	tʃuɔk4	tʃɔᵘk4	tʃɔk3	tʃʰɔk4	tʃʰok3	tʃʰuɔk5	tʃuɔk5	tsʰok5	tʃɔk3
			789	角	kæᵃk24	kæᵃk13	kak1	kak13	kak24	kak5	kæᵃk5	kak5	kɛek3
			790	壳	hæᵃk24	hæᵃk13	hak3	hak13	hak24	hak5	hæᵃk5	hak5	hɛek3
			791	学	hæᵃk2	hæᵃk2	hak3	hak2	hak3	hak3	hæᵃk3	hak3	hɛek2
			792	握	ʔuɔk4	ʔɔᵘk4	ʔɔᵘk4	ʔuɔk4	ʔɐk4	ʔɐk5	ʔɐk5	ʔɐk5	ʔɔk3
			793	朋	pʰoŋ44	pʰɔᵘŋ44	pʰaŋ44	pʰaŋ44	pʰɐŋ42	pʰɐŋ32	pʰɐŋ31	pʰɐŋ31	pʰɛeŋ35
			794	灯	tæᵃŋ45	tæᵃŋ45	taŋ25	taŋ45	tɐŋ55	tɐŋ33	tɐŋ11	tɐŋ11	tɐŋ45
			795	等	tæᵃŋ24	tæᵃŋ13	taŋ11	taŋ13	tɐŋ24	tɐŋ55	tɐŋ55	tɐŋ55	tɐŋ33
			796	凳	tæᵃŋ44	tæᵃŋ44	taŋ11	taŋ44	tɐŋ21	tɐŋ113	tɐŋ24	tɐŋ24	tɐŋ51
			797	藤	tʰæᵃŋ44	tʰæᵃŋ44	tʰaŋ44	tʰaŋ44	tʰɐŋ42	tʰɐŋ32	tʰɐŋ31	tʰɐŋ31	tʰɛeŋ35
			798	能	næᵃŋ44	næᵃŋ44	naŋ44	naŋ44	nɐŋ42	nɐŋ32	nɐŋ31	nɐŋ31	nɐŋ35
			799	层	tʃʰæᵃŋ44	tʃʰæᵃŋ44	tʃʰaŋ44	tʃʰaŋ44	tʃʰɐŋ42	tʃʰɐŋ32	tʃʰɐŋ31	tsʰɐŋ31	tʃʰɐŋ35
			800	僧	ʃeŋ45	ʃiaŋ45	tʃaŋ25	ʃiaŋ45	ɬɐŋ55	ɬɐŋ33	ɬɐŋ11	ɬɐŋ11	ɬɐŋ45
			801	肯	hæᵃŋ24	hæᵃŋ13	haŋ11	haŋ13	hɐŋ24	hɐŋ55	hɐŋ55	hɐŋ55	hɐŋ33
			802	北	pæᵃk4	pæᵃk4	pɐk4	pak4	pɐk4	pɐk5	pɐk5	pɐk5	pɐk3
			803	墨	mæᵃk4	mæᵃk4	mɐk4	mak4	mɐk3	mɐk3	mɐk3	mɐk3	mɐk2
			804	得	tæᵃk4	tɐt4	tɐk4	tɐk4	tɐk4	tɐk5	tɐk5	tɐk5	tɐk3
			805	特	tʰæᵃk2	tʰæᵃk2	tʰak3	tʰak2	tʰɐk3	tʰɐk3	tʰɐk3	tʰɐk3	tʰɐk2
			806	贼	tʃʰæᵃk2	tʃʰæᵃk2	tʃʰak3	tʃʰak2	tʃʰɐk3	tʃʰɐk3	tʃʰɐk3	tsʰɐk3	tʃʰɐk2
			807	塞	ɬæᵃk4	ɬæᵃk4	ɬak4	ɬak4	ɬɐk4	ɬɐk5	ɬɐt5	ɬɐk5	ɬɐk3
			808	刻{时～}	kʰæᵃk4	kʰæᵃk4	hak4	hak4	kʰɐk4	hɐk5	hɐk5	hɐk5	hɐk3
			809	黑	hæᵃk4	hæᵃk4	hak4	hak4	hɐk4	hɐk5	hɐk5	hɐk5	hɐk3
			810	冰	pɐn45	pɐn45	pɐn25	pɐn45	peŋ55	peŋ33	peŋ11	peŋ11	pəi45
			811	证	tʃɐn44	tʃɐn44	tʃɐn11	tʃɐn44	tʃeŋ21	tʃeŋ113	tʃeŋ24	tseŋ24	tʃiəi51
			812	秤	tʃʰɐn44	tʃʰɐn44	tʃʰɐn11	tʃʰɐn44	tʃʰeŋ21	tʃʰeŋ113	tʃʰeŋ24	tsʰeŋ24	tʃʰəi51
			813	绳	ʃɐn44	ʃɐn44	ʃɐn44	ʃɐn44	ʃeŋ42	ʃeŋ32	ʃeŋ31	seŋ31	ʃiəi35
			814	剩	ʃɐn22	ʃɐn22	ʃɐn33	ʃɐn22	ʃeŋ21	ʃeŋ221	ʃeŋ44	seŋ33	ʃiəi22
			815	升	ʃɐn45	ʃɐn45	ʃɐn25	ʃɐn45	ʃeŋ55	ʃeŋ33	ʃeŋ11	seŋ11	ʃiəi45
			816	兴{高～}	hɐn44	hɐn44	hɐn11	hɐn44	heŋ21	heŋ113	heŋ24	heŋ24	həi51
			817	蝇	iɐn44	iɐn44	iɐn44	iɐn44	ʔeŋ55	ʃeŋ32	ʃeŋ31	ieŋ31	ʃiəi35
			818	逼	pɐt4	pɐt4	pɐt4	pɐt4	pek4	pek5	pek5	pek5	pəi33
			819	力	lɐt4	lɐt4	lɐt4	lɐt4	lek3	lek3	lek3	lek3	ləi13
			820	息	ɬɐt4	ɬɐt4	ɬɐt4	ɬɐt4	ɬek4	ɬek5	ɬek5	ɬek5	ɬɐt3
			821	直	tʃʰɐt2	tʃʰɐt2	tʃʰɐt4	tʃʰɐt2	tʃʰek3	tʃʰek3	tʃʰek3	tsʰek3	tʃʰəi13
			822	侧	tʃæᵃk4	tʃæᵃk4	tʃak4	tʃak4	tʃʰɐk4	tʃʰɐk5	tʃʰɐk5	tsɐk5	tʃiɐk2
			823	测	tʃʰæᵃk4	tʃʰiak13	tʃʰak4	tʃʰak4	tʃʰɐk4	tʃʰɐk5	tʃʰɐk5	tsʰɐk5	tʃʰɐk3
			824	色	ʃæᵃk4	ʃæᵃk4	ʃɐt4	ʃak4	ʃek4	ʃek5	ʃek5	sek5	ʃiəi33
			825	织	tʃɐt4	tʃɐt4	tʃɐt4	tʃɐt4	tʃek4	tʃek5	tʃek5	tsek5	tʃiəi33
			826	食	ʃɐt2	ʃɐt2	ʃɐt3	ʃɐt2	ʃek3	ʃek3	ʃek3	sek3	ʃiəi13
			827	式	ʃɐt4	ʃɐt4	ʃɐt4	ʃɐt4	ʃek4	ʃek5	ʃek5	sek5	ʃiəi33
			828	极	kʰɐt2	kʰɐt2	kʰɐt4	kʰɐt2	kʰek3	kʰek3	kʰek3	kʰek3	kʰəi13
			829	国	kuɔk4	kuɔk4	kok4	kuok4	kok4	kuɔk5	kuɔk5	kok5	kuɔk3
			830	或	vuɔk2	viak2	vak3	viak2	vak3	vak3	væᵃk3	vak3	vɛek2
			831	猛	mæᵃŋ24	miaŋ13	miaŋ11	miaŋ13	miaŋ33	miaŋ55	miaŋ33	miaŋ33	mɛeŋ13
			832	打	ta24	tɒ13	tɒ11	ta13	ta24	ta55	ta55	ta55	ta33
			833	冷	læᵃŋ24	liaŋ13	liaŋ11	liaŋ13	liaŋ33	liaŋ33	liaŋ33	liaŋ33	lɛeŋ13
			834	生	ʃæᵃŋ45	ʃiaŋ45	ʃiaŋ25	ʃiaŋ45	ʃiaŋ55	ʃiaŋ33	ʃiaŋ11	siaŋ11	ʃɛeŋ45
			835	省{～长}	ʃæᵃŋ24	ʃiaŋ13	ʃiaŋ11	ʃiaŋ13	ʃiaŋ24	ʃiaŋ55	ʃiaŋ55	siaŋ55	ʃɛeŋ33
			836	更{三～}	kæᵃŋ45	kiaŋ45	kiaŋ25	kiaŋ45	kiaŋ55	kɐŋ113	kiaŋ11	kiaŋ11	kɛeŋ45
			837	梗	kæᵃŋ24	keŋ13	kiaŋ11	keŋ13	—	kiaŋ55	kiaŋ55	kɐŋ55	kəŋ33
			838	坑	hæᵃŋ45	hæᵃŋ45	haŋ25	hiaŋ45	haŋ55	hiaŋ33	hæᵃŋ11	haŋ11	hɛeŋ45
			839	硬	ŋæᵃŋ22	ŋiaŋ22	ŋiaŋ33	ŋiaŋ22	ŋiaŋ21	ŋiaŋ221	ŋiaŋ44	ŋiaŋ33	ŋɛeŋ22
			840	行{～为}	heŋ44	hiaŋ44	hiaŋ44	hiaŋ44	hiaŋ42	hiaŋ32	hiaŋ31	hiaŋ31	hɛeŋ35
			841	百	piak24	piak13	piak1	piak13	piak24	piak5	piak5	piak5	pɛek3
			842	拍	pʰiak24	pʰiak13	pʰiak1	pʰiak13	pʰiak24	pʰiak5	pʰiak5	pʰiak5	pʰɛek3
			843	白	pʰiak2	pʰiak2	pʰiak3	pʰiak2	pʰiak3	pʰiak3	pʰiak3	pʰiak3	pʰɛek2
			844	拆	tʃʰiak24	tʃʰiak13	tʃʰiak1	tʃʰiak13	tʃʰiak24	tʃʰiak5	tʃʰiak5	tsʰiak5	tʃʰɛek3
			845	择	tʃiak24	tʃiak13	tʃak3	tʃiak13	tʃʰak3	tʃʰak3	tʃʰæᵃk3	tsʰak3	tʃʰɛek2
			846	窄	tʃiak24	tʃiak13	tʃak3	tʃiak13	tʃiak24	tʃiak5	tʃiak5	tsiak5	tʃiɛek3
			847	格	kiak24	kiak13	kiak1	kiak13	kiak24	kiak5	kiak5	kak5	kɛek3
			848	客	hiak24	hiak13	hiak1	hiak13	hiak24	hiak5	hiak5	hiak5	hɛek3
			849	额	ŋiak24	ŋiak13	ŋak4	ŋiak13	ŋiak3	ŋɐk3	ŋiak3	ŋiak3	ŋɛek3
			850	棚	pʰoŋ44	pʰɔᵘŋ44	pʰiaŋ44	pʰiaŋ44	pʰiaŋ42	pʰiaŋ32	pʰæᵃŋ31	pʰiaŋ31	pʰɛeŋ45
			851	争	tʃæᵃŋ45	tʃiaŋ45	tʃaŋ25	tʃiaŋ45	tʃiaŋ55	tʃiaŋ33	tʃiaŋ11	tsiaŋ11	tʃɛeŋ45
			852	耕	kæᵃŋ45	kiaŋ45	kiaŋ25	kiaŋ45	kiaŋ55	kiaŋ33	kiaŋ11	kiaŋ11	kɛeŋ45
			853	麦	miak24	miak13	miak3	miak13	miak3	mɐk3	miak3	miak3	mɛek2
			854	摘	tʃiak24	tʃiak13	tʃak4	tʃiak13	tiak24	tʃak5	tʃæᵃk3	tiak5	tʃiɛek3
			855	策	tʃʰiak24	tʃʰiak13	tʃʰiak3	tʃʰiak13	tʃʰiak24	tʃʰiak5	tʃʰiak5	tsʰiak5	tʃʰɛek3
			856	隔	kiak24	kiak13	kiak1	kiak13	kiak24	kiak5	kiak5	kiak5	kɛek3
			857	兵	pɐn45	pɐn45	pɐn25	pɐn45	peŋ55	peŋ33	peŋ11	peŋ11	pəi45
			858	柄	pɐn44	pɐn44	pɐn11	pɐn44	peŋ21	peŋ113	peŋ24	peŋ24	pəi51
			859	平{便宜}	pʰɐn44	pʰɐn44	pʰɐn44	pʰɐn44	pʰeŋ42	pʰeŋ32	pʰeŋ31	pʰeŋ31	pʰəi35
			860	病	pʰɐn22	pʰɐn22	pʰɐn33	pʰɐn22	pʰeŋ21	pʰeŋ221	pʰeŋ44	pʰeŋ33	pʰəi22
			861	明	mɐn44	mɐn44	mɐn44	mɐn44	meŋ42	meŋ32	meŋ31	meŋ31	məi35
			862	命{～运}	mɐn22	mɐn22	mɐn33	mɐn22	meŋ21	meŋ221	meŋ44	meŋ33	məi22
			863	镜	kɐn44	kɐn44	kɐn11	kɐn44	keŋ21	keŋ113	keŋ24	keŋ24	kəi51
			864	庆	hɐn44	hɐn44	hɐn11	hɐn44	heŋ21	heŋ113	heŋ24	heŋ24	həi51
			865	迎	ŋɐn44	ŋɐn44	ŋɐn44	ŋɐn44	ŋeŋ42	ŋeŋ32	ŋeŋ31	ŋeŋ31	ŋəi45
			866	影	ʔɐn24	ʔɐn13	ʔɐn11	ʔɐn13	ʔeŋ24	ʔeŋ55	ieŋ55	ieŋ55	ʔəi33
			867	剧{～烈}	kʰiak2	kʰiak2	kʰɐt3	kʰɐt2	kʰek3	kʰiak3	kʰek3	kʰek3	kʰəi13
			868	饼	pɐn24	pɐn13	pɐn11	pɐn13	peŋ24	peŋ55	peŋ55	peŋ55	pəi33
			869	名	mɐn44	mɐn44	mɐn44	mɐn44	meŋ42	meŋ32	meŋ31	meŋ31	məi35
			870	领{领导}	lɐn24	lɐn13	lɐn33	lɐn13	leŋ33	leŋ33	leŋ33	leŋ33	ləi13
			871	井	tʃɐn24	tʃɐn13	tʃɐn11	tʃɐn13	tʃeŋ24	tʃeŋ55	tʃeŋ55	tseŋ55	tʃiəi33
			872	清	tʃʰɐn45	tʃʰɐn45	tʃʰɐn25	tʃʰɐn45	tʃʰeŋ55	tʃʰeŋ33	tʃʰeŋ11	tsʰeŋ11	tʃʰəi45
			873	静	tʃʰɐn22	tʃʰɐn22	tʃʰɐn33	tʃʰɐn22	tʃʰeŋ21	tʃʰeŋ221	tʃʰeŋ44	tsʰeŋ33	tʃʰəi22
			874	姓	ɬɐn44	ɬɐn44	ɬɐn11	ɬɐn44	ɬeŋ21	ɬeŋ113	ɬeŋ24	ɬeŋ24	ɬəi51
			875	贞	tʃɐn45	tʃɐn45	tʃɐn25	tʃɐn45	tʃeŋ55	tʃeŋ33	tʃeŋ11	tseŋ11	tʃiəi45
