来源：杨述祖 1983《太谷方言志》；前锋，北柯增补修订																																																	
tɕ	[1]捐{~助}娟涓钻{~进去}泉-{~儿头:地名} [3]卷□{～人：骂人} [5]卷{~子}倦绢圈{羊~}眷钻{~石}																																																
tɕʰ	[1]泉=全拳醛痊权圈{圆~}荃颧 [3]犬□{～住：围住} [5]劝券																																																
ɕ	[1]轩宣玄悬萱喧煊暄铉眩酸旋{~~：时不时的} [3]选癣 [5]旋楦{鞋～}炫算蒜																																																
Ø	[1]园圆缘源原元媛援冤渊鸳员垣辕沅瑗 [3]远 [5]愿怨院																																																
#ə̃																																																	
p	[1]崩锛盆-绷奔-{~跑}□{～头：额头} [3]本绷{~着脸} [5]笨奔泵蹦迸=																																																
pʰ	[1]喷盆=烹彭棚=膨澎蓬鹏朋篷抨怦蜂-{马～} [3]捧 [5]碰喷{~香}																																																
m	[1]门蒙{~蔽}盟萌们焖 [3]猛=懵蒙{~古} [5]梦孟闷□{浸泡}																																																
f	[1]风疯封峰丰冯蜂=逢缝{动词}枫锋枫分汾芬坟纷焚吩唇-{嘴～} [3]粉讽 [5]份俸凤愤粪忿氛缝{~~}瞬-顺-舜-																																																
v	[1]文温纹瘟闻翁蚊绒-茸- [3]稳吻紊刎[5]问瓮润-闰-																																																
t	[1]登灯疼-藤-誊- [3]等戥 [5]凳邓瞪澄{~清}																																																
tʰ	[1]吞腾=藤誊=疼=滕熥 [5]□{打～:开戏前的锣鼓}																																																
n	[1]农浓脓能 [3]□{指人手脚笨拙} [5]嫩																																																
l	[1]棱 [3]冷=垄-{~子:田埂} [5]愣睖{~怔：失神}																																																
ts	[1]尘-沉-针真珍畛贞侦臻甄帧斟榛稹箴增睁=正=蒸=筝争 [3]诊缜振震整=拯 [5]镇阵赈证=症=政枕正=朕赠																																																
tsʰ	[1]陈晨沉=尘=惩橙澄辰臣称=层曾参{~差}乘{~法}盛=城=诚程呈承称丞骋瞠□{顺着物体表面铲} [3]碜{寒~}逞 [5]趁称{相～}秤衬撑逞蹭{磨～}																																																
s	[1]森参{人~}深身伸申神绅僧生=牲升=声=甥=绳= [3]审沈婶省碜{炭～:东西里掺杂的沙子 }[5]甚渗慎肾剩=圣胜盛{茂~}瘆{圪～人}																																																
ʐ	[1]人任{姓氏}仁壬□{念叨} [3]扔仍忍刃{切碎}  [5]妊任认刃韧																																																
k	[1]更跟根羹=耕=庚 [3]耿梗鲠哽埂 [5]更亘																																																
kʰ	[1]坑吭铿 [3]肯啃垦恳 [5]□{圪～:有困难而停滞}□{向，靠}																																																
ŋ	[1]恩 [3]我{表领属}																																																
x	[1]痕亨哼恒衡横= [3]很狠 [5]恨横{蛮～}																																																
#iə̃																																																	
p	[1]冰彬斌滨宾缤殡兵 [3]饼=炳丙柄秉禀 [5]并=病=鬓																																																
pʰ	[1]平评瓶凭屏萍坪=苹频贫拼{~命} [3]品 [5]聘																																																
m	[1]民明=名=铭鸣=茗 [3]敏闽抿泯冥皿悯 [5]命=□{～婆婆:潮虫，鼠妇}																																																
t	[1]丁叮=盯钉= [3]顶=鼎 [5]钉=定=订锭																																																
tʰ	[1]听=亭停=汀厅庭廷婷艇霆蜓 [3]挺= [5]停{站立不动}听{～其自然}																																																
l	[1]临林邻淋琳霖拎麟磷鳞灵=凌玲聆绫铃=零陵龄菱羚伶 [3]岭=领=瓴翎凛廪 [5]赁吝蔺躏另=令淋{~灰}																																																
tɕ	[1]芹{胡～:芹菜}勤-{~谨}衿{~裤腰带}更{打～}金今津斤筋巾襟矜经=京精=惊晶睛=茎泾兢荆痉旌菁=鲸颈 [3]景井=紧锦谨{勤~}瑾仅馑憬警□{～你先吃:优先} [5]近进晋尽浸烬妗觐劲禁噤净=敬靖径镜=静竟竞																																																
tɕʰ	[1]亲秦=琴勤钦侵禽芹擒清=情青=轻氢擎卿蜻 [3]请寝顷倾 [5]庆磬亲{~家}																																																
ȵ	[1]银-宁凝佞柠 [3]拧 [5]宁{~可}硬=																																																
ɕ	[1]忻芯新心欣鑫辛馨锌腥=薪歆兴行星=猩惺型刑邢形寻- [3]醒省 [5]杏=性姓幸信讯衅囟{~门子}□{拟态词：凉不～～}																																																
Ø	[1]音吟应孕因阴殷淫茵荫寅垠姻赢=英营=迎鹰膺莹樱盈荧莺萦瀛萤缨婴蝇=莹 [3]影=尹饮隐瘾引颖□{～针} [5]应=饮{~马}映=窨印□{～人:潮湿阴冷}																																																
#uə̃																																																	
t	[1]墩敦东冬□{肉圪～～:拟态词}铜-童-同-{~岁} [3]懂董盹{打～}□{～乱子:闯祸} [5]顿盾钝炖遁动洞冻栋囤烔{暖和}																																																
tʰ	[1]通铜=同=童=佟桐彤瞳潼僮屯臀囤豚 [3]统桶捅筒 [5]痛□{～下来:脱下来}																																																
l	[1]龙隆笼聋珑 [3]垄陇拢=窿 [5]弄{端~}□{～哩:输掉了}																																																
ts	[1]尊遵樽谆中终踪钟忠衷盅宗棕综鬃重-{~起来}虫-{~儿} [3]准总种肿冢□{一圪～头发} [5]众纵种重仲中{饭～哩：饭熟了}																																																
tsʰ	[1]村存春纯醇淳椿莼葱聪从丛匆冲充崇忡憧舂虫=重=蹙{圪～眉头} [3]宠蠢囱 [5]寸冲																																																
s	[1]孙松嵩淞 [3]损笋隼怂耸悚竦 [5]送宋诵讼顺=瞬=舜=颂=逊唇																																																
ʐ	[1]荣=绒=茸= [3]冗 [5]润=闰=																																																
k	[1]公工功宫攻恭龚蚣弓躬拱 [3]巩=汞滚拱= [5]棍共供贡																																																
kʰ	[1]坤昆空 [3]孔恐捆啃 [5]困空{~余}控																																																
x	[1]洪虹红宏鸿轰弘烘魂婚昏荤哄{一～而散} [3]哄{倒～} [5]混哄{起~} 																																																
#yə̃																																																	
l	[1]论{~语}伦沦轮仑 [5]论{讨~}																																																
tɕ	[1]群-均君军钧穷- [3]囧炯窘迥菌炅巩-拱- [5]俊骏郡峻粽□{油～住哩:凝固住}																																																
tɕʰ	[1]群=裙穷=琼穹																																																
ɕ	[1]询旬循薰熏巡荀勋胸凶匈汹 [3]□{～住:停留在某地不走} [5]讯训汛殉熊雄熏{~人}□{闻～:闻}																																																
Ø	[1]容溶蓉融云耘匀晕允芸庸雍荣- [3]永勇涌泳咏陨拥俑蛹壅 [5]用运韵熨{~铁}																																																
#aʔ																																																	
p	[7]八捌扒剥拨钵驳 [8]拔跋魃毫脖博搏薄{~荷}膊卜雹																																																
pʰ	[7]帕仆{~人}濮朴{粗:~粗打蛋}																																																
m	[7]抹蚂{~蚱}摸膜末沫茉漠秣莫																																																
f	[7]法砝珐发{~生}说-刷- [8]罚乏伐阀筏垡																																																
v	[7]袜沃握渥龌幄																																																
t	[7]答嗒褡瘩 [8]搭达鞑																																																
tʰ	[7]搨塌踏塔拓榻遢溻沓趿																																																
n	[7]捺衲纳呐钠糯儒诺喏																																																
l	[7]拉{～}落{太阳~了}腊辣邋洛络={连~}烙={~饼}乐{~快} [8]喇																																																
ts	[7]凿扎咱{～们}作昨折{~断}哲蛰眨浙褶 [8]酌咂砸杂蜇{惊~}仄闸铡{~草}轧{~钢}眨炸{~丸子}宅着{~火}辙																																																
tsʰ	[7]擦插察擦镲诧姹彻绰碴																																																
s	[7]撒{~手}靸{~鞋}杀刹{~车}煞涉设摄霎{一～～:一会儿} [8]折{~本}舌铡{~刀}																																																
ʐ	[7]热弱若																																																
x	[7]瞎-狭- [8]荷{:拿}																																																
#iaʔ																																																	
p	[7]掰百柏伯憋蹩鳖弼钵拨褙{圪～子}泊{停~}舶别{~扭} [8]白瘪别{~人}帛脖																																																
pʰ	[7]拍迫珀瞥撇{~油}泊{湖~}魄泼																																																
m	[7]脉灭蔑篾陌{阡~}抹末沫莫漠																																																
v	[7]□{～出来:连根挖出}																																																
t	[7]跌滴嘀涤咥{:猛吃}直- [8]谍堞碟喋蝶牒迭叠																																																
tʰ	[7]帖贴铁																																																
ȵ	[7]捏聂蹑孽涅虐疟业																																																
l	[7]列烈裂咧例劣猎捩{~转：扭转}睙{斜眉～眼}																																																
tɕ	[7]结甲接揭疖捷睫=羯挟胛钾夹荚颊脚隔- [8]截杰竭截捷																																																
tɕʰ	[7]切壳妾怯劫窃掐恰却鹊确客-{～人} [8]□{指～:指甲}																																																
ɕ	[7]洽侠峡辖黠狎楔蝎歇泄瞎=狭=匣=胁协 [8]学																																																
k	[7]割搁阁鸽格蛤各革合-{~聚}																																																
kʰ	[7]颏磕瞌咳{~嗽}渴克客=壳嗑搕{~打人}																																																
x	[7]喝阂 [8]阂盍合=盒郃鹤曷褐貉																																																
ŋ	[7]额恶扼遏愕萼鄂腭鳄鹗锷鹗谔																																																
Ø	[7]噎谒页叶鸭{~子}业乐压=																																																
#uaʔ																																																	
ts	[7]捉涿啄桌卓琢拙 [8]镯																																																
tsʰ	[7]戳触=撮																																																
k	[7]聒崞刮{~风}號																																																
kʰ	[7]廓扩括阔□{～粥儿:蒸米饭}																																																
x	[8]滑猾获																																																
#yaʔ																																																	
t	[7]□{~饭}掇{拾～:收拾} [8]夺掇																																																
tʰ	[7]脱																																																
l	[7]略掠																																																
tɕ	[7]掘决诀抉 [8]觉{~得}绝蹶{~子}撅{~嘴}厥蕨倔																																																
tɕʰ	[7]阙缺炔阕撮																																																
ɕ	[7]薛血恤雪 [8]穴踅{~摸：以目光寻找}																																																
x	[7]豁劐{~开:用刀割开}攉{挑三～四} [8]活																																																
Ø	[7]月曰悦越阅跃约岳={山~}粤哕=																																																
#əʔ																																																	
p	[7]不燔 [8]薄{厚~}箔卜敷-{面～:干面粉}笸																																																
pʰ	[7]扑{~打}泼脬{一～尿}破{~布}醭{白~：醋表面长霉}泼破瀑{~布}泊{浒～:地名}																																																
m	[7]木沐目苜摸穆 [8]没																																																
f	[7]福幅蝠袱叔-淑-出- [8]伏佛缚复腹服术-述-束-熟-蜀-属-赎-拂佛																																																
v	[7]物勿屋兀捂焐褥-																																																
t	[7]的滴 [8]耷□{~老：头}																																																
tʰ	[7]特托□{~住些:扶}																																																
n	[7]□{摔倒时手垂直接触地面，伤着筋骨了}																																																
l	[7]嘞																																																
ts	[7]则择{~韭菜}执侧{~棱：向一边斜}摘窄汁只{一~鸡}织职植值贽直殖=帜炽帙秩责质炙陟梓{桑～村:地名}指{~头} [8]侄=直泽这怎{~呢:怎么}脊{~背}蒺-{~藜儿}																																																
tsʰ	[7]吃赤哧笞褫尺叱斥饬拆策册侧恻娶{~媳妇}																																																
s	[7]涩塞{~入}瑟湿失虱识式适释饰骰{~儿}殖-{骨～}厮{~跟}赤{~足}媳{~妇儿} [8]实十室什石拾食蚀{腐~}																																																
ʐ	[7]日{~能}																																																
k	[7]疙{~瘩}纥旮□{~捞:卤}□{～干净:使器物中剩余的水流尽}核{~桃}袼{~褙子} [8]胳{~膊}膈圪{动词词头，表轻微、尝试}																																																
kʰ	[7]刻坷{土～垃}可{~热了:表示很热}克{~扣}咳窠																																																
ŋ	[7]恶{形容厉害} [8]恶{~心}我{~们}																																																
x	[7]黑赫郝核={审～}蛤																																																
#iəʔ																																																	
p	[7]笔逼煏{放在火炉旁烤干}荸必碧毕哔跸壁璧辟{复~}臂避{~邪}弼北蜚{～虱} [8]鼻别{~针}哔																																																
pʰ	[7]辟{开~}噼劈癖譬匹僻																																																
m	[7]泌秘密蜜幂觅谧墨默乜																																																
t	[7]德得的{目~}滴嫡 [8]笛敌狄敌镝嫡迪籴荻翟																																																
tʰ	[7]踢剔惕																																																
ȵ	[7]逆匿溺你{~们}腻 [8]妮																																																
l	[7]立粒莅笠栗僳栎砾勒肋力历沥																																																
tɕ	[7]激迹绩积击坚疾脊=吉诘籍棘辑极急戟寂髻稷及级即圾唧鲫																																																
tɕʰ	[7]漆戚七柒沏乞泣讫迄契祈□{~特:小孩可爱}□{把鞋帮缝合}																																																
ɕ	[7]析淅蜥悉蟋晰吸息熄熄隰徙隙昔惜{~力}夕汐膝锡袭□{冰凉}塞-{藏放} [8]席习																																																
Ø	[7]一壹乙益溢缢镒弋抑邑佚逸佾疫役译驿绎																																																
uəʔ																																																	
t	[7]叾{~子：臀部}督□{捅} [8]独毒笃读椟牍犊黩读																																																
tʰ	[7]突凸秃																																																
l	[7]鹿漉糖簏麓戮录禄禄绿陆碌六-落																																																
ts	[7]竹筑逐嘱酌粥-{稀～}竺逐 [8]烛浊镯触-轴着妯{~娌}族																																																
tsʰ	[7]出畜=促蹴触=猝处{坐～}蹙{圪～:收缩回去}																																																
s	[7]叔=淑=术=菽束述索嗦 [8]属=																																																
ʐ	[7]入褥=																																																
k	[7]郭国椁骨谷掴{两手紧捧住}核{~子}锢毂																																																
kʰ	[7]哭窟酷窟□{～篮:为婴儿满月制定的环形面食} 																																																
x	[7]忽藿霍攉囫葫{~芦 }或□{～咙:喉咙} [8]惑糊{~涂}																																																
yəʔ																																																	
l	[7]律率捋																																																
tɕ	[7]足嚼{在嘴里反复咬}掬钁{~头} [8]局橘卒																																																
tɕʰ	[7]曲屈鞠{~躬}菊倔黢{~黑}焌{~黑}																																																
ɕ	[7]削速蓄助宿缩=粟夙肃畜 [8]续俗																																																
Ø	[7]育域蜮郁浴欲峪毓狱鹬聿熨{~贴}																																																
