	注释：-白读，=文读
t	[7]滴的得[8]谍牒碟蝶喋直-嫡笛狄迭跌蹀
tʰ	[7]铁踢剔惕[8]值-{～钱}
l	[8]力立笠列烈裂猎例冽历吏
tɕ	[7]哲折浙揭节=接只即鲫织职积迹脊=绩质执[8]直=值=殖植集彻蛰籍藉匠捷
tɕʰ	[7]赤=斥尺=戚七漆膝缉辑
ɕ	[7]吸昔惜析息熄锡媳式饰隙适释失湿室悉蜀{一}熻{煮}[8]实涉食={粮食}识疾-{头～：头痛}蚀席=习袭舌夕折{～本}
ȵ	[7]聂孽镊耳-[8]日入业捏偌若衣-箬=
k	[7]橘桔击激急级疾=结洁吉给{供～}劫揭拮[8]及极捷
kʰ	[7]乞{～佬：乞丐}讫吃{～亏}
∅	[7]益邑乙一[8]页逸叶翼域译液腋役疫
#iəʔ	
ȵ	[8]肉
ɕ	[7]蓄畜
k	[7]菊
kʰ	[7]曲麯{酒～}
∅	[7]郁育熨
#u	
p	[1]夫-{丈～侬：男人，丈夫}[2]瓠{葫芦瓜}□{劝说}炰{煨}炮{煨}[6]伏{孵}妇-{新～囝：媳妇}
pʰ	[2]浮-[3]脯殕{白～，发霉}
m	[3]母=
f	[1]呼=肤敷芙乎麸夫={之～者也}[2]胡湖弧壶瑚葫蝴狐猢俘浮=符扶=抚糊=□{～蝇：苍蝇}[3]虎浒府釜腑甫斧辅[5]付富赋赴讣副戽[6]户傅父附负驸浒妇=腐护
v	[1]乌污坞[2]无[3]武舞侮鹉[5]恶{可～}[6]有-
t	[1]都{首～}[2]徒屠途涂图[3]肚都{～来了}堵赌[6]度妒肚{～量}渡镀杜
tʰ	[3]土[5]吐兔
n	[1]努奴[6]怒
l	[2]炉芦卢颅庐[3]鲁撸掳橹虏卤[6]露路
k	[1]估孤姑辜菇咕箍沽枯[2]糊-[3]古鼓搅股牯□{茶～，旧式有盖大茶杯}[5]故顾雇固{另作副词“还”}[6]旧-舅-□{依靠}
kʰ	[1]丘-{大～坪，地名}呼{唤鸡谓}[3]苦[5]库裤[6]臼
#ua	
k	[1]瓜呱[3]寡剐□{浪费}[5]挂卦
kʰ	[1]夸[2]□{从上往下扶}[3]垮[5]跨
ŋ	[3]瓦[6]卧
#uai	
k	[1]乖[3]拐[5]怪乖{听话}
kʰ	[5]快=块
ŋ	[6]外=
#uoi	
p	[1]杯分-飞-[2]陪佩培赔[3]本[5]辈狈贝背{～脊}陂{水沟}坝{水沟}[6]焙饭-{早饭；白～：米饭}
pʰ	[1]胚[2]皮-[5]配[6]被{棉～}
m	[2]门们枚梅玫蚊霉煤莓媒□{煮烂}[3]每尾[5]妹未{～去}
k	[1]关-[3]滚-卷-[5]刽桧绘会{～计}□{劝}
kʰ	[1]坤[3]□{□kau31～：蚯蚓}
ŋ	[2]元原源完[3]玩[6]愿
#uei	
k	[1]规归龟圭硅[2]逵葵[3]轨鬼诡[5]季贵[6]柜跪
kʰ	[1]亏扣
ŋ	[2]危伪[6]魏
#uəŋ	
p	[6]笨
pʰ	[1]喷
k	[1]军[2]裙[3]滚[5]棍
kʰ	[1]昆[3]困睏菌捆窘
#uaŋ	
k	[1]官冠棺观鳏关=[3]管馆[5]惯贯罐灌观{道～}[6]掼{提}□{提}
kʰ	[1]宽眶筐[3]款
ŋ	[2]顽幻
#uõ	
k	[1]光胱[3]广[5]犷
#uaʔ	
p	[7]钵[8]钹拨勃脖
pʰ	[8]泼
m	[8]没
k	[7]括刮国
kʰ	[7]阔
#uəʔ	
k	[7]骨蕨[8]掘
kʰ	[7]窟曲{弯}倔{～头，骂人话}
ŋ	[8]月
#y	
t	[1]猪-[2]除锄[6]箸{筷子}住-
tʰ	[2]锤捶槌锥
l	[2]驴[3]吕铝旅侣履屡缕[6]里-{做月～：坐月子}滤虑沮-
k	[1]居拘驹饥车{～马炮}[2]渠衢翟[3]矩举莒几{～个}[5]据锯钜句{～子}拒[6]俱巨拒距具惧剧
kʰ	[1]区驱开{～门}[5]去
tɕ	[1]诸诛追猪=[2]储[3]煮水-[5]痣醉[6]贮=驻住=柱=
tɕʰ	[1]趋[3]取鼠娶[5]处趣喙{嘴}
ɕ	[1]书舒输={运～}虚=墟嘘=需戌枢虽须抒殊尿[2]儒孺随薯如茹乳徐垂[3]诩水=许{那里}暑=曙=署[5]恕庶絮穗[6]瑞树=序聚叙遂隧竖绪
ȵ	[2]鱼渔愚娱蜈[3]语女[5]御遇寓驭
∅	[1]吁迂于淤[2]遗愉帷帏唯维余盂[3]宇禹羽雨=予屿於于{关～}与{相～}[5]裕与{参～}[6]喻誉谕预豫愈榆逾芋=
#yə	
t	[2]传-[3]转-
tʰ	[2]椽[6]篆
l	[2]联{动词“缝”}[6]恋吝
tɕ	[1]专砖[2]全痊传=[3]转=
tɕʰ	[1]川穿[3]喘[5]串
ɕ	[1]宣喧楦[2]弦玄泉悬=[5]选[6]旋
ȵ	[3]软阮
k	[1]娟捐鹃绢涓[2]拳权□{积累}[3]卷=[5]眷建卷{考～}[6]倦件
kʰ	[1]圈[5]劝券
∅	[1]渊冤[2]员园=圆缘沿铅{～笔}垣袁援[3]远=[5]怨秽[6]院县
#yəŋ	
t	[2]囤饨[5]吨盾沌炖顿=遁钝
tʰ	[5]□{把嵌在物体内的东西拔出来}
l	[2]轮仑抡伦沦
k	[1]斤巾筋均钧君[2]勤群[6]近郡
ts	[1]津尊遵[3]准[5]峻俊竣骏
tsʰ	[1]春椿[3]蠢
s	[1]熏薰勋[2]循巡淳纯唇鹑蝇{□fu31～：苍蝇}醇寻询晕{头～}船[3]旬笋询榫隼[5]瞬舜训讯迅[6]殉顺
ŋ	[2]银仁[3]忍[6]润{潮湿，受潮}刃韧
∅	[2]匀云=营[3]允[6]闰孕陨晕运韵
#yõ	
t	[1]张{姓}[2]场长-{剩余}[5]胀账[6]丈
tʰ	[1]张{一～纸}[5]畅怅[6]杖-
l	[2]量{～码}良粮凉梁粱[3]两俩[6]辆亮量{数～}谅
k	[1]姜疆僵羌[2]狂强
kʰ	[1]匡框筐诓腔
tɕ	[1]章樟彰瘴□{同“搞”，另义“交合”}将{～军}[3]奖蒋桨掌涨{～水}[5]□{这样，“者样”的合音}酱将{大～}浆桨[6]撞
tɕʰ	[1]枪昌娼菖[2]墙[3]抢厂闯[5]唱倡[6]象像匠□{塞}
ɕ	[1]相{互～}香箱乡厢镶襄湘商伤殇[2]详祥偿尝裳常[3]想响饷鲞享赏[5]相{～貌}向况□{那样，“许样”的合音}[6]上尚痒-
ȵ	[1]□{这样}[2]娘=酿
∅	[1]央=秧=殃怏鸯[2]阳扬洋羊杨疡炀娘-莨垟烊{融化}咙-{～喉}[3]养痒=[6]样漾{溢出}
#yoʔ	
t	[7]卓桌=
l	[7]录绿
tɕ	[7]足烛捉[8]浊镯
tɕʰ	[7]促触戳
ɕ	[8]俗续赎属
ȵ	[8]玉狱域
k	[8]局□{（稀饭）稠，原文作“𬇴”}
∅	[8]浴欲
#yəʔ	
l	[8]律率{效～}
tɕ	[7]卒□{吮吸}[8]绝
tɕʰ	[7]出屈
ɕ	[7]雪薛蟀歇说粟=旭戍□{扔，掷}[8]术述
k	[7]决抉诀
kʰ	[7]缺
∅	[8]越
#n̩	
∅	[2]吴吾梧牛-[3]汝{你}午伍{队～}母{丈～奶：丈母娘}[6]五{～十}伓{否定词，相当于“不”}唔{否定词，相当于“不”}
#m̩	
∅	[6]伓{～乐，不要}唔{～乐，不要}
