汉字	音标	注释
匠	hʑiœ5	
相	ɕiœ1	
想	ɕiœ3	
相	ɕiœ5	
详	hʑiœ2	
象	hʑiœ3	
张	tɕiœ1	
长	tɕiœ3	
帐	tɕiœ5	
畅	tɕʰiœ5	
长	hʑiœ2	
丈	hʑiœ3	
庄	tsœ1	
壮	tsœ5	
疮	tsʰœ1	
闯	tsʰœ3	
创	tsʰœ1	
床	hzœ2	
状	hzœ5	
霜	sœ1	
爽	sœ3	
章	tɕiœ1	
掌	tɕiœ3	
障	tɕiœ5	
昌	tɕʰiœ1	
厂	tɕʰiœ3	
唱	tɕʰiœ5	
伤	ɕiœ1	
赏	ɕiœ3	
饷	ɕiœ5	
常	hʑiœ2	
上	hzœ3	
尚	hʑiœ5	
壤	/	
让	ȵiœ5	
姜	tɕiœ1	
羌	tɕʰiœ1	
强	hʑiœ2	
强	hʑiœ3	
仰	ȵiœ3	
乡	ɕiœ1	
响	ɕiœ3	
向	ɕiœ5	
央	iœ1	
羊	iœ1	
养	iœ3	
样	iœ5	
光	kuœ1	
广	kuœ3	
旷	kʰuœ5	
慌	xuœ1	
谎	xuœ3	
黄	uœ2	
晃	ɣuœ3	
汪	uœ1	
方	xuœ1	
仿	xuœ3	
放	xuœ3	
芳	xuœ1	
纺	xuœ3	
访	xuœ5	
房	ɣuœ2	
芒	mœ1	
网	mœ3	
望	uœ5	
筐	kʰuœ1	
狂	kʰuœ2	
况	kʰuœ5	
枉	uœ3	
王	uœ2	
往	uœ3	
旺	uœ5	
邦	pœ1	
绑	pœ3	
胖	pʰœ5	
攮	lœ3	
桩	tsœ1	
撞	tsʰœ5	
窗	tsʰœ1	
双	sœ1	
双	sœ5	
江	tɕiœ1	
讲	kuœ3	
降	kuœ5	
虹	kuœ5	
夯	xœ1	
降	hʑiœ2	
项	/	
巷	ɣœ5	
崩	pəŋ1	
朋	bəŋ2	
登	təŋ1	
灯	təŋ1	
等	təŋ3	
凳	təŋ5	
疼	/	
邓	təŋ5	
澄	tin5	
能	ləŋ1	
楞	ləŋ1	
增	tsəŋ1	
曾	hzəŋ2	
赠	tsəŋ5	
肯	kʰəŋ3	
恒	ɣəŋ2	
冰	pin1	
凭	bin2	
征	tɕin1	
橙	hʑin2	
瞪	təŋ5	
蒸	tɕin1	
症	tɕin5	
称	tɕʰin1	
秤	tɕʰin5	
乘	hʑin2	
剩	hʑin5	
升	ɕin1	
胜	ɕin5	
承	hʑin2	
兴	ɕin1	
兴	ɕin5	
鹰	in1	
应	in5	
蝇	in1	
烹	pʰəŋ1	
彭	bəŋ2	
猛	məŋ3	
孟	məŋ5	
打	ta3	
冷	ȵin3	
撑	tsʰəŋ1	
澄	/	
生	ɕin1	口
生	səŋ1	书
甥	səŋ1	
省	səŋ3	
庚	kəŋ1	
埂	kəŋ3	
更	kəŋ5	
坑	kʰəŋ1	
硬	ŋəŋ5	
亨	xəŋ1	
行	hʑin2	
衡	ɣəŋ2	
杏	hʑin3	
行	hʑin5	
棚	bəŋ2	
萌	məŋ1	
橙	hʑin2	
争	tsəŋ1	
耕	kəŋ1	
耿	kəŋ3	
鹦	in1	
樱	in1	
兵	pin1	
丙	pin3	
柄	pin5	
平	bin2	
病	bin5	
鸣	min1	
明	məŋ1	明朝
命	min5	
京	tɕin1	
景	tɕin3	
镜	tɕin5	
卿	tɕʰin1	
庆	tɕʰin5	
鲸	tɕin1	
竞	tɕin5	
迎	/	
英	in1	
影	in3	
映	in5	
饼	pin3	
并	pin5	
聘	pʰin5	
名	min1	
领	ȵin3	
令	ȵin5	
精	tɕin1	
井	tɕin3	
清	tɕʰin1	
请	tɕʰin3	
情	hʑin2	
静	hʑin3	
净	hʑin5	
省	/	
性	ɕin5	
贞	tɕin1	
侦	tɕin1	
程	hʑin2	
郑	hʑin5	
正	tɕin1	
整	tɕin3	
政	tɕin5	
声	ɕin1	
圣	ɕin5	
成	hʑin2	
颈	tɕin3	
轻	tɕʰin1	
婴	in1	
赢	in1	
拼	pʰin1	
瓶	bin2	
铭	min1	
丁	tin1	
顶	tin3	
钉	tin5	
听	tʰin1	
停	din2	
挺	tʰin3	
定	din5	
宁	ȵin1	
零	ȵin1	
青	tɕʰin1	
星	ɕin1	
醒	ɕin3	
经	tɕin1	
磬	tɕʰin5	
形	hʑin2	
矿	kʰuœ5	
横	uɛ2	
轰	xuŋ1	
宏	ɣuŋ2	
兄	ɕʯn1	
荣	ʯn1	
永	ʯn3	
倾	/	
顷	/	
琼	/	
营	in1	
颖	in3	
萤	/	
篷	bəŋ2	
蒙	məŋ1	
蠓	məŋ3	
东	təŋ1	
懂	təŋ3	
栋	təŋ5	
通	tʰəŋ1	
桶	tʰəŋ3	
痛	tʰəŋ5	
同	dəŋ2	
动	dəŋ3	
洞	dəŋ5	
聋	ləŋ1	
弄	/	
鬃	tsəŋ1	
总	tsəŋ3	
粽	tsəŋ5	
葱	tsʰəŋ1	
丛	hzəŋ2	
送	səŋ5	
公	kuŋ1	
贡	juŋ5	
空	kʰuŋ1	
孔	kʰuŋ3	
控	kʰuŋ5	
烘	xuŋ1	
哄	ɣuŋ3	
洪	ɣuŋ2	
哄	ɣuŋ5	
翁	uŋ1	
冬	təŋ1	
统	tʰəŋ5	
农	ləŋ1	
宗	tsəŋ1	
综	tsəŋ5	
松	səŋ1	
宋	səŋ5	
风	xuŋ1	
讽	xuŋ5	
丰	xuŋ1	
冯	hvəŋ2	
凤	hvəŋ5	
梦	məŋ5	
嵩	səŋ1	
忠	tsəŋ1	
中	tsəŋ5	
虫	hzəŋ2	
崇	hzəŋ2	
终	tsəŋ1	
众	tsəŋ5	
充	tsʰəŋ1	
铳	tsʰəŋ5	
绒	ʯn1	
弓	kuŋ1	
穷	hʑʯn2	
雄	hʑʯn2	
封	xuŋ1	
蜂	xuŋ1	
逢	hvəŋ2	
缝	hvəŋ5	
浓	ləŋ1	
龙	ləŋ1	
纵	tsəŋ5	
从	hzəŋ2	
松	hzəŋ2	
宠	tsʰəŋ3	
重	hzəŋ2	
重	hzəŋ5	
钟	tsəŋ1	
肿	tsəŋ3	
种	tsəŋ5	
冲	tsʰəŋ1	
恭	kuŋ1	
巩	kuŋ3	
供	kuŋ5	
恐	kʰuŋ3	
共	kuŋ5	
凶	ɕʯn1	
雍	ʯn1	
容	ʯn1	
勇	ʯn3	
用	ʯn5	
答	taʔ7	
踏	tʰaʔ7	
纳	naʔ7	
拉	laʔ7	
杂	hzaʔ7	
喝	xoʔ7	
合	ɣoʔ7	
塔	tʰaʔ7	
蜡	laʔ7	
磕	kʰoʔ7	
插	tsʰaʔ7	
炸	hzaʔ7	
夹	kaʔ7	
掐	kʰaʔ7	
甲	kaʔ7	
鸭	ŋaʔ7	
聂	ȵiɛʔ7	
猎	ȵiɛʔ7	
接	tɕiɛʔ7	
折	tseʔ7	
叶	ȵiɛʔ7	
劫	tɕiɛʔ7	
业	ȵiɛʔ7	
跌	tiɛʔ7	
帖	tʰiɛʔ7	
碟	/	
法	xuaʔ7	
粒	/	
集	tɕiʔ7	
习	hʑiʔ7	
蛰	tsɿʔ7	
湿	ʂʅʔ7	
十	ʂʅʔ7	
急	tsɿʔ7	
及	/	
吸	ɕiʔ7	
揖	iʔ7	
獭	tʰaʔ7	
达	taʔ7	
捺	laʔ7	
辣	laʔ7	
擦	tsʰaʔ7	
萨	saʔ7	
葛	keʔ7	
八	paʔ7	
拔	pʰaʔ7	
抹	maʔ7	
扎	tsaʔ7	
察	tsʰaʔ7	
杀	saʔ7	
轧	kaʔ7	
铡	hzaʔ7	
瞎	xaʔ7	
鳖	piɛʔ7	
别	piʔ7	
灭	miɛʔ7	
烈	ȵiɛʔ7	
薛	ɕʯɛʔ7	
哲	/	
彻	/	
浙	tseʔ7	
舌	hʑiʔ7	
设	/	
热	ȵiɛʔ7	
杰	tɕiʔ7	
孽	ȵiɛʔ7	
憋	piɛʔ7	
撇	pʰiɛʔ7	
篾	miɛʔ7	
铁	tʰiɛʔ7	
捏	ȵiɛʔ7	
节	tɕiɛʔ7	
切	tɕʰiɛʔ7	
屑	ɕiɛʔ7	
结	tɕiɛʔ7	
拨	poʔ7	
泼	pʰeʔ7	
末	moʔ7	
脱	tʰeʔ7	
夺	tʰeʔ7	
括	kuaʔ7	
阔	/	
豁	xoʔ7	
活	uiʔ7	
滑	ɣuaʔ7	
挖	uoʔ7	
刷	suaʔ7	
刮	kuaʔ7	
劣	ȵiɛʔ7	
绝	tɕʯɛʔ7	
雪	ɕiɛʔ7	
说	ɕʯɛʔ7	
发	xuaʔ7	
罚	xuaʔ7	
袜	maʔ7	
月	ʯɛʔ7	
越	ʯɛʔ7	
决	tɕʯɛʔ7	
缺	tɕʰʯɛʔ7	
血	ɕʯɛʔ7	
穴	/	
笔	piʔ7	
匹	pʰiʔ7	
蜜	miʔ7	
栗	ȵiʔ7	
七	tsʰɿʔ7	
膝	/	
侄	hzeʔ7	
虱	seʔ7	
质	tʂʅʔ7	
实	ʂʅʔ7	
失	ʂʅʔ7	
日	ȵiʔ7	
吉	tɕiʔ7	
一	iʔ7	
逸	iʔ7	
不	puʔ7	
没	/	
突	tʰuʔ7	
卒	tsəuʔ7	
骨	kuʔ7	
窟	kʰuʔ7	
律	ȵiʔ7	
出	tɕʰʯʔ7	
术	/	
橘	tɕʯʔ7	
佛	hvuʔ7	
物	uʔ7	
掘	/	
博	poʔ7	
泊	poʔ7	
摸	moʔ7	
托	tʰoʔ7	
落	loʔ7	
作	tsoʔ7	
错	tsʰoʔ7	
昨	tsʰuʔ7	
索	soʔ7	
各	koʔ7	
胳	koʔ7	
鹤	ɣəuʔ7	
恶	ŋoʔ7	
略	ȵioʔ7	
雀	tɕʰioʔ7	
鹊	tɕʰioʔ7	
削	ɕioʔ7	
勺	/	
弱	ȵioʔ7	
脚	tɕioʔ7	
约	ioʔ7	
药	ioʔ7	
郭	koʔ7	
扩	kʰoʔ7	
霍	xoʔ7	
剥	poʔ7	
朴	pʰuʔ7	
雹	/	
桌	tsoʔ7	
戳	tsʰoʔ7	
捉	tsoʔ7	
镯	hzoʔ7	
角	koʔ7	
饺	tɕiɔ3	
确	kʰoʔ7	
壳	kʰoʔ7	
岳	ioʔ7	
学	ɣoʔ7	
握	uʔ7	
北	peʔ7	
墨	meʔ7	
默	meʔ7	
得	teʔ7	
特	tʰeʔ7	
勒	leʔ7	
则	tseʔ7	
贼	hzeʔ7	
塞	seʔ7	
刻	kʰeʔ7	
黑	xeʔ7	
逼	piʔ7	
力	ȵiʔ7	
鲫	tsɿʔ7	
媳	sɿʔ7	
直	tsɿʔ7	
侧	tsʰeʔ7	
测	tsʰeʔ7	
色	seʔ7	
织	tsɿʔ7	
食	ʂʅʔ7	
式	ʂʅʔ7	
植	tsɿʔ7	
极	tɕiʔ7	
忆	iʔ7	
国	kuiʔ7	
或	ɣuoʔ7	
百	peʔ7	
拍	pʰeʔ7	
白	pʰeʔ7	
泽	tsʰeʔ7	
格	keʔ7	
客	kʰeʔ7	
额	ŋeʔ7	
吓	xeʔ7	
麦	meʔ7	
摘	tseʔ7	
责	tseʔ7	
册	tsʰeʔ7	
革	keʔ7	
核	ɣeʔ7	审核
核	ɣeʔ7	果子核
轭	ŋeʔ7	
碧	piʔ7	
剧	tɕʯʔ7	
璧	piʔ7	
僻	pʰiʔ7	
积	tsɿʔ7	
籍	/	
惜	/	
席	ɕiʔ7	
只	tɕiʔ7	
尺	tɕʰiʔ7	
释	ʂʅʔ7	
石	hʑiʔ7	
益	iʔ7	
译	iʔ7	
壁	piʔ7	
滴	tiʔ7	
踢	tʰiʔ7	
笛	diʔ7	
历	ȵiʔ7	
绩	tsɿʔ7	
戚	tsʰɿʔ7	
锡	ɕiʔ7	
击	tsɿʔ7	
吃	tsʰɿʔ7	
获	ɣuoʔ7	
划	ɣuaʔ7	
役	ʯʔ7	
卜	pəuʔ7	
扑	pʰuʔ7	
木	məuʔ7	
秃	tʰəuʔ7	
独	təuʔ7	
鹿	ləuʔ7	
族	tsʰəuʔ7	
速	səuʔ7	
谷	kuʔ7	
哭	kʰuʔ7	
屋	uʔ7	
督	təuʔ7	
毒	tʰəuʔ7	
福	xuʔ7	
覆	xuʔ7	
服	hvuʔ7	
目	məuʔ7	
六	ləuʔ7	
宿	səuʔ7	
竹	tsəuʔ7	
畜	tsʰəuʔ7	
缩	səuʔ7	
粥	tsəuʔ7	
叔	səuʔ7	
熟	hzəuʔ7	
肉	ȵiuʔ7	
菊	tɕʯɛʔ7	
曲	tɕʰʯʔ7	
畜	ɕiuʔ7	
育	iuʔ7	
绿	ləuʔ7	
足	tsəuʔ7	
促	tsʰəuʔ7	
粟	səuʔ7	
俗	hzəuʔ7	
烛	tsəuʔ7	
触	tsʰəuʔ7	
赎	hzəuʔ7	
束	səuʔ7	
曲	tɕʰʯʔ7	
玉	ʯʔ7	
狱	iuʔ7	
欲	iuʔ7	
