繁體	简体	吳拼	備注
玄	玄	ɦy¹³	
懸	悬	ɦy¹³	
縣	县	ɦy¹³	
眩	眩	ɦy¹³	
淤	淤	y⁵¹	
迂	迂	y⁵¹	
冤	冤	y⁵¹	
淵	渊	y⁵¹	
椅	椅	y³⁴	
喂	喂	y⁴⁴	白讀
怨	怨	y⁴⁴	
叭	叭	pa⁵¹	喇叭
擺	摆	pa³⁴	
拜	拜	pa⁴⁴	
派	派	pʰa⁴⁴	
排	排	ba²²	
簰	簰	ba²²	筏
牌	牌	ba¹³	
罷	罢	ba¹³	
敗	败	ba¹³	
☐	☐	ʔma⁵¹	☐記☐記：行動遲緩的樣子
買	买	ma¹³	
賣	卖	ma¹³	
戴	戴	ta⁴⁴	戴帽子
帶	带	ta⁴⁴	
拖	拖	tʰa⁵¹	流（鼻涕）；涕拖：髒
☐	☐	tʰa⁵¹	伸（舌頭）
☐	☐	tʰa⁵¹	拿，貶義
他	他	tʰa⁴⁴	
太	太	tʰa⁴⁴	
泰	泰	tʰa⁴⁴	
大	大	da¹³	文讀
大	大	da¹³	大夫；大黃，藥名
埭	埭	da¹³	量詞，（一）排、（一）趟
拉	拉	ʔla⁴⁴	
賴	赖	la¹³	
癩	癞	la¹³	
攋	攋	la¹³	
老	老	la¹³	又音，如：老太婆
抓	抓	tsa⁵¹	文讀
債	债	tsa⁴⁴	
釵	钗	tsʰa⁵¹	
差	差	tsʰa⁵¹	出差
蔡	蔡	tsʰa⁴⁴	
寨	寨	dza¹³	
咋	咋	dza¹³	
哪	哪	ʔna³⁴	
淖	淖	na²²	淖泥：泥土
嬲	嬲	na²²	嬲話：玩
那	那	na¹³	
奶	奶	na¹³	
灑	洒	sa³⁴	
傻	傻	sa³⁴	
耍	耍	sa³⁴	
曬	晒	sa⁴⁴	
豺	豺	za²²	
柴	柴	za²²	
篩	筛	za¹³	一種竹篾容器
階	阶	ka⁵¹	白讀
街	街	ka⁵¹	
解	解	ka³⁴	
介	介	ka⁴⁴	
界	界	ka⁴⁴	
芥	芥	ka⁴⁴	
尬	尬	ka⁴⁴	尷尬
疥	疥	ka⁴⁴	
屆	届	ka⁴⁴	
戒	戒	ka⁴⁴	
隘	隘	ka⁴⁴	
揩	揩	kʰa⁵¹	
楷	楷	kʰa³⁴	
懈	懈	ɡa¹³	懈悶：不感興趣
外	外	ŋa¹³	
捱	捱	ŋa¹³	拖延
雁	雁	ŋa¹³	白讀；雁鵝：大雁
哈	哈	ha⁵¹	哈腰
蟹	蟹	ha³⁴	
鞋	鞋	ɦa²²	
也	也	ɦa¹³	
挨	挨	a⁵¹	挨住
矮	矮	a³⁴	
靉	叆	a⁴⁴	濃雲蔽日，指天變多雲、陰天
嗲	嗲	tia³⁴	
家	家	tɕia⁵¹	文讀
嘉	嘉	tɕia⁵¹	文讀
傢	傢	tɕia⁵¹	傢具
佳	佳	tɕia⁵¹	
賈	贾	tɕia³⁴	姓
姐	姐	tɕia³⁴	
借	借	tɕia⁴⁴	
笡	笡	tɕʰia⁵¹	斜
茄	茄	dʑia²²	又音，舊；如：爛茄糊
寫	写	ɕia³⁴	
瀉	泻	ɕia⁴⁴	
卸	卸	ɕia⁴⁴	
邪	邪	ʑia²²	
斜	斜	ʑia²²	
謝	谢	ʑia¹³	
耶	耶	ɦia²²	
爺	爷	ɦia²²	
涯	涯	ɦia²²	
崖	崖	ɦia²²	
鞋	鞋	ɦia²²	
雅	雅	ɦia¹³	又音
霞	霞	ɦia¹³	文讀
瑕	瑕	ɦia¹³	
遐	遐	ɦia¹³	
也	也	ɦia¹³	
野	野	ɦia¹³	
夜	夜	ɦia¹³	
鴉	鸦	ia⁵¹	文讀
雅	雅	ia³⁴	
亞	亚	ia⁴⁴	
乖	乖	kua⁵¹	
寡	寡	kua³⁴	文讀
剮	剐	kua³⁴	文讀
柺	柺	kua³⁴	
拐	拐	kua³⁴	
怪	怪	kua⁴⁴	
蒯	蒯	kʰua⁵¹	
垮	垮	kʰua³⁴	
快	快	kʰua⁴⁴	
歪	歪	hua⁵¹	
懷	怀	ɦua²²	文讀
槐	槐	ɦua²²	
淮	淮	ɦua²²	
壞	坏	ɦua¹³	文讀
壞	坏	ua⁵¹	白讀
哇	哇	ua⁴⁴	
褒	褒	pɔ⁵¹	
包	包	pɔ⁵¹	
胞	胞	pɔ⁵¹	
保	保	pɔ³⁴	
堡	堡	pɔ³⁴	
寶	宝	pɔ³⁴	
飽	饱	pɔ³⁴	
報	报	pɔ⁴⁴	
豹	豹	pɔ⁴⁴	
拋	抛	pʰɔ⁵¹	
炮	炮	pʰɔ⁴⁴	
泡	泡	pʰɔ⁴⁴	
袍	袍	bɔ²²	
跑	跑	bɔ²²	
刨	刨	bɔ²²	動詞
麅	麅	bɔ²²	
抱	抱	bɔ¹³	
暴	暴	bɔ¹³	
爆	爆	bɔ¹³	
刨	刨	bɔ¹³	名詞
鮑	鲍	bɔ¹³	
毛	毛	mɔ²²	
茅	茅	mɔ²²	
錨	锚	mɔ²²	
矛	矛	mɔ²²	又音
冒	冒	mɔ¹³	
帽	帽	mɔ¹³	
貓	猫	mɔ¹³	
卯	卯	mɔ¹³	
貌	貌	mɔ¹³	
茂	茂	mɔ¹³	又音
貿	贸	mɔ¹³	又音
刀	刀	tɔ⁵¹	
叨	叨	tɔ⁵¹	
禱	祷	tɔ³⁴	
島	岛	tɔ³⁴	
倒	倒	tɔ³⁴	打倒，顛倒
到	到	tɔ⁴⁴	
倒	倒	tɔ⁴⁴	倒水
滔	滔	tʰɔ⁵¹	
掏	掏	tʰɔ⁵¹	
討	讨	tʰɔ³⁴	
套	套	tʰɔ⁴⁴	
桃	桃	dɔ²²	
逃	逃	dɔ²²	
淘	淘	dɔ²²	
陶	陶	dɔ²²	
萄	萄	dɔ²²	
濤	涛	dɔ²²	
道	道	dɔ¹³	
稻	稻	dɔ¹³	
盜	盗	dɔ¹³	
導	导	dɔ¹³	
撈	捞	ʔlɔ⁵¹	
嘮	唠	ʔlɔ⁴⁴	嘮叨
勞	劳	lɔ²²	
牢	牢	lɔ²²	
老	老	lɔ¹³	
澇	涝	lɔ¹³	
遭	遭	tsɔ⁵¹	
糟	糟	tsɔ⁵¹	
抓	抓	tsɔ⁵¹	白讀
早	早	tsɔ³⁴	
蚤	蚤	tsɔ³⁴	
澡	澡	tsɔ³⁴	
爪	爪	tsɔ³⁴	
找	找	tsɔ³⁴	
躁	躁	tsɔ⁴⁴	
竈	灶	tsɔ⁴⁴	
罩	罩	tsɔ⁴⁴	
笊	笊	tsɔ⁴⁴	
操	操	tsʰɔ⁵¹	
抄	抄	tsʰɔ⁵¹	
鈔	钞	tsʰɔ⁵¹	
草	草	tsʰɔ³⁴	
炒	炒	tsʰɔ³⁴	
吵	吵	tsʰɔ³⁴	
糙	糙	tsʰɔ⁴⁴	
曹	曹	dzɔ²²	
槽	槽	dzɔ²²	
巢	巢	dzɔ²²	
皁	皂	dzɔ¹³	
皂	皂	dzɔ¹³	
造	造	dzɔ¹³	造反
鐃	铙	nɔ²²	
撓	挠	nɔ²²	
腦	脑	nɔ¹³	
惱	恼	nɔ¹³	
鬧	闹	nɔ¹³	
騷	骚	sɔ⁵¹	
臊	臊	sɔ⁵¹	
梢	梢	sɔ⁵¹	
捎	捎	sɔ⁵¹	
掃	扫	sɔ³⁴	掃地
嫂	嫂	sɔ³⁴	
掃	扫	sɔ⁴⁴	掃帚
稍	稍	sɔ⁴⁴	
潲	潲	sɔ⁴⁴	
少	少	sɔ⁴⁴	少年，新讀音
皁	皂	zɔ¹³	又音
皂	皂	zɔ¹³	又音
造	造	zɔ¹³	建造
高	高	kɔ⁵¹	
膏	膏	kɔ⁵¹	
篙	篙	kɔ⁵¹	
羔	羔	kɔ⁵¹	
糕	糕	kɔ⁵¹	
交	交	kɔ⁵¹	白讀
膠	胶	kɔ⁵¹	
教	教	kɔ⁵¹	教書
稿	稿	kɔ³⁴	
絞	绞	kɔ³⁴	
鉸	铰	kɔ³⁴	
攪	搅	kɔ³⁴	
告	告	kɔ⁴⁴	
較	较	kɔ⁴⁴	白讀
酵	酵	kɔ⁴⁴	白讀
覺	觉	kɔ⁴⁴	睡覺
敲	敲	kʰɔ⁵¹	
考	考	kʰɔ³⁴	
烤	烤	kʰɔ³⁴	
靠	靠	kʰɔ⁴⁴	
犒	犒	kʰɔ⁴⁴	
搞	搞	ɡɔ¹³	
熬	熬	ŋɔ²²	
傲	傲	ŋɔ¹³	
咬	咬	ŋɔ¹³	
蒿	蒿	hɔ⁵¹	
好	好	hɔ³⁴	好壞
好	好	hɔ⁴⁴	喜好
耗	耗	hɔ⁴⁴	
孝	孝	hɔ⁴⁴	白讀
豪	豪	ɦɔ²²	
壕	壕	ɦɔ²²	
毫	毫	ɦɔ²²	
浩	浩	ɦɔ¹³	
號	号	ɦɔ¹³	
坳	坳	ɔ⁵¹	
襖	袄	ɔ³⁴	
奧	奥	ɔ⁴⁴	
懊	懊	ɔ⁴⁴	
巴	巴	po⁵¹	
芭	芭	po⁵¹	
把	把	po³⁴	
疤	疤	po⁴⁴	
霸	霸	po⁴⁴	
壩	坝	po⁴⁴	
怕	怕	pʰo⁴⁴	
爬	爬	bo²²	
琶	琶	bo²²	
杷	杷	bo²²	
鈀	钯	bo¹³	
耙	耙	bo¹³	
稗	稗	bo¹³	
嬤	嬷	ʔmo⁴⁴	嬤嬤：姑媽，面稱
麻	麻	mo²²	
痲	痲	mo²²	
蟆	蟆	mo²²	
嬤	嬷	mo²²	稱呼，如：姑嬤（丈夫的姐妹）、姨嬤（妻子的姐妹）
馬	马	mo¹³	
碼	码	mo¹³	
罵	骂	mo¹³	
朵	朵	to³⁴	
躲	躲	to³⁴	
☐	☐	tʰo³⁴	（用手）捻，（用腳底）蹭擦
大	大	do¹³	大家
楂	楂	tso⁵¹	山楂
渣	渣	tso⁵¹	
遮	遮	tso⁵¹	
揸	揸	tso³⁴	抓，如：揸牌
詐	诈	tso⁴⁴	
榨	榨	tso⁴⁴	
炸	炸	tso⁴⁴	
蔗	蔗	tso⁴⁴	
叉	叉	tsʰo⁵¹	
杈	杈	tsʰo⁵¹	
差	差	tsʰo⁵¹	差別，差不多
車	车	tsʰo⁵¹	車輛
扯	扯	tsʰo³⁴	
岔	岔	tsʰo⁴⁴	
茶	茶	dzo²²	
搽	搽	dzo²²	
茬	茬	dzo²²	
查	查	dzo²²	調查
社	社	dzo¹³	
女	女	no²²	如：兒女、女孫（孫女）
哪	哪	no¹³	哪吒
蓑	蓑	so⁵¹	
沙	沙	so⁵¹	
紗	纱	so⁵¹	
奢	奢	so⁵¹	
賒	赊	so⁵¹	
捨	捨	so³⁴	
所	所	so³⁴	
赦	赦	so⁴⁴	
舍	舍	so⁴⁴	
蛇	蛇	zo²²	
佘	佘	zo²²	姓
射	射	zo¹³	
麝	麝	zo¹³	麝香
惹	惹	zo¹³	
家	家	ko⁵¹	白讀
加	加	ko⁵¹	
嘉	嘉	ko⁵¹	白讀
瓜	瓜	ko⁵¹	
假	假	ko³⁴	真假
寡	寡	ko³⁴	白讀
剮	剐	ko³⁴	白讀
假	假	ko⁴⁴	放假
架	架	ko⁴⁴	
駕	驾	ko⁴⁴	白讀
嫁	嫁	ko⁴⁴	
稼	稼	ko⁴⁴	白讀
價	价	ko⁴⁴	
掛	挂	ko⁴⁴	
卦	卦	ko⁴⁴	
誇	誇	kʰo⁵¹	
夸	夸	kʰo⁵¹	
侉	侉	kʰo³⁴	
垮	垮	kʰo³⁴	
揢	揢	kʰo⁴⁴	捕，捉，拿住
跨	跨	kʰo⁴⁴	
☐	☐	ɡo¹³	☐☐：開水，兒童用語
牙	牙	ŋo²²	
芽	芽	ŋo²²	
衙	衙	ŋo²²	
我	我	ŋo¹³	
砑	砑	ŋo¹³	砑平
瓦	瓦	ŋo¹³	
瓦	瓦	ŋo¹³	動詞
膘	膘	pio⁵¹	
標	标	pio⁵¹	
彪	彪	pio⁵¹	
表	表	pio³⁴	
飄	飘	pʰio⁵¹	
漂	漂	pʰio³⁴	漂白
票	票	pʰio⁴⁴	
漂	漂	pʰio⁴⁴	漂亮
瓢	瓢	bio²²	
嫖	嫖	bio²²	
鰾	鳔	bio¹³	
苗	苗	mio²²	
描	描	mio²²	
藐	藐	mio¹³	
渺	渺	mio¹³	
秒	秒	mio¹³	
廟	庙	mio¹³	
妙	妙	mio¹³	
刁	刁	tio⁵¹	
貂	貂	tio⁵¹	
雕	雕	tio⁵¹	
鳥	鸟	tio³⁴	白讀
釣	钓	tio⁴⁴	
吊	吊	tio⁴⁴	
挑	挑	tʰio⁵¹	
挑	挑	tʰio³⁴	給人輕易便能成功地機會
跳	跳	tʰio⁴⁴	
糶	粜	tʰio⁴⁴	
條	条	dio²²	
掉	掉	dio¹³	
調	调	dio¹³	
聊	聊	lio²²	
遼	辽	lio²²	
撩	撩	lio²²	
廖	廖	lio²²	
燎	燎	lio¹³	
療	疗	lio¹³	
了	了	lio¹³	瞭解，了結
瞭	瞭	lio¹³	
料	料	lio¹³	
交	交	tɕio⁵¹	文讀
郊	郊	tɕio⁵¹	
焦	焦	tɕio⁵¹	
蕉	蕉	tɕio⁵¹	
椒	椒	tɕio⁵¹	
朝	朝	tɕio⁵¹	今朝
昭	昭	tɕio⁵¹	
招	招	tɕio⁵¹	
驕	骄	tɕio⁵¹	
嬌	娇	tɕio⁵¹	
澆	浇	tɕio⁵¹	
餃	饺	tɕio⁵¹	餃子
狡	狡	tɕio³⁴	
剿	剿	tɕio³⁴	
沼	沼	tɕio³⁴	
矯	矫	tɕio³⁴	
繳	缴	tɕio³⁴	
僥	侥	tɕio³⁴	
教	教	tɕio⁴⁴	教育，教師
校	校	tɕio⁴⁴	校對
較	较	tɕio⁴⁴	文讀
酵	酵	tɕio⁴⁴	文讀
照	照	tɕio⁴⁴	
詔	诏	tɕio⁴⁴	
叫	叫	tɕio⁴⁴	
鍬	锹	tɕʰio⁵¹	
繰	繰	tɕʰio⁵¹	繰邊
超	超	tɕʰio⁵¹	
巧	巧	tɕʰio³⁴	
悄	悄	tɕʰio⁴⁴	
俏	俏	tɕʰio⁴⁴	
竅	窍	tɕʰio⁴⁴	
樵	樵	dʑio²²	
朝	朝	dʑio²²	朝代
潮	潮	dʑio²²	
趙	赵	dʑio²²	
喬	乔	dʑio²²	
僑	侨	dʑio²²	
橋	桥	dʑio²²	
蕎	荞	dʑio²²	
轎	轿	dʑio¹³	
饒	饶	ȵio²²	
堯	尧	ȵio²²	
擾	扰	ȵio¹³	
繞	绕	ȵio¹³	
鳥	鸟	ȵio¹³	文讀
尿	尿	ȵio¹³	
消	消	ɕio⁵¹	
宵	宵	ɕio⁵¹	
霄	霄	ɕio⁵¹	
硝	硝	ɕio⁵¹	
銷	销	ɕio⁵¹	
燒	烧	ɕio⁵¹	
枵	枵	ɕio⁵¹	
囂	嚣	ɕio⁵¹	
蕭	萧	ɕio⁵¹	
簫	箫	ɕio⁵¹	
小	小	ɕio³⁴	
少	少	ɕio³⁴	多少
曉	晓	ɕio³⁴	
孝	孝	ɕio⁴⁴	文讀
笑	笑	ɕio⁴⁴	
鞘	鞘	ɕio⁴⁴	
少	少	ɕio⁴⁴	少年
韶	韶	ʑio¹³	
紹	绍	ʑio¹³	
邵	邵	ʑio¹³	
餚	肴	ɦio²²	
淆	淆	ɦio²²	
搖	摇	ɦio²²	
謠	谣	ɦio²²	
窯	窑	ɦio²²	
姚	姚	ɦio²²	
效	效	ɦio¹³	
校	校	ɦio¹³	學校
校	校	ɦio¹³	上校
兆	兆	ɦio¹³	
召	召	ɦio¹³	
耀	耀	ɦio¹³	
鷂	鹞	ɦio¹³	
妖	妖	io⁵¹	
邀	邀	io⁵¹	
腰	腰	io⁵¹	
要	要	io⁵¹	要求
幺	幺	io⁵¹	幺二三
吆	吆	io⁵¹	吆喝
舀	舀	io³⁴	舀水
杳	杳	io³⁴	
要	要	io⁴⁴	想要，重要
哈	哈	huo⁵¹	哈欠
花	花	huo⁵¹	
蝦	虾	huo³⁴	
化	化	huo⁴⁴	
霞	霞	ɦuo²²	白讀，如：霞浦張，地名
華	华	ɦuo²²	中華
鏵	铧	ɦuo²²	
下	下	ɦuo¹³	
夏	夏	ɦuo¹³	姓
夏	夏	ɦuo¹³	春夏
廈	厦	ɦuo¹³	
暇	暇	ɦuo¹³	
華	华	ɦuo¹³	華山，姓
樺	桦	ɦuo¹³	
畫	画	ɦuo¹³	
話	话	ɦuo¹³	
鴉	鸦	uo⁵¹	白讀
丫	丫	uo⁵¹	丫頭
椏	椏	uo⁵¹	椏杈
划	划	uo⁵¹	划船
蛙	蛙	uo⁵¹	
窪	洼	uo⁵¹	
啞	哑	uo³⁴	
掗	挜	uo⁴⁴	掗賣：強賣
爹	爹	te⁵¹	
呆	呆	te⁵¹	呆滯
戴	戴	te⁴⁴	姓，愛戴
胎	胎	tʰe⁵¹	
台	台	tʰe⁵¹	天台，台州
苔	苔	tʰe⁵¹	舌苔
梯	梯	tʰe⁵¹	白讀
態	态	tʰe⁴⁴	
貸	贷	tʰe⁴⁴	
臺	台	de²²	
苔	苔	de²²	青苔
擡	抬	de²²	
貸	贷	de¹³	又音
待	待	de¹³	
怠	怠	de¹³	
殆	殆	de¹³	
代	代	de¹³	
袋	袋	de¹³	
來	来	le²²	
災	灾	tse⁵¹	
栽	栽	tse⁵¹	
齋	斋	tse⁵¹	
皆	皆	tse⁵¹	
階	阶	tse⁵¹	文讀
宰	宰	tse³⁴	
載	载	tse³⁴	年載
再	再	tse⁴⁴	
載	载	tse⁴⁴	載重
載	载	tse⁴⁴	滿載
猜	猜	tsʰe⁵¹	
且	且	tsʰe³⁴	
彩	彩	tsʰe³⁴	
採	採	tsʰe³⁴	
睬	睬	tsʰe³⁴	
菜	菜	tsʰe⁴⁴	
才	才	dze²²	
材	材	dze²²	
財	财	dze²²	
茄	茄	dze¹³	茄子
在	在	dze¹³	
驗	验	ne¹³	又音，新
念	念	ne¹³	
耐	耐	ne¹³	
裁	裁	ze²²	
該	该	ke⁵¹	
改	改	ke³⁴	
概	概	ke⁴⁴	
溉	溉	ke⁴⁴	
蓋	盖	ke⁴⁴	
丐	丐	ke⁴⁴	
開	开	kʰe⁵¹	
凱	凯	kʰe³⁴	
慨	慨	kʰe³⁴	
看	看	kʰe⁴⁴	表嘗試的標記詞，如：試試看
戤	戤	ɡe¹³	斜靠，依仗
呆	呆	ŋe²²	呆板
捱	捱	ŋe²²	捱打，捱罵
礙	碍	ŋe¹³	
艾	艾	ŋe¹³	
岸	岸	ŋe¹³	
海	海	he³⁴	
孩	孩	ɦe²²	
諧	谐	ɦe²²	又音
亥	亥	ɦe¹³	
害	害	ɦe¹³	
駭	骇	ɦe¹³	
械	械	ɦe¹³	又音
懈	懈	ɦe¹³	
哀	哀	e⁵¹	
埃	埃	e⁵¹	塵埃
愛	爱	e⁴⁴	
藹	蔼	e⁴⁴	和藹
班	班	pɛ⁵¹	
斑	斑	pɛ⁵¹	
頒	颁	pɛ⁵¹	
扳	扳	pɛ⁵¹	
般	般	pɛ⁵¹	
板	板	pɛ³⁴	
版	版	pɛ³⁴	
扮	扮	pɛ⁴⁴	
絆	绊	pɛ⁴⁴	
攀	攀	pʰɛ⁵¹	
盼	盼	pʰɛ⁴⁴	
襻	襻	pʰɛ⁴⁴	紐襻
帕	帕	pʰɛ⁴⁴	兒化音，如：絹帕（手帕）
爿	爿	bɛ²²	
牌	牌	bɛ¹³	兒化音
瓣	瓣	bɛ¹³	
辦	办	bɛ¹³	
蠻	蛮	ʔmɛ⁵¹	很
埋	埋	mɛ²²	
蠻	蛮	mɛ²²	
邁	迈	mɛ¹³	
貓	猫	mɛ¹³	兒化音
慢	慢	mɛ¹³	
漫	漫	mɛ¹³	又音
幔	幔	mɛ¹³	又音
晚	晚	mɛ¹³	白讀
萬	万	mɛ¹³	麻將牌
蔓	蔓	mɛ¹³	
藩	藩	fɛ⁵¹	
翻	翻	fɛ⁵¹	
番	番	fɛ⁵¹	
覅	覅	fɛ⁵¹	不要
反	反	fɛ³⁴	
泛	泛	fɛ⁴⁴	
販	贩	fɛ⁴⁴	
凡	凡	vɛ²²	
帆	帆	vɛ²²	
煩	烦	vɛ²²	
礬	矾	vɛ²²	
繁	繁	vɛ²²	
範	范	vɛ¹³	
犯	犯	vɛ¹³	
飯	饭	vɛ¹³	
晚	晚	vɛ¹³	文讀
萬	万	vɛ¹³	
耽	耽	tɛ⁵¹	
擔	担	tɛ⁵¹	擔任
丹	丹	tɛ⁵¹	
單	单	tɛ⁵¹	
膽	胆	tɛ³⁴	
撣	掸	tɛ³⁴	雞毛撣子
擔	担	tɛ⁴⁴	挑擔
旦	旦	tɛ⁴⁴	
貪	贪	tʰɛ⁵¹	又音
坍	坍	tʰɛ⁵¹	
灘	滩	tʰɛ⁵¹	
攤	摊	tʰɛ⁵¹	
毯	毯	tʰɛ³⁴	
坦	坦	tʰɛ³⁴	
探	探	tʰɛ⁴⁴	又音
炭	炭	tʰɛ⁴⁴	
嘆	叹	tʰɛ⁴⁴	
潭	潭	dɛ²²	又音
譚	谭	dɛ²²	
談	谈	dɛ²²	
檀	檀	dɛ²²	
壇	坛	dɛ²²	
彈	弹	dɛ²²	彈琴
痰	痰	dɛ¹³	
淡	淡	dɛ¹³	
誕	诞	dɛ¹³	
但	但	dɛ¹³	
彈	弹	dɛ¹³	子彈
蛋	蛋	dɛ¹³	
藍	蓝	lɛ²²	
籃	篮	lɛ²²	
蘭	兰	lɛ²²	
攔	拦	lɛ²²	
欄	栏	lɛ²²	
覽	览	lɛ¹³	
攬	揽	lɛ¹³	
欖	榄	lɛ¹³	
濫	滥	lɛ¹³	
纜	缆	lɛ¹³	
懶	懒	lɛ¹³	
爛	烂	lɛ¹³	
簪	簪	tsɛ⁵¹	又音
斬	斩	tsɛ⁵¹	
盞	盏	tsɛ³⁴	
蘸	蘸	tsɛ⁴⁴	
贊	赞	tsɛ⁴⁴	
灒	灒	tsɛ⁴⁴	濺
參	参	tsʰɛ⁵¹	文讀
攙	搀	tsʰɛ⁵¹	
慘	惨	tsʰɛ³⁴	
鏟	铲	tsʰɛ³⁴	
產	产	tsʰɛ³⁴	
餐	餐	tsʰɛ⁴⁴	
燦	灿	tsʰɛ⁴⁴	
慚	惭	dzɛ²²	
讒	谗	dzɛ²²	
饞	馋	dzɛ²²	
殘	残	dzɛ²²	
暫	暂	dzɛ¹³	
站	站	dzɛ¹³	
賺	赚	dzɛ¹³	
綻	绽	dzɛ¹³	
棧	栈	dzɛ¹³	
奶	奶	ʔnɛ⁴⁴	兒化音，如：奶奶（乳汁）
難	难	nɛ²²	難易
難	难	nɛ¹³	患難
腮	腮	sɛ⁵¹	
鰓	鳃	sɛ⁵¹	
衰	衰	sɛ⁵¹	
三	三	sɛ⁵¹	
杉	杉	sɛ⁵¹	
衫	衫	sɛ⁵¹	
珊	珊	sɛ⁵¹	
山	山	sɛ⁵¹	
刪	删	sɛ⁵¹	
賽	赛	sɛ⁴⁴	
帥	帅	sɛ⁴⁴	
散	散	sɛ⁴⁴	
傘	伞	sɛ⁴⁴	
疝	疝	sɛ⁴⁴	
饞	馋	zɛ²²	饞唾水：唾沫
僝	僝	zɛ¹³	責罵、訓斥
尷	尴	kɛ⁵¹	
監	监	kɛ⁵¹	監察，監視，監牢
奸	奸	kɛ⁵¹	
間	间	kɛ⁵¹	房間，車間
橄	橄	kɛ³⁴	
減	减	kɛ³⁴	
礆	硷	kɛ³⁴	
襉	裥	kɛ³⁴	
揀	拣	kɛ³⁴	
監	监	kɛ⁴⁴	國子監
堪	堪	kʰɛ⁵¹	
龕	龛	kʰɛ⁵¹	
艦	舰	kʰɛ⁵¹	
刊	刊	kʰɛ⁵¹	
鉛	铅	kʰɛ⁵¹	
坎	坎	kʰɛ³⁴	
砍	砍	kʰɛ³⁴	
勘	勘	kʰɛ⁴⁴	
嵌	嵌	kʰɛ⁴⁴	
諫	谏	ɡɛ¹³	嘮叨，如：諫嘴諫得
巖	岩	ŋɛ²²	
顏	颜	ŋɛ²²	
眼	眼	ŋɛ¹³	
喊	喊	hɛ³⁴	
莧	苋	hɛ⁴⁴	莧菜
鹹	咸	ɦɛ²²	
銜	衔	ɦɛ²²	
閒	闲	ɦɛ²²	
閑	闲	ɦɛ²²	
陷	陷	ɦɛ¹³	
餡	馅	ɦɛ¹³	
限	限	ɦɛ¹³	
鴨	鸭	ɛ³⁴	兒化音
晏	晏	ɛ⁴⁴	晚
鰥	鳏	kuɛ⁵¹	
關	关	kuɛ⁵¹	
慣	惯	kuɛ⁴⁴	
筷	筷	kʰuɛ⁴⁴	
環	环	ɡuɛ¹³	白讀
摜	掼	ɡuɛ¹³	
儇	儇	huɛ⁵¹	聰明
甩	甩	huɛ⁴⁴	搖；如：甩頭（表示否定、無奈）
懷	怀	ɦuɛ²²	文讀，又音
槐	槐	ɦuɛ²²	又音
淮	淮	ɦuɛ²²	又音
玩	玩	ɦuɛ²²	古玩，遊玩；又音
頑	顽	ɦuɛ²²	
還	还	ɦuɛ²²	
幻	幻	ɦuɛ¹³	
環	环	ɦuɛ¹³	文讀
患	患	ɦuɛ¹³	
宦	宦	ɦuɛ¹³	
彎	弯	uɛ⁵¹	
灣	湾	uɛ⁵¹	
挽	挽	uɛ³⁴	
娃	娃	uɛ³⁴	兒化音；男孩
杯	杯	pai⁵¹	
碑	碑	pai⁵¹	
卑	卑	pai⁵¹	
悲	悲	pai⁵¹	
貝	贝	pai⁴⁴	
輩	辈	pai⁴⁴	
背	背	pai⁴⁴	
胚	胚	pʰai⁵¹	
坯	坯	pʰai⁵¹	
沛	沛	pʰai⁴⁴	
配	配	pʰai⁴⁴	
培	培	bai²²	
陪	陪	bai²²	
賠	赔	bai²²	
裴	裴	bai²²	
倍	倍	bai¹³	
佩	佩	bai¹³	
背	背	bai¹³	背誦
焙	焙	bai¹³	烘焙
被	被	bai¹³	被動
備	备	bai¹³	
梅	梅	mai²²	
枚	枚	mai²²	
媒	媒	mai²²	
煤	煤	mai²²	
眉	眉	mai²²	文讀
楣	楣	mai²²	
黴	霉	mai²²	
霉	霉	mai²²	
謎	谜	mai²²	兒化音，如：謎子（謎語）
每	每	mai¹³	
妹	妹	mai¹³	
昧	昧	mai¹³	
美	美	mai¹³	
媚	媚	mai¹³	
寐	寐	mai¹³	
𣍐	𣍐	vai²²	不會
堆	堆	tai⁵¹	
𠡒	𠡒	tai⁵¹	拉扯；𠡒腳：扯後腿
對	对	tai⁵¹	
推	推	tʰai⁵¹	
貪	贪	tʰai⁵¹	
腿	腿	tʰai³⁴	
退	退	tʰai⁴⁴	
蛻	蜕	tʰai⁴⁴	
探	探	tʰai⁴⁴	
窞	窞	dai²²	低窪、凹下的地方
頭	头	dai²²	頭兒化音，如：老頭伯
隊	队	dai¹³	
兌	兑	dai¹³	
雷	雷	lai²²	
屢	屡	lai¹³	
儡	儡	lai¹³	
累	累	lai¹³	
壘	垒	lai¹³	
類	类	lai¹³	
最	最	tsai⁵¹	
追	追	tsai⁵¹	
錐	锥	tsai⁵¹	
簪	簪	tsai⁵¹	
綴	缀	tsai⁴⁴	
贅	赘	tsai⁴⁴	
醉	醉	tsai⁴⁴	
催	催	tsʰai⁵¹	
崔	崔	tsʰai⁵¹	
吹	吹	tsʰai⁵¹	文讀
炊	炊	tsʰai⁵¹	
參	参	tsʰai⁵¹	白讀；參隊：交朋友
𢶀	𢶀	tsʰai³⁴	扭扯；如：𢶀頭髮、𢶀耳朵
脆	脆	tsʰai⁴⁴	
翠	翠	tsʰai⁴⁴	
粹	粹	tsʰai⁴⁴	又音
☐	☐	dzai¹³	咋會合音；怎麼會
南	南	nai²²	
男	男	nai²²	
內	内	nai¹³	
