id	ini	fn	pt	單字	ipa调类	ipa调号	注釋						ɔ	184
3256	m	ian	213	名	mian213	mian2	姓～							
3257	l	ian	33	領	lian33	lian1	～导，衫～（衣领）							
3258	l	ian	33	嶺	lian33	lian1	～南[文]							
3259	l	ian	33	嶺	lian33	lian1	～岗[白]							
3260	l	ɐn	31	令	lɐn31	lɐn3	命～，口～							
3261	ts	ɐn	33	精	tsɐn33	tsɐn1	～神							
3262	ts	ɐn	33	晶	tsɐn33	tsɐn1	水～							
3263	ts	ɐn	33	睛	tsɐn33	tsɐn1	眼～							
3264	ts	ian	31	井	tsian31	tsian3	～水，～～有条							
3265	ts	ɐt	031	積	tsɐt31	tsɐt7	～极，累～							
3266	ts	iɛt	031	跡	tsiɛt31	tsiɛt7	～象，痕～[文]							
3267	ts	iɛt	031	跡	tsiɛt31	tsiɛt7	脚～，油～[白]							
3268	ts	iɛt	031	脊	tsiɛt31	tsiɛt7	～椎，背～							
3269	tsʰ	ɐn	33	清	tsʰɐn33	tsʰɐn1	～楚，～水[文]							
3270	tsʰ	ɐn	33	清	tsʰɐn33	tsʰɐn1	～明[白]							
3271	tsʰ	ian	31	請	tsʰian31	tsʰian3	～人，邀～							
3272	tsʰ	ɐn	213	情	tsʰɐn213	tsʰɐn2	感～，～节[文]							
3273	tsʰ	ɐn	213	情	tsʰɐn213	tsʰɐn2	亲～（亲戚）[白]							
3274	tsʰ	ian	213	晴	tsʰian213	tsʰian2	天～							
3275	tsʰ	ɐn	31	靜	tsʰɐn31	tsʰɐn3	安～							
3276	tsʰ	ɐn	31	靖	tsʰɐn31	tsʰɐn3	李～（人名）							
3277	tsʰ	ian	31	淨	tsʰian31	tsʰian3	干～							
3278	tsʰ	ɐt	055	籍	tsʰɐt5	tsʰɐt8a	祖～，～贯							
3279	tsʰ	ɐt	055	藉	tsʰɐt5	tsʰɐt8a	狼～							
3280	ɬ	ɐn	31	省	ɬɐn31	ɬɐn3	反～							
3281	ɬ	ɐn	451	性	ɬɐn451	ɬɐn5	～别，天～							
3282	ɬ	ian	451	姓	ɬian451	ɬian5	～名							
3283	tʰ	on	451	惜	tʰʊŋ451	tʰʊŋ5	疼爱[白]							
3284	ɬ	ɐt	031	惜	ɬɐt31	ɬɐt7	可～，珍～[文]							
3285	ɬ	ɐt	031	昔	ɬɐt31	ɬɐt7	～日，今～							
3286	tsʰ	iɛt	055	席	tsʰiɛt5	tsʰiɛt8a	酒～，主～							
3287	tsʰ	iɛt	055	蓆	tsʰiɛt5	tsʰiɛt8a	草～							
3288	ɬ	ɐt	031	夕	ɬɐt31	ɬɐt7	～阳							
3289	ts	ɐn	33	貞	tsɐn33	tsɐn1	～节							
3290	ts	ɐn	33	偵	tsɐn33	tsɐn1	～察，刑～							
3291	tsʰ	ɐn	213	逞	tsʰɐn213	tsʰɐn2	～能，得～							
3292	tsʰ	ɐn	213	呈	tsʰɐn213	tsʰɐn2	～现，辞～							
3293	tsʰ	ɐn	213	程	tsʰɐn213	tsʰɐn2	～度，路～[文]							
3294	tsʰ	ɐn	213	程	tsʰɐn213	tsʰɐn2	姓[白]							
3295	tsʰ	ɐn	31	鄭	tsʰɐn31	tsʰɐn3	～重；姓							
3296	ts	ɐn	33	正	tsɐn33	tsɐn1	～月							
3297	ts	ɐn	33	征	tsɐn33	tsɐn1	长～，特～							
3298	ts	ɐn	31	整	tsɐn31	tsɐn3	～体，完～[文]							
3299	ts	ɐn	31	整	tsɐn31	tsɐn3	修理，～车[白]							
3300	ts	ɐn	451	正	tsɐn451	tsɐn5	立～，～直[文]							
3301	ts	ɐn	451	正	tsɐn451	tsɐn5	～好，～来[白]							
3302	ts	ɐn	451	政	tsɐn451	tsɐn5	行～，～治							
3303	ts	ɐt	031	隻	tsɐt31	tsɐt7	两～							
3304	ts	ɐt	031	炙	tsɐt31	tsɐt7	烤火，～火							
3305	tsʰ	ɐt	031	赤	tsʰɐt31	tsʰɐt7	～色，～脚							
3306	tsʰ	ɐt	031	斥	tsʰɐt31	tsʰɐt7	排～，～责							
3307	tsʰ	ɐt	031	尺	tsʰɐt31	tsʰɐt7	～寸							
3308	s	a	451	射	sa451	sa5	～箭，发～							
3309	s	ɐn	33	聲	sɐn33	sɐn1	～音，笑～							
3310	s	ɐn	451	聖	sɐn451	sɐn5	神～，～水							
3311	ɬ	ɐt	031	適	ɬɐt31	ɬɐt7	～应，合～							
3312	ɬ	ɐt	031	釋	ɬɐt31	ɬɐt7	解～							
3313	s	ɐn	213	成	sɐn213	sɐn2	～功，完～[文]							
3314	tsʰ	ɐn	213	成	tsʰɐn213	tsʰɐn2	两～[白]							
3315	s	ɐn	213	成	sɐn213	sɐn2	事成，做～[白]							
3316	s	ɐn	213	城	sɐn213	sɐn2	～市，县～							
3317	tsʰ	ɐn	213	誠	tsʰɐn213	tsʰɐn2	真～，～实							
3318	s	ɐn	451	盛	sɐn451	sɐn5	兴～，茂～							
3319	s	ɐt	055	石	sɐt5	sɐt8a	～头，～榴							
3320	k	ian	31	頸	kian31	kian3	脖子							
3321	kʰ	ian	33	輕	kʰian33	kʰian1	年～，～松[文]							
3322	kʰ	ian	33	輕	kʰian33	kʰian1	不重；年～，～松[白]							
3323	j	ɐn	33	嬰	jɐn33	jɐn1	～儿							
3324	j	ɐn	33	纓	jɐn33	jɐn1	红～枪							
3325	j	ɐt	031	益	jɐt31	jɐt7	得～，有～							
3326	j	ɐn	213	盈	jɐn213	jɐn2	～利，～亏							
3327	j	ɐn	213	贏	jɐn213	jɐn2	～输							
3328	j	ɐt	055	亦	jɐt5	jɐt8a	～可以							
3329	j	ɐt	055	譯	jɐt5	jɐt8a	翻～							
3330	j	ɐt	055	易	jɐt5	jɐt8a	交～，贸～							
3331	j	ɐt	055	液	jɐt5	jɐt8a	～体，输～							
3332	h	iɛt	031	腋	hiɛt31	hiɛt7	～下							
3333	p	iɛt	031	壁	piɛt31	piɛt7	墙～							
3334	pʰ	ɐn	451	拼	pʰɐn451	pʰɐn5	～音							
3335	pʰ	iɛt	031	劈	pʰiɛt31	pʰiɛt7	～开，用刀～，雷～							
3336	pʰ	ɐt	031	霹	pʰɐt31	pʰɐt7	～雳舞							
3337	pʰ	ɐn	213	瓶	pʰɐn213	pʰɐn2	热水～							
3338	pʰ	ɐn	451	屏	pʰɐn451	pʰɐn5	～风，～障							
3339	pʰ	ɐn	213	萍	pʰɐn213	pʰɐn2	薸[训]							
3340	pʰ	ɐn	213	萍	pʰɐn213	pʰɐn2	～水相逢；人名用字							
3341	p	ɐn	451	並	pɐn451	pɐn5	～且，～排							
3342	m	ian	213	銘	mian213	mian2	～文，～刻							
3344	t	ɐn	33	丁	tɐn33	tɐn1	天干；姓							
3345	t	ɐn	33	釘	tɐn33	tɐn1	铁～[名]							
3346	t	a	31	頂	ta31	ta3	山～[白]							
3347	t	ɐn	31	頂	tɐn31	tɐn3	～唔得（顶不住）[文]							
3348	t	a	31	鼎	ta31	ta3	～盛							
3349	t	ɐn	33	釘	tɐn33	tɐn1	～铁钉[动]							
3350	t	an	451	訂	tan451	tan5	预～，～房间							
3351	t	ɐt	031	的	tɐt31	tɐt7	目～，～确							
3352	t	ɐt	031	滴	tɐt31	tɐt7	～水，两～							
3353	t	ɐt	031	嫡	tɐt31	tɐt7	～系，～亲，～子							
3354	tʰ	ɐn	33	聽	tʰɐn33	tʰɐn1	～话							
3355	tʰ	ɐn	33	廳	tʰɐn33	tʰɐn1	客～，～长							
3356	t	ɐn	33	汀	tɐn33	tɐn1	长～，～江（地名）							
3357	tʰ	ɐn	33	聽	tʰɐn33	tʰɐn1	听任，～佢（随他）							
3358	tʰ	ɐt	031	踢	tʰɐt31	tʰɐt7	～球							
3359	tʰ	ɐt	031	剔	tʰɐt31	tʰɐt7	挑～							
3360	tʰ	ɐn	213	亭	tʰɐn213	tʰɐn2	凉～							
3361	tʰ	ɐn	213	停	tʰɐn213	tʰɐn2	～止							
3362	tʰ	ɐn	213	廷	tʰɐn213	tʰɐn2	朝～							
3363	tʰ	ɐn	213	庭	tʰɐn213	tʰɐn2	家～，～院							
3364	tʰ	ɐn	213	蜓	tʰɐn213	tʰɐn2	蜻～							
3365	tʰ	ɐn	213	艇	tʰɐn213	tʰɐn2	快～，潜～							
3366	tʰ	eŋ	213	挺	tʰeŋ213	tʰeŋ2	坚～，叶～[文]							
3367	tʰ	eŋ	213	挺	tʰeŋ213	tʰeŋ2	～起来[白]							
3368	tʰ	ɐn	31	定	tʰɐn31	tʰɐn3	稳～；永～（地名）							
3369	tʰ	ɐt	055	笛	tʰɐt5	tʰɐt8a	笛子							
3370	tʰ	ɐt	055	敵	tʰɐt5	tʰɐt8a	～人							
3371	tʰ	ɐt	055	狄	tʰɐt5	tʰɐt8a	姓，～青							
3372	tʰ	ɐt	055	糴	tʰɐt5	tʰɐt8a	～米（买米）							
3373	n	ɐn	213	寧	nɐn213	nɐn2	安～；～波（地名）							
3374	n	ɐn	213	寧	nɐn213	nɐn2	～可							
3376	l	ɐn	213	靈	lɐn213	lɐn2	～活							
3377	l	ɐn	213	零	lɐn213	lɐn2	十～个，～头							
3378	l	ɐn	213	鈴	lɐn213	lɐn2	～声，风～							
3379	l	ɐn	213	伶	lɐn213	lɐn2	聪明～俐[文]							
3380	l	ɐn	213	伶	lɐn213	lɐn2	～俐（干净）[白]							
3381	j	i	31	翎	ji31	ji3	～毛，顶上花～							
3382	l	ɐn	31	另	lɐn31	lɐn3	～外							
3383	l	ɐt	055	歷	lɐt5	lɐt8a	～史，经～							
3384	l	ɐt	055	曆	lɐt5	lɐt8a	日～，～书							
3385	ts	ɐt	031	績	tsɐt31	tsɐt7	成～							
3386	tsʰ	ian	33	青	tsʰian33	tsʰian1	～色，～年							
3387	tsʰ	ian	33	蜻	tsʰian33	tsʰian1	～蜓							
3388	tsʰ	ɐt	031	戚	tsʰɐt31	tsʰɐt7	亲～；姓，～继光							
3389	ɬ	ok	031	寂	ɬʊk31	ɬʊk7	～寞							
3390	ɬ	ɐn	33	星	ɬɐn33	ɬɐn1	火～，～～[文]							
3391	ɬ	ɐn	33	星	ɬɐn33	ɬɐn1	～夜[白]							
3392	ɬ	ɐn	33	腥	ɬɐn33	ɬɐn1	～味[文]							
3393	ɬ	ɐn	33	腥	ɬɐn33	ɬɐn1	菜腥味，臭～[白]							
3394	ɬ	ɐn	33	腥	ɬɐn33	ɬɐn1	～味，臭镬～[白]							
3395	ɬ	ɐn	33	猩	ɬɐn33	ɬɐn1	大～～							
3396	ɬ	ian	31	醒	ɬian31	ɬian3	清～，～过来							
3397	ɬ	iɛt	031	錫	ɬiɛt31	ɬiɛt7	～纸；无～（地名）							
3398	ɬ	ɐt	031	析	ɬɐt31	ɬɐt7	分～[文]							
3399	ɬ	ɐt	031	析	ɬɐt31	ɬɐt7	量词，一～（一片）[白]							
3400	k	ɐn	33	經	kɐn33	kɐn1	念～，～济[文]							
3401	k	ɐn	451	徑	kɐn451	kɐn5	半～							
3402	k	ɐn	33	經	kɐn33	kɐn1	～纬，～线[文]							
3403	k	ɐn	33	經	kɐn33	kɐn1	～丝（蜘蛛织网）[白]							
3405	k	ɐt	031	擊	kɐt31	kɐt7	～中，打～							
3406	k	ɐt	031	激	kɐt31	kɐt7	～动							
3407	h	ɐn	33	馨	hɐn33	hɐn1	温～							
3408	h	ɐn	213	形	hɐn213	hɐn2	～状，地～							
3409	h	ɐn	213	型	hɐn213	hɐn2	～号，类～							
3410	h	ɐn	213	刑	hɐn213	hɐn2	判～，～法							
3411	kʰ	ɔn	451	礦	kʰɔŋ451	kʰɔŋ5	煤～，～工							
3412	v	ɐn	213	橫	vɐn213	vɐn2	～直							
3413	v	ɐn	213	橫	vɐn213	vɐn2	蛮～[文]							
3415	kʷ	ɐn	33	轟	kʷɐn33	kʷɐn1	～炸							
3416	f	on	213	宏	fʊŋ213	fʊŋ2	～大							
3417	f	ɐt	055	獲	fɐt5	fɐt8a	收～							
3418	v	ɐt	055	獲	vɐt5	vɐt8a	～奖							
3419	v	ɐt	055	劃	vɐt5	vɐt8a	计～，～线							
3420	h	on	33	兄	hʊŋ33	hʊŋ1	～弟							
3421	j	on	213	榮	jʊŋ213	jʊŋ2	光～，～誉							
3422	j	ɐn	31	永	jɐn31	jɐn3	～远							
3423	j	ɐn	31	泳	jɐn31	jɐn3	游～							
3424	j	un	31	詠	jun31	jun3	歌～							
3425	kʰ	ɐn	33	傾	kʰɐn33	kʰɐn1	～向，左～							
3426	kʰ	ɐn	31	頃	kʰɐn31	kʰɐn3	千～，～刻							
3427	kʰ	ɐn	213	瓊	kʰɐn213	kʰɐn2	～楼；人名用字							
3428	j	ɐn	213	營	jɐn213	jɐn2	国～，～养[文]							
3429	j	ɐn	213	營	jɐn213	jɐn2	～长[白]							
3430	kʰ	ɐn	31	穎	kʰɐn31	kʰɐn3	新～；邓～超（人名）							
3431	j	ɐt	055	疫	jɐt5	jɐt8a	～苗，防～站							
3432	j	ɐt	055	役	jɐt5	jɐt8a	战～							
3433	j	on	213	螢	jʊŋ213	jʊŋ2	～火虫							
3434	p	ok	031	卜	pʊk31	pʊk7	占～；姓							
3435	pʰ	ɐt	055	卜	pʰɐt5	pʰɐt8a	萝～							
3436	pʰ	ɔk	031	撲	pʰɔk31	pʰɔk7	反～，～灭							
3437	pʰ	ɔk	031	仆	pʰɔk31	pʰɔk7	倒下							
3438	pʰ	on	213	篷	pʰʊŋ213	pʰʊŋ2	帐～							
3439	pʰ	on	213	蓬	pʰʊŋ213	pʰʊŋ2	～勃；～莱（地名）							
3440	p	ok	031	僕	pʊk31	pʊk7	奴～，～人							
3441	pʰ	au	31	曝	pʰau31	pʰau3	～光，一～十寒							
3442	pʰ	au	31	瀑	pʰau31	pʰau3	～布							
3443	m	on	213	蒙	mʊŋ213	mʊŋ2	～蔽，天～～，～古（地名）							
3444	m	on	31	懵	mʊŋ31	mʊŋ3	～懂							
3445	m	ok	031	木	mʊk31	mʊk7	～工							
3446	t	oŋ	33	東	tʊŋ33	tʊŋ1	东南西北							
3447	t	oŋ	31	董	tʊŋ31	tʊŋ3	古～；姓，～存瑞							
3448	t	oŋ	31	懂	tʊŋ31	tʊŋ3	懵～，唔懂（不懂）							
3449	t	oŋ	451	凍	tʊŋ451	tʊŋ5	冰～，～伤							
3450	t	oŋ	451	棟	tʊŋ451	tʊŋ5	～梁；两～							
3451	tʰ	oŋ	33	通	tʰʊŋ33	tʰʊŋ1	～过，～风，打～							
3452	tʰ	oŋ	31	桶	tʰʊŋ31	tʰʊŋ3	水～							
3453	tʰ	oŋ	31	捅	tʰʊŋ31	tʰʊŋ3	～破							
3454	tʰ	oŋ	451	痛	tʰʊŋ451	tʰʊŋ5	～苦							
3455	tʰ	ɔk	031	禿	tʰɔk31	tʰɔk7	～头							
3456	tʰ	oŋ	213	同	tʰʊŋ213	tʰʊŋ2	相～，～学							
3457	tʰ	oŋ	213	銅	tʰʊŋ213	tʰʊŋ2	金银～铁							
3458	tʰ	oŋ	213	桐	tʰʊŋ213	tʰʊŋ2	～油，梧～							
3459	tʰ	oŋ	213	筒	tʰʊŋ213	tʰʊŋ2	电～，话～							
3460	tʰ	oŋ	213	童	tʰʊŋ213	tʰʊŋ2	～年，儿～							
3461	tʰ	oŋ	213	瞳	tʰʊŋ213	tʰʊŋ2	～孔							
3462	tʰ	oŋ	31	動	tʰʊŋ31	tʰʊŋ3	～作[文]							
3463	ȵ	ok	055	動	ȵʊk5	ȵʊk8a	～来～去[白]							
3464	tʰ	on	31	洞	tʰʊŋ31	tʰʊŋ3	山～，～察							
3465	tʰ	ok	055	獨	tʰʊk5	tʰʊk8a	单～，～立							
3466	tʰ	ok	055	讀	tʰʊk5	tʰʊk8a	～书，阅～							
3467	l	oŋ	213	籠	lʊŋ213	lʊŋ2	鸟～，～罩							
3468	l	oŋ	33	聾	lʊŋ33	lʊŋ1	耳～							
3469	l	oŋ	31	攏	lʊŋ31	lʊŋ3	靠～，～总（一共）							
3470	l	oŋ	31	弄	lʊŋ31	lʊŋ3	玩～							
3471	l	ok	055	鹿	lʊk5	lʊk8a	～角，梅花～							
3472	ts	oŋ	33	椶	tsʊŋ33	tsʊŋ1	～树，～色							
3473	ts	oŋ	33	鬃	tsʊŋ33	tsʊŋ1	马～，猪～							
3474	ts	oŋ	31	總	tsʊŋ31	tsʊŋ3	～共，汇～							
3475	ts	oŋ	451	糉	tsʊŋ451	tsʊŋ5	粽子							
3476	tsʰ	oŋ	33	聰	tsʰʊŋ33	tsʰʊŋ1	～明							
3477	tsʰ	oŋ	33	蔥	tsʰʊŋ33	tsʰʊŋ1	葱							
3478	tsʰ	oŋ	33	囪	tsʰʊŋ33	tsʰʊŋ1	烟～							
3479	tsʰ	oŋ	213	叢	tsʰʊŋ213	tsʰʊŋ2	草～，～书							
3480	tsʰ	ok	055	族	tsʰʊk5	tsʰʊk8a	～长，民～							
3481	ɬ	oŋ	451	送	ɬʊŋ451	ɬʊŋ5	～人							
3482	tsʰ	ok	031	速	tsʰʊk31	tsʰʊk7	～度							
3483	k	oŋ	33	公	kʊŋ33	kʊŋ1	～安，办～							
3484	k	oŋ	33	蚣	kʊŋ33	kʊŋ1	蜈～							
3485	k	oŋ	33	工	kʊŋ33	kʊŋ1	～人，打～							
3486	k	oŋ	33	功	kʊŋ33	kʊŋ1	～夫，成～							
3487	k	oŋ	33	攻	kʊŋ33	kʊŋ1	～击，进～							
3488	k	on	451	貢	kʊŋ451	kʊŋ5	～献							
3489	k	ok	031	穀	kʊk31	kʊk7	五～							
3490	k	ok	031	谷	kʊk31	kʊk7	山～							
3491	kʰ	on	33	空	kʰʊŋ33	kʰʊŋ1	～虚，天～							
3492	kʰ	on	33	空	kʰʊŋ33	kʰʊŋ1	～缺							
3493	kʰ	on	31	孔	kʰʊŋ31	kʰʊŋ3	钻～；姓，～子							
3494	kʰ	on	451	控	kʰʊŋ451	kʰʊŋ5	～制							
3495	kʰ	ok	031	哭	kʰʊk31	kʰʊk7	～泣							
3496	h	oŋ	451	烘	hʊŋ451	hʊŋ5	～干							
3497	h	oŋ	31	哄	hʊŋ31	hʊŋ3	～骗							
3498	f	on	213	紅	fʊŋ213	fʊŋ2	～色							
3499	f	on	213	洪	fʊŋ213	fʊŋ2	～水；姓，～秀全							
3500	f	on	213	鴻	fʊŋ213	fʊŋ2	大展～图							
3501	k	on	451	汞	kʊŋ451	kʊŋ5	水银，～柱							
3502	f	ok	055	斛	fʊk5	fʊk8a	石～（中药）							
3503	j	on	33	翁	jʊŋ33	jʊŋ1	白头～；姓							
3504	ʔ	ɐn	33	甕	ʔɐn33	ʔɐn1	小口大肚陶器							
3505	ʔ	ok	031	屋	ʔʊk31	ʔʊk7	老～							
3506	t	on	33	冬	tʊŋ33	tʊŋ1	过～，～节（冬至）							
3507	t	ok	031	篤	tʊk31	tʊk7	～信，～定							
3508	t	ok	031	督	tʊk31	tʊk7	～促，监～							
3509	tʰ	oŋ	31	統	tʰʊŋ31	tʰʊŋ3	～一，总～							
3510	tʰ	ok	055	毒	tʰʊk5	tʰʊk8a	中～，～药							
3511	n	oŋ	213	農	nʊŋ213	nʊŋ2	～村							
3512	n	oŋ	213	膿	nʊŋ213	nʊŋ2	化～							
3513	ts	oŋ	33	宗	tsʊŋ33	tsʊŋ1	祖～，～教							
3514	ts	oŋ	33	綜	tsʊŋ33	tsʊŋ1	～合；织布机上的综							
3515	ɬ	oŋ	33	鬆	ɬʊŋ33	ɬʊŋ1	轻～，放～							
3516	ɬ	oŋ	451	宋	ɬʊŋ451	ɬʊŋ5	～朝；姓，～美龄							
3517	kʰ	u	451	酷	kʰu451	kʰu5	残～							
3518	ʔ	ɔ	451	沃	ʔɔ451	ʔɔ5	肥～							
3519	f	on	33	風	fʊŋ33	fʊŋ1	大～，～气							
3520	f	on	33	楓	fʊŋ33	fʊŋ1	～树，～叶							
3521	f	on	33	瘋	fʊŋ33	fʊŋ1	～狂							
3522	f	on	451	諷	fʊŋ451	fʊŋ5	～刺							
3523	f	ok	031	福	fʊk31	fʊk7	～气，享～							
3524	f	ok	031	幅	fʊk31	fʊk7	一～画，～度							
3525	f	ok	031	蝠	fʊk31	fʊk7	蝙～							
3526	f	ok	031	辐	fʊk31	fʊk7	～射							
3527	f	ok	031	複	fʊk31	fʊk7	重～，～印，～写纸							
3528	f	ok	031	腹	fʊk31	fʊk7	心～，收～							
3529	f	on	33	豐	fʊŋ33	fʊŋ1	～收							
3530	f	ok	031	覆	fʊk31	fʊk7	～盖[文]							
3531	pʰ	ok	031	覆	pʰʊk31	pʰʊk7	倒扣，碗倒扣在桌面[白]							
3532	f	oŋ	213	馮	fʊŋ213	fʊŋ2	姓							
3533	f	oŋ	31	鳳	fʊŋ31	fʊŋ3	～凰							
3534	f	ok	055	服	fʊk5	fʊk8a	～务							
3535	f	ok	055	伏	fʊk5	fʊk8a	三～，起～[文]							
3536	pʰ	ok	055	伏	pʰʊk5	pʰʊk8a	趴，在桌子上趴着睡[白]							
3537	f	ok	055	袱	fʊk5	fʊk8a	包～							
3538	f	ok	031	復	fʊk31	fʊk7	恢～，～原，报～							
3539	m	on	31	夢	mʊŋ31	mʊŋ3	发～							
3540	m	ok	031	目	mʊk31	mʊk7	～的；节～							
3541	m	ok	031	穆	mʊk31	mʊk7	姓，～桂英							
3542	m	ok	055	牧	mʊk5	mʊk8a	放～，畜～局							
3543	l	oŋ	213	隆	lʊŋ213	lʊŋ2	兴～，～重							
3544	l	ok	031	六	lʊk31	lʊk7	数字							
3545	l	ok	055	陸	lʊk5	lʊk8a	大～，～续							
3546	ɬ	oŋ	213	嵩	ɬʊŋ213	ɬʊŋ2	～山；严～（人名）							
3547	ɬ	ok	031	肅	ɬʊk31	ɬʊk7	严～							
3548	ɬ	ok	031	宿	ɬʊk31	ɬʊk7	～舍，住～							
3549	ts	oŋ	33	中	tsʊŋ33	tsʊŋ1	～间，～秋[文]							
3550	ts	oŋ	33	中	tsʊŋ33	tsʊŋ1	～央；头顶物，～头帕[白]							
3551	ts	oŋ	33	忠	tsʊŋ33	tsʊŋ1	～心							
3552	ts	oŋ	451	中	tsʊŋ451	tsʊŋ5	射～，～状元							
3553	ts	ok	031	竹	tsʊk31	tsʊk7	～叶							
3554	tsʰ	ok	031	築	tsʰʊk31	tsʰʊk7	建～							
3555	tsʰ	ok	031	畜	tsʰʊk31	tsʰʊk7	牲～，～牲							
3556	tsʰ	oŋ	213	蟲	tsʰʊŋ213	tsʰʊŋ2	害～							
3557	tsʰ	oŋ	31	仲	tsʰʊŋ31	tsʰʊŋ3	伯～叔；杜～（中药）							
3558	tsʰ	ok	055	逐	tsʰʊk5	tsʰʊk8a	～渐，驱～							
3559	tsʰ	ok	055	軸	tsʰʊk5	tsʰʊk8a	压～，～承							
3560	ɬ	oŋ	213	崇	ɬʊŋ213	ɬʊŋ2	～高，推～							
3561	ɬ	ok	031	縮	ɬʊk31	ɬʊk7	压～，～小							
3562	ts	oŋ	33	終	tsʊŋ33	tsʊŋ1	～于，始～							
3563	ts	oŋ	451	眾	tsʊŋ451	tsʊŋ5	群～							
3564	ts	ok	031	祝	tsʊk31	tsʊk7	～贺，庆～							
3565	ts	ok	031	粥	tsʊk31	tsʊk7	煮～							
3566	tsʰ	oŋ	33	充	tsʰʊŋ33	tsʰʊŋ1	～分，冒～							
3567	tʰ	oŋ	31	銃	tʰʊŋ31	tʰʊŋ3	打鸟的土枪，放～							
3568	s	ok	031	叔	sʊk31	sʊk7	二～，～～							
3569	s	ok	055	熟	sʊk5	sʊk8a	煮～，～悉							
3570	ɬ	ok	031	淑	ɬʊk31	ɬʊk7	～女，贤～							
3571	j	oŋ	213	戎	jʊŋ213	jʊŋ2	～马生涯							
3572	j	oŋ	213	絨	jʊŋ213	jʊŋ2	灯芯～，～毛							
3573	ȵ	ok	031	肉	ȵʊk31	ȵʊk7	猪～							
3574	k	oŋ	33	弓	kʊŋ33	kʊŋ1	～箭							
3575	k	oŋ	33	躬	kʊŋ33	kʊŋ1	鞠～							
3576	k	oŋ	33	宮	kʊŋ33	kʊŋ1	～殿，大闹天～							
3577	k	ok	031	菊	kʊk31	kʊk7	～花							
3578	kʰ	ok	031	麴	kʰʊk31	kʰʊk7	酒～							
3579	kʰ	oŋ	213	窮	kʰʊŋ213	kʰʊŋ2	～人，无～							
3580	tsʰ	ok	031	畜	tsʰʊk31	tsʰʊk7	～牧局							
3581	tsʰ	ok	031	蓄	tsʰʊk31	tsʰʊk7	储～，～水							
3582	v	ɐt	031	郁	vɐt31	vɐt7	抑～；～金香；姓							
3583	s	oŋ	213	熊	sʊŋ213	sʊŋ2	～猫							
3584	s	oŋ	213	雄	sʊŋ213	sʊŋ2	英～							
3585	j	oŋ	213	融	jʊŋ213	jʊŋ2	～化；孔～（人名）							
3586	j	ok	031	育	jʊk31	jʊk7	教～							
3587	f	on	33	封	fʊŋ33	fʊŋ1	密～							
3588	f	on	33	峰	fʊŋ33	fʊŋ1	山～							
3589	f	on	33	蜂	fʊŋ33	fʊŋ1	蜜～							
3590	f	on	33	鋒	fʊŋ33	fʊŋ1	～利；雷～（人名）							
3591	p	on	31	捧	pʊŋ31	pʊŋ3	吹～							
3592	f	oŋ	213	逢	fʊŋ213	fʊŋ2	相～，～年过节[文]							
3593	pʰ	on	451	逢	pʰʊŋ451	pʰʊŋ5	～到（遇到）[白]							
3594	f	oŋ	213	縫	fʊŋ213	fʊŋ2	裁～							
3595	f	oŋ	31	奉	fʊŋ31	fʊŋ3	～献，～承							
3596	s	oŋ	31	俸	sʊŋ31	sʊŋ3	～禄，薪～							
3597	f	oŋ	213	縫	fʊŋ213	fʊŋ2	一条～，裂线～							
3598	n	oŋ	213	濃	nʊŋ213	nʊŋ2	～厚[文]							
3599	j	oŋ	213	濃	jʊŋ213	jʊŋ2	～淡；稠密[白]							
3600	l	oŋ	213	龍	lʊŋ213	lʊŋ2	～头							
3601	l	oŋ	31	壟	lʊŋ31	lʊŋ3	～断							
3602	l	ok	055	綠	lʊk5	lʊk8a	～色							
3603	l	ok	055	錄	lʊk5	lʊk8a	记～，～取							
3604	ts	oŋ	33	蹤	tsʊŋ33	tsʊŋ1	失～，～影							
3605	tsʰ	oŋ	213	縱	tsʰʊŋ213	tsʰʊŋ2	～横，放～							
3606	ts	ok	031	足	tsʊk31	tsʊk7	～球，满～							
3607	tsʰ	oŋ	213	從	tsʰʊŋ213	tsʰʊŋ2	～容							
3608	tsʰ	ok	031	促	tsʰʊk31	tsʰʊk7	督～，～进							
3609	tsʰ	oŋ	213	從	tsʰʊŋ213	tsʰʊŋ2	跟～，～来							
3610	tsʰ	oŋ	213	慫	tsʰʊŋ213	tsʰʊŋ2	～恿							
3611	ɬ	ok	031	粟	ɬʊk31	ɬʊk7	包～，～米，～子粄							
3612	tsʰ	oŋ	213	松	tsʰʊŋ213	tsʰʊŋ2	～树							
3613	tsʰ	oŋ	31	誦	tsʰʊŋ31	tsʰʊŋ3	背～							
3614	tsʰ	oŋ	31	頌	tsʰʊŋ31	tsʰʊŋ3	歌～							
3615	tsʰ	oŋ	31	訟	tsʰʊŋ31	tsʰʊŋ3	诉～							
3616	ɬ	ok	055	俗	ɬʊk5	ɬʊk8a	风～							
3617	tsʰ	ok	055	續	tsʰʊk5	tsʰʊk8a	继～，～集							
3618	h	oŋ	213	寵	hʊŋ213	hʊŋ2	～爱，得～							
3619	tsʰ	oŋ	213	重	tsʰʊŋ213	tsʰʊŋ2	～复							
3620	tsʰ	oŋ	31	重	tsʰʊŋ31	tsʰʊŋ3	～量[文]							
3621	tsʰ	oŋ	33	重	tsʰʊŋ33	tsʰʊŋ1	轻～[白]							
3622	ts	oŋ	33	鐘	tsʊŋ33	tsʊŋ1	两点～，闹～							
