j	①優[西鄉、北鄉、城關]憂[西鄉、北鄉、城關]幽[西鄉、北鄉、城關]悠[西鄉、北鄉、城關]②油[西鄉、北鄉、城關]尤[西鄉、北鄉、城關]疣[西鄉、北鄉、城關]郵[西鄉、北鄉、城關]猶[西鄉、北鄉、城關]由[西鄉、北鄉、城關]蚰[西鄉、北鄉、城關]蝣[西鄉、北鄉、城關]游[西鄉、北鄉、城關]遊[西鄉、北鄉、城關]牛[西鄉、北鄉、城關]③有[西鄉、北鄉、城關]黝[西鄉、北鄉、城關]友[西鄉、北鄉、城關]酉[西鄉、北鄉、城關]莠[西鄉、北鄉、城關]⑤右[西鄉、北鄉、城關]又[西鄉、北鄉、城關]宥[西鄉、北鄉、城關]佑[西鄉、北鄉、城關]祐[西鄉、北鄉、城關]侑[西鄉、北鄉、城關]柚[西鄉、北鄉、城關]幼[西鄉、北鄉、城關]鼬[西鄉、北鄉、城關]釉[西鄉、北鄉、城關]						
#ɛ̃							
p	①般[文讀：一~丨平凡也]班斑頒扳③板版坂拌[棄也]⑤瓣辦畈[白讀：歇~]範[防~]扮						
pʰ	①翻[白讀]攀番[又音]②番[一~]𤖭爿[「𤖭」俗字]⑤襻盼爿[又音]						
mᵇ	①眽[略視也丨或為麥韻之轉]②蠻⑤慢漫[文讀：浪~]嫚蔓謾曼[人名]						
f	①翻[又音]番[~茄]藩帆幡②凡煩樊繁③反返⑤畈范犯泛販梵飯						
t	①單丹擔耽鄲②痰[白讀：不明本調]③膽撣疸⑤誕擔[一~]但蛋淡氮憚彈[動~]						
tʰ	①貪灘癱攤坍②談彈[~簧]譚痰覃壇潭壇罈③袒坦毯⑤歎炭碳探						
l	②藍難[困~]南楠攔籣蘭斕喃襤嵐腩婪欄瀾③懶攬懶爁覽纜漤⑤難[災~]爛濫						
k	①乾甘柑竿肝③䇞趕感桿橄衦[俗字擀]揀[白讀]⑤幹贛淦						
kʰ	①看[~門]堪刊龕鹐[禽鳥啄也]磡嵌[白讀]鉛[白讀]③砍坎侃檻艦⑤闞瞰看[~見]						
x	①憨②寒韓涵函晗閒[白讀]銜酣鹹[白讀]蝦[水~丨蛙也]③罕[「䍐」俗字]䍐喊[東鄉]⑤翰汗漢瀚悍焊熯[~飯]陷[白讀]莧						
ŋ	①安[北鄉]鞍[北鄉]庵[北鄉]鵪[北鄉]③唵[北鄉音丨食貌]⑤暗[北鄉]晏[北鄉]案[北鄉]岸[北鄉]按[北鄉]						
ʔ	①鞍鵪						
ts	①簪②㜺[美也丨字從俗有疑]⑤讚鏨䟅[相磓也]						
tsʰ	①參[~加]餐䱗[~條]摻②殘慚蠶③慘⑤燦澯						
s	①三③散[~碎]傘饊⑤散[動詞]						
tʃ	①□[割也]□[言相弄也]③斬嶃盞⑤綻站蘸栈戰[主流]湛暫						
tʃʰ	①攙②嚵潺饞孱③產鏟剷⑤懺						
ʃ	①山刪杉衫珊姍⑤柵[園~子]						
ʒ	①安庵②然燃髯③唵[食貌]苒[禾也丨韭菜~]⑤暗晏案岸按						
#ɐ̃							
p	①般[西鄉、中部三鎮]班[西鄉、中部三鎮]斑[西鄉、中部三鎮]頒[西鄉、中部三鎮]扳[西鄉、中部三鎮]③板[西鄉、中部三鎮]版[西鄉、中部三鎮]拌[西鄉、中部三鎮音丨棄也]坂[西鄉、中部三鎮]⑤瓣[西鄉、中部三鎮]辦[西鄉、中部三鎮]範[西鄉、中部三鎮]扮[西鄉、中部三鎮]						
pʰ	①翻[西鄉、中部三鎮]攀[西鄉、中部三鎮]②藩[西鄉、中部三鎮]⑤襻[西鄉、中部三鎮]盼[西鄉、中部三鎮]番[西鄉、中部三鎮音丨一~]爿[「𤖭」俗字]						
mᵇ	①眽[西鄉、中部三鎮]②蠻[西鄉、中部三鎮]⑤慢[西鄉、中部三鎮]漫[西鄉、中部三鎮]嫚[西鄉、中部三鎮]蔓[西鄉、中部三鎮]謾[西鄉、中部三鎮]曼[西鄉、中部三鎮]						
f	①翻[西鄉、中部三鎮]番[西鄉、中部三鎮]藩[西鄉、中部三鎮]帆[西鄉、中部三鎮]幡[西鄉、中部三鎮]②凡[西鄉、中部三鎮]煩[西鄉、中部三鎮]樊[西鄉、中部三鎮]繁[西鄉、中部三鎮]③反[西鄉、中部三鎮]返[西鄉、中部三鎮]⑤畈[西鄉、中部三鎮]范[西鄉、中部三鎮]犯[西鄉、中部三鎮]泛[西鄉、中部三鎮]販[西鄉、中部三鎮]梵[西鄉、中部三鎮]飯[西鄉、中部三鎮]						
t	①單[西鄉、中部三鎮]丹[西鄉、中部三鎮]擔[西鄉、中部三鎮]耽[西鄉、中部三鎮]鄲[西鄉、中部三鎮]②痰[西鄉、中部三鎮]③膽[西鄉、中部三鎮]撣[西鄉、中部三鎮]疸[西鄉、中部三鎮]⑤誕[西鄉、中部三鎮]擔[西鄉、中部三鎮]但蛋[西鄉、中部三鎮]淡[西鄉、中部三鎮]氮[西鄉、中部三鎮]憚[西鄉、中部三鎮]搭[西鄉、中部三鎮丨又音丨「tɐʔ」之轉也]彈[西鄉、中部三鎮丨動~]						
tʰ	①貪[西鄉、中部三鎮]灘[西鄉、中部三鎮]癱[西鄉、中部三鎮]攤[西鄉、中部三鎮]坍[西鄉、中部三鎮]②談[西鄉、中部三鎮]彈[西鄉、中部三鎮音丨~簧]譚[西鄉、中部三鎮]痰[西鄉、中部三鎮]覃[西鄉、中部三鎮]壇[西鄉、中部三鎮]潭[西鄉、中部三鎮]壇[西鄉、中部三鎮]罈[西鄉、中部三鎮]③袒[西鄉、中部三鎮]坦[西鄉、中部三鎮]毯[西鄉、中部三鎮]⑤歎[西鄉、中部三鎮]炭[西鄉、中部三鎮]碳[西鄉、中部三鎮]探[西鄉、中部三鎮]						
l	②藍[西鄉、中部三鎮]難[西鄉、中部三鎮音丨困~]南[西鄉、中部三鎮]楠[西鄉、中部三鎮]攔[西鄉、中部三鎮]籣[西鄉、中部三鎮]蘭[西鄉、中部三鎮]斕[西鄉、中部三鎮]喃[西鄉、中部三鎮]襤[西鄉、中部三鎮]嵐[西鄉、中部三鎮]腩[西鄉、中部三鎮]婪[西鄉、中部三鎮]欄[西鄉、中部三鎮]瀾[西鄉、中部三鎮]③懶[西鄉、中部三鎮]攬[西鄉、中部三鎮]懶[西鄉、中部三鎮]爁[西鄉、中部三鎮]覽[西鄉、中部三鎮]纜[西鄉、中部三鎮]漤[西鄉、中部三鎮]⑤難[西鄉、中部三鎮音丨災~]爛[西鄉、中部三鎮]濫[西鄉、中部三鎮]						
k	①乾[西鄉、中部三鎮]甘[西鄉、中部三鎮]柑[西鄉、中部三鎮]竿[西鄉、中部三鎮]肝[西鄉、中部三鎮]③趕[西鄉、中部三鎮]感[西鄉、中部三鎮]桿[西鄉、中部三鎮]橄[西鄉、中部三鎮]衦[西鄉、中部三鎮音丨俗字「擀」]揀[西鄉、中部三鎮丨白讀]⑤幹[西鄉、中部三鎮]贛[西鄉、中部三鎮]淦[西鄉、中部三鎮]						
kʰ	①看[西鄉、中部三鎮音丨~門]堪[西鄉、中部三鎮]刊[西鄉、中部三鎮]龕[西鄉、中部三鎮]磡[西鄉、中部三鎮]③砍[西鄉、中部三鎮]坎[西鄉、中部三鎮]侃[西鄉、中部三鎮]檻[西鄉、中部三鎮]艦[西鄉、中部三鎮]⑤闞[西鄉、中部三鎮]瞰[西鄉、中部三鎮]看[西鄉、中部三鎮]						
x	①憨[西鄉、中部三鎮]②寒[西鄉、中部三鎮]韓[西鄉、中部三鎮]涵[西鄉、中部三鎮]函[西鄉、中部三鎮]晗[西鄉、中部三鎮]閒[西鄉、中部三鎮白讀音]銜[西鄉、中部三鎮]酣[西鄉、中部三鎮]蝦[西鄉、中部三鎮音丨水~丨蛙也]③罕[西鄉、中部三鎮丨䍐俗字]䍐[西鄉、中部三鎮]喊[西鄉、中部三鎮文讀]⑤翰[西鄉、中部三鎮]汗[西鄉、中部三鎮]漢[西鄉、中部三鎮]瀚[西鄉、中部三鎮]悍[西鄉、中部三鎮]焊[西鄉、中部三鎮]熯[西鄉、中部三鎮音丨~飯]						
ʔ	①鞍[西鄉、中部三鎮]鵪[西鄉、中部三鎮]						
ts	①簪②㜺[西鄉、中部三鎮音丨美也]③攢[西鄉、中部三鎮音丨文讀]⑤讚[西鄉、中部三鎮]鏨[西鄉、中部三鎮]䟅[西鄉、中部三鎮音丨相磓也]						
tsʰ	①參[西鄉、中部三鎮]餐[西鄉、中部三鎮]䱗[西鄉、中部三鎮]摻[西鄉、中部三鎮]②殘[西鄉、中部三鎮]慚[西鄉、中部三鎮]蠶[西鄉、中部三鎮]③慘[西鄉、中部三鎮]⑤燦[西鄉、中部三鎮]澯[西鄉、中部三鎮]						
s	①三[西鄉、中部三鎮]③散[西鄉、中部三鎮]傘[西鄉、中部三鎮]饊[西鄉、中部三鎮]⑤散[西鄉、中部三鎮]						
tʃ	①□[西鄉、中部三鎮丨割也]□[西鄉、中部三鎮丨言相弄也]③嶃[西鄉、中部三鎮]斬[西鄉、中部三鎮]盞[西鄉、中部三鎮]整[西鄉、中部三鎮丨齊~]⑤綻[西鄉、中部三鎮]站[西鄉、中部三鎮]蘸[西鄉、中部三鎮]栈[西鄉、中部三鎮]戰[西鄉、中部三鎮]湛[西鄉、中部三鎮]暫[西鄉、中部三鎮]						
tʃʰ	①攙[西鄉、中部三鎮]②嚵[西鄉、中部三鎮]潺[西鄉、中部三鎮]饞[西鄉、中部三鎮]孱[西鄉、中部三鎮]③產[西鄉、中部三鎮]鏟[西鄉、中部三鎮]剷[西鄉、中部三鎮]⑤懺						
ʃ	①山[西鄉、中部三鎮]刪[西鄉、中部三鎮]杉[西鄉、中部三鎮]衫[西鄉、中部三鎮]珊[西鄉、中部三鎮]姍[西鄉、中部三鎮]⑤[西鄉、中部三鎮丨姓]						
ʒ	①安[西鄉、中部三鎮]庵[西鄉、中部三鎮]②然[西鄉、中部三鎮]燃[西鄉、中部三鎮]髯[西鄉、中部三鎮]③冉[西鄉、中部三鎮]唵[西鄉、中部三鎮音丨食貌]苒[西鄉、中部三鎮]⑤暗[西鄉、中部三鎮]案[西鄉、中部三鎮]岸[西鄉、中部三鎮]按[西鄉、中部三鎮]						
#uɛ̃							
k	①關瘝[「鰥」分化]鰥⑤慣摜貫[又音]						
kʰ	①擐②環[白讀]踡⑤擐[又音]						
x	②還[~錢]環寰嬛⑤幻宦患豢						
tʃ	⑤賺						
ʃ	①栓閂⑤涮疝汕訕						
	①灣彎②玩[俗讀丨與「頑」混]頑③晚挽綰⑤萬						
#uɐ̃							
k	①關[西鄉、中部三鎮]瘝[西鄉、中部三鎮]鰥[西鄉、中部三鎮]⑤慣[西鄉、中部三鎮]摜[西鄉、中部三鎮]貫[西鄉、中部三鎮丨又音]						
kʰ	①擐[西鄉、中部三鎮]②環[西鄉、中部三鎮音丨白讀]踡[西鄉、中部三鎮]⑤擐[西鄉、中部三鎮丨又音]						
x	②還[西鄉、中部三鎮]環[西鄉、中部三鎮]寰[西鄉、中部三鎮]嬛[西鄉、中部三鎮]⑤幻[西鄉、中部三鎮]宦[西鄉、中部三鎮]患[西鄉、中部三鎮]豢[西鄉、中部三鎮]						
tʃ	⑤賺[西鄉、中部三鎮]						
ʃ	①栓[西鄉、中部三鎮]閂[西鄉、中部三鎮]⑤涮[西鄉、中部三鎮]疝[西鄉、中部三鎮]汕[西鄉、中部三鎮]訕[西鄉、中部三鎮]						
	①灣[西鄉、中部三鎮]彎[西鄉、中部三鎮]②玩[西鄉、中部三鎮]頑[西鄉、中部三鎮]③晚[西鄉、中部三鎮]挽[西鄉、中部三鎮]綰[西鄉、中部三鎮]⑤萬[西鄉、中部三鎮]						
#iɛ̃							
ȵ	③兩[數詞丨~箇]						
#ʊ̃							
p	①般[一~大]搬⑤半伴秚[攪物和物也丨俗作「拌」]絆						
pʰ	①潘番[地名]②盤蟠磐蹣③坢⑤畔叛判拚[棄也]						
mᵇ	①漫[~水]②瞞饅鞔[~鞋]鳗③螨某[白讀]滿⑤鰻幔蔓謾漫曼鳗						
t	①端③短斷⑤斷[兩~]段鍛緞鍛						
tʰ	①湍②疃團摶						
l	②巒鑾圝𢺈[使聚之]欒③卵暖⑤亂糯						
k	①官冠[衣~]觀棺倌③管館莞⑤貫灌罐冠[~軍]盥串[今與「穿」混]觀[道~]						
kʰ	①寬髖③款						
x	①渙[散也]歡獾②橫桓含③缓⑤換浣奐唤焕渙[又音]						
ts	①鑚[動詞]③纂[集聚也]䂎攢[西鄉丨又音]⑤鑽[器也]						
tsʰ	①攛[誘人爲]②攢[集聚也]⑤篡[文讀]竄躥[同「竄」]						
s	①酸痠[腰~背痛]⑤算蒜						
tʃ	①磚顓專③轉[~身]⑤饌轉[~圈]傳[~記]撰篆						
tʃʰ	①穿[~衣]川②船傳[~說]③喘⑤釧穿[俗字「串」]篡						
ʒ	③軟[一讀]阮[北鄉]						
	①豌莞[~爾]剜②完烷丸③婉碗皖菀宛腕⑤玩[古~]						
#ĩ							
p	①邊編鞭鳊蝙蹁③扁貶匾㗗[~斷丨鼻韻增生]⑤變便[~利]汴辮辯辨昪						
pʰ	①偏篇翩片[又音]②駢⑤遍騙片						
mᵇ	②棉眠綿③勉免冕娩緬沔⑤麵面						
t	①巔顛癲滇瘨敁[俗字「掂」]掂[「敁」俗字]③點典碘⑤店電墊殿甸淀奠佃						
tʰ	①天添②甜田填恬③舔腆						
ȵ	①拈②年黏連蓮聯鐮鏈廉戀璉鯰粘帘憐簾漣蠊③蹨[俗字攆]碾殮[又音]撚輦臉瀲斂輾⑤殮練念煉戀瀲錬						
tɕ	①尖間[中~]兼肩奸姦煎箴監堅緘艱蒹菅慳[吝嗇也]②前[頭~丨變調不明本調]③簡揀瞼剪減趼鹼儉茧踐檢餞翦戩展[~昭]⑤毽[文讀]劍間[~諜]見建鍵薦僭腱[文讀]箭澗漸健賤鑒濺諫鐧						
tɕʰ	①千簽先[白讀]鉛殲箋[又音]鹐[西鄉城關]韆遷阡牽謙芊纖籤杴[木~丨俗字「鍁」]鍁[「杴」俗字]②錢前潛鉗乾黔虔③遣芡淺⑤譴歉欠倩堑餡[白讀]茜						
ɕ	①先[文讀]掀纖[又音]鮮[文讀]暹仙[文讀]秈[文讀丨俗字籼]鍁[又音]②鹹閒嫌賢嫺弦[文讀]癇③鮮[文讀：~見]喊[白讀丨西鄉城關]險顯冼癬[文讀]閃[~腰]⑤現縣線射[又音]綫限獻陷[文讀]腺憲蘚莧[文讀]羨[文讀]馅[文讀]騸[~雞]						
j	①醃菴蔫腌[「醃」俗字]咽[~喉]煙燕[地名]胭嫣鄢[姓]淹②鹽蜒言顏妍岩[文讀]沿研延塋筵閻閆檐巖炎芫[又音]③眼掩衍演奄⑤沿[床~]厭晏[姓]燕[~子]堰諺唁彦艶䞁[相較也]焰灧驗						
tʃ	①沾詹霑瞻占氈毡旃③展搌輾⑤颤戰佔[本字「占」丨後元明起俗固也據也為佔以別卜卦義也]						
tʃʰ	②纏[~繞]禪[坐~]蟬蟾③諂闡⑤纏[~住]						
ʃ	①扇[動詞]煽羶[今訛為膻丨羊臭味]③閃陝睒[~影]⑤禪[~讓]善單[姓]膳扇[~子]擅鱔繕贍蟮射[北鄉]社[北鄉]						
ʒ	③染冉苒[北鄉東鄉]						
#ɯ̃							
t	①端[東鄉白讀]③短[東鄉白讀]斷[東鄉白讀]⑤段[東鄉白讀]鍛[東鄉白讀]緞[東鄉白讀]鍛[東鄉白讀]						
tʰ	①湍[東鄉白讀]②疃[東鄉白讀]團[東鄉白讀]摶[東鄉白讀]						
l	②巒[東鄉白讀]鑾[東鄉白讀]欒[東鄉白讀]𢺈[東鄉白讀音丨使聚之]③卵[東鄉白讀]暖[東鄉白讀]⑤亂[東鄉白讀]糯[東鄉白讀]						
tʃ	①沾[東鄉白讀]詹[東鄉白讀]瞻[東鄉白讀]③展[東鄉白讀]搌[東鄉白讀]⑤颤[東鄉白讀]戰[東鄉白讀]						
tʃʰ	②纏[東鄉白讀]蟾[東鄉白讀]						
ʃ	①扇[東鄉白讀]煽[東鄉白讀]羶[東鄉白讀]③閃[東鄉白讀]陝[東鄉白讀]⑤禪[東鄉白讀]善[東鄉白讀]單[東鄉白讀]膳[東鄉白讀]騸[東鄉白讀]扇[東鄉白讀]擅[東鄉白讀]鱔[東鄉白讀]贍[東鄉白讀]蟮[東鄉白讀]						
ʒ	②然[東鄉白讀]燃[東鄉白讀]③軟[東鄉白讀]染[東鄉白讀]冉[東鄉白讀]苒[東鄉白讀]						
#ɘ̃							
tʃ	①沾[西鄉]詹[西鄉]霑[西鄉]瞻[西鄉]占[西鄉]毡[西鄉]③展[西鄉]搌[西鄉]輾[西鄉]⑤颤[西鄉]戰[西鄉]						
tʃʰ	②纏[西鄉]禪[西鄉]蟬[西鄉]蟾[西鄉]③諂[西鄉]闡[西鄉]⑤纏[西鄉]						
ʃ	①扇[西鄉]煽[西鄉]羶[西鄉]③閃[西鄉]陝[西鄉]⑤善[西鄉]膳[西鄉]扇[西鄉]擅[西鄉]鱔[西鄉]贍[西鄉]蟮[西鄉]						
k	③染[西鄉]冉[西鄉]						
#ỹ							
tɕ	①娟捐涓鵑③捲卷⑤絹毽[白讀]腱[白讀]雋卷[試~]眷倦圈[豬~]桊䖭飬						
tɕʰ	①圈[~子]②全權泉拳顴荃醛踡[文讀]③犬⑤勸券劵						
ɕ	①先[白讀]仙[白讀]宣萱軒喧鮮[白讀]暄秈[白讀丨俗字「籼」]②弦[白讀]玄懸③癬[白讀]選⑤陷[白讀]旋羨[白讀]炫絢騸[白讀]						
j	①冤淵鴛②芫元园员沅原圆袁缘援垣爰辕源猿螈媛③阮[姓丨南鄉東鄉]遠兖[地名]⑤院苑怨愿						
#ɒ̃							
p	①方[地之所在也]幫浜梆邦③綁榜膀⑤棒磅傍塝[~田]蚌泵						
pʰ	①滂胮[熟~]乓[新字]②螃旁龐傍彷膀[~胱]⑤胖						
mᵇ	①□[聲大]②忙盲莽芒[~種]茫氓③莽蟒						
f	①方芳坊②防妨[西鄉城關]房肪③紡妨仿訪⑤放						
t	①當襠③党黨擋⑤檔當[~鋪]蕩[又音]凼[俗字丨水窪]堂[祠~]宕趤[逸行也]						
tʰ	①湯②堂唐糖塘螳膛搪傏[~突]棠③淌倘儻踼[俗字「躺」]⑤燙逿[俗字「趟」]						
l	②郎狼螂廊榔饢嚢瑯琅蛉[西北鄉：蜻~]③蕩[白讀]朗㝗曩盪[同蕩]⑤閬浪㫰[曝也]㚂蕩[打~丨又上聲]						
k	①剛鋼崗缸肛岡罡杠豇③港𥨐[北鄉丨剜土也]㽘梗[田~丨有疑]⑤杠[又音]虹[白讀]行[~路丨有疑]						
kʰ	①康糠粇[同「糠」]穅㝩②昂[~頭]扛⑤炕囥[藏也]阬亢抗粇						
x	①夯[䂫俗字]□[呼氣貌]②杭行[排~]航⑤沆巷[白讀]						
ŋ	①骯[北鄉]②昂[北鄉]						
ʔ	①骯②昂[文讀：~貴]⑤盎						
ts	①髒臧奘贓⑤葬臟藏[西~]						
tsʰ	①倉蒼滄傖②藏⑤蹭[摩之急也丨字存疑]						
s	①桑喪[~葬]③嗓⑤喪[~失]						
z	①裳[衣也丨衣裳合音丨東、南、北鄉]						
tʃ	①張章漳樟璋彰暲蟑③長[成~]掌漲丈[老~]⑤丈[~人]仗杖脹障瘴帳賬尚[和~]						
tʃʰ	①猖昌倀②長[~江]嫦常腸徜嘗裳場③廠場[新音丨廣~]敞昶氅⑤倡唱悵暢						
ʃ	①傷商殤熵②償[白讀]嘗[白讀]③賞償[又音丨白讀]⑤上尚[崇~]						
ʒ	①裳[西鄉城關丨衣也丨合音字]②穣瓤③嚷壤釀[又音]⑤讓						
#uɒ̃							
k	①光胱②狂[變調丨不明本調]③廣獷鄺[姓]⑤光[動詞]逛						
kʰ	①框眶筐匡邼誆②狂[~妄]⑤曠況礦						
x	①荒肓慌②黃皇隍簧徨蝗凰癀煌遑璜惶蟥獚③晃[又音]幌恍謊⑤衁[血凝也]晃						
tʃ	①裝樁莊妝⑤撞[~人]壮幢状						
tʃʰ	①窗牎[窗也]瘡創[~傷]②床[牀俗字]牀[俗字床]撞[~動]③闖⑤創[~造]撞[又音]						
ʃ	①雙霜塽[訓丨菜地也]孀礵③爽						
	①汪②王亡芒[草~子]忘③枉罔網惘魍往㳹⑤忘[又音]望妄旺						
#iɒ̃							
ȵ	②孃娘亮梁量[動詞]良糧粱③兩[斤~]魎仰⑤亮量[重~]輛諒晾踉釀						
tɕ	①江姜薑將疆畺繮僵殭漿③講獎蔣槳⑤降[~落]犟勥虹[西鄉]糨酱將[~帥]匠像[就~，~那樣]						
tɕʰ	①腔槍羌嗆鏘蹌②強墻薔嬙檣詳祥翔降[投~]庠藏[西鄉城關南鄉]③搶⑤戧像[又音丨老~丨存疑丨或為「相」]						
ɕ	①香鄉湘箱鑲廂相[~互]②降[~人]③想嚮享鮝[蘿蔔~]餉⑤向像[~樣]象項巷相[~親]橡						
j	①秧央殃泱鴦䬬[飽食也]②佯羊陽煬揚楊洋徉瘍③癢養痒氧鞅[商~]⑤樣漾恙映[又音丨~藍紙]烊[打~丨本字煬]						
#ən							
p	①奔[~跑]崩繃犇③本畚⑤奔[~小康]笨迸						
pʰ	①噴烹抨②盆湓朋⑤噴[~香]掽[俗字「碰」]碰[「掽」俗字]						
mᵇ	①悶[性緩而默也]捫②明[~年]門萌⑤悶[煩~]燜孟[姓]懣						
f	①分紛氛芬②馮[姓]焚墳汾③粉⑤憤份奮忿糞						
t	①蹲[今音]墩敦惇礅登竳燈蹬③等囤[~斷丨俗字「躉」]躉[「囤」分字]⑤扽凳盾頓澄[~清]得[西鄉城關丨曉~]燉鄧						
tʰ	①吞②屯臀豚騰疼藤謄⑤褪						
l	②能棱輪倫侖③冷⑤楞論嫩						
k	①跟根更[三~天]耕羹賡庚莖[白讀]筋[~斗]③頸[白讀]痕[印跡也]埂耿鯁骾[喉塞物也]梗粳⑤更[~加]亙						
kʰ	①錹[俯首也]坑鏗③肯齦[俗字啃]懇墾⑤掯搇[按捺也]						
x	①哼[「訇」俗字]亨訇[俗字「哼」]②恆衡痕蘅③很狠⑤恨						
ŋ	①恩[北鄉]櫻[北鄉]②櫻[陳集、梁園音]⑤硬[北鄉]						
ts	①爭箏睜增曾[姓]憎尊遵臻鐏⑤贈掙[新字丨分化自「爭」]						
tsʰ	①皴𩞦[飽食也]村參[~差不齊]邨[俗字村]撐[橕俗字]牚[又音]瞠②岑曾[~經]存層蹲[白讀]③忖碜[食有砂]墋⑤寸蹭橕[桌~丨又可「牚」或「樘」]牚						
s	①生孫猻參[人~]僧牲笙甥森燊③損隼省筍瘮瘆[瘮俗字]⑤滲遜						
tʃ	①真針甄珍貞禎偵箴征正[~月]徵稹診怔蒸③縝整懲枕[~頭]抮診[又音]拯⑤鎮陣朕震振正[~式]枕[動詞]賑政証䟴症證鄭圳[深~]						
tʃʰ	①稱[~重]伸郴抻琛深[西鄉城關]②纏[盤~]盛[~飯]臣陳塵成誠城呈承丞懲[北鄉]沉[沈俗字]諶忱乘[~法]③騁⑤趁稱[~心丨俗字「秤」]						
ʃ	①身升昇申紳聲深[東鄉]娠②晨辰宸神繩③審沈嬸瀋[地名丨~陽]⑤乘[馬車也]勝甚蜃腎慎晟聖剩嵊[地名丨~泗]盛[~大]						
ʒ	①恩②櫻[白讀]仍人壬礽③忍仍[又音]軟[西鄉城關]阮[姓丨西鄉城關]⑤硬任認韌閏[白讀]刃妊紉潤						
#uən							
k	①□[高~]③滾袞輥鯀磙[「輥」俗字丨石~]緄⑤棍						
kʰ	①坤堃昆鯤琨③捆⑤困						
x	①昏惛婚葷②魂渾餛③混⑤混[~日子]鯶[魚名]茴[古城]						
tʃ	③準准						
tʃʰ	①春椿②醇脣[又音]淳鶉③蠢						
ʃ	②唇[「脣」俗字]純䣩[~酒]脣[白讀：今訛寫為唇 非]③吮⑤瞬舜順[文讀]						
ʒ	⑤閏[文讀]潤[文讀]						
	①瘟溫②文蚊紋玟雯聞③抆[拭也]吻穩刎紊⑤問汶						
#iən							
p	①冰兵賓彬并[地名：~州]邠斌殯鬢③餅丙屏[~住]柄秉稟⑤病併并柄						
pʰ	①拼姘娉乒[新字]②貧坪平萍瓶頻屏評凭嬪憑③品併[相~]⑤娉聘						
mᵇ	②萌[白讀]民明名鳴㟭冥茗銘瞑旻岷螟酩暝③吻[~合]䐇憫皿抿閩銘[西鄉舊音]盟⑤命						
t	①□[擲物丨今俗字「掟」]釘丁町③鼎頂酊⑤定釘[動詞]訂錠打[白讀丨打也，擊也丨有疑]						
tʰ	①聽廳汀②停蜓廷庭亭婷霆③挺艇⑤聽[~牌]						
ȵ	①拎②迎[白讀]林琳霖磷麟鄰鱗獰臨璘粼膦嶙隣零靈齡凌陵伶翎聆綾菱苓羚囹令[姓氏：~狐]蛉寧[~靜]凝淋粦③凜嶺領⑤賃另寧[~可]佞甯吝藺[姓]躪						
tɕ	①金今斤荊莖晶精兢涇驚睛腈鯨京經津筋巾靳矜襟妗③景盡[縱也敬也]警頸緊僅謹井旌憬阱錦瑾⑤覲盡[~力]徑境進近晉燼縉禁浸敬莖[又音]靖盡[又音]鏡淨竟競脛境勁靜						
tɕʰ	①親欽侵浸[又音]清輕卿氫𡄔[長聲叫也]青蜻氰衾②情晴𡄔[又音丨長聲叫也]黥琴擒禽芹勤秦擎尋③請寢⑤凊親[~家]罄慶磬沁						
ɕ	①心新鑫欣芯辛昕薪馨鋅歆莘星興[作~]腥惺猩②行[~人]刑邢型形尋[又音]③醒省[反~]⑤衅釁[通「衅」]信興[~趣]幸杏訊汛迅性姓						
j	①因音陰喑湮茵氤殷英瑛英媖鸚櫻[文讀]嬰應[~該]纓蠅[蒼~]②蠅[~子]夤迎盈飲[~湯丨米湯]嬴楹螢淫吟狺銀垠瑩③影隱癮郢飲㱃[同飲]引潁蚓⑤映應[答~]飲[動詞]胤印蔭						
#yən							
tɕ	①俊軍君均鈞肫[鳥禽臟也丨胃臟]諄③菌窘炅炯⑤駿俊[文讀]郡峻竣						
tɕʰ	①傾[又音]②瓊傾[《安徽肥東古城方言同音字彙》載]裙羣③頃傾						
ɕ	①薰熏醺勛燻□[灑也]②詢峋旬殉巡循荀脣[白讀]⑤順[白讀]迅[又音]訓馴殉						
j	①赟緼氳蘊暈[延誤丨有疑]②榮[又音]營雲筠匀云芸紜耘③隕允狁殞尹[姓]永詠泳⑤暈運醞韻慍潤[白讀]熨[~斗]						
#əŋ							
p	①般[西鄉音丨一~大]搬[西鄉]⑤蹦半[西鄉]伴[西鄉]秚[西鄉丨俗字「拌」丨物相和也]絆[西鄉]埲[又音]						
pʰ	①抨[又音]潘[西鄉]番[西鄉]②鵬朋[俗訛]彭盤[西鄉]蟠[西鄉]磐[西鄉]蹣[西鄉]棚蓬芃③捧埲⑤掽[又音]畔[西鄉]叛[西鄉]判[西鄉]						
mᵇ	①漫[西鄉音丨~水]②謀[白讀]眸[白讀]蒙懵𤾬[浮醭也丨起~]瞞[西鄉]鞔[西鄉]饅[西鄉]鳗[西鄉]③牡螨[西鄉]滿[西鄉]猛母[白讀]畞[白讀]畝[白讀：畞俗字]⑤夢茂[白讀]貿[白讀]鰻[西鄉]幔[西鄉]蔓[西鄉]謾[西鄉]漫[西鄉]曼[西鄉]鳗[西鄉]𤾬[又平聲]孟[又音]						
f	①風封瘋峰峯豐丰楓鋒蜂諷烽酆②馮[又音]逢縫⑤俸鳳奉縫[~隙]						
t	①東冬③懂[~住丨惘也]董⑤動凍洞胴棟						
tʰ	①通②曈同童彤桐佟酮③捅桶筒統⑤痛恸						
