小韻號	字頭	切韻音系描述	攝	方音字彙描述	廣韻韻目	平水韻目	反切或直音	切韻拼音	白一平拼音	古韻羅馬字	有女羅馬字	高本漢	王力1957	王力1985	李榮	邵榮芬	蒲立本	鄭張尚芳	潘悟雲2000	潘悟雲2013	潘悟雲2023	unt2026RTR	unt2026ATR	unt通俗擬音	msoeg	釋義
778	痂	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	瘡痂
778	鴐	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	鴐鵞鳥
778	枷	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	枷鎖又連枷打穀具
778	袈	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	袈裟
778	𣮫	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	𣮫㲚毛衣
778	跏	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	跏趺坐也
778	𨔣	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	不得進也
778	𤠙	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	𤠙玃
778	𧉪	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	米中黑蟲
778	茄	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	荷莖又漢複姓有茄羅氏
778	迦	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	漢複姓有迦葉氏又居伽切
778	珈	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	婦人首飾
778	瘕	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	病也
778	犌	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	牛絕有力
778	幏	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	說文曰南郡蠻夷賨布
778	貑	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	貑羆又貑貜也並見爾雅注
778	蟼	見開二麻平	假攝	假開二平麻見	下平聲9麻	下平6麻	古牙切	kae	kae	kra	kea	ka	ka	ka	ka	ka	kaɨ	kɣa	kɯa	kɣæ	kᵚæ	qaˤ	kaˤ	kæ	qa˞	爾雅云蟼蟆蛙類也又音荊
779	遐	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	遠也胡加切十四
779	蝦	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	蝦蟆
779	鍜	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	錏鍜
779	霞	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	赤氣騰爲雲又漢複姓有霞露氏
779	瑕	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	玉病也過也又姓左傳周大夫瑕禽又漢複姓有瑕呂氏
779	騢	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	馬赤白雜色
779	鰕	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	大鯢
779	䠍	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	腳下
779	䫗	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	䫛䫗言語無度
779	｛碬｝	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	礪石也春秋傳曰鄭公孫碬字子石
779	｛䪗｝	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	履跟後帖
779	｛𩋥｝	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	上同（履跟後帖）
779	赮	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	日朝赤色
779	蕸	匣開二麻平	假攝	假開二平麻匣	下平聲9麻	下平6麻	胡加切	ghae	hae	ghra	hea	ɣa	ɣa	ɣa	ɣa	ɣa	ɦaɨ	ɦɣa	ɦɯa	ɦɣæ	ɦᵚæ	ʁaˤ	ɣaˤ	ɣæ	ʁa˞	荷葉
780	葩	滂二麻平	假攝	假開二平麻滂	下平聲9麻	下平6麻	普巴切	phae	phae	phra	phea	pʰa	pʰa	pʰa	pʰa	pʰa	pʰaɨ	pʰɣa	pʰɯa	pʰɣæ	pʰᵚæ	p̙ʰaˤ	pʰaˤ	pʰæ	pʰa˞	花也又草花白亦作皅普巴切七
780	鈀	滂二麻平	假攝	假開二平麻滂	下平聲9麻	下平6麻	普巴切	phae	phae	phra	phea	pʰa	pʰa	pʰa	pʰa	pʰa	pʰaɨ	pʰɣa	pʰɯa	pʰɣæ	pʰᵚæ	p̙ʰaˤ	pʰaˤ	pʰæ	pʰa˞	方言云江東呼鎞箭
780	妑	滂二麻平	假攝	假開二平麻滂	下平聲9麻	下平6麻	普巴切	phae	phae	phra	phea	pʰa	pʰa	pʰa	pʰa	pʰa	pʰaɨ	pʰɣa	pʰɯa	pʰɣæ	pʰᵚæ	p̙ʰaˤ	pʰaˤ	pʰæ	pʰa˞	字林云女字也
780	蚆	滂二麻平	假攝	假開二平麻滂	下平聲9麻	下平6麻	普巴切	phae	phae	phra	phea	pʰa	pʰa	pʰa	pʰa	pʰa	pʰaɨ	pʰɣa	pʰɯa	pʰɣæ	pʰᵚæ	p̙ʰaˤ	pʰaˤ	pʰæ	pʰa˞	貝也爾雅曰蚆博而頯郭璞云頯者中央廣兩頭銳
780	吧	滂二麻平	假攝	假開二平麻滂	下平聲9麻	下平6麻	普巴切	phae	phae	phra	phea	pʰa	pʰa	pʰa	pʰa	pʰa	pʰaɨ	pʰɣa	pʰɯa	pʰɣæ	pʰᵚæ	p̙ʰaˤ	pʰaˤ	pʰæ	pʰa˞	吧呀大口皃
780	舥	滂二麻平	假攝	假開二平麻滂	下平聲9麻	下平6麻	普巴切	phae	phae	phra	phea	pʰa	pʰa	pʰa	pʰa	pʰa	pʰaɨ	pʰɣa	pʰɯa	pʰɣæ	pʰᵚæ	p̙ʰaˤ	pʰaˤ	pʰæ	pʰa˞	舥腳船也
780	𧣃	滂二麻平	假攝	假開二平麻滂	下平聲9麻	下平6麻	普巴切	phae	phae	phra	phea	pʰa	pʰa	pʰa	pʰa	pʰa	pʰaɨ	pʰɣa	pʰɯa	pʰɣæ	pʰᵚæ	p̙ʰaˤ	pʰaˤ	pʰæ	pʰa˞	牛角闊也
781	鴉	影開二麻平	假攝	假開二平麻影	下平聲9麻	下平6麻	於加切	qae	'ae	qra	ea	ʔa	a	ʔa	ʔa	ʔa	ʔaɨ	ʔɣa	ʔɯa	ʔɣæ	ʔᵚæ	ʔ̙aˤ	ʔaˤ	ʔæ	ʔa˞	烏別名於加切八
781	鵶	影開二麻平	假攝	假開二平麻影	下平聲9麻	下平6麻	於加切	qae	'ae	qra	ea	ʔa	a	ʔa	ʔa	ʔa	ʔaɨ	ʔɣa	ʔɯa	ʔɣæ	ʔᵚæ	ʔ̙aˤ	ʔaˤ	ʔæ	ʔa˞	上同（烏別名於加切八）
781	錏	影開二麻平	假攝	假開二平麻影	下平聲9麻	下平6麻	於加切	qae	'ae	qra	ea	ʔa	a	ʔa	ʔa	ʔa	ʔaɨ	ʔɣa	ʔɯa	ʔɣæ	ʔᵚæ	ʔ̙aˤ	ʔaˤ	ʔæ	ʔa˞	錏鍜
781	㝞	影開二麻平	假攝	假開二平麻影	下平聲9麻	下平6麻	於加切	qae	'ae	qra	ea	ʔa	a	ʔa	ʔa	ʔa	ʔaɨ	ʔɣa	ʔɯa	ʔɣæ	ʔᵚæ	ʔ̙aˤ	ʔaˤ	ʔæ	ʔa˞	㝞𡨀作姿態皃𡨀音宅加切
781	椏	影開二麻平	假攝	假開二平麻影	下平聲9麻	下平6麻	於加切	qae	'ae	qra	ea	ʔa	a	ʔa	ʔa	ʔa	ʔaɨ	ʔɣa	ʔɯa	ʔɣæ	ʔᵚæ	ʔ̙aˤ	ʔaˤ	ʔæ	ʔa˞	方言云江東言樹枝爲椏杈也
781	丫	影開二麻平	假攝	假開二平麻影	下平聲9麻	下平6麻	於加切	qae	'ae	qra	ea	ʔa	a	ʔa	ʔa	ʔa	ʔaɨ	ʔɣa	ʔɯa	ʔɣæ	ʔᵚæ	ʔ̙aˤ	ʔaˤ	ʔæ	ʔa˞	象物開之形
781	䃁	影開二麻平	假攝	假開二平麻影	下平聲9麻	下平6麻	於加切	qae	'ae	qra	ea	ʔa	a	ʔa	ʔa	ʔa	ʔaɨ	ʔɣa	ʔɯa	ʔɣæ	ʔᵚæ	ʔ̙aˤ	ʔaˤ	ʔæ	ʔa˞	碨䃁地形不平
781	𠜲	影開二麻平	假攝	假開二平麻影	下平聲9麻	下平6麻	於加切	qae	'ae	qra	ea	ʔa	a	ʔa	ʔa	ʔa	ʔaɨ	ʔɣa	ʔɯa	ʔɣæ	ʔᵚæ	ʔ̙aˤ	ʔaˤ	ʔæ	ʔa˞	自刎
782	巴	幫二麻平	假攝	假開二平麻幫	下平聲9麻	下平6麻	伯加切	pae	pae	pra	pea	pa	pa	pa	pa	pa	paɨ	pɣa	pɯa	pɣæ	pᵚæ	p̙aˤ	paˤ	pæ	pa˞	巴蜀又州取國以名焉三巴記云閬白水東南流曲折三迴如巴字亦蟲名又姓後漢有楊州刺史巴祗伯加切八
782	鈀	幫二麻平	假攝	假開二平麻幫	下平聲9麻	下平6麻	伯加切	pae	pae	pra	pea	pa	pa	pa	pa	pa	paɨ	pɣa	pɯa	pɣæ	pᵚæ	p̙aˤ	paˤ	pæ	pa˞	兵車又音葩
782	笆	幫二麻平	假攝	假開二平麻幫	下平聲9麻	下平6麻	伯加切	pae	pae	pra	pea	pa	pa	pa	pa	pa	paɨ	pɣa	pɯa	pɣæ	pᵚæ	p̙aˤ	paˤ	pæ	pa˞	有刺竹籬
782	豝	幫二麻平	假攝	假開二平麻幫	下平聲9麻	下平6麻	伯加切	pae	pae	pra	pea	pa	pa	pa	pa	pa	paɨ	pɣa	pɯa	pɣæ	pᵚæ	p̙aˤ	paˤ	pæ	pa˞	豕也
782	芭	幫二麻平	假攝	假開二平麻幫	下平聲9麻	下平6麻	伯加切	pae	pae	pra	pea	pa	pa	pa	pa	pa	paɨ	pɣa	pɯa	pɣæ	pᵚæ	p̙aˤ	paˤ	pæ	pa˞	芭蕉
782	㿬	幫二麻平	假攝	假開二平麻幫	下平聲9麻	下平6麻	伯加切	pae	pae	pra	pea	pa	pa	pa	pa	pa	paɨ	pɣa	pɯa	pɣæ	pᵚæ	p̙aˤ	paˤ	pæ	pa˞	㿬皻鼻病
782	蚆	幫二麻平	假攝	假開二平麻幫	下平聲9麻	下平6麻	伯加切	pae	pae	pra	pea	pa	pa	pa	pa	pa	paɨ	pɣa	pɯa	pɣæ	pᵚæ	p̙aˤ	paˤ	pæ	pa˞	又匹加切義見上文
782	吧	幫二麻平	假攝	假開二平麻幫	下平聲9麻	下平6麻	伯加切	pae	pae	pra	pea	pa	pa	pa	pa	pa	paɨ	pɣa	pɯa	pɣæ	pᵚæ	p̙aˤ	paˤ	pæ	pa˞	吧呀小兒忿爭
783	叉	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	交手初牙切九
783	杈	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	杈杷田器說文曰杈枝也
783	差	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	擇也又差舛也
783	靫	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	靫鞴弓箭室也
783	鎈	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	錢異名出字諟
783	䐤	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	腵䐤脯也
783	𠞊	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	㔆物
783	䑡	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	小船名
783	艖	初開二麻平	假攝	假開二平麻初	下平聲9麻	下平6麻	初牙切	tsrhae	tsrhae	chra	cha	tʂʰa	tʃʰa	tʃʰa	tʃʰa	tʃʰa	tʂʰaɨ	tʃʰɣa	tʂʰɯa	tʂʰɣæ	tʂʰᵚæ	tʂʰaˤ	tʂʰaˤ	tʂʰæ	tʂʰa˞	上同（小船名）
784	鯊	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	魚名今之吹沙小魚是也所加切十一
784	魦	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	上同（魚名今之吹沙小魚是也所加切十一）
784	沙	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	沙汰說文曰水散石也爾雅曰潁爲沙謂大水溢出別爲小水之名亦州取沙角山爲名即三秦記鳴沙山也又姓何氏姓苑云東莞人又漢複姓二氏左傳齊有夙沙衛神農時夙沙氏之後漢書功臣表有昭沙掉尾又百濟有沙吒氏
784	砂	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	俗（沙汰說文曰水散石也爾雅曰潁爲沙謂大水溢出別爲小水之名亦州取沙角山爲名即三秦記鳴沙山也又姓何氏姓苑云東莞人又漢複姓二氏左傳齊有夙沙衛神農時夙沙氏之後漢書功臣表有昭沙掉尾又百濟有沙吒氏）
784	裟	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	袈裟
784	㲚	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	𣮫㲚毛衣
784	桬	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	桬棠木名出崐崘山
784	紗	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	絹屬一曰紡纑也
784	髿	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	髮髿垂皃
784	𩊮	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	𩌍𩊮𩌈𩍜履也
784	硰	生開二麻平	假攝	假開二平麻生	下平聲9麻	下平6麻	所加切	srae	srae	sra	sha	ʂa	ʃa	ʃa	ʃa	ʃa	ʂaɨ	ʃɣa	ʂɯa	ʂɣæ	ʂᵚæ	ʂaˤ	ʂaˤ	ʂæ	ʂa˞	硰石地名見漢書
785	牙	疑開二麻平	假攝	假開二平麻疑	下平聲9麻	下平6麻	五加切	ngae	ngae	ngra	ngea	ŋa	ŋa	ŋa	ŋa	ŋa	ŋaɨ	ŋɣa	ŋɯa	ŋɣæ	ŋᵚæ	ɴaˤ	ŋaˤ	ŋæ	ɴa˞	牙齒又牙旗吳志曰孫權因瑞作黃龍大牙常在軍中諸軍進退視其所向又姓風俗通云周大司徒君牙之後五加切七
785	衙	疑開二麻平	假攝	假開二平麻疑	下平聲9麻	下平6麻	五加切	ngae	ngae	ngra	ngea	ŋa	ŋa	ŋa	ŋa	ŋa	ŋaɨ	ŋɣa	ŋɯa	ŋɣæ	ŋᵚæ	ɴaˤ	ŋaˤ	ŋæ	ɴa˞	縣名在馮翊亦衙府又姓秦穆公子食采於衙因氏焉蜀志有晉督護衙傳又音語音魚
785	芽	疑開二麻平	假攝	假開二平麻疑	下平聲9麻	下平6麻	五加切	ngae	ngae	ngra	ngea	ŋa	ŋa	ŋa	ŋa	ŋa	ŋaɨ	ŋɣa	ŋɯa	ŋɣæ	ŋᵚæ	ɴaˤ	ŋaˤ	ŋæ	ɴa˞	萌芽
785	齖	疑開二麻平	假攝	假開二平麻疑	下平聲9麻	下平6麻	五加切	ngae	ngae	ngra	ngea	ŋa	ŋa	ŋa	ŋa	ŋa	ŋaɨ	ŋɣa	ŋɯa	ŋɣæ	ŋᵚæ	ɴaˤ	ŋaˤ	ŋæ	ɴa˞	䶥齖齒不平正
785	呀	疑開二麻平	假攝	假開二平麻疑	下平聲9麻	下平6麻	五加切	ngae	ngae	ngra	ngea	ŋa	ŋa	ŋa	ŋa	ŋa	ŋaɨ	ŋɣa	ŋɯa	ŋɣæ	ŋᵚæ	ɴaˤ	ŋaˤ	ŋæ	ɴa˞	吧呀
785	枒	疑開二麻平	假攝	假開二平麻疑	下平聲9麻	下平6麻	五加切	ngae	ngae	ngra	ngea	ŋa	ŋa	ŋa	ŋa	ŋa	ŋaɨ	ŋɣa	ŋɯa	ŋɣæ	ŋᵚæ	ɴaˤ	ŋaˤ	ŋæ	ɴa˞	杈枒
785	吾	疑開二麻平	假攝	假開二平麻疑	下平聲9麻	下平6麻	五加切	ngae	ngae	ngra	ngea	ŋa	ŋa	ŋa	ŋa	ŋa	ŋaɨ	ŋɣa	ŋɯa	ŋɣæ	ŋᵚæ	ɴaˤ	ŋaˤ	ŋæ	ɴa˞	漢書金城郡有允吾縣允音鉛
786	樝	莊開二麻平	假攝	假開二平麻莊	下平聲9麻	下平6麻	側加切	tsrae	tsrae	cra	tra	tʂa	tʃa	tʃa	tʃa	tʃa	tʂaɨ	tʃɣa	tʂɯa	tʂɣæ	tʂᵚæ	tʂaˤ	tʂaˤ	tʂæ	tʂa˞	似梨而酸或作柤側加切十二
786	柤	莊開二麻平	假攝	假開二平麻莊	下平聲9麻	下平6麻	側加切	tsrae	tsrae	cra	tra	tʂa	tʃa	tʃa	tʃa	tʃa	tʂaɨ	tʃɣa	tʂɯa	tʂɣæ	tʂᵚæ	tʂaˤ	tʂaˤ	tʂæ	tʂa˞	上同又煎藥滓（似梨而酸或作柤側加切十二）
786	𦳏	莊開二麻平	假攝	假開二平麻莊	下平聲9麻	下平6麻	側加切	tsrae	tsrae	cra	tra	tʂa	tʃa	tʃa	tʃa	tʃa	tʂaɨ	tʃɣa	tʂɯa	tʂɣæ	tʂᵚæ	tʂaˤ	tʂaˤ	tʂæ	tʂa˞	芹楚葵生水中
786	㪥	莊開二麻平	假攝	假開二平麻莊	下平聲9麻	下平6麻	側加切	tsrae	tsrae	cra	tra	tʂa	tʃa	tʃa	tʃa	tʃa	tʂaɨ	tʃɣa	tʂɯa	tʂɣæ	tʂᵚæ	tʂaˤ	tʂaˤ	tʂæ	tʂa˞	以指按也
