多	t	uə	213	1																
拖	tʰ	uə	213	1																
他	tʰ	ɑ	44	3																
杀	ʃ	ɑ	44	3																
班	p	ã	213	1																
板	p	ã	44	3																
蛮	m	ã	53	2																
慢	m	ã	21	5																
颜	Ø	iã	53	2																
雁	Ø	iã	21	5																
铡	tʃ	ɑ	53	2	～刀															
瞎	ɕ	iɑ	44	3																
鞭	p	iã	213	1																
编	p	iã	213	1																
变	p	iã	21	5																
偏	p	iã	213	1																
辩	p	iã	21	5																
绵	m	iã	53	2																
棉	m	iã	53	2																
免	m	iã	44	3																
碾	ȵ	iã	21	5																
连	l	iã	53	2																
煎	ʦ	iã	213	1																
剪	ʦ	iã	44	3																
箭	ʦ	iã	21	5																
浅	ʦʰ	iã	44	3																
钱	ʦʰ	iã	53	2																
仙	s	iã	213	1																
线	s	iã	21	5																
缠	ʧʰ	ã	53	2																
毡	ʧʰ	ã	213	1																
战	ʧʰ	ã	21	5																
膻	ʃ	ã	213	1																
扇	ʃ	ã	21	5	～子															
善	ʃ	ã	21	5																
然	ʒ	ã	53	2																
燃	ʒ	ã	53	2																
件	ʨ	iã	21	5																
延	Ø	iã	21	5																
演	Ø	iã	44	3																
别	p	iə	53	2	区～															
灭	m	iə	21	5																
列	l	iə	21	5																
裂	l	iə	44	3																
薛	s	yə	44	3																
哲	ʧ	ə	53	2																
浙	ʧ	ə	44	3																
舌	ʃ	ə	53	2																
设	ʃ	ə	21	5																
热	ʒ	ə	21	5																
杰	ʨ	iə	53	2																
建	ʨ	ian	21	5																
言	Ø	ian	53	2																
献	ɕ	ian	21	5																
歇	ɕ	iə	44	3																
边	p	iã	213	1																
片	pʰ	iã	213	1																
面	m	iã	21	5	～粉															
天	tʰ	iã	213	1																
田	tʰ	iã	53	2																
填	tʰ	iã	53	2																
电	t	iã	21	5																
殿	t	iã	21	5																
年	ȵ	iã	53	2																
怜	l	iã	53	2																
练	l	iã	21	5																
千	ʨʰ	iã	213	1																
前	ʨʰ	iã	53	2																
先	s	iã	213	1																
肩	ʨ	iã	213	1																
见	ʨ	iã	21	5																
牵	ʨʰ	iã	213	1																
显	ɕ	iã	44	3																
贤	ɕ	iã	53	2																
弦	ɕ	iã	53	2																
现	ɕ	iã	21	5																
烟	Ø	iã	213	1																
铁	tʰ	iə	44	3																
捏	ȵ	iə	21	5																
节	ʦ	iə	44	3																
切	ʦʰ	iə	44	3	～开															
结	ʨ	iə	44	3																
洁	ʨ	iə	53	2																
搬	p	ã	213	1																
半	p	ã	21	5																
潘	pʰ	ã	213	1																
判	pʰ	ã	21	5																
盘	pʰ	ã	53	2																
伴	p	ã	21	5																
瞒	m	ã	53	2																
馒	m	ã	213	1	～头															
满	m	ã	44	3	决～															
端	t	uã	213	1																
短	t	uã	44	3																
断	t	uã	21	5																
团	tʰ	uã	53	2																
段	t	uã	21	5																
乱	l	uã	21	5																
酸	s	uã	213	1																
算	s	uã	21	5																
蒜	s	uã	21	5																
官	k	uã	213	1																
棺	k	uã	213	1																
观	k	uã	213	1	参～															
管	k	uã	44	3																
馆	k	uã	44	3																
罐	k	uã	21	5																
冠	k	uã	21	5	～军															
宽	kʰ	uã	213	1																
款	kʰ	uã	44	3																
玩	v	ã	53	2	古～、游～															
欢	x	uã	213	1																
唤	x	uã	21	5																
完	v	ã	53	2																
换	x	uã	21	5																
豌	v	ã	213	1	～豆															
碗	v	ã	44	3																
脱	tʰ	uə	44	3																
活	x	uə	53	2																
顽	v	ã	53	2	～皮、～固															
幻	x	uã	21	5																
