// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	ŋ	x
@FIN	a
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
t	ou	平聲	刀 叨 嘮{~□~挖：互相借用}
t	ou	上聲	禱 島 倒{打~} 蹈 搗 導
t	ou	去聲	道 稻 到 倒{~水} 盜
tʰ	ou	平聲	滔 掏{~出來} 桃 逃 淘 陶 萄 濤 燾
tʰ	ou	上聲	討
tʰ	ou	去聲	套
n	ou	平聲	饒 撓
n	ou	上聲	腦 惱 □{肩扛} 堖{較緩山崖}
n	ou	去聲	鬧
l	ou	平聲	勞 撈 牢 嘮{~叨} 嶗 癆 澇 耙 □{刻~：鬥，一種脬紋}
l	ou	上聲	老
l	ou	去聲	澇{旱~} 駱 落{~窩雞兒}
ts	ou	平聲	遭 糟 朝{今~} 召 昭 招 沼{~氣}
ts	ou	上聲	早 棗 蚤 澡 找 藻
ts	ou	去聲	皂 灶 罩 笊{~籬} 趙 兆 照 詔 噪 燥
tsʰ	ou	平聲	操{~作} 曹 槽{馬~} 抄{~寫} 鈔 巢 剿 超 朝{~代} 潮
tsʰ	ou	上聲	草 吵 炒
tsʰ	ou	去聲	造 製{~躁} 糙{粗~}
s	ou	平聲	騷 臊{~氣} 梢{樹~} 捎{~帶} 燒 稍
s	ou	上聲	掃{~地} 嫂 少
s	ou	去聲	掃{~帚} 哨{~雨} 韶{~關} 紹 少{~年} 邵 □{~眼：灶下捅火處；~火：從灶下往上捅火}
z	ou	平聲	饒
z	ou	上聲	擾 繞{圍~}
z	ou	去聲	繞{~線}
k	ou	平聲	高 膏 篙 羔 糕
k	ou	上聲	稿 搞 鎬
k	ou	去聲	告 膏{~油}
kʰ	ou	上聲	考 烤 拷
kʰ	ou	去聲	靠 犒 銬
ŋ	ou	平聲	熬 凹 翱 敖
ŋ	ou	上聲	襖
ŋ	ou	去聲	傲 鰲{~子} 奧 懊 坳{山~}
x	ou	平聲	蒿 薅 豪 壕 毫 號{呼~} 嚎
x	ou	上聲	好{~壞} 和{連詞，我~你}
x	ou	去聲	浩 好{喜~} 耗 號{吹~}
Ø	ou	平聲	嗷 嗽{打務~嗓子：跑龍套的}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	t	tʰ	ts	tsʰ	s	k	kʰ	x
@FIN	u
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
t	u	平聲	□{~跌：摔跤} □{將某物放入鍋中煮}
t	u	上聲	朵 躲
t	u	去聲	惰 垛 剁 墮 跺
tʰ	u	平聲	□{~三鍋：三號大小的鍋} 坨
tʰ	u	上聲	妥 橢
tʰ	u	去聲	唾
ts	u	上聲	佐 左
ts	u	去聲	坐 座 痤
tsʰ	u	平聲	搓
tsʰ	u	去聲	錯 挫 銼{動詞}
s	u	平聲	蓑 梭 唆 □{~利~利：小孩子多動}
s	u	上聲	鎖 瑣 所 嗩
k	u	平聲	鍋 戈
k	u	上聲	果 裹
k	u	去聲	過
kʰ	u	平聲	科 棵 顆 蝌 窠 稞
kʰ	u	去聲	課
x	u	平聲	和{~麵} 禾 乎 □{羊~：羊倌}
x	u	上聲	火 夥
x	u	去聲	禍 貨 和{摻~}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	x
@FIN	ua
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
t	ua	平聲	端
t	ua	上聲	短
t	ua	去聲	斷 段 鍛 椴 緞 煅
tʰ	ua	平聲	團 湍 疃{面~：村名} □{~子：當地的一種蒸餃}
tʰ	ua	上聲	□{~練：指在經驗方面進一步鍛鍊}
n	ua	上聲	暖
l	ua	平聲	鸞 巒 孿 欒 攣 孌 鑾 □{骨~：量詞；小塊地方}
l	ua	上聲	卵
l	ua	去聲	亂
ts	ua	平聲	鑽{動詞} 專 磚
ts	ua	上聲	轉{~眼}
ts	ua	去聲	纂{編~} 鑽{電~} 撰 篆 轉{圈~} 傳{~記} 賺
tsʰ	ua	平聲	川 穿 船 傳{~說} 椽 汆 □{一~(院)：量詞}
tsʰ	ua	上聲	喘
tsʰ	ua	去聲	竄 篡 串
s	ua	平聲	酸 閂 栓
s	ua	上聲	喘
s	ua	去聲	算 蒜 涮
z	ua	上聲	軟 阮
k	ua	平聲	官 棺 觀{~看} 冠{衣~} 鰥 關 館
k	ua	上聲	管 館 莞
k	ua	去聲	貫 灌 罐 觀{~寺} 冠{~軍} 慣 盥
kʰ	ua	平聲	寬
kʰ	ua	上聲	款
x	ua	平聲	歡 桓 還{歸~} 環
x	ua	上聲	緩
x	ua	去聲	喚 煥 換 幻 患 宦 渙 瘓 豢
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	t	tʰ	ts	tsʰ	s	k	kʰ	x
@FIN	uaʔ
@TON	陰入	22
@TON	陽入	312

// Initial	Final	Tone	CharList (Space separated)
t	uaʔ	陰入	掇{拾~、掂~}
t	uaʔ	陽入	奪 庹{量詞；成人兩臂平伸時兩手間的距離}
tʰ	uaʔ	陰入	脫 托
ts	uaʔ	陰入	撮{一~米} 拙 昨 桌 卓 涿 琢 捉
ts	uaʔ	陽入	鑿{~子} 啄 鐲
tsʰ	uaʔ	陰入	戳 □ 撞
s	uaʔ	陰入	刷 說 朔 縮 □{~事閨女：出嫁女兒}
k	uaʔ	陰入	刮
kʰ	uaʔ	陰入	括 聒{耳~} 闊 廓 擴
x	uaʔ	陰入	豁{~子} 霍 藿 劃{用刀~開}
x	uaʔ	陽入	活 滑 猾 獲
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	x
@FIN	uei
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
t	uei	平聲	堆
t	uei	上聲	□{互相碰}
t	uei	去聲	對 碓 隊 兌
tʰ	uei	平聲	推
tʰ	uei	上聲	腿
tʰ	uei	去聲	退 蛻
n	uei	去聲	內
l	uei	平聲	雷 驢
l	uei	上聲	儡{傀~} 累{積~} 壘 履 呂 旅
l	uei	去聲	累{連~} 類 淚 慮 濾
ts	uei	平聲	追 錐
ts	uei	去聲	罪 最 綴{點~} 贅 墜
tsʰ	uei	平聲	催 崔 吹 炊 垂 槌 錘 摧 唾
tsʰ	uei	去聲	脆 翠 粹{純~} 淬 萃
s	uei	平聲	雖 綏 遂 誰 隨
s	uei	上聲	髓 水
s	uei	去聲	碎 歲 稅 睡 隧{~道} 祟 穗
z	uei	去聲	芮{姓~} 銳 瑞 蕊
k	uei	平聲	圭 閨 規 龜 歸
k	uei	上聲	詭 軌 鬼
k	uei	去聲	鱖 桂 櫃 貴 桂{~黃：橘黃}
kʰ	uei	平聲	盔 魁 傀{~儡} 奎 虧 窺 逵 葵
kʰ	uei	上聲	□{~對：湊合}
kʰ	uei	去聲	潰 跪 愧 饋 匱
x	uei	平聲	灰 恢 回 茴 揮 輝 徽 蛔 詼
x	uei	上聲	悔 毀 海
x	uei	去聲	賄 匯 晦 會{開~會、~不~} 繪 惠 慧 穢 諱 卉
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	ts	tsʰ	s	k	kʰ	x
@FIN	uɒ
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
ts	uɒ	平聲	抓
ts	uɒ	上聲	爪
tsʰ	uɒ	平聲	□{象聲詞，菜入油鍋的聲音}
s	uɒ	上聲	耍
k	uɒ	平聲	瓜 呱 刮
k	uɒ	上聲	寡 剮
k	uɒ	去聲	卦 掛 褂
kʰ	uɒ	平聲	誇
kʰ	uɒ	上聲	垮 胯
kʰ	uɒ	去聲	跨
x	uɒ	平聲	花 華 鏵{鐵~} 劃 嘩 樺{~樹}
x	uɒ	去聲	化 畫 話
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	ts	tsʰ	s	k	kʰ	x
@FIN	uɔu
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
ts	uɔu	平聲	裝 樁 莊 妝
ts	uɔu	去聲	壯 狀 幢 撞
tsʰ	uɔu	平聲	瘡 床 雙 窗 霜{~降}
tsʰ	uɔu	上聲	爽 闖
tsʰ	uɔu	去聲	創 撞
s	uɔu	平聲	霜 孀 窗 床{籠~：河撈床子}
s	uɔu	上聲	爽
s	uɔu	去聲	雙 雙生
k	uɔu	平聲	光 咣
k	uɔu	上聲	廣
k	uɔu	去聲	逛
kʰ	uɔu	平聲	匡 筐 誆 狂
kʰ	uɔu	去聲	曠 況
x	uɔu	平聲	荒 慌 黃 簧 皇
x	uɔu	上聲	謊 晃{~眼}
x	uɔu	去聲	晃{~桿：圈裡拴牲口的桿}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	t	tʰ	l	ts	tsʰ	s	z	k	kʰ	x
@FIN	uəʔ
@TON	陰入	22
@TON	陽入	312

// Initial	Final	Tone	CharList (Space separated)
t	uəʔ	陰入	□{~子：屁股} □{~圪：髮髻}
t	uəʔ	陽入	獨 讀 牘 篤 督 毒 獨{一~綠：量詞}
tʰ	uəʔ	陰入	突 禿
l	uəʔ	陰入	捋{~袖} 鹿 祿 六 陸 錄 綠 □{一獨~：量詞}
ts	uəʔ	陰入	祝 燭 囑 觸 做
ts	uəʔ	陽入	卒{~子} 術{白~} 濁 族 竹 逐 粥
tsʰ	uəʔ	陰入	猝 倉{~出} 促 □{~面稀：做糊糊}
s	uəʔ	陰入	瑟{~~發抖} 叔 淑 束
s	uəʔ	陽入	術 述 熟 粟 贖 蜀 屬
z	uəʔ	陰入	辱 褥 □{~貼：舒服}
z	uəʔ	陽入	入
k	uəʔ	陰入	骨 郭 谷{山~、~子} 骨{~蘆：葫蘆}
k	uəʔ	陽入	核{杏~}
kʰ	uəʔ	陰入	窟 哭 酷 □{~□lye22：圓圈狀物體}
x	uəʔ	陰入	忽 □{~漏鍋：補鍋}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	t	tʰ	l	ts	tsʰ	s	z	k	kʰ	Ø
@FIN	uɛı
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
t	uɛı	平聲	東 冬 蹲 敦 墩 礅 咚 □{~甩：欺負}
t	uɛı	上聲	董 懂 噸 □{~下亂子了：闖禍了} □倒{~：倒著走}
t	uɛı	去聲	動 洞 侗 凍 棟 盾 囤 屯 頓 鈍 遁 燉
tʰ	uɛı	平聲	通 同 銅 童 潼 瞳 臀 豚 彤 佟 囤 屯 飩
tʰ	uɛı	上聲	桶 捅 統 筒
tʰ	uɛı	去聲	痛
l	uɛı	平聲	聾 隆 龍 籠 侖 輪 掄 倫 淪 嚨 瓏
l	uɛı	上聲	攏 隴 壟
l	uɛı	去聲	弄 論 隆
ts	uɛı	平聲	鬃 宗 綜 中{~間} 忠 終 鐘 盅 尊 遵 蹤 粽 衷 諄 樽 □{一圪~頭髮：量詞，少於一把}
ts	uɛı	上聲	種{~類} 准 總 腫 塚 踵
ts	uɛı	去聲	粽 中{打~} 仲 眾 重{輕~} 種{~樹} 縱
tsʰ	uɛı	平聲	聰 匆 蔥 囪 叢 蟲 崇 充 從 銃 重{~複} 衝{~動} 村 存 椿{~樹} 唇 純 蓴{~菜} 醇 中{路當~} 春 椿 皺 衝 憧 淳 鶉 蹤 琮
tsʰ	uɛı	上聲	寵 蠢
tsʰ	uɛı	去聲	寸 衝{~著}
s	uɛı	平聲	孫 嵩 松 凇 □{精液}
s	uɛı	上聲	隼 榫 聳 吮 損 筍 悚
s	uɛı	去聲	送 宋 誦 頌 訟 順 舜 瞬
z	uɛı	平聲	戎 絨 茸 容 融 溶 熔 榮 嶸
z	uɛı	上聲	冗
z	uɛı	去聲	潤 閏
k	uɛı	平聲	工 功 攻 弓 躬 宮 恭 供{~給} 公{老~~：對年長者的統稱} 翁 蚣 □{單~：指專門做樣子給人看，做作}
k	uɛı	上聲	拱 鞏 滾 鯀 糞
k	uɛı	去聲	貢 供{上~共} 棍
kʰ	uɛı	平聲	空 昆 坤
kʰ	uɛı	上聲	孔 汞 恐 捆 啃
kʰ	uɛı	去聲	控 空{~缺} 困 □{~乾：瀝乾}
Ø	uɛı	平聲	烘 洪 紅 鴻 葷 昏 婚 魂 餛 渾 轟 弘 宏
Ø	uɛı	上聲	哄{~騙}
Ø	uɛı	去聲	混 轟 訌 哄{起~}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	ts	tsʰ	s	k	kʰ	x
@FIN	uε
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
ts	uε	去聲	拽
tsʰ	uε	上聲	揣
s	uε	平聲	衰 摔
s	uε	上聲	甩
s	uε	去聲	帥 率{~領}
k	uε	平聲	乖
k	uε	上聲	拐
k	uε	去聲	劊 怪
kʰ	uε	上聲	蒯
kʰ	uε	去聲	塊 會{~計} 快 筷
x	uε	平聲	懷 槐 淮
x	uε	去聲	壞
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	f	t	tʰ	n	ts	tsʰ	s	z	k	kʰ	x	Ø
@FIN	v̩
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
p	v̩	上聲	補 堡 捕 哺
p	v̩	去聲	布 佈 怖 步 埠 萢{~小雞} 抱 部 簿
pʰ	v̩	平聲	鋪 蒲 菩 脯 葡 萄 匍
pʰ	v̩	上聲	譜 普 浦 圃 埔
pʰ	v̩	去聲	鋪{~面}
m	v̩	平聲	模{~子、~範} 摹 謀 矛 眸
m	v̩	上聲	母 姆 畝 拇 牡 某
m	v̩	去聲	暮 慕 墓 驀 幕 牧
f	v̩	平聲	夫 膚 跗 敷 俘 孵 麩 麥{~子} 符 扶 芙{~蓉} 輸 浮 書 蜉 □{~謝燈：吹滅煤油燈}
f	v̩	上聲	鼠 薯 白{~俯} 腑 府 甫 斧 脯 杏{~撫} 釜 腐 輔 水 否 阜 俯
f	v̩	去聲	父 付 賦 付 赴 訃 俯 樹 婦 負 富 副 附 傅 駙 拊 睡
t	v̩	平聲	都 嘟 □{圪~：拳頭}
t	v̩	上聲	堵 賭 肚 魚{~睹}
t	v̩	去聲	肚{~子} 杜 度 渡 鍍 爐
tʰ	v̩	平聲	徒 屠 途 圖 塗 荼
tʰ	v̩	上聲	土 吐
tʰ	v̩	去聲	兔 菟 □{~頭：形容人驕傲}
n	v̩	平聲	奴
n	v̩	上聲	努 弩 帑
n	v̩	去聲	怒
ts	v̩	平聲	租 豬 諸 誅 蛛 株 朱 珠{~沙} 珠 錐 環{~子：上鞋用的工具} 侏
ts	v̩	上聲	祖 組 阻 煮 拄{~拐杖} 主 帚 詛
ts	v̩	去聲	著 苧{~麻} 助 柱 駐 注 住 蛀 鑄 墜 耳{~子：耳環} 綴
tsʰ	v̩	平聲	粗 除 儲 初 廚 雛 殊 矗 貯 櫥 輸{~贏} 搐 □{打鼾~：打呼嚕} 錘 □{~腰不興：伸腰}
tsʰ	v̩	上聲	褚 楚 處 相{~暑} 礎 杵 躇 芻
tsʰ	v̩	去聲	醋 措 處{~所}
s	v̩	平聲	蘇 酥 鋤 梳 疏 疏 注{~舒} 樞 輸 運{~穌} 書 蔬 抒
s	v̩	上聲	所 黍 署 專{~數} 曙{動詞}
s	v̩	去聲	素 訴 塑 嗉 庶 恕 數{~字} 豎 戌 墅 朔 溯 愫 漱
z	v̩	平聲	如 茹 孺 蠕 濡 孺 嚅
z	v̩	上聲	汝 儒 乳 □ 圪{~骨：肘}
z	v̩	去聲	□{~草：切草時向鍘刀內送草}
k	v̩	平聲	姑 孤 箍 咕 辜 菇 鴣 錮 蛄
k	v̩	上聲	古 估 牯{牛~} 鼓 賈{商~} □{~住：逼迫}
k	v̩	去聲	故 固 雇 顧
kʰ	v̩	平聲	枯 涸 骷 □{指人做事太絕對有貶義}
kʰ	v̩	上聲	苦
kʰ	v̩	去聲	庫 褲 袴
x	v̩	平聲	呼 胡 湖 狐 壺 乎 瓠{~蘆} 鬍 糊 和{~牌} 蝴 弧 瑚
x	v̩	上聲	虎 滸 水{~唬} 琥
x	v̩	去聲	戶 滬 互 護 扈 □{不清楚} 瓠{~條：西葫蘆條}
Ø	v̩	平聲	吳 蜈 吾 梧{~桐} 鳥 污 塢 無 巫 嗚{象聲詞} 蕪
Ø	v̩	上聲	五 伍 午 武 舞 侮 鵡
Ø	v̩	去聲	誤 悟 惡 誣 務 霧 戊 唔 騖 □ 捉{~下的：抱養的小孩}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	tɕʰ	ɕ
@FIN	y
@TON	平聲	22

// Initial	Final	Tone	CharList (Space separated)
tɕʰ	y	平聲	瘸{~腿}
ɕ	y	平聲	靴
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	tɕ	tɕʰ	ɕ	Ø
@FIN	yaʔ
@TON	陰入	22
@TON	陽入	312

// Initial	Final	Tone	CharList (Space separated)
tɕ	yaʔ	陰入	撧
tɕ	yaʔ	陽入	絕 厥 掘 橛{~子} 倔{~脾氣} 決 訣 倔{~強} 鐝{~斧：斧子}
tɕʰ	yaʔ	陰入	缺
ɕ	yaʔ	陰入	雪 恤
ɕ	yaʔ	陽入	穴
Ø	yaʔ	陰入	悅 閱 月 越 曰 粵
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	l	tɕ	tɕʰ	ɕ	Ø
@FIN	ye
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
l	ye	平聲	□{kʰuəʔ22~：圓圈狀物體} □
tɕ	ye	平聲	捐 娟 鵑 涓
tɕ	ye	上聲	卷{~起來} □{罵}
tɕ	ye	去聲	圈{豬~} 眷 卷{試~} 倦 券 絹
tɕʰ	ye	平聲	全 泉 圈{~起來} 拳 權 顴 蜷 詮 痊
tɕʰ	ye	上聲	犬
tɕʰ	ye	去聲	勸
ɕ	ye	平聲	宣 旋{周~} 暄 玄 懸 軒 眩
ɕ	ye	上聲	選
ɕ	ye	去聲	旋{~吃~做} 鏇 楦 絢 炫 漩 碹{~窯} □{做瓠條時的一種工具} □{~來~去：常來常往}
Ø	ye	平聲	元 園 圓 員 原 源 冤 袁 猿 轅 媛 援 淵 鴛 垣
Ø	ye	上聲	遠
Ø	ye	去聲	院 怨 願
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	tɕ	tɕʰ	ɕ	Ø
@FIN	yeɪ
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
tɕ	yeɪ	平聲	俊{~~蛇：水蛭} 軍 君 均 鈞 菌
tɕ	yeɪ	上聲	窘 炯 迥
tɕ	yeɪ	去聲	俊 峻 竣 駿 郡 □{~肉：皮凍}
tɕʰ	yeɪ	平聲	瓊 群 裙 窮 穹
ɕ	yeɪ	平聲	兄 熊 雄 胸 凶{~吉} 兇{~惡} 洶 荀 旬 尋 旬 殉 詢 汛 勳 熏 循
ɕ	yeɪ	去聲	訊 迅 遜 訓 □{跟著}
Ø	yeɪ	平聲	融 雍 容 蓉 鎔 庸 雲 暈 勻 耘 芸 擁
Ø	yeɪ	上聲	永 泳 詠 擁 甬 勇 湧 蛹 隕 允
Ø	yeɪ	去聲	用 運 蘊 醞 韻 熨 佣
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	l	tɕ	tɕʰ	ɕ	Ø
@FIN	yəʔ
@TON	陰入	22
@TON	陽入	312

// Initial	Final	Tone	CharList (Space separated)
l	yəʔ	陰入	律 率 □{~緊：繫緊}
tɕ	yəʔ	陰入	掬{一~：一捧} 足 鞠
tɕ	yəʔ	陽入	桔 菊 局 絕
tɕʰ	yəʔ	陰入	屈 黢{~黑} 曲
ɕ	yəʔ	陰入	戌 削 速 肅 宿 畜{牲~} 蓄
ɕ	yəʔ	陽入	俗 續
Ø	yəʔ	陰入	域 獄 欲 浴
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	v	t	tʰ	n	l	ts	tsʰ	s	k	x	Ø
@FIN	ɒ
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
p	ɒ	平聲	巴 芭 疤 爬 爸 叭{象聲詞} 扒 笆
p	ɒ	上聲	把 吧{語氣詞} 靶
p	ɒ	去聲	霸 壩{堤~} 耙{~地：犁地} 罷
pʰ	ɒ	平聲	琶 耙{~子} 杷 枇{~爬}
pʰ	ɒ	去聲	怕 帕
m	ɒ	平聲	麻 蟆{圪~} 媽 蔴 □{~~：一會兒}
m	ɒ	上聲	馬 碼 瑪 螞
m	ɒ	去聲	罵
v	ɒ	平聲	蛙 洼 □{黑老~：烏鴉} 娃 哇{象聲詞} 挖 媧 家4{地名，梁~莊}
v	ɒ	上聲	瓦
v	ɒ	去聲	瓦{~牆} 家5{地名，桑~溝}
t	ɒ	平聲	家3{長輩稱呼晚輩的媳婦時，在晚輩的媳婦後所加的成分。如：二小~}
t	ɒ	上聲	打
t	ɒ	去聲	大
tʰ	ɒ	平聲	他 她 它
n	ɒ	平聲	拿 拏 家6{地名，溫~莊}
n	ɒ	上聲	哪 那 娜
l	ɒ	平聲	拉 啦{語氣詞}
l	ɒ	去聲	旮 圪{~：空隙處}
ts	ɒ	平聲	查{姓氏} 祖 渣 咱 □{~頭：發酵用的面團}
ts	ɒ	上聲	咋 □{冒~：試探性估計}
ts	ɒ	去聲	詐 榨 炸 乍 柵
tsʰ	ɒ	平聲	茶 搽 差
tsʰ	ɒ	上聲	釵 杈
tsʰ	ɒ	去聲	岔 詫 奼 叉 咤
s	ɒ	平聲	沙 紗 叉 茬 痧 鯊 莎 □{~子：打場用的農具} 砂 □{~口口：口袋}
s	ɒ	上聲	灑 傻 撒
s	ɒ	去聲	廈 □{~一~：把東西分類。}
k	ɒ	平聲	咔{~~：象聲詞，鞋底與地板之間的聲音}
x	ɒ	平聲	哈{~氣，水蒸氣}
Ø	ɒ	平聲	阿 啊
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	ŋ	x
@FIN	ɔu
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
p	ɔu	平聲	幫 邦 浜 梆 □{象聲詞}
p	ɔu	上聲	榜 綁 膀
p	ɔu	去聲	謗 傍 棒 蚌 磅
pʰ	ɔu	平聲	滂 胖 龐 旁 螃 乓 脬 □{奶~子：乳房}
pʰ	ɔu	上聲	□{形容人很厲害}
pʰ	ɔu	去聲	胖
m	ɔu	平聲	忙 芒 茫 盲 氓
m	ɔu	上聲	莽 蟒
f	ɔu	平聲	方 肪 芳 妨 房 防
f	ɔu	上聲	仿 紡 訪
f	ɔu	去聲	放
v	ɔu	平聲	亡 汪 王 枉
v	ɔu	上聲	罔 綱 往 惘 網
v	ɔu	去聲	忘 妄 望 旺
t	ɔu	平聲	當{~然} 襠 鐺
t	ɔu	上聲	黨 擋
t	ɔu	去聲	當{~鋪} 檔 宕 蕩
