	注释：-白读，=文读
kʰ	[1]圈匡筐[3]强{勉～}
ŋ	[2]原元源[6]愿
x	[1]香乡[2]悬=玄[3]响享[5]向饷
∅	[1]冤渊央殃[2]员圆缘袁垣羊阳洋扬杨烊完[3]养远=痒=[5]映怨[6]样院恙援
#yuŋ	
∅	[1]雍甬痈[2]容茸荣溶绒戎[3]永勇[5]涌拥咏泳[6]用佣
#aʔ	
p	[7]伯-[8]白-拔={～贡}
pʰ	[8]□{溢}
m	[8]麦脉
t	[7]答搭[8]达踏跶
tʰ	[7]蹋榻塔[8]沓宅
n	[8]纳搦{抓}
l	[7]瘌躐{～街}[8]腊蜡猎粒
ts	[7]扎札眨[8]闸杂侧栅
tsʰ	[7]插察擦
s	[7]刹煞杀萨[8]煠{清水煮}
k	[7]蛤鸽甲割葛[8]□{附着}
kʰ	[7]渴
x	[7]喝[8]合盒辖匣
∅	[7]押压鸭
#ɔʔ	
p	[7]博{对换}驳搏[8]薄泊舶
pʰ	[7]剥{～削}朴扑璞[8]□{派头}
m	[7]幕摸膜寞[8]莫
t	[7]卓琢掇{～椅}斫{砍}桌=啄[8]夺铎
tʰ	[7]托脱□{烫}[8]脱{～臼}
l	[7]□{套入}[8]落{～后}烙骆络乐{快～}
ts	[7]作[8]凿={确～}
tsʰ	[7]撮{～药}
s	[7]刷溯朔
k	[7]各阁郭骨觉刮[8]滑猾
kʰ	[7]确壑霍藿窖窟□{击}[8]□{敲，～木鱼}
ŋ	[7]鄂锷鳄[8]岳乐{音～}嶽狱愕
x	[8]鹤学{～问}核
∅	[7]恶[8]学-
#ɛʔ	
p	[7]八北[8]拔-{～菜}别{～人}
pʰ	[7]迫魄[8]或获惑
m	[7]咩{羊叫声}[8]墨默密-
t	[7]得德□{顶牛}[8]特
tʰ	[7]贴帖忒[8]读-{～书}
n	[7]捏
l	[7]落{丢，掉}[8]□{舔}
ts	[7]则责汁节-{时～}[8]截
tsʰ	[7]测侧策拆[8]贼
s	[7]色塞虱啬□{菜食}[8]十拾□{切，～菜}
k	[7]格={严～}角洁-
kʰ	[7]克刻客=咳剋
x	[7]黑=血
∅	[7]厄扼[8]狭-
#iʔ	
p	[7]笔逼必璧煏{～油}壁=[8]弼
pʰ	[7]匹霹癖劈僻辟碧
m	[8]密={秘～}蜜觅
t	[7]摘{～要}嫡的[8]蛰值直侄姪笛狄敌
tʰ	[7]惕踢值{～钱}[8]迭叠
n	[8]日入
l	[8]立笠力
ts	[7]质执绩织[8]习集辑疾寂
tsʰ	[7]七膝漆戚赤斥尺=
s	[7]湿失息室识式饰锡析昔惜释[8]拾=实食=蜀{一}席夕硕
k	[7]急吉击激檄桔戟[8]及极
kʰ	[7]吃{～亏，难过，吃力}
ŋ	[7]吸级[8]溺匿
x	[7]熻{～饭}吸{～鼻，吸流鼻涕}
∅	[7]一乙抑益邑揖□{刺}[8]逸翼弋译驿易{交～}液腋
#uʔ	
p	[7]不腹-{～肚}[8]卜{萝～}
pʰ	[8]瀑
m	[8]没木沐目=穆牧
t	[7]竹督笃筑[8]独毒轴逐
tʰ	[7]突[8]秃
n	[8]肉
l	[8]鹿禄录绿=漉
ts	[7]祝粥足嘱[8]族
tsʰ	[7]促触
s	[7]速肃淑宿缩[8]熟俗续赎蜀
k	[7]谷酷鹄[8]掘
kʰ	[7]哭窟屈
x	[7]拂彿福幅蝠复覆[8]佛服伏
∅	[7]屋握[8]勿物□{挥}
#yʔ	
t	[7]□{蘸}
tʰ	[7]□{缩}
l	[8]律率{利～}
ts	[7]卒□{吸，亲嘴}
tsʰ	[7]出
s	[7]恤戍[8]术
k	[7]菊[8]局
kʰ	[7]曲麯
ŋ	[8]玉
x	[7]蓄畜旭
∅	[7]郁
#iaʔ	
t	[8]籴
tʰ	[7]獭
l	[7]□{鞋～，拖鞋}[8]辣历
ts	[7]隻{只，量词}
s	[8]食-
k	[7]夹
kʰ	[7]隙{水～}[8]屐
ŋ	[8]额
x	[7]吓[8]□{气味熏人}
∅	[8]翼{飞～}□{搧}
#ieʔ	
p	[7]鳖憋[8]别{离～}
pʰ	[7]瞥撇
m	[8]灭篾蔑
t	[7]哲辙谪{申斥}[8]蝶牒谍
tʰ	[7]铁
l	[7]列烈歷{～史}裂
ts	[7]接折{～扣}摺浙节={～约}栉疖[8]截=舌
tsʰ	[7]切妾[8]蠘{梭子蟹}蠞{梭子蟹}
s	[7]设薛[8]涉蚀{～本}
k	[7]劫揭结=洁={清～}[8]杰竭
kʰ	[7]怯缺{～喙}
ŋ	[7]聂□{夹}镊蹑𥍉孽摄[8]业
x	[8]协穴胁
∅	[7]谒噎[8]叶热翼={～髀，翅膀}
#uaʔ	
p	[7]砵钵拨[8]跋{～倒，摔倒}
pʰ	[7]泼钹
m	[7]抹[8]袜末沫
k	[7]括刮
kʰ	[7]阔
x	[7]发法[8]伐阀罚
∅	[7]挖[8]活{～动}划{计～}画
#uoʔ	
p	[7]發{～芽}髪{头～}[8]缚
pʰ	[8]曝{晒}雹{龙～}□{犁～，犁田翻出的土块；泡沫}
k	[7]国蕨[8]橛
x	[7]忽
#yøʔ	
t	[8]着{燃}
n	[8]箬{树叶，柴～}
ts	[7]爵酌[8]绝着={附～}
tsʰ	[7]雀鹊芍婥绰妁啜{喝}[8]蓆{草～}
s	[7]雪削说屑-[8]石{～头}踅{跳}
k	[7]决羯{阉，原文作“刔”}脚
kʰ	[7]厥却[8]剧
ŋ	[8]月弱虐疟
x	[7]歇
∅	[7]约阅钥悦[8]越药粤若跃
#yuʔ	
∅	[8]育欲毓辱浴
