	序号	字		合浦党江	灵山陆屋
	1647	鳩		kɐu45	kɐu11
	1648	鬮		kʰɐu45	kʰɐu11
	1649	糾		tɐu13	tɐu55
	1650	九		kɐu13	kɐu55
	1651	久		kɐu13	kɐu55
	1652	韭		kɐu13	kɐu55
	1653	灸		kɐu33	kɐu35
	1654	救		kɐu33	kɐu35
	1655	究		kɐu33	kɐu35
	1656	丘		hɐu45	jou11
	1657	糗			
	1658	求		kʰɐu33	kʰɐu21
	1659	球		kʰɐu33	kʰɐu21
	1660	仇		tsʰɐu33	tsʰɐu21
	1661	臼		kɐu33	kɐu33
	1662	舅		kʰɐu21	kʰɐu33
	1663	咎		kʰɐu21	kʰɐu33
	1664	舊		kʰɐu21	kʰɐu33
	1665	柩		kʰɐu21	kʰɐu33
	1666	牛		ŋɐu33	ŋɐu21
	1667	休		hɐu45	jou11
	1668	朽			
	1669	嗅			
	1670	憂		jɐu45	jou11
	1671	優		jɐu45	jou11
	1672	尤		jɐu33	jou21
	1673	郵		jɐu33	jou21
	1674	有		jɐu13	jou33
	1675	友		jɐu13	jou33
	1676	又		jɐu21	jɐu33
	1677	右		jɐu21	jɐu33
	1678	祐		jɐu21	jɐu33
	1679	由		jɐu33	jou21
	1680	油		jɐu33	jou21
	1681	游		jɐu33	jou21
	1682	猶		jɐu33	jou21
	1683	悠		jɐu33	jou21
	1684	酉		jɐu13	jou33
	1685	莠		jɐu13	jou33
	1686	誘		jɐu13	jou33
	1687	柚			
	1688	鼬			
	1689	釉		jɐu33	jou21
	1690	彪		pɛu45	piu11
	1691	謬		mɛu33	miu33
	1692	丢		tɛu45	tiu11
	1693	糾		tɐu13	tɐu55
	1694	幽		jɐu45	jɐu11
	1695	幼		jɐu33	jɐu33
	1696	耽		tam45	tam11
	1697	答		tap13	tap33
	1698	搭		tap13	tap33
	1699	貪		tʰam45	tʰam11
	1700	探		tʰam33	tʰam35
	1701	踏		tap21	tʰap22
	1702	搨		tʰap13	tʰap33
	1703	潭		tʰam33	tʰam21
	1704	譚		tʰam33	tʰam21
	1705	沓		tʰap21	tʰap22
	1706	南		nam33	nam21
	1707	男		nam33	nam21
	1708	納		nap13	nap22
	1709	漤			
	1710	拉		lai45	lai11
	1711	簪		tsam45	tsam11
	1712	參		tsʰam45	tsʰam11
	1713	慘		tsʰam13	tsʰam55
	1714	蠶		tsʰam33	tsʰam21
	1715	雜		tsʰap21	tsʰap22
	1716	感		kam13	kam55
	1717	合		hɐp21	hɔp33
	1718	蛤		kap33	kɔp33
	1719	鴿		kap33	kɔp33
	1720	堪		hɐm45	hɐm11
	1721	龕		hɐm45	hɐm11
	1722	坎		hɐm13	hɐm55
	1723	砍			
	1724	勘		hɐm45	hɐm11
	1725	喝		hut33	hɔt33
	1726	含		hɐm33	hɔm21
	1727	函		hɐm33	hɔm21
	1728	撼		hɐm21	hɔm33
	1729	憾		hɐm21	hɔm33
	1730	合		hɐp21	hɔp22
	1731	盒		hɐp21	hɔp22
	1732	庵		ɐm45	ɐm11
	1733	揞		ɐm13	ɐm55
	1734	暗		ɐm33	ɔm35
	1735	擔	担任	tam45	tam11
	1736	膽		tam13	tam55
	1737	擔	挑担	tam33	tam35
	1738	坍		tʰam45	tʰam11
	1739	毯		tʰan13	tʰan55
	1740	塔		tʰap13	tʰap33
	1741	榻		tʰap13	tʰap33
	1742	塌		tʰap13	tʰap33
	1743	溻		tʰap13	tʰap33
	1744	談		tʰam33	tʰam21
	1745	痰		tʰam33	tʰam21
	1746	淡		tʰam21	tʰam33
	1747	藍		lam33	lam21
	1748	籃		lam33	lam21
	1749	覽		lam13	lam33
	1750	攬		lam13	lam33
	1751	欖		lam13	lam33
	1752	濫		lam21	lam33
	1753	纜		lam13	lam33
	1754	臘		lap13	lap22
	1755	镴		lap13	lap22
	1756	蠟		lap13	lap22
	1757	慚		tsʰan33	tsʰan21
	1758	暫		tsʰam21	tsʰam33
	1759	鏨			
	1760	三		ɬam45	ɬam11
	1761	甘		kɐm45	kɔm11
	1762	柑		kɐm45	kɔm11
	1763	泔		kɐm45	kɔm11
	1764	敢		kɐm13	kɔm55
	1765	橄		kɐm13	kɔm55
	1766	磕			
	1767	蚶			
	1768	憨			
	1769	喊		ham33	ham33
	1770	酣			
	1771	埯			
	1772	站		tsʰam21	tsʰam35
	1773	劄			
	1774	賺		tsʰam21	tsʰam33
	1775	站		tsʰam21	tsʰam35
	1776	斬		tsam13	tsam55
	1777	蘸			
	1778	眨			
	1779	插		tsʰap13	tsʰap33
	1780	讒		tsʰam33	tsʰam21
	1781	饞		tsʰam33	tsʰam21
	1782	閘		tsʰap21	tsʰap22
	1783	炸		tsɒ33	tsa33
	1784	杉		tsʰam21	tsʰam11
	1785	尷		kam45	kam11
	1786	減		kam13	kam55
	1787	鹼		ham33	ham33
	1788	夾		kap21	kɛp33
	1789	裌		kap21	kɛp33
	1790	鵮			
	1791	恰		hɐp33	hɐp33
	1792	掐		nɐt33	mɐt33
	1793	咸		ham33	ham21
	1794	鹹		ham33	ham21
	1795	陷		hɐm21	hɐm33
	1796	餡		hɐm21	hɐm33
	1797	狹		hɐp21	hap22
	1798	峽		hɐp21	hap22
	1799	洽		hɐp33	hɐp33
	1800	攙		tsʰam45	tsʰam11
	1801	衫		sam45	sam11
	1802	釤			
	1803	監	监视	kam45	kam11
	1804	鑑		kam33	kam35
	1805	監	国子监	kam33	kam35
	1806	甲		kap13	kap33
	1807	胛		kap13	kap33
	1808	嵌			
	1809	嚴		ŋam33	ŋam21
	1810	銜		ham33	ham21
	1811	艦		lam21	lam33
	1812	匣		kap21	kap22
	1813	鴨		ap13	ap33
	1814	押		at13	at33
	1815	壓		at13	at33
	1816	貶		pin13	pin55
	1817	黏		nim45	nim11
	1818	聶		nip21	nip22
	1819	鑷		nip21	nip22
	1820	躡		nip21	nip22
	1821	廉		lim33	lim21
	1822	鐮		lim33	lim21
	1823	簾		lim33	lim21
	1824	斂		lim13	lim33
	1825	斂		lim13	lim33
	1826	殮		lim13	lim33
	1827	獵		lip21	lit33
	1828	尖		tsim45	tsim11
	1829	殲		tsʰim45	tsʰim11
	1830	接		tsip33	tsip33
	1831	籤		tsʰim45	tsʰim11
	1832	簽		tsʰim45	tsʰim11
	1833	妾		tsʰip33	tsʰip33
	1834	潛		tsʰim33	tsʰim21
	1835	漸		tsʰim21	tsʰim33
	1836	捷		tsit21	tsit22
	1837	沾		tsim45	tsim11
	1838	粘		tsim45	tsim11
	1839	瞻		tsim45	tsim11
	1840	占		tsim33	tsim35
	1841	佔		tsim33	tsim35
	1842	摺		tsip33	tsip33
	1843	褶		tsip33	tsip33
	1844	陝		sim13	sim55
	1845	閃		sim13	sim55
	1846	攝		sip33	sip33
	1847	蟾		sim33	sim21
	1848	涉		sip33	sip22
	1849	染		ȵim13	ȵim33
	1850	冉		ȵim13	ȵim33
	1851	檢		kim13	kim55
	1852	臉			
	1853	鉗			
	1854	儉		kim21	kim33
	1855	驗		nim21	nim33
	1856	險		him13	him55
	1857	淹		jim45	jim11
	1858	閹		jim45	jim11
	1859	掩		jim13	jim55
	1860	魇			
	1861	厭		jim33	jim35
	1862	靨			
	1863	炎		jim33	ȵim21
	1864	鹽		jim33	jim21
	1865	閻		jim33	ȵim21
	1866	簷		jim33	jim21
	1867	豔		jin21	ȵim33
	1868	焰		jin21	ȵim33
	1869	鹽			
	1870	葉		jip21	jip22
	1871	頁		jip21	tɛp33
	1872	劍		kim33	kim35
	1873	劫		kip33	kip33
	1874	欠		him33	him35
	1875	怯		kʰip33	kʰip33
	1876	嚴		ȵim33	ȵim21
	1877	儼			
	1878	釅			
	1879	業		nip21	nip22
	1880	杴			
	1881	脅		hip21	hip33
	1882	醃		jip33	jip33
	1883	腌		jip33	jip33
	1884	掂			
	1885	點		tim13	tim55
	1886	店		tim33	tim35
	1887	跌		tit33	tit33
	1888	添		tʰim45	tʰim11
	1889	舔		tʰɛm13	tʰɛm55
	1890	㮇			
	1891	帖		tʰip33	tʰip33
	1892	貼		tʰip33	tʰip33
	1893	甜		tʰim33	tʰim21
	1894	簟			
	1895	疊		tʰip21	tʰip22
	1896	碟		tʰip21	tʰip22
	1897	牒		tʰip21	tʰip22
	1898	蝶		tʰip21	tʰip22
	1899	諜		tʰip21	tʰip22
	1900	鮎		nim33	nim21
	1901	拈		nim45	nim11
	1902	念		nim21	nim33
	1903	苶			
	1904	兼		kim45	kim11
	1905	搛		kim45	kim11
	1906	挾		kɛp21	kɛp22
	1907	謙		him45	him11
	1908	歉		him33	him35
	1909	嫌		him33	him21
	1910	協		hip21	hip22
	1911	法		fat13	fat33
	1912	泛		fan33	fan35
	1913	凡		fan33	fan21
	1914	帆		fan33	fan21
	1915	范		fan21	fan33
	1916	範		fan21	fan33
	1917	犯		fan21	fan33
	1918	乏		fat21	fat22
	1919	禀		pɐn13	pɐn55
	1920	品		pʰɐn13	pʰɐn55
	1921	賃		ȵɐm21	ȵɐm33
	1922	林		lɐm33	lɐm21
	1923	淋		lɐm33	lɐm21
	1924	臨		lɐm33	lɐm21
	1925	檩			
	1926	立		lɐp21	lɐp22
	1927	笠		lɐp21	lɐp22
	1928	粒		nɐp33	nɐp33
	1929	浸		tsɐm33	tsɐm35
	1930	侵		tsʰɐm45	tsʰɐm11
	1931	寢		tsʰɐm13	tsʰɐm55
	1932	吣			
	1933	緝		tsʰɐp33	tsʰɐp33
	1934	集			
	1935	輯		tsʰɐp33	tsʰɐp33
	1936	心		ɬɐm45	ɬɐm11
	1937	尋		tsʰɐm33	tsʰɐm21
	1938	習		tsʰap21	tsʰap22
	1939	襲		tsʰap21	tsʰap22
	1940	沉		tsʰɐm33	tsʰɐm21
	1941	蟄		tsit33	tsit33
	1942	簪		tsam45	tsam11
	1943	參	参差	tsʰam45	tsʰam11
	1944	岑		tsʰɐm33	tsʰɐm21
	1945	森		sɐm45	sɐm11
	1946	參	人参	sɐm45	sɐm11
	1947	滲		sɐm33	sɐm35
	1948	澀		kip33	kip33
	1949	針		tsɐm45	tsɐm11
	1950	斟		tsɐm45	tsɐm11
	1951	枕		tsɐm13	tsɐm55
	1952	枕		tsɐm13	tsɐm55
	1953	執		tsɐp33	tsɐp33
	1954	汁		tsɐp33	tsɐp33
	1955	葚			
	1956	深		sɐm45	sɐm11
	1957	沈		sɐm13	sɐm55
	1958	審		sɐm13	sɐm55
	1959	嬸		sɐm13	sɐm55
	1960	濕		sɐp33	sɐp33
	1961	甚		sɐm21	sɐm33
	1962	十		sɐp21	sɐp22
	1963	什		sɐp21	sɐp22
	1964	拾		sɐp21	sɐp22
	1965	壬		ȵɐm33	ȵɐm21
	1966	任		ȵɐm33	ȵɐm21
	1967	任		ȵɐm33	ȵɐm21
	1968	紝		ȵɐm33	ȵɐm21
	1969	入		jɐp21	jɐp22
	1970	今		kɐm45	kɐm11
	1971	金		kɐm45	kɐm11
	1972	禁		kɐm33	kɐm35
	1973	襟		kʰɐm45	kʰɐm11
	1974	錦		kɐm13	kɐm55
	1975	禁		kʰɐm45	kʰɐm11
	1976	急		kɐp33	kɐp33
	1977	級		kʰɐp33	kʰɐp33
	1978	給		kʰɐp33	kʰɐp33
	1979	欽		hɐm45	hɐm11
	1980	撳			
	1981	泣			
	1982	㬤			
	1983	琴		kʰɐm33	kʰɐm21
	1984	禽		kʰɐm33	kʰɐm21
	1985	擒		kʰɐm33	kʰɐm21
	1986	妗		kʰɐm21	kʰɐm33
	1987	及		kʰɐp21	kʰɐp22
	1988	吟		ȵɐm33	ȵɐm21
	1989	吸		kʰɐp33	kʰɐp33
	1990	音		jɐm45	jɐm11
	1991	陰		jɐm45	jɐm11
	1992	飲		ȵɐm13	ȵɐm55
	1993	飲		ȵɐm13	ȵɐm55
	1994	蔭		jɐm45	jɐm11
	1995	窨			
	1996	飲			
	1997	揖		jɐp33	jɐp33
	1998	淫		ȵɐm33	ȵɐm21
	1999	丹		tan45	tan11
	2000	單		tan45	tan11
	2001	撣			
	2002	旦		tan33	tan35
	2003	灘		tʰan45	tʰan11
	2004	攤		tʰan45	tʰan11
	2005	坦		tʰan13	tʰan55
	2006	炭		tʰan33	tʰan35
	2007	歎		tʰan33	tʰan35
	2008	獺		tsʰat13	tsʰat33
	2009	檀		tʰan33	tʰan55
	2010	壇		tʰan33	tʰan55
	2011	彈	弹琴	tʰan33	tʰan55
	2012	誕			
	2013	但			
	2014	彈		tʰan21	tʰan33
	2015	蛋		tʰan21	tʰan33
	2016	達		tʰap21	tʰap22
	2017	難		nan33	nan21
	2018	難		nan33	nan21
	2019	捺		nat21	nat22
	2020	蘭		lan33	lan21
	2021	攔		lan33	lan21
	2022	欄		lan33	lan21
	2023	懶		lan13	lan55
	2024	爛		lan21	lan33
	2025	辣		lat13	lat22
	2026	瘌		lat13	lat22
	2027	贊		tsan33	tsan35
	2028	灒		tsan33	tsan35
	2029	餐		tsʰan45	tsʰan11
	2030	燦		tsʰan33	tsʰan35
	2031	擦		tsʰat13	tsʰat33
	2032	殘		tsʰan33	tsʰan21
	2033	珊		san45	san11
	2034	散		ɬan13	ɬan55
	2035	傘		ɬan13	ɬan55
	2036	散	分散	ɬan33	ɬan35
	2037	撒		ɬat13	ɬat33
	2038	薩		ɬat13	ɬat33
	2039	干		kun45	kɔn11
	2040	肝		kun45	kɔn11
	2041	竿		kun45	kɔn11
	2042	乾		kun45	kɔn11
	2043	桿		kun13	kɔn55
	2044	稈		kun13	kɔn55
	2045	擀			
	2046	趕		kun13	kɔn55
	2047	幹		kun33	kɔn35
	2048	割		kut13	kɔt33
	2049	葛		kut13	kɔt33
	2050	看	看守	hun45	hɔn11
	2051	刊		hun45	hɔn11
	2052	看	看见	hun33	hɔn35
	2053	渴		hut13	hɔt33
	2054	岸		ŋun21	ŋɔn33
	2055	鼾		hun45	hɔn11
	2056	罕		hun13	hɔn55
	2057	漢		hun33	hɔn35
	2058	喝		hut13	hɔt33
	2059	寒		hun33	hɔn21
	2060	韓		hun33	hɔn21
	2061	旱		hun21	hɔn33
	2062	汗		hun21	hɔn33
	2063	銲		hun21	hɔn33
	2064	翰		hun21	hɔn33
	2065	安		un45	ɔn11
	2066	鞍		un45	ɔn11
	2067	按		un33	ɔn35
	2068	案		un33	ɔn35
	2069	扮		pan21	pan35
	2070	八		pat13	pat33
	2071	盼		pʰan33	pʰan35
	2072	瓣		pʰan21	pʰan33
	2073	辦		pʰan21	pʰan33
	2074	拔		pʰat21	pʰat22
	2075	抹		mat13	mat33
	2076	綻			
	2077	盞		tsan13	tsan55
	2078	札		tsat13	tsat33
	2079	紮		tsat13	tsat33
	2080	鏟		tsʰan13	tsʰan55
	2081	察		tsʰat13	tsʰat33
	2082	山		san45	san11
	2083	産		tsʰan13	tsʰan55
	2084	殺		sat13	sat33
	2085	艱		kan45	kan11
	2086	間	中间	kan45	kan11
	2087	簡		kan13	kan55
	2088	襉		kan13	kan55
	2089	柬		kan13	kan55
	2090	揀		kan13	kan55
	2091	間	间断	kan33	kan35
	2092	擖			
	2093	眼		ŋan13	ŋan33
	2094	閑		han33	han21
	2095	限		han21	han33
	2096	莧		hun21	hɔn33
	2097	軋		tsat13	tsat33
	2098	班		pan45	pan11
	2099	斑		pan45	pan11
	2100	頒		pan45	pan11
	2101	扳		pan45	pan11
	2102	板		pan13	pan55
	2103	版		pan13	pan55
	2104	攀		pʰan45	pʰan11
	2105	扳		pan45	pan11
	2106	襻		pʰan45	pʰan11
	2107	爿			
	2108	蠻		man33	man21
	2109	慢		man21	man33
	2110	棧		tsʰan21	tsʰan33
	2111	鍘		tsʰap21	tsʰap22
	2112	删		san45	san11
	2113	疝		san33	san35
	2114	奸		kan45	kan11
	2115	諫		kan33	kan35
	2116	澗		kan33	kan35
	2117	鐧			
	2118	顔		ŋan33	ŋan21
	2119	雁		ŋan21	ŋan33
	2120	瞎		hat13	hat33
	2121	轄		hɐt21	hɐt22
	2122	晏		an33	an35
	2123	鞭		pin45	pin11
	2124	編		pʰin45	pʰin11
	2125	變		pin33	pin35
	2126	别		pʰit21	pʰit22
	2127	鼈		pit21	pit33
	2128	篇		pʰin45	pʰin11
	2129	偏		pʰin45	pʰin11
	2130	騙		pʰin33	pʰin35
	2131	騙		pʰin33	pʰin35
	2132	便	便宜	pʰin33	pʰin21
	2133	辨		pʰin21	pʰin33
	2134	辯		pʰin21	pʰin33
	2135	汴		pʰin21	pʰin33
	2136	便		pʰin21	pʰin33
	2137	别		pʰit21	pʰit22
	2138	綿		min33	min21
	2139	棉		min33	min21
	2140	免		min13	min33
	2141	勉		min13	min33
	2142	娩		min13	min33
	2143	緬		min13	min33
	2144	澠			
	2145	面		min21	min33
	2146	滅		mit21	mit22
	2147	碾		ŋin13	nin55
	2148	連		lin33	lin21
	2149	聯		lin33	lin21
	2150	輦			
	2151	列		lit21	lit22
	2152	烈		lit21	lit22
	2153	裂		lit21	lit22
	2154	煎		tsin45	tsin11
	2155	剪		tsin13	tsin55
	2156	箭		tsin33	tsin35
	2157	濺		tsʰan21	tsin35
	2158	遷		tsʰim45	tsʰim11
	2159	淺		tsʰin13	tsʰin55
	2160	錢		tsʰin33	tsʰin21
	2161	踐		tsʰin13	tsʰin55
	2162	賤		tsʰin21	tsʰin33
	2163	餞		tsʰin21	tsʰin33
	2164	仙		ɬin45	ɬin11
	2165	鮮	新鲜	ɬin45	ɬin11
	2166	鮮	鲜少	ɬin13	ɬin55
	2167	癬		ɬin13	ɬin55
	2168	綫		ɬin33	ɬin35
	2169	薛		ɬut33	ɬit33
	2170	泄		ɬit33	ɬit33
	2171	涎		jin33	jin21
	2172	羡		ɬin21	ɬin33
	2173	展		tsin13	tsin55
	2174	哲		tsit33	tsit33
	2175	蜇		tsit33	tsit33
	2176	徹		tsʰit33	tsʰit33
	2177	撤		tsʰit33	tsʰit33
	2178	纏		tsʰim33	tsʰim21
	2179	轍		tsʰit21	tsʰit22
	2180	氈		tsin45	tsin11
	2181	戰		tsin33	tsin35
	2182	顫		tsin33	tsin35
	2183	折		tsit33	tsit33
	2184	浙		tsit33	tsit33
	2185	舌		sit21	sit22
	2186	羶			
	2187	搧			
	2188	扇		sin33	sin35
	2189	設		tsʰit33	tsʰit33
	2190	蟬		sin33	sin21
	2191	禪		sin33	sin21
	2192	善		sin21	sin33
	2193	膳		sin21	sin33
	2194	單	姓	sin21	sin33
	2195	禪		sin21	sin33
	2196	折			
	2197	然		jin33	ȵin21
	2198	燃		jin33	ȵin21
	2199	熱		ȵit21	ȵit22
	2200	囝			
	2201	遣		hin13	hin55
	2202	乾		kʰin33	kʰin21
	2203	虔		kʰin33	kʰin21
	2204	掮			
	2205	犍			
	2206	件		kʰin21	kʰin33
	2207	傑		kʰit21	kʰit22
	2208	諺			
	2209	孽		nip21	nip22
	2210	蔫			
	2211	焉		jin45	jin11
	2212	延		jin33	jin21
	2213	筵		jin33	jin21
	2214	演		ȵim13	jim55
	2215	拽			
	2216	犍			
	2217	建		kin33	kin35
	2218	揭		kʰit33	kʰit33
	2219	鍵		kin33	kin33
	2220	健		kin33	kin33
	2221	腱		kin33	kin33
	2222	言		jin33	ȵin21
	2223	軒		hin45	hin11
	2224	掀		hin45	hin11
	2225	憲		hin33	hin35
	2226	獻		hin33	hin35
	2227	歇		hit33	hit33
	2228	蠍		kʰit33	kʰit33
	2229	蔫			
	2230	堰		jin33	jin35
	2231	邊		pin45	pin11
	2232	蝙		pʰin45	pʰin11
	2233	扁		pin13	pin55
	2234	匾		pin13	pin55
	2235	遍		pʰin33	pʰin35
	2236	遍		pʰin33	pʰin35
	2237	憋		pit33	pit33
	2238	片		pʰin33	pʰin35
	2239	撇		pʰit33	pʰit33
	2240	辮		pin45	pin33
	2241	眠		min33	min21
	2242	麵		min21	min33
	2243	篾		mit21	mit22
	2244	顛		tin45	tin11
	2245	典		tin13	tin55
	2246	天		tʰin13	tʰin55
	2247	腆		tʰim13	tʰim55
	2248	鐵		tʰit33	tʰit33
	2249	田		tʰin33	tʰin21
	2250	填		tʰin33	tʰin21
	2251	電		tʰin21	tʰin33
	2252	殿		tʰin21	tʰin33
	2253	奠		tʰin21	tʰin33
	2254	佃		tʰin21	tʰin33
	2255	墊		tʰim21	tʰim33
	2256	年		nin33	nin21
	2257	撚		nin13	nin33
	2258	攆			
	2259	捏		nit13	nit33
	2260	憐		lin33	lin21
	2261	蓮		lin33	lin21
	2262	練		lin21	lin33
	2263	鏈		lin21	lin33
	2264	楝		lin21	lin33
	2265	箋		tsʰim45	tsʰim11
	2266	薦		tsin33	tsin35
	2267	節		tsit33	tsit33
	2268	千		tsʰin45	tsʰin11
	2269	切		tsʰit33	tsʰit33
	2270	前		tsʰin33	tsʰin21
	2271	截		tsʰit21	tsʰit22
	2272	先		ɬin45	ɬin11
	2273	屑		ɬut33	ɬit33
	2274	屑		ɬut33	ɬit33
	2275	楔			
	2276	肩		kin45	kin11
	2277	堅		kin45	kin11
	2278	繭		kan13	kan55
	2279	趼		kan13	kan55
	2280	筧			
	2281	見		kin33	kin35
	2282	結		kit33	kit33
	2283	潔		kit33	kit33
	2284	䥛			
	2285	牽		hin45	hin11
	2286	研		jin33	ŋan21
	2287	硯		jin21	jin33
	2288	顯		hin13	hin55
	2289	賢		hin33	hin21
	2290	弦		hin33	hin21
	2291	現		jin21	jin33
	2292	烟		jin45	jin11
	2293	燕		jin33	jin35
	2294	燕		jin33	jin35
	2295	嚥		jin33	jin35
	2296	宴		jin33	jin35
	2297	噎			
	2298	搬		pun45	pun11
	2299	般		pun45	pun11
	2300	半		pun33	pun35
	2301	絆		pun33	pun35
	2302	鉢		put21	put33
	2303	撥		put21	put33
	2304	潘		pʰun45	pʰun11
	2305	拼		pʰɐn21	peŋ33
	2306	判		pʰun33	pʰun35
	2307	潑		pʰut33	pʰut33
	2308	盤		pʰun33	pʰun21
	2309	伴		pʰun21	pʰun33
	2310	拌		pʰun21	pʰun33
	2311	叛		pʰun21	pʰun33
	2312	鈸		pʰut21	pʰut22
	2313	瞞		mun33	mun21
	2314	饅		man33	man21
	2315	滿		mun13	mun33
	2316	漫		man21	man33
	2317	幔		man21	man33
	2318	末		mut21	mut22
	2319	沫		mut21	mut22
	2320	抹		mat13	mut22
	2321	端		tun45	tun11
	2322	短		tun13	tun55
	2323	斷		tʰun21	tʰun33
	2324	鍛			
	2325	掇			
	2326	掇			
	2327	疃			
	2328	脱		tʰut33	tʰut33
	2329	團		tʰun33	tʰun21
	2330	糰		tʰun33	tʰun21
	2331	斷		tʰun21	tʰun33
	2332	段		tʰun21	tʰun33
	2333	緞		tʰun21	tʰun33
	2334	椴		tʰun21	tʰun33
	2335	奪		tʰut21	tʰut22
	2336	暖		nun13	nun33
	2337	鸞		lun33	lun21
	2338	卵		lun13	lun33
	2339	亂		lun21	lun33
	2340	捋		lip33	lut33
	2341	鑽	动词	tsin45	tsin11
	2342	纂			
	2343	攒		tsɐn13	tsan55
	2344	鑽	名词	tsun33	tsun35
	2345	汆			
	2346	竄		tsʰun33	tsʰun35
	2347	撮		tsɐp33	tsɐp33
	2348	酸		ɬun45	ɬun11
	2349	算		ɬun33	ɬun35
	2350	蒜		ɬun33	ɬun35
	2351	官		kun45	kun11
	2352	棺		kun45	kun11
	2353	觀	参观	kun45	kun11
	2354	冠		kun45	kun11
	2355	管		kun13	kun55
	2356	館		kun13	kun55
	2357	貫		kun33	kun35
	2358	灌		kun33	kun35
	2359	罐		kun33	kun35
	2360	觀	寺观	kun33	kun35
	2361	冠	冠军	kun33	kun35
	2362	括		kʰuɒk13	kʰut33
	2363	聒		kʰuɒk13	kʰut33
	2364	寬		fun45	vun11
	2365	款		fun13	fun55
	2366	闊		fut33	vut33
	2367	玩		van21	vun33
	2368	歡		fun45	fun11
	2369	唤		vun21	vun33
	2370	焕		vun21	vun33
	2371	豁			
	2372	桓		vun33	vun21
	2373	完		vun33	jin21
	2374	丸		vun33	jin21
	2375	緩		jun33	vun55
	2376	皖		vun13	vun55
	2377	换		vun21	vun33
	2378	活		vut21	vut22
	2379	豌		vun45	vun11
	2380	剜			
	2381	碗		vun13	ʔun55
	2382	腕		vun13	vun55
	2383	鰥		kuan45	kan11
	2384	頑		man33	man21
	2385	幻		van21	van33
	2386	滑		vat21	vat22
	2387	猾		vat21	vat22
	2388	挖		vat13	vat33
	2389	篡		tsʰun33	tsʰun35
	2390	撰		tsʰun21	tsʰun33
	2391	閂		san45	san11
	2392	拴		san45	san11
	2393	涮			
	2394	刷		tsʰat13	tsʰat33
	2395	關		kuan45	kan11
	2396	慣		kuan33	kan35
	2397	刮		kuat13	kat33
	2398	還		van33	van21
	2399	還		van33	van21
	2400	環		van33	van21
	2401	患		van21	van33
	2402	宦		van21	van33
	2403	彎		van45	van11
	2404	灣		van45	van11
	2405	戀		lun21	lun33
	2406	𥽸			
	2407	劣		lɛt21	lut33
	2408	全		tsʰun33	tsʰun21
	2409	泉		tsʰun33	tsʰun21
	2410	絶		tsʰut21	tsʰut22
	2411	宣		ɬun45	ɬin11
	2412	選		ɬun13	ɬun55
	2413	雪		ɬut33	ɬit33
	2414	旋		ɬun21	ɬin21
	2415	旋		ɬun21	ɬin21
	2416	鏇			
	2417	轉	转送	tsun13	tsin55
	2418	轉	转螺丝	tsun33	tsin35
	2419	傳	传达	tsʰun33	tsʰin21
	2420	椽			
	2421	篆		ɬun21	ɬin33
	2422	傳	传记	tsʰun21	tsin33
	2423	專		tsun45	tsin11
	2424	磚		tsun45	tsin11
	2425	膞			
	2426	拙			
	2427	川		tsʰun45	tsʰin11
	2428	穿		tsʰun45	tsʰin11
	2429	喘		tsʰun13	tsʰin55
	2430	串		tsʰun33	tsʰin35
	2431	船		sun33	sin21
	2432	説		sut33	sit33
	2433	篅			
	2434	軟		ȵun13	ȵun33
	2435	捲		kun13	kin55
	2436	眷			
	2437	卷		kun13	kin55
	2438	絹		kin45	kin11
	2439	圈		kʰun45	hin11
	2440	拳		kʰun33	kʰin21
	2441	權		kʰun33	kʰin21
	2442	顴		kʰun33	kʰin21
	2443	圈		kʰun45	hin11
	2444	倦		kʰun21	kin33
	2445	圓		jun33	jin21
	2446	員		jun33	jin21
	2447	院		jun21	jun33
	2448	緣		jun33	jin21
	2449	沿		jun33	jin21
	2450	鉛		jun33	jin21
	2451	捐		kin45	kin11
	2452	兗			
	2453	悦			
	2454	閲		jut21	jit22
	2455	藩		fan45	fan11
	2456	反		fan13	fan55
	2457	販		fan33	fan35
	2458	髮		fat13	fat33
	2459	發		fat13	fat33
	2460	翻		fan45	fan11
	2461	番		fan45	fan11
	2462	嬔			
	2463	煩		fan33	fan21
	2464	藩		fan33	fan21
	2465	礬		fan33	fan21
	2466	繁		fan33	fan21
	2467	飯		fan21	fan33
	2468	伐		fat21	fat22
	2469	筏		fat21	fat22
	2470	罰		fat21	fat22
	2471	晚		man13	man33
	2472	挽		van13	van33
	2473	萬		van21	man33
	2474	蔓		van21	man33
	2475	襪		vat13	mɐt22
	2476	厥			
	2477	憠			
	2478	勸		hin33	hin35
	2479	券		kʰun33	kʰin35
	2480	掘		kʰuɐt21	kʰɐt22
	2481	橛			
	2482	元		jun33	jin21
	2483	原		jun33	jin21
	2484	源		jun33	jin21
	2485	阮		jun13	jin55
	2486	願		ȵun21	ȵin33
	2487	月		ȵut21	jit22
	2488	喧		ɬun45	ɬin11
	2489	楦			
	2490	冤		vun45	jin11
	2491	宛		vun13	vun55
	2492	怨		jun33	jin35
	2493	噦			
	2494	袁		jun33	jin21
	2495	轅		jun33	jin21
	2496	園		jun33	jin21
	2497	援		jun33	jin21
	2498	遠		jun13	jin55
	2499	越		jut33	jit22
	2500	曰		jut33	jit22
	2501	粤		jut33	jit22
	2502	决		kʰut33	kʰit33
	2503	訣		kʰut33	kʰit33
	2504	犬		fun13	hin55
