	注释：-白读，=文读
ɡ	[2]𠢕{乖巧}
ŋ	[1]嚣[2]熬肴敖螯[3]□{肚子非常饿的状态}[4]傲[5]□{皮肤有密集的疙瘩}
h	[1]浩号={～召}蒿={青～素}昊[2]毫豪嚎濠壕□{从容}[3]吼好=[4]校[5]孝=[6]效鲎候
∅	[1]凹区{姓}欧鸥讴瓯{茶盅}沤殴=[2]喉[3]呕拗=□{费力地背}[4]後{先后}[5]懊怄□{不厉害}
#auʔ	
p	[7]□{烧焦}
m	[8]□{盲收}
t	[7]□{拗断}
l	[8]落
k	[7]□{卷}□{油不新鲜}□{粥在锅里翻腾的声音}
kʰ	[7]□{卷}
ɡ	[8]乐
ŋ	[7]□{咬一口}
∅	[7]□{折起}
#iau	
p	[1]飚=镖=[3]表={表格}
pʰ	[1]漂{～亮}飘标={～准}[2]剽嫖瓢
m	[1]喵[2]苗=描=瞄=[3]藐淼邈秒[4]妙
t	[1]刁叼雕凋碉貂[2]条□{往上扔}[4]兆召[5]吊调{调动，抽取}[6]调{声～}掉
tʰ	[1]挑={～选}[2]调{调整}□{青春痘}[3]窕[4]柱[5]跳超
n	[1]□{有趣}[3]袅[5]皱{俗，皱纹}
l	[2]疗寥僚辽聊燎寮[3]了[4]蹘{快跑}[5]了尥{划破，挂着}[6]料廖
ts	[1]樵礁憔昭朝招钊焦[3]鸟□{聪明伶俐}[5]诏[6]□{手脚麻木}
tsʰ	[1]悄□{掀起重物}□{搅拌均匀}[2]朝嘲[5]□{有势力}
s	[1]肖消硝绡销逍宵霄萧箫潇搜[2]潲{精液}[3]小=痟{疯}[4]邵绍韶劭肖{相似}[5]数-少{～年}
z	[2]饶=娆□{蔫}[3]爪扰[5]绕诏{～安}□{用爪子抓}[6]趭{追赶，驱赶}
k	[1]娇骄[3]饺缴搅={～拌}[4]矫撬□{猪嘴～猪嘴巴}
kʰ	[1]敲={～诈}跷□{穷}□{带孩子}[2]乔侨荞翘{银翘}[3]俏[5]窍翘{翘起}
ŋ	[1]猫[2]尧□{蠕动}[4]□{～鼠：老鼠}
h	[1]骁枭邀[2]嬲{奇怪}姣{奇怪}[3]晓
∅	[1]要{～求}夭妖幺{一，数字}枵{肚子饿}[2]遥摇=谣瑶鹞=[3]窈[4]耀□{又}[5]要{重～}
#iauʔ	
p	[7]□{用油炒香；冒出}
t	[7]□{用球拍上下玩乒乓球}
l	[7]□{～鞋：拖鞋}
ts	[7]雀-□{倒}□{上下翻均匀}
k	[7]□{打钩；用脚去踢或者扒拉}
∅	[7]□{用铁锹把砂石扬起}[8]□{摇动}
#ou	
p	[1]埔埠[2]煲醅□{一丛}[3]补脯斧[4]部[5]布-傅{姓}[6]步哺{咀嚼}
pʰ	[1]铺{～开}[3]普圃甫谱剖浦[4]簿[5]铺{店～}
b	[2]模-{～具}[3]牡亩□{老婆}[6]戊
m	[2]谋眸牟[3]某[5]贸
t	[1]都{全部}[2]图屠厨[3]肚{肚子}[4]肚{猪肚}杜窦={姓}[5]斗{～争}[6]度渡镀
tʰ	[2]涂{沙土}塗[3]土{俗气，土鸡}[5]吐兔[6]□{硬吃下去}
n	[2]奴孥
l	[2]卢炉颅芦娄泸舻胪轳[3]卤□{讨厌}[4]陋□{腌制}[5]露[6]路
ts	[1]邹租[3]祖[4]骤
tsʰ	[1]粗□{粪水}[2]愁[5]凑醋
s	[1]苏酥稣[3]艘
k	[1]姑孤菇沽枯辜-{姓}鸪{鹧鸪}[2]糊-[3]古估鼓股牯[4]垢[5]雇构媾
kʰ	[1]箍呼-{～狗}枯-{榨油后的渣滓}[3]苦许{姓}[5]裤库寇
ɡ	[2]吴蜈=[6]误
ŋ	[3]午忤伍偶藕耦[4]五
h	[1]呼-{招～：招待；传谣}[2]侯狐-鬍-{胡子不干净}[4]雨-户逅后{皇～}[5]戽{用手或者工具舀水，泼水}
∅	[1]乌[2]湖胡-{姓}[6]芋
#eu	
tʰ	[1]□{～牙：龅牙；削；啃食}
l	[3]□{挖}[4]□{用铲子把菜装进盘子里}
s	[1]疏{稀疏}[3]□{一种谷物}
k	[1]勾-[2]□{用勺子舀出瓶子里的东西}
kʰ	[1]薅-{用耙子清理落叶}□{剃胡子}[3]□{用手指甲抓}□{被警察抓}
ŋ	[1]勾-
h	[3]吼-
∅	[1]□{未详，用于外号}[2]□{呼叫}[3]殴-{用棍子打}
#euʔ	
l	[7]□{舔}
#ĩ	
p	[1]边-{身～}辫{名词}[3]扁-[4]辫{动词}[5]变-
pʰ	[1]便-{便宜}[5]片-{某一片区域}[6]鼻{名词：鼻子，鼻涕；动词：闻}
m	[1]臱{包裹严实}[2]棉绵-[6]麵
t	[2]缠[4]滇-{满}
tʰ	[1]天-添-{加}[4]添-{再增加}[6]䋎{缝合}
n	[1]拈-{拿}[2]年-{姓}[3]染-{～色}
ts	[1]支肢脂毡[2]钱[3]稚[5]记{俗}箭
tsʰ	[1]鲜-[2]寻-{一寻}□{蜂拥而上}
s	[5]扇
k	[1]栀{～粿}[2]舷-墘{边缘}[5]记-见-
kʰ	[2]□{动词，苍蝇等停留在物体或者食物上}
h	[1]□{呻吟}[2]弦舷=[4]耳-[5]□{甩开}
∅	[2]圆-丸[3]以已椅倚-[4]□{睡觉}[5]燕-[6]院砚
#ĩʔ	
h	[7]擤
#ã	
p	[1]□{喇叭}[2]□{用手打头}
pʰ	[5]怕冇{不实，空心}
t	[1]担-{动词}[3]胆[4]淡氮□{砸到}[5]呾担-{名词}[6]赚{错}
tʰ	[3]□{被猪或者其他动物扑倒}[4]□{增加，叠加}
n	[2]篮蓝-{芥～}[3]榄-{橄～}
ts	[3]斩{把长的截短}[5]炸{俗}
s	[1]三-衫
k	[1]柑-[2]□{把小孩拉扯大}[3]敢-[5]酵
h	[1]□{～昏：黄昏}[2]缄{用腰带或者绳子围起来}□{拦；赶猪}[3]□{语气词，表示请求}[4]还-{～有}
∅	[1]揞{捂住}[2]□{劝架}嬜{贪心}[5]□{母亲哄孩子睡觉}[6]馅
#ãʔ	
p	[8]□{大～，指人的体型大}
#ĩã	
p	[1]兵冰[3]饼丙[5]拼={～命}□{疾走}□{整理}
pʰ	[1]𩩍{肋}□{瓦片}[2]□{很多，一堆}[5]聘
m	[2]名-[6]命-
t	[1]揨{剐蹭；触碰}□{才，仅}[2]庭-埕[3]鼎[6]定
tʰ	[1]听厅[2]程呈[5]痛-{疼}
n	[3]领岭□{“恁”和“阿”的合音，如恁啊公=～公，即你爷爷}[4]□{脊部}[5]□{依靠}
ts	[1]精-晶腈{～肉：瘦肉}正{正月}[2]成-{不～器}情-{亲情：亲戚}[3]汫{～洲}整䭕{味淡}[5]正{～反}
tsʰ	[2]情-{亲情：亲戚}□{修整}[3]请且
s	[1]声[2]成-{～数}城[5]圣
k	[1]惊-猄京经-[2]行-[3]囝仔[4]件[5]镜[6]健-{轻～}
h	[1]兄[2]燃{烧火，原文作“煆”}[4]瓦蚁{蚂蚁}[5]□{露出肚皮}[6]艾-
∅	[1]□{眼睛乱看，或者匆匆一瞥}[2]营迎{周游}赢[3]影□{一瞥}[4]□{扇风}
#ũã	
p	[1]搬般[2]蹒{翻越}盘-{单字音；骹～：足面}[4]□{用藤条打}[5]半
pʰ	[1]潘-{姓}番-[4]伴拌-[5]判-
m	[1]幔[2]鳗[3]满
t	[1]单丹-[2]坛[4]懒{原文作“惰”}[5]旦-{花～}[6]弹-
tʰ	[1]滩摊瘫[2]□{懒散，不积极}[3]铲-{除草}[5]炭碳
n	[3]□{揉搓衣服}[4]□{口水}[5]乸□{躺在地上}[6]烂-
ts	[1]抓{俗严～纪律}煎-{～水}[2]泉[3]盏[5]□{滋生}[6]贱
tsʰ	[1]□{竹刺，或被刺到}[4]鳝{鳝鱼}[5]闩□{用拳头打}
s	[1]山汕{～头}[2]腺[3]产散{药～}[5]伞线散{～开}汕{～尾}
k	[1]干-秆杆-官棺倌肝[2]寒-[3]赶擀[4]掼{提}[6]汗-
kʰ	[1]宽-{慢}[5]宽-{宽裕}快-{快活}
h	[1]欢[2]鼾[4]还-{还有}[6]垾{田坎}捍{扶住}
∅	[1]安-鞍[3]碗[4]旱-[5]晏-案[6]换-
#ũãʔ	
∅	[8]活{俗快活}
#õ	
∅	[4]□{语气词，有“原来如此”之意}
#õʔ	
h	[7]□{语气词，表确认}
#ĩõ	
t	[1]张-[2]场-[3]长-[4]丈-{～人}[5]帐账钓胀
n	[2]娘梁-粱-量-[3]两=[6]让-{相～}
ts	[1]章-樟-浆[3]蒋掌桨[4]痒-[5]照{俗}酱
tsʰ	[1]枪鲳[2]墙扬-{～粟}[3]抢[4]像象橡[6]匠
s	[1]箱镶厢伤[2]嫦常偿尝□{黏液}[3]赏[4]想-[5]相-像-[6]尚-{和～尚}
k	[1]姜-
kʰ	[1]腔-[6]□{养病}
h	[1]乡香-{烧～}[5]□{副词，那么}
∅	[1]鸯[2]羊洋-杨-熔烊{融化}[3]养-[6]样
#ẽ	
p	[1]□{用手拉住，掰断}[2]平-棚-[5]柄[6]病
pʰ	[1]□{匀一点给别人}[2]坪彭膨澎
m	[2]盲-暝{夜}[3]猛
t	[1]㬹{脚跟}[4]□{掐住喉咙、攥紧}[5]□{假装}[6]郑
tʰ	[1]撑{～船}[2]挰{举起}[5]撑{～起}
n	[3]冷
ts	[1]争□{这样，合音词}[2]晴[3]井阱[4]静
tsʰ	[1]生-{～肉}星青蜻[3]醒省{反～}[5]□{指植物的臭味}
s	[1]生-{～产}鉎{～牛}[3]省{广东～}[5]性姓
k	[1]耕庚赓羹更-{三～}经-{织布}[3]哽梗埂[5]劲颈架径
kʰ	[1]坑
ŋ	[4]硬
h	[1]□{语气词，表确认}[6]□{语气词，表确认}
∅	[2]桁{檩条}楹[4]□{哄孩子}
#ẽʔ	
m	[7]蜢-{草～}
h	[8]□{上气不接下气}
∅	[8]□{击打}
#ũẽ	
k	[1]关-□{连接椅脚的横杠}
h	[2]横
#ãĩ	
pʰ	[3]□{痞气}
k	[4]□{用硬物砸}
ŋ	[2]呆[3]□{犟}[4]艾=
h	[1]尸{呻吟}[4]□{荡来荡去}
∅	[5]爱要{训“爱”}
#ãĩʔ	
k	[8]□{肚子大}
ŋ	[8]□{形容土质黏重}
h	[8]□{用刀割肉的声音，也可以作动词}
#ũãĩ	
s	[6]檨{芒果}
h	[3]□{拧；用难听的言语骂人}
∅	[3]崴
#ũãĩʔ	
s	[8]□{形容孩子很乖}
k	[8]□{～卵，用手放在腋下，摇动后以嘲笑别人}
∅	[8]□{使摇动}
#õĩ	
p	[1]斑-[2]畔{训“爿”，旁边}爿{旁边；一半}[3]反-板-掊{翻开}
pʰ	[6]办稗
t	[4]第-佃[6]殿橂{坚实，硬}
tʰ	[3]睇
ts	[2]前-[3]指-{名词，手指}翦-剪-
tsʰ	[1]千[2]蚕[3]筅{竹制洗刷工具，或指用掸子刷扫的动作}
s	[1]先-{～后}
k	[1]间-{房～}肩[3]茧裥{衣裙上的褶子}[4]□{夹在中间，比喻辛苦地养育孩子}[5]间-{～隔}
h	[2]还-{～钱}[3]蚬[4]□{门虚掩}[6]苋
∅	[1]湾-{岭～(地名)}弯-{柴草捆成用于烧火的材料}[2]闲[3]眼-{龙～}
#ĩũ	
t	[3]□{～～，修长貌}
h	[2]裘-{毛衣}[5]嗅
∅	[5]幼蚴
#ĩũʔ	
ts	[7]□{小}
s	[7]□{用细长的藤条、棍子打}
h	[7]□{用细长的藤条、棍子打}
∅	[7]□{小}[8]□{小}
#ũĩ	
s	[3]□{重叠或单用，形容竹子等细长的样子}
k	[2]危{高}[4]跪[5]惯-{～势：习惯}[6]县柜
ŋ	[2]危{危险}[4]伪
h	[3]毁匪诽
∅	[4]□{～影：真的吗?}
#ãũ	
h	[5]好-{喜好}
∅	[3]□{说话不清}
#ãũʔ	
ŋ	[7]□{咬}
h	[7]□{咬}[8]□{番薯没煮熟，有点硬的那种口感}
#ĩãũ	
h	[1]□{掀开}[4]□{掀开}
#ĩãũʔ	
∅	[7]□{青～：青蛙}[8]□{摇}
#õũ	
h	[3]否{是～}虎琥
#ẽũ	
ŋ	[1]□{使弯曲以方便攀折}
h	[1]□{目～～，带着恶意看别人}
#ẽũʔ	
∅	[8]□{用小棍子打}
#im	
t	[1]□{给食物重新加热，或降温}[2]沉[4]朕[5]□{重}□{用拳捶打}
tʰ	[3]□{层级，款式}[4]□{把东西沉入水中}[6]□{把东西沉入水中}
n	[1]啉{小酌}
l	[1]啉{小酌}[2]林临琳淋=[3]□{悬崖边缘}[4]□{握在手里}
ts	[1]斟[3]枕[5]浸
tsʰ	[1]深[2]寻=侵[3]寝
s	[1]心芯[2]□{思考}[3]婶审沈慎甚[4]□{思考}□{等待}[5]沁□{伺机而动}□{驼背}
z	[3]忍刃韧纫饪[4]任妊壬[6]任
k	[1]今金[3]锦[4]妗[5]禁
kʰ	[1]钦衾[2]禽琴擒檎
ŋ	[2]吟岑芩黔□{台阶的边沿}[5]□{～～：无精打采}
h	[1]鑫[2]熊[5]□{催熟水果；或用土掩埋起来}
∅	[1]阴音荫[2]淫霪[3]饮
#ip	
t	[7]□{碰到}[8]□{鹦鹉～～：一种很小的鸟}
tʰ	[7]□{放置}
n	[7]□{小酌}
l	[7]□{盖上去，笼盖}[8]立
ts	[7]执[8]集□{吮吸手指头}
tsʰ	[7]膝{俗}缉辑楫[8]□{揉面}
s	[7]湿[8]习拾袭
z	[8]入
k	[7]□{用有弹力的绳子扎上去，或者用于表示太紧了}亟给急[8]及
kʰ	[7]吸级泣[8]□{手紧紧地攥住}
h	[7]熻{闷}
∅	[7]□{焚烧}[8]邑揖
#am	
t	[1]担=耽眈湛儋[2]澹{湿哒哒}[4]啖[5]□{～眉，傻里傻气}
tʰ	[1]贪[2]檀覃谭潭昙痰谈[5]探
l	[2]蓝=南男淋-[3]榄={乌～}览缆揽{抱着}□{差}[4]滥[5]□{～田：烂泥田}
ts	[1]针簪[3]斩=[4]站錾{凿子}[5]渗-{～水}□{打}
tsʰ	[1]参{～加}掺[2]馋惭[3]惨
s	[1]三=杉[3]糁□{分发香烟的动作，撒粉末的动作}[5]□{小雨貌}□{密集}
k	[1]甘泔监{～狱}疳{～积}[2]含-{含着}[3]感{石感掩埋}[5]监{～察}鉴檻
kʰ	[1]堪龛勘湛{～江}[2]□{可收合的蚊帐}[3]砍坎嵌[4]□{盖印章}[5]坎□{盖上}
ŋ	[1]啱{刚好}[2]岩癌[3]□{台阶}
h	[1]蚶酣憨[2]咸={～丰}衔涵函含={包含}[3]撼□{扔掉}[4]憾[5]唤[6]陷咸-{全、都}
∅	[1]庵谙[3]饮{米汤}□{趴着}[4]颔{脖子}唵{吃进嘴里}[5]暗
#ap	
t	[7]答□{触碰到}
tʰ	[7]錔{装进特定位置}榻蹋[8]塌{崩～}
n	[7]□{软}
l	[7]□{舀}□{勾住}
ts	[7]汁眨[8]十拾-杂什
tsʰ	[7]□{相混}□{用笔划掉}
s	[7]飒□{沙～渣滓}□{贪得无厌}[8]刹{韵母实际音值为ãp}
k	[7]鸽蛤合-
kʰ	[7]瞌恰□{倾倒}[8]磕
h	[7]□{～～：脚水肿貌}[8]合=
∅	[7]□{茂密}[8]盒□{找钱}
#iam	
t	[1]砧玷掂□{被硬物硌到}[2]甜□{经常}[3]点[4]簟[5]店坫{躲藏}[6]□{停止，一动不动}
tʰ	[1]添[2]恬{～静}[3]舔□{筋疲力尽}[5]□{用脚大力地踩}[6]□{用脚踢}
n	[1]拈=
l	[2]廉镰奁帘鲶臁{骹鼻～：前胫骨}[3]殓敛[4]念{怀～}[5]□{田垄；一瓣}捻{捏}[6]念{～书}
ts	[1]詹瞻赡{俗}尖沾粘[2]挦{掏}[4]渐暂[5]占
tsʰ	[1]签[2]潜□{用手指指到别人的面前}[5]□{用尖锐的物体插，如用叉子叉鱼}
s	[1]□{咸～：咸香}[2]禅蝉婵檐蟾□{指薄利}[3]闪陕[6]赡
z	[3]冉染=
k	[1]兼[2]咸[3]减检碱捡[5]剑
kʰ	[1]谦□{装猪的笼子}[2]钳=□{手镯}[3]歉[4]俭芡[5]欠
ŋ	[2]酽严阎[6]验
h	[1]莶{辛辣味，不仅指辣椒}[2]嫌[3]险
∅	[1]阉腌淹[2]盐[3]掩睒{快速看}[6]炎艳焰
#iap	
t	[8]谍牒蝶叠{打～，收拾}□{追赶}
tʰ	[7]帖贴[8]叠{叠上去}
n	[7]摄[8]捏聂
l	[8]粒
ts	[7]接=[8]捷睫婕□{频繁}
tsʰ	[7]妾洽
s	[7]涩□{困倦}[8]泄涉燮
k	[7]颊劫峡□{黏住}[8]夹=□{用藤条打}
ŋ	[8]镊业
h	[7]□{用磁铁吸住}[8]协胁叶侠匣
∅	[7]压
#uam	
h	[2]凡[4]犯范
#uap	
h	[7]法
#om	
t	[4]丼{象声词，石子入水的声音}[5]□{用石子扔、砸}
tʰ	[6]□{把脚伸进水中或者泥潭中}
l	[4]□{蹚水}[5]□{漂洗}
s	[1]森参[3]□{指开车速度较快}
z	[5]□{摇晃}
kʰ	[2]□{菠萝。越南语借词，借自khóm。据欧阳坦(2002： 245-46)，饶平县浮滨镇华侨杨光阴于民国二十一年(1932)从越南引进这个品种，“并沿用越南对菠萝的称谓‘崆’”。}
∅	[1]□{名词，形容词，手掌弯成碗状}
#op	
t	[8]□{用泥巴或者其他湿黏的东西往墙上、地上涂抹}
tʰ	[8]塌{俗}
l	[8]□{踩}
ts	[7]□{一撮；用手撮一撮}[8]□{用毛巾沾水擦洗}
tsʰ	[7]□{扎，被竹签扎到}□{把筷子或者竹签整理整齐}[8]□{踱来踱去}
s	[8]□{指雨不大}
z	[7]□{用脚玩水}[8]□{用脚玩水}
k	[8]□{聊天，指话多}□{涂抹上墙}
kʰ	[7]□{用碗或者其他容器扣下去}
h	[7]□{伏击，捕捉}
∅	[7]□{灯一直闪烁}[8]□{鱼的嘴巴在动，实际音值是õp}
#em	
l	[2]□{掏出，摸出}
ts	[2]□{掏}
#ep	
l	[7]□{舔}
ts	[8]□{啧啧，象声词，也可用于表示吃东西}
#iŋ	
p	[1]宾槟斌乒彬滨[3]匾-[5]鬓嫔膑殡[6]便-{完备}
pʰ	[2]瓶=贫屏频嫔[3]品贬-[5]骗-
m	[2]民眠岷[3]免-抿[6]面{～部}
t	[2]藤尘[5]镇□{碍事}[6]阵=
tʰ	[2]陈={陈述}澄-□{倒水}[6]□{对着干}
n	[3]□{恁，你们}
l	[2]粼磷鳞=麟邻联-{对～}[3]赁凛懍□{名词，车轮}[5]□{动词，车轮滚动}
ts	[1]真臻薪津[3]震赈拯振[4]尽[5]进晋荐
tsʰ	[1]亲[2]臣秦[5]凊{冷}称秤□{搬起}
s	[1]新身申伸呻辛锌先={～生}[2]盛-{～水}神螓{胡～：苍蝇}绳忱[4]剩[5]囟讯迅汛信
z	[2]人仁[6]认
k	[1]今{俗}[3]紧
kʰ	[1]轻氢
h	[2]眩-[5]□{味道}[6]现
∅	[1]因胭咽茵烟萦{绕}[2]沿铅寅演[3]引瘾=蚓=[5]印应-{俗}
#ik	
p	[7]必笔□{裂}[8]毕弼□{箱子}
pʰ	[7]匹{匹配；比较}
m	[8]密{～密}幂灭觅默蔑陌
t	[7]得[8]直
tʰ	[7]□{～桃：玩耍}
ts	[7]织脊{～背}鲫[8]疾瘠
tsʰ	[7]揤拭-七
s	[7]失室植殖[8]实
z	[7]日
k	[7]橘结-揭-{～阳}
∅	[7]一乙[8]逸佚轶
#uŋ	
p	[1]奔分-{～开}[2]㖹{吹}[5]粪畚
pʰ	[1]奔潘-{洗米水，泔水}□{把猪大肠翻开}[2]盆坟[3]□{尽情地玩}[5]喷
b	[1]蚊炆焖[2]文纹雯[4]闻[5]□{钻，在草堆里窜来窜去}
m	[1]闷
t	[1]敦墩蹲吨钝□{修剪树枝}[2]唇[3]盾墩[4]遁顿={停顿}炖沌[5]扽{拉紧后用力抖动}
tʰ	[1]吞[2]鹑臀豚屯[6]□{用土把水坑或者洞穴填埋}
l	[1]抡□{把东西放进液体里涮一遍}[2]仑伦沦轮纶[3]□{忍}[4]论[5]□{湿润}嫩
ts	[1]尊遵樽鱒[2]船阵-{一阵}[3]准[5]俊峻骏圳[6]阵-{时～：时候}
tsʰ	[1]春椿伸-{～出}□{用拳头打}[2]存[3]蠢忖[5]寸
s	[1]孙=狲[2]纯淳醇巡旬洵循荀□{器物的边缘}[3]损笋榫[4]顺[5]舜瞬逊
z	[3]允吮[4]闰润撋{拧}[6]□{韧}
k	[1]君军[2]裙[3]滚绲[4]郡[5]棍
kʰ	[1]昆坤鲲琨[2]群拳[3]捆菌[5]困{困倦，没精打采}
h	[1]熏薰昏=分={春～}芬纷酚氛晕荤[2]云魂痕[3]粉愤[4]混浑[5]奋训□{用锥子钻}[6]份
∅	[1]温瘟[2]芸匀耘笉[3]稳蕴韫宛{袖子}蚓-[4]晕{晕开}[5]揾{蘸}[6]运韵
#uk	
p	[7]不□{用粪斗铲起}
b	[8]□{用竹子打}
m	[7]吻
t	[7]咄[8]术{苍～}凸突
tʰ	[7]脱={～落}[8]□{山体滑坡；脱臼}
l	[7]□{脱落}[8]律捋率{效～}
ts	[7]卒率{～领}□{塞子}[8]秫{糯}□{擦拭}
tsʰ	[7]出
s	[7]戌蟀恤□{打}屑-{锯～}[8]术述怵□{乖}
k	[7]骨[8]滑掘猾
kʰ	[7]屈窟倔
h	[7]忽弗彿沸□{摔倒；后空翻}刜{击}[8]佛核-
∅	[7]熨郁{忧～}[8]夗{睡觉}
#aŋ	
p	[1]班斑={～点}颁崩枫方={正～形}邦帮梆绷枋{木片}[2]房冯瓶-{油～}[3]板={黑～}扳版坂绑榜膀[4]棒谤[5]放-{～屁}扮□{一～：一次}
pʰ	[1]芳-{香}蜂攀[2]旁螃膀棚{俗}帆{俗}篷庞彷霶{霶霈：丰盛}[3]纺-[5]胖盼[6]缝-{缝隙}□{房子的尺寸}
m	[1]屘{家中最小的孩子}□{山～娘，一种小鱼}[2]氓牻牤虻蛮闽芒{～草}茫忙[3]蠓挽{拔}莽蟒[4]网[6]慢梦
t	[1]当=东-冬-中-郸丹={～药}[2]陈-{姓}同铜茼筒[3]党挡等-{～路}[4]荡={飘～}但宕动-{勿～}重-{轻～}□{罐子}[5]旦={元～}档挡蛋冻-岽诞当=[6]洞-{山～}
tʰ	[1]蛏坍炵{通红貌；肿大貌}通{通朗：宽敞通明，原文作“爣”}[2]弹={子～}螳=堂={～兄弟}膛唐塘=烫棠虫桐-{～油}[3]桶躺倘趟坦疸毯[4]动-{触碰}[5]趁{赚}叹
n	[2]囊{俗}侬{人}[3]赧{咱们}
l	[2]阑澜斓聋砻笼兰拦狼难{困～}廊螂鳞-脓婪[3]懒囊{胶～}□{雌性}[4]烂={灿～}朗浪卵{男阴}膦{男阴}[5]㝗{空阔，间隔，原文作“阆”}[6]难{落～}□{～个人：几个人}
ts	[1]臧脏棕鬃曾-{姓}[2]层丛枞□{用水冲洗}[3]总-{一～草：一把草}搃{把分散的东西聚拢后抓起来}攥[4]藏臓{心～}□{扎}[5]赞栈粽壮[6]赠
tsʰ	[1]沧苍餐葱□{叫唤}[2]塍{田}残藏[3]铲={～除}[5]创灿□{好动}
s	[1]删珊姍鬆-{轻～}双鉎{生锈}[3]㾪[5]送丧霰
k	[1]干={～净}工奸江肛刚艰冈={景阳～}间={空～}罡[3]柬锏涧枧讲港简[5]干={～部}绛降谏□{偷}[6]共
kʰ	[1]空-{～瓶}牵康慷刊[2]扛=刊[4]雁彦谚[5]亢炕抗
ŋ	[2]颜{俗}昂言[3]眼=[5]□{用盐或者糖腌制使入味}
h	[1]番-{～薯}□{～时：当时}[2]寒={小～}降杭行珩瀚翰韩绗{用绳子给豌豆等搭架子}[3]焊捍罕汗={阿富～}[4]限项□{许～：那时}[5]汉[6]巷
∅	[1]安={天～门}氨桉翁-{～姐：夫妻}骯肮[2]红-洪-{姓}[5]晏=宴瓮盎按桉{俗}
#ak	
p	[7]剥辐幅腹北别-{认识}[8]缚
pʰ	[7]搏博伏-[8]雹瀑曝
b	[8]木墨
m	[7]□{玩弄}[8]目
t	[7]笃-靼□{咬到舌头}□{瞌睡}[8]值{～得}毒达铎
tʰ	[7]踢拓[8]读□{沥干水分}
n	[8]掿{用手抓}
l	[7]□{呕吐}[8]六力乐{快～}栗{侯～：板栗}
ts	[7]节札扎轧作=[8]实{密密麻麻}
tsʰ	[7]漆察擦错{内～角}[8]贼凿
s	[7]塞虱鲺萨
k	[7]结={～果}各觉角{牛～}[8]□{扔}
kʰ	[7]刻-霍藿确恪壳曲-{红～}□{把水舀干}[8]咳
ŋ	[8]岳鳄腭鄂
h	[7]辖瞎壑喝豁蝎盍□{购置}[8]学={～习}乏-{～食}
∅	[7]恶={～恶}沃-{浇水}抑
#iaŋ	
p	[1]边={～缘}煸蝙揙{掴}[3]扁={～豆}匾=[4]弁便=辨辩汴卞[5]变={～化}
pʰ	[1]偏编翩□{扔}[2]□{走路、骑车不稳}[3]贬=[5]片={碎～}骗={诈～}
m	[2]绵=□{疑问词，谁}[3]敏鮸免={赦～}娩冕勉闵[4]缅
t	[1]滇=珍巅颠癫[3]展典碘辗[4]电垫甸淀
tʰ	[1]天={～子}[2]钿填[3]腆[5]畅
n	[2]年=□{疑问词，谁}
l	[1]□{掀开结痂或薄膜}[2]凉粱=梁=量=良连联=怜[3]脸=两=辆[4]亮量=谅[6]练链炼
ts	[1]章={～法}樟=獐璋张={姓，开～}将{即～}蟑漳彰煎={～鱼}笺[3]长={～大}剪=翦疹诊践[4]丈={～夫}仗杖[5]战涨将{～士}胀={～气}幛瘴障奖
tsʰ	[1]昌迁娼猖[2]长={～久}徜场{排～}[3]厂敞浅[4]□{一只脚走}[5]唱倡怅
s	[1]相={～信}湘商襄殇熵仙[2]祥详翔裳[3]鲜={朝～}冼癣想={思～}[4]上={马～}尚={崇～}象{表象}善鳝=缮膳肾擅[5]相={宰～}□{拍打}
z	[2]然燃[3]嚷壤酿攘[4]让={礼～}
k	[1]姜={姓}缰僵疆坚娟捐涓[3]讲=[4]健=键毽建{～设}肾{胗}[5]见={～识}建{福～}
kʰ	[1]羌骞□{玻璃瓶}[2]强{～大}虔乾[3]强{勉～}犬遣谴[5]强{～人}
ŋ	[1]□{血迹变干}研={钻～}[2]妍[3]妍[5]瘾{俗，非常喜欢}
h	[1]香={～气}掀[2]玄眩=娴贤炫[3]响显享[5]向=饷宪献衅
∅	[1]焉嫣渊燕={～国}央={～求}殃秧={～歌}□{臭}□{纺线}[2]阳杨={姓}扬={表～}洋=炀疡圆=园=[3]养=氧远=痒=衍[4]援媛漾恙延蜒筵[5]映燕={～窝}
#iak	
p	[8]别={分～}
pʰ	[8]□{撇掉}
t	[7]跌迭窒秩哲蜇抶{用手掌或扁平物体拍}[8]侄
tʰ	[7]辙撤彻澈
l	[7]□{粗暴地脱}[8]列烈略
ts	[7]爵即妁灼=酌嚼
tsʰ	[7]切芍雀=鹊窃
s	[7]设屑=□{拍}□{扔}摵{从高处跌落}□{头痛的感觉}
z	[8]若=热=弱
k	[7]洁厥诘[8]杰桀
kʰ	[7]怯却砝{硬挺}[8]□{加班加点地工作}
ŋ	[7]啮[8]孽疟虐谑蘖
h	[7]□{摔跤}
∅	[7]约={大～}烨烁跃[8]□{招手}
#uaŋ	
p	[4]叛[5]□{绕来绕去}
pʰ	[1]藩[2]盘=蟠磐幋{颔幋：围巾，也指围的动作}[5]判=拌=畔
b	[2]忘亡[4]忘望[6]万
m	[4]曼谩蔓漫
t	[1]端[3]短=[4]篆断={～开}[5]锻断={判～}
tʰ	[1]湍[2]团传{～播}
l	[2]孪鸾峦銮栾[3]暖□{拧}[4]乱=[5]恋
ts	[1]专装妆=桩庄=[3]转=[4]撞状=撰[5]攒
