	注释：-白读，=文读
ts	[1]髒{肮～}赃庄装桩棕鬃综踪宗[2]壮纵崇□{萝蔔～：萝卜缨儿}[3]总[5]葬=肠{香～}粽丛□{～菜：腌菜}[6]藏{西～}臟{脾～}状{告～}[7]状{～元}
tsʰ	[1]仓苍疮菖聪匆葱囱□{畦}□{～头：药引}□{木质四角装粮工具}[3]闯敞{宽～}宠[5]闩{门～}创床{屉：一～包}
s	[1]栓桑丧{～事；～失}双霜鬆{放～}嵩[3]𢱤{推，原文“搡”}[5]郎{女婿，新～}聋送宋㝗{稀疏}[6]颂{歌～}讼
k	[1]甘柑江扛豇公{鼎前～：灶王爷}蚣工{针～车：缝纫机}功攻[2]含{～水；～片}㔶{～拢：盖上}[3]感岗{下～}缸讲巩{冯～}敢□{□tʰãĩ55子～：窗户}[5]笐{竹～}棍冈岗{徛～}刚纲钢杠降{霜～}虹{指彩虹}贡汞□{冒出，～脓：化脓}[6]共
kʰ	[1]康糠空{～间}[3]慷孔{～子菜：芹菜}巩{～固}恐[5]囥{藏}控空{有～}磡{砌起来的坎}
h	[1]芳烘风枫疯讽丰封峰锋吩{～咐}[2]洪鸿哄逢轰{～炸}[3]哄[5]坊{油～：油炸}[6]混{～日子}项巷{大街小～}凤{奉～公守法}[7]弘虹{霓～灯}
∅	[1]庵央{中～}秧{拔～}翁{姓；不倒～}□{日头～：向日葵}[2]行{一～}红[3]行{银～}航杭宏[5]暗{～暝：晚上；乌～：黑暗}瓮蕹{～菜：空心菜}齆{～鼻：鼻子不通}蛹{蚕～，蚕茧}笐{晒衣服的}□{日头～子：葵花籽}
#iɔŋ	
t	[1]张丈[2]□{□hiɛ24～：知道}[3]长{县～}场[5]帐涨账胀仗{𢫦～}[6]长{剩}
tʰ	[1]□{□pãŋ42～：鞭炮}[5]畅匠
n	[2]两{～个}[5]娘[6]□{要；～不～：要不要}
l	[3]良两{几～几钱}辆[5]凉量{～长短}粮梁粱[6]亮谅量{数～}
ts	[1]将{～来}浆章樟障瘴[3]蒋奖桨详祥掌[5]酱将{大～}墙裳□{把柴火放到柴垛上的行为}[6]上{～面}
tsʰ	[1]枪昌娼上{鞔鞋帮儿}绱{鞔鞋帮儿}[3]抢[5]唱倡
s	[1]相{互～}箱厢湘襄镶像{很～}商伤□{松～：松脂}[3]想赏饷偿[5]相{～貌}[6]象橡尚
k	[2]强{～盗，勉～}[1]僵薑{生～}姜{～太公}羌[5]□{行；好}
kʰ	[1]疆缰匡眶腔[6]强{倔～}
ŋ	[3]□{水～：人工的引水渠}
h	[1]香{～菇}乡[3]享响[5]向
∅	[1]央{～求}秧{～菜：种菜籽}殃映[2]尝上{～山}[3]常仰养影[5]羊洋融烊{融化}佯{躲～□tsɛ22：捉迷藏}王-{阎老～}杨阳扬疡□{洇}□{～子：精液}[6]让样□{□ku21～：上供}
